,Cerebellum_9_R,Vermis_7,Olfactory_L,Caudate_R,Thal_MDm_L,Frontal_Inf_Tri_L,Cerebellum_6_R,Frontal_Sup_2_R,Thal_AV_L,Frontal_Inf_Orb_2_L,ACC_sub_L,Vermis_8,OFCant_R,ParaHippocampal_R,Vermis_10,Calcarine_R,VTA_R,OFClat_R,Hippocampus_L,Thal_VA_R,ACC_sup_L,ACC_sup_R,OFClat_L,Vermis_9,Thal_PuL_L,Thal_VPL_L,Pallidum_R,OFCmed_R,LC_L,SN_pr_L,Putamen_R,Thal_PuI_R,Frontal_Inf_Oper_R,Occipital_Mid_R,Frontal_Sup_2_L
ACC_sub_L,0.014965743792000085,-0.10462652797792697,-0.036061156568871926,0.0003848879796746807,-0.18095744884652037,0.014085386496164596,-0.09808620775880111,-0.033890067686470446,-0.18069671092650544,0.05226650199811745,1.0,-0.10371909002495265,-0.0635555742497178,-0.09622398327591948,-0.03225853601013894,-0.10204263840286665,0.001261360197260578,-0.05053239967466663,-0.10714746364487047,-0.09790761780690001,0.012958691006605846,-0.006865858290836709,-0.008176378042594015,0.008966518769225983,-0.18461805638578221,-0.10384817878566212,-0.07197010779918925,0.08772561861056831,-0.10031401776774404,-0.16229836043915585,-0.0624525333531221,-0.07994362312437195,-0.115986721599461,0.05639419373274549,-0.11787985552526242
Vermis_8,0.12851260356405883,0.01818098998416524,0.020380195435353504,0.19093112148881047,0.11237646458040727,-0.02228951268052647,0.18770033073826667,0.12766362661713748,0.14208038019177732,-0.0540778790129316,-0.10371909002495265,1.0,0.14112790780407794,0.18633559509878758,-0.056575977167630014,-0.012197018783609551,0.2819346497776099,0.1285074948515903,0.3368820702972095,0.18732846341699574,0.19203755345287113,0.1531095537279839,0.05035274109034473,-0.07505604096961002,0.001684731080779974,0.08288384154888308,0.21967828134889314,-0.0958937009657255,0.15566618318748673,-0.04072558643882119,0.1716276165559647,0.2747219789155452,0.04510712056710321,0.07129326829300478,0.11068866652658224
OFCant_R,0.07891167149796537,0.22748842586200355,0.02615419499690334,0.06593705032913699,0.055551372862224134,-0.03170770532431068,-0.03600333422337451,0.15325912324258137,0.2500722373425556,-0.054278179959609325,-0.0635555742497178,0.14112790780407794,1.0,0.14097784852599285,-0.025434158490081016,-0.05558296879460617,0.08640081566099582,0.08065118030061902,0.204801692030925,0.19928970300667578,0.09844977992215154,0.14730498803015604,0.25835026713498666,0.11186352750999838,0.14355965113901445,0.08494914160535852,0.206154469267173,-0.09589112846718817,-0.11346392396626992,0.0442216772159327,0.16744219906937674,0.259869832994746,0.0643012825994751,-0.08366330122825205,0.07899504467009195
ParaHippocampal_R,-0.16928645123405864,-0.09282587347894566,-0.14362076969500492,0.5960400226844017,0.3328978968484883,0.37718054852383104,-0.16449637143813386,0.49723233032076186,0.42299724483640505,0.21167337385624105,-0.09622398327591948,0.18633559509878758,0.14097784852599285,1.0,0.23770524536973378,0.18782122245053498,0.6553011088772052,-0.2674122697553164,0.5969914992230195,0.5255110081459171,0.4829666406674855,0.27996665647410013,0.10532671610910638,0.2975146338258921,0.5497152250160185,0.6092784391741084,0.6716036490841879,-0.08226751979449494,-0.12461858838146458,0.21102849053781758,0.6629380598486868,0.6875425811113919,0.5799450511582589,-0.15443091221190633,0.5495813641562964
Vermis_10,-0.2220512089417447,-0.07544146170800395,-0.11593347146739835,0.399180029653558,-0.14185648733348466,0.13982405639293874,-0.2904173556217355,0.40876493560645116,0.09482730199972363,-0.0762013927054571,-0.03225853601013894,-0.056575977167630014,-0.025434158490081016,0.23770524536973378,1.0,0.45097837002344854,0.3814783574212648,-0.42016757230101015,0.24687579813686628,0.471884587330312,0.38059421405757454,0.15199119833890717,-0.04942484713560651,0.5502580138788635,0.2485891468499048,0.36628713271183483,0.31549056003319015,-0.21037312583442597,-0.5175189818713927,-0.07797771633884422,0.4203145168562759,0.3673753485491032,0.41734779062591776,0.06057263526097309,-0.001682050289524849
Calcarine_R,-0.17554557739722995,-0.026849396810420728,-0.16701967042772603,0.08691838334735506,0.23650946786045987,-0.024706835368977564,0.1261930590411985,0.21656103587259604,0.1151015669965534,-0.1202642100899725,-0.10204263840286665,-0.012197018783609551,-0.05558296879460617,0.18782122245053498,0.45097837002344854,1.0,0.26026677805980825,-0.3056624918401837,0.14309759454128268,0.17662217809239655,0.21246281505773965,-0.14973214417533257,0.1167164033002483,0.24117253574451308,0.3079755428767385,0.3589739424210645,0.06082557478496961,-0.032956215453280445,-0.17506352063637828,0.1539965917574912,0.15089731626984576,0.25596216080506146,0.48730203045329795,0.1857776448790117,0.22380967289899528
VTA_R,-0.30354512922155125,-0.28149172820398777,-0.13043122041238364,0.6300436638439888,0.15237794371927735,0.17459951794131623,-0.2361511312076077,0.6061647375068471,0.3744933390797858,0.15278431838698026,0.001261360197260578,0.2819346497776099,0.08640081566099582,0.6553011088772052,0.3814783574212648,0.26026677805980825,1.0,-0.39273169291263027,0.6339853918646412,0.7416361792976401,0.6442901968484277,0.2662933826784663,0.2615433185680523,0.44116733408300673,0.46061868351793556,0.5887658634525592,0.8067844233105665,0.016714512216068903,-0.08731950839111438,0.07668669660723534,0.7789877894539977,0.5981304737283922,0.5601144466099406,-0.1845114343761506,0.3755425635872313
OFClat_R,0.2890069621960592,0.08520202805298467,0.21427249504762644,-0.30407230765286347,0.19039318830862037,-0.2710711892898184,0.4034660858247313,-0.402108214720888,-0.14390049478082242,-0.22827388197949014,-0.05053239967466663,0.1285074948515903,0.08065118030061902,-0.2674122697553164,-0.42016757230101015,-0.3056624918401837,-0.39273169291263027,1.0,-0.17877564120357312,-0.5575897555266683,-0.3431201725524205,-0.026977079229601703,0.06912337425625513,-0.4375603839459591,-0.18416259750834757,-0.22582410308599535,-0.3539407499110754,0.2673339823591198,0.33050129403201034,0.06405850227337404,-0.4721651132379972,-0.2551781780296585,-0.4650844629576445,0.09612062266495239,-0.09905970530876484
Hippocampus_L,-0.11119388241328867,-0.09519512808078806,-0.07069255367836554,0.639006903763646,0.4338567524442542,0.4703609504143579,-0.1422608904711285,0.7364917954593503,0.39025228104951004,0.41690967947209995,-0.10714746364487047,0.3368820702972095,0.204801692030925,0.5969914992230195,0.24687579813686628,0.14309759454128268,0.6339853918646412,-0.17877564120357312,1.0,0.7052708241685239,0.7021123466310994,0.3831504366430737,0.2093655959099669,0.3546822969185596,0.6703462381466313,0.7720453659135852,0.7149081375441944,0.12616197358604694,-0.22438529428405005,0.2040087517655371,0.6744675218599899,0.7176285649122747,0.5490379309634825,-0.024802010644136462,0.6426750484390437
Thal_VA_R,-0.28004594511796344,-0.09182661890825324,-0.11528086596216888,0.6582750312452195,0.08802025895006785,0.32428704374281203,-0.3362516628716336,0.7608564480520404,0.5434876222030746,0.24754821912889316,-0.09790761780690001,0.18732846341699574,0.19928970300667578,0.5255110081459171,0.471884587330312,0.17662217809239655,0.7416361792976401,-0.5575897555266683,0.7052708241685239,1.0,0.7369138104335888,0.4250715286989765,0.11163026358764176,0.5125571775509897,0.5529485664975405,0.6225438718075919,0.8484233667220208,-0.20747971476571547,-0.26408515645274544,0.0029965184688969227,0.8829757727906219,0.6804384657509581,0.6242633987140794,-0.13459158708373206,0.40712687604309494
ACC_sup_L,-0.1394686573295368,-0.09783704016147023,-0.07722424360090424,0.6733236408540287,0.24198097821188902,0.48805032800921555,-0.1074676741324489,0.812392732005326,0.30699304072946454,0.2335444913566208,0.012958691006605846,0.19203755345287113,0.09844977992215154,0.4829666406674855,0.38059421405757454,0.21246281505773965,0.6442901968484277,-0.3431201725524205,0.7021123466310994,0.7369138104335888,1.0,0.43371827796892143,0.20328556801473407,0.3820894296143074,0.5135057582472483,0.6590410279332622,0.6865663812129743,-0.0005763080064670611,-0.25147172512484567,0.06583474185935108,0.6876669340761374,0.5664714793547012,0.6253114846304488,-0.16616616062564887,0.5903985914901572
ACC_sup_R,0.09155413431249233,-0.09249484623471246,0.2448765602231251,0.4942400009364315,-0.0364051108061748,0.26618833969084826,-0.2963741459723827,0.47240900741530734,0.3131672642085394,-0.07616315376233138,-0.006865858290836709,0.1531095537279839,0.14730498803015604,0.27996665647410013,0.15199119833890717,-0.14973214417533257,0.2662933826784663,-0.026977079229601703,0.3831504366430737,0.4250715286989765,0.43371827796892143,1.0,-0.08504427534018037,0.20077197997199364,0.3078990936757579,0.24346948678534386,0.5470361450225211,-0.07600531215599085,0.036122855716076784,-0.3640555428387157,0.4890791168876931,0.3313722457242346,0.46110250703820593,-0.20730244719091806,0.27064934015749725
OFClat_L,-0.20576242096372577,-0.06368628709856711,-0.030154093735225096,0.1398671741539871,0.24406830113189812,0.02959591288538838,0.12914877743449416,0.09814764098130056,0.04033965986432995,0.174276248358455,-0.008176378042594015,0.05035274109034473,0.25835026713498666,0.10532671610910638,-0.04942484713560651,0.1167164033002483,0.2615433185680523,0.06912337425625513,0.2093655959099669,0.11163026358764176,0.20328556801473407,-0.08504427534018037,1.0,0.059635915726108345,0.20950665752709682,0.1989573363946783,0.15557184889154627,0.22935436341316684,0.02687356242712922,0.2882873914798949,0.08679761470517837,0.19118254979240612,0.1478173872416847,0.03143528259170215,0.1994993935529896
Vermis_9,-0.18742993398681923,-0.1352296715725495,-0.15888838427520674,0.4179815622790075,-0.09448470274142468,0.08354059391185405,-0.3996201192414718,0.4224805817620298,0.11267282112723602,0.03933782146642884,0.008966518769225983,-0.07505604096961002,0.11186352750999838,0.2975146338258921,0.5502580138788635,0.24117253574451308,0.44116733408300673,-0.4375603839459591,0.3546822969185596,0.5125571775509897,0.3820894296143074,0.20077197997199364,0.059635915726108345,1.0,0.3000430229454656,0.3555916402796226,0.41429646793468894,-0.03022472528017371,-0.34020836747025246,-0.13425952476088043,0.47794114236017904,0.36012157085564667,0.4179792641614927,-0.05320586526933883,0.03524853835933616
Thal_PuL_L,-0.14948248496199298,-0.04927139036493645,-0.12036343737328319,0.5272965371837826,0.48310106982262185,0.42470035482872215,-0.05420841519792571,0.6550907042738114,0.5109811014056324,0.25175631090162504,-0.18461805638578221,0.001684731080779974,0.14355965113901445,0.5497152250160185,0.2485891468499048,0.3079755428767385,0.46061868351793556,-0.18416259750834757,0.6703462381466313,0.5529485664975405,0.5135057582472483,0.3078990936757579,0.20950665752709682,0.3000430229454656,1.0,0.800426554139027,0.5561610938941173,0.11886656896110827,-0.14690333073553818,0.30149358044440683,0.6076059960945733,0.6245455611983765,0.6385189816433274,-0.004310070452612044,0.7040205380126242
Thal_VPL_L,-0.18739565525276092,-0.14768487361840693,-0.1531327105331469,0.6082123027539232,0.5685568153807968,0.50834833222058,-0.1114951451298692,0.7206148574319262,0.4238305807187086,0.36938586278781566,-0.10384817878566212,0.08288384154888308,0.08494914160535852,0.6092784391741084,0.36628713271183483,0.3589739424210645,0.5887658634525592,-0.22582410308599535,0.7720453659135852,0.6225438718075919,0.6590410279332622,0.24346948678534386,0.1989573363946783,0.3555916402796226,0.800426554139027,1.0,0.6188654306539697,0.10515303931527135,-0.2876656069655085,0.34903759125587613,0.6581997369429086,0.7282137484201661,0.6484704201391276,-0.07313057638210539,0.7398903485806945
Pallidum_R,-0.25882562268343223,-0.2037140115643351,-0.09242244162274899,0.6424159019891452,0.14574285591203368,0.27387044154140117,-0.3447989384791353,0.6971490817705724,0.5905435632661354,0.19876519431437453,-0.07197010779918925,0.21967828134889314,0.206154469267173,0.6716036490841879,0.31549056003319015,0.06082557478496961,0.8067844233105665,-0.3539407499110754,0.7149081375441944,0.8484233667220208,0.6865663812129743,0.5470361450225211,0.15557184889154627,0.41429646793468894,0.5561610938941173,0.6188654306539697,1.0,-0.10350120593247811,-0.12676459885541122,-0.02031565607189175,0.9232445519862456,0.7384069877389348,0.6454715286185336,-0.18309187050200562,0.47211678821578584
OFCmed_R,-0.010256720752710578,-0.17797119449736468,0.08158985274467132,-0.03746124008022268,0.24173119167822846,-0.05681328658802482,0.13999568758933625,-0.012144164246919041,-0.23199928048602045,0.07984569953751901,0.08772561861056831,-0.0958937009657255,-0.09589112846718817,-0.08226751979449494,-0.21037312583442597,-0.032956215453280445,0.016714512216068903,0.2673339823591198,0.12616197358604694,-0.20747971476571547,-0.0005763080064670611,-0.07600531215599085,0.22935436341316684,-0.03022472528017371,0.11886656896110827,0.10515303931527135,-0.10350120593247811,1.0,0.03246104629306177,0.182521777750317,-0.1806901695192177,-0.1373824693653294,-0.1414763341890599,0.06968258489673332,0.1340105952183221
LC_L,0.19272182920264092,-0.04744241670477889,0.016004494858804192,-0.20064028009559848,0.03307761466880563,-0.3546503083093191,0.3549387128567805,-0.20679691105059375,0.05415379696908114,-0.23975784971094738,-0.10031401776774404,0.15566618318748673,-0.11346392396626992,-0.12461858838146458,-0.5175189818713927,-0.17506352063637828,-0.08731950839111438,0.33050129403201034,-0.22438529428405005,-0.26408515645274544,-0.25147172512484567,0.036122855716076784,0.02687356242712922,-0.34020836747025246,-0.14690333073553818,-0.2876656069655085,-0.12676459885541122,0.03246104629306177,1.0,-0.04215927717323999,-0.14494877659189967,-0.24383183267219247,-0.14616898581195797,-0.03546859874340155,-0.03758295603670473
SN_pr_L,-0.07096097873426553,0.10296632772541495,-0.25335119656270727,0.12167101832512987,0.5171730993563267,0.24905246247539908,0.38791532072153717,0.10782288219670608,0.055731030742658366,0.26693807550389337,-0.16229836043915585,-0.04072558643882119,0.0442216772159327,0.21102849053781758,-0.07797771633884422,0.1539965917574912,0.07668669660723534,0.06405850227337404,0.2040087517655371,0.0029965184688969227,0.06583474185935108,-0.3640555428387157,0.2882873914798949,-0.13425952476088043,0.30149358044440683,0.34903759125587613,-0.02031565607189175,0.182521777750317,-0.04215927717323999,1.0,0.009442121668429837,0.1539398713553884,0.04812970801594861,0.13136410697144577,0.48240505434166364
Putamen_R,-0.22631085520863034,-0.19269320049596664,-0.15524423945477386,0.7012946006793609,0.15234873522444128,0.32769407736749434,-0.3660766444644772,0.7551626151118752,0.6092640197215072,0.2206665503347106,-0.0624525333531221,0.1716276165559647,0.16744219906937674,0.6629380598486868,0.4203145168562759,0.15089731626984576,0.7789877894539977,-0.4721651132379972,0.6744675218599899,0.8829757727906219,0.6876669340761374,0.4890791168876931,0.08679761470517837,0.47794114236017904,0.6076059960945733,0.6581997369429086,0.9232445519862456,-0.1806901695192177,-0.14494877659189967,0.009442121668429837,1.0,0.7428513764775873,0.7091784341908277,-0.1268152359738191,0.49430535780577894
Thal_PuI_R,-0.2376840422478191,-0.007877044688162868,-0.1746845168281456,0.6184426139374861,0.3899493332735828,0.36015756321871534,-0.18221260818064633,0.6476124838019639,0.5534769485653176,0.2226415780474705,-0.07994362312437195,0.2747219789155452,0.259869832994746,0.6875425811113919,0.3673753485491032,0.25596216080506146,0.5981304737283922,-0.2551781780296585,0.7176285649122747,0.6804384657509581,0.5664714793547012,0.3313722457242346,0.19118254979240612,0.36012157085564667,0.6245455611983765,0.7282137484201661,0.7384069877389348,-0.1373824693653294,-0.24383183267219247,0.1539398713553884,0.7428513764775873,1.0,0.6234846432638471,-0.0629288120400547,0.5349044209342536
Frontal_Inf_Oper_R,-0.12056471540535113,-0.19121527547599346,-0.07640155923040415,0.6176954268264101,0.35818868226742145,0.4271517809302747,-0.2591736001940899,0.6991867768292145,0.4051464315318255,0.21056442205970838,-0.115986721599461,0.04510712056710321,0.0643012825994751,0.5799450511582589,0.41734779062591776,0.48730203045329795,0.5601144466099406,-0.4650844629576445,0.5490379309634825,0.6242633987140794,0.6253114846304488,0.46110250703820593,0.1478173872416847,0.4179792641614927,0.6385189816433274,0.6484704201391276,0.6454715286185336,-0.1414763341890599,-0.14616898581195797,0.04812970801594861,0.7091784341908277,0.6234846432638471,1.0,0.01952962549994884,0.6013347851339537
Occipital_Mid_R,0.02609206238549546,-0.08892680504053029,-0.05402519182555303,-0.157771214988352,0.04599495945474611,-0.09540318387604373,0.11097211208214042,-0.09775232143088992,-0.1448625756692386,0.015426254456211114,0.05639419373274549,0.07129326829300478,-0.08366330122825205,-0.15443091221190633,0.06057263526097309,0.1857776448790117,-0.1845114343761506,0.09612062266495239,-0.024802010644136462,-0.13459158708373206,-0.16616616062564887,-0.20730244719091806,0.03143528259170215,-0.05320586526933883,-0.004310070452612044,-0.07313057638210539,-0.18309187050200562,0.06968258489673332,-0.03546859874340155,0.13136410697144577,-0.1268152359738191,-0.0629288120400547,0.01952962549994884,1.0,-0.029200447435429405
Frontal_Sup_2_L,-0.007366359668782955,0.0031201701139037417,-0.13762258190003854,0.5168540857140886,0.7038312932069087,0.6374610220568121,0.18899344189380696,0.6397715015289548,0.39019165738944184,0.3663030990822561,-0.11787985552526242,0.11068866652658224,0.07899504467009195,0.5495813641562964,-0.001682050289524849,0.22380967289899528,0.3755425635872313,-0.09905970530876484,0.6426750484390437,0.40712687604309494,0.5903985914901572,0.27064934015749725,0.1994993935529896,0.03524853835933616,0.7040205380126242,0.7398903485806945,0.47211678821578584,0.1340105952183221,-0.03758295603670473,0.48240505434166364,0.49430535780577894,0.5349044209342536,0.6013347851339537,-0.029200447435429405,1.0
