,Frontal_Med_Orb_R,Cingulate_Post_L,Cerebellum_Crus1_R,Thal_VA_R,Frontal_Med_Orb_L,Occipital_Mid_L,Thal_PuL_L,Thal_VL_R,Insula_R,Cuneus_R,Precentral_L,Temporal_Sup_L,Fusiform_R,Angular_R,OFClat_R,LC_R,Thal_LP_L,Insula_L,Thal_VA_L,Thal_VL_L,Red_N_R,Temporal_Inf_R,Occipital_Mid_R,Temporal_Pole_Sup_L,OFCpost_R,Thal_IL_L,Frontal_Inf_Orb_2_R,Thal_PuM_L,Rectus_R,Thal_VPL_R,Precentral_R,Olfactory_R,Frontal_Inf_Oper_R,Supp_Motor_Area_R,Frontal_Mid_2_R,Thal_PuI_L,Rolandic_Oper_L,Cerebellum_8_R,SN_pr_L,Amygdala_R,Precuneus_L,Vermis_8,Temporal_Pole_Sup_R,Thal_LGN_L,Vermis_3,Cerebellum_3_L,Caudate_L,Paracentral_Lobule_L,Paracentral_Lobule_R,Calcarine_L,Cerebellum_6_L,Parietal_Inf_R,Lingual_R,Occipital_Inf_L,ParaHippocampal_L
Precentral_L,0.1994935747212056,0.6536021244006589,0.20167256889565624,0.14441785715000838,0.14788435068519382,0.19958914626365146,0.5943716375121877,0.40887923137811555,0.23205857657612172,0.10118923751249434,1.0,0.4207241678688605,0.26097378360203116,0.16361949394610867,0.17986053631973326,0.07107567800522871,0.4125397835788475,0.628009758999877,0.5209447004126861,0.6806796037165037,0.4582057357759932,0.20266721368119528,0.03320710322622726,0.10164685974405147,0.233818038934042,0.5232445376771068,0.08929825295845609,0.7013565026124645,0.11729421575566609,0.43850646759534995,0.6850968442754334,-0.016946585620465467,0.3932677572998304,0.8858846011891329,0.6773524422176972,0.3852972512783623,0.47738973417541825,0.2714451851643236,0.4786316487050761,0.20400290708477878,0.5451584202805151,0.07198056033165946,0.09026237032486839,0.4684524371268665,0.5195751274075124,0.3738310879491053,0.5598815415240246,0.8018211566347326,0.6744547191476259,-0.02897265473671365,0.14866043909715296,0.45438307186780913,0.36161112818146607,0.15396713901202386,0.5065838609914268
Temporal_Sup_L,-0.006927965364314829,0.36546892428014655,-0.1545391482373908,0.3457303766262852,-0.0034181685020430934,0.15188080837529477,0.4728513342080782,0.3797146638073845,0.22843739178934144,-0.23207963500127485,0.4207241678688605,1.0,-0.02404138299824724,-0.23670652284379698,-0.1104431226720078,0.022858346008828554,0.44135899715059906,0.5412577190983723,0.3154993701466638,0.6014022386896195,0.16423775298856308,-0.1338795155860253,0.07242987071422206,0.23762300991716126,0.021191407064334197,0.3479759583749364,0.21065590753704408,0.5400122064227116,0.21001709333989388,0.3256225244480536,0.3681491108258343,-0.08476201769990893,0.2724198028742255,0.33656875671107356,0.36398235402655793,0.6008222228531283,0.7058624137287888,0.24054800731083584,0.08576270460398343,0.14370469643149106,0.26195213993140004,0.07732373409683538,-0.04651123126947106,0.10001684366277085,0.6837086979437778,0.4254100118783127,0.43621386561751435,0.38142144068893746,0.47593097492336595,0.24400784530605152,-0.4081280910418149,0.09419446976570933,0.22419418003070582,0.04907331737223111,0.48873296032008995
Fusiform_R,-0.044374503585101005,0.040083990571531475,0.47320798669982045,0.31432875128050897,-0.05027626913776968,-0.19272359652641718,0.394580087257823,0.47612739450275027,0.6518546522368336,0.024635162458249787,0.26097378360203116,-0.02404138299824724,1.0,0.14992226469751513,-0.31029432368493987,-0.2386751790475208,0.4583924978584344,0.19288125502626793,0.2412889830594515,0.38807089794110533,0.6086494442813499,0.03599181478234326,-0.0655157112263173,0.07696713522774895,-0.2895340405055923,-0.008364638088114874,0.368324936627953,0.10430230298051098,0.14275837143032932,0.5413930005004115,0.47272241736999315,-0.030325418998139175,0.5637319552351999,0.23164910532214691,0.30079218434194327,0.05538475388583777,0.15956941089563703,0.1392689542830594,0.3176454946598772,0.13307709910734616,0.23788785555485512,0.03379488460099704,0.4035814104068114,-0.152345924491787,0.3017068225159556,0.6664928503874807,0.3090655797247897,0.29699405658622313,0.4395097428024918,0.5428914953176105,0.3288059105688257,0.2626732326470026,0.584143339097495,0.06993511907796372,0.4405124667093196
Angular_R,0.2764497801373542,0.42179125028098946,0.3196846144018029,-0.6167236853603608,0.11350231563237538,0.30564050293174283,-0.2580675385718532,-0.5215672045414647,-0.3681715244312848,0.9254408995669867,0.16361949394610867,-0.23670652284379698,0.14992226469751513,1.0,0.22551002077069734,0.04753071834381261,-0.21634536059358164,-0.20206381812034208,-0.3714982470157065,-0.2304901999003644,-0.06453974469292857,0.2406224777486364,0.18686505606760334,0.1299307934667224,-0.04342599722846679,0.19003967274437955,-0.4292578015320834,-0.2019597113733327,-0.2575105801161552,-0.3480491126056901,-0.1854155188520451,0.2186862863142892,-0.20431522234070829,0.1793806107656539,-0.2674659322191831,-0.565825779876728,-0.4806014922760267,-0.31230423826525106,0.2968602876642178,0.15447274576859465,0.761929844847249,-0.08238931454525387,0.24550692714722336,0.23787585666941763,-0.3770220996473826,-0.2356440910861184,-0.32774069315904664,0.033777564105606034,-0.21311568790027147,0.005470174452329911,0.39124472360046103,0.7429624169555306,0.20713460583106816,0.12753270225001997,-0.25907030937036146
OFClat_R,0.29625351958627344,0.16834091291816058,0.21970954751499053,-0.5575897555266683,0.2158663379300825,0.35572184813433344,-0.18416259750834757,-0.37628659882026766,-0.5611087148566349,0.25548029781378734,0.17986053631973326,-0.1104431226720078,-0.31029432368493987,0.22551002077069734,1.0,0.22761283249828798,-0.1957421140548356,-0.16463777097511342,-0.1741813981063765,-0.03690191698126187,-0.16240211048198883,0.21135808877917617,0.09612062266495239,0.04212643064804492,0.4689900226074067,0.2597182860726924,-0.4535253917088003,0.12636385730589608,-0.06699968651719997,-0.32332698262487636,-0.19646770955054782,0.18772937745209045,-0.4650844629576445,0.21579660435808548,-0.10071892804697852,-0.16277407779217035,-0.26782312795905927,0.0033189369865622375,0.06405850227337404,0.09474875620086666,0.22054866827415923,0.1285074948515903,-0.10958271993594551,0.45359340334126064,-0.20831519157124312,-0.40360550550704904,-0.3091568768967043,0.04049186606799251,-0.09993214539808895,-0.31869667957902664,0.21743825506049605,0.20343666316126194,-0.0631851551760106,-0.06650625972020877,-0.21438444460613268
LC_R,-0.004088312846055149,0.08257707993592728,0.20644631439565797,-0.1825253609046223,0.08786312117798897,0.11764816946091994,-0.09920713196103062,-0.1868668698999288,-0.23496453701461634,0.05616823316055891,0.07107567800522871,0.022858346008828554,-0.2386751790475208,0.04753071834381261,0.22761283249828798,1.0,-0.13902297236332326,-0.0255505394088042,-0.0938915154181475,-0.042479131082765326,-0.18611316938191275,-0.034578755962057735,0.1302013603223829,-0.04278468976595378,0.1397316697698253,0.1532078394320862,-0.07150092391949267,0.05558807693942063,-0.009690983451989554,-0.21839084345526333,-0.10047314655945855,0.15902911891395619,-0.12114776133680832,0.11604269134050363,-0.003207772225398553,-0.07827089641931316,-0.07649999863620373,0.07133347118651316,0.020650251424319643,0.034801752621872246,0.06802660894297491,-0.05218020719512367,-0.16341893301189367,0.18916204793486166,-0.056293707257053134,-0.23130411643569815,-0.04666244321248823,-0.022754767694193895,-0.1013460215969556,-0.21035242563098672,-0.07861656541559199,0.07996685136274372,0.08059603568749904,0.04874992565769166,-0.003156271808951929
Thal_LP_L,-0.24114447603976025,0.06759679609233853,0.01616494205546233,0.45691061094152263,-0.012437733040465235,-0.02831555376584699,0.5790455031981743,0.6075127418512684,0.5435879840820446,-0.293898861878497,0.4125397835788475,0.44135899715059906,0.4583924978584344,-0.21634536059358164,-0.1957421140548356,-0.13902297236332326,1.0,0.5635195464802768,0.30560116054249603,0.7326999434097269,0.6215776284373392,0.008676210838046481,-0.020904872532366427,-0.03274616867610892,-0.16594940088119603,0.20759198467308196,0.4101842685642449,0.5632412648676574,0.16905855546641818,0.5899662967402501,0.5793436261134933,0.1177573765093661,0.4644952253391998,0.3983660141937291,0.4826864633922461,0.4397573360272332,0.5557611742027682,0.19853708094471215,0.3305977952743753,0.007303892859320048,0.12398837480369464,0.10453129785036286,0.06733161531499193,0.05351604539500847,0.6921961766376195,0.6183326320664622,0.453695458943556,0.41707345605890617,0.562942008499755,0.44635560470743063,-0.08902159764901917,0.07849838547416031,0.255820482673991,0.12449272740452312,0.5841755606623866
Insula_L,-0.03283922348059519,0.23302232408803855,-0.15952746868097678,0.5662127309974062,-0.09158625046897068,-0.020714872551917424,0.6422992586854416,0.688178388188926,0.5157705759377759,-0.24949741433127715,0.628009758999877,0.5412577190983723,0.19288125502626793,-0.20206381812034208,-0.16463777097511342,-0.0255505394088042,0.5635195464802768,1.0,0.6106773797405257,0.6908788497551095,0.5975047032911214,0.13192692568769415,-0.08993115257806136,-0.12336158070277019,-0.042663141538544426,0.41853233411044194,0.38760974732081954,0.6282115205097343,0.17971532884584315,0.5907156117128203,0.6500045511336588,-0.03841331043870811,0.5186439298120192,0.5885511706646047,0.7183742073198729,0.5657188658675433,0.7467276414688275,0.32587320710167655,0.27794561756151964,-0.06605062218089663,0.18459389934777215,0.13639136683474112,-0.033088777342557864,0.1843730593685725,0.7051808857637957,0.5542711736393953,0.8023727146568985,0.6039952699874712,0.5508183557374196,0.1571965358355214,-0.07835680837263974,0.14143865973972988,0.1306628067234169,0.08124380645082485,0.5070510735562245
Thal_VA_L,-0.0638154464297161,0.20694207312769233,-0.11809908188551016,0.7109715149204188,-0.13236234637781588,-0.189060094761261,0.6403322472605179,0.7713718784753545,0.6021781444067638,-0.41312878895382943,0.5209447004126861,0.3154993701466638,0.2412889830594515,-0.3714982470157065,-0.1741813981063765,-0.0938915154181475,0.30560116054249603,0.6106773797405257,1.0,0.5662994965239061,0.5273932045949423,0.01605696162145203,-0.1309944050941557,-0.0599975341448279,0.16108854953253265,0.2031981163916377,0.3834392816462127,0.505064877852414,0.22163213204759624,0.6846488526945749,0.6244141313593508,-0.3312798730826822,0.5355577489342132,0.4735798121514401,0.6884398473251203,0.6851266674733535,0.7058694568621245,0.5398000573476086,0.14722295237072425,-0.09408740571022405,-0.05264198194085865,0.21559611757683123,-0.17010586701416208,-0.040879976293006444,0.5672437157282254,0.49324510846712877,0.7704318183945861,0.5022088407766747,0.5172556628583922,0.052800315373852665,0.009125540091984767,-0.051515541772181775,0.13575648662693984,-0.036631177758440034,0.506329885034617
Thal_VL_L,0.048717414183586494,0.3387303277161044,0.05892172108747577,0.49596841958348303,-0.006690263045783979,0.0521847361162528,0.7264855862958775,0.697525907826954,0.5176681054197809,-0.3280628450717363,0.6806796037165037,0.6014022386896195,0.38807089794110533,-0.2304901999003644,-0.03690191698126187,-0.042479131082765326,0.7326999434097269,0.6908788497551095,0.5662994965239061,1.0,0.6193773311548049,0.021954905474102906,0.07250786910260443,0.060182032551453206,-0.017041364430375783,0.49020898527896173,0.37138980209640465,0.7887738954649294,0.28149026410844113,0.6981178695336349,0.7497464809182697,0.070704867203254,0.5525898905825509,0.6982475780299705,0.7009901833234691,0.6771311450132118,0.7010873546728595,0.3654703481236227,0.4505867666209753,0.16894287935963925,0.2464359119519795,0.18991044193500511,0.1072933985742954,0.27243694478648617,0.849241918173239,0.6748573893283858,0.5844319294994619,0.6258850084969084,0.7184740539024811,0.27738345466156233,-0.09110273302248877,0.15373928336360376,0.37544149428751095,0.15784563754866296,0.8051012535759438
Red_N_R,-0.11275703556173312,0.11447339512888036,-0.0006062776569526944,0.524200487312486,-0.062097888616847764,-0.12960767927864816,0.5653673265868889,0.6838305326893319,0.608438535727845,-0.19723248922667067,0.4582057357759932,0.16423775298856308,0.6086494442813499,-0.06453974469292857,-0.16240211048198883,-0.18611316938191275,0.6215776284373392,0.5975047032911214,0.5273932045949423,0.6193773311548049,1.0,0.12757678995375243,-0.021761358089481986,-0.15537447082294095,-0.22244476628821003,0.18970275150198682,0.39838616187196296,0.4358197109996751,0.14478927131439098,0.6956490405306298,0.5579398915953309,-0.01466259379691665,0.46209914925369466,0.4500404278607342,0.5181453465111442,0.40640873407933104,0.48660374401487017,0.3074945309903024,0.44601377020797045,-0.07752458165723257,0.1455087188866771,0.22581233444546595,0.21204341722887754,0.05294352995401297,0.5513736562573007,0.6150606160125583,0.5543302626466255,0.44556826510308056,0.5053231889313778,0.35913413108776293,0.08704256157078703,0.16108117395440832,0.11345683318217023,0.04220082958805999,0.5643673504813511
Temporal_Inf_R,0.25340872841022516,0.2348238480188644,-0.05910630877139739,-0.21067603779504418,-0.0008096613048387644,0.008305360940248339,0.028941322837058515,-0.0781163364830013,-0.09905744252832187,0.1837314584405744,0.20266721368119528,-0.1338795155860253,0.03599181478234326,0.2406224777486364,0.21135808877917617,-0.034578755962057735,0.008676210838046481,0.13192692568769415,0.01605696162145203,0.021954905474102906,0.12757678995375243,1.0,-0.3410331211077962,-0.07543506032668788,0.021174383534622733,0.24867657707179575,-0.31235575559932954,0.22124341758471192,0.013546634811964392,0.0013790888195701527,0.12176924801385162,0.1791961198836286,-0.07237457008165181,0.25852227916936116,0.10393891829365992,-0.11936800471278597,-0.14708933903693383,-0.1811744024512183,0.2552932600597867,-0.0348972311392046,0.24698938546194918,0.01142888480904751,0.1534496280611052,0.2972912961350381,-0.0726857181584366,0.0015152214775022168,0.0037581663863781836,0.2604107045956738,0.09783631608133112,-0.019671261267978284,0.35064491935336284,0.20224005994111818,-0.11904389422704403,0.016255948970384564,-0.10770620364539629
Occipital_Mid_R,0.026831091200235614,0.10018111661131324,0.15913959878671857,-0.13459158708373206,0.02168280859848381,0.14205269437915036,-0.004310070452612044,-0.1367157747009971,-0.10221286932196351,0.18733301622300003,0.03320710322622726,0.07242987071422206,-0.0655157112263173,0.18686505606760334,0.09612062266495239,0.1302013603223829,-0.020904872532366427,-0.08993115257806136,-0.1309944050941557,0.07250786910260443,-0.021761358089481986,-0.3410331211077962,1.0,0.13410052885761692,-0.02113802427757562,0.07862183210563312,-0.0019506432246266798,0.015112199992451772,0.05787753920302577,-0.0635518882275814,0.01305912438913835,0.12177919702985067,0.01952962549994884,0.13746526357104144,-0.09758508732668533,0.042475590700874456,-0.04746806994321961,0.0043881671515411174,0.13136410697144577,0.1176277871772299,0.16392876091466543,0.07129326829300478,0.08341680548384013,0.1327048700666066,0.11816158668087101,-0.030260971848712816,-0.16619909464146326,-0.10832316268660448,-0.0800321585329223,-0.060556089549908355,-0.18316455977137933,0.2304032831718361,0.12534502953850923,0.28260211461863655,0.1601266055193889
Temporal_Pole_Sup_L,0.05377346711390312,0.3037267082175749,0.16498367936616837,-0.0975171308948715,0.20813486014323143,0.0747376304874969,-0.04122562499732193,-0.13548225945586706,-0.031549365380956595,0.04471808336044912,0.10164685974405147,0.23762300991716126,0.07696713522774895,0.1299307934667224,0.04212643064804492,-0.04278468976595378,-0.03274616867610892,-0.12336158070277019,-0.0599975341448279,0.060182032551453206,-0.15537447082294095,-0.07543506032668788,0.13410052885761692,1.0,0.11013592561764678,-0.030433333752754196,-0.0148888036318423,-0.04312228933872781,0.008147618664113579,-0.11597990506678964,0.10150607496260616,-0.27615160399757077,0.06724007572677483,-0.009437025880017538,-0.029062980956315033,-0.012691956841775234,-0.038019002418605716,-0.14729227565741526,-0.10163905133504562,0.38923536722619884,0.23930841491457713,-0.14418231153267208,0.12055054509970568,-0.027111585552450888,-0.07617635010781008,0.009873960050867553,-0.06074826177418726,-0.042062756290051184,0.09648692678822275,-0.15830516255565974,-0.05535418668789248,0.13759248394431045,0.30733801057233356,0.009552363066593404,0.030881466597750862
