,Cerebellum_3_L,Vermis_7,Cerebellum_Crus1_L,Calcarine_R,Vermis_3,Hippocampus_R,Frontal_Inf_Orb_2_L,Cingulate_Post_L,Occipital_Sup_R,Cerebellum_9_L,Paracentral_Lobule_R,Temporal_Mid_R,Postcentral_L,SN_pr_R,Temporal_Sup_L,Rectus_R,Thal_LP_L,Thal_VA_L,Vermis_4_5,Cerebellum_3_R,Amygdala_L,OFCpost_R,Parietal_Inf_L,ACC_pre_R,OFCant_R,SN_pr_L,Postcentral_R,Cerebellum_Crus2_R,Angular_L,Thal_LGN_L,Temporal_Pole_Sup_L,ACC_sup_L,Vermis_10,Temporal_Pole_Mid_L,Rolandic_Oper_R,Thal_VL_R,ACC_sub_R,Thal_MDm_R,Thal_IL_L,Temporal_Pole_Sup_R,OFClat_L,Putamen_R,Occipital_Sup_L,SN_pc_R,Thal_VA_R
Temporal_Mid_R,0.3233507839659301,0.09903452190570433,0.1594263147500652,0.4340814812337613,-0.0027996293474377688,0.24687682396311353,-0.09307797748019689,0.11461513964582416,0.3007355122415158,0.08869625518291804,0.034643187648736584,1.0,0.14426042905228484,0.3896910262133817,-0.14031631454873406,-0.17999974175071576,0.09684494520529469,0.03569563997328524,0.6043341495350356,0.08804709763502723,-0.2569034410231477,-0.1224945827261406,0.30088390903660156,-0.05475074827816879,-0.15153603671888596,0.1481063339637215,0.16447793516399004,-0.06382911127212146,0.3328854057498402,-0.03808856743062545,0.04517904550311101,0.026650004185612145,0.15618766139322948,-0.021700515057094038,0.04496040348705722,0.06349910612583505,-0.03627599327129574,0.3472108248276585,-0.02162841725761955,0.07651467834949717,-0.0335230588110786,0.09772839894798713,0.23882097483561598,0.1441926545173496,-0.0029021662721971063
Postcentral_L,0.6405754550284148,0.019418729385143947,0.02237501537191145,0.3394684738273168,0.7163027217018839,0.4798026276356026,0.3059281707832631,0.5039827820121314,-0.19342168459535652,-0.04434446668706612,0.8536411960491348,0.14426042905228484,1.0,0.3166710328294342,0.6031796494843448,0.2619957681404971,0.5874037945894683,0.6017039572247002,0.2611727887504056,0.4923581974385039,0.028114870062692737,0.07126775771862752,0.32018741266561374,0.37551951410585377,0.08271388614686101,0.4121412291920188,0.8699908325101207,0.1471514132340791,-0.14549841292346605,0.28524406803322444,0.12741936615481755,0.545319709713733,0.16432814172252008,-0.13426559823913972,0.3877682542203879,0.6159342011056484,-0.03847767669324521,0.6052432025433122,0.4728586739479893,0.16897312912450466,0.25811428047404916,0.4167040592281583,-0.1327819924621731,0.2689830728956524,0.3956235600983459
SN_pr_R,0.4060571442692027,-0.13592550153327138,-0.1168894598616312,0.18880880937682762,0.07631216925669829,0.4298334009666638,0.10427733263015378,0.15272268199301905,-0.14516934593848954,0.44549860078128534,0.28738481715555625,0.3896910262133817,0.3166710328294342,1.0,-0.1712343349637176,-0.017397407409252306,0.24812385881004206,0.39193524854815026,0.19052062801451494,0.26013618193067345,-0.11991010855236552,-0.08246112244430621,-0.00966235216013954,0.11562413163699374,-0.05540608694364832,0.24528602064539043,0.40984964076688574,-0.33100923330824916,-0.06394200956233034,-0.0888088007628129,-0.037239169992836975,0.3552438448650965,-0.0035912960134751285,-0.21457288750402687,0.2998077816320859,0.4457641312626537,-0.012043158226825192,0.6923532676189701,0.0005882754762496828,0.14710507614797583,0.2859642638725398,0.41935041184897104,-0.14877637817686537,0.5533142581822227,0.2842652313680405
Temporal_Sup_L,0.4254100118783127,0.03839368812524845,-0.15509491673694734,0.29156651670347444,0.6837086979437778,0.25924379316262525,0.265622429279921,0.36546892428014655,-0.21887277282869222,-0.16206308287346105,0.47593097492336595,-0.14031631454873406,0.6031796494843448,-0.1712343349637176,1.0,0.21001709333989388,0.44135899715059906,0.3154993701466638,0.054504335909813385,0.4393513631419399,0.05980057191186429,0.021191407064334197,0.2280623239133771,0.22518839079503242,0.06767583770986223,0.08576270460398343,0.42895242783782067,0.33073508586724254,-0.21958882895622647,0.10001684366277085,0.23762300991716126,0.3778951706895207,0.2703309218724679,-0.07288116968328073,0.2691994980314246,0.3797146638073845,-0.0039137263141486855,0.06333201948262933,0.3479759583749364,-0.04651123126947106,-0.020664291411300877,0.2245993405014321,-0.06585388625909452,0.10011597357252013,0.3457303766262852
Rectus_R,0.282203397787194,-0.023394708293276053,-0.18007518421867977,0.14874827382057967,0.30178231068509875,0.18083526430685484,0.19580163466704686,0.03423805216016392,-0.26982783342335914,-0.10604743899817685,0.3458252407390565,-0.17999974175071576,0.2619957681404971,-0.017397407409252306,0.21001709333989388,1.0,0.16905855546641818,0.22163213204759624,-0.04509642334698938,0.29745890835091293,0.15594649012585016,-0.05398688523437681,-0.076366916222708,0.2844743336402326,0.36030198745480607,0.18581169772944797,0.2836340593463885,0.23122025006230656,-0.21612332850449736,0.0504111729284086,0.008147618664113579,0.2620089708089544,0.14681606528954855,0.22023416623306247,0.2831616888704158,0.27394076485828717,0.06173243812505358,0.04765374830844613,0.13611769246673425,0.15775818755063895,0.30168512568134775,0.23235413417673553,-0.032921171463063344,0.16570134541240977,0.23281224404914483
Thal_LP_L,0.6183326320664622,-0.1644860759119399,-0.1748065730139223,0.2970790643569079,0.6921961766376195,0.4142713555532887,0.2827084130647783,0.06759679609233853,-0.4324783034019062,0.12044104803861891,0.562942008499755,0.09684494520529469,0.5874037945894683,0.24812385881004206,0.44135899715059906,0.16905855546641818,1.0,0.30560116054249603,0.21110081136894393,0.6403566872054912,0.0887466171075791,-0.16594940088119603,0.004790476441623785,0.23825642959748902,0.027480018947006364,0.3305977952743753,0.5955935926091536,0.06652075827690034,-0.2625618857353552,0.05351604539500847,-0.03274616867610892,0.5797351393435558,0.34511376885600903,-0.024579794966665285,0.5536706662929876,0.6075127418512684,-0.11466765892037308,0.5205336299566413,0.20759198467308196,0.06733161531499193,0.14059350989529085,0.43517264420448554,-0.07517189909888958,0.2741233297642879,0.45691061094152263
Thal_VA_L,0.49324510846712877,-0.041856795227563234,-0.29061682412739526,0.09242353504610233,0.5672437157282254,0.656710429457035,0.1898105033403541,0.20694207312769233,-0.35916152753478764,-0.06064238441642489,0.5172556628583922,0.03569563997328524,0.6017039572247002,0.39193524854815026,0.3154993701466638,0.22163213204759624,0.30560116054249603,1.0,-0.011688833857346436,0.42254985321988864,-0.11669738380858938,0.16108854953253265,-0.17050008560575058,0.3682135110846282,0.21826238363026385,0.14722295237072425,0.6548194223125011,0.10655703597593918,-0.526735454873316,-0.040879976293006444,-0.0599975341448279,0.5357201677995418,0.0804938557633901,-0.28087133890985544,0.5289696616134509,0.7713718784753545,-0.20432170886179646,0.5368549538859131,0.2031981163916377,-0.17010586701416208,0.20795497340254634,0.7250619502779908,-0.480308951822956,0.679755990693691,0.7109715149204188
Vermis_4_5,0.41456090687324126,0.26266584239276236,0.3119414139002099,0.6265377306606559,0.20771953459101863,0.04268544929183293,-0.1358203784575468,0.2171051746332708,0.2188498045348935,0.17326215804015674,0.15416383578641876,0.6043341495350356,0.2611727887504056,0.19052062801451494,0.054504335909813385,-0.04509642334698938,0.21110081136894393,-0.011688833857346436,1.0,0.12359469829602349,-0.14521111981641288,-0.05589667679648822,0.2961595634609366,-0.03823817224351338,-0.046644685280219825,0.3114870764433985,0.24074962046816537,-0.11283716729211082,0.2646367023742953,0.07136111312053307,-0.0029894910556486046,0.089603185642133,0.07630287012897832,0.006964140154003932,0.03296398484099607,0.04649979269208363,0.07503089763893338,0.3553980858698556,0.21225129764800146,0.21056370049243972,0.02277488647797223,-0.051428579241186746,0.37999911571729483,-0.09706950137070017,-0.10310163456685126
Cerebellum_3_R,0.8399021385685949,-0.07481212106636155,-0.3589507455581926,0.4572796490628429,0.7346492128089079,0.6554979736761563,0.20773476661657916,-0.16735878464122084,-0.621545952456837,0.04039956687994092,0.5440682275636091,0.08804709763502723,0.4923581974385039,0.26013618193067345,0.4393513631419399,0.29745890835091293,0.6403566872054912,0.42254985321988864,0.12359469829602349,1.0,0.02632405159755739,-0.35582990179767476,-0.2119825104628494,0.2725077376856053,0.128236765124432,0.15604341709394243,0.5855698780914611,0.31588292828290393,-0.4948545664101553,-0.23987972388620216,-0.025707129329449935,0.6570149234646764,0.648295887114443,0.05572629033604283,0.8646400244459441,0.7683366745549294,-0.14940366215696443,0.3445305181250864,0.04040450525664405,0.17267213217049393,0.20414797550341618,0.6782610285245634,-0.24871282576572643,0.5666971246236955,0.7475735895316247
Amygdala_L,-0.06202042670219282,0.06617289724651258,0.07745723054071244,-0.12116878525434989,0.11789646139851183,-0.10171814933076286,0.0222713571694339,0.01416477733261197,-0.03728460784749398,0.09933517003648946,0.0864622455360334,-0.2569034410231477,0.028114870062692737,-0.11991010855236552,0.05980057191186429,0.15594649012585016,0.0887466171075791,-0.11669738380858938,-0.14521111981641288,0.02632405159755739,1.0,-0.09465203245401253,0.0948048080764596,0.09293642831788536,0.14330191206668022,0.08332573749867082,0.0835713546212259,-0.05141769479939672,0.10636766399239775,0.20764076268431764,-0.0006532100601676984,-0.01672926210074107,-0.19653981680924706,0.12056882377206146,0.005963483086168625,-0.012648674129138823,-0.0795090559352109,-0.018551933682841863,0.21151824268061592,0.14269377859064047,0.13053728217530428,-0.16486021060065123,0.1270747465995497,-0.12861774827380912,-0.0954447237245842
OFCpost_R,-0.2151255594325401,-0.011503529945450645,0.25493297953395333,-0.18692965724514707,-0.09559536353384587,-0.1420571935105064,-0.22459771244291293,0.1242186058199529,0.1383122614832355,-0.11703002828389251,-0.011009235513112543,-0.1224945827261406,0.07126775771862752,-0.08246112244430621,0.021191407064334197,-0.05398688523437681,-0.16594940088119603,0.16108854953253265,-0.05589667679648822,-0.35582990179767476,-0.09465203245401253,1.0,0.09743241189628252,-0.07241199449301161,0.0244265429921688,-0.09767523524754117,-0.043105583415457775,-0.0570122057937945,0.023520264844976563,0.13006889248978293,0.11013592561764678,-0.12434197343565973,-0.3101688684538589,-0.22861670218507932,-0.20417592525256636,-0.12504076154104474,0.013554272244354921,-0.07975829461401518,0.011117734295599735,-0.2888348083510631,-0.020451073744689782,-0.13377450041055786,-0.025187781492622786,-0.07293042940184698,-0.19870174346633454
Parietal_Inf_L,-0.03632114307457331,0.19436348478678797,0.4022923204076255,0.12768145741178938,-0.00421979899007144,-0.13360157758318733,0.15469989118532332,0.6254105767095476,0.6049388922291212,-0.1515722221183401,0.18578336652691396,0.30088390903660156,0.32018741266561374,-0.00966235216013954,0.2280623239133771,-0.076366916222708,0.004790476441623785,-0.17050008560575058,0.2961595634609366,-0.2119825104628494,0.0948048080764596,0.09743241189628252,1.0,0.03432882908612213,-0.16436615521351308,0.3035395204325562,0.1287961813674803,-0.03938282528375559,0.7703924361218956,0.3758537095022728,0.2605715740419236,-0.26197932959094516,-0.24439857323180247,-0.09503104429015187,-0.4420269377445372,-0.3315565367865681,0.1906795882115905,0.15322920649015082,0.4156093209906703,0.23852657834856028,0.039992139371021536,-0.4141391389396377,0.5396493979215158,-0.3299348798725717,-0.4278011072000756
ACC_pre_R,0.24645147050618468,0.03195950950647104,-0.059337523854718056,0.3221113227826222,0.2866156180589816,0.13537871123803674,0.06701128496123031,0.4007985018174279,-0.3581813252289504,-0.2545643473114333,0.49647792794237894,-0.05475074827816879,0.37551951410585377,0.11562413163699374,0.22518839079503242,0.2844743336402326,0.23825642959748902,0.3682135110846282,-0.03823817224351338,0.2725077376856053,0.09293642831788536,-0.07241199449301161,0.03432882908612213,1.0,0.12646421015624162,0.2428299306503611,0.4296057293010049,0.16212418675469403,-0.24469523287614164,-0.00010520861516007511,0.36886251528894015,0.3193980995575743,0.09461647255326096,0.29033511063825407,0.30156927304439063,0.30581415346523483,-0.015143098688708258,0.24324052661538498,0.04466335991940031,0.3418259311773858,0.14877160505097575,0.2446202042945464,-0.16026927001219135,0.2627085666273367,0.3283725667921933
OFCant_R,0.1248753702467453,0.22748842586200355,0.002933946565122763,-0.05558296879460617,0.2388880821336739,0.24388248657490333,-0.054278179959609325,0.013452678399643495,-0.11076188117255993,0.030463339068355567,0.15099947719689694,-0.15153603671888596,0.08271388614686101,-0.05540608694364832,0.06767583770986223,0.36030198745480607,0.027480018947006364,0.21826238363026385,-0.046644685280219825,0.128236765124432,0.14330191206668022,0.0244265429921688,-0.16436615521351308,0.12646421015624162,1.0,0.0442216772159327,0.18239086549723485,-0.08046877820200683,-0.18828399164064025,0.13968803167349642,-0.04473779809540647,0.09844977992215154,-0.025434158490081016,-0.007776151712859823,0.1948970209780821,0.17451164428558313,0.017362245318632258,-0.00022671538232804571,0.10219436535152424,0.013351915374301821,0.25835026713498666,0.16744219906937674,-0.010033922533068344,0.24599231900785773,0.19928970300667578
SN_pr_L,0.27180387290154656,0.10296632772541495,0.09621271778173142,0.1539965917574912,0.3508867350799292,0.08620540138000071,0.26693807550389337,0.4621711471656106,0.13380885948775323,0.04112255083901208,0.35162172483497517,0.1481063339637215,0.4121412291920188,0.24528602064539043,0.08576270460398343,0.18581169772944797,0.3305977952743753,0.14722295237072425,0.3114870764433985,0.15604341709394243,0.08332573749867082,-0.09767523524754117,0.3035395204325562,0.2428299306503611,0.0442216772159327,1.0,0.3998168286828406,-0.08958848619064304,0.18592567595958642,0.3866995794853184,-0.10163905133504562,0.06583474185935108,-0.07797771633884422,-0.03234225006649723,-0.02084478507232894,0.10198876110057342,0.05101072844727197,0.48502118029394786,0.4093269713165889,0.4464324200358112,0.2882873914798949,0.009442121668429837,0.23372413945596843,0.013031038001753856,0.0029965184688969227
Postcentral_R,0.7027418263682759,0.0269027286053716,-0.04820595765397301,0.368141264966976,0.7471663431219102,0.5774140836366939,0.28268454896268597,0.3737472006029006,-0.31349198332143424,0.04495650679518156,0.8725726551242461,0.16447793516399004,0.8699908325101207,0.40984964076688574,0.42895242783782067,0.2836340593463885,0.5955935926091536,0.6548194223125011,0.24074962046816537,0.5855698780914611,0.0835713546212259,-0.043105583415457775,0.1287961813674803,0.4296057293010049,0.18239086549723485,0.3998168286828406,1.0,0.11761629531508534,-0.2662817849624223,0.14163147072285387,0.039061779564510284,0.5846521720215123,0.18447412811383482,-0.15697430917937205,0.5948750614326946,0.704788562243038,-0.027038803141080054,0.6296829806548797,0.36517670860558116,0.16271459701210703,0.30266191108105545,0.5359616480274096,-0.15623367856725492,0.42418949233147824,0.5191594146366261
Cerebellum_Crus2_R,0.2070212702902057,0.0044553483555334296,-0.21848357697571621,0.2521760456350303,0.29063735449102907,0.15472370229045593,-0.08673692446176622,-0.09568879482197168,-0.2440433127563999,-0.44853803191270614,0.17586588663214273,-0.06382911127212146,0.1471514132340791,-0.33100923330824916,0.33073508586724254,0.23122025006230656,0.06652075827690034,0.10655703597593918,-0.11283716729211082,0.31588292828290393,-0.05141769479939672,-0.0570122057937945,-0.03938282528375559,0.16212418675469403,-0.08046877820200683,-0.08958848619064304,0.11761629531508534,1.0,-0.2653293673000831,-0.07074467436354487,0.0034399548248416094,0.08930725904137214,0.43684420489589876,0.25415697500947626,0.26394461252395673,0.19400417141001858,0.052939479292063385,-0.21824385573575017,0.0012600213915343885,-0.03512109350827192,-0.061127983552080774,0.21455074936220292,-0.17368587961147391,0.0912960006611703,0.2275786897282424
Angular_L,-0.32988022111166865,0.12797357698133427,0.49550304688423735,-0.05576783824753536,-0.39274897166190054,-0.3979856033396837,0.04556597376228892,0.31226762646782985,0.7766347581621734,0.013753895493973387,-0.2392114554016254,0.3328854057498402,-0.14549841292346605,-0.06394200956233034,-0.21958882895622647,-0.21612332850449736,-0.2625618857353552,-0.526735454873316,0.2646367023742953,-0.4948545664101553,0.10636766399239775,0.023520264844976563,0.7703924361218956,-0.24469523287614164,-0.18828399164064025,0.18592567595958642,-0.2662817849624223,-0.2653293673000831,1.0,0.3546986288501653,0.1403791935298831,-0.528530712132071,-0.38309944007934715,-0.03320904162658064,-0.6656808730799774,-0.6353980472113381,0.16095418000758568,-0.019111788296231228,0.2213603762781665,0.2068060010033394,-0.04341985241823444,-0.651645300970569,0.6534682869159103,-0.551966274325326,-0.698841686966729
Thal_LGN_L,-0.04919925265781188,0.13689539854852503,0.29312147206557476,-0.19638470727373813,0.09266199741628023,-0.041468835893134944,0.1160476532007457,0.4180708054280913,0.2851080280279933,-0.1176116988031227,0.16114208188762474,-0.03808856743062545,0.28524406803322444,-0.0888088007628129,0.10001684366277085,0.0504111729284086,0.05351604539500847,-0.040879976293006444,0.07136111312053307,-0.23987972388620216,0.20764076268431764,0.13006889248978293,0.3758537095022728,-0.00010520861516007511,0.13968803167349642,0.3866995794853184,0.14163147072285387,-0.07074467436354487,0.3546986288501653,1.0,-0.027111585552450888,-0.10312920293277042,-0.32262570086038095,-0.042156604329832044,-0.32396376814738104,-0.12615790702553276,-0.03687204534311893,0.178853364955972,0.48422702248590493,0.10529682125808525,-0.004115049835248621,-0.22988479681912938,0.21808699792399042,-0.2443971179181282,-0.30098406452719834
