,Thal_VPL_R,Frontal_Inf_Oper_R,Calcarine_L,Cerebellum_Crus2_R,Putamen_L,Vermis_9,Frontal_Sup_Medial_L,Temporal_Mid_L,Thal_PuL_L,Thal_MGN_L,Thal_PuA_L,ACC_pre_R,Angular_L,Red_N_L,OFCmed_R,Thal_IL_R,SN_pc_R,Vermis_1_2,Frontal_Inf_Oper_L,Vermis_3,Cerebellum_3_L,Temporal_Pole_Mid_R,Temporal_Pole_Sup_L,Parietal_Inf_L,Fusiform_L,Temporal_Pole_Sup_R,OFCant_R,Cerebellum_8_L,Occipital_Sup_L,VTA_R,Temporal_Pole_Mid_L,Precuneus_L,SN_pr_R,Thal_PuI_R,Supp_Motor_Area_R,Insula_L,Angular_R,Pallidum_R,Amygdala_L,ParaHippocampal_R
Thal_VPL_R,1.0,-0.16349292577433328,-0.22667383147341155,-0.5306954341091881,0.7785776979220033,-0.543687776127757,-0.3160162645500535,-0.2328487213597272,0.4866782139135715,-0.029086026302338894,0.4139479412359593,0.684591569681956,0.5737156438091242,0.8115605110102065,0.6394311824304446,0.7532054008069451,0.34671446874738643,0.5476039560661716,0.631450677945334,0.3091318882937171,-0.40554516880177294,0.5851288704465039,0.4947763102773632,0.5619984455786492,-0.5810659361976781,0.682544394462179,0.3250523818310878,-0.6217732294192726,0.4467814503785565,0.3439374468564595,0.46572185255756465,0.6207604868170046,0.5717421271746901,0.7800478216339765,-0.18748212683026122,0.7406859333286194,0.33399220051249234,0.6553829919264631,0.7862601006545691,0.6599370967862491
Frontal_Inf_Oper_R,-0.16349292577433328,1.0,0.40302856906183127,0.7671366193655604,-0.5505672212349724,0.8381352503962334,0.8807450015113795,-0.08483688893901135,-0.2419508348791577,0.31051925408994363,-0.29100321100422455,-0.5751180952232609,-0.7492511242730335,-0.4382072116528377,-0.6593428294146897,-0.22867751158252478,0.30561569984575127,-0.04001988960572086,-0.2810352232281174,0.02243958193479232,0.6018334754932434,-0.5121419621041993,-0.6160905559081256,-0.7265737361259528,0.6934395687111045,-0.48929559757962937,-0.16285515011410198,0.7986573121280438,-0.7122942329154769,-0.5403369579729282,-0.6956221084868417,-0.6109425726164671,-0.17259826067313563,-0.012436881401348398,0.5788995043670729,-0.4613261104276076,-0.5710147870437641,-0.4440981519165167,-0.45110450386309514,-0.5083770669716667
Calcarine_L,-0.22667383147341155,0.40302856906183127,1.0,0.5796896071408326,-0.25428621531339934,0.589897451001146,0.39879132335061646,0.5647848594066456,-0.01658165745884422,0.52282848092156,0.1254921564680531,-0.36392745863963816,-0.19328287891166113,-0.40177428109848523,-0.39889727923379625,-0.0715449692185609,0.23988237597717083,0.06922510262802786,-0.07972438260246147,0.40037655532758554,0.6880814435990432,-0.35772313126179617,-0.39792859892849436,-0.20244546929482943,0.6233646497955065,-0.35827039202762795,-0.2668373893781493,0.5307663512505126,0.12498359898687139,-0.530222756479927,-0.3840483911304868,0.009157626002447548,-0.2209279721436736,-0.07626478327392043,0.5661927448815188,-0.07059723206595582,0.06017291047936903,-0.410268093842871,-0.09216069636259658,-0.35689980145106376
Cerebellum_Crus2_R,-0.5306954341091881,0.7671366193655604,0.5796896071408326,1.0,-0.7047652812684505,0.9260938664027383,0.819559661413711,0.007310244222084282,-0.33670854031406533,0.312762178455023,-0.42746876889444824,-0.6638219800302297,-0.7378795047651093,-0.6720861914305336,-0.8296687969245221,-0.4991224916570293,0.17396917197199382,-0.38195001178962035,-0.546654821358679,-0.08252926797208518,0.6066335453416015,-0.5617209443929811,-0.7773784459455273,-0.7266586448725142,0.7473911901176242,-0.5944937810161032,-0.42175523503116386,0.9087246216626469,-0.6179803950209805,-0.6889173053719616,-0.7958652764109065,-0.6946978673760115,-0.5196706368696032,-0.44724862574210394,0.45927692631828226,-0.6078651733862941,-0.5826995329349375,-0.6335029584483163,-0.6261273578201213,-0.6415152633727136
Putamen_L,0.7785776979220033,-0.5505672212349724,-0.25428621531339934,-0.7047652812684505,1.0,-0.7817889499890617,-0.6578382842364606,-0.08077601843463407,0.4957790029938811,-0.20075720909170297,0.39702056580693906,0.9179496536662265,0.8339474999083725,0.8822608660552576,0.8130357137687217,0.6763264520854175,0.2737036070782258,0.46120829861394697,0.7262433007760999,0.15607372125606045,-0.6145863705659659,0.8270856163435001,0.7455900750649004,0.8182150292279721,-0.7706309088577308,0.892292478720947,0.2881024913776381,-0.8479304922769044,0.7146457027222359,0.5775009410437403,0.7255933752431225,0.8160285674586458,0.6547938880075966,0.6318178212268271,-0.4445923809516586,0.8528151926963788,0.45152105061882286,0.8583624273984393,0.8516394735234248,0.8800178365758353
Vermis_9,-0.543687776127757,0.8381352503962334,0.589897451001146,0.9260938664027383,-0.7817889499890617,1.0,0.8369520352757686,0.1272709676746105,-0.34735702617048847,0.35318229942181206,-0.29278772087603677,-0.7996112194116486,-0.8445131517258385,-0.7462601231167149,-0.8602919205458388,-0.4698248127457846,0.08849179789959172,-0.2259210936938172,-0.5453439999049468,-0.012583686789642383,0.7638666169117407,-0.7176955172236472,-0.7638513119163366,-0.8315684957631011,0.8907429459061311,-0.7329727727489792,-0.31742383109192185,0.9765579732106638,-0.6803435379318071,-0.7165598692287156,-0.779670990967578,-0.7285013303153679,-0.46789937141129323,-0.3322712865540813,0.585941415124017,-0.6618560879332623,-0.5420497023961628,-0.7150747914073099,-0.6447401448192014,-0.7233670713782197
Frontal_Sup_Medial_L,-0.3160162645500535,0.8807450015113795,0.39879132335061646,0.819559661413711,-0.6578382842364606,0.8369520352757686,1.0,-0.0069559157615242005,-0.3107837542601883,0.24852026263474777,-0.3668100909266008,-0.5971541501491936,-0.7069018027918816,-0.510865211140718,-0.7151602428840623,-0.3279122241971795,0.22282432581332462,-0.1376546373948015,-0.2516191657858509,-0.008288701075002425,0.5827149504962316,-0.558117158775796,-0.7171286767462173,-0.6539832027597552,0.67110931002616,-0.5517455968604681,-0.37416729804808846,0.8060947967105774,-0.7050181977988215,-0.5272799327968605,-0.8045938434135946,-0.6441660229840583,-0.2896967250829225,-0.1672199785514181,0.5748920063425459,-0.47837844480156366,-0.6820269077162152,-0.5142706007732312,-0.5180622371948501,-0.5648642397002889
Temporal_Mid_L,-0.2328487213597272,-0.08483688893901135,0.5647848594066456,0.007310244222084282,-0.08077601843463407,0.1272709676746105,-0.0069559157615242005,1.0,-0.050502994283063485,0.28478821973607094,0.4054926646608222,-0.192767938273997,0.14854549089932664,-0.2611946963532655,-0.03373754160858892,0.08317250104761778,-0.13158772542649652,0.30326936754323686,0.28607143164347976,0.4191343782283319,0.5225210724352642,-0.2918420153550664,0.04392323473341773,0.15872146026869755,0.34176082158153975,-0.2699154572391075,0.012398495788103958,0.125660628723952,0.38191876472772907,-0.043480049291019195,0.012023087789046497,0.27757218278246,-0.03472741738574736,0.041048642405978275,0.48235904674031144,0.1441200683302234,0.34231155612939584,-0.23752517174650528,0.09419313810959175,-0.20006533647970395
Thal_PuL_L,0.4866782139135715,-0.2419508348791577,-0.01658165745884422,-0.33670854031406533,0.4957790029938811,-0.34735702617048847,-0.3107837542601883,-0.050502994283063485,1.0,-0.12432913822441513,0.2715098487887401,0.3600498911801206,0.39175839294905135,0.34709039140454573,0.2976983917074543,0.28361719582873907,0.0095837028412393,0.35305207070119626,0.25682786525688966,0.1696442177323131,-0.23387958432740522,0.2711269784500485,0.23822218446254823,0.3489245047326618,-0.2689109831590964,0.3164689293362187,0.038504287133659526,-0.3637238031418848,0.3992885534688489,0.17681029816968685,0.24430334385047497,0.38892473174571957,0.197335507243488,0.42805640002628453,-0.10802855679332275,0.46850071293106166,0.3756612000288444,0.282397303076976,0.40484655117335544,0.35078548724157405
Thal_MGN_L,-0.029086026302338894,0.31051925408994363,0.52282848092156,0.312762178455023,-0.20075720909170297,0.35318229942181206,0.24852026263474777,0.28478821973607094,-0.12432913822441513,1.0,0.19234866407502718,-0.24691084648116238,-0.17014670764005524,-0.18631916784242594,-0.191932718643932,0.18479380333637413,0.2056908848237707,-0.039674263845832794,-0.05439127755919707,0.27716638779662034,0.4241495026210396,-0.24636850451534856,-0.2501003043137533,-0.1610913186398851,0.3532301655959727,-0.24082136947942656,-0.08837828963742009,0.3242081410604646,0.020599486157077105,-0.4227725561065457,-0.22606874740433786,-0.006477943196561825,-0.12240376709240454,-0.04411569113837381,0.3736191429535954,-0.06591116252082997,0.02836965309519979,-0.25331860579787574,-0.012743164816344259,-0.2624801620885901
Thal_PuA_L,0.4139479412359593,-0.29100321100422455,0.1254921564680531,-0.42746876889444824,0.39702056580693906,-0.29278772087603677,-0.3668100909266008,0.4054926646608222,0.2715098487887401,0.19234866407502718,1.0,0.2832271125999852,0.45612380206280284,0.2608672457545597,0.34301794578636025,0.5764036957743542,-0.18218882427590732,0.46343711359717354,0.46226495615239793,0.44947973447170175,0.06350367998042783,0.10026937722473257,0.28172835664186796,0.4593347761468863,-0.17946221693838343,0.20797375627508383,0.2088657873425411,-0.3657783494314684,0.6005540934691652,-0.01823867594455178,0.37461357325752415,0.4716880997228141,0.2317188678784654,0.59667844834252,0.016964482974877373,0.628407391352874,0.5365127942538678,0.16833333214986632,0.6740121321710679,0.27635072675501754
ACC_pre_R,0.684591569681956,-0.5751180952232609,-0.36392745863963816,-0.6638219800302297,0.9179496536662265,-0.7996112194116486,-0.5971541501491936,-0.192767938273997,0.3600498911801206,-0.24691084648116238,0.2832271125999852,1.0,0.8168971241121223,0.867589372066002,0.827875183960194,0.6355956997762001,0.26684867030888154,0.26245643763701587,0.7161975055286992,-0.02197907949452652,-0.7483796130783507,0.9319599747610257,0.7565090336058331,0.8169210514718188,-0.8513077189987079,0.9565782219612298,0.2061156325150821,-0.8523039443717939,0.634890703119921,0.632919657996016,0.7249554421048825,0.7166379761944813,0.6473631366119559,0.520733090087773,-0.6321983961707359,0.7708454924640893,0.2564957169321783,0.9333799668510496,0.8005976576521151,0.9453786413567471
Angular_L,0.5737156438091242,-0.7492511242730335,-0.19328287891166113,-0.7378795047651093,0.8339474999083725,-0.8445131517258385,-0.7069018027918816,0.14854549089932664,0.39175839294905135,-0.17014670764005524,0.45612380206280284,0.8168971241121223,1.0,0.7009333114224298,0.7970130609526102,0.5171852148229562,0.07305482197679583,0.36329345007007036,0.671012246462743,0.32727891166239026,-0.5230329079653039,0.716028568016829,0.6197260293023485,0.9844230338847975,-0.814069040179782,0.7559271390947343,0.1511751564819883,-0.8977448248755989,0.8989956633257205,0.5254831193177116,0.6361533373070389,0.9004052967492495,0.48693947764666107,0.4427746545445114,-0.3498115153089915,0.8642730313598206,0.6055282878261511,0.6834910879594005,0.786949658810414,0.7233633915137327
Red_N_L,0.8115605110102065,-0.4382072116528377,-0.40177428109848523,-0.6720861914305336,0.8822608660552576,-0.7462601231167149,-0.510865211140718,-0.2611946963532655,0.34709039140454573,-0.18631916784242594,0.2608672457545597,0.867589372066002,0.7009333114224298,1.0,0.7838785985314111,0.7085721906466755,0.3394047233350455,0.42077318462002894,0.7023156303359855,0.0756232070972663,-0.6672668360634945,0.7953810108203299,0.7000702444076452,0.7156579631093957,-0.7683386957680666,0.8694982489106251,0.32456744008161714,-0.8028296796478781,0.5127660056340098,0.6028235018490763,0.6460720619467298,0.6905529967656209,0.667364067228922,0.597000347354031,-0.4438479230222258,0.7436914880284234,0.2576786328015139,0.8580610291029264,0.7694410162616302,0.8505036800763699
OFCmed_R,0.6394311824304446,-0.6593428294146897,-0.39889727923379625,-0.8296687969245221,0.8130357137687217,-0.8602919205458388,-0.7151602428840623,-0.03373754160858892,0.2976983917074543,-0.191932718643932,0.34301794578636025,0.827875183960194,0.7970130609526102,0.7838785985314111,1.0,0.6557423142342065,0.1682524605284047,0.3099634269508224,0.6596472282708817,0.06605270658005231,-0.6730984858763116,0.7835881465304007,0.8328950020731755,0.8035295895286402,-0.7893657631041565,0.7977771245154238,0.4349875281774137,-0.8821496531603005,0.670821699860623,0.6527978622920361,0.8409967841645746,0.7886875462522269,0.6918583795929703,0.5097447484938398,-0.5223357056701043,0.6812293641757988,0.4543832101066308,0.8256724082455779,0.7313858932665732,0.8008780095616614
Thal_IL_R,0.7532054008069451,-0.22867751158252478,-0.0715449692185609,-0.4991224916570293,0.6763264520854175,-0.4698248127457846,-0.3279122241971795,0.08317250104761778,0.28361719582873907,0.18479380333637413,0.5764036957743542,0.6355956997762001,0.5171852148229562,0.7085721906466755,0.6557423142342065,1.0,0.3987416836115111,0.3785792360168763,0.6978432245668186,0.23670065280320013,-0.31612844330164847,0.5111509607468405,0.5575499135474689,0.5623407511626622,-0.4478358124274235,0.6129537049225865,0.34779075100023693,-0.5400344788775362,0.5001220847237343,0.30359657347044455,0.5322866040154127,0.6357887815645806,0.5973402652076232,0.6401398302695928,-0.17581221491501303,0.6775013500471541,0.3012723612511169,0.6217189237606318,0.7748060930281269,0.6070399494869346
SN_pc_R,0.34671446874738643,0.30561569984575127,0.23988237597717083,0.17396917197199382,0.2737036070782258,0.08849179789959172,0.22282432581332462,-0.13158772542649652,0.0095837028412393,0.2056908848237707,-0.18218882427590732,0.26684867030888154,0.07305482197679583,0.3394047233350455,0.1682524605284047,0.3987416836115111,1.0,0.12371118934759508,0.2627173534438848,0.17302899034773178,-0.004854143280618634,0.3520772790793608,0.07443014968102928,0.11013282430365472,-0.06557117292927701,0.3553967110871906,-0.007601018394114992,-0.00704639412108823,0.018832939776440166,0.017152449849396144,-0.007551639575106198,0.24152598585848822,0.4555651653884861,0.20481143038289684,0.11024563080146922,0.1893039807692556,-0.14717112091578113,0.3476509716999598,0.2261989123021143,0.25857235709361104
Vermis_1_2,0.5476039560661716,-0.04001988960572086,0.06922510262802786,-0.38195001178962035,0.46120829861394697,-0.2259210936938172,-0.1376546373948015,0.30326936754323686,0.35305207070119626,-0.039674263845832794,0.46343711359717354,0.26245643763701587,0.36329345007007036,0.42077318462002894,0.3099634269508224,0.3785792360168763,0.12371118934759508,1.0,0.5677591513624191,0.48849933460788697,0.19148246405825722,0.16335529256255557,0.31903041469078736,0.340818444613431,-0.0905857609945557,0.25019979748744386,0.22158380994338878,-0.2989779400218624,0.3577026224574767,0.3159193830362124,0.2488989825249915,0.4783243495310243,0.43712430630613897,0.7158766265672291,0.2859860042384866,0.5357182319384788,0.32920434851235747,0.2949420814498036,0.5353041851971836,0.33319211278002914
Frontal_Inf_Oper_L,0.631450677945334,-0.2810352232281174,-0.07972438260246147,-0.546654821358679,0.7262433007760999,-0.5453439999049468,-0.2516191657858509,0.28607143164347976,0.25682786525688966,-0.05439127755919707,0.46226495615239793,0.7161975055286992,0.671012246462743,0.7023156303359855,0.6596472282708817,0.6978432245668186,0.2627173534438848,0.5677591513624191,1.0,0.24846833824086595,-0.2997073711851517,0.5977740634710899,0.6372207740509184,0.7109719491242044,-0.5039179605239377,0.6786797518311027,0.23882572109507152,-0.6140788997736412,0.561919065197868,0.5572484363807053,0.5173946449798613,0.6771890562800779,0.630759673191412,0.6836054984424002,-0.12900583347832076,0.775166014859259,0.22144508319465994,0.7019479180750847,0.7693487601404281,0.7084780952710124
Vermis_3,0.3091318882937171,0.02243958193479232,0.40037655532758554,-0.08252926797208518,0.15607372125606045,-0.012583686789642383,-0.008288701075002425,0.4191343782283319,0.1696442177323131,0.27716638779662034,0.44947973447170175,-0.02197907949452652,0.32727891166239026,0.0756232070972663,0.06605270658005231,0.23670065280320013,0.17302899034773178,0.48849933460788697,0.24846833824086595,1.0,0.477719912948881,-0.12617918425022664,-0.07933203354206507,0.3169299201437664,-0.005350957659257579,-0.05132972116324521,0.02923337667029276,-0.10647904547661227,0.4436288327473168,-0.23360309076096705,-0.026587590933421792,0.48861216757523973,0.09075005026888804,0.35853778264142433,0.5214307807617583,0.3709685897223504,0.5444534451630297,-0.12831853571579024,0.3056485920855848,-0.12139232047499654
