,Thal_VPL_R,Frontal_Inf_Oper_R,Calcarine_L,Cerebellum_Crus2_R,Putamen_L,Vermis_9,Frontal_Sup_Medial_L,Temporal_Mid_L,Thal_PuL_L,Thal_MGN_L,Thal_PuA_L,ACC_pre_R,Angular_L,Red_N_L,OFCmed_R,Thal_IL_R,SN_pc_R,Vermis_1_2,Frontal_Inf_Oper_L,Vermis_3,Cerebellum_3_L,Temporal_Pole_Mid_R,Temporal_Pole_Sup_L,Parietal_Inf_L,Fusiform_L,Temporal_Pole_Sup_R,OFCant_R,Cerebellum_8_L,Occipital_Sup_L,VTA_R,Temporal_Pole_Mid_L,Precuneus_L,SN_pr_R,Thal_PuI_R,Supp_Motor_Area_R,Insula_L,Angular_R,Pallidum_R,Amygdala_L,ParaHippocampal_R
Cerebellum_3_L,-0.40554516880177294,0.6018334754932434,0.6880814435990432,0.6066335453416015,-0.6145863705659659,0.7638666169117407,0.5827149504962316,0.5225210724352642,-0.23387958432740522,0.4241495026210396,0.06350367998042783,-0.7483796130783507,-0.5230329079653039,-0.6672668360634945,-0.6730984858763116,-0.31612844330164847,-0.004854143280618634,0.19148246405825722,-0.2997073711851517,0.477719912948881,1.0,-0.7419986849493246,-0.6024365190368238,-0.5327812765431321,0.8067050035538615,-0.7312520740442267,-0.19524825751380112,0.7346031478065929,-0.2840035160000627,-0.5917581536035581,-0.5998065008461156,-0.33740427323676425,-0.381926506451391,-0.13663474870550263,0.7996068511089347,-0.38988716626922876,-0.05083032058620531,-0.7327710588175389,-0.39103808248983307,-0.7213290363081731
Temporal_Pole_Mid_R,0.5851288704465039,-0.5121419621041993,-0.35772313126179617,-0.5617209443929811,0.8270856163435001,-0.7176955172236472,-0.558117158775796,-0.2918420153550664,0.2711269784500485,-0.24636850451534856,0.10026937722473257,0.9319599747610257,0.716028568016829,0.7953810108203299,0.7835881465304007,0.5111509607468405,0.3520772790793608,0.16335529256255557,0.5977740634710899,-0.12617918425022664,-0.7419986849493246,1.0,0.7297880011374078,0.7064570533927801,-0.8088419689002123,0.9608905988096873,0.21497818842682612,-0.7659820086768856,0.527052624677221,0.6096678886758257,0.6882035189616934,0.6196697049205945,0.6167842177221527,0.4001825537598859,-0.6976303186101587,0.6139318443240948,0.14317650402073648,0.9244610975027339,0.6717966277608144,0.9253410334058628
Temporal_Pole_Sup_L,0.4947763102773632,-0.6160905559081256,-0.39792859892849436,-0.7773784459455273,0.7455900750649004,-0.7638513119163366,-0.7171286767462173,0.04392323473341773,0.23822218446254823,-0.2501003043137533,0.28172835664186796,0.7565090336058331,0.6197260293023485,0.7000702444076452,0.8328950020731755,0.5575499135474689,0.07443014968102928,0.31903041469078736,0.6372207740509184,-0.07933203354206507,-0.6024365190368238,0.7297880011374078,1.0,0.6100407000954812,-0.6233408939003522,0.7184988236202852,0.4817892366440714,-0.7589243649387827,0.5483244621077098,0.7229250810368123,0.9453743192797252,0.6352668561413424,0.5609606231282374,0.4160221240453317,-0.576826184392319,0.48290181633151275,0.38930550288667914,0.7683408877959073,0.6132691795985014,0.7712959759476488
Parietal_Inf_L,0.5619984455786492,-0.7265737361259528,-0.20244546929482943,-0.7266586448725142,0.8182150292279721,-0.8315684957631011,-0.6539832027597552,0.15872146026869755,0.3489245047326618,-0.1610913186398851,0.4593347761468863,0.8169210514718188,0.9844230338847975,0.7156579631093957,0.8035295895286402,0.5623407511626622,0.11013282430365472,0.340818444613431,0.7109719491242044,0.3169299201437664,-0.5327812765431321,0.7064570533927801,0.6100407000954812,1.0,-0.8128945664090266,0.7598578035647581,0.16235207960617384,-0.8901069364506187,0.8691749172242903,0.5232862278151098,0.6178877033234681,0.8945178437275284,0.5365209574801394,0.45170717555991524,-0.3313703673512569,0.8758492072647318,0.5480561654540278,0.6983893948260059,0.7881502051969155,0.7259605745328124
Fusiform_L,-0.5810659361976781,0.6934395687111045,0.6233646497955065,0.7473911901176242,-0.7706309088577308,0.8907429459061311,0.67110931002616,0.34176082158153975,-0.2689109831590964,0.3532301655959727,-0.17946221693838343,-0.8513077189987079,-0.814069040179782,-0.7683386957680666,-0.7893657631041565,-0.4478358124274235,-0.06557117292927701,-0.0905857609945557,-0.5039179605239377,-0.005350957659257579,0.8067050035538615,-0.8088419689002123,-0.6233408939003522,-0.8128945664090266,1.0,-0.8321963393893727,-0.23991314614187223,0.92046189606947,-0.5581673013115732,-0.5562958335959881,-0.6390948352281903,-0.6509324246931973,-0.4767427433714478,-0.3134473833858458,0.6463348864188095,-0.652341044125886,-0.3387686590315092,-0.7654902207926073,-0.6126290127037188,-0.7519495077078943
Temporal_Pole_Sup_R,0.682544394462179,-0.48929559757962937,-0.35827039202762795,-0.5944937810161032,0.892292478720947,-0.7329727727489792,-0.5517455968604681,-0.2699154572391075,0.3164689293362187,-0.24082136947942656,0.20797375627508383,0.9565782219612298,0.7559271390947343,0.8694982489106251,0.7977771245154238,0.6129537049225865,0.3553967110871906,0.25019979748744386,0.6786797518311027,-0.05132972116324521,-0.7312520740442267,0.9608905988096873,0.7184988236202852,0.7598578035647581,-0.8321963393893727,1.0,0.2811635530580099,-0.8015625546851759,0.5499895431144212,0.60221370960283,0.664600020359797,0.6725771511459124,0.6916294723081674,0.5252679861448888,-0.6130739075896627,0.7267502786311073,0.17146543861473895,0.9512233001350797,0.7646480858068974,0.9547560828546519
OFCant_R,0.3250523818310878,-0.16285515011410198,-0.2668373893781493,-0.42175523503116386,0.2881024913776381,-0.31742383109192185,-0.37416729804808846,0.012398495788103958,0.038504287133659526,-0.08837828963742009,0.2088657873425411,0.2061156325150821,0.1511751564819883,0.32456744008161714,0.4349875281774137,0.34779075100023693,-0.007601018394114992,0.22158380994338878,0.23882572109507152,0.02923337667029276,-0.19524825751380112,0.21497818842682612,0.4817892366440714,0.16235207960617384,-0.23991314614187223,0.2811635530580099,1.0,-0.3083618602541843,0.1098357219635949,0.2939697393623439,0.45908739733110154,0.2832468331206094,0.4211916065173431,0.35431505066627456,-0.153776945128503,0.15085936661449467,0.2361344463588533,0.31379678218256507,0.28859635694475366,0.2687358359653134
Cerebellum_8_L,-0.6217732294192726,0.7986573121280438,0.5307663512505126,0.9087246216626469,-0.8479304922769044,0.9765579732106638,0.8060947967105774,0.125660628723952,-0.3637238031418848,0.3242081410604646,-0.3657783494314684,-0.8523039443717939,-0.8977448248755989,-0.8028296796478781,-0.8821496531603005,-0.5400344788775362,-0.00704639412108823,-0.2989779400218624,-0.6140788997736412,-0.10647904547661227,0.7346031478065929,-0.7659820086768856,-0.7589243649387827,-0.8901069364506187,0.92046189606947,-0.8015625546851759,-0.3083618602541843,1.0,-0.7296002883689547,-0.6627489217141851,-0.7797268009579561,-0.7944413485631332,-0.539887263571751,-0.43557659900718865,0.5544036475405185,-0.7522696087658494,-0.5444392691838749,-0.7696250105340786,-0.7314285176658276,-0.7792874464312856
Occipital_Sup_L,0.4467814503785565,-0.7122942329154769,0.12498359898687139,-0.6179803950209805,0.7146457027222359,-0.6803435379318071,-0.7050181977988215,0.38191876472772907,0.3992885534688489,0.020599486157077105,0.6005540934691652,0.634890703119921,0.8989956633257205,0.5127660056340098,0.670821699860623,0.5001220847237343,0.018832939776440166,0.3577026224574767,0.561919065197868,0.4436288327473168,-0.2840035160000627,0.527052624677221,0.5483244621077098,0.8691749172242903,-0.5581673013115732,0.5499895431144212,0.1098357219635949,-0.7296002883689547,1.0,0.32112656231538517,0.6167835734202852,0.8896455180678817,0.32052836960535463,0.36735465609661555,-0.22119778483853283,0.7822547439574394,0.7767788475339591,0.46389226800046535,0.7302074681388238,0.5456595622056828
VTA_R,0.3439374468564595,-0.5403369579729282,-0.530222756479927,-0.6889173053719616,0.5775009410437403,-0.7165598692287156,-0.5272799327968605,-0.043480049291019195,0.17681029816968685,-0.4227725561065457,-0.01823867594455178,0.632919657996016,0.5254831193177116,0.6028235018490763,0.6527978622920361,0.30359657347044455,0.017152449849396144,0.3159193830362124,0.5572484363807053,-0.23360309076096705,-0.5917581536035581,0.6096678886758257,0.7229250810368123,0.5232862278151098,-0.5562958335959881,0.60221370960283,0.2939697393623439,-0.6627489217141851,0.32112656231538517,1.0,0.6039454852572563,0.426708146040124,0.5207821486815265,0.30509424599681356,-0.4301850049427394,0.39856506256794927,0.13054132763390092,0.6920968963336349,0.4165564172117503,0.6789828456311893
Temporal_Pole_Mid_L,0.46572185255756465,-0.6956221084868417,-0.3840483911304868,-0.7958652764109065,0.7255933752431225,-0.779670990967578,-0.8045938434135946,0.012023087789046497,0.24430334385047497,-0.22606874740433786,0.37461357325752415,0.7249554421048825,0.6361533373070389,0.6460720619467298,0.8409967841645746,0.5322866040154127,-0.007551639575106198,0.2488989825249915,0.5173946449798613,-0.026587590933421792,-0.5998065008461156,0.6882035189616934,0.9453743192797252,0.6178877033234681,-0.6390948352281903,0.664600020359797,0.45908739733110154,-0.7797268009579561,0.6167835734202852,0.6039454852572563,1.0,0.6437310460537387,0.49105560001800186,0.3690116168800428,-0.634741151152077,0.4781145551588275,0.5138141716763832,0.6987143708305521,0.6263805079147734,0.7151881815364582
Precuneus_L,0.6207604868170046,-0.6109425726164671,0.009157626002447548,-0.6946978673760115,0.8160285674586458,-0.7285013303153679,-0.6441660229840583,0.27757218278246,0.38892473174571957,-0.006477943196561825,0.4716880997228141,0.7166379761944813,0.9004052967492495,0.6905529967656209,0.7886875462522269,0.6357887815645806,0.24152598585848822,0.4783243495310243,0.6771890562800779,0.48861216757523973,-0.33740427323676425,0.6196697049205945,0.6352668561413424,0.8945178437275284,-0.6509324246931973,0.6725771511459124,0.2832468331206094,-0.7944413485631332,0.8896455180678817,0.426708146040124,0.6437310460537387,1.0,0.5767114924253416,0.4987997925196922,-0.1411514616607873,0.8044096417051839,0.691131092770526,0.6290070080879292,0.7706594009991475,0.6305829205102688
SN_pr_R,0.5717421271746901,-0.17259826067313563,-0.2209279721436736,-0.5196706368696032,0.6547938880075966,-0.46789937141129323,-0.2896967250829225,-0.03472741738574736,0.197335507243488,-0.12240376709240454,0.2317188678784654,0.6473631366119559,0.48693947764666107,0.667364067228922,0.6918583795929703,0.5973402652076232,0.4555651653884861,0.43712430630613897,0.630759673191412,0.09075005026888804,-0.381926506451391,0.6167842177221527,0.5609606231282374,0.5365209574801394,-0.4767427433714478,0.6916294723081674,0.4211916065173431,-0.539887263571751,0.32052836960535463,0.5207821486815265,0.49105560001800186,0.5767114924253416,1.0,0.6868980203862877,-0.21247610235210163,0.5774045105986705,0.07692843082714096,0.7886688375732911,0.6384776596222611,0.7119138783674206
Thal_PuI_R,0.7800478216339765,-0.012436881401348398,-0.07626478327392043,-0.44724862574210394,0.6318178212268271,-0.3322712865540813,-0.1672199785514181,0.041048642405978275,0.42805640002628453,-0.04411569113837381,0.59667844834252,0.520733090087773,0.4427746545445114,0.597000347354031,0.5097447484938398,0.6401398302695928,0.20481143038289684,0.7158766265672291,0.6836054984424002,0.35853778264142433,-0.13663474870550263,0.4001825537598859,0.4160221240453317,0.45170717555991524,-0.3134473833858458,0.5252679861448888,0.35431505066627456,-0.43557659900718865,0.36735465609661555,0.30509424599681356,0.3690116168800428,0.4987997925196922,0.6868980203862877,1.0,0.006934737735104201,0.7060880514762181,0.2203398305626261,0.5675418250591034,0.7487710777264002,0.5951754502274271
