,Thal_VPL_R,Thal_IL_L,Vermis_7,Pallidum_R,Postcentral_L,Pallidum_L,Thal_LP_L,Precentral_L,SN_pc_R,Cuneus_R,VTA_R,Thal_VL_L,Cingulate_Mid_R,Occipital_Inf_L,SN_pr_R,Thal_LGN_R,Red_N_L,Cerebellum_9_R,Amygdala_L,Cerebellum_Crus1_L,Rolandic_Oper_L,Cerebellum_Crus2_L,ParaHippocampal_R,Frontal_Sup_2_L,Parietal_Inf_R,Thal_PuM_L,Thal_AV_R,Cingulate_Mid_L,SupraMarginal_R,Hippocampus_L,Thal_PuA_R,Temporal_Pole_Sup_R,Vermis_3,Precuneus_R,Caudate_L,Cerebellum_3_R,Thal_VA_L,Occipital_Inf_R,Lingual_R,Cerebellum_Crus2_R,Angular_R,Frontal_Med_Orb_L,Vermis_4_5,Temporal_Mid_R,SN_pc_L,Parietal_Sup_R,Rolandic_Oper_R,Olfactory_R,Cerebellum_7b_R,Thal_LGN_L,Cerebellum_8_R,LC_L,Postcentral_R,Vermis_1_2,Parietal_Inf_L,OFCant_R,Vermis_10,Thal_PuL_L,Thal_PuI_R,Temporal_Pole_Sup_L,Cerebellum_4_5_L,ACC_sup_L,Frontal_Inf_Orb_2_R,Thal_PuL_R,N_Acc_L,Temporal_Sup_R,ACC_pre_R,Red_N_R,Cerebellum_4_5_R,OFClat_L,Cerebellum_10_L,Temporal_Pole_Mid_R,Thal_VPL_L,Thal_MDm_L,Paracentral_Lobule_R,Thal_VL_R,Precentral_R,LC_R,ACC_sub_L,Cingulate_Post_R,Frontal_Inf_Tri_R,Thal_MDl_R,Thal_MDl_L,Occipital_Sup_L,Thal_PuM_R,Hippocampus_R,Frontal_Sup_2_R,Parietal_Sup_L,Frontal_Sup_Medial_R,Vermis_9,Cerebellum_6_L,Fusiform_R,Cerebellum_10_R,Putamen_L,VTA_L,Amygdala_R,Supp_Motor_Area_L,Raphe_D,Paracentral_Lobule_L,Temporal_Inf_R,Thal_MDm_R,Occipital_Mid_L,Frontal_Inf_Oper_L,Occipital_Sup_R,Thal_MGN_R,Heschl_R,ParaHippocampal_L,Vermis_8,Rectus_L,Heschl_L,Vermis_6,Frontal_Mid_2_R,Thal_MGN_L,OFCant_L,OFCmed_L,Cerebellum_9_L,Thal_LP_R,Frontal_Sup_Medial_L,OFCmed_R,OFClat_R
Thal_VPL_R,1.0,0.6064891182311513,-0.6001670300290028,0.6553829919264631,0.5378015529973396,0.5190916048128136,-0.16200604862543977,0.39908400545061196,0.34671446874738643,0.40523948857670095,0.3439374468564595,0.43397953118655036,0.753390582088393,-0.6916272600334029,0.5717421271746901,0.8170856944180777,0.8115605110102065,0.33162836925785066,0.7862601006545691,-0.6704086913260557,0.6423965364884747,-0.661024898561147,0.6599370967862491,-0.4006790108945652,0.23311757557185545,0.17513112476051979,0.6937539243356113,0.6289265066859504,-0.07695840374945909,0.6798908241929041,0.7182434463130878,0.682544394462179,0.3091318882937171,0.6167198017390049,0.5102081256245029,0.4697711404135585,0.522186157861942,-0.1758994932140187,-0.4691685698227637,-0.5306954341091881,0.33399220051249234,0.5616696260973962,0.4424958242069182,0.5638811945442451,0.5623768650612706,0.29467666797801745,0.6414389894195617,0.7057591501454461,-0.3657744971912245,0.5325160347210731,-0.5648950261508727,-0.5152474048358431,-0.17097302392873795,0.5476039560661716,0.5619984455786492,0.3250523818310878,-0.4213489331503926,0.4866782139135715,0.7800478216339765,0.4947763102773632,0.5130724305486477,0.6815316656049271,0.7641395871519382,0.17719514160323416,0.2109391059716601,0.7249704197772292,0.684591569681956,0.411490320148777,0.20507083814704216,-0.25696189007498066,0.5690303116774229,0.5851288704465039,0.3494475726045359,0.8313564950460866,0.4706066177185386,0.7508166529590655,-0.4298760150734287,-0.025926851977105432,0.6434664219201738,0.6851046710136615,0.11438132902286327,0.7038177636490012,0.5946681058007113,0.4467814503785565,0.029793884700549927,0.811371006227987,-0.48026463299666367,0.5822126143876091,-0.42954402791274293,-0.543687776127757,-0.5797400922846581,0.28083368275314713,0.43958253035167033,0.7785776979220033,-0.547563042424529,0.6904142672304538,-0.2276101088988784,0.2909107000195532,0.5512615970695546,0.2630888249963496,0.4764344036785826,0.2350479513641264,0.631450677945334,0.4405144297562715,0.36078778930954875,0.12037084255791665,0.6236832446756674,-0.529052023980368,0.6622567220369115,0.618981465922421,-0.2011729130210352,-0.49250185969690197,-0.029086026302338894,0.5825633553828338,0.6849797138266792,0.45537491791883283,-0.3636107833994739,-0.3160162645500535,0.6394311824304446,-0.5538229925771893
Thal_IL_L,0.6064891182311513,1.0,-0.7052290917747007,0.6694727220442036,0.5668418041517164,0.8148059494701707,-0.3859502951486941,0.4453987575548944,0.290643345185616,0.38644918110025983,0.5319568528645476,0.5639110740199855,0.5877890784086999,-0.6938491268659216,0.7738586736940455,0.7135263507086785,0.6523294411267736,0.3980169496295788,0.6215165361209487,-0.6353398675271933,0.7677132829432286,-0.6750362110551462,0.5791862855060086,-0.4433689574632118,0.19401497085052655,-0.11852184607792601,0.440634577634578,0.7027368635552748,-0.15619622626236054,0.6370970927743211,0.5405126769890274,0.5566267925796603,0.25283265623508455,0.6624567889164255,0.6867332143638633,0.616844061090872,0.7796059510389821,-0.5092749952595294,-0.4712268382309603,-0.6641256356406294,0.2802959236166719,0.5249687809685827,0.654378280715891,0.10696284444937743,0.5366228447162851,0.20967411750834156,0.35275301966488254,0.7019934189220352,-0.6415842942440166,0.7073351629548001,-0.6347358443185068,-0.3358111332413933,-0.14440489705648876,0.5230801579337029,0.5780121761772726,0.4287491335876123,-0.5303339829075834,0.24072034779412843,0.6351080152953892,0.6430726631226641,0.6076839202266671,0.6945875466921648,0.6600507165765739,-0.06030660238321379,0.46463144244797033,0.4320339389362776,0.5869586140654555,0.6592462147294538,0.4609964291158091,-0.04843904943207227,0.746109182905625,0.48548139608738483,0.6663727546143889,0.38536619285195256,0.49600719500415136,0.520940864285547,-0.4211974202555053,-0.1795761700324025,0.6377107170096938,0.5017097606606034,-0.07900268712617012,0.583566359947844,0.5454581339904292,0.41559035199518024,0.027925611919721,0.7813164293262704,-0.5135205373647519,0.5391141405755919,-0.4939436747043403,-0.5640659002047949,-0.5957576289894605,0.030071950286923436,0.5463779123386063,0.6296005995889533,-0.45671726327063583,0.42114618391432407,-0.1990459495871001,0.0862031629514592,0.5096017113341389,-0.038030050953269987,0.629977208507301,0.19365454735783602,0.6972858629894929,0.37146707947907787,0.348447311394009,0.24907927576323496,0.6774625019398339,-0.4778198712419393,0.6377649273372759,0.550202491890474,-0.28757637167307054,-0.5248499533167292,-0.05337147564336374,0.45692866131245274,0.5287148212736542,0.5416264171177986,-0.30723280721425117,-0.37068424012174106,0.7150422972733933,-0.5084446981918542
Vermis_7,-0.6001670300290028,-0.7052290917747007,1.0,-0.7140270864475254,-0.7430938549167705,-0.7177754010301428,0.12014853159076534,-0.5645720660237981,0.038271718437381655,-0.571935884280964,-0.6945864905647843,-0.4599399190105498,-0.483722802008333,0.9570853863590683,-0.5802724906912365,-0.7270253975597583,-0.7621704063020187,-0.06170474058702368,-0.6762267515284771,0.9471097960316556,-0.8025041013042852,0.9665295354580729,-0.6950139186011056,0.833447067775172,-0.4966826423953437,-0.08186175755264823,-0.5030651942625232,-0.7614042537450406,0.09407304425029618,-0.6225364738625798,-0.36902947478401843,-0.6933059768869412,-0.12362874808823299,-0.8418696191799903,-0.7504748307966673,-0.3710890990870114,-0.6819082374011819,0.5419809588261674,0.8665325469219172,0.9594121530600827,-0.545443421214124,-0.5948378587528247,-0.32229565152212253,-0.167259350764848,-0.4598305715085587,-0.41824282187326256,-0.15309476884312215,-0.8938695175118907,0.8241618817992433,-0.6309809552945937,0.9709319831943813,0.7038830399459461,0.30796246885095785,-0.3867551674640382,-0.8053128608712719,-0.43364335234874424,0.8610999220428928,-0.3147002938889804,-0.4532196945828862,-0.7837529174191418,-0.2936905220929317,-0.8441509042012296,-0.7982033153406898,-0.04272436663437336,-0.5668428034828595,-0.3725919167963922,-0.7453675376037172,-0.34448018069294833,-0.07960492767441323,0.4061612269120091,-0.8365701183362989,-0.6521181764601871,-0.5555703811914339,-0.3862263512572342,-0.6704242558665776,-0.3177299613235084,0.5894445833605488,0.47644096178905154,-0.8255523969409432,-0.35417713498657954,0.4261093199514639,-0.6460307809002925,-0.5413658437620577,-0.6491435374090159,-0.09325905370889655,-0.835709385597979,0.8665864243787893,-0.860773798482817,0.8694030804621266,0.9448425908744398,0.9635978550988846,0.2548346422096099,-0.43467342562521083,-0.7770850163573285,0.6441318441813655,-0.4436010353454089,0.5548437915799751,-0.09586858245990533,-0.5320606266178921,0.1557667852456633,-0.5797653649454535,-0.4781639783420771,-0.6139897951346267,-0.6879716668714456,-0.32301411691859094,-0.05833600107519726,-0.7422807458585533,0.8846489437609419,-0.809590557081094,-0.5888445561913374,0.6861007230818069,0.8642550322274315,0.28475170795662536,-0.5259130947584737,-0.6597489123398842,-0.43030788243492313,0.19553445996754912,0.782600795849889,-0.8846989334348463,0.7476657917088513
Pallidum_R,0.6553829919264631,0.6694727220442036,-0.7140270864475254,1.0,0.6363275936486023,0.7784177184506837,-0.4650163141537678,0.35915595739599576,0.3476509716999598,0.3855225278781944,0.6920968963336349,0.25020297910628475,0.703365178567807,-0.8209976547460331,0.7886688375732911,0.7078564597210749,0.8580610291029264,0.19031734210902174,0.7208025695994288,-0.8020015480334715,0.7377760215853506,-0.7882196370868992,0.9595102899615096,-0.6112520504228321,-0.023535891913190242,-0.14257778773720256,0.8448566202540627,0.6563407532683888,-0.5910445832575093,0.4503135884978264,0.5619583965457194,0.9512233001350797,-0.12831853571579024,0.6081016841341732,0.5591250093940521,0.49732147291870044,0.6539611178906143,-0.28978192247002466,-0.5602814305851687,-0.6335029584483163,0.0778740173016427,0.863073890544289,0.4774082845228583,0.6214250700294526,0.37513568411616205,0.1112038929720567,0.6099881629969884,0.8636212566316285,-0.49363335344191106,0.4837626521560229,-0.6407257571679363,-0.6071026550708031,-0.6740057292102807,0.2949420814498036,0.6983893948260059,0.31379678218256507,-0.6634909385708236,0.282397303076976,0.5675418250591034,0.7683408877959073,0.4159265567129762,0.8672464369899027,0.9348570205358021,-0.36377719042383666,0.1415727483033321,0.35980787340820636,0.9333799668510496,0.4952488243771568,0.2551819113671347,-0.3174749911518416,0.7472406537745542,0.9244610975027339,0.26869394113678724,0.4722486280424772,0.3298477150172303,0.5929352138531515,-0.8923387016795304,0.13061980513392174,0.9189816820816403,0.466055529244022,-0.10337083541153225,0.7210807759248581,0.5311693454938835,0.46389226800046535,-0.3059591880131498,0.7280138689505418,-0.7689227491567919,0.6778031548959234,-0.6085468839400323,-0.7150747914073099,-0.7333328844396609,0.33426644372193576,0.6899123082613493,0.8583624273984393,-0.8662848903162196,0.7314708622354824,-0.6331143552177898,-0.12725047141803714,0.28042478111955826,0.48632717406189374,0.49455251428140656,0.28050062249582913,0.7019479180750847,0.3801050983916654,-0.0481207140538023,-0.3407199030578424,0.7837982731601334,-0.5974123626776272,0.8434317285887397,0.6349100414565961,-0.3603813658432537,-0.7832124618568617,-0.25331860579787574,0.8103568568461579,0.8278417776798398,0.3951150028358478,-0.6702896373209013,-0.5142706007732312,0.8256724082455779,-0.8177418122159615
Postcentral_L,0.5378015529973396,0.5668418041517164,-0.7430938549167705,0.6363275936486023,1.0,0.44175033508040984,0.08083479184174296,0.9256317684499531,0.10752434420301103,0.7520515932214635,0.48260931438281185,0.5455474016123254,0.48223144600633056,-0.730248940089362,0.5346785864893072,0.5892577048519602,0.6637898763782442,0.12218330358232526,0.7714692863507254,-0.8202508636109834,0.835456610502198,-0.8212364140955809,0.6648004678609406,-0.5817128782673601,0.36960251278991296,0.40338543343152555,0.4420612672914457,0.8055543568362709,-0.1880463134684387,0.728734609198614,0.3636933085665962,0.6931100711829894,0.37227576000161194,0.8712528060921516,0.6817180241328822,0.4413777316366861,0.6076993892618716,-0.262747602944781,-0.537946896043643,-0.6603205694599451,0.492682014305492,0.5102895615365767,0.23035356483187205,0.3921370046115194,0.6538902657885826,0.25080799383047775,0.31673898138497414,0.8122381777247272,-0.41042499712242636,0.6690402156343256,-0.7380538296747864,-0.6834492838476948,-0.3416684388752815,0.4049099598144258,0.9782245353532721,0.10431444024058167,-0.687215218800831,0.34380474513658243,0.4827180866334393,0.49596323639095885,0.2976565699294285,0.7808288001849168,0.6849998133097663,0.11785311609092124,0.5066585422769695,0.4102044697333996,0.746304570451725,0.2840728482640443,0.11061202810515061,-0.42522258178567157,0.6426877279012899,0.6225281072166172,0.5844551980426426,0.4877095391686011,0.746251850341425,0.27235993508324513,-0.5772745806171692,-0.3526789662694262,0.6496375622912764,0.34065691440932727,-0.4527093165192736,0.600323184392491,0.42224489909257995,0.8342440341544716,0.3318194294759358,0.7841546419701185,-0.7576265803429924,0.9151084110300964,-0.7166803692941269,-0.755409867736685,-0.7259679830120171,0.14064437252791087,0.41138203811201096,0.7605748207655625,-0.5614226679466501,0.6380478366935979,-0.25973266762442065,0.3754574130074143,0.6999584798076233,0.13339348851904612,0.5269125746240452,0.7878685438384672,0.7295075011782846,0.7439463233924372,0.3652704920647402,-0.04580411545210402,0.5710172237645215,-0.7566078728477872,0.7675947448068593,0.8657794563867441,-0.34211652983666696,-0.778379316746,-0.12860748487929322,0.6825714385210757,0.743509979559035,0.3797638291591129,-0.07880845201343674,-0.5433278057225734,0.7261021920597672,-0.7435186389654281
Pallidum_L,0.5190916048128136,0.8148059494701707,-0.7177754010301428,0.7784177184506837,0.44175033508040984,1.0,-0.4910478154014433,0.256825524187772,0.20439810356330393,0.21104014852698735,0.7646635796580208,0.5199828610696389,0.5571614313315025,-0.730295136190456,0.7694514443560244,0.7269582187137853,0.6718170531910925,0.29800128601483955,0.4910655074459696,-0.6514631605086916,0.7185983368115175,-0.6789623646686527,0.6800631906442566,-0.5172275776895446,0.08459690194152482,-0.2294735419655391,0.6055194937525278,0.6395529091903996,-0.30873765039963097,0.3707244910696561,0.4619882643060183,0.6285644477449073,-0.012114907848695919,0.556504453154192,0.71193071910873,0.5515290803190448,0.837830287258526,-0.5472169813473418,-0.5668413806028791,-0.6856507157567444,0.12432645681954571,0.628745360407733,0.6204944602764427,0.10618488462860359,0.3527344107562376,0.20223114362927447,0.3413740442796899,0.736223975627232,-0.7200768763264652,0.6445118508749562,-0.6380792318557541,-0.34865270398011144,-0.3254079706255166,0.4927541019944994,0.4807235951337756,0.4756216465481524,-0.5545180470245609,0.20369642203961533,0.5624281225037189,0.7884931646013809,0.5300183106758914,0.7304506447617158,0.6811732886930147,-0.25536596185758487,0.42882399924532777,0.3152661797098831,0.6299921474233707,0.6020644963460984,0.39937017050564616,-0.001930093351954243,0.8291417202497647,0.5951563459216725,0.5488895731768346,0.2127238262626209,0.4023169012747146,0.5763415379146181,-0.5601223419996391,-0.09455486773085581,0.7227947046500056,0.4774732620704443,-0.07560635128658601,0.6232337296768636,0.5258464998392887,0.262703705934783,-0.13987860636783145,0.6897003109309171,-0.560008930939152,0.491373566506685,-0.5146401112244762,-0.6091747305373365,-0.6460559479664084,-0.0070210456780952476,0.6726802280129145,0.6333286901238452,-0.6265512828227008,0.33194485607488816,-0.39747904067488093,-0.11130130200771396,0.28351194126929846,-0.006728294826187227,0.5447992930051229,0.044340543836542526,0.6570202385762828,0.2887735894702857,0.14709734224864981,0.10331443803864784,0.765173478716713,-0.4688117030296072,0.6820500332413161,0.4027829470558986,-0.4014995645811099,-0.5832272711262172,-0.29115581699783755,0.48256394713795986,0.5388192165934712,0.484026481799878,-0.41449691870854677,-0.4080335879074151,0.7235064762362653,-0.5257197135478112
Thal_LP_L,-0.16200604862543977,-0.3859502951486941,0.12014853159076534,-0.4650163141537678,0.08083479184174296,-0.4910478154014433,1.0,0.25645332166057233,-0.269425319019272,0.22200877035831273,-0.29881739021498493,0.13912690282064072,-0.24314726651667382,0.19908344690499122,-0.42607649772856704,-0.15798180512003726,-0.3146314293966309,-0.14904658827094316,-0.19263713853331488,0.0808349755253258,-0.1536856046710488,0.1016201125563388,-0.3721930610343859,0.042254005948216135,0.4158142621086134,0.711858166156833,-0.368866409928872,-0.08539132995540374,0.5337113365145545,0.004159226423057809,-0.42909759117523233,-0.33941055581915724,0.33714668696605626,0.07344694342580828,-0.08098709877489069,-0.1926709359468597,-0.24010211742234613,0.21699255488528255,0.06346320815643615,0.09073266716453797,0.39823412882628706,-0.3482892820594653,-0.3667373681928785,-0.10755198585321622,0.07671261184501829,0.15054024070836916,-0.28570839740201653,-0.21396486108972154,0.18428614267431517,-0.033831806447639695,0.037494442422044014,-0.08650196870842936,0.38296576921125736,-0.0096799630778258,0.03254607140500724,-0.23192563206978717,0.08323594763330472,0.20372612441027102,-0.19548745001498793,-0.36854233141847703,-0.20964994037536888,-0.2282232292460174,-0.35830638857030395,0.6853247794602059,0.18574602266165563,0.11076641048418445,-0.3093319955152814,-0.5053471527822229,-0.2813081279871048,-0.1524985361056783,-0.2341134182338804,-0.3276385974501811,-0.021399903803558693,-0.01918172113865485,0.21617391762632854,-0.19822675033667167,0.4205530699247892,-0.4434574091733774,-0.37646296318681244,-0.02741798141995707,-0.31664812643179324,-0.29657790352010654,-0.34450493176362407,0.20321012631696134,0.5648996300643111,-0.15112801082014188,0.12454661609480773,0.09544283258797795,-0.026106236036181604,0.06164391762028348,0.09738976405731717,-0.20225736304275632,-0.372855071637983,-0.17494724536361286,0.3004123379912354,-0.1909695321641458,0.2964462355894043,0.5055477477317275,0.2696860924340241,-0.30159093925134184,-0.2754390200042762,0.35525686451247146,-0.2894842321891596,0.30769111052047055,0.3060597558445938,0.14075412379538768,-0.2757865699536214,-0.059493649357446415,-0.2039388188908085,0.030495215268316535,0.07242854829326636,0.11179251684465348,-0.0631145047573564,-0.25784139418225244,-0.17218700745331808,-0.15443492696682634,0.8077201141059788,-0.02192256469756699,-0.23485819943815137,0.12559886098577344
Precentral_L,0.39908400545061196,0.4453987575548944,-0.5645720660237981,0.35915595739599576,0.9256317684499531,0.256825524187772,0.25645332166057233,1.0,0.029725816745459283,0.7081161591078035,0.3085070899318423,0.6405861096667873,0.30500388110111754,-0.5048852328659327,0.36484671651524236,0.4446682857231731,0.43329616385858877,0.1607926725000195,0.6338589439370634,-0.6094630003159462,0.6999156542596207,-0.6155772216982732,0.3971031810658708,-0.36293938992285185,0.38550506509452676,0.5184028730682402,0.18958296583159898,0.7199767222198519,-0.026506634049524715,0.6952259484845493,0.2653894264214814,0.41008772889698974,0.5104443211302823,0.7722446002714334,0.6342004583478732,0.36088048780172177,0.5337414242378918,-0.20072443898204834,-0.3617055438824825,-0.49149726850709186,0.4836182505684228,0.2395348347579284,0.17785652167950042,0.1881571988815209,0.6586919817419249,0.2610563313555097,0.14198291427445967,0.6027527150912722,-0.28497203910228813,0.648910007292665,-0.5697596336267078,-0.5077604029060747,-0.14012277627361477,0.4292849768566988,0.855066331127523,0.015831317428259876,-0.48873721548515986,0.27908349307429303,0.40963849072855346,0.2613963846963817,0.27193694952792785,0.5685365598994357,0.4099203882065401,0.26590780924401036,0.5872351439253372,0.34442218203701114,0.48071494718603336,0.20270332628331506,0.0992502856026594,-0.2861211714362877,0.46830994465404946,0.3321268280374232,0.666359164898888,0.38706373741239314,0.7374157016837134,0.14922603669578435,-0.3097671031180403,-0.411929806169134,0.3628164087095432,0.2779768212186364,-0.433990425305206,0.4444889475492217,0.3247360136876277,0.7723772627176224,0.5160477823350185,0.6647611691454287,-0.5312240871523588,0.7683476276962101,-0.5448608810318732,-0.5529155473925489,-0.5196107721322187,0.09778629802916966,0.27365523430620703,0.53153686784937,-0.2969995191181773,0.45690536878416954,0.033959512389047576,0.4995362392130749,0.7266940409924482,-0.028272756001852733,0.47715064123741735,0.777392500529886,0.6516174693306643,0.6698233512354969,0.4533788592369398,0.14019685399005974,0.37062819832006205,-0.5818069843488881,0.5540056729293541,0.7664236703854702,-0.21804561742970693,-0.5562487236954947,-0.023814843334412885,0.4718869779707596,0.5314053639425821,0.3381503821857257,0.18841918252125742,-0.3408007437061877,0.5259338454093752,-0.5109152572077981
SN_pc_R,0.34671446874738643,0.290643345185616,0.038271718437381655,0.3476509716999598,0.10752434420301103,0.20439810356330393,-0.269425319019272,0.029725816745459283,1.0,0.03707430031410371,0.017152449849396144,0.001756487506947283,0.5017986567039548,-0.05003496615180065,0.4555651653884861,0.27246747656406406,0.3394047233350455,0.19809198457445298,0.2261989123021143,-0.02497024912228814,0.1728119725493976,-0.03518763662602131,0.25857235709361104,0.15927738586628282,-0.24800007169726018,-0.19573741393069904,0.382633558210558,0.13548092524800343,-0.2454333163834083,0.07447505474117357,0.24100160784289304,0.3553967110871906,0.17302899034773178,0.0910208345139092,-0.07026111576082096,0.46137066983289715,0.1014426274504159,0.3011848575682377,0.22042214908863586,0.17396917197199382,-0.14717112091578113,0.3858420219532303,0.45679811343621396,0.5003621948732382,0.4324286900916895,-0.28263468609318265,0.6392712124915072,0.10544419482396285,0.12317525862158854,0.1802718624638364,0.09971031125393336,-0.13302397486313788,-0.0777688932623161,0.12371118934759508,0.11013282430365472,-0.007601018394114992,0.0343867532620948,0.0095837028412393,0.20481143038289684,0.07443014968102928,0.47456090788003624,0.15189962312437316,0.28836092579661016,-0.2659846361592056,-0.2867136212555286,0.3519270724080389,0.26684867030888154,0.3961286298540154,0.502197970656343,0.029550210405221548,0.06638829828611845,0.3520772790793608,-0.0705490268733443,0.2741775068633339,0.04710743652301833,0.4524258024784044,-0.21101187300283447,0.3206469711644555,0.20275465400040582,0.3887916431808341,0.2517379000861307,0.29221305324526253,0.10778630349752641,0.018832939776440166,-0.31214107648364997,0.12001875563621187,0.04553800822403735,-0.005705575728791181,0.15196258581732427,0.08849179789959172,0.08620177664201907,0.6054392750065481,0.15115677401607158,0.2737036070782258,-0.2484762678158641,0.38508593021252385,0.1587723472448568,0.054151838905422016,0.25511571042090125,0.5339723403595551,-0.0478033330776608,-0.09381634959600633,0.2627173534438848,-0.08461749284088049,0.035658176473176526,-0.16897439222845764,0.09878014058820096,0.11970834763779312,0.05662775192671725,0.35298938586616546,0.3656112031943355,0.019059434292399462,0.2056908848237707,0.32778418642103074,0.37154907476391824,-0.010929692933325,-0.39972038731001885,0.22282432581332462,0.1682524605284047,-0.17361289439167482
Cuneus_R,0.40523948857670095,0.38644918110025983,-0.571935884280964,0.3855225278781944,0.7520515932214635,0.21104014852698735,0.22200877035831273,0.7081161591078035,0.03707430031410371,1.0,0.25282494638151953,0.47061596422643653,0.4825098731428796,-0.5321696982242845,0.28365355621125277,0.28101776638954795,0.44140311230270246,0.16033926396010442,0.6906004128264627,-0.6286984050238354,0.6783785380144085,-0.6414918289818216,0.4708720456071721,-0.6750238385745081,0.6966601775963079,0.5427550950598583,0.2508238423837086,0.7803174492407566,0.250414744203502,0.6873394780719863,0.29589796799030704,0.470578766035959,0.46684317474248177,0.866841817038593,0.6545575952543883,0.4372368021965742,0.4914667925144962,-0.0835149786381133,-0.2838691126695007,-0.5518945628500731,0.8032771489315612,0.3449248481525948,0.19012537887728137,0.34066783980020676,0.43377290322117096,0.41841148800479244,0.19441446393897743,0.6436582380303338,-0.2688462903419456,0.3451427289250162,-0.644773837680685,-0.45063545233416097,0.02854072603962463,0.3750972162017165,0.7812526119015681,0.11862501123868796,-0.4148524525245915,0.40687206650064756,0.35107092812183294,0.5010156350501258,0.3671090762297707,0.6872866982996182,0.4591602434821547,0.27977952030789666,0.5728749776979987,0.5425842795536491,0.5478302469672388,0.19104690962430487,0.1960177121630857,-0.39275032587059305,0.5316152364623297,0.44569036563005976,0.475430707529398,0.5408107360856779,0.7382839420493217,-0.008245998705127594,-0.24276650642217545,-0.36657763500808666,0.4891914207748919,0.41336586581217966,-0.5143017589890468,0.5086042920784494,0.4227350862275236,0.9741216129997511,0.5416098770514229,0.6363160819381144,-0.6935179281981247,0.8084785340577544,-0.7489482944139453,-0.5888745994187617,-0.5357462969657343,0.1176299770269794,0.20480064967335543,0.6667779577254169,-0.255824629701532,0.5417257915738324,-0.20353303772924192,0.22761949836582399,0.7222216884999272,-0.04947330322075931,0.5184551043731046,0.8880020842052437,0.5136203663907621,0.9147456928387369,0.27937579805456353,0.13109115405979196,0.5591723332486644,-0.6374816167246041,0.5447077710064748,0.6230663528280298,-0.13840274702562366,-0.7066470350644267,0.0967240714170573,0.32677115958316144,0.43276512270358597,0.398269313504112,0.14733736665138428,-0.6719901458948131,0.5942777425203923,-0.4669382816655543
