,N_Acc_L,Amygdala_R,Lingual_L,LC_R,Temporal_Sup_L,Frontal_Sup_2_R,Cerebellum_4_5_L,Frontal_Sup_Medial_L,Raphe_D,Temporal_Sup_R,Amygdala_L,Paracentral_Lobule_L,Hippocampus_L,Vermis_9,Thal_PuI_R,Frontal_Med_Orb_R,Occipital_Mid_L,N_Acc_R,Caudate_R,Paracentral_Lobule_R,Thal_AV_R,OFCpost_L,Cerebellum_8_R,ParaHippocampal_R,Vermis_4_5,Thal_PuA_R,Frontal_Med_Orb_L,Vermis_1_2,Temporal_Mid_R,Cerebellum_7b_L,Pallidum_L,VTA_L,Cuneus_L,ParaHippocampal_L,Cerebellum_6_L,Occipital_Sup_L,Precuneus_R,Occipital_Inf_R,SN_pr_R,Thal_MDm_L,Cerebellum_6_R,OFClat_L,Rolandic_Oper_R,Thal_IL_L,Rolandic_Oper_L,SupraMarginal_R,Supp_Motor_Area_L,Thal_VL_R,OFClat_R,ACC_pre_R,Caudate_L,Frontal_Inf_Orb_2_L,ACC_sub_R,Olfactory_L,Parietal_Sup_R,Lingual_R,Postcentral_R,SupraMarginal_L,Frontal_Sup_2_L,Frontal_Mid_2_L,Fusiform_R,Cerebellum_3_L,Parietal_Sup_L,Thal_VPL_L,Temporal_Pole_Sup_R,Occipital_Mid_R,Frontal_Inf_Orb_2_R,Parietal_Inf_L,Thal_MGN_L,Thal_PuL_L
Amygdala_L,0.39676736794319234,0.8386654198943149,-0.5516102275099817,-0.01517384108044088,0.6177157395472869,-0.708397219579653,0.5281331903979034,-0.5180622371948501,0.13070099730144286,0.6006684050230937,1.0,0.5792886444891272,0.8538677298353381,-0.6447401448192014,0.7487710777264002,0.5822538638270774,0.5693411910733812,0.4413070351826809,0.8424109787632619,0.5455645000979368,0.6213957420725708,0.8456144560695884,-0.6623752405701596,0.7832866778194846,0.4499125441961963,0.7529108770398575,0.5773055246807393,0.5353041851971836,0.561365602677856,-0.7006896325112204,0.4910655074459696,-0.5280840569056071,0.5609596985665728,0.7679671812176809,-0.6541089025104713,0.7302074681388238,0.7823985058139424,-0.23227808905122913,0.6384776596222611,0.8108128236456085,-0.5536828066942008,-0.30965302151988844,0.5505914876703794,0.6215165361209487,0.800488383689602,-0.1611970845485826,-0.3535782120146502,0.43679112317268054,-0.6340654757427865,0.8005976576521151,0.6876889063541051,0.15648045775280872,0.7249386807763545,0.8399025503721028,0.33779345967088836,-0.4529896757709868,-0.2918681893178992,0.7713671564810525,-0.5815428653972963,-0.445993027418437,0.2836210664434162,-0.39103808248983307,0.777474654988873,0.4971296374661093,0.7646480858068974,0.4600835086431236,0.7920647946404591,0.7881502051969155,-0.012743164816344259,0.40484655117335544
Paracentral_Lobule_L,0.501799660388872,0.3799593854759341,-0.26768244290158133,-0.46516495079861325,0.6314217593862405,-0.381209495700181,0.4765239584872933,-0.3500321756172168,0.5875803669579893,0.6999398276982725,0.5792886444891272,1.0,0.6729393077434367,-0.4288264721896258,0.4689209487789568,0.17463448889729552,0.6112625079052016,0.407581954050874,0.48234990127459226,0.8326022745182176,0.18256881653777302,0.46476849067667264,-0.5412564414452326,0.2669499298624755,0.32310747129200634,0.27450882002992216,0.2110998666760549,0.5754281456552861,0.20224435173114505,-0.4663228488863683,0.28351194126929846,-0.17346982537348885,0.7110521269814806,0.3471688979893195,-0.4212836845773627,0.7179102651611109,0.8159738390252586,-0.16110414661685848,0.3856122169795451,0.48893805955717773,-0.3958643578770439,-0.1803236673178235,0.28251491152290864,0.5096017113341389,0.6409529917999076,0.3489630854922491,0.23372072360964,0.29575722417292677,-0.39127612089750907,0.36321389709836654,0.553840415356792,0.2236647656826488,0.3114886708092412,0.5122547541301572,0.35036416056334146,-0.2462282215503229,0.2796682398856242,0.6368110792480197,-0.3566139505857094,-0.19359462429121513,0.0713885049188986,0.041293259825978826,0.6471522679322886,0.5576880981730223,0.3416834074569046,0.576445423233905,0.3836951887923544,0.6686144876240241,0.14772517896328966,0.3338594264049025
Hippocampus_L,0.5293583467546503,0.6316444862079811,-0.436638780728893,-0.2611962567915516,0.648511875209061,-0.5421794071360495,0.4773727305267873,-0.4493336115245358,0.31012335997961077,0.5679817063276941,0.8538677298353381,0.6729393077434367,1.0,-0.5383856206480876,0.7022920991528346,0.30136159945782465,0.5624115153549706,0.40956334317269627,0.6332703966314233,0.5832901777937199,0.2544342991092493,0.6511859758010127,-0.6100230684332806,0.49836734549903616,0.3567627358718898,0.612699260598261,0.3109854055900652,0.5415888009699716,0.2550012912190202,-0.5891555770755499,0.3707244910696561,-0.2289524416368698,0.5483859206254196,0.6010958754328941,-0.5492375061891338,0.706340963692201,0.7596382814399689,-0.3362919624473137,0.548368726802117,0.7028899284738135,-0.5336853170493533,-0.1801355044835485,0.3081035541895112,0.6370970927743211,0.71966150961279,0.10427561112636846,-0.10434014464183552,0.29619357838907345,-0.4605224566779939,0.5384799811783423,0.6488436938922458,0.29653791258308043,0.46268703305056635,0.7099419013131161,0.3591034767600269,-0.4149831239204978,0.0030921839225463064,0.6727753527261933,-0.4549641572879285,-0.2637881180938089,0.07103571236594729,-0.1751011384987514,0.6920367801868299,0.6408413726027378,0.47241981639162944,0.452966798514757,0.5607051225191085,0.7060314768053008,0.0934371119154803,0.43910723239246935
Vermis_9,-0.4949020846541784,-0.48009643871425517,0.9321947898058899,0.46917486787084844,-0.5240837889245423,0.9295637221316123,-0.13884987184177852,0.8369520352757686,-0.07476008770905701,-0.29830104472815794,-0.6447401448192014,-0.4288264721896258,-0.5383856206480876,1.0,-0.3322712865540813,-0.6014209220561048,-0.5569777604883738,-0.28383390948759124,-0.7607064350812159,-0.6447176773909428,-0.5332551254783725,-0.89012660200795,0.9625595649908589,-0.7233670713782197,-0.15090120586198147,-0.2703133895000265,-0.6389971585380642,-0.2259210936938172,-0.277316660722486,0.9739717749479644,-0.6091747305373365,0.7109644719603246,-0.32529379511971485,-0.6984738590479607,0.9722558952433819,-0.6803435379318071,-0.7995552450649166,0.43181907565271826,-0.46789937141129323,-0.3634498678005651,0.9137810823561121,0.538914635631794,-0.13240419017248575,-0.5640659002047949,-0.7432923142036355,0.14812282450495626,0.6783728788674966,-0.23172784721112838,0.7793397689788251,-0.7996112194116486,-0.6671520990991098,0.24388480344131938,-0.825619510235603,-0.8291097875083535,-0.386847425695586,0.8834522893576477,0.42321935077208134,-0.7925976657061599,0.8828363092265931,0.7392259935856635,0.20122452413232866,0.7638666169117407,-0.9043314179947317,-0.4026218892307237,-0.7329727727489792,-0.5440275470484623,-0.7948874834088875,-0.8315684957631011,0.35318229942181206,-0.34735702617048847
Thal_PuI_R,0.34179397857634053,0.6277019505994159,-0.3292296514549263,0.1381052968000874,0.4818095568894736,-0.32841682314904147,0.6403377940307364,-0.1672199785514181,0.19726748332588792,0.6604590702277501,0.7487710777264002,0.4689209487789568,0.7022920991528346,-0.3322712865540813,1.0,0.4102813650738746,0.16435892874003338,0.3048188205038676,0.6294103491309511,0.3417680142509358,0.5338882585380134,0.553471338814127,-0.39810365489147553,0.5951754502274271,0.564237968575864,0.8106302151075241,0.413768420815285,0.7158766265672291,0.3809658166554813,-0.44078422193760525,0.5624281225037189,-0.36810881926215655,0.26573373852487675,0.6818474219060285,-0.3953033964586355,0.36735465609661555,0.5227518337232466,-0.26985439532535377,0.6868980203862877,0.746768390129383,-0.3691664414541282,0.06883053294144702,0.5928315791181628,0.6351080152953892,0.6485369999134613,-0.0837313720006596,-0.05679888710655815,0.6864605786621161,-0.3727900076395393,0.520733090087773,0.6153822814823112,0.4348072844166858,0.49813490768838864,0.6110419813530933,0.2901589602043871,-0.2871090002124764,-0.07692153428435093,0.46293263593117334,-0.2409407360651591,-0.14288413916754197,0.2907036507041877,-0.13663474870550263,0.43961499547815563,0.4982077661754488,0.5252679861448888,0.1308036836341536,0.5734434710455918,0.45170717555991524,-0.04411569113837381,0.42805640002628453
Frontal_Med_Orb_R,0.04823507645721782,0.6560288907238088,-0.5979613231608027,0.11782719693657727,0.2737129015597934,-0.6736196123703019,0.35518938824311946,-0.4244444955466131,-0.1932186188608833,0.24164977444607544,0.5822538638270774,0.17463448889729552,0.30136159945782465,-0.6014209220561048,0.4102813650738746,1.0,0.2224606922923127,0.03966253287503748,0.7748240134874501,0.22162513845008674,0.7544832432155345,0.73502085769988,-0.5280391278898299,0.8391868787420061,0.39781763163594147,0.4244846359149809,0.9159178283113727,0.1833821297486332,0.5854541671376243,-0.6165542244750654,0.6824346398985044,-0.7680371488730289,0.23604627067936426,0.7203921342834673,-0.5984353418070776,0.39889899800057405,0.4845610037517298,-0.08733856685137502,0.6607595735526697,0.36504316366208195,-0.44803930637286005,-0.2776748885169733,0.5298798642408126,0.5578426690881165,0.5945469298032668,-0.5311086053617864,-0.6342117654981821,0.46032453259774425,-0.6746388496708031,0.827991365191128,0.4461877106485502,-0.1203949754985685,0.8530724856295171,0.6300570646445836,-0.022606204357422655,-0.4676319284189436,-0.6144203079305884,0.5500627787807867,-0.541429056858141,-0.5463567382463579,0.34007688996479357,-0.641392219219451,0.5549197727808982,0.1576036997716122,0.8372205072133191,0.19751363753629994,0.7977255233967419,0.5700427976504305,-0.22732070542298188,0.1951632616649893
Occipital_Mid_L,0.5042440382614585,0.456607120239102,-0.32958516282912736,-0.41540885339872236,0.6451736279644178,-0.660909117846769,0.08787706656576523,-0.6031749980939898,0.30920308567581395,0.3093018477586052,0.5693411910733812,0.6112625079052016,0.5624115153549706,-0.5569777604883738,0.16435892874003338,0.2224606922923127,1.0,0.48287384872577094,0.5138740372393634,0.707818886506082,0.1727565834419892,0.566709636451036,-0.566085728035718,0.3875233529663841,-0.04345805768745107,0.1400156759101114,0.2743211833872726,0.21384252766676085,0.2881878460967422,-0.5656383325537122,0.044340543836542526,-0.23681042389195583,0.7760196279581432,0.37829675587874617,-0.4945252231294828,0.925670165196374,0.764578178558714,-0.060898405335478654,0.09880678375378925,0.39469478200080477,-0.3939994297662451,-0.525441432961607,0.05338642220048995,0.19365454735783602,0.5657975064992803,0.13253725360025603,-0.20888921144678763,-0.12068914441511597,-0.4853488955543332,0.496646952074481,0.5477025589622261,-0.1990836704554345,0.3624789401980418,0.5150133692274749,0.3156523472793478,-0.2906401060252038,-0.10952603283063514,0.7920853794505754,-0.600948918333104,-0.41742457062676425,0.027779382697645447,-0.18844004012418955,0.8064918791742347,0.4259141559309719,0.4040051958785401,0.8118159675414234,0.3636956995605834,0.8038580438246937,0.014061046837111745,0.3167098027042655
N_Acc_R,0.3630003183667319,0.4202641441852027,-0.11269370250212515,-0.09672090515621072,0.35937454077430814,-0.31026435022525634,0.26700962437652115,-0.25828092225785426,0.34475046295187345,0.4924198509065805,0.4413070351826809,0.407581954050874,0.40956334317269627,-0.28383390948759124,0.3048188205038676,0.03966253287503748,0.48287384872577094,1.0,0.46475210759286517,0.45460293979493677,0.3015934005330384,0.3538658618510864,-0.2621785606541835,0.3089069650501071,0.1429413732526782,0.14943032385689864,0.11461308140762669,0.41586848102606133,0.41398033120321615,-0.3231932414302192,0.03204920784349161,-0.2399520230228892,0.37400095817525025,0.2776704816661661,-0.2658538285529089,0.4669431150967415,0.43896801539765673,0.0400376055850313,0.12957906158172808,0.491248833424348,-0.19708700197977816,-0.35226351561671604,0.3449974813815094,0.10163367763367788,0.393895347112782,0.0946351632079747,0.015220236369219507,0.2775437186497406,-0.3024565562950969,0.35551921738700787,0.334678770288539,0.033200654919686726,0.17788438909945303,0.3110968569093048,0.18388885511367675,-0.06303798014633516,-0.02865823194778558,0.4865412217977896,-0.26494915740526576,-0.16644127423832608,0.21776406813508606,-0.12465993870010948,0.46703640376694855,0.18344834733506338,0.3041687260979107,0.4626720511370089,0.2619913377792688,0.44011258123198005,-0.11537518694990424,0.41274861297290666
Caudate_R,0.2713657235805996,0.8108277779419496,-0.6733761382593222,-0.012819299904476736,0.495806722332336,-0.8169053955393667,0.4692080154650188,-0.6081204189200441,0.08332781750690502,0.5508227110575633,0.8424109787632619,0.48234990127459226,0.6332703966314233,-0.7607064350812159,0.6294103491309511,0.7748240134874501,0.5138740372393634,0.46475210759286517,1.0,0.5139274540992301,0.8252896670446217,0.9244634941127584,-0.7081402425534491,0.9282192672865168,0.4465446564763388,0.5857893112436038,0.8018725719937669,0.4026051650084301,0.6911204829665087,-0.7907105250623222,0.6485295029971815,-0.8015573151949105,0.4488445322376396,0.7997369095862318,-0.7658220255553997,0.6732996669245092,0.7681402323872351,-0.23118658478748347,0.6945981363860836,0.6688751337481431,-0.6188805367153899,-0.45229698874148594,0.6372013707853664,0.6347389704503394,0.8132319107038914,-0.3597741236778469,-0.5502963062763492,0.60802755119528,-0.8193967190282979,0.9530567647538744,0.6520512574486285,-0.040843143480147254,0.896924955833365,0.8528733681976368,0.23856590894602553,-0.5532540273918294,-0.5180976201767189,0.8051670965140092,-0.6920804911917527,-0.6132263789343948,0.32092248439445864,-0.6557791684527619,0.8223799058744362,0.34585761814222,0.9318738447353945,0.4210836842449718,0.9253073826256709,0.8096895233889695,-0.21310389634785828,0.47335518941859084
Paracentral_Lobule_R,0.6801521947040259,0.29028580754589545,-0.4675198211978281,-0.6002615698799011,0.7084212093122472,-0.573524252364443,0.3305714870843667,-0.5602087119646756,0.4677718948148673,0.5342825237799742,0.5455645000979368,0.8326022745182176,0.5832901777937199,-0.6447176773909428,0.3417680142509358,0.22162513845008674,0.707818886506082,0.45460293979493677,0.5139274540992301,1.0,0.25481709630395327,0.5881662362564865,-0.7256115390411428,0.3291210241546579,0.2038229988545503,0.1716863183237745,0.2566841957506586,0.5295237002990169,0.07656555803408335,-0.6557723319757605,0.4023169012747146,-0.3084437310494296,0.6369845902579344,0.4357482522746064,-0.6013808051796875,0.7618329327151662,0.8703692349108245,-0.30145872112388566,0.2727638447323434,0.3557396431063701,-0.5856032147135262,-0.3426062981499345,0.10928689529199671,0.49600719500415136,0.695379296281509,0.314484776364265,-0.002785346137149086,0.20100771039294754,-0.4456924421889558,0.4484900286170868,0.7059211521307899,0.02018372212624579,0.4085160212762139,0.5915345787419094,0.45808988671777007,-0.4473661862948455,0.14081489473199785,0.7171064466634323,-0.5848020944488802,-0.40945318905547456,-0.11831514089027018,-0.13982229151914116,0.7892541518930714,0.6091957955411117,0.37974303094052914,0.6800222510201359,0.42121829740086325,0.7461674966917599,-0.049851553263509256,0.34530897136076205
Thal_AV_R,0.015019827909840888,0.6565412045359084,-0.5042836517662755,0.27594695724849627,0.21713894326033242,-0.5680082296203216,0.41950495993504217,-0.3183636270276824,-0.08013300631574048,0.4050810700399263,0.6213957420725708,0.18256881653777302,0.2544342991092493,-0.5332551254783725,0.5338882585380134,0.7544832432155345,0.1727565834419892,0.3015934005330384,0.8252896670446217,0.25481709630395327,1.0,0.7301931340638341,-0.44658269139480417,0.8597681282935575,0.4663956530181621,0.5867649743750583,0.7659063686419902,0.3441775888785028,0.71637863667356,-0.5648689558712995,0.6055194937525278,-0.8222764878326254,0.17591078483265551,0.6691658866329602,-0.5409542143596872,0.3146850141620581,0.4448968221699443,-0.10956223766894473,0.5587305762048264,0.5769452670194105,-0.3889869938184534,-0.3597938524861517,0.7205338107287595,0.440634577634578,0.5911406980021192,-0.5042014521555851,-0.5212347129064561,0.731780759785183,-0.6543902471800301,0.8297035949331404,0.4338444983626311,0.009813787781185825,0.8175562479665618,0.6649195886734347,0.08965560471112546,-0.3699935690116066,-0.597987465818682,0.5372634875589509,-0.45058850087501656,-0.46275200485605106,0.4291561794555734,-0.5997468385935781,0.51234729061822,0.1179546265100302,0.8602304068080593,0.11891365911206989,0.8123012339404275,0.5007601027112031,-0.23430060217247545,0.33209539152281997
OFCpost_L,0.4236361756544822,0.7125162433405746,-0.8098341072476923,-0.1708166827073691,0.6025994467596744,-0.9263902134892235,0.38195038652240815,-0.7661063151632028,-0.0006001640354556289,0.4657201099101496,0.8456144560695884,0.46476849067667264,0.6511859758010127,-0.89012660200795,0.553471338814127,0.73502085769988,0.566709636451036,0.3538658618510864,0.9244634941127584,0.5881662362564865,0.7301931340638341,1.0,-0.867740463868411,0.895354352670821,0.37101823247877413,0.558576542883054,0.7483668408310787,0.37091271487440475,0.5012349618025271,-0.9077561026527732,0.6844487922333693,-0.7645745769890562,0.4629950310286401,0.8560223473596682,-0.8875272470613694,0.7319614341504127,0.8405926460776089,-0.3702423023720152,0.6182445250483305,0.5969356979023858,-0.7812944903398599,-0.477217854812135,0.42099171720605333,0.6546454935856431,0.852278976954438,-0.25713138712776884,-0.669750040038329,0.41512004882776504,-0.7993380137336129,0.9284343171860503,0.7459072657625064,-0.1331744124703001,0.921791572163717,0.9193995934008682,0.34604257490552387,-0.7071772351504092,-0.4781120135856944,0.8188454729339326,-0.844488632530569,-0.7338442087658446,0.08144154647425852,-0.6985107134837057,0.8943927444002553,0.43973517877082097,0.8825381634659375,0.5060079509397843,0.9106061333825007,0.8548044262523083,-0.254861630187045,0.40380049365808673
Cerebellum_8_R,-0.6122605596752716,-0.42935391655390115,0.894994162742522,0.5518239424368646,-0.6288524107057465,0.8910043529976239,-0.23900992547051866,0.8443680195984472,-0.09979192751973526,-0.39181040141651485,-0.6623752405701596,-0.5412564414452326,-0.6100230684332806,0.9625595649908589,-0.39810365489147553,-0.5280391278898299,-0.566085728035718,-0.2621785606541835,-0.7081402425534491,-0.7256115390411428,-0.44658269139480417,-0.867740463868411,1.0,-0.6451164957399321,-0.2297356187208207,-0.3181452608039714,-0.5644117002808514,-0.3554134503119932,-0.15227042644502856,0.9552143868922455,-0.6380792318557541,0.5908198453485344,-0.41105239348981865,-0.7309010381605755,0.956858862871091,-0.7168717683110772,-0.8652790613123462,0.4953991553930889,-0.47215856109811133,-0.39456943722147514,0.9327339425435107,0.46487170906688896,-0.08835355628344788,-0.6347358443185068,-0.7831508134024052,-0.029114803407306843,0.5750068601496754,-0.21539423974679117,0.7009197932882872,-0.7186124826159168,-0.7597798964950184,0.1776422889844868,-0.771857958925748,-0.8185547081851081,-0.47802368529942374,0.8634812881930782,0.23476440025343617,-0.7501353727569113,0.8908117193954451,0.7385260717761201,0.2949009864136064,0.618328915109898,-0.8936652563923492,-0.525525941826926,-0.6420968071460474,-0.5748603365678032,-0.7419911717475819,-0.8128966013344195,0.2767457180447082,-0.34339386528185406
ParaHippocampal_R,0.19361846164430094,0.780706890448876,-0.6842824359561764,0.15032270694651773,0.42126893175783203,-0.8106403545023431,0.4087736068083018,-0.5648642397002889,-0.1359071195857319,0.38262954196260496,0.7832866778194846,0.2669499298624755,0.49836734549903616,-0.7233670713782197,0.5951754502274271,0.8391868787420061,0.3875233529663841,0.3089069650501071,0.9282192672865168,0.3291210241546579,0.8597681282935575,0.895354352670821,-0.6451164957399321,1.0,0.43603168741554904,0.6068108638683766,0.8346899874948687,0.33319211278002914,0.6845887991828912,-0.7644626015565639,0.6800631906442566,-0.8481150284064397,0.3204590183363109,0.837963687924982,-0.7352850435598686,0.5456595622056828,0.6292962501545996,-0.23193575348616388,0.7119138783674206,0.5748077828774543,-0.5849792909188025,-0.3881070386040547,0.6041742582922147,0.5791862855060086,0.7426356197359236,-0.5456571351901638,-0.6748873073904385,0.5439565534945403,-0.8106363923945231,0.9453786413567471,0.5913597026714689,-0.059342005088538055,0.9258072701479519,0.8195531042411265,0.17973659423879673,-0.5440000910576299,-0.6819236910652791,0.7285060390959862,-0.6587853345939189,-0.5906283626771438,0.35908273163363896,-0.7213290363081731,0.7236757751876031,0.25274588057612996,0.9547560828546519,0.27883995231610703,0.917269268524446,0.7259605745328124,-0.2624801620885901,0.35078548724157405
Vermis_4_5,0.3017404299035985,0.2708484778880205,-0.07639479159231367,0.17570020120369367,0.4563179512052137,-0.1843047204617188,0.8945226866149394,-0.05297732247119467,-0.1275536091704925,0.4263739328229288,0.4499125441961963,0.32310747129200634,0.3567627358718898,-0.15090120586198147,0.564237968575864,0.39781763163594147,-0.04345805768745107,0.1429413732526782,0.4465446564763388,0.2038229988545503,0.4663956530181621,0.37101823247877413,-0.2297356187208207,0.43603168741554904,1.0,0.5474276285806151,0.3173844903730638,0.5439581956602373,0.18419575635908336,-0.1758589244218199,0.6204944602764427,-0.2623306965782232,0.2748101408245663,0.5597603397979202,-0.2010396847764672,0.1632582587479953,0.36310994564432836,-0.2537171996023582,0.6635098632423,0.33989554075382983,-0.1915220247998815,0.20883380845831737,0.505361507735791,0.654378280715891,0.5437348317534908,-0.12970732094091575,0.03607627529406101,0.5394121574235489,-0.2553026675934338,0.34612472823706586,0.5046144811364901,0.39493408265578145,0.40041357907835756,0.40521148817448854,0.11043504886737604,-0.006593193549157649,-0.007248030315579693,0.18503110729537114,-0.14936391696105192,-0.12252009446319767,0.26268210774391204,0.006727361294596579,0.16738939256922028,0.4588947961001739,0.3805431864363277,-0.08957193416468309,0.40199124228901445,0.2178020282185913,-0.009517114456677295,0.1458154961762996
Thal_PuA_R,0.2006486278472436,0.5998338944965536,-0.27442330519117525,0.3124594512198337,0.4046690769672851,-0.3318955358509697,0.556736239954777,-0.154374589800007,-0.055350217008487586,0.5007863634891666,0.7529108770398575,0.27450882002992216,0.612699260598261,-0.2703133895000265,0.8106302151075241,0.4244846359149809,0.1400156759101114,0.14943032385689864,0.5857893112436038,0.1716863183237745,0.5867649743750583,0.558576542883054,-0.3181452608039714,0.6068108638683766,0.5474276285806151,1.0,0.4095510585529758,0.5416955714265825,0.3958525542721139,-0.33110351462055987,0.4619882643060183,-0.33038865662533723,0.25193950488613576,0.6293418582289693,-0.3185831058145413,0.31837371060745934,0.4036690635372557,-0.24612808716453197,0.5362569147074053,0.7740293314726736,-0.2692699014143749,-0.004410960536053366,0.5928101402816882,0.5405126769890274,0.5750173094210869,-0.20433369788426708,-0.19020701253686395,0.5333203392661704,-0.33178509999349526,0.5381039259942842,0.5201286808412939,0.4169427758894084,0.5425574249700448,0.5795969817283528,0.254668705227586,-0.1913313873413922,-0.19816353756858548,0.365947242460825,-0.23545462041907697,-0.1749782112786037,0.3083640355486987,-0.15815407445291807,0.3332304939988549,0.4391883272268831,0.542115588723157,0.003194708145040902,0.5969584043888906,0.36725093897246947,0.09738302107246449,0.28630186642756383
Frontal_Med_Orb_L,0.013929769246229025,0.7053512537232203,-0.6367740059956162,0.05840975798627605,0.24653074680190618,-0.6893301095599582,0.28378142795051553,-0.4457617440454358,-0.11375951575045821,0.3042993196890626,0.5773055246807393,0.2110998666760549,0.3109854055900652,-0.6389971585380642,0.413768420815285,0.9159178283113727,0.2743211833872726,0.11461308140762669,0.8018725719937669,0.2566841957506586,0.7659063686419902,0.7483668408310787,-0.5644117002808514,0.8346899874948687,0.3173844903730638,0.4095510585529758,1.0,0.1399114369792289,0.619169105653471,-0.663099264443546,0.628745360407733,-0.793530377663742,0.21688605006345965,0.6991465215843674,-0.6387988587529634,0.42292355487321476,0.5148914891669777,-0.10239238867337747,0.6151429721396346,0.403421951870969,-0.4614742721035834,-0.4278077409034795,0.5423004543992868,0.5249687809685827,0.6072023546367123,-0.4984326570212623,-0.6481982547260529,0.49915379556877937,-0.7169078086835865,0.8479580491179487,0.4271563551565783,-0.15570843975584134,0.8743464483679321,0.610691422975517,0.050212945593517,-0.5082882960190758,-0.6160035884676862,0.5883590085197767,-0.5634675832854209,-0.5769789316544853,0.3235092563413427,-0.6835063875409528,0.5982862447828406,0.12708776904890162,0.8524589867950323,0.21610222345001695,0.8355407442138171,0.6049706752169065,-0.22431093605340163,0.20854015981722082
Vermis_1_2,0.5827155287498289,0.29240393031310147,-0.15348449700150535,-0.1126090913379667,0.5987665137272962,-0.1991161851250925,0.6583484786766594,-0.1376546373948015,0.28603096093268576,0.5869173271381453,0.5353041851971836,0.5754281456552861,0.5415888009699716,-0.2259210936938172,0.7158766265672291,0.1833821297486332,0.21384252766676085,0.41586848102606133,0.4026051650084301,0.5295237002990169,0.3441775888785028,0.37091271487440475,-0.3554134503119932,0.33319211278002914,0.5439581956602373,0.5416955714265825,0.1399114369792289,1.0,0.07997387804440236,-0.31940471721765373,0.4927541019944994,-0.1741366793272329,0.37214412422207455,0.5667057328687668,-0.2657470820174385,0.3577026224574767,0.5256608691234876,-0.23885412687851126,0.43712430630613897,0.5296929616475983,-0.3080927263649393,0.13436534145565243,0.3547981269259478,0.5230801579337029,0.5751182322142766,0.20450690258888266,0.1910389502393308,0.5188419632326385,-0.13576491507341928,0.26245643763701587,0.680798038929735,0.48008113242041667,0.260476957526354,0.5023724427607781,0.31340274731564743,-0.14025337921076972,0.2063186577544982,0.36745473767108083,-0.2034561708431073,-0.0842567752655481,0.10602483695079847,0.19148246405825722,0.36238479438676574,0.603037664548423,0.25019979748744386,0.22186396435642042,0.2807751549279044,0.340818444613431,-0.039674263845832794,0.35305207070119626
Temporal_Mid_R,-0.29838291591966926,0.7992900080853259,-0.20546835030152202,0.3972864625771028,-0.029006947670926278,-0.4044296373746542,0.2609340599540494,-0.1836185955248552,0.06452281432469419,0.47792906677396335,0.561365602677856,0.20224435173114505,0.2550012912190202,-0.277316660722486,0.3809658166554813,0.5854541671376243,0.2881878460967422,0.41398033120321615,0.6911204829665087,0.07656555803408335,0.71637863667356,0.5012349618025271,-0.15227042644502856,0.6845887991828912,0.18419575635908336,0.3958525542721139,0.619169105653471,0.07997387804440236,1.0,-0.33187741160999024,0.10618488462860359,-0.6035658305069233,0.2931720862483384,0.371163910790117,-0.26661220018718723,0.367900779427508,0.28676134056031,0.3535498165131894,0.3703484660294295,0.650849957572581,-0.044767924907300014,-0.38209216488851094,0.7768023128922107,0.10696284444937743,0.3213855366364647,-0.4013831170481436,-0.3472255774239838,0.4748761983662463,-0.5444961218660119,0.6829225527734586,0.041914261653615295,-0.14016800255974954,0.5375288927178647,0.3915013540932618,-0.10008788205113797,-0.06588762263596447,-0.4808096151785986,0.4645391226334824,-0.24258869994321067,-0.2866077272936637,0.7087919866565872,-0.467417862081696,0.40308402974239516,-0.27036812696760504,0.7467057717747981,0.29574459569250455,0.6190971835456148,0.43207425136672706,-0.04073917594922756,0.34245883352937123
Cerebellum_7b_L,-0.49311486652173914,-0.5649783492167206,0.9179585898604166,0.4167340414296597,-0.5573318997284192,0.9195940635470206,-0.19403748135797916,0.8086982915189871,-0.1078660085939556,-0.37427186196450146,-0.7006896325112204,-0.4663228488863683,-0.5891555770755499,0.9739717749479644,-0.44078422193760525,-0.6165542244750654,-0.5656383325537122,-0.3231932414302192,-0.7907105250623222,-0.6557723319757605,-0.5648689558712995,-0.9077561026527732,0.9552143868922455,-0.7644626015565639,-0.1758589244218199,-0.33110351462055987,-0.663099264443546,-0.31940471721765373,-0.33187741160999024,1.0,-0.6285362141006854,0.7216662651062241,-0.3556411235613392,-0.7534100522495748,0.9660160546833227,-0.6984012728388042,-0.8247179743288595,0.40796566637059417,-0.5207520096103188,-0.4457226390550598,0.8989738080295289,0.5103966975186225,-0.20027770413038246,-0.5881336002299707,-0.7752151285323099,0.14285087117425643,0.6557911828587192,-0.3020797699958845,0.7815402829834626,-0.8181710041906591,-0.7014317273941955,0.20995888936831558,-0.8326290419554395,-0.8508755833444412,-0.3881777992539776,0.8638962929197243,0.4104688875432063,-0.821095213806375,0.8615425522204002,0.7131448004766028,0.14813129049071297,0.7297095638327135,-0.9223525895906497,-0.4133252155635647,-0.7618054700738331,-0.5612682294435438,-0.8146374009954073,-0.855635543207779,0.36833783179697055,-0.38817072323163326
