,VTA_R,Insula_R,Thal_AV_L,Cerebellum_9_R,Frontal_Med_Orb_L,Putamen_L,Vermis_1_2,ACC_sub_R,Thal_VL_L,Precuneus_L,Thal_PuI_R,Cingulate_Mid_R,Thal_PuM_L,Precentral_L,ACC_pre_L,Occipital_Mid_R,Rolandic_Oper_L,Calcarine_L,Rolandic_Oper_R,Thal_VL_R,Supp_Motor_Area_L,Frontal_Med_Orb_R,Angular_R,ParaHippocampal_L,Calcarine_R,Paracentral_Lobule_L,Cerebellum_Crus2_R,Thal_LP_R,Thal_MDl_R,Cerebellum_6_L,Heschl_R,SupraMarginal_L,OFCant_L,ACC_sup_R,Cerebellum_6_R,Olfactory_R,Frontal_Sup_Medial_L,OFCant_R,Parietal_Inf_R,Postcentral_L,Vermis_9,Caudate_R,Vermis_8,Cerebellum_3_L,N_Acc_L,Hippocampus_L,Temporal_Mid_R,Cerebellum_7b_L,Precentral_R,Cingulate_Post_R,Temporal_Sup_L,Thal_PuA_R,Cerebellum_7b_R,Temporal_Inf_R,Thal_PuL_R,Frontal_Inf_Oper_L,Temporal_Inf_L,ParaHippocampal_R,Hippocampus_R,Lingual_R
Thal_PuI_R,0.30509424599681356,0.6815801070176369,0.3567387448944755,0.5615332083560572,0.413768420815285,0.6318178212268271,0.7158766265672291,0.49813490768838864,0.586478295910448,0.4987997925196922,1.0,0.7080971971533173,0.2690346731229834,0.40963849072855346,0.5346904710476141,0.1308036836341536,0.6485369999134613,-0.07626478327392043,0.5928315791181628,0.6864605786621161,-0.05679888710655815,0.4102813650738746,0.2203398305626261,0.6818474219060285,-0.1751089747808801,0.4689209487789568,-0.44724862574210394,-0.23584270047738404,0.5380920512518342,-0.3953033964586355,0.21734944317973964,0.46293263593117334,0.5229003936042735,0.7338710103040774,-0.3691664414541282,0.6004101762903817,-0.1672199785514181,0.35431505066627456,0.10848518046048296,0.4827180866334393,-0.3322712865540813,0.6294103491309511,-0.3088742894165467,-0.13663474870550263,0.34179397857634053,0.7022920991528346,0.3809658166554813,-0.44078422193760525,-0.2966842100184575,0.7137617071084635,0.4818095568894736,0.8106302151075241,-0.3375021741240413,0.20943819260963006,0.17633261674786865,0.6836054984424002,-0.3823063601712994,0.5951754502274271,0.7743048617582641,-0.2871090002124764
Cingulate_Mid_R,0.4312102400652921,0.6090061488243447,0.6748465121450173,0.4330676900608619,0.592002182078253,0.7920077303356783,0.5667350200308802,0.6432273048114143,0.42444811854737785,0.6409343639106678,0.7080971971533173,1.0,0.1077442140891636,0.30500388110111754,0.6692429691716593,0.26039410264818474,0.7130200729267174,0.014436829533673338,0.8080768635073112,0.6666294903218482,-0.17135002414175474,0.5748125301433908,0.2751857872036729,0.6978458406900537,-0.006062439851598743,0.5418706630775145,-0.42260824915939155,-0.3977515511163946,0.7276047237496064,-0.4247654112597567,0.03271435023869323,0.4907215135034823,0.5474911621147533,0.8422805889977408,-0.32802382050926576,0.6762549004515619,-0.34983107814035247,0.3757873386458123,0.19470315983073824,0.48223144600633056,-0.41578328817255156,0.7762334180761813,-0.3258155579012414,-0.2703951574920183,0.2147855947224425,0.5327041603109184,0.6228496090661075,-0.4701372618538586,-0.39904005806637943,0.8504271315458339,0.4665815825172833,0.7005656306415259,-0.2903649826379451,0.358615712001915,-0.0960223682105201,0.6771896595034843,-0.4472219886669838,0.7144545487929065,0.696308268684367,-0.18881019801415233
Thal_PuM_L,-0.10683513819673723,0.539102251210093,-0.16085129221534822,0.04004489876556319,-0.11269072184637155,0.2164583476489235,0.4108430314653426,-0.13462649190632336,0.41939137937152327,0.33509080760648247,0.2690346731229834,0.1077442140891636,1.0,0.5184028730682402,0.08319162722917028,0.6836271357157926,0.19718527311344436,0.2826106291675342,0.02130466475755467,0.021458542127098437,0.21446100334670024,-0.1846204783522506,0.5643420978385219,0.11576462205981275,0.24720842915511007,0.507131016046654,-0.13021161869947495,0.5865950393244485,0.014310948109323337,-0.10819589683298507,0.2155253310484077,0.3994129269625817,0.05742861920284777,0.05429377361668634,-0.08977608850937036,0.1382139907120305,-0.20190446287520336,-0.2280397651185719,0.49565677319859774,0.40338543343152555,-0.13781468744767983,0.15359185572669876,-0.27547402334582743,0.19527476352077996,0.41384959574823654,0.3680445843449358,0.1748934655043633,-0.22633395500772366,0.20075446334349192,0.2682676202475254,0.3368008022860986,-0.04480014450411236,0.09473811312202321,-0.1381221962988452,0.7130294766791108,0.08025743853083214,-0.17732688253298806,-0.0024017992390575394,0.22080788085914166,-0.021637343020809767
Precentral_L,0.3085070899318423,0.564670976571749,0.07487174055790162,0.1607926725000195,0.2395348347579284,0.53153686784937,0.4292849768566988,0.37146815877550127,0.6405861096667873,0.7597658790890723,0.40963849072855346,0.30500388110111754,0.5184028730682402,1.0,0.5137174810783893,0.5224079571620635,0.6999156542596207,0.06674425517864246,0.14198291427445967,0.14922603669578435,0.033959512389047576,0.22283692151222262,0.4836182505684228,0.37062819832006205,-0.06440155572651617,0.7266940409924482,-0.49149726850709186,0.18841918252125742,0.4444889475492217,-0.5196107721322187,0.14019685399005974,0.8739294481261004,0.4718869779707596,0.36159305632691313,-0.4421534962282237,0.6027527150912722,-0.3408007437061877,0.015831317428259876,0.38550506509452676,0.9256317684499531,-0.5529155473925489,0.5175294921487624,-0.5818069843488881,-0.16473700678286105,0.5872351439253372,0.6952259484845493,0.1881571988815209,-0.5816501094708965,-0.3097671031180403,0.2779768212186364,0.7485997323576853,0.2653894264214814,-0.28497203910228813,-0.028272756001852733,0.26590780924401036,0.6516174693306643,-0.5141559098060002,0.3971031810658708,0.6647611691454287,-0.3617055438824825
ACC_pre_L,0.7072176419831961,0.3192730767420956,0.784489165198365,0.08310806773412198,0.8350875678540662,0.9259797797190777,0.33279083858971814,0.9512834400773282,0.3680256102331581,0.7599816293064932,0.5346904710476141,0.6692429691716593,0.08319162722917028,0.5137174810783893,1.0,0.4581838029191357,0.8191047302408192,-0.3844684051890791,0.48922580494375173,0.45907451393709797,-0.6921543778953982,0.8237042301916183,0.3557872034257093,0.8395655016176695,-0.4248844980550224,0.4001450634091616,-0.7565304272670057,-0.47452090151832466,0.8043473404868091,-0.8515934102414058,-0.25414665764412314,0.8248463618102482,0.7768295086239476,0.8209859458719055,-0.7133231303169201,0.9515143820692031,-0.6843828106842668,0.2727235317055283,0.2646209770535018,0.7661558775872424,-0.856851106365952,0.9460129763920345,-0.7763119622433071,-0.7300981843888628,0.33815505825171194,0.5607019467933824,0.5898352669674236,-0.8754389361610391,-0.8462302898952022,0.44556990170063343,0.5393445590239939,0.5346284483957068,-0.5212778717976786,0.30864516307416384,-0.18863879389957608,0.7386474169213804,-0.7863236442638438,0.9412600483341098,0.8039939503597537,-0.6637498671297871
Occipital_Mid_R,0.18034788009180006,0.40328348656394375,0.16202408297787593,-0.07628660524556279,0.21610222345001695,0.5022556265233344,0.22186396435642042,0.27257421249366837,0.3044791231360974,0.6482742732313448,0.1308036836341536,0.26039410264818474,0.6836271357157926,0.5224079571620635,0.4581838029191357,1.0,0.4311977616135235,0.10878409024117267,0.01230225305470527,-0.1413461472711345,-0.23962732003623022,0.19751363753629994,0.8673874112493728,0.3930885708022802,0.08361466123728736,0.576445423233905,-0.46697733343723347,0.31304616395442353,0.3114285605114518,-0.46932089662303417,0.06603187053670032,0.5820962219810674,0.19117993679521306,0.20185946421283815,-0.42053982722512884,0.47410377423795635,-0.6750872785208119,0.009081340106553154,0.8056467226899604,0.5677000811082977,-0.5440275470484623,0.4210836842449718,-0.627240808346615,-0.16967132072494842,0.4782386824783045,0.452966798514757,0.29574459569250455,-0.5612682294435438,-0.10045542990427503,0.24436144317706063,0.48897325435183914,0.003194708145040902,-0.17616652943547384,-0.15000547871529804,0.4215245182259629,0.2128890116405112,-0.38221129896493183,0.27883995231610703,0.4040742180334677,-0.3233281905543183
Rolandic_Oper_L,0.6252565003261192,0.6250712683140027,0.551471371056403,0.328030876113707,0.6072023546367123,0.8394057167504314,0.5751182322142766,0.7583945199093065,0.6688787111871434,0.8400365401828732,0.6485369999134613,0.7130200729267174,0.19718527311344436,0.6999156542596207,0.8191047302408192,0.4311977616135235,1.0,-0.19721739576326694,0.49058660581731306,0.4417900901458111,-0.3145573337268492,0.5945469298032668,0.4738766502026618,0.8007215182152156,-0.2812917823449947,0.6409529917999076,-0.7555390549196076,-0.18890850294817046,0.7512650854434639,-0.7403824132385801,0.16417874294151377,0.813317291952359,0.5894958343892003,0.7454035390603556,-0.6630772233862254,0.880696852611494,-0.5699532000978077,0.32931230494346403,0.39183295137568497,0.835456610502198,-0.7432923142036355,0.8132319107038914,-0.6654906772512764,-0.421420817327371,0.6001409489452519,0.71966150961279,0.3213855366364647,-0.7752151285323099,-0.5343726707164448,0.5986682837737085,0.8403513432925613,0.5750173094210869,-0.5798962190159751,0.03164378500558353,-0.01010662569410106,0.8523717611812558,-0.5260672757900091,0.7426356197359236,0.8845216167847522,-0.5327004729842483
Calcarine_L,-0.530222756479927,0.31021102374118464,-0.3317266976456189,0.2967956604786763,-0.36082298674854696,-0.25428621531339934,0.06922510262802786,-0.5009834602796457,0.08290914346558488,0.009157626002447548,-0.07626478327392043,0.014436829533673338,0.2826106291675342,0.06674425517864246,-0.3844684051890791,0.10878409024117267,-0.19721739576326694,1.0,0.07937955815137873,-0.19848887399424833,0.6181032716902405,-0.33594204173296494,0.06017291047936903,-0.2892726428853623,0.9535106450192905,0.19664583886494047,0.5796896071408326,0.3377581413947719,-0.19310531427220298,0.6342221588200113,0.1697918421226509,-0.19693949495308233,-0.3115268264484181,-0.25683778220275816,0.6733980143303677,-0.40617768739307136,0.39879132335061646,-0.2668373893781493,0.03312023317503594,-0.13470530497771932,0.589897451001146,-0.25977861998651897,0.5102861888261502,0.6880814435990432,-0.05089818684156937,0.011436228652563453,0.04578887709577206,0.5613699873107534,0.4942965330050245,0.16563183432978762,0.06697549583333012,-0.046020211057066496,0.6030609570969235,0.0940841537225258,0.16335573358739391,-0.07972438260246147,0.4318618882761335,-0.35689980145106376,-0.26270304371130865,0.7998169102266248
Rolandic_Oper_R,0.18076283900560233,0.40856463784303904,0.5656863676222184,0.349500701183489,0.5423004543992868,0.6167390316870053,0.3547981269259478,0.4825366221136452,0.15160129530468455,0.34971217054081644,0.5928315791181628,0.8080768635073112,0.02130466475755467,0.14198291427445967,0.48922580494375173,0.01230225305470527,0.49058660581731306,0.07937955815137873,1.0,0.698342741144456,-0.07466224249085056,0.5298798642408126,-0.07268882042441172,0.417155807786925,0.1190043290760437,0.28251491152290864,-0.05243026153923026,-0.5303699164804784,0.5199555494522315,-0.14924367622240173,-0.1672599874012909,0.3339339680314312,0.5808922451354495,0.7521604908114775,0.006500309151098486,0.4165113333264158,0.007660959076578391,0.10805595512836767,-0.1901860984265012,0.31673898138497414,-0.13240419017248575,0.6372013707853664,-0.0575842797954638,-0.2248947345063863,-0.1802803689442756,0.3081035541895112,0.7768023128922107,-0.20027770413038246,-0.4169061737747817,0.6708572374510049,0.1522022812720942,0.5928101402816882,0.053514353562714265,0.6834494449655721,-0.20518954775779752,0.51999389219035,-0.4389344227754384,0.6041742582922147,0.4202381147058333,0.05264656900149116
Thal_VL_R,0.35843560924107937,0.28274209491671193,0.5145023980664013,0.3475548250409367,0.49915379556877937,0.5581098937652869,0.5188419632326385,0.5115521821606097,0.4167988893119147,0.3211982663431281,0.6864605786621161,0.6666294903218482,0.021458542127098437,0.14922603669578435,0.45907451393709797,-0.1413461472711345,0.4417900901458111,-0.19848887399424833,0.698342741144456,1.0,-0.05803867807439289,0.46032453259774425,-0.11310211319169333,0.44764567537947486,-0.20739644317890174,0.29575722417292677,-0.22469018122000708,-0.38392539919881374,0.5267431731037516,-0.29018077566668926,-0.00881938461366088,0.315411044104398,0.5344709794068302,0.7539496218725756,-0.21903962435446783,0.46751784809414293,0.046880452736247746,0.24399858351208945,-0.20110028244124925,0.27235993508324513,-0.23172784721112838,0.60802755119528,-0.17171317756176951,-0.2691121092308776,-0.022167678488048514,0.29619357838907345,0.4748761983662463,-0.3020797699958845,-0.3837163654664068,0.6613481202140717,0.10564223180306696,0.5333203392661704,-0.20367704061294528,0.3799771539034894,-0.017292373385921687,0.5043987077756471,-0.44474697358946874,0.5439565534945403,0.5153930322678678,-0.21405510773048245
Supp_Motor_Area_L,-0.5294993885087207,0.23320541141905823,-0.6420332964022786,0.2240263846058946,-0.6481982547260529,-0.5107441648651597,0.1910389502393308,-0.7300452393687875,0.1692095840729435,-0.2305230626152877,-0.05679888710655815,-0.17135002414175474,0.21446100334670024,0.033959512389047576,-0.6921543778953982,-0.23962732003623022,-0.3145573337268492,0.6181032716902405,-0.07466224249085056,-0.05803867807439289,1.0,-0.6342117654981821,-0.10962135880254895,-0.5770081324806864,0.6009389394104695,0.23372072360964,0.5808122879588791,0.4775186003213544,-0.41475904553800663,0.6781876927784799,0.47980886370227943,-0.3683660380232617,-0.4404611281508831,-0.4096870850910319,0.5857735225240184,-0.5939082430379454,0.6823715640731955,-0.2389414525839969,-0.11380736300023123,-0.25973266762442065,0.6783728788674966,-0.5502963062763492,0.5945190026482331,0.823004279787594,-0.019055653660981168,-0.10434014464183552,-0.3472255774239838,0.6557911828587192,0.7638475549426929,0.03992994662123243,-0.05701322421158439,-0.19020701253686395,0.41420664126815043,-0.21521806860134077,0.31650917868176276,-0.18450631338149986,0.5495716980080771,-0.6748873073904385,-0.3501667294226035,0.6487438171065802
Frontal_Med_Orb_R,0.5960567854673574,0.041239603616533636,0.7624494836455654,0.1123780225299355,0.9159178283113727,0.7047906126345745,0.1833821297486332,0.8530724856295171,0.15404370411403046,0.5177562528793451,0.4102813650738746,0.5748125301433908,-0.1846204783522506,0.22283692151222262,0.8237042301916183,0.19751363753629994,0.5945469298032668,-0.33594204173296494,0.5298798642408126,0.46032453259774425,-0.6342117654981821,1.0,0.0715430945978631,0.7203921342834673,-0.3268668261054958,0.17463448889729552,-0.500252082536661,-0.5940488170063599,0.6550641255407956,-0.5984353418070776,-0.3432517080084752,0.5500627787807867,0.6782406666653612,0.6824623071803241,-0.44803930637286005,0.7238849829383239,-0.4244444955466131,0.20613953852553762,-0.003364928647647217,0.48715534582451436,-0.6014209220561048,0.7748240134874501,-0.510389224149936,-0.641392219219451,0.04823507645721782,0.30136159945782465,0.5854541671376243,-0.6165542244750654,-0.8236130150920067,0.3386508358367873,0.2737129015597934,0.4244846359149809,-0.3644292360025429,0.4567317867600907,-0.3534989679076669,0.5699298847490244,-0.6347772127604546,0.8391868787420061,0.563833923024248,-0.4676319284189436
