,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_L,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_R,Thal_MDm_L,Precentral_L,LC_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7
SN_pr_L,1.0,0.6643803659546238,0.9030670925468999,0.3872218763388049,-0.15538797369089238,-0.14274524613847106,0.22183065408355793,-0.451945601209749,0.24475376583627864,0.8253024211311416,-0.6119294207698516,0.6608493897476074,-0.29686079579450264,0.3921178703780329,-0.7484130397237911,0.5995871704154092,0.5038409515433682,0.7594774442472028,0.4135915142647958,0.40323907444424795,-0.04344794937027286,0.8619961629642136,0.6372387925756363,0.6388822312580408,-0.7981645690331572
Thal_MDl_R,0.6643803659546238,1.0,0.7708221709464422,0.46016741636418085,-0.35235136558127217,-0.03550309504384243,0.44352789816749544,-0.24871614502564635,0.1816305520444669,0.7591036537559884,-0.5266335732338195,0.8174382958284461,-0.05968053082854023,0.5117919755248254,-0.6258760900478393,0.5942337069445044,0.5587024058314936,0.7709803982398055,0.6460709969127051,0.4444889475492217,-0.007706143019900482,0.7474125943518677,0.6678607239056024,0.600323184392491,-0.6460307809002925
OFCpost_R,0.9030670925468999,0.7708221709464422,1.0,0.47457619096170206,-0.3768383274981239,-0.18830286908692026,0.4042086183347735,-0.30907665433704834,0.30424879237752733,0.8886981689700246,-0.766048880261722,0.7197354354203902,-0.22345621850596345,0.5192354695229804,-0.8438517993711774,0.7486193408915401,0.5258318020006051,0.8257942067995271,0.5678504728279915,0.5105402240142671,-0.08926896015827925,0.9593400219639313,0.761682272405755,0.7581671184562333,-0.8536787455002148
Temporal_Sup_R,0.3872218763388049,0.46016741636418085,0.47457619096170206,1.0,-0.10257399336336137,0.33785745605204665,0.5131880792134621,-0.04664277631611094,0.12124399896291982,0.538122885103443,-0.30948645424335497,0.27329395722849603,0.0986078692309448,0.5342825237799742,-0.29830104472815794,0.5374569990338667,0.44159774085720616,0.6195090961543186,0.7475896583223233,0.34442218203701114,-0.07834849165715978,0.45456139991383987,0.6398630301817049,0.4102044697333996,-0.3725919167963922
OFClat_L,-0.15538797369089238,-0.35235136558127217,-0.3768383274981239,-0.10257399336336137,1.0,0.23478338686814115,-0.2767856233668207,0.032740434533712885,-0.1312432367604067,-0.3830295014169295,0.5468532816583591,-0.3475036409272749,0.16303654195583706,-0.3426062981499345,0.538914635631794,-0.3675888306249272,-0.12770980587283698,-0.3358098549423602,-0.25129448935577386,-0.2861211714362877,0.20067391877590543,-0.4312890399049074,-0.3960760870035454,-0.42522258178567157,0.4061612269120091
Heschl_R,-0.14274524613847106,-0.03550309504384243,-0.18830286908692026,0.33785745605204665,0.23478338686814115,1.0,0.1627551641752038,-0.3222761015911314,-0.6967890274531086,-0.16690512619313835,0.03337238229736873,-0.32021552076245874,0.19159688869747007,0.3907842003430097,0.07972314711041223,-0.297209675529123,0.3925523946718227,-0.1566840581752498,0.03684540971043987,0.14019685399005974,-0.35616758357092454,-0.2572241103758861,-0.006972224677369235,-0.04580411545210402,-0.05833600107519726
Cuneus_L,0.22183065408355793,0.44352789816749544,0.4042086183347735,0.5131880792134621,-0.2767856233668207,0.1627551641752038,1.0,0.05322306399742103,-0.009297336564804403,0.2894505021686475,-0.36259751660176504,0.19830743156684608,0.24746151748029466,0.6369845902579344,-0.32529379511971485,0.4375412989622172,0.6755963397604702,0.29543697102224353,0.4426263610628612,0.6180216361623249,-0.20761869668113758,0.2697906088052856,0.5866974244272949,0.6052751288188356,-0.3468279533550587
Occipital_Inf_R,-0.451945601209749,-0.24871614502564635,-0.30907665433704834,-0.04664277631611094,0.032740434533712885,-0.3222761015911314,0.05322306399742103,1.0,0.4176307553224287,-0.2553638678157559,0.34528428686723783,-0.13697418101126932,0.15250984286625124,-0.30145872112388566,0.43181907565271826,0.04486340843783883,-0.4489885750075754,-0.2715830652971822,0.01616623660058488,-0.20072443898204834,0.2612796354137946,-0.3133712082765934,-0.22422147020727853,-0.262747602944781,0.5419809588261674
Temporal_Inf_R,0.24475376583627864,0.1816305520444669,0.30424879237752733,0.12124399896291982,-0.1312432367604067,-0.6967890274531086,-0.009297336564804403,0.4176307553224287,1.0,0.35669046811638977,0.12318448354734071,0.3891886640921082,0.008419921116210956,-0.3209123567662078,0.06385390204070815,0.6063889363195453,-0.27558074353386375,0.42950902635664945,0.3320909343051709,-0.028272756001852733,0.6789657472921704,0.39109165775226545,0.26871307782760645,0.13339348851904612,0.1557667852456633
Red_N_L,0.8253024211311416,0.7591036537559884,0.8886981689700246,0.538122885103443,-0.3830295014169295,-0.16690512619313835,0.2894505021686475,-0.2553638678157559,0.35669046811638977,1.0,-0.6414569189914069,0.683473232384587,-0.18631916784242594,0.46886724845134803,-0.7462601231167149,0.6946989916482618,0.3999804469779981,0.8281825582521747,0.6307260507920255,0.43329616385858877,-0.039250349437263396,0.9054151904094074,0.7436914880284234,0.6637898763782442,-0.7621704063020187
