,Parietal_Sup_L,Paracentral_Lobule_R,Thal_PuA_L,Thal_PuM_R,Frontal_Inf_Orb_2_L,Precentral_L,Parietal_Inf_R,Thal_LP_R,Amygdala_R,Rolandic_Oper_R,Caudate_R,Precuneus_R,Vermis_9,Angular_L,Caudate_L,Lingual_L,SN_pc_L,SN_pc_R,OFClat_R,Vermis_6,Vermis_7,VTA_R,Cingulate_Mid_R,OFCant_R,Frontal_Inf_Oper_R,Vermis_10,Vermis_3,Cerebellum_Crus2_L,Raphe_D,Rolandic_Oper_L,Temporal_Sup_R,Thal_PuI_L,ACC_pre_L,Rectus_R,Thal_AV_R,Olfactory_R,Red_N_L,Precuneus_L,Thal_VA_L,Cerebellum_3_L,Cerebellum_6_R,ACC_sub_L,Frontal_Inf_Orb_2_R,Thal_LGN_L,ParaHippocampal_R,Cerebellum_9_R,Olfactory_L,Vermis_8,Thal_VPL_L,Frontal_Med_Orb_R,Occipital_Inf_L,Cerebellum_10_L,SN_pr_R,Cerebellum_3_R,Cerebellum_Crus1_R,Rectus_L,Thal_VL_R,Red_N_R,Cerebellum_10_R,VTA_L,Vermis_4_5,Calcarine_L,Occipital_Mid_L,Cingulate_Mid_L,Cerebellum_9_L,Postcentral_R,ACC_sub_R,Pallidum_R,OFCant_L,Thal_IL_R,Frontal_Inf_Tri_L,Thal_PuM_L,Cingulate_Post_L,Precentral_R,Thal_IL_L,Thal_PuL_L,Temporal_Inf_R,Temporal_Pole_Sup_R,Frontal_Mid_2_R,Thal_PuI_R,Lingual_R,Thal_PuL_R,Hippocampus_L,Cingulate_Post_R,ParaHippocampal_L,Fusiform_L,Temporal_Pole_Sup_L,Thal_MDl_R,Frontal_Sup_2_L,Cerebellum_4_5_R,SN_pr_L,Frontal_Med_Orb_L,Frontal_Mid_2_L,Cuneus_R,N_Acc_R,LC_L,Paracentral_Lobule_L,SupraMarginal_R,Frontal_Inf_Tri_R,Cerebellum_Crus1_L,Cerebellum_8_L,Frontal_Inf_Oper_L,Postcentral_L,Parietal_Sup_R,OFCpost_L,Thal_MDl_L,Supp_Motor_Area_R,Occipital_Sup_L,Thal_VA_R,SupraMarginal_L,Thal_PuA_R,Thal_MDm_L,Hippocampus_R,Putamen_R,Heschl_R,Parietal_Inf_L,ACC_sup_R,Temporal_Inf_L,Supp_Motor_Area_L,ACC_pre_R,Pallidum_L,Cerebellum_7b_R,Temporal_Mid_R,Cerebellum_Crus2_R,OFCmed_R,Thal_MDm_R,Frontal_Sup_2_R,Temporal_Sup_L,Putamen_L,Thal_VPL_R,Cerebellum_4_5_L,Cerebellum_8_R,N_Acc_L,LC_R,OFCmed_L
Parietal_Sup_L,1.0,0.7892541518930714,0.4619123783324234,0.3157675842420191,-0.17126343095919544,0.7683476276962101,0.5483717512574764,-0.09104552057941102,0.6348777320568988,0.24433640847667806,0.8223799058744362,0.9281081821867693,-0.9043314179947317,0.983015287012008,0.7359869360671967,-0.7655507584458876,0.5249854523235715,-0.005705575728791181,-0.7770660702623455,-0.46940507500193046,-0.860773798482817,0.5692875247547269,0.5048708823564001,0.2000396462921801,-0.8082674905412258,-0.778881412375677,0.27672670394893817,-0.9287453236845256,0.2590848452917591,0.8147933724444286,0.44841405416943503,0.4051634933615568,0.8634561111715692,0.8678558079220312,0.51234729061822,0.8941523795329827,0.7110573772730521,0.8821147128932675,0.6166198885528412,-0.5792959606536031,-0.7772646845674774,0.7723915652104703,0.7610680381700455,0.5670481305647096,0.7236757751876031,-0.007285764674335943,0.8369734618473154,-0.9129277712565962,0.4909628831299913,0.5549197727808982,-0.8557990099416253,0.7246821199716754,0.4668802772602512,0.3883931184995306,-0.6499630049511333,0.8199461744116397,0.25236423896164606,0.19827501145491155,0.3468902825534386,-0.6370841306691712,0.16738939256922028,-0.2846527254316941,0.8064918791742347,0.8140277452157858,0.3519811629315295,-0.3343031411943723,0.7576909624829709,0.6778031548959234,0.6183110645713663,0.5010564256166007,0.6573494052653457,0.41642988847811996,0.47650929464130615,-0.6106521433459684,0.5391141405755919,0.4313213087453845,0.021287752083166748,0.7421931912441018,-0.9220934961794831,0.43961499547815563,-0.7031267355321947,0.17550337571870497,0.6920367801868299,0.35070047204666444,0.6903526770785932,-0.834081173116096,0.6734268041051718,0.6481843358696896,-0.8267901410908024,0.007362528164135258,0.6698062764630901,0.5982862447828406,-0.6466303345383444,0.8084785340577544,0.46703640376694855,-0.7765934171957249,0.6471522679322886,-0.07047908427580651,-0.5271529851016687,-0.9340600922352428,-0.9392891844155611,0.6290588330136778,0.9151084110300964,0.38899746202575236,0.8943927444002553,0.4520830104810568,-0.40955748182228147,0.8851683790440168,0.5887508710499127,0.9372882080856062,0.3332304939988549,0.5191718498423633,0.8080994220601747,0.37234129618181455,-0.04283099183240704,0.9608291151316194,0.6272362575300828,-0.7698536682054017,-0.49598777382885206,0.8156024624211005,0.491373566506685,-0.5227060844621914,0.40308402974239516,-0.8152092768652348,0.8230483669445834,0.5352159119919719,-0.9083584252181908,0.6696896811196642,0.8461098517244574,0.5822126143876091,0.2455089958370309,-0.8936652563923492,0.5386620578340484,-0.4370277509066033,0.7321084434829384
Paracentral_Lobule_R,0.7892541518930714,1.0,0.3567312712372643,0.5790834821693045,0.02018372212624579,0.7374157016837134,0.6573331173136642,0.2098588911507163,0.29028580754589545,0.10928689529199671,0.5139274540992301,0.8703692349108245,-0.6447176773909428,0.7870811480577806,0.7059211521307899,-0.4675198211978281,0.6208822062015065,0.04710743652301833,-0.4456924421889558,-0.23538728836638567,-0.6704242558665776,0.41319089096304834,0.43159849974985476,0.16013261177699212,-0.5552251620821451,-0.5069563466339654,0.5786193266598249,-0.6767876658132223,0.4677718948148673,0.695379296281509,0.5342825237799742,0.41375163147417227,0.5279689313027135,0.5659432072913385,0.25481709630395327,0.6327547629233586,0.46886724845134803,0.8216178684619746,0.5901015897245825,-0.13982229151914116,-0.5856032147135262,0.43654997755879565,0.42121829740086325,0.6485450028725414,0.3291210241546579,0.010436359089045498,0.5915345787419094,-0.7017242186913808,0.6091957955411117,0.22162513845008674,-0.5833939258643392,0.5632805154282466,0.2727638447323434,0.4736275816940726,-0.67964517582292,0.505951549109909,0.20100771039294754,0.24767698481094805,0.12852947137896586,-0.3084437310494296,0.2038229988545503,-0.046934129421857186,0.707818886506082,0.7352528802588614,0.24998203024196508,0.14081489473199785,0.4085160212762139,0.3298477150172303,0.2689660347235253,0.34954192360174013,0.44233030909412435,0.5089263571656145,0.5872994287380081,-0.14903011727472745,0.49600719500415136,0.34530897136076205,-0.3209123567662078,0.37974303094052914,-0.6056988981537276,0.3417680142509358,-0.4473661862948455,0.3646574263913583,0.5832901777937199,0.3912311243977714,0.4357482522746064,-0.4929482161174082,0.4465173912073739,0.5117919755248254,-0.5848020944488802,0.1734745229935573,0.3921178703780329,0.2566841957506586,-0.40945318905547456,0.7382839420493217,0.45460293979493677,-0.5223372149272564,0.8326022745182176,0.314484776364265,-0.4310441286257133,-0.6503402308412789,-0.6716670081608305,0.504960610868704,0.746251850341425,0.45808988671777007,0.5881662362564865,0.295993934260032,0.12428808694632344,0.7618329327151662,0.3977118275789417,0.7171064466634323,0.1716863183237745,0.3557396431063701,0.6401419518302321,0.5853282599513745,0.3907842003430097,0.7461674966917599,0.3766024312150666,-0.4116101548909379,-0.002785346137149086,0.4484900286170868,0.4023169012747146,-0.44577296787683296,0.07656555803408335,-0.620513847872231,0.5530574293076664,0.3859296872069631,-0.573524252364443,0.7084212093122472,0.593888977943491,0.4706066177185386,0.3305714870843667,-0.7256115390411428,0.6801521947040259,-0.6002615698799011,0.4245011526997876
Thal_PuA_L,0.4619123783324234,0.3567312712372643,1.0,0.5394341871915752,0.2077015265892816,0.48734842039777554,0.44766430882641306,0.08977779805547378,0.4560554347484521,0.1391440077290045,0.3413314382840901,0.5319971762818383,-0.29278772087603677,0.45612380206280284,0.5397085685421388,-0.2279273749295553,0.20871326859952474,-0.18218882427590732,-0.1669530937809944,-0.1938634204413488,-0.36844899353246596,-0.01823867594455178,0.33752319381692536,0.2088657873425411,-0.29100321100422455,-0.11837421569305687,0.44947973447170175,-0.4001384138526991,0.12434582179039569,0.500017225511614,0.4351378931333943,0.49725271552352035,0.3301574696094409,0.38801886419627263,0.02513128158816546,0.4077852832839375,0.2608672457545597,0.4716880997228141,0.3218020471302709,0.06350367998042783,-0.33472474851135176,0.243730694656663,0.2896232268474346,0.19754220772798164,0.27635072675501754,0.3598644932992678,0.4721241345282671,-0.3738737675272982,0.5072973726980337,0.06262193767948238,-0.33400492462690856,0.35648289721169,0.2317188678784654,0.1987936766062585,-0.42086139482012314,0.3751423936963589,-0.031120714859589782,0.1859281192444543,0.23733682919532997,0.04177029744135265,0.17074619893806245,0.1254921564680531,0.5070425412316404,0.6019840007270431,0.5369205477520645,0.15987511411807664,0.2252321679432275,0.16833333214986632,0.1632150901472781,0.5764036957743542,0.3941915896846477,0.3917104257835817,0.4895388413615245,-0.02826611293620141,0.3588264827801451,0.2715098487887401,-0.13522610832411308,0.20797375627508383,-0.3581575298860003,0.59667844834252,-0.21932004988465414,0.3365442984812882,0.7747495792052024,0.2925787388785275,0.46484523262460714,-0.17946221693838343,0.28172835664186796,0.3023511144988379,-0.3531652182374606,0.08118561226700899,0.2376190606147373,0.07669405096300101,-0.20600853052207463,0.6091939245678855,0.24326977694863103,-0.035592679615876796,0.4535419107956937,0.2601305532979792,-0.18837940925551735,-0.3739198112041988,-0.3657783494314684,0.46226495615239793,0.47203054412523426,0.39424514798913973,0.4360072385324739,0.5742017287882791,0.016964482974877373,0.6005540934691652,0.22157174334845162,0.41665084072839476,0.650817678022639,0.6492672623438986,0.5979763550720024,0.587731453143746,0.3195526861198645,0.4593347761468863,0.33806567177686925,-0.1787607481696778,-0.06316072538448526,0.2832271125999852,0.10069466706129689,-0.2102681348375323,0.09422026116048576,-0.42746876889444824,0.34301794578636025,0.6412739205652952,-0.3747813251539666,0.5778170791210275,0.39702056580693906,0.4139479412359593,0.29272252858511516,-0.4086049840918959,0.47384615192912916,-0.11623745435658465,0.16719938297156198
Thal_PuM_R,0.3157675842420191,0.5790834821693045,0.5394341871915752,1.0,0.10671543919295082,0.5160477823350185,0.6062085595748982,0.7098219662998909,0.01312284970837509,-0.19811328909362128,-0.03941117412907787,0.414749726649785,-0.056974130602149925,0.30759195829293556,0.4299618863386358,0.10694907249126559,0.22605273046884256,-0.31214107648364997,0.1759403813162747,0.05453882300360063,-0.09325905370889655,-0.12025387560201783,0.004638184959364932,-0.11723788935621397,-0.19950879195418814,0.08105499150843748,0.6582487651532712,-0.10142953706494169,0.47268440176251464,0.2311236132150595,0.34728940828156646,0.3068652156737813,-0.06433812478294242,0.041838846510157554,-0.31138984153942917,0.06068316809700816,-0.170260283723213,0.3256884831372622,0.21200864518574944,0.44644126026238456,-0.1124625177129751,-0.24360362278737782,-0.24503669984000429,0.22942656854237906,-0.19990876698201315,0.13955146408588648,0.12079585557409665,-0.19421692102075822,0.4529651596196365,-0.3392859375318595,0.039490810868920576,0.12227597587525528,-0.1501502048523466,0.16167599534861946,-0.3916609988884372,0.004450191673034269,-0.1714591354214855,-0.13015824579437718,-0.09836765224386196,0.3130954137657558,-0.06928655491164691,0.3501476021680977,0.5506804309560678,0.3715101065411357,0.22561853515849375,0.5467064158129873,-0.27090302102861424,-0.3059591880131498,-0.19011625315904798,-0.07223110468457057,-0.04263504334500891,0.8494216957684392,0.3863804138059215,0.43479363392070036,0.027925611919721,0.28621451263862574,-0.49622264962194457,-0.24931543284388163,-0.07483506202710757,0.24301538582270368,0.032172874805556737,0.6960435377128898,0.4265582676285453,0.18898832956639458,0.09854622852754563,0.13959456648488244,-0.09391482065030103,-0.02130403543946546,-0.13863724362278418,0.022910119186819792,-0.16206644173567872,-0.3217718637376463,0.01546085637214175,0.5416098770514229,0.42574935075647435,0.08730863543630954,0.5386851993051462,0.6598151497429687,-0.3888625537555518,-0.07889585951099909,-0.09020419391837535,0.1134767393659894,0.3318194294759358,0.3693035130783618,0.03098678917305841,0.006233826096423593,0.46720514884894754,0.49315414148451797,-0.12001756476705301,0.26669400698009355,-0.017601066462739262,0.23696107657646884,0.2254714704694294,0.7160225885941308,0.5475747870811462,0.26012325507187467,-0.11891739670565299,0.14223431268384049,0.38037089651919803,-0.1588850049870711,-0.13987860636783145,-0.035807140913085886,-0.22064288630125234,-0.16715665438812824,-0.04794193590034956,0.16995006535429918,-0.053285471032717066,0.5407978214395619,0.0613703211994784,0.029793884700549927,0.15465045792234763,-0.19514167215221714,0.6453703422848481,-0.4350324327504202,-0.13407097193458029
Frontal_Inf_Orb_2_L,-0.17126343095919544,0.02018372212624579,0.2077015265892816,0.10671543919295082,1.0,0.22332010223505996,-0.24237156226965326,0.001824414424265844,0.031599164411833955,0.21743946455054064,-0.040843143480147254,-0.02232661663596399,0.24388480344131938,-0.09834324090517282,0.12110979646046062,0.20755982614006188,0.33166416293463463,0.23788282551084008,0.1633050157025527,0.15997555355606483,0.07219460059729324,-0.038253468203564955,0.22676555958565586,0.10535935481375591,0.4834559307809069,0.22963859274646922,0.29322233166921075,0.11462043101680443,0.18240853469245757,0.15415277568441055,0.1577645790700669,0.5377152741878308,-0.14849205553287803,-0.08240797248923001,0.009813787781185825,-0.0260826075564987,0.027187074489593066,0.0023307869425183494,0.21939620567148968,0.39702047421592435,0.16327816183853575,-0.15093241495731208,-0.032177826301894634,0.42765063136295967,-0.059342005088538055,0.541605507802433,0.07212825614116415,0.2813954828436407,0.4489335274990495,-0.1203949754985685,0.10906100964639623,0.03978226530773428,0.2910226451426818,0.287641368461453,0.03658520911311021,-0.029883422644077052,0.34045341065034923,0.3556466115910637,0.3296613317142671,0.15223720264176493,0.39493408265578145,0.20246654203951917,-0.1990836704554345,0.16162236299433713,0.3503495755305935,0.16979334041873775,-0.11443613231860252,-0.012583710610942397,0.11892110143163706,0.2579530863433783,0.3696731912970429,-0.05908749963151519,0.4577963673890774,0.20730329257429966,0.3075964813948423,-0.03871512654068911,0.0038736932396525934,-0.08449769341815191,0.3215696762479715,0.4348072844166858,0.22764105996282777,0.005841948247176411,0.29653791258308043,0.272259788383384,0.0068486544106008485,0.24282510228840148,-0.19209172539749197,0.10710203544325222,0.44837538651997644,0.41468846089673683,0.0730029881685371,-0.15570843975584134,0.5622686251718915,-0.12802193177595758,0.033200654919686726,0.3308310584267281,0.2236647656826488,-0.05133434055999715,0.5096323318496268,0.15832004304714992,0.19968427903331507,0.37705765980961853,0.08476837003627032,0.025311228091937178,-0.1331744124703001,0.23860161219076034,0.5264991816517173,-0.1557126980761138,0.1924810375353522,0.01377727730662363,0.4169427758894084,0.18442895753882754,0.19610818824571485,0.30307477829667245,0.3141900508169081,-0.046198045207915664,0.16613678625644746,0.1588042033920899,0.5419332523016706,-0.12300178192832377,0.15734163602183293,-0.032595205965181125,-0.14016800255974954,0.11162003748042734,-0.09204791464116814,0.2134583340094407,0.33851474601315923,0.20801191103953617,-0.060104161002789105,0.21983228602573568,0.3888522149090872,0.1776422889844868,0.1312699851155807,0.11920389208878446,0.018556962374218985
Precentral_L,0.7683476276962101,0.7374157016837134,0.48734842039777554,0.5160477823350185,0.22332010223505996,1.0,0.38550506509452676,0.18841918252125742,0.45690536878416954,0.14198291427445967,0.5175294921487624,0.7722446002714334,-0.5529155473925489,0.8243252115734193,0.6342004583478732,-0.38467312404199794,0.6586919817419249,0.029725816745459283,-0.5109152572077981,-0.21804561742970693,-0.5645720660237981,0.3085070899318423,0.30500388110111754,0.015831317428259876,-0.5059131302361344,-0.48873721548515986,0.5104443211302823,-0.6155772216982732,0.4995362392130749,0.6999156542596207,0.34442218203701114,0.48634326511502846,0.5137174810783893,0.5569021847939204,0.18958296583159898,0.6027527150912722,0.43329616385858877,0.7597658790890723,0.5337414242378918,-0.16473700678286105,-0.4421534962282237,0.3628164087095432,0.4099203882065401,0.648910007292665,0.3971031810658708,0.1607926725000195,0.5899985235050211,-0.5818069843488881,0.666359164898888,0.22283692151222262,-0.5048852328659327,0.46830994465404946,0.36484671651524236,0.36088048780172177,-0.4514180348464537,0.5540056729293541,0.14922603669578435,0.20270332628331506,0.27365523430620703,-0.2969995191181773,0.17785652167950042,0.06674425517864246,0.777392500529886,0.7199767222198519,0.3381503821857257,-0.14012277627361477,0.37146815877550127,0.35915595739599576,0.4718869779707596,0.40659184289542044,0.6173968583429733,0.5184028730682402,0.573989893261215,-0.3097671031180403,0.4453987575548944,0.27908349307429303,-0.028272756001852733,0.41008772889698974,-0.5562487236954947,0.40963849072855346,-0.3617055438824825,0.26590780924401036,0.6952259484845493,0.2779768212186364,0.37062819832006205,-0.4918602175453324,0.2613963846963817,0.4444889475492217,-0.36293938992285185,0.0992502856026594,0.40323907444424795,0.2395348347579284,-0.07036764120341042,0.7081161591078035,0.46254845080169005,-0.5077604029060747,0.7266940409924482,-0.026506634049524715,-0.433990425305206,-0.6094630003159462,-0.6087028018208602,0.6516174693306643,0.9256317684499531,0.2610563313555097,0.5411276369568627,0.3247360136876277,0.08394118590442663,0.7723772627176224,0.42154016494021224,0.8739294481261004,0.2653894264214814,0.38706373741239314,0.6647611691454287,0.5560819051464824,0.14019685399005974,0.855066331127523,0.36159305632691313,-0.5141559098060002,0.033959512389047576,0.48071494718603336,0.256825524187772,-0.28497203910228813,0.1881571988815209,-0.49149726850709186,0.5259338454093752,0.47715064123741735,-0.5312240871523588,0.7485997323576853,0.53153686784937,0.39908400545061196,0.27193694952792785,-0.5697596336267078,0.5872351439253372,-0.411929806169134,0.5314053639425821
Parietal_Inf_R,0.5483717512574764,0.6573331173136642,0.44766430882641306,0.6062085595748982,-0.24237156226965326,0.38550506509452676,1.0,0.4686267248252472,0.07359277603999373,-0.1901860984265012,0.20896398339285407,0.6488832407098234,-0.4904421824553431,0.4808098572083112,0.5008644792309299,-0.3093332310910409,0.22888278051899463,-0.24800007169726018,-0.10443412071175454,-0.25767128412462464,-0.4966826423953437,0.14370165813683888,0.19470315983073824,0.23990452476612306,-0.5629741176148906,-0.3006897820667571,0.4445224489205403,-0.46963269895405824,0.22490005133751384,0.39183295137568497,0.46379419194311605,0.08668910717997251,0.2646209770535018,0.36673332302744854,-0.06668612230948819,0.37619476503532423,0.17892684674024642,0.5700896549949931,0.27489709199734746,-0.00828683705248884,-0.5024157533791481,0.21889855280550577,0.12440612187958719,0.18164533116597875,0.053848135534171664,0.01823789247468056,0.36565923092021435,-0.5464459975172695,0.37544916341990037,-0.003364928647647217,-0.3928284388393091,0.3894889194530379,-0.03272757274908863,0.1978424994818096,-0.6938105783156278,0.25464011856392205,-0.20110028244124925,-0.03216646954970023,-0.08916573483652661,0.07133641547563285,0.028436078348071433,0.03312023317503594,0.5910315639725677,0.5072425054604623,0.27804900074649613,0.43099775238571725,0.1455022719183696,-0.023535891913190242,-0.12756953131204227,0.21149484351711884,0.050417855021042866,0.49565677319859774,0.2938261894795224,0.18373127535509887,0.19401497085052655,0.31025464145921655,-0.548864193344339,0.05520147308611204,-0.45860680984372154,0.10848518046048296,-0.37711865351358664,0.490447912302322,0.4608730152840705,0.29109207783348173,0.3674953782868964,-0.23612904534249485,0.3736951623131821,0.2814865682364851,-0.6211928113978099,0.013759038321483837,0.11828724734709158,0.01822369007893392,-0.5256748675719786,0.6966601775963079,0.26342861622077285,-0.2836363966701861,0.5763096738843692,0.7049666427616833,-0.5304913801276123,-0.4398637196430079,-0.460097357481416,0.15153776229207233,0.36960251278991296,0.5027349965814772,0.3858677149399786,0.29036039487105686,-0.017258960341432688,0.674586762871097,-0.0036071838691806644,0.3446504308299361,0.02127126099458377,0.3161050935826549,0.4181022770741898,0.5716924732725885,0.4073832412654738,0.4227113273023293,0.06787279029565435,-0.08935311008667408,-0.11380736300023123,0.14443775492189057,0.08459690194152482,-0.3947293225018075,-0.08967538221874263,-0.5566666695418727,0.37104370680578547,0.3339646014628995,-0.45602267682050646,0.5254506740414259,0.3281139895614527,0.23311757557185545,0.18799014042311926,-0.618029185775201,0.6432724202569989,-0.669160864596939,0.04948444885027625
Thal_LP_R,-0.09104552057941102,0.2098588911507163,0.08977779805547378,0.7098219662998909,0.001824414424265844,0.18841918252125742,0.4686267248252472,1.0,-0.4623842081443513,-0.5303699164804784,-0.4697100308541316,0.008947512268343774,0.22174721370387443,-0.1106541215853744,0.04581364732950901,0.33519906638436,-0.04210064249563401,-0.39972038731001885,0.44261537986924626,0.11069828063881616,0.19553445996754912,-0.31775763203611784,-0.3977515511163946,-0.14221978160930707,-0.005953886577059563,0.2874556243337616,0.4218363110454281,0.26076392303600004,0.373497271646213,-0.18890850294817046,-0.02406010450050774,-0.10174230237961097,-0.47452090151832466,-0.32468137482873355,-0.6274240950572021,-0.35539409088998336,-0.5452384430868938,-0.06010667703947543,-0.12592508292018706,0.5482358814991652,0.13517314627428276,-0.5538674517174547,-0.6065721641119702,-0.02713163382245505,-0.6117759328731209,-0.01688274162662536,-0.3164037658759874,0.10139751406474756,0.2307032365152966,-0.5940488170063599,0.3555942643704052,-0.23765425424583284,-0.47550277630746973,-0.17068113301095605,-0.224845316342131,-0.3883947405671721,-0.38392539919881374,-0.41407287919900615,-0.4044681897008198,0.5832444668464714,-0.2737875042260834,0.3377581413947719,0.22243450931232062,-0.07812523406547342,-0.04707998731567172,0.631539100652331,-0.5877534574758442,-0.6702896373209013,-0.5593593370945568,-0.4488027533903024,-0.44526051198569666,0.5865950393244485,-0.014162291337259485,0.6751362442861308,-0.30723280721425117,0.01545502514246964,-0.6653054063187719,-0.6356081068572184,0.27410082881727377,-0.23584270047738404,0.18194802415712752,0.6626079627271595,-0.03361319929137217,-0.11623200280536464,-0.30742653764166655,0.3897668015163041,-0.35915627940940514,-0.36888135274511813,0.1401544711185742,-0.13494025280618352,-0.5046966253668008,-0.5525533023672642,0.22511933070004017,0.14733736665138428,0.09613595750221605,0.23185272406331126,0.22007785849636388,0.706352629279734,-0.3228208756564684,0.27810207647178925,0.2624805536202883,-0.30487653443986235,-0.07880845201343674,0.2037218784772481,-0.39107870360789965,-0.25633728127414573,0.49019371014963603,0.09326879729979382,-0.4859481329137565,-0.1260977850374034,-0.4396009723776991,-0.2348981733793215,-0.22109431137285007,0.4621651013357182,0.48434795762278166,-0.14699349125214567,-0.5149342045045301,0.4414825462558216,0.4775186003213544,-0.5695807239869916,-0.41449691870854677,0.11543752428185962,-0.5415346375802111,0.12302588143811138,-0.3406237429110731,-0.11211065848288694,0.28848358855420075,0.18237318589244,-0.41075971522455207,-0.3636107833994739,-0.14143449927201007,0.10639099702974066,0.4037922228168326,-0.5173342405666167,-0.45092083286381773
Amygdala_R,0.6348777320568988,0.29028580754589545,0.4560554347484521,0.01312284970837509,0.031599164411833955,0.45690536878416954,0.07359277603999373,-0.4623842081443513,1.0,0.6874018427116099,0.8108277779419496,0.5583864128435244,-0.48009643871425517,0.6651426210238046,0.3931051159396075,-0.42420081726694026,0.42153340565870506,0.38508593021252385,-0.6074554356405536,-0.048218981304468785,-0.4436010353454089,0.2626591198155784,0.6775243655530262,0.09214905992789432,-0.27002838294679116,-0.4011876012209664,0.15804223686291766,-0.6002117174625854,0.07525118897286065,0.5986238379159263,0.5374569990338667,0.402852699667146,0.7472047116946429,0.6799887177825257,0.6565412045359084,0.6695434156278484,0.6946989916482618,0.5878270377987435,0.36653077072504975,-0.4660582530691064,-0.2941442575316828,0.6447545187418249,0.7554916804270531,0.2849614376908253,0.780706890448876,0.19094114493323167,0.6319394333472134,-0.47856333434319936,0.1278648480098748,0.6560288907238088,-0.5611195267799916,0.45556809147555133,0.6012115630960686,0.4325626210983867,-0.042327831257336336,0.6632885100937257,0.46495547854205294,0.2634507342478081,0.43868610844345984,-0.5938111791888432,0.2708484778880205,-0.035725858556936045,0.456607120239102,0.5977599065240204,0.3073997538641311,-0.44671543028671273,0.6710290581662747,0.7314708622354824,0.754077112811299,0.6028737424410874,0.6174129057769949,0.2441431386506497,0.46266019797197233,-0.6437048026322122,0.42114618391432407,0.3498703729229176,0.6063889363195453,0.7885245633856991,-0.6021674325760761,0.6277019505994159,-0.2901503706537356,-0.04058480640127623,0.6316444862079811,0.4561372295774881,0.6326433513287151,-0.5885986006901097,0.45981650108126126,0.5942337069445044,-0.4197213517555416,0.1783135903271856,0.5995871704154092,0.7053512537232203,-0.37308070969271756,0.5417257915738324,0.4202641441852027,-0.5166224757048837,0.3799593854759341,-0.34589983850618616,-0.054817517930619813,-0.6244859546613318,-0.5963677551749312,0.6083134625768579,0.6380478366935979,0.11050854503358926,0.7125162433405746,0.4661943297732356,-0.39819226988868844,0.5827261297206698,0.6951893278111692,0.6704536425452657,0.5998338944965536,0.7654578451669711,0.6657983240222146,0.010906724414836002,-0.297209675529123,0.6717673965861104,0.7657236061269979,-0.7320111311601594,-0.3948616185595478,0.7926542617622961,0.33194485607488816,-0.08233992816808826,0.7992900080853259,-0.37321990479683365,0.6159878597459163,0.40481104859574446,-0.5969242806516103,0.32570968513770143,0.7899139431795156,0.6904142672304538,0.3765346622362082,-0.42935391655390115,0.017299916026840785,0.22081055357052454,0.7579446453147527
Rolandic_Oper_R,0.24433640847667806,0.10928689529199671,0.1391440077290045,-0.19811328909362128,0.21743946455054064,0.14198291427445967,-0.1901860984265012,-0.5303699164804784,0.6874018427116099,1.0,0.6372013707853664,0.273188110625069,-0.13240419017248575,0.29712654924155885,0.18011655343893265,-0.09903812075814489,0.33903024601113124,0.6392712124915072,-0.4026940375418358,0.2092456408283857,-0.15309476884312215,0.18076283900560233,0.8080768635073112,0.10805595512836767,0.19254013033778505,-0.062142445090624374,0.08510648489920623,-0.27316322190904174,0.03452943152647542,0.49058660581731306,0.6331410223856232,0.3620206512082492,0.48922580494375173,0.37168088561772156,0.7205338107287595,0.4165113333264158,0.5853953367385859,0.34971217054081644,0.2964582206715302,-0.2248947345063863,0.006500309151098486,0.4463578192686451,0.5872464506501845,0.2157547443003522,0.6041742582922147,0.349500701183489,0.364991116151029,-0.0575842797954638,-0.0038369702513028616,0.5298798642408126,-0.30449118244069523,0.2976287383070445,0.5549433056022574,0.5576309647607586,0.22063226533130192,0.41734756984059274,0.698342741144456,0.4076160935086773,0.46735732405809977,-0.489120452949036,0.505361507735791,0.07937955815137873,0.05338642220048995,0.40852867513220686,0.3019789786843701,-0.23305193587527548,0.4825366221136452,0.6099881629969884,0.5808922451354495,0.5339266759748182,0.41670857282274615,0.02130466475755467,0.5468498267531121,-0.4169061737747817,0.35275301966488254,0.31862054557763303,0.6834494449655721,0.6471028245734307,-0.22498322169747492,0.5928315791181628,0.05264656900149116,-0.20518954775779752,0.3081035541895112,0.6708572374510049,0.417155807786925,-0.2822837614991259,0.289000505692318,0.5199555494522315,-0.07566364309385822,0.479909578261621,0.4712267598196126,0.5423004543992868,-0.12305531700241748,0.19441446393897743,0.3449974813815094,-0.195953394256067,0.28251491152290864,-0.3156128654214482,0.28470243973000325,-0.2931253609263363,-0.24076551337391353,0.51999389219035,0.31673898138497414,-0.025723848650636878,0.42099171720605333,0.3725141482590127,-0.09329612429136185,0.18862602053993935,0.7278075541283499,0.3339339680314312,0.5928101402816882,0.6467907001286417,0.4202381147058333,-0.09686603549057829,-0.1672599874012909,0.31109872911874076,0.7521604908114775,-0.4389344227754384,-0.07466224249085056,0.56121911393645,0.3413740442796899,0.053514353562714265,0.7768023128922107,-0.05243026153923026,0.3380158077227456,0.18455633801995752,-0.20460208241557273,0.1522022812720942,0.6167390316870053,0.6414389894195617,0.5592752906599977,-0.08835355628344788,-0.1802803689442756,0.4576225878552125,0.5702238497760608
