,Frontal_Inf_Tri_L,Vermis_9,Heschl_L,Parietal_Sup_R,Temporal_Inf_R,Cerebellum_7b_L,Rolandic_Oper_R,Caudate_L,Putamen_L,ACC_sup_R,SN_pc_R,Supp_Motor_Area_R,Thal_VL_L,ParaHippocampal_L,ParaHippocampal_R,Cingulate_Mid_L,OFCpost_L,Calcarine_L,Cerebellum_9_R,Frontal_Inf_Orb_2_L,Thal_MGN_L,Vermis_8,Pallidum_R,Cerebellum_10_R,Frontal_Inf_Orb_2_R,Insula_R,Fusiform_L,Cuneus_L,Cuneus_R,Angular_L,Frontal_Sup_2_L,Cingulate_Post_R,Cerebellum_3_R,ACC_pre_R,VTA_L,Olfactory_L,Fusiform_R,Thal_MDm_L,LC_L,Frontal_Inf_Oper_R,LC_R,Cerebellum_6_L,Rectus_L,Thal_LP_R,OFCant_L,Cerebellum_4_5_L,OFClat_L,SN_pr_L,Cingulate_Post_L,N_Acc_R,Paracentral_Lobule_R,Thal_PuL_R,Thal_IL_L,Occipital_Inf_R,Cerebellum_6_R,Thal_MDl_L,Olfactory_R,Cerebellum_3_L,Rolandic_Oper_L,Rectus_R,Lingual_R,Occipital_Mid_L,SN_pr_R,Temporal_Mid_R,Vermis_10,Temporal_Inf_L,Cerebellum_8_L,Thal_AV_L,Frontal_Inf_Oper_L,Vermis_1_2,Occipital_Sup_L,Occipital_Sup_R,Cerebellum_Crus2_L,Red_N_L,Occipital_Mid_R,Thal_IL_R,Vermis_7,Cerebellum_10_L,Thal_PuI_L,Parietal_Inf_R,Thal_LGN_R,Thal_AV_R,OFCmed_R,Thal_PuI_R,Cerebellum_Crus2_R,Supp_Motor_Area_L,Thal_VL_R,SupraMarginal_L,Thal_VPL_L,Postcentral_L,Raphe_D,Thal_VA_L,ACC_sub_L,Precentral_L,ACC_pre_L,Cingulate_Mid_R,Cerebellum_4_5_R,Frontal_Mid_2_L,Precentral_R,Vermis_3,Temporal_Mid_L,N_Acc_L,Angular_R,Vermis_6,Frontal_Med_Orb_R,Thal_PuM_L,Frontal_Inf_Tri_R,Thal_LP_L,Temporal_Pole_Mid_L,ACC_sub_R,Heschl_R,OFCpost_R,Red_N_R,Temporal_Pole_Sup_R,Lingual_L
Frontal_Inf_Tri_L,1.0,-0.6271688396412952,0.6350301283949611,0.24496247708253632,0.24487494455141012,-0.650870402240299,0.41670857282274615,0.6475575790669109,0.7029728290790066,0.7414313554074524,0.18002414282920334,-0.2695853410799127,0.4991104417449804,0.6494696158558115,0.7478180673036289,0.7115026888536059,0.7381171057896491,-0.2587061244879301,0.2999998364496451,0.3696731912970429,-0.11829541176607962,-0.534042926573358,0.7650897706983492,0.6382307116064279,0.7573284630799991,0.42671096793663676,-0.6217027210341154,0.3065804906520106,0.42424522245926205,0.6897206158321766,-0.40458966690002807,0.40546917911014374,0.4535771700395189,0.7652817312486412,-0.6240762884316113,0.7692936853983912,0.23143421058098126,0.5009815687307069,-0.4917219622595875,-0.3242337431761399,-0.055658636799544414,-0.6204980364343613,0.7762236556573935,-0.44526051198569666,0.7382172938756042,0.40482538751259217,-0.21510669183477862,0.7536947936982793,0.5635976550532085,0.22584007286601435,0.44233030909412435,-0.17475281341207397,0.7038772059939966,-0.42427529220329585,-0.5313431969402509,0.6106658414358968,0.792359731823639,-0.4839982023677971,0.7564546445987095,0.7366249208953898,-0.5013824575151163,0.37679229763693883,0.6840634508646177,0.35658420620106807,-0.5620487226381257,-0.6108252759362403,-0.6724521169753447,0.4888928243883391,0.8380881230217078,0.4286254500608869,0.505765311448704,0.39031112205104235,-0.7075692533923567,0.7416264103426704,0.14586960487212441,0.662397370144587,-0.6617812775651197,0.6736717952120337,0.6717466866477704,0.050417855021042866,0.6944149869301833,0.613538880798632,0.704238815219948,0.6522866190531411,-0.601555601449342,-0.3194498439738423,0.5195681588444239,0.7345366094767283,0.5803906221866817,0.7329171827803407,0.10193179852424507,0.6992115434454061,0.7168932904817199,0.6173968583429733,0.7583780587613033,0.5538708528618574,0.2309699107667809,-0.2120144154417975,-0.6452237900128965,0.13013965146455045,0.07982154140862154,0.3370209506291559,0.15006067618747523,-0.3398146375028118,0.5832364448335426,-0.02424981218827725,0.08235817143537383,-0.36532451085675544,0.4828256294587593,0.7463575093063513,-0.034611615192163624,0.756339685586698,0.5167824282696744,0.7213305685839432,-0.5939937769712751
Vermis_9,-0.6271688396412952,1.0,-0.5812852983256123,-0.386847425695586,0.06385390204070815,0.9739717749479644,-0.13240419017248575,-0.6671520990991098,-0.7817889499890617,-0.5830608987253939,0.08849179789959172,0.585941415124017,-0.33346158678272003,-0.6984738590479607,-0.7233670713782197,-0.692289692154895,-0.89012660200795,0.589897451001146,0.10898244969514584,0.24388480344131938,0.35318229942181206,0.9317246610894421,-0.7150747914073099,-0.37029142510673363,-0.7948874834088875,-0.18736822121762983,0.8907429459061311,-0.32529379511971485,-0.5888745994187617,-0.8445131517258385,0.8828363092265931,-0.25366429641920274,-0.2851143197231487,-0.7996112194116486,0.7109644719603246,-0.8291097875083535,0.20122452413232866,-0.3634498678005651,0.7967699488444487,0.8381352503962334,0.46917486787084844,0.9722558952433819,-0.8314604814610871,0.22174721370387443,-0.587782459974956,-0.13884987184177852,0.538914635631794,-0.7484130397237911,-0.2799579426887503,-0.28383390948759124,-0.6447176773909428,-0.02703318158799081,-0.5640659002047949,0.43181907565271826,0.9137810823561121,-0.45396233911970796,-0.9006626696861368,0.7638666169117407,-0.7432923142036355,-0.8842290770728768,0.8834522893576477,-0.5569777604883738,-0.46789937141129323,-0.277316660722486,0.9049021118275588,0.7427583805584878,0.9765579732106638,-0.5450514719163466,-0.5453439999049468,-0.2259210936938172,-0.6803435379318071,-0.7287192922506799,0.9650921353731353,-0.7462601231167149,-0.5440275470484623,-0.4698248127457846,0.9448425908744398,-0.7824136536743105,-0.32969392835810585,-0.4904421824553431,-0.6583368371281492,-0.5332551254783725,-0.8602919205458388,-0.3322712865540813,0.9260938664027383,0.6783728788674966,-0.23172784721112838,-0.7925976657061599,-0.4026218892307237,-0.755409867736685,-0.07476008770905701,-0.5759691323468193,-0.8460126364731484,-0.5529155473925489,-0.856851106365952,-0.41578328817255156,0.06995673439623636,0.7392259935856635,0.6739596959665908,-0.012583686789642383,0.1272709676746105,-0.4949020846541784,-0.5420497023961628,0.6977914922577688,-0.6014209220561048,-0.13781468744767983,0.4967470828366885,0.06164391762028348,-0.779670990967578,-0.825619510235603,0.07972314711041223,-0.8438517993711774,-0.19637370830819437,-0.7329727727489792,0.9321947898058899
Heschl_L,0.6350301283949611,-0.5812852983256123,1.0,0.16199198213991056,0.33172675461228757,-0.6425680836764784,0.5526659103707918,0.4963975307092917,0.7622409081394087,0.6367465179224222,0.35298938586616546,-0.05721067595279712,0.4095114870357317,0.5014208872286267,0.6407323274248421,0.6956795557110947,0.6626854268672572,-0.04745720387941317,0.20673820637001933,0.17310395722147312,-0.09745295987982695,-0.583076727689098,0.6349100414565961,0.42492329623318337,0.662432483224812,0.5293205511699366,-0.6261477671575469,0.5149127759058928,0.6230663528280298,0.8112460652385258,-0.4058144146657787,0.49320178839159967,0.5264065794911279,0.6964574319232195,-0.5209372470076814,0.6778753566889437,0.3268150343620762,0.5762881551658816,-0.5895753300095575,-0.3836567508729073,-0.1462292391661411,-0.5750413503382771,0.6867634021086175,-0.21579979732800256,0.7209394052878844,0.4324250365413112,-0.30321462939799176,0.6223468997976529,0.6062001801636276,0.532925317617998,0.6372379078824122,0.14571691199023254,0.550202491890474,-0.16897302731256794,-0.4723627575537815,0.25679977956524597,0.7003929420817558,-0.34715217330180465,0.7317686627191593,0.6516969666148514,-0.3767872230353407,0.5941718803180509,0.6520956236873745,0.551256820426012,-0.5706454611300305,-0.7185860448676451,-0.678756360453905,0.2928432019517531,0.6312256856859169,0.4336272925493413,0.6701274514603992,0.6012253314962498,-0.6966971028861456,0.6513077003420381,0.4560400310179602,0.5378310245618207,-0.5888445561913374,0.5562556426324753,0.5061173194640484,0.2095621828593953,0.6499090771397863,0.46768256202767033,0.5972321316222349,0.5906697547394345,-0.5037190887231301,-0.10281265838224511,0.44044401041555936,0.8335757525739093,0.3909424655324332,0.8657794563867441,0.38222329014194273,0.4920749324726186,0.5365151382887863,0.7664236703854702,0.6701382915690339,0.6351577293024097,0.22905490491557948,-0.23180060667247818,-0.49115460861859006,0.38760833382506027,0.07418193280482001,0.3101710004408812,0.3816572898502568,-0.18917075383106455,0.46219723101923665,0.4066399467864783,-0.2569279758655595,0.030495215268316535,0.3170055020585852,0.55972723706275,-0.06944150611135991,0.7031999391739876,0.32202878840446875,0.6914986749029656,-0.4719610421338994
Parietal_Sup_R,0.24496247708253632,-0.386847425695586,0.16199198213991056,1.0,-0.39432737206009644,-0.3881777992539776,-0.025723848650636878,0.5248577301942297,0.2827517707844936,0.23533775640059273,-0.28263468609318265,0.004752329472433663,0.4006071835714963,0.37281598459947424,0.17973659423879673,0.48624905898383763,0.34604257490552387,-0.06603762836431622,0.09076804713001808,0.025311228091937178,0.06561392010282195,-0.3632463456409175,0.1112038929720567,0.1359977019194334,0.20044718533136704,0.46603305303005477,-0.14755216659443204,0.3442815006516851,0.41841148800479244,0.3278059169883926,-0.44210222403989224,0.35149007528700765,0.2163954114218857,0.15547551332847764,-0.060428348581322414,0.34273242054243114,-0.20844293550736887,0.2758103801852807,-0.12383899018483258,-0.30736264748877473,-0.31440773115626053,-0.3694891673831534,0.27308094895132085,0.2037218784772481,-0.049728426780904486,0.2307924250700172,-0.16070588372870614,0.17822828543856906,0.34236470049868456,0.18388885511367675,0.45808988671777007,0.27969069012215714,0.20967411750834156,-0.39643182516343656,-0.4089610318984285,0.3391565448647504,0.3566531124026533,-0.08187772450704402,0.37130589996957664,0.3490824302181749,-0.3041828081988341,0.3156523472793478,0.050465931200436735,-0.10008788205113797,-0.18934077997596901,-0.06694551187308494,-0.3509982659053633,0.15101028774552996,0.24899846727590885,0.31340274731564743,0.38582554003894665,0.4857234889329071,-0.36539837153524307,0.20782608019415355,0.35035821552790475,0.22037951455811514,-0.41824282187326256,0.3299477424609767,0.2550635643663341,0.5027349965814772,0.26929956721346776,0.08965560471112546,0.3387857370013554,0.2901589602043871,-0.48747983856152716,-0.08916607289041743,0.035705241299129296,0.24692624934369709,0.36310913526410843,0.25080799383047775,-0.015308377352323741,0.3478984414522622,0.2060509697578107,0.2610563313555097,0.2563024168979124,0.2988999385716479,0.12681983342737166,-0.36416376749927293,0.05512617883956803,0.17953132189218024,0.23167122817999103,0.5526825620640984,0.4853137979009624,-0.29151488792806973,-0.022606204357422655,0.2913043984049553,-0.1233389132539142,0.15054024070836916,0.3822101851201644,0.17668422831664293,0.4430192445067737,0.244837738504277,0.07013895156944908,0.09109955809776141,-0.29388927441939944
Temporal_Inf_R,0.24487494455141012,0.06385390204070815,0.33172675461228757,-0.39432737206009644,1.0,0.014156285062198523,0.6834494449655721,-0.2662717986706062,0.313966816180682,0.42950902635664945,0.5339723403595551,-0.323920553210628,-0.3456993473837901,0.09324630103229632,0.5023225454075493,-0.036545154829417115,0.17824823082265248,0.0940841537225258,0.10483562669893065,0.0038736932396525934,0.008419921116210956,0.12318448354734071,0.48632717406189374,0.3178665039339705,0.39109165775226545,-0.07671326375295982,-0.2184729042093181,-0.009297336564804403,-0.04947330322075931,0.10042309963740097,0.14597816240097494,0.17451724565706708,0.14458078361157928,0.4478785661623796,-0.46199940565011693,0.10809421863965767,0.8149872010336564,0.3320909343051709,-0.20157156845416588,0.19569565020122087,0.6789657472921704,0.05881725900796268,0.23765090492245983,-0.6653054063187719,0.609453106056547,0.11167496406689835,-0.1312432367604067,0.24475376583627864,0.042365839809111835,0.1578375631979858,-0.3209123567662078,-0.42393396828567104,-0.038030050953269987,0.4176307553224287,0.27127168517639577,0.00787630438678986,0.13868855667613297,-0.3438435062770239,0.03164378500558353,0.13347705346816405,0.19578048349117014,-0.051104659749386015,0.3318949607909943,0.8435318256891049,-0.016035097681731728,-0.4757542085840952,-0.03411672809921258,0.3891886640921082,0.19255802241901107,-0.14143783326380674,-0.020467692176880905,-0.20602397362380453,-0.016564621372171247,0.35669046811638977,-0.15000547871529804,0.220003096460601,0.1557667852456633,-0.04736910396244111,-0.035340656374756335,-0.548864193344339,0.14105512120817734,0.5375636206783668,0.08880429978029372,0.20943819260963006,0.2650080691786653,-0.21521806860134077,0.3799771539034894,0.18960561130378492,-0.4270312452137291,0.13339348851904612,-0.0913094462105238,-0.11533204096269482,0.27424426574216654,-0.028272756001852733,0.30864516307416384,0.358615712001915,0.10756265225076235,0.07788152434916201,-0.5597391396028595,-0.26446729384588197,-0.42415428061523736,-0.58360527025378,-0.44680979868952964,0.2708181567894204,0.4567317867600907,-0.1381221962988452,0.2611774775214154,-0.30159093925134184,-0.05896514186141402,0.32184888160075076,-0.6967890274531086,0.30424879237752733,0.14266832960499368,0.5483378984866892,0.043639809943357165
Cerebellum_7b_L,-0.650870402240299,0.9739717749479644,-0.6425680836764784,-0.3881777992539776,0.014156285062198523,1.0,-0.20027770413038246,-0.7014317273941955,-0.8197123964726596,-0.6377940933317178,0.06280232234917295,0.5576335795533817,-0.38382166960227315,-0.7534100522495748,-0.7644626015565639,-0.7310349505327977,-0.9077561026527732,0.5613699873107534,0.05582896079942426,0.20995888936831558,0.36833783179697055,0.9265973459372613,-0.7422551449414757,-0.41449617128296407,-0.8146374009954073,-0.27239551011568014,0.8896343489556907,-0.3556411235613392,-0.6088183135136935,-0.8670893867360103,0.8615425522204002,-0.32085852747177984,-0.33555762483318324,-0.8181710041906591,0.7216662651062241,-0.8508755833444412,0.14813129049071297,-0.4457226390550598,0.7786246454464357,0.8006358581966501,0.4167340414296597,0.9660160546833227,-0.854174810257529,0.21951981569852333,-0.6220946339748258,-0.19403748135797916,0.5103966975186225,-0.7774018083558902,-0.348956169215187,-0.3231932414302192,-0.6557723319757605,-0.07151869154334344,-0.5881336002299707,0.40796566637059417,0.8989738080295289,-0.4655811186556272,-0.912146654094346,0.7297095638327135,-0.7752151285323099,-0.9103229590391941,0.8638962929197243,-0.5656383325537122,-0.5207520096103188,-0.33187741160999024,0.8766411300462738,0.7652297968403312,0.9861171034079323,-0.5542995210672171,-0.5848105482901166,-0.31940471721765373,-0.6984012728388042,-0.7523511368210587,0.9786896622661142,-0.7722651243429798,-0.5612682294435438,-0.4870352664562224,0.9403119047055394,-0.7985641558526801,-0.41603662722612694,-0.4827377474177696,-0.7148755087580042,-0.5648689558712995,-0.8646047900806723,-0.44078422193760525,0.9249775975319545,0.6557911828587192,-0.3020797699958845,-0.821095213806375,-0.4133252155635647,-0.7867494687237753,-0.1078660085939556,-0.5979509826976407,-0.8397994661431213,-0.5816501094708965,-0.8754389361610391,-0.4701372618538586,0.045150437865401766,0.7131448004766028,0.6754166288758782,-0.07000507877700521,0.13160705638604456,-0.49311486652173914,-0.5468652450873541,0.6601901115707333,-0.6165542244750654,-0.22633395500772366,0.48822972699938977,0.04891398920356154,-0.7807266961602303,-0.8326290419554395,0.069340747823768,-0.8677615288690618,-0.21018837643800736,-0.7618054700738331,0.9179585898604166
Rolandic_Oper_R,0.41670857282274615,-0.13240419017248575,0.5526659103707918,-0.025723848650636878,0.6834494449655721,-0.20027770413038246,1.0,0.18011655343893265,0.6167390316870053,0.7521604908114775,0.6392712124915072,-0.09329612429136185,0.15160129530468455,0.417155807786925,0.6041742582922147,0.40852867513220686,0.42099171720605333,0.07937955815137873,0.349500701183489,0.21743946455054064,0.07390955614744507,-0.0575842797954638,0.6099881629969884,0.46735732405809977,0.5872464506501845,0.40856463784303904,-0.2822837614991259,0.21728245357752,0.19441446393897743,0.29712654924155885,-0.07566364309385822,0.6708572374510049,0.5576309647607586,0.56121911393645,-0.489120452949036,0.364991116151029,0.6927943424801151,0.6467907001286417,-0.195953394256067,0.19254013033778505,0.4576225878552125,-0.14924367622240173,0.41734756984059274,-0.5303699164804784,0.5808922451354495,0.5592752906599977,-0.10927634528687184,0.4712267598196126,0.5468498267531121,0.3449974813815094,0.10928689529199671,-0.20518954775779752,0.35275301966488254,0.09731287956316564,0.006500309151098486,0.3725141482590127,0.4165113333264158,-0.2248947345063863,0.49058660581731306,0.37168088561772156,0.05264656900149116,0.05338642220048995,0.5549433056022574,0.7768023128922107,-0.062142445090624374,-0.4389344227754384,-0.24076551337391353,0.5656863676222184,0.51999389219035,0.3547981269259478,0.18862602053993935,0.09725437075585434,-0.27316322190904174,0.5853953367385859,0.01230225305470527,0.5339266759748182,-0.15309476884312215,0.2976287383070445,0.3620206512082492,-0.1901860984265012,0.45415362631330336,0.7205338107287595,0.3380158077227456,0.5928315791181628,-0.05243026153923026,-0.07466224249085056,0.698342741144456,0.3339339680314312,-0.0038369702513028616,0.31673898138497414,0.03452943152647542,0.2964582206715302,0.4463578192686451,0.14198291427445967,0.48922580494375173,0.8080768635073112,0.479909578261621,-0.12305531700241748,-0.4169061737747817,0.08510648489920623,-0.19305079415845194,-0.1802803689442756,-0.07268882042441172,0.2092456408283857,0.5298798642408126,0.02130466475755467,0.28470243973000325,-0.28570839740201653,0.205556931251948,0.4825366221136452,-0.1672599874012909,0.5214820774689832,0.4076160935086773,0.6471028245734307,-0.09903812075814489
Caudate_L,0.6475575790669109,-0.6671520990991098,0.4963975307092917,0.5248577301942297,-0.2662717986706062,-0.7014317273941955,0.18011655343893265,1.0,0.6765673170272424,0.5573543759191273,-0.07026111576082096,-0.1365357208983389,0.8306721815393187,0.8109989740937695,0.5913597026714689,0.9097795899686978,0.7459072657625064,-0.1548707322692808,0.32446730273800956,0.12110979646046062,-0.17714230866507236,-0.6098365341393488,0.5591250093940521,0.5512463859708517,0.5421413363379132,0.6560791463153731,-0.43480629291033346,0.548752826907276,0.6545575952543883,0.7057287165090326,-0.6725416189364202,0.5450868967652345,0.5185020003195941,0.5820728330036875,-0.39835831569127034,0.7652431085282836,-0.0995955134265418,0.42332990186125713,-0.31189474851978094,-0.5608266502778678,-0.3074051117648392,-0.6777990824436338,0.6724697075568083,0.04581364732950901,0.3363555702560494,0.5381795775570245,-0.18045509729370626,0.6524611216329125,0.7333845402020329,0.334678770288539,0.7059211521307899,0.11324651636492661,0.6867332143638633,-0.4928600171083622,-0.6761008288014053,0.6644156831690058,0.7831142538195667,-0.24779483759214202,0.847820891230857,0.7412881301005356,-0.5180226413705344,0.5477025589622261,0.5226288488735887,0.041914261653615295,-0.45448299219466676,-0.2876165245419593,-0.6838387151663993,0.47107892411322183,0.7431410763556403,0.680798038929735,0.6854218392626896,0.6901084909715132,-0.7247161275875341,0.5549713922889047,0.45094171595916405,0.5142035491800396,-0.7504748307966673,0.8243158449585368,0.721665009332441,0.5008644792309299,0.5477165607979035,0.4338444983626311,0.7241077896359454,0.6153822814823112,-0.7605046837167829,-0.27523816505213705,0.32293680787451096,0.6688675859556649,0.8056270932722936,0.6817180241328822,0.05386469237224485,0.9103758581186706,0.609444791747954,0.6342004583478732,0.6998153874195557,0.5378295775392903,0.30739928794185184,-0.49108056277160494,-0.36234707788376114,0.29545147892605395,0.42812266150946954,0.8289929911213089,0.5333994212608268,-0.3783951316064132,0.4461877106485502,0.2981847073097437,-0.38437099728703167,-0.08098709877489069,0.7175943980374274,0.6009049123323029,0.35233172757198067,0.6722609701769359,0.43845171157857205,0.4829703906498357,-0.5440178824346242
Putamen_L,0.7029728290790066,-0.7817889499890617,0.7622409081394087,0.2827517707844936,0.313966816180682,-0.8197123964726596,0.6167390316870053,0.6765673170272424,1.0,0.8726085707954996,0.2737036070782258,-0.4445923809516586,0.40988336331615993,0.802543381347996,0.8800178365758353,0.8132472090943647,0.9284939950635407,-0.25428621531339934,0.19427663877404233,-0.060104161002789105,-0.20075720909170297,-0.7226170518530443,0.8583624273984393,0.5453905502035472,0.898816199875201,0.4697769691633802,-0.7706309088577308,0.4996703180619629,0.6667779577254169,0.8339474999083725,-0.7341572947984697,0.6055496198259297,0.5594822941211856,0.9179496536662265,-0.75589990324433,0.8447759646578092,0.2502701742517685,0.7113533823619949,-0.6638372562704952,-0.5505672212349724,-0.08182263096549705,-0.7912240139237299,0.8631326216238838,-0.41075971522455207,0.7435906915556781,0.4927117970983845,-0.4681860003353576,0.7940407066386211,0.602196062619775,0.5440662937143337,0.593888977943491,-0.03290954567985783,0.6296005995889533,-0.24812231644090776,-0.6589654636399899,0.5743263256425182,0.9054599572851766,-0.6145863705659659,0.8394057167504314,0.8473239606028972,-0.5620943062117016,0.5400727872244991,0.6547938880075966,0.6518795479693317,-0.6597054204511957,-0.759887658293319,-0.8479304922769044,0.6994516709232451,0.7262433007760999,0.46120829861394697,0.7146457027222359,0.6846323972056957,-0.8636067277627193,0.8822608660552576,0.5022556265233344,0.6763264520854175,-0.7770850163573285,0.7799638096965291,0.49291658352689505,0.3281139895614527,0.7148050356855319,0.7811665837417897,0.8130357137687217,0.6318178212268271,-0.7047652812684505,-0.5107441648651597,0.5581098937652869,0.7949395354347722,0.3632196503287246,0.7605748207655625,0.11001226484859095,0.6604070043689804,0.8633989811821617,0.53153686784937,0.9259797797190777,0.7920077303356783,0.24125646534161155,-0.6499699695938337,-0.687416428442205,0.15607372125606045,-0.08077601843463407,0.34286418818672354,0.45152105061882286,-0.32942195712626127,0.7047906126345745,0.2164583476489235,-0.23288485185178476,-0.17494724536361286,0.7255933752431225,0.8649620823039526,-0.13565225575536394,0.9115941852622412,0.4052416454673948,0.892292478720947,-0.681071392284045
ACC_sup_R,0.7414313554074524,-0.5830608987253939,0.6367465179224222,0.23533775640059273,0.42950902635664945,-0.6377940933317178,0.7521604908114775,0.5573543759191273,0.8726085707954996,1.0,0.3780801559535993,-0.37877773479891264,0.3905362836746286,0.7295187969125281,0.8486219681686674,0.6998428146124044,0.8038531639453315,-0.25683778220275816,0.2844525835785161,0.16613678625644746,-0.13338772889416542,-0.5185559587651186,0.8413547939243289,0.612235027927903,0.8819891237923163,0.4548116276211517,-0.6648116490273908,0.29543697102224353,0.40804624928523275,0.6383789610439731,-0.48984082995883194,0.6453718645732116,0.5260997061986223,0.8429064256572839,-0.7348350229461402,0.7504807253244422,0.34428710790918415,0.7367976150124655,-0.5011427352267093,-0.23958661330512823,0.13816424811077604,-0.6123770787355026,0.7636767435341898,-0.5149342045045301,0.7355921474272396,0.5022873980170098,-0.3358098549423602,0.7594774442472028,0.6248963474015372,0.38048207100924347,0.3766024312150666,-0.13041618372003164,0.6181826172761831,-0.2715830652971822,-0.48205832171850377,0.6412256818951709,0.7893628729626815,-0.5181124942022678,0.7454035390603556,0.7457587078790436,-0.4329256457861849,0.2930026466128036,0.6838316107242052,0.6620899011488945,-0.45750823509838595,-0.6808656113800449,-0.6682491966303802,0.7238362933842197,0.7536877909565215,0.467342285185613,0.45886629189448574,0.40685311809995434,-0.6986025047863492,0.8281825582521747,0.20185946421283815,0.6992322609385222,-0.6173056908098373,0.6508092294029184,0.570183297470405,0.06787279029565435,0.720297673405511,0.8606084828607292,0.7044052906638824,0.7338710103040774,-0.5387953615393793,-0.4096870850910319,0.7539496218725756,0.6398317656587182,0.32315687996750286,0.5886310699964048,0.06815832583429107,0.5977095721900382,0.8054533479645758,0.36159305632691313,0.8209859458719055,0.8422805889977408,0.3006473769355044,-0.4466299005620683,-0.6543265931105109,0.10823660621760445,-0.16910078326412198,0.13867403851384716,0.18749278657827975,-0.21559084287827365,0.6824623071803241,0.05429377361668634,0.11405798387664912,-0.28075975831352995,0.5793311883779193,0.8301885408623463,-0.1566840581752498,0.8257942067995271,0.45335306763750444,0.8624046173643847,-0.5625861948656723
