,Thal_VA_L,Thal_LGN_L,Cerebellum_3_L,Thal_PuA_L,N_Acc_L,Parietal_Inf_L,Cerebellum_7b_L,Occipital_Inf_L,OFClat_R,Thal_PuI_R,SN_pc_L,Thal_MDl_R,Precuneus_L,Frontal_Inf_Tri_R,Thal_MGN_L,ACC_sub_R,Temporal_Inf_R,Thal_MDl_L,Frontal_Sup_2_L,Thal_VL_L,Paracentral_Lobule_R,Parietal_Inf_R,Lingual_R,Putamen_L,Thal_LP_L,Occipital_Mid_R,Thal_IL_R,Raphe_D,Red_N_R,Cuneus_L,Thal_VPL_L,Occipital_Sup_L,Calcarine_L,Occipital_Inf_R,Frontal_Mid_2_R,Thal_LP_R,Cerebellum_3_R,Supp_Motor_Area_R,Frontal_Inf_Oper_R,Cerebellum_6_R,Cingulate_Mid_R,Calcarine_R,Vermis_3,Heschl_R,Thal_PuI_L,ACC_pre_L,ParaHippocampal_L,Frontal_Inf_Orb_2_R,Cerebellum_Crus2_L,Cerebellum_Crus2_R,Insula_L,Thal_PuM_L,Hippocampus_L,Hippocampus_R,Cerebellum_Crus1_L,SN_pr_R,Thal_PuL_R,Temporal_Pole_Mid_R,Angular_L,Frontal_Inf_Oper_L,Temporal_Pole_Sup_R,Cerebellum_4_5_L,Frontal_Sup_2_R,Temporal_Mid_R,ACC_sup_R
SN_pc_L,0.38772280311231966,0.7004817206167022,-0.09655800342108652,0.20871326859952474,0.2766174755188176,0.6097106312808902,-0.433323597817991,-0.43303765793046,-0.4216694469039245,0.42860609214558787,1.0,0.4544178888410915,0.6338887473941287,-0.07031208390242165,0.04543228761440271,0.35091966232848726,0.09122716553215897,0.27814860645733064,-0.15632304906710498,0.4790921238983329,0.6208822062015065,0.22888278051899463,-0.2794568768916923,0.48266964679439933,0.07671261184501829,0.30518803687062274,0.48583899507546296,0.5552630693346029,0.4309487151783205,0.38469248654068344,0.4679121516253035,0.4655988235792645,0.0109407821790536,-0.08190282111762226,-0.31430805750504326,-0.04210064249563401,0.47787383247103493,0.18813708635576282,-0.14936746391542893,-0.31563649327155413,0.444786412309932,-0.04865980639660576,0.5588390212123177,0.1349841358971877,0.4748281841119933,0.4022144098685043,0.28153829316709195,0.44027203474549786,-0.5065715555571162,-0.34627295073466763,0.6080912205314396,0.23835330429602455,0.5662091518075135,0.5708662682935568,-0.47530802653517573,0.46824145874390916,0.17234551772564277,0.3367108354065559,0.582995407299928,0.5435886216297608,0.4273833393376809,0.4104976924112233,-0.2826955761164917,0.2561276398842389,0.4523399739896289
Thal_MDl_R,0.6932306535249265,0.4484716939296149,-0.4191258871920595,0.3023511144988379,0.3662977894406555,0.6514286599087525,-0.6422750764564774,-0.7104773785189744,-0.5740894188205721,0.5380920512518342,0.4544178888410915,1.0,0.6462738553340844,-0.10632432987366243,-0.05968053082854023,0.7699440926495693,0.1816305520444669,0.8348755511362421,-0.5692557527200142,0.5681143406741045,0.5117919755248254,0.2814865682364851,-0.4295866808683248,0.7722976381437788,-0.29657790352010654,0.3114285605114518,0.6975836117314336,-0.015193087631988246,0.5372292722444653,0.44352789816749544,0.49160924045102367,0.5608769213081014,-0.19310531427220298,-0.24871614502564635,-0.6735481868897873,-0.36888135274511813,0.5242986027859168,-0.3529102294157016,-0.3945985024841313,-0.5101501585683544,0.7276047237496064,-0.23772818685096542,0.11784590290038781,-0.03550309504384243,0.5072661256001679,0.8043473404868091,0.7364297911350872,0.7474125943518677,-0.6806221286962197,-0.5674268046804677,0.6678607239056024,0.014310948109323337,0.48247837094262686,0.7281907651000172,-0.6875548834963966,0.5085967450275777,-0.24501437530736803,0.7162132438191019,0.6558958857640885,0.7893149658684786,0.7366458275705815,0.5004486630405768,-0.6494369461546478,0.4588770841228703,0.7709803982398055
Precuneus_L,0.6748366500286306,0.6511019708692428,-0.33740427323676425,0.4716880997228141,0.5367815993539474,0.8945178437275284,-0.7486425803806319,-0.7547535273099653,-0.6899283831179375,0.4987997925196922,0.6338887473941287,0.6462738553340844,1.0,-0.41000957635170576,-0.006477943196561825,0.6789704940037764,0.013920902612462389,0.4914117385483837,-0.6878455774061089,0.5594360016931277,0.8216178684619746,0.5700896549949931,-0.4754820298518754,0.8160285674586458,0.042612112904403206,0.6482742732313448,0.6357887815645806,0.33433369636012394,0.4121187292368223,0.7689085486533725,0.5882948548099335,0.8896455180678817,0.009157626002447548,-0.25783684716270805,-0.7769554648693013,-0.06010667703947543,0.5921625570717314,-0.1411514616607873,-0.6109425726164671,-0.6241304892827538,0.6409343639106678,-0.090276023008385,0.48861216757523973,0.09777843358698318,0.4798704353636921,0.7599816293064932,0.6545038496662474,0.7009427382672444,-0.8216378444660191,-0.6946978673760115,0.8044096417051839,0.33509080760648247,0.7425635863400847,0.8120429494660231,-0.8035105483703268,0.5767114924253416,0.17624698604963568,0.6196697049205945,0.9004052967492495,0.6771890562800779,0.6725771511459124,0.5175363299835055,-0.7539818926001364,0.37367250270749913,0.6296531874087661
Frontal_Inf_Tri_R,-0.2188847301819961,-0.06807836638901148,0.24670245278200684,-0.18837940925551735,-0.509435756224126,-0.47983694967582013,0.48822972699938977,0.3529457930623839,0.3180316989203895,0.12831594683783462,-0.07031208390242165,-0.10632432987366243,-0.41000957635170576,1.0,0.24181309889820513,-0.1903650664627744,0.2611774775214154,-0.003493915844554871,0.5469091081479223,-0.19826648841349132,-0.4310441286257133,-0.5304913801276123,0.3851911151338328,-0.23288485185178476,-0.31664812643179324,-0.6147159324656893,0.014211458722529024,-0.04715157053207341,0.13768949468803102,-0.4234293535399133,-0.21792964907641144,-0.5557831156766153,0.12270564407409042,0.03893500798922597,0.5450549974094816,-0.3228208756564684,-0.003554002875515828,0.2547191047379528,0.7473488537115527,0.46766099660245575,0.1075605760974669,0.17343002604576577,-0.08224373936436638,0.03559249530437088,0.03138050898980341,-0.32061401473501944,-0.2581539812016552,-0.09064878425721151,0.4329187269862691,0.4554274909991654,-0.2498457361068792,-0.37397935744377775,-0.19457672152390776,-0.214584223530709,0.43528473857327005,0.009337617070380885,-0.19136501850129703,-0.18680779625526506,-0.4834471221039238,-0.08773822630502708,-0.13331314841077344,0.07463605263422392,0.5328065245476632,0.044292588828274956,0.11405798387664912
Thal_MGN_L,-0.15044944339879987,-0.08277449291655724,0.4241495026210396,0.19234866407502718,-0.10376429818263827,-0.1610913186398851,0.36833783179697055,0.3330344986925341,0.2782881683928768,-0.04411569113837381,0.04543228761440271,-0.05968053082854023,-0.006477943196561825,0.24181309889820513,1.0,-0.28598700730718124,0.008419921116210956,0.058047340196290244,0.286610410330851,-0.05055634371058041,-0.049851553263509256,0.026521031919895285,0.4348268424742224,-0.20075720909170297,-0.0631145047573564,-0.07447321353001891,0.18479380333637413,0.06271255424571076,0.1441101292144374,0.24746151748029466,0.024338209709040822,0.020599486157077105,0.52282848092156,0.15250984286625124,0.29607229336887037,0.07149237891401586,0.05887198907922479,0.3736191429535954,0.31051925408994363,0.38408702850373694,0.010048900785177742,0.49146752005578964,0.27716638779662034,0.19159688869747007,-0.06286916986995864,-0.2700738693299274,-0.24841081053198713,-0.2183656195076654,0.2993284242292849,0.312762178455023,-0.06591116252082997,-0.05490519470893265,0.0934371119154803,-0.12104144815918502,0.3331583439980699,-0.12240376709240454,0.013897102381487184,-0.24636850451534856,-0.17014670764005524,-0.05439127755919707,-0.24082136947942656,0.06528981299014057,0.29058558245741034,-0.04073917594922756,-0.13338772889416542
ACC_sub_R,0.6332013544762788,0.47145192597733904,-0.7697740284660077,0.2252321679432275,0.1947502403056636,0.7479584262294942,-0.8326290419554395,-0.902802038623203,-0.839229850595576,0.49813490768838864,0.35091966232848726,0.7699440926495693,0.6789704940037764,-0.1903650664627744,-0.28598700730718124,1.0,0.32184888160075076,0.6150896726786587,-0.7371944573509773,0.26277472719419215,0.4085160212762139,0.1455022719183696,-0.6929382767091037,0.8649620823039526,-0.40137397889233806,0.27257421249366837,0.6354005341381799,-0.09196470608813591,0.414310534024274,0.2682306379210277,0.31173349289694957,0.5359807870973918,-0.5009834602796457,-0.33080706686976197,-0.8593065147619939,-0.5877534574758442,0.4351696764320314,-0.6743556400432902,-0.5772099689488671,-0.7042145807036504,0.6432273048114143,-0.5275586164802656,-0.08333773110967453,-0.2935007671337846,0.4345847075105609,0.9512834400773282,0.7983179529238503,0.9604402260981041,-0.8692846742101311,-0.7411830208613308,0.6501078062973615,-0.13462649190632336,0.46268703305056635,0.7498421746046546,-0.8801307332764359,0.6838570244104722,-0.29258439118841983,0.926378164702039,0.7421334086493795,0.6904934410831567,0.9396056393387091,0.32882847574942514,-0.8512110283127691,0.5375288927178647,0.8301885408623463
Temporal_Inf_R,-0.11533204096269482,-0.11922220794841909,-0.3438435062770239,-0.13522610832411308,-0.58360527025378,0.13448611570976568,0.014156285062198523,-0.04646314949532925,-0.3563062628604726,0.20943819260963006,0.09122716553215897,0.1816305520444669,0.013920902612462389,0.2611774775214154,0.008419921116210956,0.32184888160075076,1.0,0.00787630438678986,0.14597816240097494,-0.3456993473837901,-0.3209123567662078,-0.548864193344339,0.19578048349117014,0.313966816180682,-0.30159093925134184,-0.15000547871529804,0.220003096460601,-0.0913094462105238,0.14266832960499368,-0.009297336564804403,-0.4270312452137291,-0.020467692176880905,0.0940841537225258,0.4176307553224287,-0.09328425994924236,-0.6653054063187719,0.14458078361157928,-0.323920553210628,0.19569565020122087,0.27127168517639577,0.358615712001915,0.15780531582407326,-0.26446729384588197,-0.6967890274531086,-0.035340656374756335,0.30864516307416384,0.09324630103229632,0.39109165775226545,-0.016564621372171247,0.2650080691786653,0.26871307782760645,-0.1381221962988452,-0.016607427765463905,0.035181560572930155,-0.07288039956159642,0.3318949607909943,-0.42393396828567104,0.526916700869043,0.10042309963740097,0.19255802241901107,0.5483378984866892,0.11167496406689835,-0.08417213186958322,0.8435318256891049,0.42950902635664945
Thal_MDl_L,0.6079777643923385,0.3008701589945349,-0.21602928826911905,0.5742017287882791,0.3902217673357189,0.46460850251376806,-0.4655811186556272,-0.5759707663588396,-0.3553827424344866,0.5759195632916626,0.27814860645733064,0.8348755511362421,0.4914117385483837,-0.003493915844554871,0.058047340196290244,0.6150896726786587,0.00787630438678986,1.0,-0.46401065117328694,0.548082011901085,0.295993934260032,0.29036039487105686,-0.34706253607642057,0.5743263256425182,-0.34450493176362407,0.15678267044912428,0.7390695243433518,-0.144848135164679,0.5258318939096106,0.3650900927659552,0.5804299034079464,0.4504264654796729,-0.12631176770385588,-0.3263368982972152,-0.5066818528002114,-0.25633728127414573,0.4104336096541919,-0.27389261740078913,-0.2733029240419965,-0.42582651553102546,0.6061753535340941,-0.22742477633926336,0.14328965076014002,0.1316991027252887,0.5622094613590444,0.6102581637555596,0.7042232281637401,0.5938189783330768,-0.5296670549311003,-0.5156551491954161,0.5573364890641006,-0.10059011922350704,0.5354326782236253,0.6853075545413357,-0.5155876150684161,0.43610411445082714,-0.20007467662405876,0.4734776031700344,0.44660412228158886,0.7356453953725987,0.5174135039536398,0.4990473380108953,-0.502650536812144,0.21048551929054102,0.6412256818951709
Frontal_Sup_2_L,-0.5307751765678063,-0.27675457553185984,0.6382522395582989,-0.3531652182374606,-0.5137029367245122,-0.7007635192416727,0.8615425522204002,0.8312492367321662,0.6355486861274352,-0.2409407360651591,-0.15632304906710498,-0.5692557527200142,-0.6878455774061089,0.5469091081479223,0.286610410330851,-0.7371944573509773,0.14597816240097494,-0.46401065117328694,1.0,-0.2658677246053303,-0.5848020944488802,-0.6211928113978099,0.7363544067110955,-0.7341572947984697,0.042254005948216135,-0.6593721225458897,-0.39678107478745905,0.11228939204693555,-0.15240338199662012,-0.44004380287638445,-0.3111766006244812,-0.7224058689884986,0.43056849638624134,0.360365449219653,0.9303026586557761,0.1401544711185742,-0.2867556187079924,0.6221758537438685,0.8806903161066816,0.8215957092697393,-0.42601039288146725,0.4578886114409969,0.0031026238746887443,0.042998269912774736,-0.1952946178975678,-0.7860013338408949,-0.738705402332701,-0.6854464584519352,0.8464355031651755,0.8569993582659879,-0.5254445375046843,-0.17406066412830126,-0.4549641572879285,-0.6513969106398337,0.8503544127755517,-0.35132762662304834,-0.036061492889303444,-0.6479074961096197,-0.7482647954999353,-0.37758095254242946,-0.634763497230142,-0.16870906587527895,0.9390193478952655,-0.24258869994321067,-0.48984082995883194
Thal_VL_L,0.8096364750216005,0.6586263752432439,0.1363922458345906,0.4075084166267605,0.7736131701542975,0.48123228571931964,-0.38382166960227315,-0.38045470366740386,-0.17041563281579147,0.586478295910448,0.4790921238983329,0.5681143406741045,0.5594360016931277,-0.19826648841349132,-0.05055634371058041,0.26277472719419215,-0.3456993473837901,0.548082011901085,-0.2658677246053303,1.0,0.6571937194544198,0.4013003069387648,-0.22222434742033653,0.40988336331615993,0.13912690282064072,0.3044791231360974,0.3565890459954259,0.327278169352723,0.39261584907155667,0.46958532938364683,0.8674644673107531,0.47900522520225836,0.08290914346558488,-0.3732776543006527,-0.32601395640033987,0.32511960869208195,0.506443726832793,0.27068804272944846,-0.21089788077056448,-0.3752507351078801,0.42444811854737785,-0.028007840164620584,0.5090133996450342,0.5181854507074134,0.7568074067505727,0.3680256102331581,0.5220799512742994,0.23199619083261525,-0.41749917996066216,-0.4460992998386465,0.5381621112336905,0.41939137937152327,0.541152478097191,0.631224071852137,-0.3941479657958196,0.36996449786153784,0.26195257748491774,0.13455201883959017,0.4870804311571609,0.6592061185909599,0.18868667115958548,0.56930933568057,-0.2763597858295455,-0.11159052389783741,0.3905362836746286
