,Olfactory_R,Vermis_7,Angular_R,Cerebellum_3_L,Parietal_Inf_R,Red_N_R,Calcarine_R,Cingulate_Mid_R,Frontal_Sup_2_R,Fusiform_R,Thal_VA_R,Frontal_Sup_2_L,Parietal_Sup_R,SN_pc_L,Caudate_R,Hippocampus_R,Frontal_Mid_2_R,Precentral_L,Temporal_Inf_R,Insula_L,OFCant_L,OFCpost_R,Pallidum_R,ACC_sub_L,Occipital_Inf_R,Supp_Motor_Area_L,Thal_PuM_L,Occipital_Sup_R,Thal_PuL_L,Raphe_D,Heschl_R,ACC_pre_R,Hippocampus_L,SupraMarginal_L,Occipital_Inf_L,Thal_PuL_R,SN_pc_R,Thal_MDl_L,Frontal_Inf_Tri_R,Postcentral_L,N_Acc_L,OFCant_R,Cerebellum_9_L,Thal_MDl_R,Temporal_Sup_R,Thal_AV_R,Temporal_Pole_Mid_L,Cerebellum_9_R,Thal_MGN_R,Thal_AV_L,Rolandic_Oper_R,Frontal_Sup_Medial_L,Paracentral_Lobule_L,Thal_IL_R,Pallidum_L,Thal_VPL_L,Amygdala_L,Cerebellum_8_L,Caudate_L,VTA_R,Frontal_Inf_Oper_L,Cerebellum_6_L,Frontal_Inf_Orb_2_L,OFCpost_L,Red_N_L,Parietal_Sup_L,Postcentral_R,Heschl_L,Vermis_9,Frontal_Med_Orb_R,Frontal_Mid_2_L,Thal_PuA_L,N_Acc_R,ACC_sup_L,Thal_MDm_R,Cingulate_Post_L,Supp_Motor_Area_R,Thal_VL_R,OFClat_R,Frontal_Inf_Tri_L,Precentral_R,Putamen_L,ParaHippocampal_R,Cerebellum_7b_R,Thal_PuA_R,Thal_PuI_R,Cerebellum_4_5_L,Cerebellum_4_5_R,Cerebellum_8_R,Vermis_1_2,Thal_MGN_L,Angular_L,Thal_PuI_L,OFCmed_R,Thal_VPL_R,Vermis_8,Frontal_Inf_Oper_R,Olfactory_L,Thal_LGN_L,LC_R
Olfactory_R,1.0,-0.8938695175118907,0.4551599646232561,-0.663635255410053,0.37619476503532423,0.43239727448120485,-0.4831699584209463,0.6762549004515619,-0.8961559980339525,0.0810542498682935,0.7513207639219349,-0.7999375497159006,0.3566531124026533,0.49688706066889704,0.9113200614250534,0.8895601576145031,-0.9116056011240883,0.6027527150912722,0.13868855667613297,0.8035809241961829,0.7180119630855776,0.9404479421382553,0.8636212566316285,0.9142327914611152,-0.4133047795664089,-0.5939082430379454,0.1382139907120305,0.6947585327758615,0.40391590504575614,0.07017875399121809,-0.08650007090990434,0.9087580602250406,0.6623063412976851,0.8437205723900874,-0.9392290191251161,-0.07479853143407782,0.10544419482396285,0.6492025407860164,-0.32560954346220383,0.8122381777247272,0.47951627546344755,0.3657917692084988,0.5156762411299687,0.8033079343537188,0.4626140629208791,0.731229178391798,0.7938309394725217,0.1735819268698504,0.1629361576086981,0.6981770581892696,0.4165113333264158,-0.7174730060463234,0.5119715577717238,0.6495760726800304,0.736223975627232,0.5184082268660426,0.8306378349919853,-0.9239738922982046,0.7831142538195667,0.736752356708081,0.7679841295342373,-0.8872102484595025,-0.0260826075564987,0.9675812151045201,0.8385247547077642,0.8941523795329827,-0.4570395442325286,0.7003929420817558,-0.9006626696861368,0.7238849829383239,-0.6609996183246665,0.4077852832839375,0.3249359533015678,0.9554289331441016,0.6586978905264672,0.5663489879548619,-0.5031452544807249,0.46751784809414293,-0.7952334148973075,0.792359731823639,-0.7330533195428209,0.9054599572851766,0.8808134694183132,-0.6470058091160245,0.5553616728083957,0.6004101762903817,0.42691203819756135,0.18225412307582495,-0.877127753880416,0.4338483641365964,-0.2602083656821514,0.8698999048183437,0.5772324557803564,0.8974547191517703,0.7057591501454461,-0.8104252054167892,-0.6737725981515938,0.9430908011312578,0.6089280042654283,-0.2226584701484935
Vermis_7,-0.8938695175118907,1.0,-0.545443421214124,0.641324075873658,-0.4966826423953437,-0.34448018069294833,0.6363661418897785,-0.483722802008333,0.8665864243787893,0.2548346422096099,-0.5827222691128688,0.833447067775172,-0.41824282187326256,-0.4598305715085587,-0.7432482786421141,-0.835709385597979,0.8642550322274315,-0.5645720660237981,0.1557667852456633,-0.6695087904474234,-0.5259130947584737,-0.8536787455002148,-0.7140270864475254,-0.8255523969409432,0.5419809588261674,0.5548437915799751,-0.08186175755264823,-0.6879716668714456,-0.3147002938889804,-0.09586858245990533,-0.05833600107519726,-0.7453675376037172,-0.6225364738625798,-0.7502912147883896,0.9570853863590683,-0.04272436663437336,0.038271718437381655,-0.5413658437620577,0.4261093199514639,-0.7430938549167705,-0.5668428034828595,-0.43364335234874424,-0.43030788243492313,-0.6460307809002925,-0.3725919167963922,-0.5030651942625232,-0.78397992413695,-0.06170474058702368,-0.32301411691859094,-0.4963300663247034,-0.15309476884312215,0.782600795849889,-0.5320606266178921,-0.5654925394804705,-0.7177754010301428,-0.5555703811914339,-0.6762267515284771,0.946196972203361,-0.7504748307966673,-0.6945864905647843,-0.6139897951346267,0.9635978550988846,0.07219460059729324,-0.8733116185936937,-0.7621704063020187,-0.860773798482817,0.30796246885095785,-0.5888445561913374,0.9448425908744398,-0.5682513259197199,0.676286732783991,-0.36844899353246596,-0.24046670774336418,-0.8441509042012296,-0.5797653649454535,-0.4245376810156131,0.4435533535450033,-0.3177299613235084,0.7476657917088513,-0.6617812775651197,0.5894445833605488,-0.7770850163573285,-0.6950139186011056,0.8241618817992433,-0.36902947478401843,-0.4532196945828862,-0.2936905220929317,-0.07960492767441323,0.9709319831943813,-0.3867551674640382,0.28475170795662536,-0.8056690770681161,-0.4875227506007916,-0.8846989334348463,-0.6001670300290028,0.8846489437609419,0.754354246975252,-0.8439051693348658,-0.6309809552945937,0.47644096178905154
Angular_R,0.4551599646232561,-0.545443421214124,1.0,-0.05083032058620531,0.9326356516659517,0.004327185762801907,-0.010906752873791897,0.2751857872036729,-0.5220076381601201,-0.3084391689289354,0.1343890433210809,-0.6571096447437781,0.4853137979009624,0.3487282485161485,0.33533414716415305,0.49974110857414644,-0.5244481547188883,0.4836182505684228,-0.44680979868952964,0.480244999080724,0.0039713390649016725,0.3552262182308663,0.0778740173016427,0.287558353220259,-0.15858021104396888,-0.10962135880254895,0.5643420978385219,0.8948338420225554,0.3756612000288444,0.3291314720234133,0.3923228108037155,0.2564957169321783,0.5693606038975034,0.45909670252658413,-0.45533561706476494,0.5512800129894722,-0.14717112091578113,0.27656509553325087,-0.5077347034429345,0.492682014305492,0.604041308945507,0.2361344463588533,0.26263935787690423,0.3009395616950296,0.5684924104928429,-0.015316552652937195,0.5138141716763832,0.0026212698036658603,0.4683838779429559,0.02501155196735643,-0.07268882042441172,-0.6820269077162152,0.6875099198537185,0.3012723612511169,0.12432645681954571,0.39900296549062764,0.44208540359253873,-0.5444392691838749,0.5333994212608268,0.13054132763390092,0.22144508319465994,-0.5019180921689953,-0.22709629064023673,0.4696741915555804,0.2576786328015139,0.656454448282237,0.4080819248710123,0.3816572898502568,-0.5420497023961628,0.0715430945978631,-0.553398703525441,0.5365127942538678,0.34201114247542597,0.47098000799712997,0.32997051206730904,0.3632463860516401,-0.006485800029963972,-0.11310211319169333,-0.22089789109022478,0.15006067618747523,0.10511861959312646,0.45152105061882286,0.13966559606478288,-0.37273800378004,0.08891290582110022,0.2203398305626261,0.21865503534201983,0.02588885077438486,-0.6610827035309356,0.32920434851235747,0.02836965309519979,0.6055282878261511,0.16074713111081262,0.4543832101066308,0.33399220051249234,-0.6368820498450788,-0.5710147870437641,0.447556983789035,0.27727656278265045,-0.6486658789041869
Cerebellum_3_L,-0.663635255410053,0.641324075873658,-0.05083032058620531,1.0,-0.00828683705248884,-0.06833250558700332,0.6735399276260667,-0.2703951574920183,0.7445716201111194,-0.02528532046312269,-0.4653006514674257,0.6382522395582989,-0.08187772450704402,-0.09655800342108652,-0.6557791684527619,-0.45448683645337506,0.7214351142405975,-0.16473700678286105,-0.3438435062770239,-0.38988716626922876,-0.6206265440036456,-0.7101422087927379,-0.7327710588175389,-0.7583993266788814,0.24750049233172636,0.823004279787594,0.19527476352077996,-0.2840873924525775,-0.23387958432740522,0.1995126667143124,0.42889186157776304,-0.7483796130783507,-0.1751011384987514,-0.5139565994249616,0.7617546486620089,0.26656034345211904,-0.004854143280618634,-0.21602928826911905,0.24670245278200684,-0.43311261325088174,0.006942154851758205,-0.19524825751380112,-0.09420386151223847,-0.4191258871920595,-0.05617232822953926,-0.5997468385935781,-0.5998065008461156,0.22705893495649349,0.11004813964193465,-0.5883016136499454,-0.2248947345063863,0.5827149504962316,0.041293259825978826,-0.31612844330164847,-0.46297790438710773,0.054185430238302724,-0.39103808248983307,0.7346031478065929,-0.24779483759214202,-0.5917581536035581,-0.2997073711851517,0.7643425397344243,0.39702047421592435,-0.6985107134837057,-0.6672668360634945,-0.5792959606536031,0.7327390023392499,-0.34715217330180465,0.7638666169117407,-0.641392219219451,0.602214400178319,0.06350367998042783,-0.12465993870010948,-0.6028777368969724,-0.2185214203720269,0.08832989803408957,0.7996068511089347,-0.2691121092308776,0.7559917314062848,-0.4839982023677971,0.8310089373619614,-0.6145863705659659,-0.7213290363081731,0.4657350954501101,-0.15815407445291807,-0.13663474870550263,0.11423398803211204,0.26175500284227715,0.618328915109898,0.19148246405825722,0.4241495026210396,-0.5230329079653039,-0.024774487635471423,-0.6730984858763116,-0.40554516880177294,0.6439805501556761,0.6018334754932434,-0.5490948921567786,-0.17745827665941283,0.03758867593786393
Parietal_Inf_R,0.37619476503532423,-0.4966826423953437,0.9326356516659517,-0.00828683705248884,1.0,-0.03216646954970023,-0.04569354269290678,0.19470315983073824,-0.45602267682050646,-0.401209987211875,-0.0036071838691806644,-0.6211928113978099,0.5027349965814772,0.22888278051899463,0.20896398339285407,0.4181022770741898,-0.45860680984372154,0.38550506509452676,-0.548864193344339,0.34408725690986586,-0.12756953131204227,0.2527272984877726,-0.023535891913190242,0.21889855280550577,-0.17828501758953816,-0.11380736300023123,0.49565677319859774,0.8039387790894049,0.31025464145921655,0.22490005133751384,0.4073832412654738,0.14443775492189057,0.4608730152840705,0.3446504308299361,-0.3928284388393091,0.490447912302322,-0.24800007169726018,0.29036039487105686,-0.5304913801276123,0.36960251278991296,0.6432724202569989,0.23990452476612306,0.27804900074649613,0.2814865682364851,0.46379419194311605,-0.06668612230948819,0.4917038419197957,0.01823789247468056,0.3721301631867977,0.027830883653015063,-0.1901860984265012,-0.6388206673007735,0.5763096738843692,0.21149484351711884,0.08459690194152482,0.37544916341990037,0.33359817108374135,-0.460097357481416,0.5008644792309299,0.14370165813683888,0.15153776229207233,-0.443778307005983,-0.24237156226965326,0.3858677149399786,0.17892684674024642,0.5483717512574764,0.43099775238571725,0.2095621828593953,-0.4904421824553431,-0.003364928647647217,-0.5256748675719786,0.44766430882641306,0.26342861622077285,0.37766112375366734,0.3339646014628995,0.2938261894795224,-0.017258960341432688,-0.20110028244124925,-0.10443412071175454,0.050417855021042866,0.18373127535509887,0.3281139895614527,0.053848135534171664,-0.3947293225018075,0.02127126099458377,0.10848518046048296,0.18799014042311926,0.013759038321483837,-0.618029185775201,0.2940464090896633,0.026521031919895285,0.4808098572083112,0.08668910717997251,0.37104370680578547,0.23311757557185545,-0.5464459975172695,-0.5629741176148906,0.36565923092021435,0.18164533116597875,-0.669160864596939
Red_N_R,0.43239727448120485,-0.34448018069294833,0.004327185762801907,-0.06833250558700332,-0.03216646954970023,1.0,-0.026447033194624346,0.5479322813776671,-0.23059215043381548,0.26034696803271973,0.5163681695309319,-0.15240338199662012,0.07013895156944908,0.4309487151783205,0.40932037911372515,0.5131883295585583,-0.2412046779452319,0.20270332628331506,0.14266832960499368,0.3316419520414664,0.3000922246624778,0.45969864773435726,0.4952488243771568,0.392622245234715,-0.33176836199308457,-0.02455821480279858,-0.3151133966317974,0.06449230752643126,0.10876207171707097,-0.07045952166797138,0.13019985498463008,0.38113154913977537,0.39798617863865887,0.22507617460202872,-0.3709993366525816,-0.3253851969868184,0.3961286298540154,0.5258318939096106,0.13768949468803102,0.2840728482640443,0.25307019366378963,0.3060103108652325,0.5265661303479563,0.5372292722444653,0.3117394670654604,0.43360027985875715,0.30148184541356154,0.49630853723660084,0.0398811112373918,0.3978273618767654,0.4076160935086773,-0.08176254771832589,0.27803932546397875,0.6363181788681356,0.6020644963460984,0.47152730993528613,0.47313835222266404,-0.23636117295796336,0.43845171157857205,0.4005014890863647,0.5604867074980807,-0.21947463500210426,0.3556466115910637,0.4064565591996067,0.5307764313322586,0.19827501145491155,-0.10981876718639473,0.32202878840446875,-0.19637370830819437,0.3735691460909097,-0.08199985106958445,0.1859281192444543,0.02132946735666091,0.4446754886967333,0.5233410000236116,0.5900587545919921,0.07056186256631446,0.4070423273803764,-0.2861360689062529,0.5167824282696744,-0.2743633362234471,0.4052416454673948,0.42352653176221633,-0.3514763971289515,0.5625540634085949,0.457026041958986,0.6257226857096084,0.5853954789382134,-0.24799909592146052,0.4237562502156434,0.1441101292144374,0.22931696629577084,0.53411703506789,0.38547568174498026,0.411490320148777,-0.05297853029771166,-0.011545374087514623,0.4821573364856824,0.438773130683859,0.23678871130010734
Calcarine_R,-0.4831699584209463,0.6363661418897785,-0.010906752873791897,0.6735399276260667,-0.04569354269290678,-0.026447033194624346,1.0,-0.006062439851598743,0.48068376677617447,0.4863192680427862,-0.20525813057377396,0.4578886114409969,-0.13585797511465242,-0.04865980639660576,-0.30804908579396767,-0.39665854087419766,0.4549167220243823,-0.06440155572651617,0.15780531582407326,-0.16665964940362396,-0.32756534653615293,-0.4438843719246282,-0.4223153404813342,-0.5144562985940638,0.5262516692429925,0.6009389394104695,0.24720842915511007,-0.08072709161815789,-0.06583105205300363,0.08399911647984147,0.10065260426339613,-0.3971588984899999,-0.1671460456463528,-0.2792634375757513,0.6454384282827155,0.07664717915017202,0.28610747866344355,-0.22742477633926336,0.17343002604576577,-0.2314915155403826,-0.1690399025927884,-0.29561670552338914,-0.10678529609519138,-0.23772818685096542,0.13045502274369267,-0.2885562734812286,-0.43000053173788594,0.19095187449219045,-0.056443782939715414,-0.28421646666064837,0.1190043290760437,0.4241067626248719,0.10122717159209188,-0.18336341662767883,-0.4840951244107627,-0.15222939553510237,-0.20524466324763865,0.5869202842634895,-0.2669902171094415,-0.5255875850405869,-0.1689822736095915,0.6961041393701893,0.12073138848369872,-0.4563219473092966,-0.43360115800648785,-0.3600111314080404,0.4332828405285959,-0.11226886611790934,0.6470875901278569,-0.3268668261054958,0.39320055001731957,-0.026608453047021467,0.12803620942804947,-0.364819053952637,-0.23774582775333838,0.18181692290897428,0.546066339552828,-0.20739644317890174,0.45939308961056385,-0.3562343868823762,0.4956957459579552,-0.28894277812385766,-0.37978878235979824,0.6628045373810444,-0.14453617778751063,-0.1751089747808801,0.20519199196562254,0.367870762021574,0.594426096449041,-0.001361901214854855,0.49146752005578964,-0.26850298008212015,-0.19986706369938648,-0.47673367296093494,-0.30142203853048216,0.5770244339777303,0.4581092184360772,-0.44395541661659443,-0.29998841737274784,0.28062056891295467
Cingulate_Mid_R,0.6762549004515619,-0.483722802008333,0.2751857872036729,-0.2703951574920183,0.19470315983073824,0.5479322813776671,-0.006062439851598743,1.0,-0.47354538928149725,0.44021633695007995,0.7728320537437285,-0.42601039288146725,0.2988999385716479,0.444786412309932,0.7762334180761813,0.696308268684367,-0.4986794421216089,0.30500388110111754,0.358615712001915,0.6889778284175766,0.5474911621147533,0.7127613439155084,0.703365178567807,0.6389190705947638,-0.16633824477992787,-0.17135002414175474,0.1077442140891636,0.4211735585719523,0.3690122845066727,0.01778542567489464,0.03271435023869323,0.6665757083623304,0.5327041603109184,0.4907215135034823,-0.5745433707859073,-0.0960223682105201,0.5017986567039548,0.6061753535340941,0.1075605760974669,0.48223144600633056,0.2147855947224425,0.3757873386458123,0.520961213901182,0.7276047237496064,0.7809536059990452,0.7582250391741607,0.5098493484740091,0.4330676900608619,0.10893163166001793,0.6748465121450173,0.8080768635073112,-0.34983107814035247,0.5418706630775145,0.6885953352702594,0.5571614313315025,0.29929323909518685,0.7380879901458286,-0.49929669800017634,0.5378295775392903,0.4312102400652921,0.6771896595034843,-0.4247654112597567,0.22676555958565586,0.6710190486133927,0.7176919884946589,0.5048708823564001,-0.10990529312638583,0.6351577293024097,-0.41578328817255156,0.5748125301433908,-0.4202005505527394,0.33752319381692536,0.39174908405529696,0.7322769003585321,0.4717929340242136,0.786060625094372,-0.11382848223944993,0.6666294903218482,-0.5128978431950965,0.5538708528618574,-0.39904005806637943,0.7920077303356783,0.7144545487929065,-0.2903649826379451,0.7005656306415259,0.7080971971533173,0.7297076264990197,0.5577247136376602,-0.4450437806954555,0.5667350200308802,0.010048900785177742,0.5215303238010878,0.5320063334547515,0.590829858181875,0.753390582088393,-0.3258155579012414,-0.1067088298616348,0.642712464139383,0.4045681134289237,0.16922437196148105
Frontal_Sup_2_R,-0.8961559980339525,0.8665864243787893,-0.5220076381601201,0.7445716201111194,-0.45602267682050646,-0.23059215043381548,0.48068376677617447,-0.47354538928149725,1.0,0.051750289371763306,-0.5291073961190412,0.9390193478952655,-0.3338473102869068,-0.2826955761164917,-0.8169053955393667,-0.7383715417980822,0.9934192278572943,-0.5312240871523588,-0.08417213186958322,-0.6823580933832464,-0.5883457375571686,-0.8756532076479845,-0.7689227491567919,-0.876865336173947,0.32857811811691534,0.7570281037559392,-0.1484504218395279,-0.7576154523854837,-0.32990174943850176,0.06120124029898364,0.20420502322918418,-0.8499726163620382,-0.5421794071360495,-0.8015182276640439,0.8955961932097285,0.07519764077566066,0.04553800822403735,-0.502650536812144,0.5328065245476632,-0.7576265803429924,-0.44898125996151195,-0.29477456839476346,-0.3543745622838157,-0.6494369461546478,-0.2934721748097624,-0.5680082296203216,-0.8582278962543642,0.036785409314806755,-0.047167262175380496,-0.6219088939458591,-0.20460208241557273,0.8956715517035445,-0.381209495700181,-0.49995586238936907,-0.560008930939152,-0.3465913312431058,-0.708397219579653,0.9344324949694518,-0.6806136729579961,-0.6585893207741269,-0.5480801830244125,0.914443290061826,0.33851474601315923,-0.9263902134892235,-0.7301978168438451,-0.9083584252181908,0.4985486570172792,-0.578478071322032,0.9295637221316123,-0.6736196123703019,0.8233290316188245,-0.3747813251539666,-0.31026435022525634,-0.8935433905337545,-0.5692383721485809,-0.31796514984694696,0.6708301467789246,-0.15139657477918783,0.7917771369113001,-0.5992781102992765,0.7488879212660814,-0.8258277853017804,-0.8106403545023431,0.5932542568748104,-0.3318955358509697,-0.32841682314904147,-0.1820555839704674,0.013332236266318761,0.8910043529976239,-0.1991161851250925,0.29058558245741034,-0.8668927417311999,-0.2841952894982661,-0.8655000382278708,-0.48026463299666367,0.8743295440330673,0.8829113612653224,-0.817139679550748,-0.3781823701579801,0.29256180557750994
Fusiform_R,0.0810542498682935,0.2548346422096099,-0.3084391689289354,-0.02528532046312269,-0.401209987211875,0.26034696803271973,0.4863192680427862,0.44021633695007995,0.051750289371763306,1.0,0.4066783839855798,0.2437767740768737,-0.20844293550736887,0.20412254734186078,0.32092248439445864,0.08327739956909676,0.02500640774760955,0.09778629802916966,0.8149872010336564,0.27965452194626256,0.4155718968025972,0.19431085170825577,0.33426644372193576,0.10365665641734309,0.46560953641890007,0.10480698923229777,0.05018379384664408,-0.10412263742518207,0.15319128473978577,0.032157336352572195,-0.3154381232764118,0.2912921385947624,0.07103571236594729,0.15398109519355824,0.0975143070931909,-0.2297041737735184,0.6054392750065481,0.056804826383851016,0.29534742713490975,0.14064437252791087,-0.339372193686861,-0.20998523078576187,0.0479487753127212,0.21638935675777557,0.30398695171281626,0.4291561794555734,-0.12127927666186968,0.28609315108234334,-0.18311278134105946,0.2953313581270421,0.6927943424801151,0.3000357257900209,0.0713885049188986,0.2298519168839214,-0.0070210456780952476,-0.20616463270546148,0.2836210664434162,0.10655384813452981,-0.0995955134265418,-0.07993287136221991,0.2672792747549349,0.24308503619997188,0.18413910500593864,0.08144154647425852,0.2556112243980451,-0.016186759530664598,-0.2874214708520385,0.3268150343620762,0.20122452413232866,0.34007688996479357,0.2069054592860284,-0.04599789767898395,0.21776406813508606,0.12992914888936183,-0.018738518676911595,0.31635296674279567,0.043616840669260595,0.3917578837218507,-0.13852714830445984,0.23143421058098126,-0.29175958924644974,0.2502701742517685,0.35908273163363896,0.41238922193721084,0.3083640355486987,0.2907036507041877,0.3886065190790941,0.42483076237491524,0.2949009864136064,0.10602483695079847,0.23104880345058132,0.07900647704253863,0.12156475048298758,0.016184585702421036,0.28083368275314713,0.262454047158724,0.33888041401285207,0.0539026983998594,-0.0145200167430502,0.603848772448485
