,Frontal_Sup_2_L,Cingulate_Mid_R,Thal_PuI_R,Thal_AV_R,Hippocampus_R,Postcentral_L,Red_N_L,Olfactory_L,Fusiform_L,Pallidum_L,SN_pc_L,Angular_L,Thal_VL_L,Thal_MDl_R,Temporal_Inf_L,Heschl_R,Cerebellum_10_R,Parietal_Inf_L,Cuneus_L,Cerebellum_8_R,Occipital_Mid_L,Cerebellum_7b_L,Amygdala_R,Cerebellum_Crus2_L,LC_R,Occipital_Mid_R,Rolandic_Oper_L,Frontal_Sup_2_R,Thal_VA_R,SupraMarginal_R,Temporal_Mid_R,Thal_LP_R,Cerebellum_Crus2_R,Frontal_Inf_Orb_2_R,Temporal_Pole_Sup_R,Thal_PuI_L,Frontal_Mid_2_R,Thal_PuL_L,Thal_VPL_L,Precentral_L,Occipital_Inf_L,Thal_PuM_L,Frontal_Inf_Tri_R,OFCant_L,Thal_LGN_L,Thal_PuM_R,Vermis_3,Cerebellum_9_L,Red_N_R,Caudate_R,Rolandic_Oper_R,Supp_Motor_Area_L,OFCpost_R,Frontal_Inf_Tri_L,Calcarine_L
SN_pc_L,-0.15632304906710498,0.444786412309932,0.42860609214558787,0.2939705027820096,0.5708662682935568,0.6538902657885826,0.5160750397511766,0.49018358245863636,-0.42870729239210126,0.3527344107562376,1.0,0.582995407299928,0.4790921238983329,0.4544178888410915,-0.49194533895125686,0.1349841358971877,0.24088192619813925,0.6097106312808902,0.38469248654068344,-0.4254244595286004,0.38146030960523764,-0.433323597817991,0.42153340565870506,-0.5065715555571162,-0.28896195461108964,0.30518803687062274,0.53556662489392,-0.2826955761164917,0.5131579517786555,0.007712411836735336,0.2561276398842389,-0.04210064249563401,-0.34627295073466763,0.44027203474549786,0.4273833393376809,0.4748281841119933,-0.31430805750504326,0.24587418573205777,0.4679121516253035,0.6586919817419249,-0.43303765793046,0.23835330429602455,-0.07031208390242165,0.49280474429809573,0.7004817206167022,0.22605273046884256,0.5588390212123177,0.1952343550217262,0.4309487151783205,0.4659574654320599,0.33903024601113124,0.15215040161143767,0.4845429253707803,0.5299507483545896,0.0109407821790536
Angular_L,-0.7482647954999353,0.5215303238010878,0.4427746545445114,0.5173244615416697,0.7873228692695493,0.9542704236990569,0.7009333114224298,0.8133673798834032,-0.814069040179782,0.46259881739629605,0.582995407299928,1.0,0.4870804311571609,0.6558958857640885,-0.7796564695788852,-0.0807956514777722,0.35883725877979206,0.9844230338847975,0.6403806755577665,-0.8281287194525039,0.8405690971269463,-0.8670893867360103,0.6651426210238046,-0.8874301554710746,-0.3881905108414068,0.688394692266105,0.8178355098651339,-0.8668927417311999,0.6154999615190191,-0.1274667026759147,0.44654181892552375,-0.1106541215853744,-0.7378795047651093,0.7542737739539113,0.7559271390947343,0.4160953610804376,-0.8851491505389629,0.39175839294905135,0.5056214518061793,0.8243252115734193,-0.800858523414957,0.4135752821389264,-0.4834471221039238,0.6541240934255416,0.5967219522149517,0.30759195829293556,0.32727891166239026,0.3324369762300683,0.22931696629577084,0.8238827347784137,0.29712654924155885,-0.4189126461102388,0.8210796497170298,0.6897206158321766,-0.19328287891166113
Thal_VL_L,-0.2658677246053303,0.42444811854737785,0.586478295910448,0.26815399980724414,0.631224071852137,0.5455474016123254,0.3119682304065341,0.5084481173081254,-0.13744568705490479,0.5199828610696389,0.4790921238983329,0.4870804311571609,1.0,0.5681143406741045,-0.05565764066327872,0.5181854507074134,0.44495498909945713,0.48123228571931964,0.46958532938364683,-0.4546484508234438,0.41380702470181724,-0.38382166960227315,0.18089366018691527,-0.41749917996066216,-0.317204417827324,0.3044791231360974,0.6688787111871434,-0.2763597858295455,0.44344482723317846,0.19747505291605746,-0.11159052389783741,0.32511960869208195,-0.4460992998386465,0.23199619083261525,0.18868667115958548,0.7568074067505727,-0.32601395640033987,0.32825658626143517,0.8674644673107531,0.6405861096667873,-0.38045470366740386,0.41939137937152327,-0.19826648841349132,0.1666912839829388,0.6586263752432439,0.5778362495300994,0.5090133996450342,0.5843274475741024,0.39261584907155667,0.3803264650042707,0.15160129530468455,0.1692095840729435,0.3494660781812223,0.4991104417449804,0.08290914346558488
Thal_MDl_R,-0.5692557527200142,0.7276047237496064,0.5380920512518342,0.8127822273184325,0.7281907651000172,0.600323184392491,0.7591036537559884,0.7399375752873117,-0.5703270412563785,0.6232337296768636,0.4544178888410915,0.6558958857640885,0.5681143406741045,1.0,-0.5135138782249813,-0.03550309504384243,0.5561046577893002,0.6514286599087525,0.44352789816749544,-0.6321397707702632,0.4204797063094611,-0.6422750764564774,0.5942337069445044,-0.6806221286962197,-0.007706143019900482,0.3114285605114518,0.7512650854434639,-0.6494369461546478,0.682146876078184,-0.22994823906001075,0.4588770841228703,-0.36888135274511813,-0.5674268046804677,0.7474125943518677,0.7366458275705815,0.5072661256001679,-0.6735481868897873,0.31812454305187765,0.49160924045102367,0.4444889475492217,-0.7104773785189744,0.014310948109323337,-0.10632432987366243,0.5612375160509354,0.4484716939296149,-0.02130403543946546,0.11784590290038781,0.48013545858555723,0.5372292722444653,0.7610561015531371,0.5199555494522315,-0.41475904553800663,0.7708221709464422,0.6821524109574439,-0.19310531427220298
Temporal_Inf_L,0.5381099345186294,-0.4472219886669838,-0.3823063601712994,-0.643268838185412,-0.6067754951006982,-0.7307043715427486,-0.7621327549099514,-0.6686168525349968,0.9164135324129447,-0.3388576269987033,-0.49194533895125686,-0.7796564695788852,-0.05565764066327872,-0.5135138782249813,1.0,0.44173833199361817,-0.27779315109957536,-0.7754497894652825,-0.20905634050049238,0.6276739423681084,-0.46781563734887666,0.7652297968403312,-0.7320111311601594,0.7772774069240651,0.12694336112558852,-0.38221129896493183,-0.5260672757900091,0.7184212988094457,-0.6541445110806192,0.43345824729045995,-0.6908673378287522,0.4414825462558216,0.54928645940119,-0.8329072066170551,-0.8446249680674485,-0.19851795668323513,0.724949898627881,-0.32787790408734857,-0.05103004195446575,-0.5141559098060002,0.7457620493024565,-0.17732688253298806,0.20521803507320785,-0.8183107821020214,-0.4188684686180051,0.14223431268384049,-0.06125106348001106,-0.08269468706836303,-0.08598706578641273,-0.797328632026418,-0.4389344227754384,0.5495716980080771,-0.785295189465237,-0.6108252759362403,0.4318618882761335
Heschl_R,0.042998269912774736,0.03271435023869323,0.21734944317973964,-0.34210503845228407,0.18380666925479608,-0.04580411545210402,-0.16690512619313835,-0.06221038551764484,0.3440172213580628,0.10331443803864784,0.1349841358971877,-0.0807956514777722,0.5181854507074134,-0.03550309504384243,0.44173833199361817,1.0,-0.14369083593851295,-0.09397178920568454,0.1627551641752038,-0.11048293844238576,-0.006404357822420571,0.069340747823768,-0.297209675529123,0.05425563848755771,-0.35616758357092454,0.06603187053670032,0.16417874294151377,0.20420502322918418,-0.11188908978587679,0.6723279351403132,-0.5456126096712114,0.48434795762278166,-0.1361114493346205,-0.2572241103758861,-0.4181749842083353,0.3165538821028929,0.20566053758003983,0.13557663374422324,0.5279405206648076,0.14019685399005974,0.07182038274617428,0.2155253310484077,0.03559249530437088,-0.4680799342459238,0.22092138745393144,0.5475747870811462,0.44123928297772813,0.22804699577801052,0.13019985498463008,-0.22799412140404374,-0.1672599874012909,0.47980886370227943,-0.18830286908692026,-0.034611615192163624,0.1697918421226509
Cerebellum_10_R,-0.2900566715283106,0.5966156118100069,0.6402832292815743,0.6184769265578247,0.6015452233606178,0.41138203811201096,0.5597026500628733,0.621368170118218,-0.28561336602605675,0.6726802280129145,0.24088192619813925,0.35883725877979206,0.44495498909945713,0.5561046577893002,-0.27779315109957536,-0.14369083593851295,1.0,0.38695256923947297,0.15456957283146963,-0.3316641477207874,0.07900452987975655,-0.41449617128296407,0.43868610844345984,-0.4587515596752263,0.26575872841314824,-0.028460071302735326,0.6002072387528866,-0.4194496212690654,0.6281089503215521,-0.4450642409183493,0.32546340138244567,-0.4044681897008198,-0.43318496065708645,0.5376251841487782,0.5876354219396478,0.6901167901381243,-0.4436277710495301,0.2698159225190302,0.427971485496828,0.27365523430620703,-0.5087965177327248,-0.06553672666596236,-0.00031852484712879863,0.5694862118337605,0.44666270152763793,-0.09836765224386196,-0.15763640587641506,0.7143045681173033,0.5511065578394793,0.6016376634279131,0.46735732405809977,-0.2925415262860074,0.5881930561882789,0.6382307116064279,-0.1938495460771844
Parietal_Inf_L,-0.7007635192416727,0.5073416004029772,0.45170717555991524,0.5007601027112031,0.7978485472212725,0.9782245353532721,0.7156579631093957,0.8067512733961675,-0.8128945664090266,0.4807235951337756,0.6097106312808902,0.9844230338847975,0.48123228571931964,0.6514286599087525,-0.7754497894652825,-0.09397178920568454,0.38695256923947297,1.0,0.6169845816599328,-0.8128966013344195,0.8038580438246937,-0.855635543207779,0.6717673965861104,-0.8844275373510937,-0.36017496435734186,0.6164641075171485,0.8404781299419218,-0.850231844484449,0.6229474273786046,-0.18904829286734431,0.43207425136672706,-0.14699349125214567,-0.7266586448725142,0.7630201135635275,0.7598578035647581,0.44802170599337177,-0.8641312626679079,0.3489245047326618,0.5318195248498043,0.855066331127523,-0.8039202187442666,0.3449838471851636,-0.47983694967582013,0.6844264535728886,0.6162487894940774,0.26012325507187467,0.3169299201437664,0.3440659432213821,0.27696488174612893,0.8096895233889695,0.31109872911874076,-0.40274011806074245,0.8292295803207456,0.7260404898827904,-0.20244546929482943
Cuneus_L,-0.44004380287638445,0.4612594209538225,0.26573373852487675,0.17591078483265551,0.4699025108370221,0.6052751288188356,0.2894505021686475,0.4537668078506637,-0.17753601613111347,0.11597452893099651,0.38469248654068344,0.6403806755577665,0.46958532938364683,0.44352789816749544,-0.20905634050049238,0.1627551641752038,0.15456957283146963,0.6169845816599328,1.0,-0.41105239348981865,0.7760196279581432,-0.3556411235613392,0.4375412989622172,-0.40097793976707924,-0.20761869668113758,0.7038871181530167,0.5502732923945962,-0.4610543822076657,0.31663744202905975,0.27276141685154137,0.2931720862483384,0.1829719720994863,-0.3024817620230365,0.2697906088052856,0.31268722222857914,0.23126706167085648,-0.48500682258862066,0.30153943590510646,0.4287043573390621,0.6180216361623249,-0.2993230272808282,0.4679466115618978,-0.4234293535399133,0.16009400147979702,0.25994416931353065,0.5166386419798782,0.4997902479043234,0.3542230884686368,0.28104245862913774,0.4488445322376396,0.21728245357752,0.024506519936115707,0.4042086183347735,0.3065804906520106,0.5044702432007255
Cerebellum_8_R,0.8908117193954451,-0.4450437806954555,-0.39810365489147553,-0.44658269139480417,-0.8034547254150165,-0.7380538296747864,-0.7132723714126086,-0.8185547081851081,0.8099560537497266,-0.6380792318557541,-0.4254244595286004,-0.8281287194525039,-0.4546484508234438,-0.6321397707702632,0.6276739423681084,-0.11048293844238576,-0.3316641477207874,-0.8128966013344195,-0.41105239348981865,1.0,-0.566085728035718,0.9552143868922455,-0.42935391655390115,0.9594487504644018,0.5518239424368646,-0.5748603365678032,-0.7831508134024052,0.8910043529976239,-0.49367534705529104,-0.029114803407306843,-0.15227042644502856,0.10639099702974066,0.9682667707298799,-0.7419911717475819,-0.6420968071460474,-0.4156926483134043,0.888612548727585,-0.34339386528185406,-0.525525941826926,-0.5697596336267078,0.9315999437373738,-0.18444113006901788,0.5051117252481527,-0.46428481300327684,-0.5542040893659159,-0.19514167215221714,-0.1657346954522159,-0.37471893030962916,-0.24799909592146052,-0.7081402425534491,-0.08835355628344788,0.5750068601496754,-0.8116085726414136,-0.6020807960647312,0.5198329277979918
Occipital_Mid_L,-0.600948918333104,0.2644396723370022,0.16435892874003338,0.1727565834419892,0.49311788268154716,0.7878685438384672,0.31047752178662646,0.5150133692274749,-0.4839024792833058,0.044340543836542526,0.38146030960523764,0.8405690971269463,0.41380702470181724,0.4204797063094611,-0.46781563734887666,-0.006404357822420571,0.07900452987975655,0.8038580438246937,0.7760196279581432,-0.566085728035718,1.0,-0.5656383325537122,0.456607120239102,-0.5620831067423532,-0.41540885339872236,0.8118159675414234,0.5657975064992803,-0.660909117846769,0.2526654771771967,0.13253725360025603,0.2881878460967422,0.22243450931232062,-0.4496777838988695,0.3636956995605834,0.4040051958785401,0.14176403617174366,-0.6743318596948841,0.3167098027042655,0.4259141559309719,0.777392500529886,-0.4306545353394817,0.5980945468484742,-0.5614876110152841,0.3205661370425671,0.30474654891396524,0.5506804309560678,0.42006996370391986,0.20375784857913898,0.005997272775323202,0.5138740372393634,0.05338642220048995,-0.20888921144678763,0.45516439867744884,0.37679229763693883,0.1745442273315444
Cerebellum_7b_L,0.8615425522204002,-0.4701372618538586,-0.44078422193760525,-0.5648689558712995,-0.8011180574129291,-0.7867494687237753,-0.7722651243429798,-0.8508755833444412,0.8896343489556907,-0.6285362141006854,-0.433323597817991,-0.8670893867360103,-0.38382166960227315,-0.6422750764564774,0.7652297968403312,0.069340747823768,-0.41449617128296407,-0.855635543207779,-0.3556411235613392,0.9552143868922455,-0.5656383325537122,1.0,-0.5649783492167206,0.9786896622661142,0.4167340414296597,-0.5612682294435438,-0.7752151285323099,0.9195940635470206,-0.5691182876833017,0.14285087117425643,-0.33187741160999024,0.21951981569852333,0.9249775975319545,-0.8146374009954073,-0.7618054700738331,-0.41603662722612694,0.9218732757121596,-0.38817072323163326,-0.4133252155635647,-0.5816501094708965,0.9450265848899179,-0.22633395500772366,0.48822972699938977,-0.6220946339748258,-0.5375000968105494,-0.1277044637532842,-0.07000507877700521,-0.34000934803961963,-0.21018837643800736,-0.7907105250623222,-0.20027770413038246,0.6557911828587192,-0.8677615288690618,-0.650870402240299,0.5613699873107534
Amygdala_R,-0.4197213517555416,0.6775243655530262,0.6277019505994159,0.6565412045359084,0.6657983240222146,0.6380478366935979,0.6946989916482618,0.6319394333472134,-0.5885986006901097,0.33194485607488816,0.42153340565870506,0.6651426210238046,0.18089366018691527,0.5942337069445044,-0.7320111311601594,-0.297209675529123,0.43868610844345984,0.6717673965861104,0.4375412989622172,-0.42935391655390115,0.456607120239102,-0.5649783492167206,1.0,-0.6002117174625854,0.22081055357052454,0.3662468921396169,0.5986238379159263,-0.5969242806516103,0.6951893278111692,-0.34589983850618616,0.7992900080853259,-0.4623842081443513,-0.37321990479683365,0.7554916804270531,0.7885245633856991,0.402852699667146,-0.6021674325760761,0.3498703729229176,0.1278648480098748,0.45690536878416954,-0.5611195267799916,0.2441431386506497,-0.054817517930619813,0.754077112811299,0.2849614376908253,0.01312284970837509,0.15804223686291766,0.3073997538641311,0.2634507342478081,0.8108277779419496,0.6874018427116099,-0.3948616185595478,0.7486193408915401,0.6174129057769949,-0.035725858556936045
Cerebellum_Crus2_L,0.8464355031651755,-0.5505295668530411,-0.5051606738653464,-0.5893667273083223,-0.8595301690772246,-0.8212364140955809,-0.8212920384930577,-0.8867425178406818,0.8931508899874578,-0.6789623646686527,-0.5065715555571162,-0.8874301554710746,-0.41749917996066216,-0.6806221286962197,0.7772774069240651,0.05425563848755771,-0.4587515596752263,-0.8844275373510937,-0.40097793976707924,0.9594487504644018,-0.5620831067423532,0.9786896622661142,-0.6002117174625854,1.0,0.40721184998328436,-0.5312896941135938,-0.8315776124607258,0.9179870911996162,-0.6533045279217589,0.15594162977864093,-0.35656102667758927,0.26076392303600004,0.9282755050185582,-0.8667732237249904,-0.8041409104794615,-0.4834117795595158,0.9215168316929395,-0.3837323543263721,-0.47878690211773167,-0.6155772216982732,0.9714100476673303,-0.17495318628452614,0.4329187269862691,-0.6590915923259962,-0.6121103982517657,-0.10142953706494169,-0.14366111834482534,-0.4095451737532923,-0.30686114378718826,-0.840414141073016,-0.27316322190904174,0.6043460877005774,-0.916316236031074,-0.7075692533923567,0.5097273438676457
