,Heschl_R,Precuneus_R,Thal_PuM_L,Thal_MGN_L,Red_N_L,N_Acc_L,Frontal_Med_Orb_L,Insula_R,Frontal_Inf_Orb_2_R,Thal_PuL_L,Frontal_Sup_Medial_R,Thal_LGN_L,Putamen_L,Precuneus_L,Cerebellum_9_L,Temporal_Inf_L,Thal_MDl_R,SN_pc_L,Supp_Motor_Area_L,Precentral_R,Occipital_Sup_R,Cerebellum_Crus2_R,ACC_sub_R,Angular_L,Hippocampus_L,Thal_VA_R,Olfactory_L,Cingulate_Mid_R,VTA_R,Thal_PuA_R,SupraMarginal_L,Frontal_Med_Orb_R,Hippocampus_R,ACC_sup_R,OFCmed_L,Thal_IL_R,Supp_Motor_Area_R,Frontal_Sup_2_R,OFCant_L,OFCpost_L,Cerebellum_6_R,Raphe_D,Rolandic_Oper_R,Cerebellum_10_R,Temporal_Sup_L,Calcarine_R,OFClat_R,Caudate_R,Frontal_Mid_2_L,Olfactory_R,Vermis_3,Thal_IL_L,Amygdala_R,Vermis_10,Occipital_Inf_R,OFCpost_R,ACC_sub_L,Cerebellum_Crus1_L,SN_pr_R,Amygdala_L,Cerebellum_7b_R,Cingulate_Post_R,Temporal_Sup_R,Cerebellum_Crus2_L,Cingulate_Mid_L,Temporal_Pole_Sup_L,Vermis_6,Vermis_9,Red_N_R,Pallidum_L,Precentral_L,Thal_PuL_R,Thal_PuI_R,Temporal_Inf_R,Temporal_Mid_L,Thal_PuM_R,Parietal_Inf_L,Cerebellum_8_L,Vermis_7,Temporal_Pole_Sup_R,Cerebellum_9_R,Thal_LGN_R,Thal_MDm_L,SN_pc_R,Thal_LP_R,Cuneus_L,Cerebellum_Crus1_R,ParaHippocampal_R,Parietal_Inf_R,Occipital_Mid_L,Putamen_R,Fusiform_R,LC_R,Thal_MDl_L,Thal_VL_L
Frontal_Sup_Medial_R,-0.015274675153382376,-0.8429764985179578,-0.2796267019387168,0.2579680014763079,-0.6207326666102047,-0.6019905726963052,-0.5367408924525968,-0.3253027842689975,-0.6879483925836128,-0.3511163031643606,1.0,-0.3923893469642762,-0.7555099817448968,-0.7663210138469788,-0.36323128151836215,0.5778326134914691,-0.5769884643983605,-0.2792237232468847,0.6274717550567703,0.5296190199500529,-0.8469311101635159,0.881834021133936,-0.7155264814160182,-0.8353267637876092,-0.5644225821720644,-0.4112518620441839,-0.7633005324406389,-0.44271768826884256,-0.6119879937097711,-0.25751404525777666,-0.7371257652993356,-0.5066607742119151,-0.7266790278249791,-0.48990184137873966,-0.5197431296925578,-0.426244124218719,0.5122330376767033,0.9506322731520875,-0.4062794273783878,-0.8555175847137011,0.8325287354914347,-0.010790766278266473,-0.07891468499113412,-0.32360127453011106,-0.6365992060781158,0.4326032708874306,0.6612337656033701,-0.7096740969917105,0.8468060305572426,-0.833058887562759,-0.10873945491494108,-0.4939436747043403,-0.4690032003121597,0.760114782715783,0.3690215983549792,-0.7778497422101434,-0.7545780892802595,0.8879667522658016,-0.39952373745698405,-0.6461226892984082,0.6370486435345412,-0.30623800652067007,-0.3689542166893255,0.8887771052356865,-0.7598271922525893,-0.7817812522887537,0.568249218458748,0.9057547571647697,-0.16655256744221716,-0.5146401112244762,-0.5448608810318732,-0.1077627886688746,-0.3102076703132774,0.15693328330062994,-0.09334835537612973,-0.2554408148910613,-0.8011174709552273,0.8954199545595367,0.8694030804621266,-0.6349576387074412,0.03098948074235937,-0.49090043175559595,-0.38725628862608,0.15196258581732427,0.06684004103014492,-0.5120885813813169,0.7556745296891793,-0.658902800249069,-0.6373754778573768,-0.6911383674773425,-0.42398420267615006,0.20786027795061082,0.45874435021128385,-0.4674201169245068,-0.3713894951528306
Thal_LGN_L,0.22092138745393144,0.6479488362773163,0.16362063071936583,-0.08277449291655724,0.5181449236427428,0.4777693436524881,0.3304184452621325,0.3901090389099743,0.49068357336858626,0.24316452861636703,-0.3923893469642762,1.0,0.5261775576564086,0.6511019708692428,0.4042558421989192,-0.4188684686180051,0.4484716939296149,0.7004817206167022,0.051426699030095384,-0.28604176703901685,0.40100706394644353,-0.5459448962665089,0.47145192597733904,0.5967219522149517,0.5854435389044729,0.5970322474581996,0.6142134395267745,0.4045681134289237,0.46806140612148567,0.3013668385121095,0.6287863704059943,0.30901783213790557,0.6680673405584897,0.49750230277811786,0.5446300365088762,0.41332059895339324,0.11948070681007396,-0.3781823701579801,0.46665306698390346,0.5042426216863981,-0.5232773247051845,0.49922341386621216,0.2157547443003522,0.44666270152763793,0.5632572395959681,-0.29998841737274784,-0.4628128797791221,0.5271269857282488,-0.0838577096273132,0.6089280042654283,0.4097739509481454,0.7073351629548001,0.2849614376908253,-0.530660142095698,-0.4671063632638629,0.537020135433916,0.4470819097157463,-0.5774988388016639,0.6054456893864838,0.4966464263884387,-0.5331274694834204,0.38406831280429826,0.3676422816368281,-0.6121103982517657,0.5934653767002802,0.35610529466766094,-0.2660170911616193,-0.5180675921910775,0.438773130683859,0.6445118508749562,0.648910007292665,0.17562497305862168,0.5048198724207216,-0.11922220794841909,0.17837380694424657,0.22942656854237906,0.6162487894940774,-0.5469178715184643,-0.6309809552945937,0.42976808455534665,0.3059248667117514,0.729937304429137,0.2593306540038595,0.1802718624638364,-0.02713163382245505,0.25994416931353065,-0.5536040360323988,0.3948458469222049,0.18164533116597875,0.30474654891396524,0.41849488797756185,-0.0145200167430502,-0.40088435443258036,0.3008701589945349,0.6586263752432439
Putamen_L,-0.13565225575536394,0.8195436600231621,0.2164583476489235,-0.20075720909170297,0.8822608660552576,0.34286418818672354,0.7338531876162562,0.4697769691633802,0.898816199875201,0.4957790029938811,-0.7555099817448968,0.5261775576564086,1.0,0.8160285674586458,0.4818635315867023,-0.759887658293319,0.7722976381437788,0.48266964679439933,-0.5107441648651597,-0.687416428442205,0.6846323972056957,-0.7047652812684505,0.8649620823039526,0.8339474999083725,0.6563259863125915,0.82427838851209,0.8447759646578092,0.7920077303356783,0.5775009410437403,0.5748846325576781,0.7949395354347722,0.7047906126345745,0.8368476360492085,0.8726085707954996,0.8193452454842389,0.6763264520854175,-0.4445923809516586,-0.8258277853017804,0.7435906915556781,0.9284939950635407,-0.6589654636399899,0.11001226484859095,0.6167390316870053,0.5453905502035472,0.5511037083926538,-0.28894277812385766,-0.789785624484893,0.9659511147444055,-0.6499699695938337,0.9054599572851766,0.15607372125606045,0.6296005995889533,0.7899139431795156,-0.6597054204511957,-0.24812231644090776,0.9115941852622412,0.8633989811821617,-0.8801860942449693,0.6547938880075966,0.8516394735234248,-0.4630023516459817,0.6055496198259297,0.6376075193734175,-0.8636067277627193,0.8132472090943647,0.7455900750649004,-0.32942195712626127,-0.7817889499890617,0.4052416454673948,0.6333286901238452,0.53153686784937,-0.03290954567985783,0.6318178212268271,0.313966816180682,-0.08077601843463407,0.0613703211994784,0.8182150292279721,-0.8479304922769044,-0.7770850163573285,0.892292478720947,0.19427663877404233,0.7148050356855319,0.7113533823619949,0.2737036070782258,-0.41075971522455207,0.4996703180619629,-0.44192710178448724,0.8800178365758353,0.3281139895614527,0.5400727872244991,0.22837271410867066,0.2502701742517685,-0.08182263096549705,0.5743263256425182,0.40988336331615993
Precuneus_L,0.09777843358698318,0.9698451202878475,0.33509080760648247,-0.006477943196561825,0.6905529967656209,0.5367815993539474,0.5386274459777278,0.5189980720986733,0.7009427382672444,0.38892473174571957,-0.7663210138469788,0.6511019708692428,0.8160285674586458,1.0,0.4282277259099746,-0.6058779997641895,0.6462738553340844,0.6338887473941287,-0.2305230626152877,-0.438290744841345,0.8350104681761044,-0.6946978673760115,0.6789704940037764,0.9004052967492495,0.7425635863400847,0.6608966428273365,0.768732253488345,0.6409343639106678,0.426708146040124,0.39039983514481047,0.8376765847927009,0.5177562528793451,0.8120429494660231,0.6296531874087661,0.6686791603063923,0.6357887815645806,-0.1411514616607873,-0.7539818926001364,0.5092233456864653,0.799747916177568,-0.6241304892827538,0.33433369636012394,0.34971217054081644,0.35178735113201165,0.7332820294588406,-0.090276023008385,-0.6899283831179375,0.7794144498754347,-0.5224142988132596,0.8114966203159389,0.48861216757523973,0.6684173906515293,0.5878270377987435,-0.623333415183778,-0.25783684716270805,0.7898701228104215,0.693128852773068,-0.8035105483703268,0.5767114924253416,0.7706594009991475,-0.4735626409669417,0.5395021303093609,0.6190141475876073,-0.8216378444660191,0.8620823269857691,0.6352668561413424,-0.2294479541035714,-0.7285013303153679,0.4121187292368223,0.5244996563435678,0.7597658790890723,0.17624698604963568,0.4987997925196922,0.013920902612462389,0.27757218278246,0.3256884831372622,0.8945178437275284,-0.7944413485631332,-0.7819574891521772,0.6725771511459124,0.21575530626198436,0.6104180624639458,0.5384945670360651,0.24152598585848822,-0.06010667703947543,0.7689085486533725,-0.5997914255199307,0.6305829205102688,0.5700896549949931,0.7421264171759765,0.4725280942555415,0.11510019704771035,-0.40238038582113445,0.4914117385483837,0.5594360016931277
Cerebellum_9_L,0.22804699577801052,0.471683408832912,0.10929960689447975,0.02354788776834629,0.425059515339583,0.5556598786538433,0.16579320434111824,0.6197054913789111,0.35890639609827696,0.4018808762275106,-0.36323128151836215,0.4042558421989192,0.4818635315867023,0.4282277259099746,1.0,-0.08269468706836303,0.48013545858555723,0.1952343550217262,-0.11263248143186273,-0.16492843442770208,0.3016214537470009,-0.4591903466671183,0.3527658792449263,0.3324369762300683,0.6469866658167411,0.4942856876847549,0.5660916924167296,0.520961213901182,0.3851983013292346,0.6234302743829314,0.34140777988565385,0.2475323177061468,0.6632117496795235,0.46243142344118016,0.28331439008618314,0.5517284485544816,-0.05571529002566675,-0.3543745622838157,0.2602330349799461,0.49186544259923326,-0.38616738734251566,-0.050632844936459365,0.3019789786843701,0.7143045681173033,0.5993220074892353,-0.10678529609519138,-0.23612984346556778,0.4712245754264289,-0.17961602822324643,0.5156762411299687,0.10443206892356911,0.5416264171177986,0.3073997538641311,-0.11918264891406939,-0.40219987553821585,0.42907907800789896,0.3708564031667219,-0.3957332302109025,0.49169551280470786,0.5989549610182632,-0.42593141430586734,0.5828103289277892,0.3881926399482424,-0.4095451737532923,0.6350071615941618,0.4501951413232769,-0.18020701887553933,-0.31386503675783606,0.5265661303479563,0.484026481799878,0.3381503821857257,0.04579229958486445,0.618274576843596,-0.038696159099450775,0.3429629070861096,0.22561853515849375,0.3440659432213821,-0.3147738686501844,-0.43030788243492313,0.32581101905306853,0.8239643969061553,0.31256834834183933,0.5060513747390984,-0.010929692933325,-0.04707998731567172,0.3542230884686368,-0.41101984932025815,0.4515103416719663,0.27804900074649613,0.20375784857913898,0.5900897175209472,0.0479487753127212,0.03203439697280872,0.6025616764827122,0.5843274475741024
Temporal_Inf_L,0.44173833199361817,-0.5794007158193156,-0.17732688253298806,0.25310229639389575,-0.7621327549099514,0.015583605691572895,-0.6979475980687311,-0.05183139099703036,-0.8329072066170551,-0.32787790408734857,0.5778326134914691,-0.4188684686180051,-0.759887658293319,-0.6058779997641895,-0.08269468706836303,1.0,-0.5135138782249813,-0.49194533895125686,0.5495716980080771,0.7883350519400402,-0.49904548002948873,0.54928645940119,-0.7713340820595201,-0.7796564695788852,-0.4779468400093016,-0.6541445110806192,-0.6686168525349968,-0.4472219886669838,-0.39968126300295903,-0.31485613238279275,-0.7959006584566132,-0.6347772127604546,-0.6067754951006982,-0.6808656113800449,-0.8560621341782166,-0.4522969935309256,0.5655753533080926,0.7184212988094457,-0.8183107821020214,-0.7465151629424834,0.5767118880419427,-0.27458732847867195,-0.4389344227754384,-0.27779315109957536,-0.14994134341000823,0.45561057785520936,0.833525136840436,-0.797328632026418,0.45040225347448815,-0.7336226668703426,-0.06125106348001106,-0.3640270160015779,-0.7320111311601594,0.7477195143602103,0.038798782165923106,-0.785295189465237,-0.7545413405157596,0.8114934758862626,-0.4676800672988331,-0.6618446455471657,0.28652179432208813,-0.20139753239898642,-0.30821557619023865,0.7772774069240651,-0.448884945776312,-0.4140600244243079,0.39657549834726663,0.7427583805584878,-0.08598706578641273,-0.3388576269987033,-0.5141559098060002,0.003564442559435573,-0.3823063601712994,-0.4757542085840952,0.4403459255696784,0.14223431268384049,-0.7754497894652825,0.8072909508350592,0.6520522486085769,-0.8446249680674485,0.12297735675550207,-0.6674331574488901,-0.5211870045086134,-0.2165022169463655,0.4414825462558216,-0.20905634050049238,0.21898877399944403,-0.7542391549124303,-0.08935311008667408,-0.46781563734887666,0.2090770803174845,-0.22941004518206384,0.12694336112558852,-0.2530099356305721,-0.05565764066327872
Thal_MDl_R,-0.03550309504384243,0.6733559932412589,0.014310948109323337,-0.05968053082854023,0.7591036537559884,0.3662977894406555,0.6495281608635887,0.47025791675589507,0.7474125943518677,0.31812454305187765,-0.5769884643983605,0.4484716939296149,0.7722976381437788,0.6462738553340844,0.48013545858555723,-0.5135138782249813,1.0,0.4544178888410915,-0.41475904553800663,-0.5776429294187458,0.5011004410702707,-0.5674268046804677,0.7699440926495693,0.6558958857640885,0.48247837094262686,0.682146876078184,0.7399375752873117,0.7276047237496064,0.6474660261725245,0.6647407696869614,0.6458712345467738,0.6550641255407956,0.7281907651000172,0.7709803982398055,0.6583429826303981,0.6975836117314336,-0.3529102294157016,-0.6494369461546478,0.5612375160509354,0.7883782004643346,-0.5101501585683544,-0.015193087631988246,0.5199555494522315,0.5561046577893002,0.5587024058314936,-0.23772818685096542,-0.5740894188205721,0.7610561015531371,-0.4848102692256274,0.8033079343537188,0.11784590290038781,0.583566359947844,0.5942337069445044,-0.41169739050307874,-0.24871614502564635,0.7708221709464422,0.777947960409685,-0.6875548834963966,0.5085967450275777,0.7374808966052699,-0.4073981892308713,0.573118192548939,0.46016741636418085,-0.6806221286962197,0.7844499148136057,0.7627325832959787,-0.2408224662878945,-0.6258760900478393,0.5372292722444653,0.6232337296768636,0.4444889475492217,-0.24501437530736803,0.5380920512518342,0.1816305520444669,0.0642685377094982,-0.02130403543946546,0.6514286599087525,-0.6645128975642577,-0.6460307809002925,0.7366458275705815,0.23310848148793478,0.5478351758211245,0.6460709969127051,0.29221305324526253,-0.36888135274511813,0.44352789816749544,-0.37778196823191457,0.748773043619507,0.2814865682364851,0.4204797063094611,0.2758041497684148,0.21638935675777557,-0.007706143019900482,0.8348755511362421,0.5681143406741045
SN_pc_L,0.1349841358971877,0.5835455107870295,0.23835330429602455,0.04543228761440271,0.5160750397511766,0.2766174755188176,0.283069669905758,0.4158018137916568,0.44027203474549786,0.24587418573205777,-0.2792237232468847,0.7004817206167022,0.48266964679439933,0.6338887473941287,0.1952343550217262,-0.49194533895125686,0.4544178888410915,1.0,0.15215040161143767,-0.20365448910300593,0.4324692704559809,-0.34627295073466763,0.35091966232848726,0.582995407299928,0.5662091518075135,0.5131579517786555,0.49018358245863636,0.444786412309932,0.28943141549529355,0.30201941667161664,0.6041429139120781,0.28431487295657426,0.5708662682935568,0.4523399739896289,0.5214739730005078,0.48583899507546296,0.18813708635576282,-0.2826955761164917,0.49280474429809573,0.4256343574397864,-0.31563649327155413,0.5552630693346029,0.33903024601113124,0.24088192619813925,0.4259083975017142,-0.04865980639660576,-0.4216694469039245,0.4659574654320599,0.006882131680142894,0.49688706066889704,0.5588390212123177,0.5366228447162851,0.42153340565870506,-0.41760614759239595,-0.08190282111762226,0.4845429253707803,0.3343989928760769,-0.47530802653517573,0.46824145874390916,0.5357112701185606,-0.2962515478176479,0.3645236141532786,0.4671915074887119,-0.5065715555571162,0.5098818529741083,0.18188056805394193,-0.047433198259519804,-0.40484886170874035,0.4309487151783205,0.3527344107562376,0.6586919817419249,0.17234551772564277,0.42860609214558787,0.09122716553215897,0.08791141459655803,0.22605273046884256,0.6097106312808902,-0.47129376073423657,-0.4598305715085587,0.4273833393376809,0.16893768821048305,0.6176327874047991,0.42962468568799134,0.4324286900916895,-0.04210064249563401,0.38469248654068344,-0.29313453154371,0.32190893348681826,0.22888278051899463,0.38146030960523764,0.24666792626108847,0.20412254734186078,-0.28896195461108964,0.27814860645733064,0.4790921238983329
Supp_Motor_Area_L,0.47980886370227943,-0.28837887943034823,0.21446100334670024,0.404284862789921,-0.5067728061101778,-0.019055653660981168,-0.6481982547260529,0.23320541141905823,-0.6403949104045212,-0.13982183334017462,0.6274717550567703,0.051426699030095384,-0.5107441648651597,-0.2305230626152877,-0.11263248143186273,0.5495716980080771,-0.41475904553800663,0.15215040161143767,1.0,0.7638475549426929,-0.30389495581169934,0.5808122879588791,-0.7300452393687875,-0.4189126461102388,-0.10434014464183552,-0.28362835139137854,-0.5200962509682865,-0.17135002414175474,-0.5294993885087207,-0.19020701253686395,-0.3683660380232617,-0.6342117654981821,-0.3501667294226035,-0.4096870850910319,-0.47254667163094144,-0.23517497254447958,0.9648761983151932,0.7570281037559392,-0.4404611281508831,-0.669750040038329,0.5857735225240184,0.41690923813539676,-0.07466224249085056,-0.2925415262860074,-0.05701322421158439,0.6009389394104695,0.5831036443649515,-0.5502963062763492,0.7690924561982756,-0.5939082430379454,0.4772509475045108,-0.1990459495871001,-0.3948616185595478,0.6142871194250971,0.1946248330515582,-0.624838338611551,-0.7476560416640766,0.6403920594242125,-0.2597657940287814,-0.3535782120146502,0.41420664126815043,0.03992994662123243,0.09214480258003635,0.6043460877005774,-0.25384921105086333,-0.6948865775492287,0.537485218222229,0.6783728788674966,-0.02455821480279858,-0.39747904067488093,0.033959512389047576,0.31650917868176276,-0.05679888710655815,-0.21521806860134077,0.4229728681674921,0.38037089651919803,-0.40274011806074245,0.643854083154726,0.5548437915799751,-0.6362711040597793,0.2240263846058946,-0.2718318285836193,-0.16030119541412893,0.1587723472448568,0.4775186003213544,0.024506519936115707,0.29631624547073937,-0.6748873073904385,-0.11380736300023123,-0.20888921144678763,0.2232354825552953,0.10480698923229777,0.003760670704579784,-0.3457089959720828,0.1692095840729435
Precentral_R,0.5835544979729241,-0.4190296753835336,0.20075446334349192,0.33188879534100435,-0.7257162818615934,0.023703994695919228,-0.822953602233167,0.08240478001322629,-0.830491928629062,-0.15954053135922816,0.5296190199500529,-0.28604176703901685,-0.687416428442205,-0.438290744841345,-0.16492843442770208,0.7883350519400402,-0.5776429294187458,-0.20365448910300593,0.7638475549426929,1.0,-0.2504747787093586,0.5036136287811629,-0.8748582294951396,-0.6206783119584169,-0.2519446669510731,-0.6421545619032915,-0.64333900371261,-0.39904005806637943,-0.6104362623757403,-0.3586002576641293,-0.6610009655209753,-0.8236130150920067,-0.5194279036101902,-0.6543265931105109,-0.7944707592196619,-0.42431607628413515,0.7615201053161352,0.7488879212660814,-0.7937273107187698,-0.754892885650739,0.5067821780681044,0.1844956829984418,-0.4169061737747817,-0.5210161604940335,-0.19491158366144137,0.4956957459579552,0.8151082761315211,-0.7772762681872558,0.4900200919799203,-0.7330533195428209,0.3113924402924446,-0.4211974202555053,-0.6437048026322122,0.6732959445152549,0.15046944048119415,-0.8110549724685637,-0.8459015508282675,0.7213221427419135,-0.5632384514319415,-0.5576035181289574,0.3351976089428669,-0.12469162086323379,-0.014347719089214709,0.680719665156029,-0.42989793746400323,-0.6372753688415944,0.39389002575454934,0.6739596959665908,-0.2743633362234471,-0.5601223419996391,-0.3097671031180403,0.4527110143632172,-0.2966842100184575,-0.5597391396028595,0.35332106881149067,0.43479363392070036,-0.6457710539159177,0.7074833532261064,0.5894445833605488,-0.8801471172089913,0.058352304386105454,-0.5044010197820238,-0.2707397551953064,-0.21101187300283447,0.6751362442861308,-0.08864274060082421,0.12401331765562534,-0.8820482372965192,0.18373127535509887,-0.28829784170564426,0.22292387445734999,-0.29175958924644974,-0.15906257476657482,-0.372370285252945,-0.023837668144612686
Occipital_Sup_R,0.17642939249717063,0.8934275704684126,0.6164373168982559,-0.09608885079657158,0.4711411483209391,0.6227154254566072,0.37648851833408614,0.5146007760865184,0.4870443694758809,0.43113092726219976,-0.8469311101635159,0.40100706394644353,0.6846323972056957,0.8350104681761044,0.3016214537470009,-0.49904548002948873,0.5011004410702707,0.4324692704559809,-0.30389495581169934,-0.2504747787093586,1.0,-0.6912981047912301,0.48867019100272985,0.85417093136734,0.6339360004349194,0.3595845793219949,0.6529753162673287,0.4211735585719523,0.36205077535198954,0.18855417801625418,0.7473148457801014,0.3359221036482131,0.6542842814877997,0.40685311809995434,0.45716687585051563,0.3526855282006552,-0.20287400037215364,-0.7576154523854837,0.3116402791693672,0.7087307308698629,-0.6249370068679967,0.2990906466135481,0.09725437075585434,0.12297502136620031,0.6714199918549966,-0.08072709161815789,-0.49846753050618703,0.6100367106580625,-0.6541428809860623,0.6947585327758615,0.46274145123175825,0.37146707947907787,0.47629597539738555,-0.5508751524810519,-0.1628674369705871,0.6033446186642349,0.5341882333829272,-0.7377982054902151,0.23959120089067812,0.6410784317878374,-0.39240438096216557,0.3646515949476814,0.5493466918808384,-0.747140413379695,0.7530741691959664,0.5611590207057914,-0.2950786236708821,-0.7287192922506799,0.06449230752643126,0.2887735894702857,0.6698233512354969,0.4003702544844494,0.3282437085472378,-0.20602397362380453,0.2830018208037384,0.5879515905483181,0.7955141881738289,-0.755108975159398,-0.6879716668714456,0.473780514134135,-0.01147242510255963,0.411796343198831,0.49241985283047984,-0.08461749284088049,0.21043836847784453,0.7466095753629279,-0.6550256306978547,0.4579414379185861,0.8039387790894049,0.858435997456858,0.5182278685376559,-0.10412263742518207,-0.5532881187791896,0.35561899265395297,0.4928844173855019
Cerebellum_Crus2_R,-0.1361114493346205,-0.79004115556072,-0.13021161869947495,0.312762178455023,-0.6720861914305336,-0.6352702385925973,-0.5275301069432196,-0.3012871266770812,-0.7091330682443624,-0.33670854031406533,0.881834021133936,-0.5459448962665089,-0.7047652812684505,-0.6946978673760115,-0.4591903466671183,0.54928645940119,-0.5674268046804677,-0.34627295073466763,0.5808122879588791,0.5036136287811629,-0.6912981047912301,1.0,-0.7411830208613308,-0.7378795047651093,-0.6061312640293292,-0.4697294607440733,-0.8080770472908401,-0.42260824915939155,-0.6889173053719616,-0.3487294237069349,-0.6662199974726241,-0.500252082536661,-0.8029223805221434,-0.5387953615393793,-0.5385528358022301,-0.4991224916570293,0.45927692631828226,0.8477275445562528,-0.4287019475159433,-0.8277556715465046,0.952218140927821,-0.010309247176202872,-0.05243026153923026,-0.43318496065708645,-0.6071771288833837,0.6622530271800735,0.6567385483650544,-0.6641038638891544,0.7045575136406182,-0.8490733149400304,-0.08252926797208518,-0.6641256356406294,-0.37321990479683365,0.821910126815527,0.6001704475865086,-0.7799536912038975,-0.759873503878793,0.9053900906237248,-0.5196706368696032,-0.6261273578201213,0.8733365877889286,-0.33130811553289957,-0.3380029892086505,0.9282755050185582,-0.7312826123774389,-0.7773784459455273,0.7448505105661556,0.9260938664027383,-0.2601229316405638,-0.6856507157567444,-0.49149726850709186,-0.11264127911639804,-0.44724862574210394,0.2650080691786653,0.007310244222084282,-0.16715665438812824,-0.7266586448725142,0.9087246216626469,0.9594121530600827,-0.5944937810161032,-0.060929590654107524,-0.6671894442835103,-0.35408674861315276,0.17396917197199382,0.12302588143811138,-0.3024817620230365,0.8888034740636994,-0.6415152633727136,-0.5566666695418727,-0.4496777838988695,-0.43822710257399944,0.34811089374888016,0.5003803232635347,-0.5156551491954161,-0.4460992998386465
ACC_sub_R,-0.2935007671337846,0.6825705335122008,-0.13462649190632336,-0.28598700730718124,0.871538322363294,0.1947502403056636,0.8743464483679321,0.14869908151495567,0.9604402260981041,0.26946104247856784,-0.7155264814160182,0.47145192597733904,0.8649620823039526,0.6789704940037764,0.3527658792449263,-0.7713340820595201,0.7699440926495693,0.35091966232848726,-0.7300452393687875,-0.8748582294951396,0.48867019100272985,-0.7411830208613308,1.0,0.7421334086493795,0.46268703305056635,0.7676769579119864,0.829752843170053,0.6432273048114143,0.6890731839669862,0.5425574249700448,0.7196166591660821,0.8530724856295171,0.7498421746046546,0.8301885408623463,0.8308605912710849,0.6354005341381799,-0.6743556400432902,-0.8512110283127691,0.7498154898281265,0.921791572163717,-0.7042145807036504,-0.09196470608813591,0.4825366221136452,0.5686898296210295,0.4106488561252228,-0.5275586164802656,-0.839229850595576,0.896924955833365,-0.6804017507823727,0.9088876016644613,-0.08333773110967453,0.6549231210920372,0.6710290581662747,-0.7424940278794667,-0.33080706686976197,0.9547365677475107,0.9883798861277995,-0.8801307332764359,0.6838570244104722,0.7249386807763545,-0.5610212940198118,0.38849218873840097,0.3381150468276561,-0.8692846742101311,0.6836480669127541,0.8594769848611654,-0.46922775452570725,-0.825619510235603,0.414310534024274,0.7480414497199828,0.37146815877550127,-0.29258439118841983,0.49813490768838864,0.32184888160075076,-0.23603696143818514,-0.27090302102861424,0.7479584262294942,-0.863730160704337,-0.8138994515646935,0.9396056393387091,0.06471596005128402,0.6940710932397863,0.4760118277874026,0.23177040279999553,-0.5877534574758442,0.2682306379210277,-0.4374122381180355,0.9258072701479519,0.1455022719183696,0.3624789401980418,0.02233157581691512,0.14636811621451543,-0.05756588711098242,0.6150896726786587,0.26277472719419215
Angular_L,-0.0807956514777722,0.9205063627946093,0.4135752821389264,-0.17014670764005524,0.7009333114224298,0.49432486692930744,0.6008279891897003,0.4407601438427303,0.7542737739539113,0.39175839294905135,-0.8353267637876092,0.5967219522149517,0.8339474999083725,0.9004052967492495,0.3324369762300683,-0.7796564695788852,0.6558958857640885,0.582995407299928,-0.4189126461102388,-0.6206783119584169,0.85417093136734,-0.7378795047651093,0.7421334086493795,1.0,0.6937924991509463,0.6154999615190191,0.8133673798834032,0.5215303238010878,0.5254831193177116,0.3523176437525139,0.9716971443251773,0.5587787533250581,0.7873228692695493,0.6383789610439731,0.7537789057390236,0.5171852148229562,-0.3498115153089915,-0.8668927417311999,0.6541240934255416,0.8632878346819872,-0.6936367327005595,0.305137428601886,0.29712654924155885,0.35883725877979206,0.6803971619444286,-0.26850298008212015,-0.7835440171870688,0.8238827347784137,-0.5548127376108409,0.8698999048183437,0.32727891166239026,0.5341971071595446,0.6651426210238046,-0.7339843040717214,-0.2577959884956615,0.8210796497170298,0.7511728435194812,-0.8911941723799438,0.48693947764666107,0.786949658810414,-0.44539582256379057,0.3469243525718782,0.4454187526093227,-0.8874301554710746,0.8143183632766573,0.6197260293023485,-0.38550229931592894,-0.8445131517258385,0.22931696629577084,0.46259881739629605,0.8243252115734193,0.13224690934400896,0.4427746545445114,0.10042309963740097,0.14854549089932664,0.30759195829293556,0.9844230338847975,-0.8977448248755989,-0.8056690770681161,0.7559271390947343,0.0228134409380094,0.5900367735219002,0.523849419240367,0.07305482197679583,-0.1106541215853744,0.6403806755577665,-0.56581471406627,0.7233633915137327,0.4808098572083112,0.8405690971269463,0.3597303630841524,0.07900647704253863,-0.3881905108414068,0.44660412228158886,0.4870804311571609
