,Temporal_Pole_Mid_R,Vermis_4_5,Putamen_R,Thal_LGN_L,Calcarine_R,Thal_VPL_L,Hippocampus_L,Insula_R,Raphe_D,Caudate_L,Vermis_1_2,Frontal_Sup_Medial_R,Thal_AV_R,ACC_pre_L,Rectus_L,Thal_PuM_L,Precentral_L,OFCant_L,Cerebellum_4_5_L,Frontal_Inf_Oper_L,Temporal_Sup_R,Parietal_Sup_R,VTA_R,Thal_PuA_R,Rolandic_Oper_R,Frontal_Sup_Medial_L,Cingulate_Post_L,Frontal_Inf_Tri_L,Precuneus_R,Cerebellum_10_R,Frontal_Med_Orb_R,Thal_LGN_R,OFCmed_L,Cerebellum_3_R,VTA_L,LC_R,Thal_AV_L,ACC_sup_R,Cerebellum_9_L,Lingual_L,Angular_L,OFClat_R,Frontal_Inf_Oper_R,Supp_Motor_Area_R,Thal_PuL_L,Thal_VA_R,Frontal_Inf_Orb_2_L,N_Acc_R,SupraMarginal_L,Vermis_9,Cerebellum_Crus2_R,Frontal_Inf_Orb_2_R,OFCmed_R,ACC_sub_R,Occipital_Sup_L,Cerebellum_Crus1_L,Cerebellum_6_L,Temporal_Mid_L,Parietal_Sup_L,Hippocampus_R,LC_L,Cerebellum_7b_L,N_Acc_L,Thal_IL_R,ACC_pre_R,Cerebellum_10_L,Temporal_Pole_Mid_L,Thal_LP_L,ACC_sup_L,Temporal_Inf_R,SN_pc_R,Postcentral_L,OFClat_L,Insula_L,Thal_VPL_R,Occipital_Inf_R,Rectus_R,Occipital_Sup_R,Caudate_R,Cingulate_Post_R,Postcentral_R,OFCant_R,Thal_MDm_L,Occipital_Mid_R,Thal_PuI_R,OFCpost_L,Cingulate_Mid_L,Lingual_R,Vermis_10,Frontal_Mid_2_R
Temporal_Pole_Mid_R,1.0,0.31629387827606364,-0.13778550866482384,0.34943111057109016,-0.3463979781595101,0.12412246653731285,0.35829536198754175,0.0751431847289903,-0.08330544874084732,0.44330049756571827,0.16335529256255557,-0.626044870451996,0.8481325458862227,0.9105782324851147,0.7886831957495885,-0.05848543913065614,0.3321268280374232,0.788799856440931,0.2787491979735013,0.5977740634710899,0.29797609292282784,0.04498703019899304,0.6096678886758257,0.43733102799217494,0.5709496521122512,-0.558117158775796,0.3380509268321313,0.6383561790860485,0.5855482101155618,0.5397831722789984,0.8894389643275334,0.5686519656434883,0.8546835668426531,0.4055391867332098,-0.8759378448269898,0.06868861102126661,0.8192204546073397,0.7872465780580897,0.2646075789971854,-0.6780819107175954,0.716028568016829,-0.8105924003977053,-0.5121419621041993,-0.6976303186101587,0.2711269784500485,0.7537192561712419,-0.17999406143376442,0.23567390706445493,0.7092859961822031,-0.7176955172236472,-0.5617209443929811,0.9028804850494294,0.7835881465304007,0.926378164702039,0.527052624677221,-0.7835910522159969,-0.7014597773337747,-0.2918420153550664,0.7052402335197521,0.6149642711254404,-0.6919656107803538,-0.727994975584792,0.031190966634160468,0.5111509607468405,0.9319599747610257,0.6268438857359552,0.6882035189616934,-0.3276385974501811,0.8219235982967329,0.526916700869043,0.3520772790793608,0.6225281072166172,-0.44574138449303424,0.6139318443240948,0.5851288704465039,-0.09182870332895066,0.8085983017853513,0.4527059476491481,0.8895420740663078,0.36581668866386713,-0.6995851679386568,0.21497818842682612,0.46784129024559523,0.3200117001676682,0.4001825537598859,0.8432832448306996,0.5751710385104933,-0.528434266600546,-0.6354984527066792,-0.8127027003615384
Vermis_4_5,0.31629387827606364,1.0,0.3733239640796761,0.4072312218168948,0.05361792861321363,0.4588947961001739,0.3567627358718898,0.44070213248529616,-0.1275536091704925,0.5046144811364901,0.5439581956602373,-0.16830026344449278,0.4663956530181621,0.37333651974257565,0.3683626071706716,-0.1757993014688496,0.17785652167950042,0.26454733302404015,0.8945226866149394,0.6112013922680628,0.4263739328229288,0.11043504886737604,0.3855884793707343,0.5474276285806151,0.505361507735791,-0.05297732247119467,0.7188893953045182,0.42733821465512983,0.36310994564432836,0.6017222578463625,0.39781763163594147,0.4146290724287383,0.2936584872011902,0.6917109233986626,-0.2623306965782232,0.17570020120369367,0.429371642185703,0.5021688470854221,0.576370298079744,-0.07639479159231367,0.17986141271461512,-0.2553026675934338,0.05100976873808763,0.09197086309172636,0.1458154961762996,0.5904814455785885,0.39493408265578145,0.1429413732526782,0.18503110729537114,-0.15090120586198147,-0.27301447901443626,0.40199124228901445,0.4056621560664128,0.40041357907835756,0.1632582587479953,-0.26878358422588017,-0.2010396847764672,0.2385442201539146,0.16738939256922028,0.5227437602355878,0.03164040536693089,-0.1758589244218199,0.3017404299035985,0.5624736281174403,0.34612472823706586,0.5432641677493814,0.34601510004271446,-0.3667373681928785,0.4622602101158294,0.11288612476072528,0.45679811343621396,0.23035356483187205,0.20883380845831737,0.3354455631365937,0.4424958242069182,-0.2537171996023582,0.329235212279771,0.08274916022172955,0.4465446564763388,0.7219249633546803,-0.007248030315579693,0.4106196027736931,0.33989554075382983,-0.08957193416468309,0.564237968575864,0.37101823247877413,0.5700647059858103,-0.006593193549157649,-0.06740784288736475,-0.21390193709634545
Putamen_R,-0.13778550866482384,0.3733239640796761,1.0,0.41849488797756185,0.08146173720949758,0.8032678349768717,0.5476077087921014,0.7712912907788653,0.12927249927640128,0.7591988758176118,0.6266781220776042,-0.42398420267615006,-0.11576794589692407,0.16379729818074715,0.23171945291286566,0.4146070930315716,0.5560819051464824,-0.1098267516682774,0.4644164147807096,0.44464560102708317,0.3827231956751245,0.5323501138786637,0.25411722410207044,0.2881679568016474,-0.09686603549057829,-0.3056927874231358,0.6589570854132282,0.28814579523760997,0.5656495120311216,0.29372944592419414,-0.10491694978519978,0.15216824037188711,-0.05658730135334526,0.38694334793537993,0.19878757816007195,-0.3831725157512444,-0.059395408945709195,0.09397293334755698,0.5900897175209472,-0.08175959726580224,0.3597303630841524,0.01834667614575844,-0.2863361504841568,0.35858565133071507,0.20668340304586544,0.10693538525020076,0.30307477829667245,0.3098937437190115,0.3250617486551623,-0.24291073983462416,-0.43822710257399944,0.003399697203519098,0.2686620873580033,0.02233157581691512,0.508014913898738,-0.24918723698394882,-0.234388969612283,0.7776746135592747,0.37234129618181455,0.5076639720708213,0.12439242558456469,-0.2650338685159714,0.900520096922746,0.28405198865485104,0.031607838825903414,0.4897130237479355,0.2957628168819073,0.16862870843786515,0.3723387008747038,-0.5589368229612441,-0.22316678943500617,0.4173039273840101,0.10831019552291317,0.4120034944374839,0.15210085124736542,-0.434280468045982,0.2625332982647951,0.5182278685376559,0.15015206602679862,0.41891110505806944,0.3986748208839267,0.21595753366795278,0.21514339177076522,0.38583898301811037,0.39681689476782656,0.26345502164491974,0.6723297510771332,-0.11932955518909207,-0.058534846362463366,-0.2650327622414314
Thal_LGN_L,0.34943111057109016,0.4072312218168948,0.41849488797756185,1.0,-0.29998841737274784,0.6939649546474959,0.5854435389044729,0.3901090389099743,0.49922341386621216,0.5952701133269968,0.5653539334019615,-0.3923893469642762,0.3280396021737956,0.4697426744940812,0.5698436611083361,0.16362063071936583,0.648910007292665,0.46665306698390346,0.41748607871490134,0.6085884679745861,0.3676422816368281,0.20625213695696173,0.46806140612148567,0.3013668385121095,0.2157547443003522,-0.23691880414428224,0.5728888019706486,0.6669743670139812,0.6479488362773163,0.44666270152763793,0.30901783213790557,0.729937304429137,0.5446300365088762,0.49358852253502516,-0.4284232922657039,-0.40088435443258036,0.16350602917989157,0.49750230277811786,0.4042558421989192,-0.4697058506977795,0.5967219522149517,-0.4628128797791221,-0.2660581085132335,0.11948070681007396,0.24316452861636703,0.5970322474581996,0.42765063136295967,0.26895111814792744,0.6287863704059943,-0.5180675921910775,-0.5459448962665089,0.49068357336858626,0.5394276835912499,0.47145192597733904,0.40229985880731606,-0.5774988388016639,-0.5214973480917409,0.17837380694424657,0.5670481305647096,0.6680673405584897,-0.43592077608635815,-0.5375000968105494,0.4777693436524881,0.41332059895339324,0.45093873938215967,0.6140609644719351,0.2482464513896669,-0.033831806447639695,0.5282823803593869,-0.11922220794841909,0.1802718624638364,0.6690402156343256,-0.05774439251872739,0.5745191917337451,0.5325160347210731,-0.4671063632638629,0.5373877993524362,0.40100706394644353,0.5271269857282488,0.38406831280429826,-0.089490112092267,0.22741915861502904,0.2593306540038595,0.15895811121066392,0.5048198724207216,0.5042426216863981,0.5934653767002802,-0.45301733498232793,-0.530660142095698,-0.4121321932950758
Calcarine_R,-0.3463979781595101,0.05361792861321363,0.08146173720949758,-0.29998841737274784,1.0,-0.15222939553510237,-0.1671460456463528,0.22236926882500083,0.08399911647984147,-0.2669902171094415,-0.001361901214854855,0.4326032708874306,-0.2885562734812286,-0.4248844980550224,-0.47341518602071203,0.24720842915511007,-0.06440155572651617,-0.32756534653615293,0.20519199196562254,-0.1689822736095915,0.13045502274369267,-0.13585797511465242,-0.5255875850405869,-0.14453617778751063,0.1190043290760437,0.4241067626248719,0.18181692290897428,-0.3562343868823762,-0.1985213962003728,-0.24448340382783315,-0.3268668261054958,-0.5190056297976953,-0.3563531285859986,0.16016469166023597,0.4861071165761032,0.28062056891295467,-0.28421646666064837,-0.279836128530689,-0.10678529609519138,0.8195906252103616,-0.26850298008212015,0.45939308961056385,0.4581092184360772,0.546066339552828,-0.06583105205300363,-0.20525813057377396,0.12073138848369872,0.12803620942804947,-0.2792634375757513,0.6470875901278569,0.6622530271800735,-0.48755784594978346,-0.47673367296093494,-0.5275586164802656,0.023267936493250017,0.5863176810696683,0.6961041393701893,0.46947817745346887,-0.3600111314080404,-0.39665854087419766,0.47065641364451594,0.6141884612205837,-0.1690399025927884,-0.18336341662767883,-0.3971588984899999,-0.4587451511211406,-0.43000053173788594,0.22151350569801015,-0.364819053952637,0.15780531582407326,0.28610747866344355,-0.2314915155403826,0.24052727644701435,-0.16665964940362396,-0.30142203853048216,0.5262516692429925,-0.5218561148399248,-0.08072709161815789,-0.30804908579396767,0.10530149729784949,0.4332828405285959,-0.29561670552338914,-0.016117984270020817,0.08361466123728736,-0.1751089747808801,-0.4563219473092966,-0.15118989770244978,0.8641772013792646,0.6722832383073901,0.4549167220243823
Thal_VPL_L,0.12412246653731285,0.4588947961001739,0.8032678349768717,0.6939649546474959,-0.15222939553510237,1.0,0.6408413726027378,0.605836093018677,0.22366020106600723,0.8056270932722936,0.603037664548423,-0.42297478847258685,0.1179546265100302,0.36453453244320216,0.4276045466297,0.17794798428036313,0.666359164898888,0.1455199396162765,0.4580472611410335,0.6612215993946648,0.26757266890411935,0.36310913526410843,0.4147018741675769,0.4391883272268831,-0.0038369702513028616,-0.2533273371596218,0.684421201452081,0.5803906221866817,0.6515322786383607,0.427971485496828,0.1576036997716122,0.3833114499060525,0.24697639574227687,0.4191565867477306,-0.0795914801451073,-0.40540567396089305,0.10270182044861673,0.32315687996750286,0.6259650256043818,-0.30162281229897375,0.5056214518061793,-0.2404940089078373,-0.31723250336682296,0.19717261859903554,0.24093781029761788,0.39071071996285284,0.4489335274990495,0.18344834733506338,0.5182666069990834,-0.4026218892307237,-0.5411760571324377,0.2815683929951429,0.47009128663769045,0.31173349289694957,0.49781591825578286,-0.432622038350245,-0.40804353796895504,0.6245080280047791,0.4909628831299913,0.6697778421506928,-0.10331066884562604,-0.4133252155635647,0.7824093501448545,0.4712516498248344,0.26860187807509267,0.6080017531912392,0.3653028104333604,-0.021399903803558693,0.5099367152968507,-0.4270312452137291,-0.0705490268733443,0.5844551980426426,0.029663472811314304,0.5091474886488628,0.3494475726045359,-0.5698295624342163,0.4724672999253484,0.4437680854453761,0.34585761814222,0.3594302037660489,0.08110025707222439,0.30708894583895835,0.2457238454035101,0.20168827833771358,0.4982077661754488,0.43973517877082097,0.7167915694687452,-0.31736323316474896,-0.2630916579595036,-0.3706614839687134
Hippocampus_L,0.35829536198754175,0.3567627358718898,0.5476077087921014,0.5854435389044729,-0.1671460456463528,0.6408413726027378,1.0,0.6681810384899401,0.31012335997961077,0.6488436938922458,0.5415888009699716,-0.5644225821720644,0.2544342991092493,0.5607019467933824,0.6268452146820592,0.3680445843449358,0.6952259484845493,0.45290437064874944,0.4773727305267873,0.6153489133698758,0.5679817063276941,0.3591034767600269,0.21833545047257003,0.612699260598261,0.3081035541895112,-0.4493336115245358,0.6192818377543813,0.6493173867095939,0.7596382814399689,0.4040984200236043,0.30136159945782465,0.581416898358369,0.5172268269873233,0.4148484903240349,-0.2289524416368698,-0.2611962567915516,0.12630735861888517,0.5564107967084239,0.6469866658167411,-0.436638780728893,0.6937924991509463,-0.4605224566779939,-0.3954491864761672,-0.033751649791690985,0.43910723239246935,0.5580831835503235,0.29653791258308043,0.40956334317269627,0.6727753527261933,-0.5383856206480876,-0.6061312640293292,0.5607051225191085,0.5992435998286604,0.46268703305056635,0.706340963692201,-0.6383831380228719,-0.5492375061891338,0.26967443605238606,0.6920367801868299,0.8708045810973578,-0.37572677736113475,-0.5891555770755499,0.5293583467546503,0.7055649027963954,0.5384799811783423,0.5921066189406518,0.4468876663670034,0.004159226423057809,0.6551822532715045,-0.016607427765463905,0.07447505474117357,0.728734609198614,-0.1801355044835485,0.8229664473919429,0.6798908241929041,-0.3362919624473137,0.6473037643030232,0.6339360004349194,0.6332703966314233,0.48383483743323197,0.0030921839225463064,0.2662962639742869,0.7028899284738135,0.452966798514757,0.7022920991528346,0.6511859758010127,0.7388029307120048,-0.4149831239204978,-0.42568139179112496,-0.5439358229470986
Insula_R,0.0751431847289903,0.44070213248529616,0.7712912907788653,0.3901090389099743,0.22236926882500083,0.605836093018677,0.6681810384899401,1.0,0.22595715173228528,0.6560791463153731,0.7371665757539011,-0.3253027842689975,0.23598195732749028,0.3192730767420956,0.353134443203934,0.539102251210093,0.564670976571749,0.20071969164782266,0.6094886296102692,0.6079659320770486,0.7010244190040475,0.46603305303005477,0.17989899569054482,0.5888212757006936,0.40856463784303904,-0.18502997556402054,0.8293205953669309,0.42671096793663676,0.5775153687377441,0.4307142181369065,0.041239603616533636,0.30820242492185457,0.20939083908741304,0.5187525768101718,-0.0007623711395422437,-0.01991937571555193,0.16631420417690473,0.4548116276211517,0.6197054913789111,-0.027150933275617618,0.4407601438427303,-0.11618685168125532,-0.0759501562391335,0.33221593094975826,0.3955759014280152,0.38003501012882246,0.4161685056294126,0.5149198662897986,0.4379616670420361,-0.18736822121762983,-0.3012871266770812,0.22476585394288562,0.253783875381998,0.14869908151495567,0.5434816194768578,-0.29578009549068346,-0.18635494167837469,0.5508850970507657,0.4207633944383734,0.6113318644132602,0.0706841402493849,-0.27239551011568014,0.6176114437015909,0.47774089280938115,0.25857376293975537,0.45721133079408816,0.22724351996927541,0.12371209632781804,0.49002989226755206,-0.07671326375295982,0.05631625411410678,0.5013987726008312,0.014365965517491771,0.6921709673061409,0.4756366581902989,-0.23011974519025258,0.3347059736018579,0.5146007760865184,0.39896908732380926,0.6788768170446997,0.2802991208633733,0.1455917079282529,0.6581312661336131,0.40328348656394375,0.6815801070176369,0.39106344927978853,0.7402930554718394,0.009720642313837877,0.02444332916871603,-0.2542765712644785
Raphe_D,-0.08330544874084732,-0.1275536091704925,0.12927249927640128,0.49922341386621216,0.08399911647984147,0.22366020106600723,0.31012335997961077,0.22595715173228528,1.0,0.05386469237224485,0.28603096093268576,-0.010790766278266473,-0.08013300631574048,-0.03738450159308269,0.10071801125846262,0.556957183648193,0.4995362392130749,0.12916784391752492,0.04164697950087499,0.08696572646829186,0.33332957482715364,-0.015308377352323741,-0.2191665830817171,-0.055350217008487586,0.03452943152647542,0.08546450923619761,0.1999793214354722,0.10193179852424507,0.2946312485970294,-0.1620377753859904,-0.1932186188608833,0.32508475233985623,0.20377896599572684,0.12115710667469184,0.013664360330888314,-0.41967433471048904,-0.3140949373193571,0.06815832583429107,-0.050632844936459365,0.008407961899680192,0.305137428601886,-0.08619138131983399,0.01136243463021893,0.39885618387601,0.263533781784804,0.15806857734022758,0.18240853469245757,0.34475046295187345,0.3367551473185023,-0.07476008770905701,-0.010309247176202872,-0.009874254776389903,-0.006107930108857006,-0.09196470608813591,0.2651246201159008,-0.14076207061655574,-0.06331644240085181,0.06384943969884554,0.2590848452917591,0.18012591695250277,-0.3066031101797493,-0.1078660085939556,0.13271198338083415,0.007187940469561213,-0.01307069370684266,-0.03592790163642917,-0.2659394346598562,0.5055477477317275,-0.009058528696713933,-0.0913094462105238,0.054151838905422016,0.3754574130074143,-0.04408651442388001,0.3178025321738925,0.2909107000195532,0.16091331590220315,0.03908636852386255,0.2990906466135481,0.08332781750690502,0.12885273769613484,0.2675279848332157,-0.1269734239468174,0.24778784878076035,0.2883423869074691,0.19726748332588792,-0.0006001640354556289,0.11174248250184571,-0.07444824608236765,-0.13400523989533977,0.031372969919408425
Caudate_L,0.44330049756571827,0.5046144811364901,0.7591988758176118,0.5952701133269968,-0.2669902171094415,0.8056270932722936,0.6488436938922458,0.6560791463153731,0.05386469237224485,1.0,0.680798038929735,-0.7359735740120513,0.4338444983626311,0.6998153874195557,0.6724697075568083,0.2981847073097437,0.6342004583478732,0.3363555702560494,0.5381795775570245,0.7431410763556403,0.4449286029768021,0.5248577301942297,0.6460031358917946,0.5201286808412939,0.18011655343893265,-0.5809552457163186,0.7333845402020329,0.6475575790669109,0.8239883449221805,0.5512463859708517,0.4461877106485502,0.5477165607979035,0.44479192802067674,0.5185020003195941,-0.39835831569127034,-0.3074051117648392,0.47107892411322183,0.5573543759191273,0.6289615013180041,-0.5440178824346242,0.7057287165090326,-0.4505844349248912,-0.5608266502778678,-0.1365357208983389,0.35455083722643815,0.5507083392887184,0.12110979646046062,0.334678770288539,0.6688675859556649,-0.6671520990991098,-0.7605046837167829,0.5421413363379132,0.7241077896359454,0.6009049123323029,0.6854218392626896,-0.7061637555636018,-0.6777990824436338,0.42812266150946954,0.7359869360671967,0.822746826572952,-0.31189474851978094,-0.7014317273941955,0.8289929911213089,0.5142035491800396,0.5820728330036875,0.8243158449585368,0.7175943980374274,-0.08098709877489069,0.8250931008080841,-0.2662717986706062,-0.07026111576082096,0.6817180241328822,-0.18045509729370626,0.6617751249578415,0.5102081256245029,-0.4928600171083622,0.7412881301005356,0.6901084909715132,0.6520512574486285,0.5450868967652345,-0.10907280837579156,0.35726323828299733,0.42332990186125713,0.45094171595916405,0.6153822814823112,0.7459072657625064,0.9097795899686978,-0.5180226413705344,-0.45448299219466676,-0.7098279944874667
