,Frontal_Inf_Tri_R,Amygdala_R,Temporal_Mid_L,Cerebellum_9_L,Precentral_L,Precuneus_R,Temporal_Pole_Sup_L,Frontal_Inf_Oper_R,Red_N_L,Cerebellum_Crus2_R,Vermis_3,ACC_pre_L,Supp_Motor_Area_R,Frontal_Inf_Orb_2_R,Fusiform_L,Paracentral_Lobule_R,Cerebellum_Crus1_L,Cerebellum_3_R,Vermis_7,Temporal_Sup_L,ParaHippocampal_L,Vermis_6,Cerebellum_7b_R,Vermis_8,Parietal_Sup_L,Lingual_R,Angular_L,Olfactory_L,SN_pc_L,Vermis_9,Thal_AV_R,OFCmed_L,Caudate_L,Cingulate_Mid_R,ParaHippocampal_R,Thal_LP_R,Thal_VL_R,OFCmed_R,Thal_LGN_R,Rolandic_Oper_R,Pallidum_R,Supp_Motor_Area_L,Thal_PuA_R,Frontal_Med_Orb_L,Hippocampus_L,Occipital_Mid_R,Insula_L,SN_pr_L,Frontal_Inf_Orb_2_L,Cerebellum_9_R,Angular_R,ACC_sup_L,Cerebellum_10_R,Frontal_Inf_Oper_L,Frontal_Mid_2_L,Cingulate_Mid_L,OFClat_R,Thal_VA_L,Vermis_1_2,Occipital_Sup_R,Cuneus_R,ACC_pre_R,Thal_VL_L,N_Acc_R,Putamen_L,Occipital_Inf_L,SupraMarginal_L,Parietal_Sup_R,Precentral_R,Thal_PuA_L,Paracentral_Lobule_L,Precuneus_L,Cerebellum_4_5_R,Temporal_Inf_R,Calcarine_L,Cerebellum_6_L,Thal_PuM_L,Thal_LP_L,VTA_L,Thal_MDl_R
Frontal_Inf_Tri_R,1.0,-0.054817517930619813,-0.2233932836439809,-0.11102701322803397,-0.433990425305206,-0.4675245904942728,-0.295501273501052,0.7473488537115527,-0.10763556211164402,0.4554274909991654,-0.08224373936436638,-0.32061401473501944,0.2547191047379528,-0.09064878425721151,0.32408824866401453,-0.4310441286257133,0.43528473857327005,-0.003554002875515828,0.4261093199514639,-0.4506430410909925,-0.2581539812016552,0.3540952805069223,0.3393884734333475,0.505966145114007,-0.5271529851016687,0.3851911151338328,-0.4834471221039238,-0.28814995734915916,-0.07031208390242165,0.4967470828366885,0.07856453668816848,-0.17190244353352138,-0.38437099728703167,0.1075605760974669,-0.1681775765138833,-0.3228208756564684,0.36941133869747944,-0.3514689704077244,-0.005461732036100385,0.28470243973000325,-0.10337083541153225,0.3203640278247686,0.25411519562774526,-0.13922818695229153,-0.19457672152390776,-0.6147159324656893,-0.2498457361068792,-0.17305062556467446,0.5096323318496268,0.16936784941302618,-0.5077347034429345,-0.31789941924010534,-0.00031852484712879863,-0.08773822630502708,0.4097343393545103,-0.3378222829903682,0.3180316989203895,-0.2188847301819961,-0.02343942449636215,-0.5799692360824441,-0.5143017589890468,-0.23015517790079956,-0.19826648841349132,-0.19299395027177738,-0.23288485185178476,0.3529457930623839,-0.4414759748992112,-0.1233389132539142,0.20919066043178228,-0.18837940925551735,-0.25243965730914397,-0.41000957635170576,0.1826769663305877,0.2611774775214154,0.12270564407409042,0.47261719444114153,-0.37397935744377775,-0.31664812643179324,0.13992814250949823,-0.10632432987366243
Amygdala_R,-0.054817517930619813,1.0,-0.1575201023589635,0.3073997538641311,0.45690536878416954,0.5583864128435244,0.45981650108126126,-0.27002838294679116,0.6946989916482618,-0.37321990479683365,0.15804223686291766,0.7472047116946429,-0.39819226988868844,0.7554916804270531,-0.5885986006901097,0.29028580754589545,-0.6244859546613318,0.4325626210983867,-0.4436010353454089,0.32570968513770143,0.6326433513287151,-0.048218981304468785,-0.08233992816808826,-0.47856333434319936,0.6348777320568988,-0.2901503706537356,0.6651426210238046,0.6319394333472134,0.42153340565870506,-0.48009643871425517,0.6565412045359084,0.7579446453147527,0.3931051159396075,0.6775243655530262,0.780706890448876,-0.4623842081443513,0.46495547854205294,0.6159878597459163,0.5696245559619942,0.6874018427116099,0.7314708622354824,-0.3948616185595478,0.5998338944965536,0.7053512537232203,0.6316444862079811,0.3662468921396169,0.7988622835377286,0.5995871704154092,0.031599164411833955,0.19094114493323167,0.21998274840196091,0.7226118664881438,0.43868610844345984,0.6083134625768579,-0.37308070969271756,0.5977599065240204,-0.6074554356405536,0.36653077072504975,0.29240393031310147,0.47629597539738555,0.5417257915738324,0.7926542617622961,0.18089366018691527,0.4202641441852027,0.7899139431795156,-0.5611195267799916,0.6704536425452657,0.11050854503358926,-0.6437048026322122,0.4560554347484521,0.3799593854759341,0.5878270377987435,0.1783135903271856,0.6063889363195453,-0.035725858556936045,-0.4885657948942824,0.2441431386506497,-0.1909695321641458,-0.5938111791888432,0.5942337069445044
Temporal_Mid_L,-0.2233932836439809,-0.1575201023589635,1.0,0.3429629070861096,0.43393019580865666,0.295533930736828,0.04392323473341773,-0.08483688893901135,-0.2611946963532655,0.007310244222084282,0.4191343782283319,-0.10638951886293432,0.48235904674031144,-0.2780305109088915,0.34176082158153975,0.3377602776240343,0.1329527936778177,0.2034084760738605,0.026939339296304946,0.6780844145281661,0.0526961511547909,0.1891487480887813,0.021744584933308532,0.10275011525178948,0.090993082970334,0.2945646175786591,0.14854549089932664,0.03246536132949497,0.08791141459655803,0.1272709676746105,-0.32831421678648426,-0.2656906732033709,0.42812266150946954,0.013514122157199906,-0.20006533647970395,0.48950912227622223,-0.3254272692673122,-0.03373754160858892,-0.294183536011579,-0.19305079415845194,-0.23752517174650528,0.4229728681674921,0.07402046932543052,-0.301048949202258,0.26967443605238606,0.2506410353315283,0.1441200683302234,-0.13756843863554188,0.2906379441036646,0.3184695206636453,0.34231155612939584,0.06559197727795057,0.06319210464102537,0.28607143164347976,0.16058978698314794,0.39046568722347685,0.22351000886120936,0.348871890920098,0.30326936754323686,0.2830018208037384,0.44190314759337285,-0.192767938273997,0.554848993601974,0.1181503433717162,-0.08077601843463407,0.170513402899799,0.13650326379050678,0.23167122817999103,0.35332106881149067,0.4054926646608222,0.3690714405390143,0.27757218278246,0.32118760374004846,-0.42415428061523736,0.5647848594066456,0.1575145493624625,0.26497593640576667,0.17326277003439483,0.4250676910689867,0.0642685377094982
Cerebellum_9_L,-0.11102701322803397,0.3073997538641311,0.3429629070861096,1.0,0.3381503821857257,0.471683408832912,0.4501951413232769,-0.22730464838364825,0.425059515339583,-0.4591903466671183,0.10443206892356911,0.4130572330334161,-0.05571529002566675,0.35890639609827696,-0.11004975913708842,0.24998203024196508,-0.3957332302109025,0.3826971147890741,-0.43030788243492313,0.5993220074892353,0.6138250896062097,-0.18020701887553933,-0.42593141430586734,-0.17704780936098893,0.3519811629315295,-0.19197065926235327,0.3324369762300683,0.5660916924167296,0.1952343550217262,-0.31386503675783606,0.3273378242862849,0.28331439008618314,0.6289615013180041,0.520961213901182,0.4515103416719663,-0.04707998731567172,0.31429871844132434,0.41502101409690995,0.31256834834183933,0.3019789786843701,0.3951150028358478,-0.11263248143186273,0.6234302743829314,0.16579320434111824,0.6469866658167411,0.18024666066143036,0.5324041762160203,0.48851876930239746,0.3503495755305935,0.8239643969061553,0.26263935787690423,0.5237607107836076,0.7143045681173033,0.5614569129174295,-0.17961602822324643,0.6350071615941618,-0.23612984346556778,0.643082388956303,0.5872553669507631,0.3016214537470009,0.398269313504112,0.3591402988552524,0.5843274475741024,0.3062043554783359,0.4818635315867023,-0.45632627715947977,0.34140777988565385,0.2821881892181886,-0.16492843442770208,0.5369205477520645,0.31462571242034576,0.4282277259099746,0.3664196571959286,-0.038696159099450775,0.014042194089818594,-0.3276572111398254,0.10929960689447975,-0.15443492696682634,-0.14840303424522047,0.48013545858555723
Precentral_L,-0.433990425305206,0.45690536878416954,0.43393019580865666,0.3381503821857257,1.0,0.7722446002714334,0.2613963846963817,-0.5059131302361344,0.43329616385858877,-0.49149726850709186,0.5104443211302823,0.5137174810783893,0.08394118590442663,0.4099203882065401,-0.4918602175453324,0.7374157016837134,-0.6094630003159462,0.36088048780172177,-0.5645720660237981,0.7485997323576853,0.37062819832006205,-0.21804561742970693,-0.28497203910228813,-0.5818069843488881,0.7683476276962101,-0.3617055438824825,0.8243252115734193,0.5899985235050211,0.6586919817419249,-0.5529155473925489,0.18958296583159898,0.5314053639425821,0.6342004583478732,0.30500388110111754,0.3971031810658708,0.18841918252125742,0.14922603669578435,0.5259338454093752,0.4446682857231731,0.14198291427445967,0.35915595739599576,0.033959512389047576,0.2653894264214814,0.2395348347579284,0.6952259484845493,0.5224079571620635,0.7965549289904429,0.40323907444424795,0.22332010223505996,0.1607926725000195,0.4836182505684228,0.5685365598994357,0.27365523430620703,0.6516174693306643,-0.07036764120341042,0.7199767222198519,-0.5109152572077981,0.5337414242378918,0.4292849768566988,0.6698233512354969,0.7081161591078035,0.48071494718603336,0.6405861096667873,0.46254845080169005,0.53153686784937,-0.5048852328659327,0.8739294481261004,0.2610563313555097,-0.3097671031180403,0.48734842039777554,0.7266940409924482,0.7597658790890723,0.0992502856026594,-0.028272756001852733,0.06674425517864246,-0.5196107721322187,0.5184028730682402,0.25645332166057233,-0.2969995191181773,0.4444889475492217
Precuneus_R,-0.4675245904942728,0.5583864128435244,0.295533930736828,0.471683408832912,0.7722446002714334,1.0,0.6932580535485267,-0.6862157718293572,0.6800828958540509,-0.79004115556072,0.45011287681754825,0.7806503431177355,-0.1706519365208211,0.6905476320940721,-0.6668617404335229,0.8703692349108245,-0.8504920846933233,0.5400863428257983,-0.8418696191799903,0.8038863689753573,0.7118277119538972,-0.3412206919812696,-0.5526635201125638,-0.8103866479751035,0.9281081821867693,-0.5722200676222579,0.9205063627946093,0.8125810026987997,0.5835455107870295,-0.7995552450649166,0.4448968221699443,0.6361249341036098,0.8239883449221805,0.6118116037096393,0.6292962501545996,0.008947512268343774,0.2900748456506602,0.8045442753842631,0.621489786078931,0.273188110625069,0.6081016841341732,-0.28837887943034823,0.4036690635372557,0.5148914891669777,0.7596382814399689,0.6927128093909387,0.8189356141723375,0.6537655604376159,-0.02232661663596399,0.1809225003407999,0.7478371395687279,0.8556859869043453,0.3659538333776017,0.6882084000443115,-0.5826100573893048,0.9075045333520826,-0.6651390160789592,0.7201060575855468,0.5256608691234876,0.8934275704684126,0.866841817038593,0.709399251216643,0.6362924673308042,0.43896801539765673,0.8195436600231621,-0.8018224152515824,0.8522293765114457,0.4531051244330462,-0.4190296753835336,0.5319971762818383,0.8159738390252586,0.9698451202878475,0.2325783360861106,-0.11222731006063014,-0.09703055530778369,-0.7840557112806434,0.39709732917941554,0.07344694342580828,-0.4901803540586773,0.6733559932412589
Temporal_Pole_Sup_L,-0.295501273501052,0.45981650108126126,0.04392323473341773,0.4501951413232769,0.2613963846963817,0.6932580535485267,1.0,-0.6160905559081256,0.7000702444076452,-0.7773784459455273,-0.07933203354206507,0.8411232458985588,-0.576826184392319,0.7686938496474892,-0.6233408939003522,0.4465173912073739,-0.7720452398186748,0.4555270502663303,-0.7837529174191418,0.5813464731671657,0.8751494620943138,-0.4449459919066293,-0.6368470964809143,-0.6513231148681667,0.6734268041051718,-0.625622263393092,0.6197260293023485,0.7492575313717273,0.18188056805394193,-0.7638513119163366,0.6565475615194734,0.5634985258421334,0.7584521170186378,0.5921973139988372,0.7712959759476488,-0.35915627940940514,0.32109163050960526,0.8328950020731755,0.5251148016059892,0.289000505692318,0.7683408877959073,-0.6948865775492287,0.4862835806297188,0.7386062811430535,0.4059170690823993,0.3469236734653634,0.48290181633151275,0.7926249330954174,-0.19209172539749197,0.11407076473305938,0.38930550288667914,0.8730804592820146,0.5311567959876413,0.6372207740509184,-0.791812859062491,0.7468699724661608,-0.6222210705142218,0.7372738296079094,0.31903041469078736,0.5611590207057914,0.5010156350501258,0.7565090336058331,0.4093896786274532,0.0993134799857887,0.7455900750649004,-0.8209649565650846,0.5409715315475992,0.3470239743445325,-0.6372753688415944,0.28172835664186796,0.2628905901783288,0.6352668561413424,0.2540565408677442,-0.020495799857396555,-0.39792859892849436,-0.771363021202671,-0.12853571662798002,-0.36854233141847703,-0.6413759802883158,0.7627325832959787
Frontal_Inf_Oper_R,0.7473488537115527,-0.27002838294679116,-0.08483688893901135,-0.22730464838364825,-0.5059131302361344,-0.6862157718293572,-0.6160905559081256,1.0,-0.4382072116528377,0.7671366193655604,0.02243958193479232,-0.6554476013691165,0.5788995043670729,-0.5057073597552258,0.6934395687111045,-0.5552251620821451,0.7745151788875629,-0.06285758123011635,0.754354246975252,-0.5033225619073066,-0.5145462045912166,0.5996929054322581,0.5402841625978325,0.8227203538022929,-0.8082674905412258,0.71256063609704,-0.7492511242730335,-0.6141912453053048,-0.14936746391542893,0.8381352503962334,-0.23128634467025289,-0.41177443066194713,-0.5608266502778678,-0.1067088298616348,-0.5083770669716667,-0.005953886577059563,0.17722301402532067,-0.6593428294146897,-0.2601045568507279,0.19254013033778505,-0.4440981519165167,0.6659326201546267,-0.0065467830705080235,-0.3809439134547342,-0.3954491864761672,-0.6471406850379482,-0.4613261104276076,-0.45924617375088883,0.4834559307809069,0.18363196237565077,-0.5710147870437641,-0.6447866074657403,-0.17624552371841634,-0.2810352232281174,0.7348167032123998,-0.5381349911140028,0.6103649105153738,-0.4046188906875228,-0.04001988960572086,-0.7346625759814256,-0.6319834222566332,-0.5751180952232609,-0.21089788077056448,-0.254672634343051,-0.5505672212349724,0.7196269083368441,-0.6766906707385889,-0.30736264748877473,0.527190011621185,-0.29100321100422455,-0.2934642184868692,-0.6109425726164671,0.22769571068562003,0.19569565020122087,0.40302856906183127,0.8136640794490355,-0.2273149925890485,-0.10015386794813154,0.459794119917225,-0.3945985024841313
Red_N_L,-0.10763556211164402,0.6946989916482618,-0.2611946963532655,0.425059515339583,0.43329616385858877,0.6800828958540509,0.7000702444076452,-0.4382072116528377,1.0,-0.6720861914305336,0.0756232070972663,0.8624184177151497,-0.4438479230222258,0.9054151904094074,-0.7683386957680666,0.46886724845134803,-0.8344534374104806,0.516576388245768,-0.7621704063020187,0.3999804469779981,0.7331350813105931,-0.3707908671410857,-0.5307169437403705,-0.6414569189914069,0.7110573772730521,-0.602712790737066,0.7009333114224298,0.7671061365370023,0.5160750397511766,-0.7462601231167149,0.7873383447177383,0.8142991946495266,0.5549713922889047,0.7176919884946589,0.8505036800763699,-0.5452384430868938,0.6046168980406039,0.7838785985314111,0.7843723328641956,0.5853953367385859,0.8580610291029264,-0.5067728061101778,0.5826305211146955,0.7206929054381218,0.5606418133929902,0.26938724886122245,0.7436914880284234,0.8253024211311416,0.027187074489593066,0.1898561634059033,0.2576786328015139,0.8270471971439263,0.5597026500628733,0.7023156303359855,-0.5117262934309845,0.6893359949765896,-0.785247956702326,0.5702031517974823,0.42077318462002894,0.4711411483209391,0.44140311230270246,0.867589372066002,0.3119682304065341,0.4183404468253001,0.8822608660552576,-0.8612306393483946,0.6925594181743772,0.20782608019415355,-0.7257162818615934,0.2608672457545597,0.4275853639780871,0.6905529967656209,0.2332949480401287,0.35669046811638977,-0.40177428109848523,-0.7642786443176971,-0.01841385729546448,-0.3146314293966309,-0.7776809681183657,0.7591036537559884
Cerebellum_Crus2_R,0.4554274909991654,-0.37321990479683365,0.007310244222084282,-0.4591903466671183,-0.49149726850709186,-0.79004115556072,-0.7773784459455273,0.7671366193655604,-0.6720861914305336,1.0,-0.08252926797208518,-0.7565304272670057,0.45927692631828226,-0.7091330682443624,0.7473911901176242,-0.620513847872231,0.9053900906237248,-0.31898386155992076,0.9594121530600827,-0.6071771288833837,-0.7617668850410486,0.7448505105661556,0.8733365877889286,0.8582307511982804,-0.8152092768652348,0.8752724439959167,-0.7378795047651093,-0.8080770472908401,-0.34627295073466763,0.9260938664027383,-0.40922931164012954,-0.5385528358022301,-0.7605046837167829,-0.42260824915939155,-0.6415152633727136,0.12302588143811138,-0.22469018122000708,-0.8296687969245221,-0.6671894442835103,-0.05243026153923026,-0.6335029584483163,0.5808122879588791,-0.3487294237069349,-0.5275301069432196,-0.6061312640293292,-0.46697733343723347,-0.6078651733862941,-0.7559422249084028,0.11162003748042734,-0.060929590654107524,-0.5826995329349375,-0.8005388841554969,-0.43318496065708645,-0.546654821358679,0.7045575136406182,-0.7312826123774389,0.6567385483650544,-0.6513606135466029,-0.38195001178962035,-0.6912981047912301,-0.5518945628500731,-0.6638219800302297,-0.4460992998386465,-0.19870710155901905,-0.7047652812684505,0.9143282073486794,-0.6662199974726241,-0.48747983856152716,0.5036136287811629,-0.42746876889444824,-0.4520517209399778,-0.6946978673760115,-0.023045762160729694,0.2650080691786653,0.5796896071408326,0.9374175001595985,-0.13021161869947495,0.09073266716453797,0.556055212153433,-0.5674268046804677
