,Thal_MDm_L,Thal_LGN_L,Cerebellum_6_R,Cerebellum_9_L,Cerebellum_Crus1_R,N_Acc_L,ParaHippocampal_R,SupraMarginal_R,Temporal_Inf_R,VTA_L,Cerebellum_10_L,Calcarine_R,Frontal_Med_Orb_L,Thal_PuL_R,Amygdala_R,Thal_MGN_L,Vermis_4_5,Raphe_D,Frontal_Inf_Oper_L,Postcentral_L,OFClat_R,OFCmed_L,Occipital_Mid_R,Vermis_7,Temporal_Sup_R,Frontal_Sup_2_R,Heschl_R,Lingual_L,Thal_PuM_L,Thal_LP_R,Red_N_L,Rolandic_Oper_R,VTA_R,Supp_Motor_Area_L,Thal_MDm_R,Occipital_Inf_L,Caudate_R,Insula_L,Cerebellum_10_R,Temporal_Sup_L,Cerebellum_3_R,Rolandic_Oper_L,Fusiform_L,Cerebellum_4_5_L,OFCant_R,Occipital_Sup_L,Putamen_L,Thal_IL_R,Cerebellum_7b_R,Precentral_R,SN_pc_R,OFCpost_L,Temporal_Inf_L,Olfactory_L,Pallidum_L,Frontal_Inf_Oper_R,Cerebellum_7b_L,LC_L,Precuneus_R,Frontal_Mid_2_L,Frontal_Sup_Medial_R,Amygdala_L,Thal_VPL_L,Temporal_Pole_Mid_L,OFClat_L,Thal_PuL_L,Temporal_Mid_L,Cuneus_L,Cingulate_Mid_R,LC_R,Vermis_3,Rectus_R,Temporal_Pole_Sup_L,Vermis_9,N_Acc_R,Thal_PuA_R,Parietal_Inf_L,Frontal_Mid_2_R,Precentral_L,Cerebellum_8_L,Cingulate_Mid_L,Caudate_L,Thal_PuA_L,SN_pr_L,Occipital_Mid_L,Hippocampus_R,Parietal_Sup_R,Cuneus_R,Frontal_Sup_2_L,Occipital_Sup_R,Lingual_R,Thal_VL_R,Cerebellum_Crus1_L,Cingulate_Post_L,Frontal_Sup_Medial_L,Thal_IL_L,Thal_MDl_L,Cerebellum_3_L,Frontal_Inf_Orb_2_L,ACC_sub_L,Vermis_8,Frontal_Med_Orb_R,ParaHippocampal_L,Occipital_Inf_R,Thal_VA_L
Thal_MDm_L,1.0,0.2593306540038595,-0.2860455067695723,0.5060513747390984,-0.15813993615708505,0.1771435852289972,0.5748077828774543,0.06418392149519223,0.3320909343051709,-0.33889783606060486,0.42092575200005367,-0.016117984270020817,0.403421951870969,0.20904845438325684,0.7654578451669711,0.10197309736269371,0.33989554075382983,0.24778784878076035,0.5694322465079329,0.4877095391686011,-0.38606383314145987,0.5392170637845628,0.40708626559163535,-0.3862263512572342,0.7475896583223233,-0.41535928484674867,0.03684540971043987,-0.28265238464871145,0.38293497005310684,-0.2348981733793215,0.6307260507920255,0.6467907001286417,0.13666224974529528,-0.16030119541412893,0.4988301921800186,-0.48596552883940985,0.6688751337481431,0.7776989132013433,0.3905963271754852,0.3379547811069298,0.4096853599807029,0.5466297507653175,-0.39397890930952106,0.48861258362357163,0.19866079857986588,0.5449841359353566,0.7113533823619949,0.7151409159460955,-0.10917238793519404,-0.2707397551953064,0.2741775068633339,0.5969356979023858,-0.5211870045086134,0.577439481499501,0.2127238262626209,-0.12954759355368003,-0.4457226390550598,-0.29149562120969874,0.5416849886274699,-0.3000160228450351,-0.38725628862608,0.8108128236456085,0.2457238454035101,0.37920628936897793,-0.25129448935577386,0.5112265927291848,-0.0458080982478561,0.4426263610628612,0.7407827524120274,0.1224810474213823,0.3570939806641181,0.5371688286559994,0.3623508643492144,-0.3634498678005651,0.491248833424348,0.7740293314726736,0.5028727780006802,-0.41804194386353616,0.38706373741239314,-0.46435919495532013,0.6186858001261641,0.42332990186125713,0.6492672623438986,0.4135915142647958,0.39469478200080477,0.689989622581225,0.2758103801852807,0.5408107360856779,-0.34923175668006673,0.49241985283047984,-0.22397518881530318,0.5201721699171601,-0.512292307546904,0.5820590801266641,-0.3005048081321314,0.38536619285195256,0.6301445689558064,-0.19150789529266637,0.18442895753882754,0.4772209593730011,-0.37825229916565317,0.36504316366208195,0.5745687641696815,0.01616623660058488,0.33832054352463664
Thal_LGN_L,0.2593306540038595,1.0,-0.5232773247051845,0.4042558421989192,-0.5536040360323988,0.4777693436524881,0.3948458469222049,-0.0865823354213921,-0.11922220794841909,-0.4284232922657039,0.6140609644719351,-0.29998841737274784,0.3304184452621325,0.17562497305862168,0.2849614376908253,-0.08277449291655724,0.4072312218168948,0.49922341386621216,0.6085884679745861,0.6690402156343256,-0.4628128797791221,0.5446300365088762,0.15895811121066392,-0.6309809552945937,0.3676422816368281,-0.3781823701579801,0.22092138745393144,-0.4697058506977795,0.16362063071936583,-0.02713163382245505,0.5181449236427428,0.2157547443003522,0.46806140612148567,0.051426699030095384,0.4014495841994307,-0.5720856912054072,0.5271269857282488,0.5745191917337451,0.44666270152763793,0.5632572395959681,0.49358852253502516,0.6666279677378378,-0.47939675300673484,0.41748607871490134,0.22741915861502904,0.40229985880731606,0.5261775576564086,0.41332059895339324,-0.5331274694834204,-0.28604176703901685,0.1802718624638364,0.5042426216863981,-0.4188684686180051,0.6142134395267745,0.6445118508749562,-0.2660581085132335,-0.5375000968105494,-0.43592077608635815,0.6479488362773163,-0.0838577096273132,-0.3923893469642762,0.4966464263884387,0.6939649546474959,0.2482464513896669,-0.05774439251872739,0.24316452861636703,0.17837380694424657,0.25994416931353065,0.4045681134289237,-0.40088435443258036,0.4097739509481454,0.5373877993524362,0.35610529466766094,-0.5180675921910775,0.26895111814792744,0.3013668385121095,0.6162487894940774,-0.4121321932950758,0.648910007292665,-0.5469178715184643,0.5934653767002802,0.5952701133269968,0.19754220772798164,0.5825653317665568,0.30474654891396524,0.6680673405584897,0.20625213695696173,0.3451427289250162,-0.27675457553185984,0.40100706394644353,-0.45301733498232793,0.5306392936952185,-0.5774988388016639,0.5728888019706486,-0.23691880414428224,0.7073351629548001,0.3008701589945349,-0.17745827665941283,0.42765063136295967,0.4470819097157463,-0.49403248465636407,0.30901783213790557,0.42276979652813707,-0.4671063632638629,0.6883469334826233
Cerebellum_6_R,-0.2860455067695723,-0.5232773247051845,1.0,-0.38616738734251566,0.8559266790742982,-0.5727002749444028,-0.5849792909188025,0.03130138219095138,0.27127168517639577,0.5495803751629349,-0.7677310145162568,0.75415106548222,-0.4614742721035834,-0.09292119927134425,-0.2941442575316828,0.38408702850373694,-0.1915220247998815,-0.05264023428763076,-0.45145214115675797,-0.6122679534886976,0.6598448708176611,-0.5131500141146638,-0.42053982722512884,0.9422758424977318,-0.24848883125670562,0.8090519541244704,-0.06882346456385108,0.9178956024695223,-0.08977608850937036,0.13517314627428276,-0.6376293913250319,0.006500309151098486,-0.6748596242233946,0.5857735225240184,-0.4830458509190973,0.8969107068782757,-0.6188805367153899,-0.5422232075961408,-0.347839713629476,-0.5070190072347571,-0.16355600313104335,-0.6630772233862254,0.7795019971633538,-0.13326712290829676,-0.38428188555956816,-0.5331492373727539,-0.6589654636399899,-0.434458173754267,0.833726918477499,0.5067821780681044,0.2055460019469644,-0.7812944903398599,0.5767118880419427,-0.7609891999605554,-0.6427925837708477,0.7746389605796636,0.8989738080295289,0.6260788295382137,-0.7186031500178737,0.6812516782064054,0.8325287354914347,-0.5536828066942008,-0.4714984291168098,-0.7258046959036938,0.36993012616108434,-0.2939249693664521,0.09311236213769733,-0.17932474212640986,-0.32802382050926576,0.49920725212352113,-0.037580236538788815,-0.7821455004860937,-0.7005842127574797,0.9137810823561121,-0.19708700197977816,-0.2692699014143749,-0.6789845640506589,0.8011118962396482,-0.4421534962282237,0.8873703302419074,-0.6280218541194319,-0.6761008288014053,-0.33472474851135176,-0.6948956014153046,-0.3939994297662451,-0.7319469336342361,-0.4089610318984285,-0.4457470071930885,0.8215957092697393,-0.6249370068679967,0.9244195700057799,-0.21903962435446783,0.8826237949134876,-0.2527665882863696,0.7923829819932995,-0.5892649321243928,-0.42582651553102546,0.6365192923470577,0.16327816183853575,-0.7234675874856008,0.8709911456012307,-0.44803930637286005,-0.6582804187258972,0.5860991578160996,-0.5829708843538992
Cerebellum_9_L,0.5060513747390984,0.4042558421989192,-0.38616738734251566,1.0,-0.41101984932025815,0.5556598786538433,0.4515103416719663,0.012600597104378608,-0.038696159099450775,-0.14840303424522047,0.6532190460522344,-0.10678529609519138,0.16579320434111824,0.04579229958486445,0.3073997538641311,0.02354788776834629,0.576370298079744,-0.050632844936459365,0.5614569129174295,0.3797638291591129,-0.23612984346556778,0.28331439008618314,0.18024666066143036,-0.43030788243492313,0.3881926399482424,-0.3543745622838157,0.22804699577801052,-0.2195227377295532,0.10929960689447975,-0.04707998731567172,0.425059515339583,0.3019789786843701,0.3851983013292346,-0.11263248143186273,0.7041459907859893,-0.45632627715947977,0.4712245754264289,0.5324041762160203,0.7143045681173033,0.5993220074892353,0.3826971147890741,0.6070193275922832,-0.11004975913708842,0.5941551489990627,0.31576198762788427,0.37984886878852236,0.4818635315867023,0.5517284485544816,-0.42593141430586734,-0.16492843442770208,-0.010929692933325,0.49186544259923326,-0.08269468706836303,0.5660916924167296,0.484026481799878,-0.22730464838364825,-0.34000934803961963,0.046131183415651776,0.471683408832912,-0.17961602822324643,-0.36323128151836215,0.5989549610182632,0.6259650256043818,0.39127765835842476,0.06317745714582043,0.4018808762275106,0.3429629070861096,0.3542230884686368,0.520961213901182,0.03203439697280872,0.10443206892356911,0.4630613926762128,0.4501951413232769,-0.31386503675783606,0.3062043554783359,0.6234302743829314,0.3440659432213821,-0.3663211486974803,0.3381503821857257,-0.3147738686501844,0.6350071615941618,0.6289615013180041,0.5369205477520645,0.48851876930239746,0.20375784857913898,0.6632117496795235,0.2821881892181886,0.398269313504112,-0.3242817902123488,0.3016214537470009,-0.19197065926235327,0.31429871844132434,-0.3957332302109025,0.6325413715604181,-0.2826690022909468,0.5416264171177986,0.6025616764827122,-0.09420386151223847,0.3503495755305935,0.3708564031667219,-0.17704780936098893,0.2475323177061468,0.6138250896062097,-0.40219987553821585,0.643082388956303
Cerebellum_Crus1_R,-0.15813993615708505,-0.5536040360323988,0.8559266790742982,-0.41101984932025815,1.0,-0.7748375313613712,-0.27682438817102223,-0.32766886244156446,0.6447791890027231,0.220206864530145,-0.6958807196471609,0.5413265673315386,-0.207118913170888,-0.30385804397785515,-0.042327831257336336,0.21449902303437673,-0.20649824713486206,-0.12760998909152962,-0.37698939512627244,-0.5037316047393071,0.372051858257902,-0.22997914991660479,-0.4414484714952273,0.8337275335388177,-0.2787037911137232,0.6148537010634422,-0.44231185657710137,0.6924005635389563,-0.19187822054193884,-0.224845316342131,-0.3855977006130679,0.22063226533130192,-0.524043877385803,0.29631624547073937,-0.5276966951638193,0.6957176662410846,-0.36269595660709114,-0.4039364177920135,-0.2192959606281594,-0.654947448595502,-0.24998673183133477,-0.6212786672601941,0.4868406239862846,-0.20525076093600894,-0.424157255015214,-0.5277225795092163,-0.44192710178448724,-0.32186935857595195,0.8339061802659886,0.12401331765562534,0.3296629021498668,-0.5752541413740903,0.21898877399944403,-0.5994494562986228,-0.5563214256032482,0.6681821240480424,0.7271215754632147,0.3876719790259137,-0.7183078634842349,0.554060471019274,0.7556745296891793,-0.39921227105407603,-0.6742135652537282,-0.633755755665828,0.2174756065987059,-0.2537400398784469,-0.24446590837188897,-0.29976595741872836,-0.21419962548859636,0.710727893627734,-0.25238713576557303,-0.5999852557314155,-0.6108208875598695,0.7410937821063422,-0.13438812013427542,-0.17332629599593935,-0.5463395249688113,0.6085323825186996,-0.4514180348464537,0.6981756115924951,-0.628902953872496,-0.7369884661632607,-0.42086139482012314,-0.49373200430873976,-0.40865392403012357,-0.6424902824193598,-0.5552800943153584,-0.4919991006384204,0.7173692777563304,-0.6550256306978547,0.7399144799521531,-0.044300231930023345,0.6824734465190169,-0.3479533370159197,0.7077139319008244,-0.5744410735462845,-0.41489876656412294,0.27851504499206486,0.03658520911311021,-0.46986960600505717,0.7246318766076777,-0.17108034292115437,-0.5570001905335752,0.6644219543798029,-0.5969365353108589
N_Acc_L,0.1771435852289972,0.4777693436524881,-0.5727002749444028,0.5556598786538433,-0.7748375313613712,1.0,0.19361846164430094,0.35114727881754054,-0.58360527025378,-0.02578087733686402,0.6299910287141772,-0.1690399025927884,0.013929769246229025,0.31245507306836245,0.017299916026840785,-0.10376429818263827,0.3017404299035985,0.13271198338083415,0.4498106712154409,0.5066585422769695,-0.1520387841426192,0.0900736427581105,0.4782386824783045,-0.5668428034828595,0.2884653975886112,-0.44898125996151195,0.5503000606746907,-0.3347510343452845,0.41384959574823654,0.4037922228168326,0.23831018493468079,-0.1802803689442756,0.47286434239376374,-0.019055653660981168,0.6028056652381101,-0.44188809463493584,0.2713657235805996,0.4360303409691533,0.3300846448816496,0.8192172099436552,0.3371327967460235,0.6001409489452519,-0.1472650736987738,0.3661765449211094,0.1921448447458821,0.5718375207747903,0.34286418818672354,0.259206986118154,-0.6002207788190467,0.023703994695919228,-0.2867136212555286,0.4236361756544822,0.015583605691572895,0.49121069338059464,0.42882399924532777,-0.5271490223720436,-0.49311486652173914,-0.09778399885436946,0.6527932942026352,-0.29570406613856925,-0.6019905726963052,0.39676736794319234,0.7824093501448545,0.4360721010469207,-0.07069281497592539,0.28947282587146034,0.5831214745615592,0.4774128592737541,0.2147855947224425,-0.5182528056292176,0.356891044088677,0.4325005792740607,0.444355567208792,-0.4949020846541784,0.3630003183667319,0.2006486278472436,0.47303663546746244,-0.4689666158392966,0.5872351439253372,-0.45242550749783367,0.6904377333419723,0.8289929911213089,0.47384615192912916,0.32231169594953674,0.5042440382614585,0.5866204709189164,0.5526825620640984,0.5728749776979987,-0.5137029367245122,0.6227154254566072,-0.3811704499283796,-0.022167678488048514,-0.46123395730683137,0.5378656543576893,-0.4891296021687761,0.46463144244797033,0.3902217673357189,0.006942154851758205,0.1312699851155807,0.23268489064499198,-0.4466368364125626,0.04823507645721782,0.5231984190194163,-0.4749306155481111,0.6823537178870087
ParaHippocampal_R,0.5748077828774543,0.3948458469222049,-0.5849792909188025,0.4515103416719663,-0.27682438817102223,0.19361846164430094,1.0,-0.5456571351901638,0.5023225454075493,-0.8481150284064397,0.7480348288871956,-0.37978878235979824,0.8346899874948687,-0.3058741457554764,0.780706890448876,-0.2624801620885901,0.43603168741554904,-0.1359071195857319,0.7084780952710124,0.6648004678609406,-0.8106363923945231,0.8231190979283539,0.27883995231610703,-0.6950139186011056,0.38262954196260496,-0.8106403545023431,-0.3637695524418526,-0.6842824359561764,-0.0024017992390575394,-0.6117759328731209,0.8505036800763699,0.6041742582922147,0.6789828456311893,-0.6748873073904385,0.5497541935256889,-0.8137788756268902,0.9282192672865168,0.7244085701419396,0.718315082758912,0.42126893175783203,0.4662114856185075,0.7426356197359236,-0.7519495077078943,0.4087736068083018,0.2687358359653134,0.5456595622056828,0.8800178365758353,0.6070399494869346,-0.44645025152742446,-0.8820482372965192,0.25857235709361104,0.895354352670821,-0.7542391549124303,0.8195531042411265,0.6800631906442566,-0.5083770669716667,-0.7644626015565639,-0.5841434753778842,0.6292962501545996,-0.5906283626771438,-0.658902800249069,0.7832866778194846,0.25274588057612996,0.7151881815364582,-0.3881070386040547,0.35078548724157405,-0.20006533647970395,0.3204590183363109,0.7144545487929065,0.15032270694651773,-0.12139232047499654,0.8583690479320697,0.7712959759476488,-0.7233670713782197,0.3089069650501071,0.6068108638683766,0.7259605745328124,-0.8245248625723903,0.3971031810658708,-0.7792874464312856,0.6969304186342615,0.5913597026714689,0.27635072675501754,0.8604712752565958,0.3875233529663841,0.75471441616997,0.17973659423879673,0.4708720456071721,-0.6587853345939189,0.4579414379185861,-0.5440000910576299,0.5439565534945403,-0.816359170091797,0.47504566738914084,-0.5648642397002889,0.5791862855060086,0.5730818914932679,-0.7213290363081731,-0.059342005088538055,0.9075999926510363,-0.6081690026727942,0.8391868787420061,0.837963687924982,-0.23193575348616388,0.6268906886070039
SupraMarginal_R,0.06418392149519223,-0.0865823354213921,0.03130138219095138,0.012600597104378608,-0.32766886244156446,0.35114727881754054,-0.5456571351901638,1.0,-0.6836041058331352,0.5880679307257651,-0.13048750113711613,0.2922321284091629,-0.4984326570212623,0.6670985552991876,-0.34589983850618616,0.20598570697026544,-0.12970732094091575,0.294014424021582,-0.29369305741481605,-0.1880463134684387,0.46921308334976897,-0.47994920159393534,0.4375547450612561,0.09407304425029618,0.3602317017735347,0.22602831632329906,0.6723279351403132,0.2546982946620205,0.46746310323516127,0.706352629279734,-0.34417854386655816,-0.3156128654214482,-0.347884590950318,0.4296139465291523,-0.10625333547432124,0.2224840901261326,-0.3597741236778469,-0.12249226650370483,-0.4450642409183493,0.13856227399803253,0.010081372902473577,-0.1174729149740379,0.3613673264246096,0.0710888623314205,0.07749991539009088,0.14855990887947404,-0.21605992976493704,-0.14498594561962488,0.002207413409077085,0.7841424327133031,-0.2454333163834083,-0.25713138712776884,0.43345824729045995,-0.21172515590180407,-0.30873765039963097,0.051432272462334866,0.14285087117425643,0.23426394088420355,0.11631479454359768,-0.04365981114814843,-0.037982119996364055,-0.1611970845485826,0.1109342127236776,-0.07914886997481456,0.1503087441084073,0.11753787930206204,0.3535769624932656,0.27276141685154137,-0.0964107842808472,-0.4943167774219702,0.5064371440812458,-0.2597869849743006,-0.18791551619792438,0.14812282450495626,0.0946351632079747,-0.20433369788426708,-0.18904829286734431,0.22976779455368132,-0.026506634049524715,0.17619545190312697,0.01035469565890968,0.04386894613839507,0.2601305532979792,-0.4127469018181471,0.13253725360025603,-0.08806161372525331,0.35449018305054,0.250414744203502,-0.031660610253909614,0.34028319732984275,0.13130899513017955,-0.3032817329704428,0.198888079959689,0.07880194276833936,-0.1037737731173683,-0.15619622626236054,-0.09790902032512738,0.5306505402397221,-0.05133434055999715,-0.4160814977054394,0.02752600955668459,-0.5311086053617864,-0.15997222760821805,0.02704832049020838,-0.14926725647336936
Temporal_Inf_R,0.3320909343051709,-0.11922220794841909,0.27127168517639577,-0.038696159099450775,0.6447791890027231,-0.58360527025378,0.5023225454075493,-0.6836041058331352,1.0,-0.46199940565011693,-0.04736910396244111,0.15780531582407326,0.44799336008555646,-0.42393396828567104,0.6063889363195453,0.008419921116210956,0.11288612476072528,-0.0913094462105238,0.19255802241901107,0.13339348851904612,-0.3563062628604726,0.4855293061149228,-0.15000547871529804,0.1557667852456633,0.12124399896291982,-0.08417213186958322,-0.6967890274531086,0.043639809943357165,-0.1381221962988452,-0.6653054063187719,0.35669046811638977,0.6834494449655721,-0.020444406651053862,-0.21521806860134077,-0.12866343599811716,-0.04646314949532925,0.40449152138212513,0.26871307782760645,0.3178665039339705,-0.27558074353386375,0.14458078361157928,0.03164378500558353,-0.2184729042093181,0.11167496406689835,-0.17105720911371455,-0.020467692176880905,0.313966816180682,0.220003096460601,0.36091792828588193,-0.5597391396028595,0.5339723403595551,0.17824823082265248,-0.4757542085840952,0.10809421863965767,-0.006728294826187227,0.19569565020122087,0.014156285062198523,-0.20157156845416588,-0.11222731006063014,0.07788152434916201,0.15693328330062994,0.27326647964727463,-0.4270312452137291,-0.05896514186141402,-0.1312432367604067,0.07682208146464263,-0.42415428061523736,-0.009297336564804403,0.358615712001915,0.6789657472921704,-0.26446729384588197,0.13347705346816405,-0.020495799857396555,0.06385390204070815,0.1578375631979858,0.2781714935264888,0.13448611570976568,-0.09328425994924236,-0.028272756001852733,-0.03411672809921258,-0.036545154829417115,-0.2662717986706062,-0.13522610832411308,0.24475376583627864,-0.051104659749386015,0.035181560572930155,-0.39432737206009644,-0.04947330322075931,0.14597816240097494,-0.20602397362380453,0.19578048349117014,0.3799771539034894,-0.07288039956159642,0.042365839809111835,0.18673504747930203,-0.038030050953269987,0.00787630438678986,-0.3438435062770239,0.0038736932396525934,0.27424426574216654,0.12318448354734071,0.4567317867600907,0.09324630103229632,0.4176307553224287,-0.11533204096269482
VTA_L,-0.33889783606060486,-0.4284232922657039,0.5495803751629349,-0.14840303424522047,0.220206864530145,-0.02578087733686402,-0.8481150284064397,0.5880679307257651,-0.46199940565011693,1.0,-0.6097810953728974,0.4861071165761032,-0.793530377663742,0.2950556652752645,-0.5938111791888432,0.40622627629025854,-0.2623306965782232,0.013664360330888314,-0.5580072607587662,-0.5614226679466501,0.787990285474457,-0.8249979033185837,-0.16990211258823926,0.6441318441813655,-0.21746397312878094,0.7022267578032255,0.44520716778460473,0.7197702240681887,0.0660841847694664,0.5832444668464714,-0.7776809681183657,-0.489120452949036,-0.6482175710008002,0.6480780097971605,-0.2606096882139704,0.7654061720085135,-0.8015573151949105,-0.5322180634160526,-0.5089342492504149,-0.19209799041204415,-0.34455422172337563,-0.5779143188142993,0.8038031017670839,-0.19164856726334029,-0.1652329172041786,-0.35539814593518265,-0.75589990324433,-0.37665440663474,0.43040303625170023,0.8706042383565524,-0.2484762678158641,-0.7645745769890562,0.7831523599442469,-0.678059380131996,-0.6265512828227008,0.459794119917225,0.7216662651062241,0.68766909603763,-0.4901803540586773,0.5166457113192575,0.5401914851676614,-0.5280840569056071,-0.0795914801451073,-0.5595319384234906,0.46402213982255436,-0.2849506818545066,0.4250676910689867,-0.105234922749405,-0.5002937642552509,-0.05051489879915263,0.2098779022616174,-0.7332292720235194,-0.6413759802883158,0.7109644719603246,-0.2399520230228892,-0.33038865662533723,-0.6283120633177522,0.715739160100088,-0.2969995191181773,0.7426212431314152,-0.4672185071631416,-0.39835831569127034,0.04177029744135265,-0.7614221684869971,-0.23681042389195583,-0.5488595778422055,-0.060428348581322414,-0.255824629701532,0.553254322988037,-0.33460859750611477,0.5865144356839379,-0.564074101456341,0.7629036165837655,-0.2336113020180374,0.45503921388159063,-0.45671726327063583,-0.32773557825454297,0.7852755252320339,0.15223720264176493,-0.8361977158502767,0.5963092969356157,-0.7680371488730289,-0.5987628184263332,0.18191138935430123,-0.46611696796171204
