,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_L,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_R,Thal_MDm_L,Precentral_L,LC_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_R,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pc_R,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VL_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_VA_L,Caudate_L,Parietal_Inf_R,Thal_IL_L,Thal_VPL_R,Frontal_Sup_Medial_L,SN_pc_L,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,Thal_IL_R,Postcentral_R,Cerebellum_9_L,Lingual_L,SN_pr_R,Thal_LP_L,LC_L,Rectus_R,Frontal_Inf_Oper_R,Fusiform_L,ACC_sup_L,Olfactory_L,Thal_MGN_R,Frontal_Sup_Medial_R,OFCmed_L,Thal_PuI_R,Temporal_Mid_L,Thal_VA_R,Cingulate_Post_L,Temporal_Pole_Sup_R,Paracentral_Lobule_L,Cerebellum_Crus1_L,Thal_LGN_R,Hippocampus_L,Thal_MDm_R,Thal_PuI_L,Cuneus_R,ACC_sub_L,OFCmed_R,Vermis_10,ACC_pre_L,N_Acc_L,Calcarine_L,Occipital_Mid_L,Cerebellum_10_L,ParaHippocampal_R,Thal_PuA_R,Supp_Motor_Area_R,Parietal_Sup_R,OFCant_R,Cerebellum_3_L,Temporal_Pole_Sup_L,Temporal_Pole_Mid_R,Cingulate_Mid_L,Frontal_Inf_Tri_L,Frontal_Sup_2_R,Caudate_R,Thal_LP_R,Cingulate_Mid_R,Vermis_4_5,VTA_R,Red_N_R,Raphe_D,ACC_pre_R,Thal_VL_R,Cerebellum_Crus2_L,Cerebellum_9_R,Thal_MDl_L,Pallidum_R,Thal_PuM_R,N_Acc_R,Cerebellum_8_R,Rolandic_Oper_L,Precuneus_R,OFCant_L,OFClat_R,Thal_PuA_L,Angular_R
SN_pr_L,1.0,0.6643803659546238,0.9030670925468999,0.3872218763388049,-0.15538797369089238,-0.14274524613847106,0.22183065408355793,-0.451945601209749,0.24475376583627864,0.8253024211311416,-0.6119294207698516,0.6608493897476074,-0.29686079579450264,0.3921178703780329,-0.7484130397237911,0.5995871704154092,0.5038409515433682,0.7594774442472028,0.4135915142647958,0.40323907444424795,-0.04344794937027286,0.8619961629642136,0.6372387925756363,0.6388822312580408,-0.7981645690331572,0.798021996443793,0.7130432878739685,0.6698062764630901,0.6512897361079698,-0.4127469018181471,-0.47652891537633235,-0.24193231635820023,0.41445716111861997,0.8274803360639678,-0.5531455968961155,0.24735523066796716,-0.49373200430873976,0.6994890834899634,0.6844400867025889,-0.7515956910362027,-0.6273554616832958,0.3735039820231366,-0.6209613634984628,0.3844348075754686,0.4712267598196126,0.45138883418398684,0.7173945289624685,0.6524611216329125,0.11828724734709158,0.7753708967777857,0.6197941040200353,-0.5428863172073674,0.42425565635289136,0.7782621061910503,0.8563926450093111,0.8492442891407602,-0.6948956014153046,0.609549060861617,-0.4896158178471912,0.48851876930239746,-0.7488524665200452,0.8590423375458268,-0.3982414980213608,-0.5533522831952586,0.8596002163876474,-0.45924617375088883,-0.7146153918117123,0.8487334085759919,0.8157312483702781,0.082888339501406,-0.6486774012975922,0.7467700018655132,0.6179299582942424,-0.13756843863554188,0.7695962570465434,0.5122862745070528,0.8373752795070779,0.33163855190039554,-0.8217868729299258,0.7685064041748021,0.5309341875870254,0.5409282628114279,0.63231158766504,0.3807126446903951,0.8539892281394786,0.8347286279614454,-0.7232134475848067,0.8463265832240495,0.32231169594953674,-0.46116482376983914,0.2336138489268238,0.854123856381879,0.8604712752565958,0.51816894369788,-0.47307656502447476,0.17822828543856906,0.43719370910489,-0.6452011644252562,0.7926249330954174,0.7809033605295911,0.7039980055765938,0.7536947936982793,-0.7432917300415545,0.8227530313231672,-0.5046966253668008,0.6515266036765541,0.5578753237233767,0.7231579741425934,0.5552763590844586,-0.07533621253727407,0.820767741445523,0.5513861576870139,-0.8297370857031529,0.256679894942579,0.5401919346059673,0.9039211954122925,-0.16206644173567872,0.1710812098833815,-0.7235630767812714,0.7902181337297591,0.6537655604376159,0.7389380315987467,-0.7551914691965299,0.2376190606147373,0.19763510656907216
Thal_MDl_R,0.6643803659546238,1.0,0.7708221709464422,0.46016741636418085,-0.35235136558127217,-0.03550309504384243,0.44352789816749544,-0.24871614502564635,0.1816305520444669,0.7591036537559884,-0.5266335732338195,0.8174382958284461,-0.05968053082854023,0.5117919755248254,-0.6258760900478393,0.5942337069445044,0.5587024058314936,0.7709803982398055,0.6460709969127051,0.4444889475492217,-0.007706143019900482,0.7474125943518677,0.6678607239056024,0.600323184392491,-0.6460307809002925,0.7281907651000172,0.5561046577893002,0.6481843358696896,0.6462738553340844,-0.22994823906001075,-0.2408224662878945,-0.24501437530736803,0.5011004410702707,0.7364297911350872,-0.41475904553800663,0.29221305324526253,-0.37778196823191457,0.8127822273184325,0.7374808966052699,-0.6735481868897873,-0.5692557527200142,0.5681143406741045,-0.5135138782249813,0.4782233533730582,0.5199555494522315,0.5608769213081014,0.6932306535249265,0.6832287160261254,0.2814865682364851,0.583566359947844,0.7038177636490012,-0.4391375556434869,0.4544178888410915,0.6550641255407956,0.6232337296768636,0.678260578040962,-0.5101501585683544,0.6975836117314336,-0.3655539408911288,0.48013545858555723,-0.5342106387799613,0.5085967450275777,-0.29657790352010654,-0.40621860042362556,0.7400672387755,-0.3945985024841313,-0.5703270412563785,0.8124077105993086,0.7399375752873117,0.02873082398865572,-0.5769884643983605,0.6583429826303981,0.5380920512518342,0.0642685377094982,0.682146876078184,0.6452380634061914,0.7366458275705815,0.4032737460683744,-0.6875548834963966,0.5478351758211245,0.48247837094262686,0.7099292611579835,0.5072661256001679,0.5086042920784494,0.777947960409685,0.6990920837629772,-0.41169739050307874,0.8043473404868091,0.3662977894406555,-0.19310531427220298,0.4204797063094611,0.6829892932304478,0.748773043619507,0.6647407696869614,-0.3529102294157016,0.28003851985115025,0.2912899810927094,-0.4191258871920595,0.7627325832959787,0.7162132438191019,0.7844499148136057,0.6821524109574439,-0.6494369461546478,0.7610561015531371,-0.36888135274511813,0.7276047237496064,0.5121714155108481,0.6474660261725245,0.5372292722444653,-0.015193087631988246,0.7659152800916104,0.5267431731037516,-0.6806221286962197,0.23310848148793478,0.8348755511362421,0.7210807759248581,-0.02130403543946546,0.28757971058833387,-0.6321397707702632,0.7512650854434639,0.6733559932412589,0.5612375160509354,-0.5740894188205721,0.3023511144988379,0.3009395616950296
OFCpost_R,0.9030670925468999,0.7708221709464422,1.0,0.47457619096170206,-0.3768383274981239,-0.18830286908692026,0.4042086183347735,-0.30907665433704834,0.30424879237752733,0.8886981689700246,-0.766048880261722,0.7197354354203902,-0.22345621850596345,0.5192354695229804,-0.8438517993711774,0.7486193408915401,0.5258318020006051,0.8257942067995271,0.5678504728279915,0.5105402240142671,-0.08926896015827925,0.9593400219639313,0.761682272405755,0.7581671184562333,-0.8536787455002148,0.848746943249054,0.5881930561882789,0.8308926898000848,0.7898701228104215,-0.3686987339972545,-0.43587572657667667,-0.16778615833196756,0.6033446186642349,0.8396867798677227,-0.624838338611551,0.2705872072133589,-0.4881761550155136,0.7641805593998536,0.8212391120725919,-0.8861168301562461,-0.7565088651319535,0.3494660781812223,-0.785295189465237,0.3563276519431646,0.5214820774689832,0.654211074691361,0.6781983691628748,0.6722609701769359,0.2527272984877726,0.7157052784594925,0.7228061029318911,-0.6727727618787013,0.4845429253707803,0.8402244591529632,0.7464191102165832,0.8847558371066298,-0.7276105513098847,0.7016787115991506,-0.5211808798750257,0.42907907800789896,-0.7990376910282655,0.7512593623442484,-0.31950152513976593,-0.7071196552713256,0.9267778662947661,-0.5992619743336767,-0.8390085492379269,0.9415851262330285,0.8710228124447751,0.10829008338664521,-0.7778497422101434,0.8283988310540106,0.592585325587599,-0.13939000484571923,0.8000819551088408,0.5194101726602136,0.9368932407484308,0.4661665131187376,-0.9180530594829895,0.758125903073878,0.6094224403072895,0.5845654656142114,0.5145330024355257,0.5800397571651668,0.9442322325403134,0.9293821334367495,-0.7536509804899681,0.9527769306512945,0.30887667639925714,-0.39744498419675417,0.45516439867744884,0.8043449336650942,0.9256972741001358,0.5667591902341781,-0.5595305355123106,0.244837738504277,0.39231818799668033,-0.7101422087927379,0.8282978043523058,0.8998377822968393,0.7815730389893182,0.756339685586698,-0.8756532076479845,0.929476416866736,-0.5039504768519747,0.7127613439155084,0.4505218326642423,0.6673325851724572,0.45969864773435726,-0.002639593463153973,0.934208268559694,0.504382920187051,-0.916316236031074,0.1648843392227055,0.6100019069594759,0.938160827584069,-0.10928285426393006,0.26291192986173,-0.8116085726414136,0.8316614142274478,0.7872302037797938,0.7479444259507392,-0.8352398657621685,0.34153264066522515,0.3552262182308663
Temporal_Sup_R,0.3872218763388049,0.46016741636418085,0.47457619096170206,1.0,-0.10257399336336137,0.33785745605204665,0.5131880792134621,-0.04664277631611094,0.12124399896291982,0.538122885103443,-0.30948645424335497,0.27329395722849603,0.0986078692309448,0.5342825237799742,-0.29830104472815794,0.5374569990338667,0.44159774085720616,0.6195090961543186,0.7475896583223233,0.34442218203701114,-0.07834849165715978,0.45456139991383987,0.6398630301817049,0.4102044697333996,-0.3725919167963922,0.6055943747176591,0.26342526293820995,0.44841405416943503,0.6190141475876073,0.3602317017735347,0.08600741357819237,0.3522005566940553,0.5493466918808384,0.49315212534748576,0.09214480258003635,0.3519270724080389,-0.2787037911137232,0.4050810700399263,0.6006684050230937,-0.3103626478999382,-0.3265832856559949,0.4357604098466197,-0.30821557619023865,0.5869173271381453,0.6331410223856232,0.49195649663595953,0.3888691455967959,0.4449286029768021,0.46379419194311605,0.4320339389362776,0.7249704197772292,-0.29262833023350143,0.4671915074887119,0.24164977444607544,0.3152661797098831,0.42241981146184165,-0.24848883125670562,0.544629125238986,0.3046954412140458,0.3881926399482424,-0.17452387838264918,0.43654427774788046,0.11076641048418445,-0.2810144507651465,0.4189414372590728,-0.02017061682401465,-0.25288320158425776,0.5260741598029367,0.4452542927441477,0.4229772073916607,-0.3689542166893255,0.39753097369835494,0.6604590702277501,0.09957391513769029,0.5692160549756338,0.7055539699969281,0.41876717779605793,0.6999398276982725,-0.42633617639827626,0.5697778612160869,0.5679817063276941,0.27291027056496964,0.43431276233300875,0.5425842795536491,0.3385760943644111,0.4101168666208491,-0.16577704742924426,0.4114410112983031,0.2884653975886112,0.1504209594096717,0.3093018477586052,0.4392138749180168,0.38262954196260496,0.5007863634891666,0.16557212209404407,0.38807116158758054,0.3211172314327973,-0.05617232822953926,0.34442523211582354,0.29797609292282784,0.6192168561915395,0.35037286134401185,-0.2934721748097624,0.5508227110575633,-0.02406010450050774,0.7809536059990452,0.4263739328229288,0.10394592606392064,0.3117394670654604,0.33332957482715364,0.39045952979382625,0.5171260127378009,-0.4352594546624338,0.3469774731236728,0.3897369164162823,0.35980787340820636,0.34728940828156646,0.4924198509065805,-0.39181040141651485,0.57303249423127,0.6085244705409973,0.29107009895349567,-0.2737736716249793,0.4351378931333943,0.5684924104928429
OFClat_L,-0.15538797369089238,-0.35235136558127217,-0.3768383274981239,-0.10257399336336137,1.0,0.23478338686814115,-0.2767856233668207,0.032740434533712885,-0.1312432367604067,-0.3830295014169295,0.5468532816583591,-0.3475036409272749,0.16303654195583706,-0.3426062981499345,0.538914635631794,-0.3675888306249272,-0.12770980587283698,-0.3358098549423602,-0.25129448935577386,-0.2861211714362877,0.20067391877590543,-0.4312890399049074,-0.3960760870035454,-0.42522258178567157,0.4061612269120091,-0.2679440369335047,0.05848588318376514,-0.5598605471903545,-0.3791601124141845,0.1503087441084073,0.25193574408310543,-0.07573514846698404,-0.4571521853757789,-0.19144928307080522,0.47022775551768986,0.029550210405221548,0.2174756065987059,-0.3597938524861517,-0.30965302151988844,0.5335401842083075,0.5052606997813007,0.02787171770588817,0.5382606193574049,0.13436534145565243,-0.10927634528687184,-0.4609871986392157,-0.0868427907154971,-0.18045509729370626,-0.22875427281138824,-0.04843904943207227,-0.25696189007498066,0.4549681477493432,-0.07992802206323485,-0.2776748885169733,-0.001930093351954243,-0.31454713831336734,0.36993012616108434,-0.1937035185774505,0.3944541679446118,0.06317745714582043,0.44836820457085924,0.10798463955394086,-0.1524985361056783,0.5912683988433967,-0.3917743531009776,0.5670870118026909,0.573323692718638,-0.3947175476521714,-0.2948510141509087,-0.07027850601645137,0.4863310602378215,-0.4824336893562228,0.06883053294144702,0.1682988078892245,-0.18609368917033528,0.03237117420404962,-0.4174331096833727,-0.1803236673178235,0.5089659903605045,-0.15398835106634656,-0.1801355044835485,-0.17417371127999837,0.21614250662483417,-0.39275032587059305,-0.44524787914089553,-0.3720815381730709,0.4694069494555747,-0.5022278206831853,-0.07069281497592539,0.24286901831839205,-0.525441432961607,-0.21244735590671443,-0.3881070386040547,-0.004410960536053366,0.4435720692267444,-0.16070588372870614,0.21071947594363835,0.5824170566662286,-0.3499967116596343,-0.44574138449303424,-0.2607442605780421,-0.21510669183477862,0.558218373730097,-0.45229698874148594,0.12344660169408349,-0.1554107662901251,0.20883380845831737,-0.22440955488229575,0.14760792706951234,-0.04408651442388001,-0.5207405722159203,-0.029964660477918955,0.4603210508111698,0.365189273848827,-0.1262723928869885,-0.3174749911518416,0.017796049196009186,-0.35226351561671604,0.46487170906688896,-0.3156067170083947,-0.41500528179505497,-0.29301562380985996,0.5383817734787627,-0.07177257533116602,-0.271006777226673
Heschl_R,-0.14274524613847106,-0.03550309504384243,-0.18830286908692026,0.33785745605204665,0.23478338686814115,1.0,0.1627551641752038,-0.3222761015911314,-0.6967890274531086,-0.16690512619313835,0.03337238229736873,-0.32021552076245874,0.19159688869747007,0.3907842003430097,0.07972314711041223,-0.297209675529123,0.3925523946718227,-0.1566840581752498,0.03684540971043987,0.14019685399005974,-0.35616758357092454,-0.2572241103758861,-0.006972224677369235,-0.04580411545210402,-0.05833600107519726,0.18380666925479608,-0.14369083593851295,-0.04283099183240704,0.09777843358698318,0.6723279351403132,0.05623870093945031,0.5075057486977747,0.17642939249717063,0.016851161724971895,0.47980886370227943,-0.16897439222845764,-0.44231185657710137,-0.34210503845228407,-0.004443577324532117,0.20566053758003983,0.042998269912774736,0.5181854507074134,0.44173833199361817,0.4250510698328052,-0.1672599874012909,0.05240025794514211,0.25845929453299954,0.35233172757198067,0.4073832412654738,0.24907927576323496,0.12037084255791665,0.03727109407792535,0.1349841358971877,-0.3432517080084752,0.10331443803864784,-0.18078667432920284,-0.06882346456385108,0.1098762438721822,0.715502090245156,0.22804699577801052,0.13193839125060627,-0.08950181348688858,0.14075412379538768,0.27862303765269936,-0.08319666550349987,0.15520605313088592,0.3440172213580628,-0.0721368620300775,-0.06221038551764484,0.5237198159004134,-0.015274675153382376,-0.3514464842657801,0.21734944317973964,0.4544469072959319,-0.11188908978587679,0.33797467583173446,-0.4181749842083353,0.3486110845724095,0.11169220888603941,0.08218895782055671,0.25562116186086176,0.23565518524677376,0.3165538821028929,0.13109115405979196,-0.28470075324352334,-0.05486337048101561,0.20437538103989472,-0.25414665764412314,0.5503000606746907,0.1697918421226509,-0.006404357822420571,0.09970615553364819,-0.3637695524418526,0.11077569851399367,0.6120177706315735,0.4430192445067737,0.19826862454554747,0.42889186157776304,-0.0033496216838139604,-0.4826713612185086,0.21341861000457632,-0.034611615192163624,0.20420502322918418,-0.22799412140404374,0.48434795762278166,0.03271435023869323,0.15531160742203604,-0.063692082668876,0.13019985498463008,0.18392350723537007,-0.35751701024294397,-0.00881938461366088,0.05425563848755771,0.22145289168829957,0.1316991027252887,-0.3407199030578424,0.5475747870811462,0.0030693043018206996,-0.11048293844238576,0.16417874294151377,0.19378241750701367,-0.4680799342459238,0.36703259882423495,0.3195526861198645,0.3923228108037155
Cuneus_L,0.22183065408355793,0.44352789816749544,0.4042086183347735,0.5131880792134621,-0.2767856233668207,0.1627551641752038,1.0,0.05322306399742103,-0.009297336564804403,0.2894505021686475,-0.36259751660176504,0.19830743156684608,0.24746151748029466,0.6369845902579344,-0.32529379511971485,0.4375412989622172,0.6755963397604702,0.29543697102224353,0.4426263610628612,0.6180216361623249,-0.20761869668113758,0.2697906088052856,0.5866974244272949,0.6052751288188356,-0.3468279533550587,0.4699025108370221,0.15456957283146963,0.5965867102017212,0.7689085486533725,0.27276141685154137,0.15129046346828776,0.19590833111119424,0.7466095753629279,0.40513560382027486,0.024506519936115707,0.16898288708655917,-0.29976595741872836,0.17591078483265551,0.5609596985665728,-0.48500682258862066,-0.44004380287638445,0.46958532938364683,-0.20905634050049238,0.37214412422207455,0.21728245357752,0.8541113801731612,0.43552008670948544,0.548752826907276,0.5998002940646422,0.305330600189327,0.2779088108983816,-0.41993031556668386,0.38469248654068344,0.23604627067936426,0.11597452893099651,0.3264206490214739,-0.17932474212640986,0.4156218051018985,0.14339747330509772,0.3542230884686368,-0.06260803560830588,0.20668547480339725,0.19085703525800782,-0.22884368691014764,0.3816860333151358,-0.40965371386181204,-0.17753601613111347,0.522832428777018,0.4537668078506637,0.21522375870547064,-0.5120885813813169,0.30149425735953184,0.26573373852487675,0.5660752159734989,0.31663744202905975,0.6342672027399614,0.31268722222857914,0.7110521269814806,-0.3821930473045132,0.11604465440723585,0.5483859206254196,0.44245397757747335,0.23126706167085648,0.8971158719304805,0.3044028630489258,0.41307875601859806,-0.15809120961909687,0.4307193536270985,0.4774128592737541,0.5044702432007255,0.7760196279581432,0.3590679586670373,0.3204590183363109,0.25193950488613576,0.08655167726077387,0.3442815006516851,0.013096069157103537,0.06284802378602854,0.3601766304579037,0.29767122888202874,0.6912329585930117,0.3065804906520106,-0.4610543822076657,0.4488445322376396,0.1829719720994863,0.4612594209538225,0.2748101408245663,0.11228871067157684,0.28104245862913774,0.20337514615232247,0.3788257745269605,-0.04035640087615468,-0.40097793976707924,0.24365153789206134,0.3650900927659552,0.24963597207993407,0.5166386419798782,0.37400095817525025,-0.41105239348981865,0.5502732923945962,0.7378645114640184,0.16009400147979702,-0.2906523431939065,0.5001763679823217,0.6669350533615501
Occipital_Inf_R,-0.451945601209749,-0.24871614502564635,-0.30907665433704834,-0.04664277631611094,0.032740434533712885,-0.3222761015911314,0.05322306399742103,1.0,0.4176307553224287,-0.2553638678157559,0.34528428686723783,-0.13697418101126932,0.15250984286625124,-0.30145872112388566,0.43181907565271826,0.04486340843783883,-0.4489885750075754,-0.2715830652971822,0.01616623660058488,-0.20072443898204834,0.2612796354137946,-0.3133712082765934,-0.22422147020727853,-0.262747602944781,0.5419809588261674,-0.4412226741439365,-0.35871703063490995,-0.30245348188860033,-0.25783684716270805,0.02704832049020838,0.5497445020411356,0.034047589005266526,-0.1628674369705871,-0.3667893681787202,0.1946248330515582,0.3011848575682377,0.6644219543798029,-0.10956223766894473,-0.23227808905122913,0.3035794371240361,0.360365449219653,-0.3732776543006527,0.038798782165923106,-0.23885412687851126,0.09731287956316564,-0.12181688229781913,-0.4814126046005111,-0.4928600171083622,-0.17828501758953816,-0.5092749952595294,-0.1758994932140187,0.34737907133366747,-0.08190282111762226,-0.08733856685137502,-0.5472169813473418,-0.361025940402622,0.5860991578160996,-0.2772687754346807,0.0556672606493149,-0.40219987553821585,0.4990266558636149,-0.3555931770164655,0.21699255488528255,0.0720370838574401,-0.37736664750028553,0.3123558248581645,0.27848633652940874,-0.358676317598239,-0.4262705320241004,-0.22293471460018294,0.3690215983549792,-0.11986548136186764,-0.26985439532535377,-0.18992359119400035,-0.20628158759828383,-0.2598979909881271,-0.15841879649738974,-0.16110414661685848,0.3882761763052058,-0.3298895796481399,-0.3362919624473137,-0.44255617040019574,-0.45012613101302257,-0.0835149786381133,-0.3230768967440136,-0.3695194093477539,0.39309764661897006,-0.28840641550999574,-0.4749306155481111,0.4616126416799511,-0.060898405335478654,-0.5326215023561272,-0.23193575348616388,-0.24612808716453197,0.08082707577167916,-0.39643182516343656,-0.3486290975391911,0.24750049233172636,-0.43544481212978203,-0.09182870332895066,-0.388749030430764,-0.42427529220329585,0.32857811811691534,-0.23118658478748347,0.06198828163678532,-0.16633824477992787,-0.2537171996023582,-0.4782753583938418,-0.33176836199308457,0.16091331590220315,-0.22028329127262203,-0.15145727038857612,0.4261847759456531,-0.13694144711233017,-0.3263368982972152,-0.28978192247002466,-0.052457371172207765,0.0400376055850313,0.4953991553930889,-0.4605633813584657,-0.35867488560047306,-0.10454548392929763,0.2877747719288954,-0.24189369974634067,-0.15858021104396888
Temporal_Inf_R,0.24475376583627864,0.1816305520444669,0.30424879237752733,0.12124399896291982,-0.1312432367604067,-0.6967890274531086,-0.009297336564804403,0.4176307553224287,1.0,0.35669046811638977,0.12318448354734071,0.3891886640921082,0.008419921116210956,-0.3209123567662078,0.06385390204070815,0.6063889363195453,-0.27558074353386375,0.42950902635664945,0.3320909343051709,-0.028272756001852733,0.6789657472921704,0.39109165775226545,0.26871307782760645,0.13339348851904612,0.1557667852456633,0.035181560572930155,0.3178665039339705,0.021287752083166748,0.013920902612462389,-0.6836041058331352,0.2708181567894204,-0.42393396828567104,-0.20602397362380453,0.09324630103229632,-0.21521806860134077,0.5339723403595551,0.6447791890027231,0.5375636206783668,0.27326647964727463,-0.09328425994924236,0.14597816240097494,-0.3456993473837901,-0.4757542085840952,-0.14143783326380674,0.6834494449655721,-0.020467692176880905,-0.11533204096269482,-0.2662717986706062,-0.548864193344339,-0.038030050953269987,0.2630888249963496,0.18673504747930203,0.09122716553215897,0.4567317867600907,-0.006728294826187227,0.23765090492245983,0.27127168517639577,0.220003096460601,-0.5991013222398249,-0.038696159099450775,0.043639809943357165,0.3318949607909943,-0.30159093925134184,-0.20157156845416588,0.13347705346816405,0.19569565020122087,-0.2184729042093181,0.16697159949074242,0.10809421863965767,-0.3784244082453953,0.15693328330062994,0.4855293061149228,0.20943819260963006,-0.42415428061523736,0.4434044489344254,0.042365839809111835,0.5483378984866892,-0.1410049902344485,-0.07288039956159642,0.14105512120817734,-0.016607427765463905,-0.12866343599811716,-0.035340656374756335,-0.04947330322075931,0.27424426574216654,0.08880429978029372,-0.016035097681731728,0.30864516307416384,-0.58360527025378,0.0940841537225258,-0.051104659749386015,-0.04736910396244111,0.5023225454075493,0.2781714935264888,-0.323920553210628,-0.39432737206009644,-0.17105720911371455,-0.3438435062770239,-0.020495799857396555,0.526916700869043,-0.036545154829417115,0.24487494455141012,-0.08417213186958322,0.40449152138212513,-0.6653054063187719,0.358615712001915,0.11288612476072528,-0.020444406651053862,0.14266832960499368,-0.0913094462105238,0.4478785661623796,0.3799771539034894,-0.016564621372171247,0.10483562669893065,0.00787630438678986,0.48632717406189374,-0.49622264962194457,0.1578375631979858,0.2288491171705817,0.03164378500558353,-0.11222731006063014,0.609453106056547,-0.3563062628604726,-0.13522610832411308,-0.44680979868952964
Red_N_L,0.8253024211311416,0.7591036537559884,0.8886981689700246,0.538122885103443,-0.3830295014169295,-0.16690512619313835,0.2894505021686475,-0.2553638678157559,0.35669046811638977,1.0,-0.6414569189914069,0.683473232384587,-0.18631916784242594,0.46886724845134803,-0.7462601231167149,0.6946989916482618,0.3999804469779981,0.8281825582521747,0.6307260507920255,0.43329616385858877,-0.039250349437263396,0.9054151904094074,0.7436914880284234,0.6637898763782442,-0.7621704063020187,0.8024983446132605,0.5597026500628733,0.7110573772730521,0.6905529967656209,-0.34417854386655816,-0.3707908671410857,-0.15072685255687213,0.4711411483209391,0.7331350813105931,-0.5067728061101778,0.3394047233350455,-0.3855977006130679,0.7873383447177383,0.7694410162616302,-0.7331750198491439,-0.6028285251581903,0.3119682304065341,-0.7621327549099514,0.42077318462002894,0.5853953367385859,0.5127660056340098,0.5702031517974823,0.5549713922889047,0.17892684674024642,0.6523294411267736,0.8115605110102065,-0.510865211140718,0.5160750397511766,0.7152326288082946,0.6718170531910925,0.8325869901411778,-0.6376293913250319,0.7085721906466755,-0.4677321797029512,0.425059515339583,-0.7167230199650724,0.667364067228922,-0.3146314293966309,-0.6681120309199573,0.8023938164678506,-0.4382072116528377,-0.7683386957680666,0.8270471971439263,0.7671061365370023,0.15694950889729184,-0.6207326666102047,0.8142991946495266,0.597000347354031,-0.2611946963532655,0.7787153532606225,0.4919235664023553,0.8694982489106251,0.4275853639780871,-0.8344534374104806,0.7843723328641956,0.5606418133929902,0.4857007480200356,0.48229138382034153,0.44140311230270246,0.8531272679973118,0.7838785985314111,-0.6975415559759813,0.8624184177151497,0.23831018493468079,-0.40177428109848523,0.31047752178662646,0.728041945286806,0.8505036800763699,0.5826305211146955,-0.4438479230222258,0.20782608019415355,0.32456744008161714,-0.6672668360634945,0.7000702444076452,0.7953810108203299,0.6893359949765896,0.7416264103426704,-0.7301978168438451,0.8642076428418485,-0.5452384430868938,0.7176919884946589,0.4551085702015936,0.6028235018490763,0.5307764313322586,0.07259841300466684,0.867589372066002,0.6046168980406039,-0.8212920384930577,0.1898561634059033,0.5885916872574263,0.8580610291029264,-0.170260283723213,0.4183404468253001,-0.7132723714126086,0.7495199345687038,0.6800828958540509,0.7610607569086872,-0.785247956702326,0.2608672457545597,0.2576786328015139
