,Cerebellum_7b_R,Cerebellum_6_L,SN_pc_R,Temporal_Pole_Sup_R,Caudate_L,Red_N_L,Frontal_Med_Orb_L,OFCmed_L,Frontal_Inf_Orb_2_R,Occipital_Inf_R,Cingulate_Mid_R,Cerebellum_10_L,Heschl_L,Olfactory_R,Temporal_Pole_Mid_L,VTA_R,Thal_VL_R,Cerebellum_Crus1_R,Cerebellum_Crus1_L,Fusiform_L,Temporal_Pole_Sup_L,Lingual_L,Cerebellum_9_L,Thal_LP_L,Cerebellum_4_5_R,Rectus_R,Lingual_R,N_Acc_R,ACC_pre_L,Thal_PuI_L,OFClat_L,Thal_VPL_R,Thal_PuL_R,Putamen_R,Cerebellum_Crus2_L,Frontal_Sup_Medial_R,ParaHippocampal_L,OFCmed_R,Putamen_L,Rectus_L,Pallidum_R,Raphe_D,Calcarine_R,Temporal_Pole_Mid_R,Temporal_Sup_L,Thal_VA_R,Cuneus_R,Frontal_Mid_2_L,Rolandic_Oper_R,Angular_L,Parietal_Inf_R,Frontal_Inf_Tri_R,Cerebellum_6_R,SN_pr_R,Occipital_Inf_L,OFCpost_L,Cerebellum_10_R,Heschl_R,Parietal_Sup_R,Vermis_3,ACC_sup_R,Supp_Motor_Area_L,Rolandic_Oper_L,SupraMarginal_L,Thal_LGN_R,Angular_R,SN_pr_L,Vermis_1_2,Red_N_R,Temporal_Inf_L,Thal_IL_L,Thal_PuA_L,Cerebellum_Crus2_R,Temporal_Sup_R,Paracentral_Lobule_R,ACC_sub_L,Cerebellum_8_L,Frontal_Med_Orb_R,Precentral_L,LC_L,Vermis_10,Thal_MGN_R,OFClat_R,Hippocampus_R,SupraMarginal_R,Thal_LP_R,Frontal_Inf_Oper_L,Cerebellum_8_R,Postcentral_R,Pallidum_L,Thal_VPL_L,Thal_PuM_R,ParaHippocampal_R,Thal_AV_L,Thal_PuI_R,OFCant_R,Thal_PuL_L,Temporal_Inf_R,ACC_pre_R,Occipital_Mid_L,Cerebellum_7b_L,Precuneus_L,Temporal_Mid_R,Cerebellum_9_R,Vermis_8,Frontal_Inf_Tri_L,Thal_MDm_R,OFCpost_R,Occipital_Sup_R,Vermis_4_5
Cerebellum_7b_R,1.0,0.7506527960519074,0.12317525862158854,-0.3793410085378835,-0.6234628169644251,-0.5307169437403705,-0.3446951962143852,-0.33925330289952094,-0.5001376971927429,0.6626072326020289,-0.2903649826379451,-0.7853621304929896,-0.30355635253096797,-0.6470058091160245,-0.5966753981155237,-0.6841515684245316,-0.20367704061294528,0.8339061802659886,0.685925159958232,0.5140841789838038,-0.6368470964809143,0.7577873350165185,-0.42593141430586734,0.18428614267431517,-0.12292118065859672,-0.620619377830705,0.7508001639357275,-0.022065737921709568,-0.5212778717976786,-0.466387286819172,0.09949677302056928,-0.3657744971912245,0.00955340584204401,-0.4096310170010286,0.7269975989585814,0.6370486435345412,-0.606304556934717,-0.6485699097726598,-0.4630023516459817,-0.5731748135352491,-0.49363335344191106,0.0731949654041638,0.6628045373810444,-0.3586222899835651,-0.47832693028853157,-0.33287137257033794,-0.2688462903419456,0.4919901889907818,0.053514353562714265,-0.44539582256379057,-0.3947293225018075,0.3393884734333475,0.833726918477499,-0.5070899432258562,0.7479747360304263,-0.5801557275948283,-0.46594429831790823,-0.2179859172387894,-0.39340794791883704,0.04546989567618653,-0.35211015760746633,0.41420664126815043,-0.5798962190159751,-0.3940608210496896,-0.5877741194563597,-0.37273800378004,-0.684410768449824,-0.35352332760984234,-0.3514763971289515,0.28652179432208813,-0.6415842942440166,-0.2102681348375323,0.8733365877889286,-0.19001279938805998,-0.44577296787683296,-0.5713456272428669,0.6891825767060998,-0.3644292360025429,-0.28497203910228813,0.37219395313811604,0.7056706318507323,-0.25891999734850984,0.4633925386140414,-0.6141578476159922,0.002207413409077085,0.11543752428185962,-0.42738388622753254,0.7935200562162813,0.12852772567749643,-0.7200768763264652,-0.5123300150670849,-0.035807140913085886,-0.44645025152742446,-0.32054281492623005,-0.3375021741240413,-0.4478509075843405,-0.20913122837993245,0.36091792828588193,-0.4284794824469673,-0.12218584418851507,0.714037742388309,-0.4735626409669417,0.16611695858618333,-0.10553059975085854,0.599785030517435,-0.4677850143898106,-0.43173612995833593,-0.5831215031343179,-0.39240438096216557,-0.34867247112087496
Cerebellum_6_L,0.7506527960519074,1.0,0.08620177664201907,-0.7343247331734795,-0.6777990824436338,-0.7642786443176971,-0.6387988587529634,-0.6854423186653388,-0.8182763985792656,0.4718289955985796,-0.4247654112597567,-0.7817930928436129,-0.5750413503382771,-0.8872102484595025,-0.7938590459666061,-0.6843959918981875,-0.29018077566668926,0.7521702413189145,0.9690284912264795,0.8979197257149811,-0.771363021202671,0.9528840371816194,-0.3276572111398254,0.09738976405731717,0.08587701483184614,-0.8745939467310876,0.915329848022581,-0.2658538285529089,-0.8515934102414058,-0.36736430225277256,0.517652973643105,-0.5797400922846581,-0.024601080052489642,-0.234388969612283,0.965064699961317,0.8874701935924677,-0.7170503090152255,-0.8683184301197294,-0.7912240139237299,-0.8217683787472748,-0.7333328844396609,-0.06331644240085181,0.6961041393701893,-0.7014597773337747,-0.5073446910844498,-0.5540768857023651,-0.5357462969657343,0.7338769005352701,-0.14924367622240173,-0.8127696127766674,-0.443778307005983,0.47261719444114153,0.9491060106638535,-0.5117551750165052,0.9626504159763156,-0.8875272470613694,-0.3783497949421767,0.07819537168970439,-0.3694891673831534,-0.019558078128490086,-0.6123770787355026,0.6781876927784799,-0.7403824132385801,-0.7593379660578117,-0.7004234742335437,-0.5019180921689953,-0.7714613641909609,-0.2657470820174385,-0.21947463500210426,0.7388557480390895,-0.5957576289894605,-0.3199137435068964,0.9374175001595985,-0.3097504668724047,-0.6013808051796875,-0.8457320640775579,0.9715330737611708,-0.5984353418070776,-0.5196107721322187,0.7713390321463727,0.8981808051507766,-0.24130271941434472,0.8037615392738524,-0.7796787131988293,0.1748742848726943,0.25159953499821847,-0.5492110770895031,0.956858862871091,0.42975535036894763,-0.6460559479664084,-0.40804353796895504,-0.035160148450314996,-0.7352850435598686,-0.5353517227704531,-0.3953033964586355,-0.3502390339726262,-0.33565316597974276,0.05881725900796268,-0.7947429992706426,-0.4945252231294828,0.9660160546833227,-0.7159426683228463,-0.26661220018718723,0.0761059619674275,0.9216831613535975,-0.6204980364343613,-0.5015414462071075,-0.8562809299142926,-0.6818114420210838,-0.2010396847764672
SN_pc_R,0.12317525862158854,0.08620177664201907,1.0,0.3553967110871906,-0.07026111576082096,0.3394047233350455,0.3858420219532303,0.37154907476391824,0.28836092579661016,0.3011848575682377,0.5017986567039548,0.06638829828611845,0.35298938586616546,0.10544419482396285,-0.007551639575106198,0.017152449849396144,0.4524258024784044,0.3296629021498668,-0.02497024912228814,-0.06557117292927701,0.07443014968102928,0.10489115540505664,-0.010929692933325,-0.269425319019272,0.502197970656343,0.07843577824936845,0.22042214908863586,0.07914050729931851,0.18819480808796163,0.10979592468040854,0.029550210405221548,0.34671446874738643,-0.2659846361592056,-0.22316678943500617,-0.03518763662602131,0.15196258581732427,0.09878014058820096,0.1682524605284047,0.2737036070782258,0.05662775192671725,0.3476509716999598,0.054151838905422016,0.28610747866344355,0.3520772790793608,-0.03516297762882392,0.4576941569462208,0.03707430031410371,0.09015691334936334,0.6392712124915072,0.07305482197679583,-0.24800007169726018,0.2517379000861307,0.2055460019469644,0.4555651653884861,-0.05003496615180065,0.09433832079495937,0.15115677401607158,-0.16897439222845764,-0.28263468609318265,0.17302899034773178,0.3780801559535993,0.1587723472448568,0.1728119725493976,0.09544877180322593,0.27246747656406406,-0.14717112091578113,0.24735523066796716,0.12371118934759508,0.3961286298540154,-0.2165022169463655,0.290643345185616,-0.18218882427590732,0.17396917197199382,0.3519270724080389,0.04710743652301833,0.20275465400040582,-0.00704639412108823,0.41762471256406686,0.029725816745459283,-0.13302397486313788,0.0343867532620948,0.035658176473176526,-0.17361289439167482,0.12001875563621187,-0.2454333163834083,-0.39972038731001885,0.2627173534438848,0.09971031125393336,-0.0777688932623161,0.20439810356330393,-0.0705490268733443,-0.31214107648364997,0.25857235709361104,0.27690460997912175,0.20481143038289684,-0.007601018394114992,0.0095837028412393,0.5339723403595551,0.26684867030888154,-0.09381634959600633,0.06280232234917295,0.24152598585848822,0.5003621948732382,0.19809198457445298,0.11970834763779312,0.18002414282920334,-0.0478033330776608,0.2705872072133589,-0.08461749284088049,0.45679811343621396
Temporal_Pole_Sup_R,-0.3793410085378835,-0.7343247331734795,0.3553967110871906,1.0,0.4829703906498357,0.8694982489106251,0.8524589867950323,0.8762348266626728,0.9557154803344545,-0.15841879649738974,0.7163715637799237,0.6707669685197111,0.6914986749029656,0.8653729519070552,0.664600020359797,0.60221370960283,0.5563606476717295,-0.2342455658160852,-0.8261153222076021,-0.8321963393893727,0.7184988236202852,-0.6977289766289664,0.32581101905306853,-0.33941055581915724,0.18142937937792583,0.8356547557257675,-0.5479192601069648,0.3041687260979107,0.928554997825395,0.39382583148622413,-0.4174331096833727,0.682544394462179,-0.2934734717736459,-0.0703000542711314,-0.8041409104794615,-0.6349576387074412,0.7291075129122231,0.7977771245154238,0.892292478720947,0.8543860126644501,0.9512233001350797,-0.010758467205617931,-0.3592840981344401,0.9608905988096873,0.3478354780982602,0.8155127387136607,0.470578766035959,-0.5852516151922893,0.6471028245734307,0.7559271390947343,0.05520147308611204,-0.13331314841077344,-0.5637940623337845,0.6916294723081674,-0.8151550389051284,0.8825381634659375,0.5876354219396478,-0.4181749842083353,0.09109955809776141,-0.05132972116324521,0.8624046173643847,-0.6362711040597793,0.7204605585970701,0.7560531430147623,0.665258930242722,0.17146543861473895,0.8373752795070779,0.25019979748744386,0.3967656962585873,-0.8446249680674485,0.5566267925796603,0.20797375627508383,-0.5944937810161032,0.41876717779605793,0.37974303094052914,0.9247319917024395,-0.8015625546851759,0.8372205072133191,0.41008772889698974,-0.6963066662134382,-0.6642843775518694,-0.01984281340045222,-0.8540910445229523,0.7104781513582088,-0.525705595862195,-0.6356081068572184,0.6786797518311027,-0.6420968071460474,-0.6542649424987871,0.6285644477449073,0.18368197588299218,-0.24931543284388163,0.9547560828546519,0.7815397145893576,0.5252679861448888,0.2811635530580099,0.3164689293362187,0.5483378984866892,0.9565782219612298,0.4040051958785401,-0.7618054700738331,0.6725771511459124,0.7467057717747981,0.10912559867537786,-0.6555642125866443,0.7213305685839432,0.4334350848223384,0.9368932407484308,0.473780514134135,0.3805431864363277
Caudate_L,-0.6234628169644251,-0.6777990824436338,-0.07026111576082096,0.4829703906498357,1.0,0.5549713922889047,0.4271563551565783,0.44479192802067674,0.5421413363379132,-0.4928600171083622,0.5378295775392903,0.8243158449585368,0.4963975307092917,0.7831142538195667,0.7175943980374274,0.6460031358917946,0.32293680787451096,-0.7369884661632607,-0.7061637555636018,-0.43480629291033346,0.7584521170186378,-0.5440178824346242,0.6289615013180041,-0.08098709877489069,0.30739928794185184,0.7412881301005356,-0.5180226413705344,0.334678770288539,0.6998153874195557,0.721665009332441,-0.18045509729370626,0.5102081256245029,0.11324651636492661,0.7591988758176118,-0.7247161275875341,-0.7359735740120513,0.8109989740937695,0.7241077896359454,0.6765673170272424,0.6724697075568083,0.5591250093940521,0.05386469237224485,-0.2669902171094415,0.44330049756571827,0.8791989555061868,0.5507083392887184,0.6545575952543883,-0.49108056277160494,0.18011655343893265,0.7057287165090326,0.5008644792309299,-0.38437099728703167,-0.6761008288014053,0.5226288488735887,-0.702244479835743,0.7459072657625064,0.5512463859708517,0.35233172757198067,0.5248577301942297,0.29545147892605395,0.5573543759191273,-0.27523816505213705,0.847820891230857,0.6688675859556649,0.5477165607979035,0.5333994212608268,0.6524611216329125,0.680798038929735,0.43845171157857205,-0.2876165245419593,0.6867332143638633,0.5397085685421388,-0.7605046837167829,0.4449286029768021,0.7059211521307899,0.609444791747954,-0.6838387151663993,0.4461877106485502,0.6342004583478732,-0.31189474851978094,-0.45448299219466676,0.2659637484261364,-0.4505844349248912,0.822746826572952,0.04386894613839507,0.04581364732950901,0.7431410763556403,-0.7597798964950184,-0.10907280837579156,0.71193071910873,0.8056270932722936,0.4299618863386358,0.5913597026714689,0.47107892411322183,0.6153822814823112,0.35726323828299733,0.35455083722643815,-0.2662717986706062,0.5820728330036875,0.5477025589622261,-0.7014317273941955,0.7302451859834316,0.041914261653615295,0.32446730273800956,-0.6098365341393488,0.6475575790669109,0.7951781586249275,0.6722609701769359,0.6901084909715132,0.5046144811364901
Red_N_L,-0.5307169437403705,-0.7642786443176971,0.3394047233350455,0.8694982489106251,0.5549713922889047,1.0,0.7206929054381218,0.8142991946495266,0.9054151904094074,-0.2553638678157559,0.7176919884946589,0.728041945286806,0.6513077003420381,0.8385247547077642,0.6460720619467298,0.6028235018490763,0.6046168980406039,-0.3855977006130679,-0.8344534374104806,-0.7683386957680666,0.7000702444076452,-0.7167230199650724,0.425059515339583,-0.3146314293966309,0.2332949480401287,0.8023938164678506,-0.602712790737066,0.4183404468253001,0.8624184177151497,0.48229138382034153,-0.3830295014169295,0.8115605110102065,-0.15072685255687213,0.09026569875481827,-0.8212920384930577,-0.6207326666102047,0.7331350813105931,0.7838785985314111,0.8822608660552576,0.8325869901411778,0.8580610291029264,0.07259841300466684,-0.43360115800648785,0.7953810108203299,0.3999804469779981,0.7787153532606225,0.44140311230270246,-0.5117262934309845,0.5853953367385859,0.7009333114224298,0.17892684674024642,-0.10763556211164402,-0.6376293913250319,0.667364067228922,-0.8612306393483946,0.8429483985378309,0.5597026500628733,-0.16690512619313835,0.20782608019415355,0.0756232070972663,0.8281825582521747,-0.5067728061101778,0.7495199345687038,0.6925594181743772,0.7843723328641956,0.2576786328015139,0.8253024211311416,0.42077318462002894,0.5307764313322586,-0.7621327549099514,0.6523294411267736,0.2608672457545597,-0.6720861914305336,0.538122885103443,0.46886724845134803,0.8531272679973118,-0.8028296796478781,0.7152326288082946,0.43329616385858877,-0.6681120309199573,-0.6975415559759813,0.15694950889729184,-0.785247956702326,0.8024983446132605,-0.34417854386655816,-0.5452384430868938,0.7023156303359855,-0.7132723714126086,-0.4677321797029512,0.6718170531910925,0.29897723878814136,-0.170260283723213,0.8505036800763699,0.683473232384587,0.597000347354031,0.32456744008161714,0.34709039140454573,0.35669046811638977,0.867589372066002,0.31047752178662646,-0.7722651243429798,0.6905529967656209,0.5917476327491681,0.1898561634059033,-0.6414569189914069,0.7416264103426704,0.4857007480200356,0.8886981689700246,0.4711411483209391,0.4551085702015936
Frontal_Med_Orb_L,-0.3446951962143852,-0.6387988587529634,0.3858420219532303,0.8524589867950323,0.4271563551565783,0.7206929054381218,1.0,0.8059212370454168,0.8355407442138171,-0.10239238867337747,0.592002182078253,0.5769529940878243,0.4755606297110855,0.7312615231826012,0.70818417211024,0.5414605276966312,0.49915379556877937,-0.207118913170888,-0.7005376313906244,-0.7272896708563931,0.7386062811430535,-0.6367740059956162,0.16579320434111824,-0.3482892820594653,0.17917427045542253,0.750645096264579,-0.5082882960190758,0.11461308140762669,0.8350875678540662,0.32389960056298145,-0.4278077409034795,0.5616696260973962,-0.2775147580452979,-0.13285966847953368,-0.6883759098308996,-0.5367408924525968,0.6991465215843674,0.7683702968791777,0.7338531876162562,0.6810764095488803,0.863073890544289,-0.11375951575045821,-0.35317665697481687,0.8999765656395973,0.24653074680190618,0.7094525055687039,0.3449248481525948,-0.5769789316544853,0.5423004543992868,0.6008279891897003,0.01822369007893392,-0.13922818695229153,-0.4614742721035834,0.6151429721396346,-0.6941638157800835,0.7483668408310787,0.4638475011432684,-0.3546058057202787,0.050212945593517,-0.08245992993692389,0.7431126811989901,-0.6481982547260529,0.6072023546367123,0.5883590085197767,0.6074040326957859,0.10328837555772016,0.7550034681738654,0.1399114369792289,0.25317221324192374,-0.6979475980687311,0.5249687809685827,0.07669405096300101,-0.5275301069432196,0.3042993196890626,0.2566841957506586,0.8524149968499034,-0.6887797633374707,0.9159178283113727,0.2395348347579284,-0.6371335710652952,-0.5817310221527542,-0.08158798793939633,-0.7169078086835865,0.5711551547405379,-0.4984326570212623,-0.5525533023672642,0.5683055376505964,-0.5644117002808514,-0.6160035884676862,0.628745360407733,0.12708776904890162,-0.3217718637376463,0.8346899874948687,0.7507097154840491,0.413768420815285,0.20351626642764128,0.20854015981722082,0.44799336008555646,0.8479580491179487,0.2743211833872726,-0.663099264443546,0.5386274459777278,0.619169105653471,0.00883640085396619,-0.5761939242430694,0.5844660223619892,0.404405617010433,0.8424296384393726,0.37648851833408614,0.3173844903730638
OFCmed_L,-0.33925330289952094,-0.6854423186653388,0.37154907476391824,0.8762348266626728,0.44479192802067674,0.8142991946495266,0.8059212370454168,1.0,0.8474377544915099,-0.11986548136186764,0.5941545760484093,0.6005107296611004,0.7206863023385809,0.7930508129116922,0.5147065002699264,0.5042965083171121,0.5812127175258125,-0.22997914991660479,-0.7889670726172429,-0.8090451758383623,0.5634985258421334,-0.6486545336480561,0.28331439008618314,-0.17218700745331808,0.11455458245408032,0.7724833093643412,-0.5243145230209755,0.3858918178455282,0.8437033575870372,0.4167065505843533,-0.4824336893562228,0.6849797138266792,-0.09344329353090508,-0.05658730135334526,-0.7659311826302382,-0.5197431296925578,0.5976500735923013,0.7216546400952006,0.8193452454842389,0.781615030646143,0.8278417776798398,0.20377896599572684,-0.3563531285859986,0.8546835668426531,0.3316957130658664,0.7873535047597903,0.43276512270358597,-0.3796837063699371,0.5702238497760608,0.7537789057390236,0.04948444885027625,-0.17190244353352138,-0.5131500141146638,0.6273769553209527,-0.758118818983174,0.7892949915765991,0.4885325095006748,-0.3514464842657801,0.029026885529690252,0.06344401560150315,0.7964291881380372,-0.47254667163094144,0.6874243453466191,0.7930619797557983,0.7042271706646762,0.16740399591751612,0.7467700018655132,0.2893255837106723,0.29220605772666897,-0.8560621341782166,0.5287148212736542,0.16719938297156198,-0.5385528358022301,0.39753097369835494,0.4245011526997876,0.8032315367723066,-0.7635572632593911,0.7534420661941499,0.5314053639425821,-0.7654032250842807,-0.6687704799703251,0.15786754818606816,-0.8241336226328898,0.6928634773260924,-0.47994920159393534,-0.45092083286381773,0.6715582037602973,-0.6073666137640857,-0.6011781730465173,0.5388192165934712,0.24697639574227687,-0.13407097193458029,0.8231190979283539,0.6187331732446253,0.49732502913168525,0.11633583197831912,0.34296421430018786,0.4855293061149228,0.8863921306063016,0.4117155340211618,-0.7245387901399497,0.6686791603063923,0.6738892144233373,0.08924900411722346,-0.6396588797999737,0.7131929034213862,0.3757465301416154,0.8283988310540106,0.45716687585051563,0.2936584872011902
Frontal_Inf_Orb_2_R,-0.5001376971927429,-0.8182763985792656,0.28836092579661016,0.9557154803344545,0.5421413363379132,0.9054151904094074,0.8355407442138171,0.8474377544915099,1.0,-0.3133712082765934,0.7177387054485377,0.708850013949928,0.662432483224812,0.8914160337295327,0.7323560580784267,0.6002771873276737,0.5774653059724036,-0.3929177688299767,-0.8772131451345062,-0.8673010619038612,0.7686938496474892,-0.7923885772535453,0.35890639609827696,-0.35830638857030395,0.16173763207822855,0.8715410707390092,-0.6640448250246691,0.2619913377792688,0.921599460353781,0.4394691706681452,-0.4312890399049074,0.7641395871519382,-0.20697810475937672,0.003399697203519098,-0.8667732237249904,-0.6879483925836128,0.7555988057347378,0.8620495592164813,0.898816199875201,0.8608813322542485,0.9348570205358021,-0.009874254776389903,-0.48755784594978346,0.9028804850494294,0.3774126181512024,0.8141232181195733,0.4591602434821547,-0.6276897779861921,0.5872464506501845,0.7542737739539113,0.12440612187958719,-0.09064878425721151,-0.6771014252064282,0.7043898906150279,-0.893205290318869,0.9106061333825007,0.5376251841487782,-0.2572241103758861,0.20044718533136704,-0.012511960628194683,0.8819891237923163,-0.6403949104045212,0.7616312371463333,0.734105725004579,0.7491108634821249,0.24008803699353115,0.8619961629642136,0.2807751549279044,0.4212827806854186,-0.8329072066170551,0.6600507165765739,0.2896232268474346,-0.7091330682443624,0.45456139991383987,0.42121829740086325,0.9454974516201919,-0.8540844699834417,0.7977255233967419,0.4099203882065401,-0.7152229825924755,-0.7273815765854647,0.08669897076472703,-0.854062691993617,0.7962564986202288,-0.4399930288741859,-0.6065721641119702,0.6863116813609047,-0.7419911717475819,-0.5743565307125394,0.6811732886930147,0.2815683929951429,-0.24503669984000429,0.917269268524446,0.7333200702031186,0.5734434710455918,0.3990193316129895,0.316019124005845,0.39109165775226545,0.9344969179614415,0.3636956995605834,-0.8146374009954073,0.7009427382672444,0.6190971835456148,0.11316230319079314,-0.7277779235016876,0.7573284630799991,0.5166875627799359,0.9593400219639313,0.4870443694758809,0.40199124228901445
Occipital_Inf_R,0.6626072326020289,0.4718289955985796,0.3011848575682377,-0.15841879649738974,-0.4928600171083622,-0.2553638678157559,-0.10239238867337747,-0.11986548136186764,-0.3133712082765934,1.0,-0.16633824477992787,-0.5326215023561272,-0.16897302731256794,-0.4133047795664089,-0.35634824484100175,-0.4782753583938418,-0.15145727038857612,0.6644219543798029,0.3882761763052058,0.27848633652940874,-0.43544481212978203,0.4990266558636149,-0.40219987553821585,0.21699255488528255,-0.0445106283295282,-0.37736664750028553,0.4839780824806447,0.0400376055850313,-0.28840641550999574,-0.45012613101302257,0.032740434533712885,-0.1758994932140187,0.034047589005266526,-0.434280468045982,0.4261847759456531,0.3690215983549792,-0.3667893681787202,-0.3695194093477539,-0.24812231644090776,-0.361025940402622,-0.28978192247002466,0.16091331590220315,0.5262516692429925,-0.09182870332895066,-0.4489885750075754,-0.20628158759828383,-0.0835149786381133,0.2308676017201236,0.09731287956316564,-0.2577959884956615,-0.17828501758953816,0.03893500798922597,0.5860991578160996,-0.3555931770164655,0.4622462795637292,-0.3702423023720152,-0.35871703063490995,-0.3222761015911314,-0.39643182516343656,0.0834688430386859,-0.2715830652971822,0.1946248330515582,-0.4605633813584657,-0.23635434245632447,-0.3298895796481399,-0.15858021104396888,-0.451945601209749,-0.23885412687851126,-0.33176836199308457,0.038798782165923106,-0.5092749952595294,-0.24189369974634067,0.6001704475865086,-0.04664277631611094,-0.30145872112388566,-0.3230768967440136,0.38492814636587913,-0.08733856685137502,-0.20072443898204834,0.0720370838574401,0.39309764661897006,-0.22293471460018294,0.2877747719288954,-0.4412226741439365,0.02704832049020838,0.06198828163678532,-0.3567024430324024,0.4953991553930889,0.0556672606493149,-0.5472169813473418,-0.5698295624342163,-0.052457371172207765,-0.23193575348616388,-0.13697418101126932,-0.26985439532535377,-0.3486290975391911,-0.08474630465229807,0.4176307553224287,-0.22028329127262203,-0.060898405335478654,0.40796566637059417,-0.25783684716270805,0.3535498165131894,-0.13694144711233017,0.34528428686723783,-0.42427529220329585,-0.44255617040019574,-0.30907665433704834,-0.1628674369705871,-0.2537171996023582
