,Supp_Motor_Area_L,Occipital_Mid_L,Frontal_Mid_2_L,Thal_VPL_R,Thal_PuM_L,Vermis_3,SN_pr_R,Thal_VL_L,Temporal_Pole_Sup_L,Olfactory_L,Thal_LP_R,Vermis_4_5,Precuneus_L,Caudate_R,Cerebellum_10_L,Thal_VPL_L,Thal_PuA_L,Rolandic_Oper_R,Vermis_1_2,Occipital_Sup_R,Cerebellum_3_R,Cingulate_Mid_L,Cuneus_R,Calcarine_R,Lingual_R,Occipital_Inf_R,Frontal_Med_Orb_L,Frontal_Sup_2_L,Rolandic_Oper_L,Vermis_10,Thal_MDl_R,Postcentral_L,Postcentral_R,Red_N_L,Temporal_Inf_L,Temporal_Mid_L,Thal_PuA_R,Vermis_7,Thal_MGN_L,OFCpost_L,Insula_R,Hippocampus_R,Thal_MGN_R,Red_N_R,Frontal_Inf_Oper_L,ACC_sup_L,Vermis_6,Lingual_L,Thal_LP_L,Vermis_8,Cingulate_Post_R,Putamen_L,Thal_VA_R,Calcarine_L,Cerebellum_9_L,OFCmed_L,Raphe_D,Frontal_Med_Orb_R,Caudate_L,Thal_IL_L,Thal_LGN_R,SN_pr_L,Cerebellum_3_L,Supp_Motor_Area_R,Precuneus_R,OFClat_R,OFClat_L,ParaHippocampal_R,Occipital_Mid_R,Thal_PuI_R,Pallidum_L,Cingulate_Mid_R,Temporal_Sup_R,ACC_pre_L,ParaHippocampal_L,Raphe_M,Temporal_Mid_R,Frontal_Inf_Orb_2_L,Thal_PuI_L,ACC_sub_L,Frontal_Inf_Tri_L,Putamen_R,Parietal_Sup_L,Parietal_Inf_L,Olfactory_R,Paracentral_Lobule_L,SupraMarginal_L,Temporal_Inf_R,Heschl_R,Parietal_Sup_R,Hippocampus_L,Cerebellum_Crus2_L,Cerebellum_Crus1_R,Temporal_Pole_Sup_R,Cerebellum_6_L,ACC_sub_R,ACC_pre_R,Amygdala_L,Angular_L,Cerebellum_8_R,Thal_MDm_R,SN_pc_L,Cerebellum_4_5_L,Cerebellum_Crus1_L,Occipital_Sup_L,Cuneus_L,N_Acc_L,Thal_Re_L,VTA_R,Thal_MDm_L
Supp_Motor_Area_L,1.0,0.22173699501549335,0.6505809780673271,0.6289796951531638,0.750258374907827,0.6676433198089887,0.3316446325677551,0.6337896639329518,0.1961018239337437,0.056127364905948,0.357887056719124,0.5911463194523575,0.8061037743769475,0.3991183680669055,0.15661420084278815,0.7488563193618966,0.5205931074049273,0.1832548480334925,0.5014295064939798,0.4759309166195697,0.6146203920648787,0.8860036319706537,0.5372786467176605,0.6639387800375068,0.5960008878603037,0.1719392465211588,0.030022991234367347,0.5913577068921523,0.39719029818988694,-0.11584086971829263,0.4969153485028655,0.8153828336672855,0.8339442764963484,0.4879486630702787,0.11561889801785535,0.1688758243143267,0.6098409131886638,0.23958337009814834,0.5265619713453813,0.030452652406913857,0.3885023198601181,0.41667556099756076,0.25118086348761665,0.21478506687451693,0.3642948682092156,0.4339350623212212,0.12372114528904445,0.49644305923723886,0.23036236858926898,0.0691324560505114,0.7535179952815768,0.284241160295395,0.025369227344340353,0.5953567650846078,0.2713657103715377,-0.11133177678681559,0.5589104099155757,-0.003639104736303664,0.49779360293690106,0.5179561074340959,0.5447720014478337,0.20710009092102472,0.7114591122971536,0.8250685557078316,0.7785156077684862,0.08598449624740082,0.23932482003097408,0.33711475045864275,0.3568024162410643,0.5707004199272648,0.21840106273620505,0.80181110066545,0.6658044743152769,0.12674797699110718,0.5109113409463825,0.5359437736002421,0.44800414773315245,0.18071973538037553,0.7319369702260836,0.1312737371041923,0.535179882077005,0.4342637446999463,0.7153220397036221,0.6915995732392294,0.12285496295852583,0.8119279453400805,0.7284273334917769,0.28891907111206866,0.35403090156627404,0.7689389431685791,0.571214766830144,0.1865296913896568,0.13789742937501576,0.25347017165032415,0.2341391923638754,0.011885281717607884,-0.0427795546581872,-0.03134089604182834,0.3646607337815616,0.3225357331706301,0.46899768777548545,0.5393918236388223,0.5099794096909165,0.2541150138453885,0.47189375934939976,0.5714381315829066,0.14561112235503593,0.15793085895815348,0.030331427156223358,0.6753815664079638
Occipital_Mid_L,0.22173699501549335,1.0,0.026397749452431805,0.24631188715829982,0.4346159179530216,0.5082789309423262,-0.01221026946870595,0.19071708936830722,-0.04778785608222818,-0.07982345570484412,0.04211290537873271,0.7021684003122242,0.5105953099015048,-0.01836847823846224,-0.006725156305686376,0.321395138042585,0.30294144626196096,-0.2879937524453454,0.591617529317779,0.5005518988908166,0.2591109992320548,0.0902085886503601,0.5502863762609588,0.6261937376191219,0.40694009598160275,-0.03483805482373435,0.11534956021036602,-0.19559692906624418,0.4271339891412486,0.1166149388893671,0.04719906749425275,0.5184059991156107,0.15562003743945763,0.2964207245555406,0.24125631172883086,0.6573636402906754,0.14646107783677617,-0.07010208206787924,-0.12728558686139477,-0.32920787251804506,-0.11478886030601136,-0.16188010301939365,0.10883052161565591,-0.020412207101754825,0.5389265403027789,-0.18169879917257736,-0.331751484563358,0.7386297959504701,0.12446962427210634,-0.28208126839304026,0.37637478678969727,0.1408874918958636,-0.0581689791331611,0.6602845982065881,-0.36137183040586845,-0.2890464891575942,0.05974996862918692,-0.054131793539311225,0.056239025796640925,0.11868790665493271,0.24402880727501172,-0.13871244743572064,0.10250938425013034,0.027283968332724604,0.34716449820763023,-0.017717656003544663,-0.16426589701786468,-0.16233378098834791,0.49047991978014227,0.24699659874974347,-0.027776620007185115,0.1578597376204349,0.1182500977946429,-0.03799354686400139,0.17942269924680804,0.08648290129027227,0.2678761842766011,-0.1554360980347003,0.28543085780417266,0.18315804460984225,0.2812656848757281,0.04205735912509166,0.24931800618640285,0.29069931835413465,0.22723371892665717,0.22009020305114255,0.5398082318303549,0.16055198452333047,-0.14577234711299472,0.4140669516349478,0.10273358928999858,-0.14119043697101022,0.22792504673409697,-0.164882583250929,-0.2667113453360921,-0.07092213707093308,-0.258701102916894,0.16085023958341665,0.6141948873946907,-0.284209180518263,0.21179931834229757,0.40296622604252946,0.6394320235055699,0.5215237616731293,0.4427311249815777,0.41656727722751125,0.028821427960026964,0.07604074390258841,0.047792753150604966,0.2157732597145353
Frontal_Mid_2_L,0.6505809780673271,0.026397749452431805,1.0,0.5311717989966401,0.5221868109166281,0.5470041453948985,0.4459686301391939,0.6591392913957497,0.23125626741839636,0.23898147793788693,0.246276502990645,0.33715378926172757,0.5115077276827633,0.704434953565117,0.226460818588696,0.7062210696189677,0.20733204776911976,0.28937100706003227,0.36261607746213376,0.21534550664245045,0.4398895893243339,0.689464097538409,0.2135013921870477,0.26475526113294573,0.22740034262374287,0.2731503668274164,-0.19295700489239845,0.8264826563372055,0.4276488379445702,0.008008060340821715,0.21287672728387322,0.650694155350575,0.7512015935645359,0.3249569717653541,0.13452985968553058,0.14920846897481302,0.4604166039274626,0.15877734623811451,0.3988200096906403,0.26620938319325865,0.5393457138672477,0.39671494851482747,-0.03502751778787085,0.47124588775722254,0.3478152783311222,0.6752858244851131,0.13903487993033992,0.27055282663088004,-0.06831306658258712,-0.16383748431068057,0.48938584061400436,0.6024664792106574,0.22432160321163314,0.38996064631428345,0.15634527075400853,0.08058308986505297,0.5947425063009465,0.19944715174113767,0.54181436059025,0.6264292677243539,0.4199758962548702,0.4994718390316717,0.492245303206615,0.6579151253937208,0.5672835315535619,0.1785934969392327,0.23920871275674285,0.3063757140825151,0.05308713704199073,0.5208767691972775,0.41162670853383954,0.6757316102540197,0.540076652668254,-0.013458248045438603,0.33277485530455203,0.5383216642114721,0.206984898466023,0.3438899285263636,0.6742131908969596,0.02311966957866961,0.6056280639308887,0.3808146077057058,0.3695141936802838,0.44373482219171895,0.26411326911142957,0.6543558696702186,0.5374357046880536,-0.08399400509480848,0.4195658600158873,0.5440619776411187,0.5226262407716298,0.13028681781062978,-0.11601933958539995,0.3730088871226704,0.3482276270952194,-0.012273960086820804,0.30668370546176915,0.049273159442083415,0.18526069999689104,0.38705171597994253,0.3422093203869714,0.5655348532731229,0.2832499218061142,0.1940113530679466,0.24191564044839606,0.2818261532103527,0.3553431351537326,0.1926491069197399,0.3381118470023059,0.617742907266711
Thal_VPL_R,0.6289796951531638,0.24631188715829982,0.5311717989966401,1.0,0.5173540272923591,0.6261473417574251,0.4619425820573156,0.43010793898177163,0.12538020994308172,0.20487071125802397,0.36805938805828375,0.6078572992868978,0.5845280810383048,0.27352215131733426,0.10970750268803954,0.6649302312629071,0.5475923457806249,0.481342121993226,0.4856095438889488,0.3603733159471684,0.6314291466662632,0.7243555626078153,0.3626148624393364,0.52215781088329,0.43012980703278586,-0.02892299339461175,-0.049356545466847666,0.5951189164999289,0.5868853229730475,0.17207735810995922,0.5525114257100029,0.7121357639980472,0.7827004946920909,0.3433887031434293,-0.01666736514868525,0.2819166343875863,0.6669887048600095,0.17295602092714935,0.4219106163909287,0.05862412326507633,0.5974378668601715,0.36637821441881846,0.1378189827719716,0.24504228005810605,0.4860141118441,0.35909685469712954,-0.09710238822642635,0.5042608589603399,-0.04426611521496625,0.09499125504298996,0.6577138398254812,0.4983081052898274,0.07151697758482181,0.5423369024492056,0.12794701329447683,0.0565746585741833,0.5830384508083607,0.1417658426450313,0.4442256139849297,0.6411470055103797,0.5215622382052847,0.15678425467881182,0.5419394311128496,0.6490987355027444,0.48306801310544656,0.21729899794973664,0.011012724106743725,0.40387399013068365,0.2563046775491195,0.5594886761812298,0.07702143440572486,0.6681154664134196,0.5779309290275136,0.30865187408767886,0.46686518133611776,0.29474915257268697,0.4576189811339007,0.16490557949418302,0.6779635156939297,0.210241926858726,0.5524935644244093,0.4771635138248542,0.32786991900844137,0.36213797538354836,0.32891348843799345,0.7824673832724492,0.49511950244416597,0.15811961988654788,0.2117465384291142,0.588817136171209,0.46173912632278336,0.1009158899372825,0.14654128531864727,0.2647573734469229,-0.021323415376778312,-0.08294734971340693,0.2728761724737573,-0.018422454023707086,0.24528174977748515,0.24167201305947833,0.5957230256220609,0.4317913356774325,0.5711359425970526,0.24305025595409369,0.27672605986172855,0.3926583678685966,0.18565690649724834,0.18901319489060323,-0.023579132756086387,0.6106992079746003
Thal_PuM_L,0.750258374907827,0.4346159179530216,0.5221868109166281,0.5173540272923591,1.0,0.8021625151667412,0.2722282222340516,0.7287711337345592,0.3880585328038196,0.09836251497584841,0.46497170752780437,0.7043439565117894,0.8273425209597717,0.44204381848531715,0.03959392571523451,0.7973556982572423,0.6949255252924895,0.044292019904273866,0.6369317125649366,0.4850449315510062,0.5805239450623131,0.7014662840380154,0.5394258164572042,0.7153474744897356,0.6753743760507015,0.24851990535660354,-0.0053628513198276375,0.43150710134673537,0.48568016689736737,-0.05165862225082027,0.300911721140737,0.7233527829765046,0.7159847462440752,0.6826877805208731,0.317224738005998,0.22745227226189682,0.4314275380369484,0.07700832304247897,0.28074268878409653,-0.1600498420236765,0.2942788046717362,0.3419405102938303,0.11558135544042962,0.23079860962528193,0.4740441906465652,0.33217735701687806,0.12132117735315091,0.6505255321940803,0.4927428035370391,-0.19767892740292228,0.7044228422318485,0.2695362810773161,0.045091633637028034,0.6642196682682601,-0.008674499152120346,-0.21158632990597667,0.5408650515862843,0.07569033359498802,0.515194848391174,0.46237868511429797,0.48500420378182424,0.22104383935620972,0.5775866362442819,0.5502292988923052,0.7666977911738535,0.10856422696647426,0.18501460115194554,0.25839991404853446,0.34071699861331134,0.5859762430280114,0.33708415850196055,0.744674685022804,0.6287128443536089,-0.08718219460065751,0.5213984629867483,0.5644958233938834,0.3046115573091013,0.1753953239814274,0.7038693433719915,-0.010635255143067063,0.5351792793960075,0.3780948221811758,0.5666278594610469,0.5055303386708828,0.1914556696204858,0.7213383338700071,0.719151701643422,0.28639579987895186,0.3926510249032589,0.7846562905805802,0.5959445912373176,0.06056345772417169,-0.027816235221873438,0.16510099155063196,0.19917954142030037,-0.04601682927693092,-0.19763188183077218,-0.12747232911676365,0.321791538681475,0.0898705542978845,0.37933485616126694,0.7201307599136401,0.5973925797541451,0.3543336455016957,0.4745464529164094,0.6117958448588158,-0.09803511692502648,0.11353951205451966,0.15415758648019495,0.7183927080751278
Vermis_3,0.6676433198089887,0.5082789309423262,0.5470041453948985,0.6261473417574251,0.8021625151667412,1.0,0.25510494656857435,0.5993555400475633,0.30339171580340457,0.3220194494292192,0.4192027373316671,0.7613745198865711,0.7849381734677644,0.39164257005023245,0.06654956999358949,0.7172952715878886,0.5195322807190071,-0.011089558362004166,0.7810903174465735,0.5522889814332554,0.5393986763473994,0.6723284442102307,0.6212090138506714,0.6832443654694511,0.520902463411742,0.21836121359716795,-0.04566933076580167,0.4416820901878947,0.5948694331370341,0.008316129212611737,0.3328999990715048,0.7770827975728077,0.7053115201522411,0.6785398047510861,0.31056609995326884,0.44600417363791295,0.44262097145325047,0.03866219163610413,0.16250678856637807,-0.11561771664550177,0.32359302616254976,0.22410856734782866,0.09297071741325465,0.1625625713638048,0.6307182600535015,0.2626988198543099,-0.00724939585883398,0.729268141263383,0.276568072553694,-0.3540037397649987,0.6250235871415188,0.42983423389041275,0.08527104601819518,0.776604774904666,-0.1131109469190214,-0.09648846828555824,0.587587425149057,0.2261140154968718,0.4555745732705116,0.49302381961723724,0.5338609676154761,0.24639455470396215,0.46230752683077725,0.5644038857123175,0.68305514308596,0.1264691611604507,0.05357858930842181,0.24372683499159165,0.3585243507613072,0.56693301288879,0.2919153831752016,0.6611518710763177,0.4859321425320126,0.039840559147053166,0.6338358355004012,0.5351455065860841,0.21911596159697902,0.04592324636564325,0.6700945090419147,0.014100161636566643,0.7010048399092957,0.33308698825719124,0.4924846212098437,0.5365367583957175,0.3878301717301386,0.7555303772870241,0.7702115382405348,0.15230988491516892,0.21699388435420897,0.7442521360572115,0.6370280259568812,-0.06849472450335642,-0.0632017639813788,0.22628764160348694,0.13294326504700096,-0.11369794808521007,0.03363152176268686,-0.10870067099967347,0.40491553769087985,0.17772314262982936,0.5447340856374223,0.7105419198668461,0.7618627081104681,0.5864074038807456,0.5656126280317274,0.66195618777293,0.029796721330745558,0.289635484968136,0.08345000497277467,0.6191879801476176
SN_pr_R,0.3316446325677551,-0.01221026946870595,0.4459686301391939,0.4619425820573156,0.2722282222340516,0.25510494656857435,1.0,0.37404786148043784,0.19502873931855924,0.14325138203840007,0.26419958926497983,0.21483607923052322,0.20806476217610895,0.3481824889906312,0.042908279206354906,0.4069581619588101,0.27392580824902496,0.41578361448507495,0.12827662080500588,0.15090795517673172,0.4014924623276852,0.4537549495798305,0.148434138420106,0.17306876171403057,0.2287340125918423,0.020896215859236254,-0.23875618809574284,0.45087658661414054,0.2168582851422313,0.04055094357931968,0.30820952804521085,0.32480664918028135,0.40093733013610533,0.277451071648414,0.08160187226245522,0.06633434263286496,0.3418946335317264,0.33492853291323893,0.0969598917816071,0.40807381187347885,0.5392862384460737,0.3956925784186817,-0.1653672302689318,0.46740420387267356,0.29638447938136747,0.40151689401426643,0.036148270690859866,0.16085990362196273,-0.05706851371576746,0.16014895345472602,0.25133658444327733,0.3907021285299958,0.13792321788291045,0.17665334808409383,0.08115764510042182,0.2550360325611421,0.49957342782590086,0.2523122043918032,0.4483063624270354,0.41884175101961907,0.2422884966416347,0.5506385063518844,0.27749760661489276,0.3078839426420587,0.29543220884020743,0.05965948096487654,0.020259866214206654,0.507749520251579,0.13145345337361433,0.2599952386064797,0.2620064421425874,0.4713914193322664,0.381100994027225,0.030479275586443887,0.24304823123210081,0.22860906743373777,0.21414007489765424,0.3084095730423443,0.3729474631080264,0.04493951092286774,0.3789535684493521,0.25920262743521594,0.12710261732328215,0.19242148969613768,0.45680172281953835,0.3447183883376262,0.20976706311577253,0.13388497967438692,0.2875431091410279,0.22548836663101912,0.3896336036777449,0.03961930828808317,0.03115508035099629,0.35669344442719264,0.21338150733016278,-0.039225578198042774,0.24161313913160218,0.06876246456112955,0.05994784747958393,0.1503317427374511,0.22017299716901131,0.37752491836552243,0.18510204217734527,0.03870472030059154,0.10483123599210305,0.171826920094365,0.05595681284325189,0.1812498949462429,0.16134794734604788,0.3831222202085807
Thal_VL_L,0.6337896639329518,0.19071708936830722,0.6591392913957497,0.43010793898177163,0.7287711337345592,0.5993555400475633,0.37404786148043784,1.0,0.322270907757646,0.07621826985061192,0.5854517771087713,0.4571780614058623,0.5843717312931052,0.761355026689332,0.19680587110513278,0.788309460356127,0.5285456830406778,0.24222419910539061,0.43341137128389523,0.35246546323530037,0.5988040654919948,0.6680103742795694,0.24796244305962628,0.37530933332505284,0.5187276388551093,0.25422856136580874,-0.05724018989379174,0.5701185627750045,0.3893094022042843,-0.06361677202852638,0.054874135029434494,0.5765569882441234,0.6539546880583319,0.4422530675591144,0.49223275842652703,0.1089110287362961,0.45428151757895446,0.22139268220013966,0.3149044524693217,0.20861205347192713,0.5269165823329767,0.592105149637334,0.0035198268395867853,0.4701970921323981,0.444077778367483,0.6152815268446036,0.07914582193806546,0.4024083291903965,0.43390344537327435,0.006064004086873781,0.44630531110256594,0.5482171716868143,0.2489590485204835,0.42438316156180467,0.14707793363690103,0.12225366706914839,0.6550490789165168,0.1662921524107535,0.7382166871455961,0.567993130945783,0.4015751231441149,0.5199531506420623,0.5410886609344292,0.42953445755883446,0.6379311230578799,-0.1362849555985274,-0.05652303721700707,0.460665279698204,0.22235096212821853,0.4861706007570026,0.5528336610983327,0.7698916777156447,0.6551089692575454,-0.21769887387986492,0.5204083186741127,0.5794304887580654,0.290375372523729,0.058290172544786335,0.5931961688863608,-0.19820209886923187,0.5409266907127475,0.46235595779750066,0.4589523478717412,0.4383861344567126,0.2036212585486301,0.5377434234068968,0.4804094840328326,0.252703380163085,0.5870726405958288,0.5887452847735871,0.6259796285953095,-0.09364356231427848,-0.03296873179077923,0.16960181235242874,0.471017185239534,-0.06204021451231711,0.12103325807884653,0.004342478774972974,0.23820716099364633,0.3259472286959942,0.1654974396597706,0.7008163791513597,0.4467221031845517,0.199669796283316,0.25000435249953823,0.3457417899952968,0.0008606175154161745,-0.03224384038144982,0.4843474113490359,0.8191727221007199
Temporal_Pole_Sup_L,0.1961018239337437,-0.04778785608222818,0.23125626741839636,0.12538020994308172,0.3880585328038196,0.30339171580340457,0.19502873931855924,0.322270907757646,1.0,0.21941684980872445,0.3336354956746287,0.1663724869967967,0.20764380655580977,0.3220959114790864,0.06272152745081319,0.258857838168572,0.389938369130896,0.1823597306384867,0.28824711512231793,0.05990127600374977,0.36918267630014956,0.2712169510873519,0.06447279912217761,0.10220144770583041,0.2785381433409554,0.1786724394633544,-0.18288993419215965,0.24664345920130895,0.16803436751294332,0.14399379973070014,0.20892349299723464,0.1650540281060294,0.24262568800751544,0.49235221399352086,0.17501572276678978,-0.19353897707189324,0.14350660109051194,-0.05640373970112239,0.009328567938135964,0.057690606031353196,0.2685990164335403,0.2177953161190693,-0.05560379551136906,0.36892170674638125,0.22731527571569093,0.08141500291824216,0.16776291225094653,0.1193621307613432,0.5108804913062371,-0.1276470160461992,0.029081798165410337,0.04009510481229511,-0.02535058687588453,0.06799294714233081,-0.03974281483499245,-0.10961934966126931,0.3001546965388588,0.07203764657544899,0.17916916868287736,0.2607831055972184,0.30114790010393094,0.20213096904970992,0.2742199988689158,0.07909097957294624,0.17522804369778333,0.3183587153060093,0.38909559744019845,0.16433509272340777,-0.013774990260816146,0.03031337228428339,0.27487471542534825,0.25525627041236076,0.34041372768416356,-0.11132325846608976,0.24705727199962557,0.3428187942462483,-0.044384170822456,0.4621360380610388,0.21740203309117997,-0.20985586124028857,0.23752521973446677,0.14236981911862218,0.10401260256519741,0.047745271749459604,0.12209947368127572,0.24967529822361603,0.19125297590495866,0.1416789642104109,0.3711147475297095,0.23411633768332193,0.22594080738042638,0.25003641965485507,-0.2508092451308497,0.5219912351926346,0.2524997694997017,-0.10609558076500289,-0.16700989459459203,-0.20975594507572448,-0.08086666431491957,0.07282546923975572,0.21135180087893654,0.43498553152921043,0.11515867343355364,0.14148796922572127,0.06251171962029134,0.1998552301627732,-0.4686101362735143,0.2016235918449835,0.133869371456839,0.36551340968097146
Olfactory_L,0.056127364905948,-0.07982345570484412,0.23898147793788693,0.20487071125802397,0.09836251497584841,0.3220194494292192,0.14325138203840007,0.07621826985061192,0.21941684980872445,1.0,0.19393845320430925,-0.018556249058518895,0.052507272297627895,0.1110063976751017,0.15059049370843372,0.07820878796265388,0.08714672319973228,0.06750684544405984,0.11243095592048685,-0.006344775067774036,0.009646480223625003,0.1539447576096153,0.08775376101772654,-0.12484154722707608,-0.18913394289567792,0.16693278795102245,-0.24265292656641274,0.3029502720158437,0.13129053604208965,-0.06148440292240487,0.0439483337150845,0.08017851922142663,0.2093007683626917,0.31989311341861165,-0.010683490403137872,0.02679165090490654,-0.013839280418156534,-0.08608358427967622,0.04614795016371324,0.23708954959131273,0.30112709213728356,0.05076579168965036,-0.22174005894043744,0.08214599678113298,0.0865522074684848,0.1300531922220012,0.1052141486250043,-0.040896818020937024,-0.00917965652368033,-0.26677842778737365,0.05341984578365779,0.23862132053165283,0.0952534153880294,0.05578259362916425,-0.00946435049086623,0.33602631330559135,0.1783526416372187,0.35584819785759864,0.015944260488681018,0.1914951113714095,0.0242585397337503,0.2310463985788678,-0.07093145076815008,0.27179551637146543,-0.03812307391676127,0.26823386675762617,0.10198832811815953,0.2347344201159183,-0.06256825151058193,0.09753654725514836,0.04353027779983149,0.09331297748664764,0.08108248504596055,0.23085814227742268,0.3097947584482488,0.2190073152235247,-0.19642338318409752,0.20141309153652895,0.13688294573621226,0.0056885487545049575,0.34313056650652224,0.1765183839746352,-0.06480386885787591,-0.05062435003622144,0.3916047210640549,0.2922361941146028,0.049931384123469785,-0.12380637334257509,0.034972040257116026,0.1340148019248178,0.2892577622798746,-0.1835362423880389,-0.31710852873240747,0.37175117108807787,0.10700426056702474,0.03055572859284189,0.3434676262050129,-0.20576410824502978,-0.018378903617509292,0.3923489742271025,0.243970864236358,0.08878528627024616,0.07211310666507599,0.10383207228514199,0.1357280076306853,0.09351714808750197,0.08939154399761581,0.327710911727795,0.05438861783660276,0.032812575150651994
