,Cingulate_Mid_R,Frontal_Med_Orb_L,VTA_R,ACC_sub_R,Cuneus_L,SN_pc_L,Angular_L,Cerebellum_3_L,Temporal_Pole_Sup_R,Cerebellum_3_R,OFCpost_L,VTA_L,Temporal_Mid_R,ACC_pre_R,Precentral_R,Thal_AV_R,Thal_MGN_L,ACC_sub_L,Frontal_Mid_2_L,ParaHippocampal_L,Red_N_L,Vermis_9,OFCant_R,Paracentral_Lobule_L,Vermis_10,Temporal_Pole_Mid_R,Cerebellum_9_R,Postcentral_R,Thal_PuI_L,Temporal_Inf_R,Temporal_Pole_Mid_L,Precentral_L,ACC_sup_L,Cerebellum_6_R,Cerebellum_Crus1_R,Precuneus_L,Olfactory_L,Raphe_D,Cerebellum_10_L,Cerebellum_6_L,Heschl_R,Parietal_Sup_R,Thal_PuL_L,SupraMarginal_L,Cerebellum_8_R,Parietal_Inf_L,Fusiform_L,Heschl_L,Angular_R,Thal_AV_L,Occipital_Sup_R,Thal_VL_R,Lingual_L,Thal_VA_L,Rectus_R,Vermis_6,Thal_MDl_R,Insula_R,Supp_Motor_Area_R,Thal_VL_L,Thal_IL_R,Thal_PuI_R,OFCant_L,Frontal_Med_Orb_R,Frontal_Inf_Oper_L,Fusiform_R,Occipital_Mid_L,Pallidum_R,Cerebellum_4_5_R,Precuneus_R,Frontal_Inf_Tri_L,SupraMarginal_R,Cerebellum_Crus1_L,Frontal_Inf_Orb_2_L,Thal_MDm_R,Frontal_Sup_2_R,Cingulate_Post_L,Frontal_Sup_2_L,Occipital_Inf_R,Calcarine_R,Cerebellum_10_R,Vermis_4_5,Hippocampus_L,Amygdala_R,Cerebellum_9_L,Thal_MDm_L,Occipital_Mid_R,Cerebellum_Crus2_R,N_Acc_L,SN_pc_R,Occipital_Sup_L,Temporal_Mid_L,Postcentral_L,Thal_MGN_R,Parietal_Inf_R,Frontal_Mid_2_R,Pallidum_L,OFCmed_R,Putamen_R,SN_pr_L
Cingulate_Mid_R,1.0,-0.015185593910987276,0.20921875160389536,-0.06786103385762435,0.47002480050231027,0.6364271279069693,0.1849629220744437,0.6025294674412617,0.18218271729543378,0.6094593311440865,0.11615392043242279,0.36719354303560947,0.527341653324679,0.15368358180988137,0.7977030997118164,0.33920294929211553,0.46406239962648776,0.036849764631747196,0.6757316102540197,0.5908862952857681,0.4360083455575073,-0.03594360277943571,0.11040560715510435,0.751798142916243,-0.05281518344512981,0.12968840068266002,-0.02686822517464435,0.8409277506135249,0.7129206876248982,0.39000831261082064,0.0910993732032867,0.8070848546652124,0.6094105313539614,0.39025581319413066,0.0462532299233712,0.769658452014062,0.09331297748664764,0.6641128554979856,0.18322822216185689,0.2136486895963228,0.5411212752284692,0.7755776196194,0.6975024602581819,0.5613505655766972,0.2947316135794116,0.6004975788936588,0.4640319209443354,0.6235893187687422,0.7021108600442315,0.5187265645012743,0.330637008454489,0.7032617370351023,0.5279971459542323,0.6581970629785092,-0.04224333294067078,0.12815066720059246,0.3246522066613675,0.5944606553674769,0.6559785256857521,0.7698916777156447,-0.013397513636038012,0.5244925795611093,0.009436345478097305,0.10319479859254266,0.4360999486216728,0.5904398559224608,0.1578597376204349,0.4132007362181767,0.3841153038968501,0.8134212791830321,0.625719605984082,0.7527316864185112,0.1255243392326105,0.13528837668976235,0.35461823424483213,0.7782126719729384,0.7950045612564102,0.6463701166242092,0.18821181386824556,0.5467795521399779,0.14383721840305425,0.6170043934326936,0.6567174401557715,0.0686619106267817,0.18403230677706647,0.732057575585717,0.24054967459576002,0.12520293143431502,0.12344520347200257,0.5536542175204107,0.3165931289589679,0.06824536245009119,0.6936240688868541,0.04377347060699078,0.7075715692084306,0.7284677150164262,0.4167808996976542,0.013025474294772183,0.5915480279455356,0.3781778183622786
Frontal_Med_Orb_L,-0.015185593910987276,1.0,-0.12933956678427086,0.020452567952579007,0.03700755588138748,-0.13668474015206503,0.09844848904962981,0.16223970281776856,-0.36405722483930403,0.12272969026352509,0.0351879225052403,-0.1399502993940516,0.3579297472955862,-0.3404724127864411,-0.10460769516349823,-0.1090123183077539,0.10846493804837869,0.11390026969518677,-0.19295700489239845,-0.11476935177456592,-0.1058394889669468,-0.16871546462032402,-0.25471652763377545,-0.09727748201019011,0.13228510730792445,0.04935072557308644,-0.18061361089460698,0.0009302523880582232,-0.08084098920130578,0.20228027029402254,0.03297168093626258,-0.03347365128258489,-0.20158792225380995,-0.1708826871036746,0.4371494998616743,0.12661830728789733,-0.24265292656641274,-0.17829947281030037,0.0523532315534965,-0.16250376286831308,-0.026644677271847626,0.10847952303799377,0.03399490992033197,0.03132226738785128,-0.14895848663239994,0.14095422133886906,-0.0035838503962705597,-0.13617668449728135,0.20271853640683238,-0.10112263867561172,0.2195887010336675,-0.05213086379331258,0.1424965945172082,-0.04935857005249327,0.07304634146071201,-0.08049717415131413,0.08833327684452592,-0.18182014200942398,-0.004225798490726372,-0.05724018989379174,0.11527099727187991,-0.09251100434939469,-0.014927704244344597,-0.2802536705395319,-0.267730072932149,0.14569815736169833,0.11534956021036602,-0.19438815329899103,0.3281536050783158,0.13115092196282396,-0.27753810553194597,0.11833102168831683,-0.037703345882229865,-0.22531155569388828,-0.15901743339952243,-0.16405643163123795,0.010549504797555473,-0.2218281318962018,-0.3139920197718971,0.23753386583358396,-0.016162291258409966,0.1532714916452712,-0.0916010804763229,0.2175270471339356,0.05073900867843815,-0.024499406985854122,0.1924414737259739,0.1293700814023491,-0.10113243275864768,-0.09669423086348082,-0.050395547378732565,-0.0822910498429922,0.04689032467353193,0.26134218510532886,0.15711073224013827,-0.24120623224487509,-0.11166950264208099,0.09587057261669005,-0.00931598111737954,-0.23739906542318318
VTA_R,0.20921875160389536,-0.12933956678427086,1.0,-0.05777058957868385,-0.06303100145286228,0.3165017432082239,0.15784783787102427,0.05461844289088899,0.04473471019318289,0.19934124594465572,0.28051670533554296,0.39322513590861236,0.07561032530896897,0.2047396299747377,0.09996379033698767,0.08820413906816627,0.008116915789139601,-0.1937914774454135,0.3381118470023059,0.10608242581093971,-0.021608228955808204,0.03457337446888295,0.023622216464470935,-0.018195830600803865,-0.02400544575017176,0.06385467926363184,0.05153471137019902,0.12361620669683077,0.08476064933924617,-0.004645266111266078,-0.018022478085566392,0.11160834787385843,0.3465836757554319,0.2973373668230638,-0.06708707297328248,0.018117500072635854,0.05438861783660276,0.19050602114617304,0.09544531402485061,0.37524879787457066,0.335558985444087,0.048420192873752974,0.23179586621953893,0.04489375563630095,0.19455067448250735,0.07480839204706663,0.12416699584113396,0.2919628527712596,0.1404423913223791,0.18148134321654683,0.09024015082461441,0.19229522685873035,0.022084619401280155,0.09808738583290233,0.024167533870447466,-0.05658043616791229,-0.2651047828803074,0.2979433167360439,0.025350827582842492,0.4843474113490359,0.03564997289549232,0.03193114066051247,-0.09848517499996638,0.11638382087484779,0.18720228601734087,0.23194419950819836,0.047792753150604966,0.36084025861213853,0.12300790365459961,0.09819841594013953,0.23255688045014214,0.144137115283774,-0.03739605338283202,0.0363410781292701,-0.12701582092827948,0.1413700769075829,0.14819512915791758,0.26492273300824076,0.12690911414010791,-0.08974392326728063,0.040335638135172706,0.030701395341670316,0.10384698064089776,-0.21730037857601692,-0.007660352221051081,0.29993894023382806,0.03940586853549888,0.280448498908814,0.07540065299035893,0.5410036201705174,-0.0153257648382831,0.12994068677239054,0.1030436883560993,-0.1282835122057405,0.06480248678506724,0.31548163248487904,0.3575674905325263,-0.02841897915291949,0.2244707776048155,0.4121338652167176
ACC_sub_R,-0.06786103385762435,0.020452567952579007,-0.05777058957868385,1.0,-0.020891874619848073,-0.15140196620434904,-0.07524894267058517,-0.0727904249655621,0.006545877548584401,-0.10473874279788802,0.09404879425486405,0.005198547180211411,-0.026608608849656535,0.029609533489368057,0.055049278591081906,0.04610466699319476,0.057019298467521386,-0.052141068459013944,-0.012273960086820804,0.0022089703932745347,-0.09692397768470314,0.24000601783160802,-0.07689661201342017,0.010362131609351987,-0.12159754166796165,0.054949024393693514,-0.06174127285835763,0.0029441775539166145,-0.04540792637148583,-0.1295155731825138,-0.06873460854973898,-0.004921055007955598,-0.02481738073358583,-0.016776942370829443,-0.01705039969389653,-0.018915709867540754,0.03055572859284189,-0.01697367538587879,-0.10469717295580835,0.05027727818790352,-0.11597483008183966,-0.018910031042833453,-0.008266257746575583,-0.05744995668997438,0.01407651375243428,-0.056270098409834726,-0.08701183286824858,-0.08272138435488577,0.010139052047375063,0.09305442710742043,0.009154606092659152,0.029523670818180126,-0.13190183793443844,-0.030725391015632823,0.1545499429700585,-0.04811561089548916,-0.043630262152598985,-0.06399457260517774,0.055162818905269674,-0.06204021451231711,0.06360040546540524,0.013108496187156232,-0.0596660516548461,0.10356837927711875,-0.15845032665881914,-0.1596400633135714,-0.07092213707093308,-0.12862509611052123,-0.06431821167844702,-0.02573426234380311,-0.08728374204861716,0.039450748501433396,-0.13262275624031383,-0.10864372191089466,-0.02574141409457694,0.02141691103303859,-0.036947919654382586,0.03354468689927776,-0.006457535026447504,-0.0038803567431372017,-0.09203488795323381,-0.12682742037189515,0.045541252604173806,-0.029998463792632168,0.029618336823210533,-0.013241094251875807,0.027025728455016634,0.014631770865657978,0.11624033117789848,-0.01181026139644102,0.04263960424567422,-0.028659946117989683,-0.04824114835066533,0.020678722103548368,-0.007578913143185758,-0.003751299542004112,-0.03746829657026566,0.12352700940328448,0.009818058489459743,0.0161068724379215
Cuneus_L,0.47002480050231027,0.03700755588138748,-0.06303100145286228,-0.020891874619848073,1.0,0.44098455202955433,0.45705800351674647,0.3101528493790966,0.23785415425587472,0.38652988007537575,-0.12461771434620193,0.014810022130511708,0.33408555320936983,-0.05455533507629641,0.5296047023304628,0.08939251961536955,0.13289602053050084,0.06690227724720105,0.2818261532103527,0.36179468489712746,0.5252147261346423,0.020743472723139873,0.17513066733565807,0.5197595338198506,-0.10377670087578579,-0.034705055451158894,0.2706951728023234,0.4512168452603327,0.4740504391885807,0.17305285983413235,0.26817405463305277,0.579315499521518,0.04660409585718196,0.1898737024830286,0.07957526736600133,0.6982561990725191,0.09351714808750197,0.2863774477711629,-0.09687537861375808,0.031232808492399424,0.05222186543801139,0.5731646796574383,0.3960883805580758,0.7130266901367392,0.027680556212248672,0.5487305354598927,0.35201607245117184,0.4334127066326892,0.5129119124870841,0.19882205749917736,0.7014431660742207,0.23434527149305145,0.5433929407551601,0.34271080902006645,-0.15093980364475512,0.02069862649821685,0.3307935742700616,0.20730118370563788,0.4578512548454977,0.3457417899952968,-0.00901285993089392,0.33908162116973845,-0.12550661904570756,0.14202848130881743,0.4777817245355375,0.23393505296181755,0.41656727722751125,0.12616079881026843,0.28845083331507676,0.6459712194002419,0.5329346838756777,0.5210347930716245,0.3663677898874501,0.013689964510851528,0.3704563332469638,0.40579236405802965,0.5127609108007801,0.22145276035478034,0.02860734396649317,0.68936019458051,0.195414722047572,0.6100719426669778,0.43343469736049356,0.06498478687495926,-0.1261762824895914,0.4010083102248548,0.655904620540902,-0.05588839567855977,-0.02630997701157337,-0.007873369248093488,0.8691191391608394,0.37298811402061066,0.5836101942870983,0.16338315781955132,0.5105286976365848,0.39900029273381943,0.11912608404448526,-0.04534358654309792,0.22062747094117105,-0.005055791822927092
SN_pc_L,0.6364271279069693,-0.13668474015206503,0.3165017432082239,-0.15140196620434904,0.44098455202955433,1.0,0.3127267017293573,0.4728252152707393,0.15624538882413205,0.5156546100297388,-0.07391152525208,0.2832997871429061,0.21228464330909208,-0.06243528634527346,0.5582473669870008,0.08989101573139176,0.04623775442890697,-0.08143991935873562,0.5655348532731229,0.3751520235677682,0.5678660969582143,-0.17610816522616046,0.19336499861436474,0.5007627181770795,0.07203122698974167,0.045424214722973026,0.20580824663059966,0.611602943698028,0.5599581400771553,0.22971862412491081,0.20378530469517545,0.5962944131711788,0.4196967401457711,0.3229800560528021,-0.0835139096814829,0.6048694984474396,0.08878528627024616,0.5296869310234377,0.23251153439517594,0.27834514631556323,0.4130365758966328,0.595064599690914,0.6144989702929184,0.6441433323597922,0.13540870974675237,0.3949161244192034,0.5138730969485468,0.645379210135433,0.4913873529038021,0.18215229098960078,0.347929535655508,0.3315429388543172,0.5736482828762656,0.42828444196997467,-0.1545924379713822,0.03205995381810567,0.14482424090413862,0.3354413551308995,0.31078667991473,0.7008163791513597,-0.013399864814416199,0.41959683319433966,0.009795147933805908,0.0569888262955501,0.5710825685125317,0.49108400327216284,0.40296622604252946,0.3236034897048937,0.30957701404132654,0.6019952887247622,0.5138546342036618,0.5598321428300512,0.3909234795250741,0.23348258037453853,0.21017350832977652,0.45025349146890253,0.6167176098239449,0.382361993855835,0.15184254942153505,0.5011870127240999,0.307442495817976,0.6222242742622884,0.4616220969555619,-0.05273244104247135,-0.05720356685000038,0.6405408514357412,0.1895388304424445,0.14966581901161488,-0.07601426395686166,0.30537223105733197,0.33170594973027323,0.34560893578599033,0.6212860326715881,-0.029606382841846704,0.32135213433265164,0.5257058012869834,0.3480877455896412,-0.030748165871702433,0.18136888917386895,0.45030378760124085
Angular_L,0.1849629220744437,0.09844848904962981,0.15784783787102427,-0.07524894267058517,0.45705800351674647,0.3127267017293573,1.0,0.2638097295205894,-0.037232803800379605,0.35248987450117675,-0.08619761081393561,0.15765034078416204,0.39068615883477503,-0.1059517876578515,0.2324088892863693,0.09726777264647657,0.05950773525260045,0.16835740858533654,0.18526069999689104,0.04214516055892557,0.23088564716618595,-0.09544845644031817,0.040735591999500026,0.2204116223267755,-0.005483353785118545,-0.16330514233653826,0.28387265496523933,0.2753701434199264,0.22046734196494489,0.13456222777169718,0.02571772708963882,0.3784036890492771,-0.11254519295871901,-0.1537214892614724,0.4346357758093497,0.47039862878829464,-0.018378903617509292,-0.007441673281305637,-0.01559824427516714,-0.042256754868550565,-0.11466753197629417,0.38324400166598255,0.3650026001702602,0.6104675996076445,-0.06220384877843725,0.5235222502860013,0.26936284739540256,0.4408451508029446,0.5253778409662436,0.1698419593990447,0.6588690888427262,-0.0035767059852449853,0.4842557661478449,0.3375723561927537,-0.1792342227162993,-0.1746379681109594,0.14423073647364212,0.015754252843861363,0.2786351204381194,0.23820716099364633,0.10101748375368585,0.195295569932451,0.023605362544952168,-0.15322162574808978,0.3284539777648887,0.1374865898380301,0.6141948873946907,-0.08459352283730016,0.39250888590855754,0.40474870211115993,0.2877993183517612,0.3743597894813379,0.3679179819349168,0.0190206387841769,0.16892189986107187,0.06395437442713263,0.35060002165239756,-0.019508668191820358,-0.20592481470541582,0.5365831332046824,0.05844317642352291,0.4690800460699265,-0.007781019607804028,-0.17361057041624864,-0.14576697637011032,0.26743717452276167,0.6255662034285852,0.3257883219947148,0.1193790995103787,0.15628013350392603,0.6092512813574371,0.5771222468932391,0.5308552615538649,0.1446169538122967,0.2437762326350629,0.16765016366793237,-0.17281312403450622,-0.03259670221033555,0.00908276940482518,-0.10135533613483838
Cerebellum_3_L,0.6025294674412617,0.16223970281776856,0.05461844289088899,-0.0727904249655621,0.3101528493790966,0.4728252152707393,0.2638097295205894,1.0,0.08964308548488166,0.7593673902933766,0.0679262430940327,0.22960642308329565,0.5616207929462561,-0.2344618394079941,0.6022432827222044,0.10118372933092756,0.45721371017347334,0.14045052639793948,0.492245303206615,0.20448842655763697,0.37104441118802073,-0.18409716262735348,0.00590543336455529,0.5821423276316232,0.07299737996687297,0.15261947055912717,-0.13769226608195617,0.7059423664972327,0.584136593986136,0.32328300159274254,0.22730588942195432,0.5942218867525902,0.3230802896370185,0.20126154255706155,0.326825680740757,0.5837392268910909,-0.07093145076815008,0.4156925444081599,0.2552638817279653,0.2422400477557943,0.38963212962049043,0.5612623907265135,0.6217398363638736,0.42442003167178627,0.21366512399379795,0.42198560324320517,0.15355652706556217,0.38981366935800077,0.6129124971318609,0.18193507656703026,0.40465717737255275,0.3615201736642536,0.34930281407627867,0.44485179157892746,-0.11417684727735984,-0.03399949193463133,0.5315821114247159,0.34643227637328694,0.5727056340132202,0.5410886609344292,0.37715995685521575,0.425748559967261,0.1972784469108589,-0.27320186739189456,0.11069091783418818,0.4346677138320943,0.10250938425013034,-0.04226376997694275,0.5606345423993562,0.542001194794235,0.1813410673109369,0.6076155388084036,0.08362075782792973,0.2761393406340749,0.20258507058725367,0.5455139999487182,0.5878628377427213,0.4568171553858287,-0.08944462660333707,0.5440246243938779,0.1152978940446264,0.46066621434683414,0.28662447447144723,0.2629063020945406,0.40363487394319625,0.630535012226117,0.3226304015731713,0.24237368821439378,-0.015611123250358837,0.5119970142488453,0.17285042511435988,0.040221034923761945,0.5765134907337726,0.29266227772151954,0.4781511469987926,0.43776339074853843,0.04033030857201349,-0.12748153406846569,0.23308942333450347,0.11018982892526963
Temporal_Pole_Sup_R,0.18218271729543378,-0.36405722483930403,0.04473471019318289,0.006545877548584401,0.23785415425587472,0.15624538882413205,-0.037232803800379605,0.08964308548488166,1.0,0.24337671825929935,0.3969034203948665,-0.005757900350114485,-0.10015111231644191,0.27353594145009763,0.3410060865600748,0.12808749061166683,0.047230379309136865,-0.10151047624155805,0.3730088871226704,0.2804786646065614,0.30753671325984183,0.11458152027790902,0.3817786257850539,0.3900614995944219,-0.037026479822042845,0.3606792149209141,0.01951699005659695,0.2882624926963745,0.21240335757231418,-0.028466579663663363,0.2476896168346269,0.28609467323011406,0.19677829975792116,0.35603462922475043,-0.19598511800352383,0.1520855728754784,0.37175117108807787,0.33632029625192833,-0.018239566197869296,0.2503468870190592,0.26541302002938755,0.17074300323245767,0.07576201169172572,0.18932682514495816,0.3430505468764818,0.07369417882883104,0.16263760478119593,0.2207095680157052,0.09199334369050031,0.07682494095003249,0.12349104606144495,0.20714307046426006,-0.051196460266685555,0.10532550266389525,-0.09263359061237511,0.1383695124267092,0.2949171894446134,0.4111600098750929,0.3594245572579773,0.16960181235242874,0.020999669425618112,0.06649976804080966,0.10133920702196202,0.4118445151472446,0.2569670810246114,0.04929582868172837,-0.164882583250929,0.2106143660275502,-0.028847565865262416,0.06953715073690855,0.35761298315128515,0.20508647416969264,0.20308610967217935,0.4108316880447363,0.390547306758435,0.43145496789198057,0.014578862757038829,0.47070530997359017,0.29094554612609075,-0.03454303451766337,0.12601735315527782,0.013480774261042404,0.27231712770079547,0.17655283396072252,0.01314209353798152,0.21847291071237446,0.11516325984523149,0.06614027557974543,-0.10374434582201798,0.15850165843194397,0.24204592191028748,-0.14309499734870246,0.24903903230329552,-0.09925309167481608,0.20589796018718173,0.40382441964751775,0.173488620926789,-0.215098245642521,0.21138729798119663,0.2500720988360536
Cerebellum_3_R,0.6094593311440865,0.12272969026352509,0.19934124594465572,-0.10473874279788802,0.38652988007537575,0.5156546100297388,0.35248987450117675,0.7593673902933766,0.24337671825929935,1.0,0.2030163234465327,0.14713688168814734,0.6381108708661574,-0.14178345433912115,0.5485976636820221,-0.02993813265833852,0.3360223992139354,0.011369250434258687,0.4398895893243339,0.3106255905084797,0.3875172537569305,-0.23565171825556855,0.10976262071405145,0.5684337654184736,0.1552588964697584,0.2808678539117877,-0.1913525665607873,0.6913766645551549,0.5294203580123694,0.4329916587899727,0.1910687774153454,0.6155285083924695,0.23272952497325003,0.23019714950961492,0.44026181903464623,0.5680490326330516,0.009646480223625003,0.49548818740351663,0.0851325959619497,0.15785365105879012,0.42573610244126425,0.538571225984039,0.4915698632525931,0.42497157092107446,0.15593845527100478,0.3730145761402048,0.3817073757853812,0.4716519761860735,0.6830709458909355,0.1472588265952188,0.5669774393683277,0.36194236614551617,0.5301117306353529,0.45686650611006363,-0.16137127718619182,-0.24377105963995002,0.47108799947808716,0.49789814468880067,0.45324187146044576,0.5988040654919948,0.2266300676556388,0.34342574972812157,0.11716261950724254,-0.10299268787410401,0.34848356130136643,0.6829948704563461,0.2591109992320548,0.15439170092878665,0.7911619303567062,0.49030433709193205,0.32931803664678994,0.5411336645070263,0.24026369965478733,0.21644498495589196,0.23927162949818787,0.4714820970577948,0.46185337454769726,0.40496138667503584,-0.10020982340856259,0.5574965815561163,0.19128451439466015,0.6065169212787082,0.2999082569598098,0.31537254003661935,0.2094539797807031,0.6896038686473005,0.4923432824887652,0.408594431443227,-0.1817279026769333,0.4720992821902195,0.24930450639314092,0.13337635725390554,0.6191229444345772,0.2848113455436858,0.5148400116020234,0.40983011778162787,0.0986731921454083,-0.16488097196734372,0.31819957480959665,0.10419627475679062
