,Cingulate_Post_L,Thal_MDm_L,Thal_IL_R,ACC_pre_L,Heschl_L,Pallidum_L,Temporal_Sup_R,Angular_L,Occipital_Inf_R,Temporal_Pole_Sup_R,Thal_VL_R,Thal_LP_L,Fusiform_R,Paracentral_Lobule_R,SupraMarginal_L,Cingulate_Mid_L,ParaHippocampal_L,Frontal_Sup_Medial_R,Parietal_Sup_R,SN_pr_L,Cerebellum_Crus2_L,Cingulate_Post_R,Vermis_6,ACC_sup_R,Fusiform_L,Thal_LGN_L,Supp_Motor_Area_R,Raphe_D,OFCpost_L,Red_N_R,SupraMarginal_R,ParaHippocampal_R,Cerebellum_Crus1_L,Thal_PuI_R,Cerebellum_8_L,Cerebellum_9_L,Temporal_Sup_L,Temporal_Pole_Sup_L,Temporal_Pole_Mid_L,Frontal_Inf_Tri_L,Thal_MDm_R,Thal_PuL_R,Rectus_R,Cerebellum_6_R,Thal_Re_L,Thal_MGN_L,Parietal_Sup_L,Cingulate_Mid_R,Parietal_Inf_R,Olfactory_L,Rectus_L,Temporal_Mid_R,Thal_AV_R,Thal_MDl_L,Frontal_Med_Orb_R,VTA_R,Vermis_7,Frontal_Sup_2_L,Pallidum_R,Precuneus_L,Cerebellum_10_R,Precuneus_R,Frontal_Mid_2_L,Angular_R,Amygdala_L,Postcentral_R,Rolandic_Oper_R,Occipital_Mid_L,Occipital_Sup_R,Raphe_M,Thal_PuA_R,Insula_L,Caudate_L,Thal_IL_L,SN_pc_L,VTA_L,ACC_pre_R,Vermis_1_2,Rolandic_Oper_L,Vermis_3,Precentral_L,OFCant_L,Cerebellum_Crus1_R,SN_pc_R,Temporal_Inf_R,OFCpost_R,SN_pr_R,OFClat_R,Occipital_Mid_R,Heschl_R,Thal_PuA_L,Frontal_Inf_Oper_L,Cerebellum_3_R,Thal_AV_L,Thal_PuM_R,Thal_LP_R,Vermis_4_5,Thal_VA_R,Lingual_L,Frontal_Inf_Orb_2_R,Red_N_L,OFClat_L,Vermis_10,Postcentral_L,OFCmed_L
Cingulate_Post_L,1.0,0.6228024990428619,0.05244351483924327,-0.02065407078743666,0.6359390094353694,0.3157753962456109,0.5647436501696416,0.35060002165239756,0.204905154954669,0.014578862757038829,0.5509201776193439,0.17144108560160326,0.33330382717198526,0.8145817073120344,0.7012942790096596,0.7513433190732945,0.43002052018637904,0.29221468550905305,0.7722341382943179,0.27264730569669027,0.06514942151375085,0.8200805309818081,0.18605868297664432,0.038917112789510475,0.3900118295976318,0.5764147434636622,0.6731865540444844,0.5409308806220714,-0.1602534980845333,0.2531106919411695,0.7503514990307001,0.23170740583490762,0.21744746285267125,0.6204949892265514,0.17865553739457773,0.07709164244073008,0.41846559594424737,0.11782508154877103,0.08512117712778951,0.5226058193603897,0.3625681200496023,0.5416302419496355,-0.052525668232425424,0.22641271310833314,0.10127544848139662,0.41998677543431917,0.6364095700513452,0.7950045612564102,0.5720720091479863,-0.038178705985030516,0.32532869669525394,0.39118245531495777,0.3684931725147434,0.4257202705978316,-0.017549958198969668,0.14819512915791758,0.10129066519957765,0.48616273502057267,0.189251844284333,0.8341140574364574,0.056935918053725415,0.8749356491094071,0.5932481622813274,0.6549070009870062,0.010630180786350373,0.7369031622723906,0.029755660913904258,0.35708300757463496,0.37324683051742635,0.5549315767419749,0.43311098873729,0.429095454494822,0.5473892222544015,0.47734488696737254,0.6167176098239449,0.33788644517132893,-0.08301532538063838,0.4814862726221929,0.443754293498366,0.6593145070935951,0.7919484575393925,0.015871445797275754,0.054191603225881096,0.4061913002481112,0.2230082298984548,0.026985256389457,0.302815493596461,0.01019216368548336,0.2631118057958003,0.379930468992352,0.5007541385857587,0.39653770380401965,0.46185337454769726,0.4422281654583314,0.6534894082692586,0.26233309445266334,0.6174666587414804,0.09494426755866604,0.5660921484772125,-0.12083316783608736,0.48047145753337545,0.13765800383934737,-0.13180773146336008,0.7352657564009438,-0.2028544619858506
Thal_MDm_L,0.6228024990428619,1.0,0.14840723040390433,-0.17633639292996056,0.6217615027851332,0.3975468901373962,0.6256675742393321,0.26743717452276167,0.13793736693987885,0.21847291071237446,0.5667231805755949,0.3783365503250318,0.5113904266822141,0.5911278422229095,0.5277304821870418,0.706312452451746,0.5087669272450391,0.46906772623739457,0.6223616532321671,0.3457049040671915,0.0029814288486869163,0.508692776953886,0.008237235687766093,0.23290923984253975,0.45242387113949173,0.5984793712957548,0.5265227417741819,0.6349646466118787,0.14597148424656742,0.49940247641755064,0.6305071573283997,0.3844608837263184,0.24992024260424017,0.5473655598023416,0.3144991740536385,0.1852532415140408,0.3469121284645777,0.36551340968097146,0.1785743854437194,0.5033199796162356,0.3815546157166117,0.4570176079485031,0.010536940699089135,0.42351709846503977,0.028425909291956694,0.34868659216196296,0.46224598099860603,0.732057575585717,0.5251845451716813,0.032812575150651994,0.12782548906527233,0.40313803138771287,0.19268515601760025,0.46622079442739967,0.1270586821112986,0.29993894023382806,0.17219030377627131,0.608016945273184,0.268112772170235,0.6406029564165807,0.06213189227976975,0.6156186995470481,0.617742907266711,0.6173387275122963,-0.018496063721024046,0.7367978151423789,0.29182214127265366,0.2157732597145353,0.43257291485975624,0.5059239310698129,0.578162468289483,0.47155491746282324,0.5825540602974792,0.6088038116675237,0.6405408514357412,0.3466642774414599,0.049065813648273136,0.5047560982342556,0.45712951120456397,0.6191879801476176,0.7153283818838917,0.007170813993613496,0.07792287758692358,0.5369463305114734,0.1781998178175869,0.24087923156271787,0.3831222202085807,-0.008453533817268245,0.3286980950203752,0.46164948206409345,0.5932672379193892,0.4633370487981451,0.6896038686473005,0.3821841529672764,0.7669430360087047,0.5325418162811155,0.5740641732827054,0.14320251955509394,0.49420981301205336,0.04837614050129333,0.47737515842428846,0.01036958473957008,0.05278158954958056,0.6790513700705442,0.05721121575406412
Thal_IL_R,0.05244351483924327,0.14840723040390433,1.0,-0.23574058204165596,-0.2048787064142816,-0.24926550972135486,0.10575670024805292,0.10101748375368585,0.001086733484703026,0.020999669425618112,-0.21528684698206027,-0.05540869251041495,0.13001620202053937,-0.0006818859572400007,-0.03534102743812858,0.08635602732013223,-0.16924935868211258,-0.001231578757448801,0.054601811035199475,-0.06293778488920619,-0.0013412470091371744,-0.027723818854355386,-0.06696885808835774,-0.2900768983951763,-0.18929895134326216,-0.08148701334486973,0.16719164153870705,-0.12374580982583845,0.18943576976472704,0.15703643454299174,0.11213025823175578,-0.16426253411827166,-0.09999236986872412,-0.15899263262891972,0.08722243081019802,0.24950188528987358,-0.34106561152387166,-0.0021701853405000885,-0.06400051721246214,-0.23840601950908524,-0.14229371910778277,0.03713397357332056,0.05829209600123983,0.07624269750355442,-0.047905930085131845,0.029399557535581974,0.1940693829860744,-0.013397513636038012,0.06802279279039526,-0.14475859228650698,0.01362026988364552,0.3286689195867276,-0.06348569366361217,-0.24312518880829448,-0.1477542105857994,0.03564997289549232,0.3005049662301,0.07658162205356935,-0.4421086293598545,0.05634294022918164,-0.32048220089284707,0.0449877635513452,0.10915360727346467,0.2589894314019919,0.20185462242193938,0.1077380339498926,0.019279389321891195,-0.14923956618185868,0.2360971482461659,-0.0025790283179444075,0.22066941075154176,-0.2536921011431881,-0.08768432233798061,-0.10213296238777492,-0.013399864814416199,0.3089313451028159,-0.15549982238369486,-0.08779009406790171,-0.33381549374758296,-0.13378049759020988,0.018772229541887123,0.01067929838278146,0.23485005392174482,0.27432289733559195,0.00799976697908883,-0.2611941448817054,-0.005033155994171246,-0.0185099086842286,0.279131933955101,0.023855021832427655,-0.10532360729344299,-0.18308963116026122,0.2266300676556388,-0.29795228361539716,-0.008627464715950094,-0.061401602629365774,0.010100341038446382,-0.36103227099433083,-0.024070245914603636,-0.2140960129494097,-0.021496183613363248,0.06582528357833405,0.015369672604705028,0.02374384964823969,-0.027947188214636456
ACC_pre_L,-0.02065407078743666,-0.17633639292996056,-0.23574058204165596,1.0,0.035543107061264796,-0.12543105438122276,0.08495219834198012,0.02809736873751675,-0.12281673237239052,0.19967267000835054,0.23278905790935914,-0.31173001465159694,-0.12093033738176397,0.13494567249643863,-0.03313459937093156,0.15028166414643768,0.24022639504182206,0.20278173573832164,0.07794406640817184,-0.12472430598714668,0.18936523953849385,0.16332446873992845,0.1617501169301308,0.1304214265720319,0.06072049158792622,-0.11059974573422487,0.29742337985105505,0.0014416171230665722,-0.007638878421823329,-0.21983483766787257,0.08037308366926829,0.22940748018042134,0.02878058467158028,0.1013562921132134,0.0911894263796358,0.027107753297567858,0.12054416002297419,-0.11132325846608976,0.01979959244584948,0.16605948978195068,0.45282866476630707,0.11996742140627482,-0.044889764025964146,-0.04259258259832471,0.14807917197031156,0.28353976190888147,0.012079149649791773,0.054456309042725554,0.2399117779944476,0.23085814227742268,0.0140108546950035,0.05975096686505589,0.2538568889508846,0.3092861512098068,0.1697018223521647,-0.315968998336297,-0.12536549146848824,0.16324507082410397,0.05917034828578267,0.04804098819106843,-0.020096171249426694,-0.04717816982110825,-0.013458248045438603,0.03779874365322353,-0.15801579828103463,0.09405791907121668,0.1806653043606281,-0.03799354686400139,-0.05712642601593727,-0.04202335672097236,0.1322489357768405,0.14153905737013664,0.0176851588292793,0.08538345790474777,-0.31021524099489645,-0.16038450053916872,0.2722044547202359,-0.024339625444249464,0.20327662949223282,0.039840559147053166,0.13574054966772947,0.004361442080547761,0.03033963904352162,-0.09205502620523258,0.08926377712609361,0.17130022634463912,0.030479275586443887,0.14619190006575378,-0.002117097621782501,-0.03207019091732441,0.01919145326950737,-0.0026025303605381176,-0.04525237795442066,0.3157848257634229,0.07402351915589148,-0.015595809697845867,-0.018025063572046616,0.13074936099887952,-0.04342406646414929,0.14016574526768144,-0.06442802244950678,0.08978598911029245,-0.015049348353113185,0.06544526286597126,0.13886241088822168
Heschl_L,0.6359390094353694,0.6217615027851332,-0.2048787064142816,0.035543107061264796,1.0,0.4441176863079451,0.4750008780201932,0.4408451508029446,0.2686354940123197,0.2207095680157052,0.5449387274198402,0.2698837786063058,0.3220194871987883,0.5194996030792528,0.6495061461034519,0.5945010761345708,0.5558129353168648,0.39482763604306415,0.6527849529231877,0.3178140067237767,-0.03769393033602885,0.5282089716272306,-0.04039960739101363,0.20251585542789607,0.5375304220285608,0.5385362247699437,0.4161413832481313,0.5447317254219999,-0.08519629712479466,0.25583194191055686,0.5006705207076352,0.308657787995569,0.42251462388734295,0.5265517048437638,0.29263578461646006,-0.035414175074190875,0.6619668176555661,0.24408624027904505,0.2546180814281043,0.63329415039404,0.4594101652852427,0.489327147203834,-0.000857328472143675,0.32455531507121016,0.12008386031578888,0.23882228708935516,0.4183091533333617,0.6235893187687422,0.37992576129262356,0.14714561473700058,0.2644410434250604,0.1743876386434218,0.3533323756656881,0.4633666291900589,0.17613440428248966,0.2919628527712596,-0.0142769219911671,0.43970439666998334,0.46130242530093846,0.6775619447333964,0.2928029465554518,0.5893423802510569,0.561704469098173,0.5577276071309288,-0.07376765517231199,0.5967439768659782,0.010556724570291984,0.5399458313630088,0.37848804557113447,0.5085088808650411,0.40333393791809014,0.7167741513569973,0.5745054961603552,0.5359075453553064,0.645379210135433,0.2120076903771405,0.11714830762729186,0.6631908258661974,0.7009785619748937,0.7441375645650452,0.6967760458123728,-0.03548285408038209,-0.06197226247139689,0.2818088680530264,0.15719970662498062,0.3463766804098631,0.20299968915773298,-0.026028174960632304,0.25565088931556307,0.35577144664891247,0.49863434140229845,0.6089127586600274,0.4716519761860735,0.5044181125932102,0.5919347437414223,0.4492675851248558,0.5935913553163648,0.30025685120605006,0.5699122207076011,-0.014797354096701548,0.46508275229511664,0.04715661091079267,0.033687136172854674,0.7260409076863754,-0.05621931317482895
Pallidum_L,0.3157753962456109,0.3975468901373962,-0.24926550972135486,-0.12543105438122276,0.4441176863079451,1.0,0.24641842361508773,-0.17281312403450622,0.3503250837471767,0.173488620926789,0.6964406275002543,0.19905418796630583,0.2599224368683123,0.29494203338263514,0.16729571045546374,0.3499572806281568,0.5627456449325703,0.40493483203279573,0.2431905426005764,0.7001631987219977,-0.211261951407057,0.16871508636740135,0.20880676384874772,0.4595707532046395,0.3110202310176506,0.22772875046418545,0.1294556505777736,0.630105815345793,0.291359031295126,0.460934452101226,0.20970966381371234,0.6495449656373986,0.08290424358113418,0.3345613877309639,0.3260930869977633,0.012087187428650698,0.23934647949294563,0.27487471542534825,0.11417715003104395,0.4143061418358841,0.3172467239531938,0.038405245326357855,0.3028605187458748,0.6444614354520575,-0.055346441203154066,0.19369428136408703,0.18507198010845693,0.4167808996976542,0.189160843065954,0.04353027779983149,0.018492504185076298,-0.16847692109323587,0.38690782199047735,0.2879189894661462,0.40563364180140027,0.3575674905325263,-0.05240351197685067,0.4206406746496586,0.8072079168087082,0.23080071646011463,0.20499040577443717,0.31280828659336696,0.41162670853383954,0.1051633104865973,-0.07722347539319208,0.2730986991180832,0.03208674184339814,-0.027776620007185115,-0.05307301858492808,0.437835044278135,0.09225860838805722,0.4828699818667854,0.7056774805588877,0.3517190326459824,0.3480877455896412,0.1098329729619147,0.2183968176717776,0.14927005174235367,0.4868738627623322,0.2919153831752016,0.2452064294303756,-0.24771059577892193,-0.41262810910604253,0.2615896436787358,0.009125494679008753,0.615392438620119,0.2620064421425874,-0.4015031272472598,-0.21957720470699352,0.4776404564452948,0.20516678682567863,0.2418054570500721,0.0986731921454083,0.34525099160291883,0.22272739320347337,0.37217808098972494,0.06261158362780957,0.8058507641714363,-0.0008973484392838843,0.10868213608052604,0.3201821450325409,-0.10829423231735864,-0.035026202399909556,0.18430776396160953,0.4532473222045899
Temporal_Sup_R,0.5647436501696416,0.6256675742393321,0.10575670024805292,0.08495219834198012,0.4750008780201932,0.24641842361508773,1.0,0.17299480630966102,0.07690348038262217,0.23198765125904908,0.5156369574784886,0.2250481466373662,0.7284504082762991,0.6457090912162037,0.3853672359185178,0.689003248730516,0.4307575727408664,0.5457958921467995,0.7501018441642788,0.22220340116766227,0.21062239977018127,0.6396252339454658,0.05823337827621792,0.19199922123021995,0.33852685742794497,0.5581685390085299,0.5160676477361924,0.4307713256763369,0.18295069574902117,0.256051178527675,0.6832199319675165,0.4468556402513181,0.05043418824115945,0.30451542624191424,0.09143175895582653,0.2087918099603943,0.10824439161852281,0.34041372768416356,0.11385376990002447,0.3358013834912555,0.17989296781704534,0.46052966675527945,-0.09561853742601457,0.31663000808284497,-0.04252995144625951,0.45485289442257454,0.5256596792972916,0.8270149671480885,0.5763663801678501,0.08108248504596055,0.13505890694760553,0.6622171455981793,0.12559386177038118,0.44190680776127644,-0.017348755436396423,0.17904042496666797,0.1877315741333513,0.5126378438223302,0.30433522847247085,0.6681371578471231,0.2411189217365701,0.6284907028275419,0.540076652668254,0.7366357550454564,0.06540242618621787,0.7897070441345994,0.5665261949348646,0.1182500977946429,0.3185350777618949,0.4151691840836128,0.6115271400564963,0.22093326163647575,0.5887972734219028,0.3722869157550024,0.5426685600224703,0.19645425441405073,-0.014141646635382421,0.29717129760616395,0.29552598262940843,0.4859321425320126,0.6539652905247555,0.1676090772959028,0.20941703915955773,0.45932961656639415,0.5861794308077306,0.21815208379312645,0.381100994027225,0.10330464317633187,0.27077137881807745,0.6394625730902725,0.5636057699903873,0.212417289727881,0.7058474488561624,0.3411846295646389,0.6712289881380545,0.36322864470643845,0.5840170460496006,0.020564383843230977,0.48376395785383963,0.14067813706144644,0.3295428892952734,0.17680488042684728,0.0967817057940375,0.557092448856051,-0.030547578607051325
Angular_L,0.35060002165239756,0.26743717452276167,0.10101748375368585,0.02809736873751675,0.4408451508029446,-0.17281312403450622,0.17299480630966102,1.0,-0.20592481470541582,-0.037232803800379605,-0.0035767059852449853,0.11404459598086748,0.1374865898380301,0.3069787874886089,0.6104675996076445,0.18736684573349788,0.04214516055892557,-0.07775534350732072,0.38324400166598255,-0.10135533613483838,0.10927853273722288,0.307409759518046,-0.1746379681109594,-0.29163661295509324,0.26936284739540256,0.19834285370616797,0.2786351204381194,-0.007441673281305637,-0.08619761081393561,0.06615407758316087,0.3743597894813379,-0.18415339400597433,0.3679179819349168,0.195295569932451,-0.0011888516260912271,-0.14576697637011032,0.38955183913459274,-0.08086666431491957,0.02571772708963882,0.2877993183517612,0.16892189986107187,0.3782292198538235,-0.1792342227162993,-0.1537214892614724,-0.004710540594137846,0.05950773525260045,0.4247583994734902,0.1849629220744437,0.2437762326350629,-0.018378903617509292,0.29364671780687013,0.39068615883477503,0.09726777264647657,0.15558792451575723,-0.15322162574808978,0.15784783787102427,0.168923726733449,-0.019508668191820358,-0.08459352283730016,0.47039862878829464,0.05844317642352291,0.40474870211115993,0.18526069999689104,0.5253778409662436,0.1519699773613879,0.2753701434199264,-0.05780887729869322,0.6141948873946907,0.6588690888427262,0.10432878559474597,0.3116763867126422,0.2622405705325181,-0.04238870835732548,0.08432648185494972,0.3127267017293573,0.15765034078416204,-0.1059517876578515,0.5599607192317363,0.08883377787015435,0.40491553769087985,0.3784036890492771,0.023605362544952168,0.4346357758093497,0.15628013350392603,0.13456222777169718,-0.047838108443007454,0.05994784747958393,0.10157399958296037,0.6255662034285852,-0.11466753197629417,0.1653497875189275,0.3284539777648887,0.35248987450117675,0.1698419593990447,0.26921636803258725,0.08076245255004735,0.4690800460699265,-0.16126675748394848,0.4842557661478449,-0.1532919094528602,0.23088564716618595,0.005214073441548968,-0.005483353785118545,0.5308552615538649,-0.20383018754741442
Occipital_Inf_R,0.204905154954669,0.13793736693987885,0.001086733484703026,-0.12281673237239052,0.2686354940123197,0.3503250837471767,0.07690348038262217,-0.20592481470541582,1.0,0.29094554612609075,0.18866876638266902,0.010565501552930895,-0.028825972946265953,0.1868787370209038,0.10174858798296295,0.195485478112345,0.3205217182947984,0.3006721437053886,0.26551002255638423,0.2953523150791085,-0.12966829180281475,0.028788982006983002,0.17631568674312303,0.007382609325146582,0.23932351694024315,0.028738872607495004,0.18885033164635687,0.22815992998002743,-0.02177932029017206,0.09508534034561703,0.09948692841961364,0.12109833924422829,0.2095838050799005,0.1654983132419196,0.4049071290814783,-0.05371702706361682,0.27112122031105595,0.1786724394633544,0.05908544155103982,0.25140658064074267,0.1386114383045551,0.1250314616198208,0.1959654356286715,0.3421863151225045,0.14725104760167373,-0.045706949009920644,0.08468624188140546,0.18821181386824556,0.09595947596295577,0.16693278795102245,-0.02095755350397026,-0.3239890712163956,0.21653668003415935,-0.04590965271749692,0.35124104555071395,0.12690911414010791,-0.04405351439590423,0.2873228547699467,0.23052069445226664,0.20771097738700442,0.1712582073802061,0.1735116179023366,0.2731503668274164,0.057245370801557324,-0.15914977299209387,0.161109216205873,-0.31560439607621643,-0.03483805482373435,-0.02271325221303638,0.44339650788574103,-0.07629701603241687,0.26244332245016544,0.29617800592632504,0.08164187586119644,0.15184254942153505,0.1513703538786152,0.1609514273765067,0.04557473846116004,0.2809302577209495,0.21836121359716795,0.21386284154009494,-0.16725195130440793,-0.43151503896499843,0.03415882704345486,-0.13434809845093862,0.1209400987814336,0.020896215859236254,-0.12442372026202493,-0.15471309974420705,0.24185619223950847,0.024685540637694455,0.18722260145340006,-0.10020982340856259,0.14175798706801407,0.01024239954396768,0.14138789956245607,0.03518795833156398,0.18536327864074548,0.05273802245882216,-0.16794440179585682,0.2796571590150307,0.1611299661852671,-0.12118506199478254,0.1350182578360094,0.03224898866355198
Temporal_Pole_Sup_R,0.014578862757038829,0.21847291071237446,0.020999669425618112,0.19967267000835054,0.2207095680157052,0.173488620926789,0.23198765125904908,-0.037232803800379605,0.29094554612609075,1.0,0.20714307046426006,0.0865611520710757,0.04929582868172837,0.21170447305169723,0.18932682514495816,0.30632438222379277,0.2804786646065614,0.47767924401231526,0.17074300323245767,0.2500720988360536,0.1653839095385724,-0.01664171963741149,0.1383695124267092,0.279270064412113,0.16263760478119593,0.033081406924434564,0.3594245572579773,0.33632029625192833,0.3969034203948665,0.3247587028411307,0.20508647416969264,0.31968479253455173,0.20308610967217935,0.06649976804080966,0.4258175010045603,0.01314209353798152,0.25445867309496273,0.5219912351926346,0.2476896168346269,0.35761298315128515,0.390547306758435,0.11435963404636264,-0.09263359061237511,0.35603462922475043,0.29161174688352337,0.047230379309136865,0.052598937997702176,0.18218271729543378,0.20589796018718173,0.37175117108807787,-0.06066328534162469,-0.10015111231644191,0.12808749061166683,0.27177788180615187,0.4118445151472446,0.04473471019318289,0.15807970315166078,0.47070530997359017,0.2106143660275502,0.1520855728754784,0.12601735315527782,0.06953715073690855,0.3730088871226704,0.09199334369050031,-0.15207843617230432,0.2882624926963745,0.18195496082271906,-0.164882583250929,0.12349104606144495,0.30663196915653024,0.17082889461681303,0.2573378513631299,0.2072696752171159,0.28328032705542877,0.15624538882413205,-0.005757900350114485,0.27353594145009763,0.15670155387678064,0.233572327054639,0.22628764160348694,0.28609467323011406,0.10133920702196202,-0.19598511800352383,0.15850165843194397,-0.028466579663663363,0.3867116723717002,0.35669344442719264,0.3420042143625395,0.11516325984523149,0.26541302002938755,0.13630369050439858,0.2569670810246114,0.24337671825929935,0.07682494095003249,0.1272195945417388,0.23893989680647273,0.013480774261042404,0.1193673867639958,-0.051196460266685555,0.36973290407200504,0.30753671325984183,0.32343372797682957,-0.037026479822042845,0.24903903230329552,0.21002261309475498
