,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R
SN_pc_R,1.0,0.14471433164305364,0.17941400800733726,0.45932961656639415,-0.03145185407069364,0.48243246961741765,-0.007873369248093488,0.03415882704345486,0.1207202435893454,0.30716699925563956,0.3313921169369043,0.2889766999962132,0.3395997697434573,0.09582205242700667,-0.0008220596816924378
Thal_MDl_L,0.14471433164305364,1.0,0.2819605945865124,0.44190680776127644,-0.02760088085317733,0.16036123093823162,0.42030230165036214,-0.04590965271749692,0.255915651447942,0.019435277273195557,0.503401732028262,0.3436148391948361,0.5251016282861588,-0.16059391840921802,0.2529092967444221
OFCpost_R,0.17941400800733726,0.2819605945865124,1.0,0.21815208379312645,-0.013352454986147991,0.35453710616633255,0.08367891534944068,0.1209400987814336,-0.004637257456218528,-0.03066396898265943,0.3241525800935016,0.09389153001493612,0.18635111744944458,0.1373752627801432,0.2335288134338073
Temporal_Sup_R,0.45932961656639415,0.44190680776127644,0.21815208379312645,1.0,0.17680488042684728,0.6394625730902725,0.3487833364683139,0.07690348038262217,0.5861794308077306,0.21087402448188527,0.3411846295646389,0.4395279028609946,0.6457090912162037,-0.07836697544052088,0.15870631847096708
OFClat_L,-0.03145185407069364,-0.02760088085317733,-0.013352454986147991,0.17680488042684728,1.0,0.17130292281702628,0.053842577507668875,0.1611299661852671,-0.014461428941006117,-0.24984461193018928,-0.08176302997207807,0.16919149424542307,0.15476061272488412,-0.14176105482747614,0.06988529044139402
Heschl_R,0.48243246961741765,0.16036123093823162,0.35453710616633255,0.6394625730902725,0.17130292281702628,1.0,0.05222186543801139,0.24185619223950847,0.3314588008138319,0.156207716971477,0.2142777295907002,0.23567199124174956,0.3301128960636535,0.03235774193666857,0.1580165107258609
Cuneus_L,-0.007873369248093488,0.42030230165036214,0.08367891534944068,0.3487833364683139,0.053842577507668875,0.05222186543801139,1.0,0.02860734396649317,0.17305285983413235,-0.19425291212045334,0.19882205749917736,0.35950770941321125,0.6011088007934463,0.020743472723139873,0.06498478687495926
Occipital_Inf_R,0.03415882704345486,-0.04590965271749692,0.1209400987814336,0.07690348038262217,0.1611299661852671,0.24185619223950847,0.02860734396649317,1.0,-0.13434809845093862,-0.346406788025374,0.14175798706801407,0.0005396556280235999,0.1868787370209038,0.3023318414869579,-0.12995810600345967
Temporal_Inf_R,0.1207202435893454,0.255915651447942,-0.004637257456218528,0.5861794308077306,-0.014461428941006117,0.3314588008138319,0.17305285983413235,-0.13434809845093862,1.0,0.3642932212653549,0.1354156688390575,0.21260758151870712,0.3020091744694821,-0.13745322708144017,0.21673316199859194
Vermis_8,0.30716699925563956,0.019435277273195557,-0.03066396898265943,0.21087402448188527,-0.24984461193018928,0.156207716971477,-0.19425291212045334,-0.346406788025374,0.3642932212653549,1.0,-0.004866610605481592,0.027262542493817557,-0.046707404251564756,-0.10269991956379028,0.30577948398667626
Thal_AV_L,0.3313921169369043,0.503401732028262,0.3241525800935016,0.3411846295646389,-0.08176302997207807,0.2142777295907002,0.19882205749917736,0.14175798706801407,0.1354156688390575,-0.004866610605481592,1.0,0.14392638398480742,0.48330644707470644,0.17261132884123934,-0.07882436864383853
Thal_LGN_R,0.2889766999962132,0.3436148391948361,0.09389153001493612,0.4395279028609946,0.16919149424542307,0.23567199124174956,0.35950770941321125,0.0005396556280235999,0.21260758151870712,0.027262542493817557,0.14392638398480742,1.0,0.42533162055919504,-0.1384106318297764,0.189031084178532
Paracentral_Lobule_R,0.3395997697434573,0.5251016282861588,0.18635111744944458,0.6457090912162037,0.15476061272488412,0.3301128960636535,0.6011088007934463,0.1868787370209038,0.3020091744694821,-0.046707404251564756,0.48330644707470644,0.42533162055919504,1.0,0.058630177848527226,0.05786343782986927
Vermis_9,0.09582205242700667,-0.16059391840921802,0.1373752627801432,-0.07836697544052088,-0.14176105482747614,0.03235774193666857,0.020743472723139873,0.3023318414869579,-0.13745322708144017,-0.10269991956379028,0.17261132884123934,-0.1384106318297764,0.058630177848527226,1.0,-0.12017806519714748
Amygdala_R,-0.0008220596816924378,0.2529092967444221,0.2335288134338073,0.15870631847096708,0.06988529044139402,0.1580165107258609,0.06498478687495926,-0.12995810600345967,0.21673316199859194,0.30577948398667626,-0.07882436864383853,0.189031084178532,0.05786343782986927,-0.12017806519714748,1.0
