,Cerebellum_6_L,Occipital_Mid_R,N_Acc_L,Olfactory_L,Vermis_8,ACC_pre_R,Cerebellum_Crus2_R,SupraMarginal_L,Calcarine_L,Red_N_L,Precentral_L,Frontal_Med_Orb_R,Thal_Re_L,Vermis_9,Rectus_R,Pallidum_R,Thal_LGN_L,Thal_VL_R,Amygdala_L,Fusiform_L,ACC_sub_L,Postcentral_R,Parietal_Inf_L,SN_pr_R,Vermis_6,Cingulate_Mid_R,Amygdala_R,Lingual_L,Heschl_L,Thal_MDl_R,Cerebellum_Crus2_L,Hippocampus_R,Thal_PuA_L,Cerebellum_4_5_L,Thal_PuA_R,SN_pr_L,OFCant_R,Pallidum_L,Temporal_Inf_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Occipital_Sup_L,Cerebellum_7b_L,N_Acc_R,Frontal_Inf_Orb_2_L,Rolandic_Oper_R,Precentral_R,Frontal_Mid_2_L,Cerebellum_6_R,OFCpost_R,Cerebellum_4_5_R,Cerebellum_3_R,Cerebellum_8_R,Thal_MDm_L,Thal_LGN_R,Putamen_L,ACC_sup_L,Raphe_D,ParaHippocampal_L,ParaHippocampal_R,Cerebellum_10_R,Cingulate_Post_R,Frontal_Mid_2_R,Temporal_Sup_L,Temporal_Pole_Mid_L,Supp_Motor_Area_R,Frontal_Inf_Oper_R,Thal_MDm_R,Thal_VA_L,SN_pc_L,Temporal_Mid_L,Temporal_Inf_L,OFClat_L,Parietal_Inf_R,Thal_PuL_R,Fusiform_R,Thal_IL_L,Red_N_R,Heschl_R,Parietal_Sup_L,Cingulate_Post_L,Cuneus_R,OFCpost_L,Cerebellum_9_L,Angular_L,ACC_pre_L,Caudate_L,Insula_R,Thal_AV_L,Cingulate_Mid_L
Cerebellum_6_L,1.0,-0.0017452441203023022,0.08959323383908363,0.10700426056702474,-0.002114202994494084,0.22598312884978217,-0.03362494271033034,0.055931128813546824,-0.053102974098784395,0.3043129538253073,0.14377841508039507,0.35040732385771517,0.03061335090396246,0.42096087542552646,0.29089648692247344,0.23441845088051458,-0.010482436283495005,0.20654622201025286,-0.0837845470498442,0.13012316713003422,-0.23588565943183495,0.254615826806236,0.1533303875343671,0.21338150733016278,0.2000863521792897,0.2136486895963228,-0.03268651743636989,-0.21523972543903738,0.16641238585976773,-0.00831351770212823,-0.16882076087158343,0.3793016959640338,0.05617089739167705,-0.025767892319414933,0.17518678325065898,0.567742719368559,0.14518865965638905,0.42838635804263053,-0.0885662634992498,0.16399501496804408,0.1884982857343584,0.10033128821116212,0.036160062904222814,0.053441712771356883,0.001198020383741327,0.03244678960517347,0.31755354926296414,0.3482276270952194,0.6292400771540486,0.2101767048416805,-0.15409787345427908,0.15785365105879012,0.525408717291216,0.3430981230161455,0.13784755618097397,0.2596954814547871,0.4026738510233281,0.3258289411778064,0.3291360523607133,0.3090840575718139,0.11326530144829744,-0.11299259690418063,0.32350878074710143,-0.03253926096933428,0.019913939445092583,0.2557140795444613,0.4428195471548211,0.029197725606298984,0.07006353487464372,0.27834514631556323,-0.1685451536377663,0.3697640400088401,-0.05091801914671625,0.14042125270632627,0.20188280665873853,0.09743274126532936,0.12809904896770963,0.4786270114685538,0.3624537744881414,0.16867846736365696,0.1853908575978558,0.019737211670232097,0.34686882364644367,0.22838924816188427,-0.042256754868550565,-0.22716097321360423,0.3572725716476494,0.2430109412832121,0.07085675468206727,0.2866363662687193
Occipital_Mid_R,-0.0017452441203023022,1.0,0.029898650016432392,-0.06256825151058193,0.035641362325116076,-0.17146520157545841,0.334960513494763,0.42368111727666086,0.6691569063442383,0.22778382444092943,0.32987535906871224,-0.04909395529295452,0.058247964221180316,-0.050741553425120996,-0.054127825065296696,-0.15230763865768196,0.18871489318964246,-0.0817982632856695,0.200294417869699,0.22364499069066487,0.11976566741883814,0.25170593516626094,0.40699646194438127,0.13145345337361433,-0.25852177156280864,0.24054967459576002,-0.038376366956939544,0.5411202727838844,0.25565088931556307,0.3081274121521704,-0.02908268003389835,-0.08729040586587558,0.22595073190888096,0.508149418871946,0.3686467135873115,-0.2131106125870324,0.012929360821502176,-0.21957720470699352,0.22828893980171008,0.23526568998091282,0.2878043720702371,0.7042511091605095,0.25785738112514367,-0.010750655294586322,-0.03624361641714773,0.02236059634148855,0.24852601711537653,0.05308713704199073,-0.07923601244710339,-0.10659590779365646,0.590262678757796,0.4923432824887652,-0.14619971539597645,0.3286980950203752,0.31164382334363294,-0.10683737412071195,-0.16483406886600557,0.0019791092799571917,0.08144929283081041,-0.10243256579493769,0.0585951045678467,0.3405004694902202,0.08691235150010848,0.16783624794561897,0.06728014173370349,0.28102907921935116,0.18324150896587177,0.08848324979575584,0.3390785529383518,0.1895388304424445,0.36527211273874366,0.01385701142961593,-0.09196580328153724,0.33565263979097215,0.27395728612913284,0.3038220604316756,0.08063973244204647,0.08618374986390613,-0.029226717259050367,0.4817983802641386,0.2631118057958003,0.7197148232323244,0.022976739432495574,-0.05726357404288997,0.6255662034285852,-0.002117097621782501,0.046621835263437966,0.02572931728368183,0.013701238049782762,0.19210206232943416
N_Acc_L,0.08959323383908363,0.029898650016432392,1.0,0.08939154399761581,-0.13470329594183572,0.3938348786203025,-0.1148728062019086,0.11227224374398395,0.1667478284470309,-0.1414953555854153,0.26413672488106343,0.1244262353943458,0.15696675028627338,0.17638531183358672,0.13165935980500124,-0.11899498341149113,0.09000500335751117,0.23422542327203155,0.20566737464725895,-0.10410530922305125,0.274627056675349,0.2023145512810161,0.23153143878337434,0.05595681284325189,0.012044378065803645,0.12344520347200257,-0.5986492959242877,0.05904860581513874,0.04274947814172252,0.005982018009430765,-0.22824736184774752,-0.06567801053559634,-0.2852676017186122,-0.0006442376338620232,0.07174061198208899,0.154496574841639,-0.036353394726565166,-0.0219803216500729,-0.4127234698389091,0.19541328725690715,0.1840508473251723,0.11841706587415214,-0.009633422506902687,0.569719350849181,-0.10887512798878574,-0.12819481844048194,0.2779375153217514,0.3553431351537326,-0.129051110299642,-0.057412023105090144,-0.18209636843859697,-0.1817279026769333,0.2178149332280207,0.04061654267594151,-0.06801984029921249,0.35261629503073605,0.35180925120617357,0.07033571861147049,0.01639856137044013,-0.087045109356161,-0.6266647100040991,0.2629976528340471,0.28853158752542685,0.053057998411883175,-0.36933929090846723,0.34196109470357666,0.19205971537101058,0.09947929261715699,0.2976837130315178,-0.07601426395686166,0.22680606013041069,-0.2078530899177845,-0.050764507716328365,0.2077599869111149,0.41980167120576567,-0.3248245027714795,0.17151254727272136,0.08285046011380912,-0.1659487710768139,0.17253290895732026,0.24555160990741942,0.029779010177292183,0.0408650803706833,0.029974561452421077,0.1193790995103787,0.028051978676045565,0.05444109064920236,-0.020970417858787154,0.26585999684528006,0.1324389369363641
Olfactory_L,0.10700426056702474,-0.06256825151058193,0.08939154399761581,1.0,-0.26677842778737365,0.3434676262050129,-0.17918935218640514,0.049931384123469785,0.05578259362916425,0.31989311341861165,0.22553130314679856,0.35584819785759864,0.327710911727795,0.3196297880419317,0.07526802806510662,0.17197791479696423,-0.019320073353146124,0.14900305507126488,-0.20576410824502978,0.17991591422921566,0.0056885487545049575,0.2093007683626917,-0.05062435003622144,0.14325138203840007,0.1052141486250043,0.09331297748664764,-0.08855501564467119,-0.040896818020937024,0.14714561473700058,0.0439483337150845,-0.1835362423880389,0.05076579168965036,0.08714672319973228,0.07211310666507599,-0.013839280418156534,0.2310463985788678,0.23141551729904333,0.04353027779983149,-0.12380637334257509,0.2922361941146028,0.1641412375977812,0.1357280076306853,0.15855574948569712,0.04760260992743144,0.20141309153652895,0.06750684544405984,0.28425588146489544,0.23898147793788693,0.15169693956366592,0.45918702969520336,-0.22304061243712683,0.009646480223625003,0.3923489742271025,0.032812575150651994,0.0242585397337503,0.23862132053165283,0.1300531922220012,0.1783526416372187,0.3097947584482488,0.2347344201159183,0.09478202906209421,0.05341984578365779,0.29787465952071696,0.32134913070361737,-0.002221967067130847,0.27179551637146543,0.11121763638770718,0.243970864236358,0.11916714684981802,0.08878528627024616,0.02679165090490654,-0.010683490403137872,0.10198832811815953,0.16588235552138755,0.15969694835379158,-0.13501303250811084,0.1914951113714095,0.08214599678113298,0.034972040257116026,-0.06480386885787591,-0.038178705985030516,0.08775376101772654,0.23708954959131273,-0.00946435049086623,-0.018378903617509292,0.23085814227742268,0.015944260488681018,0.30112709213728356,0.3093841956004967,0.1539447576096153
Vermis_8,-0.002114202994494084,0.035641362325116076,-0.13470329594183572,-0.26677842778737365,1.0,-0.06626084417679916,0.15022883461916015,-0.28322795418383867,-0.28613437580138146,-0.2632698051264963,-0.08491630996742501,-0.25724213366814475,-0.3389880730205335,-0.10269991956379028,0.041963922520808196,0.0013550024248909266,0.06257975972754483,0.14887724676792166,0.16240727029008967,-0.28842733980908225,0.011560476998000396,0.035559989160344224,-0.07395654025857343,0.16014895345472602,-0.0766397694470909,0.054193597672442105,0.30577948398667626,-0.21838448284258175,-0.27542878503405827,0.23602041713685235,0.10793726009852289,0.38225056483339137,0.06035631242858147,-0.1599097934390285,0.24358964118920956,-0.004781134657769246,-0.24325848841871703,-0.04222573538367934,0.3642932212653549,-0.054550441898416534,-0.046707404251564756,-0.2998090264051767,-0.3070342607688117,-0.14989645012510985,-0.11176125997719427,0.39003725723208704,-0.11019747356261003,-0.16383748431068057,0.1160348539844712,-0.03066396898265943,0.4242110399685612,0.2946046100242783,0.1899951570031254,0.027641211111487297,0.027262542493817557,-0.12919610270752124,0.0744619645727866,0.02776448868708725,-0.08339111323424798,0.32666627292522743,-0.0985556744496036,0.024844042688625296,-0.09165249624165535,-0.5895828830413288,0.02872122130802019,0.027999068786336876,0.25738082063157164,-0.14834534805703847,0.07765723742217154,-0.23348351652669197,-0.24416055651643315,-0.10040542828996556,-0.24984461193018928,0.014564664209058168,-0.09377443365027015,0.2653112490092094,7.2862160635688e-05,0.10297446514700945,0.156207716971477,-0.0016042772676063005,-0.07614709737472967,-0.19852499093810794,0.28428813971271655,0.34851499672911024,-0.14507593997944132,0.08462920203440463,0.11638972357904859,0.23819504365918318,-0.004866610605481592,0.10762046048464469
ACC_pre_R,0.22598312884978217,-0.17146520157545841,0.3938348786203025,0.3434676262050129,-0.06626084417679916,1.0,-0.21537553023717654,-0.11854875434111425,-0.11021842389344758,-0.07442537250198805,0.1434955391736938,0.496701707869214,0.10015953473274217,0.3726687556428107,0.14730401423352543,0.3507552131726572,0.000954038865142067,0.406017734532055,-0.11585350372492632,0.004806028536995512,-0.2106813901437532,0.12953796605923829,-0.040470670839338085,0.24161313913160218,0.06464421039463661,0.15368358180988137,-0.2371297516618523,-0.2535708855557275,0.11714830762729186,-0.13356988866152927,-0.2537522293478712,0.23215734813818867,-0.1664336896337101,0.0021722277592359797,0.049539017213086844,0.3834246752114904,0.31500336260821055,0.2183968176717776,-0.32575886616845623,0.12891094249089471,0.04076369400837436,0.056375883778951606,0.0313527201493751,0.192421100108275,-0.13459757185579443,0.28517599391001,0.1657177021572061,0.30668370546176915,0.33995442071670434,0.34886507265601846,-0.2411306590792036,-0.14178345433912115,0.4669060731754138,0.049065813648273136,-0.0438435711839579,0.6553545171056354,0.39547068333948526,0.2929987196607885,0.2712829250210734,0.3666933969430251,-0.29727014593685913,-0.07810575729426787,0.5201982171763524,0.03980341034342573,-0.16987086080721048,0.18273271108297232,0.41499182997451356,0.22077440730342926,0.1956815641098348,-0.06243528634527346,0.020864179258798517,-0.07230508166411057,-0.29529733054322777,0.19354752311561232,0.2901350837963915,-0.2518706193287573,0.2863835347548447,0.2364022110884064,0.08255848043277651,-0.16175205974785734,-0.08301532538063838,-0.15593153691065328,0.3659148482735597,0.09808404778517728,-0.1059517876578515,0.2722044547202359,0.3133570853477264,0.5290384983850533,0.39936334924612615,0.16802891149957486
Cerebellum_Crus2_R,-0.03362494271033034,0.334960513494763,-0.1148728062019086,-0.17918935218640514,0.15022883461916015,-0.21537553023717654,1.0,0.09555308318607034,0.14795693326009673,-0.025269605537868552,0.09622501303679566,-0.1881403052905949,-0.15588884884031437,-0.21320789213038208,-0.23644292851491672,-0.126889215591884,0.06556107844500034,-0.1615726368758942,-0.009362545862731754,0.14072992953837107,0.0686279508018371,0.14467851120713598,0.11577575575095485,0.25269656733414836,-0.21078166979773255,0.12520293143431502,0.024828286197338498,0.23467325500423034,0.06253465477085152,0.09178528872585211,0.2779610552904597,-0.005172013131947408,0.1351448884227081,0.19032341850051457,0.2446723761321681,-0.11074822768067998,-0.017014737200155974,-0.21027571847904789,0.2056981059035582,0.01540168469686009,0.035770142586425406,0.018346354542195326,0.13829935550849978,-0.21941894185992641,0.3281326271838716,0.28215356330396524,0.030020819854827012,0.14144539541141868,-0.1737697895570156,-0.13605743003129406,0.5190212857954991,0.408594431443227,-0.13255723222053756,0.20659345990644837,0.27334758088635286,-0.1803151742029177,-0.04269377396383468,-0.05289771388176579,-0.14773058709928752,-0.0832875418061589,0.05154283539842291,-0.015914255412642287,-0.02257623113814377,-0.07360678165030178,-0.15114837024386962,0.08272241598472595,0.19116415785741744,-0.16698501835392227,0.1362717226145989,0.14966581901161488,0.06025732353853981,0.05503337155239476,0.029038416176780095,0.08818011903730023,0.15883822422319763,0.36317602824742484,0.04925867321006016,0.24336655933718007,0.10968674371605859,0.12016576652498294,0.0673590151108883,0.16682275102222688,0.16629805206088427,-0.0340276702456505,0.3257883219947148,-0.1107829280085186,-0.025211632176194883,-0.004610320885141493,-0.16113170480195974,0.09893101827954501
SupraMarginal_L,0.055931128813546824,0.42368111727666086,0.11227224374398395,0.049931384123469785,-0.28322795418383867,-0.11854875434111425,0.09555308318607034,1.0,0.779039598469895,0.5642138355241217,0.7564537135796678,0.003640755100266968,0.2419038542731118,-0.15085676814909083,-0.14905682483908209,0.11336218612061356,0.5333964900176932,0.35742317961319564,-0.034518857689651385,0.5102591670577121,0.17020784660470378,0.6331100272748718,0.7314733515674148,0.20976706311577253,0.03989773694985471,0.5613505655766972,-0.03807363356536002,0.641774770595513,0.6495061461034519,0.3071381546155566,0.08446015495408776,0.08572929037863723,0.40231796533108033,0.6474389211139818,0.42118320309490825,0.11777366461610711,0.11541882944090036,0.16729571045546374,0.13889392095167144,0.6438931165219395,0.7373840968579423,0.6672077945382414,0.32155495097826625,0.06475577973720187,0.10642893676052477,-0.09575164311677081,0.6618275251062796,0.5374357046880536,0.13849744292088906,0.10989062815269686,0.27232232319182953,0.42497157092107446,0.1061251734119174,0.5277304821870418,0.48693180134004205,0.2630625960913701,0.2235210664324604,0.4141498075529625,0.3995683882349281,0.0662412434290258,0.1530516659612668,0.655579843362692,0.5233016223015332,0.6703913593357631,0.2217749735743694,0.5856522797205036,0.28433768372495977,0.45371713503751365,0.40996024672869735,0.6441433323597922,0.5362183637101106,0.20934868369119736,0.15479229306684206,0.5487378232120442,0.5232820776827786,0.23362460587360984,0.3766160053005086,0.09445290784977235,0.0942756960077465,0.6449911271971674,0.7012942790096596,0.7117495761982588,-0.14041827435156434,-0.13416472951854663,0.6104675996076445,-0.03313459937093156,0.25947200787462954,0.16280836141131183,0.33637830674027364,0.6032425733319785
Calcarine_L,-0.053102974098784395,0.6691569063442383,0.1667478284470309,0.05578259362916425,-0.28613437580138146,-0.11021842389344758,0.14795693326009673,0.779039598469895,1.0,0.46179188753,0.7190867763294981,0.05559639281697015,0.2056560196153706,-0.11630831537685143,-0.13218515505758557,-0.029758577820914234,0.5442602775668574,0.2093870392390351,0.0814990435204345,0.5313252852060897,0.19240586486578498,0.5476482911879211,0.5193155421705762,0.17665334808409383,-0.22054253021076162,0.47424235833635625,-0.10482667413983311,0.8211214735678347,0.5834233166816233,0.3207013509043209,-0.058708869239214465,-0.06438892728449028,0.3978037451728657,0.8093875969228322,0.400081826118752,-0.03260109841803205,0.16464574378178173,-0.030603558452336036,0.040900782318111006,0.6047046914251841,0.5689798177409959,0.680435961540257,0.449001468097081,0.02619278002795017,0.027648662844012822,-0.1307046369082085,0.5934531806465152,0.38996064631428345,-0.06339197252539015,-0.07552148208892079,0.45875460339693164,0.49538965646349636,-0.09756247393236407,0.5295331396680669,0.4488151202515367,0.2442030223810832,0.07630331663432427,0.3483738646743987,0.3164139865079066,-0.07621578050441087,0.05930196190274115,0.60110267604004,0.41086969717249305,0.6559412431506287,0.14842039112363598,0.5100054970432736,0.22032738154114087,0.3729488194570549,0.424548632985849,0.5384105764438558,0.6336563090811143,0.14714402772761065,-0.02877108024825377,0.5252367724189875,0.5188947956189592,0.21695145326538548,0.3841473843156524,0.1003918826408195,-0.015762290043116432,0.46981829807776115,0.6083370201200995,0.7537157686291255,-0.2081074048475344,-0.19929629179487252,0.5873260921684146,-0.05893964849487539,0.18839820850739553,0.0678067582089772,0.27084153890488627,0.4748012157864032
Red_N_L,0.3043129538253073,0.22778382444092943,-0.1414953555854153,0.31989311341861165,-0.2632698051264963,-0.07442537250198805,-0.025269605537868552,0.5642138355241217,0.46179188753,1.0,0.5280487530030054,0.22494503869240307,0.24462902448821566,0.08042233889483344,0.018770619008198847,0.256888139418226,0.3760043173005552,0.2641952193938154,-0.2279442121186113,0.5285862096394853,-0.049516675084427066,0.491061547542013,0.3691882038152255,0.277451071648414,0.1571209408306834,0.4360083455575073,0.2881340382410611,0.3811373586314281,0.46508275229511664,0.265326275778168,0.0011920926798303297,0.27912432141744187,0.5323650027010567,0.4864643282448793,0.22910117303164818,0.2516475577181602,0.17989900221928462,0.3201821450325409,0.11957877749338047,0.5496007617757933,0.5363661347469416,0.4182140517775848,0.3046127162001183,-0.05222658320376232,0.1303623600285535,-0.06288434393008986,0.5720701266739556,0.3249569717653541,0.37840694762901644,0.17468257583747604,0.1066139687941654,0.3875172537569305,0.21161397375831917,0.47737515842428846,0.4122562133353765,0.18901070797655845,0.1327506519175958,0.4857611555947748,0.5030225963181921,0.28479407977574084,0.3049334215623406,0.3660654391323224,0.36346519504886593,0.5214583434795376,0.23194003218556308,0.4086348291721565,0.18005633699498763,0.40473494769067775,0.2199001847219182,0.5678660969582143,0.1915582905319328,0.23039946099773453,0.14673278763850697,0.36473695842265946,0.29365793235565113,0.28309985134682286,0.2851536197249051,0.30904949624962186,0.22985116695308766,0.4075578785792663,0.48047145753337545,0.470068036876365,-0.0726688991962157,-0.10463083262919168,0.23088564716618595,-0.06442802244950678,0.28815628940947186,0.21693446387772264,0.2345300731603989,0.5188258744184443
