,Raphe_D,Thal_LP_L,Vermis_8,Cerebellum_7b_L,Cerebellum_Crus2_R,Thal_VPL_L,Caudate_R,Olfactory_R,Frontal_Sup_Medial_R,Supp_Motor_Area_R,N_Acc_R,Olfactory_L,Rectus_R,Frontal_Med_Orb_L,Thal_MGN_L,Thal_PuM_L,Calcarine_R,Caudate_L,OFCmed_L,Cerebellum_Crus1_L,Cerebellum_3_L,Thal_PuA_L,Frontal_Sup_Medial_L,Vermis_6,Postcentral_R,Cerebellum_10_L,Cingulate_Mid_R,Temporal_Pole_Mid_L,Temporal_Sup_R,Occipital_Mid_L,Red_N_L,Vermis_10,OFCant_L,ACC_sub_L,N_Acc_L,Angular_L,Temporal_Mid_R,Parietal_Sup_R,ACC_pre_R,OFCant_R,Cerebellum_9_R,Precentral_R,Cerebellum_6_L,Occipital_Inf_R,Temporal_Pole_Sup_R,Precuneus_L,Thal_LGN_R,Thal_MGN_R,Lingual_L,Cingulate_Post_L,Vermis_1_2,Thal_VA_L,Lingual_R,Raphe_M,ACC_sup_R,Vermis_3,Cerebellum_Crus2_L,Frontal_Mid_2_R,Occipital_Mid_R,Thal_MDm_R,Vermis_4_5,Paracentral_Lobule_R,Heschl_R,SN_pr_L,Thal_AV_L
N_Acc_R,0.06832356016495775,-0.31707794735130734,-0.14989645012510985,0.026853015636764704,-0.21941894185992641,-0.034001710618538065,-0.006293709242111557,-0.1695190519424383,0.03288094024666153,0.2599845520055871,1.0,0.04760260992743144,0.19593383280317064,-0.05917742859356925,0.21988724209171495,-0.05263386683545048,0.024354035557720876,0.06970359683791781,0.16651554197939802,-0.029620790491004655,-0.0818175483855715,-0.13113115384339769,0.11188615233335603,0.08714790257397284,0.07282232973238216,-0.005712392113851225,0.029966734858999443,-0.16640905544756257,-0.13965785102277778,0.05758633017058264,-0.05222658320376232,-0.12281252364950489,-0.193844101849831,0.12147779692298266,0.569719350849181,0.10577467205626598,0.0028309452405414636,0.10516019509426215,0.192421100108275,-0.08432490564845926,0.27813470236386145,0.21169540031279407,0.053441712771356883,0.1365716352260393,-0.017230662947772712,0.14563987301483206,-0.0027412281660488098,-0.10946116043551422,-0.015482668758873573,0.18237840525491614,0.02515296449926108,0.07442782894045445,-0.21104913038382547,0.1848902486973939,-0.026099265802454797,0.03661103623710271,-0.14426159907404726,0.11632327252540534,-0.010750655294586322,0.27808086184436287,-0.057528032771959066,0.15967431767528867,-0.09836352710669344,0.045519125129817664,0.22159008394129998
Olfactory_L,0.1783526416372187,-0.00917965652368033,-0.26677842778737365,0.15855574948569712,-0.17918935218640514,0.07820878796265388,0.1110063976751017,0.3916047210640549,0.42118832179700383,0.27179551637146543,0.04760260992743144,1.0,0.07526802806510662,-0.24265292656641274,0.04614795016371324,0.09836251497584841,-0.12484154722707608,0.015944260488681018,0.33602631330559135,0.10383207228514199,-0.07093145076815008,0.08714672319973228,0.3609377206482789,0.1052141486250043,0.2093007683626917,0.15059049370843372,0.09331297748664764,-0.002221967067130847,0.08108248504596055,-0.07982345570484412,0.31989311341861165,-0.06148440292240487,-0.07224920562040721,0.0056885487545049575,0.08939154399761581,-0.018378903617509292,-0.19642338318409752,0.1340148019248178,0.3434676262050129,0.23141551729904333,0.2652048115403864,0.28425588146489544,0.10700426056702474,0.16693278795102245,0.37175117108807787,0.052507272297627895,0.0242585397337503,-0.22174005894043744,-0.040896818020937024,-0.038178705985030516,0.11243095592048685,0.11916714684981802,-0.18913394289567792,0.2190073152235247,0.2308854741210156,0.3220194494292192,-0.1835362423880389,0.29787465952071696,-0.06256825151058193,0.243970864236358,-0.018556249058518895,0.1641412375977812,0.034972040257116026,0.2310463985788678,0.3093841956004967
Rectus_R,0.15677900875963025,0.06394991216915566,0.041963922520808196,0.07641358235149912,-0.23644292851491672,-0.1023710923255547,0.11631316297828315,-0.07031897117358843,0.03153877251189598,0.02450062168241364,0.19593383280317064,0.07526802806510662,1.0,0.07304634146071201,0.0020245054668750415,-0.06469650161948652,-0.1348131289737041,0.20770698265147877,0.47056377385625786,0.10147611610641524,-0.11417684727735984,-0.09530609890545892,-0.15403712993837404,0.03428009603590395,-0.032268309171676085,0.0920054635405935,-0.04224333294067078,-0.16710074613422257,-0.09561853742601457,-0.07409621778606404,0.018770619008198847,-0.12442227878459995,-0.47778850534365863,-0.14703079676386951,0.13165935980500124,-0.1792342227162993,-0.13557557283276625,0.009791155900956097,0.14730401423352543,-0.0004911452388587419,0.13497982390258437,0.024683266497532257,0.29089648692247344,0.1959654356286715,-0.09263359061237511,-0.011489365807843935,-0.22436331270588533,-0.017710688226931504,-0.16218171487253147,-0.052525668232425424,-0.1646042437312801,-0.06970578092709688,-0.13968317181020173,0.04360875072219518,0.05601305941261588,0.001351975611886522,-0.5632962634736943,-0.10211663835439427,-0.054127825065296696,0.08856506107646296,-0.12853978137339875,-0.006875632851128009,0.015516782236266577,0.2572402087183596,0.13823719406319906
Frontal_Med_Orb_L,-0.17829947281030037,0.12986626757947944,0.2931782917741963,-0.23806311068729766,0.1293700814023491,0.01676822508070736,-0.12851822091170245,-0.05631831043395678,-0.236637708074174,-0.004225798490726372,-0.05917742859356925,-0.24265292656641274,0.07304634146071201,1.0,0.10846493804837869,-0.0053628513198276375,0.23753386583358396,-0.1458415651950154,-0.0690718626799191,-0.037703345882229865,0.16223970281776856,0.08293217811908345,-0.22183565300978103,-0.08049717415131413,0.0009302523880582232,0.0523532315534965,-0.015185593910987276,0.03297168093626258,0.09449026449566147,0.11534956021036602,-0.1058394889669468,0.13228510730792445,-0.014927704244344597,0.11390026969518677,-0.10113243275864768,0.09844848904962981,0.3579297472955862,0.10847952303799377,-0.3404724127864411,-0.25471652763377545,-0.18061361089460698,-0.10460769516349823,-0.16250376286831308,-0.3139920197718971,-0.36405722483930403,0.12661830728789733,-0.014089947390703754,0.26134218510532886,0.1424965945172082,0.010549504797555473,-0.022772911469606413,-0.04935857005249327,0.26298190718345266,-0.2786510563956019,-0.292062032902806,-0.04566933076580167,0.04549218565938169,-0.24120623224487509,0.1924414737259739,-0.15901743339952243,0.1532714916452712,0.07523661928318344,-0.026644677271847626,-0.23739906542318318,-0.10112263867561172
Thal_MGN_L,0.3437854174498275,-0.018304882800258205,0.2550923175073813,-0.30815298183652595,0.009462937183416224,0.39805794461217725,0.31431133706595893,-0.07930293261644082,0.3270138522276489,0.5281392325843212,0.21988724209171495,0.04614795016371324,0.0020245054668750415,0.10846493804837869,1.0,0.28074268878409653,0.1742630586727876,0.33465726318207256,0.08724029068834434,-0.14314851654285027,0.45721371017347334,0.238395985429129,0.41855907078996335,0.17664384128518465,0.49343728722426433,0.20423440481066368,0.46406239962648776,0.02675791617913317,0.45485289442257454,-0.12728558686139477,0.09611072531788185,-0.018312917337614656,0.07765771964122076,0.08407012841588037,0.21436915805484502,0.05950773525260045,0.335265283760797,0.37323138967952874,0.14416815917937942,0.057539977617483765,-0.13690278860465366,0.4831089533601357,0.10119909817238948,-0.045706949009920644,0.047230379309136865,0.35167837099483157,0.29725334653784496,0.26591340568764255,0.02034402035917477,0.41998677543431917,0.10673076881126516,0.2516888077437197,0.26261428711002877,0.23024551203616264,0.18336432470138872,0.16250678856637807,0.2634910604097472,0.48132399778896817,0.018372349351360385,0.29886880824295137,0.12237707682598527,0.460211691261853,0.35967914520478567,0.023207969333230976,0.42548307172283717
Thal_PuM_L,0.5408650515862843,0.4927428035370391,-0.19767892740292228,0.17697217074203508,0.11840808867310391,0.7973556982572423,0.44204381848531715,0.1914556696204858,0.3556970625531995,0.5502292988923052,-0.05263386683545048,0.09836251497584841,-0.06469650161948652,-0.0053628513198276375,0.28074268878409653,1.0,0.7153474744897356,0.515194848391174,-0.21158632990597667,0.3543336455016957,0.5775866362442819,0.6949255252924895,0.48777400036149193,0.12132117735315091,0.7159847462440752,0.03959392571523451,0.744674685022804,0.21085069067561343,0.6287128443536089,0.4346159179530216,0.6826877805208731,-0.05165862225082027,0.05632945078576661,-0.010635255143067063,-0.09803511692502648,0.321791538681475,0.3046115573091013,0.7846562905805802,-0.19763188183077218,0.12422016776718926,0.21762133645241188,0.7609980381390058,0.19917954142030037,0.24851990535660354,0.16510099155063196,0.8273425209597717,0.48500420378182424,0.11558135544042962,0.6505255321940803,0.8091180626553327,0.6369317125649366,0.40661849996348415,0.6753743760507015,0.5644958233938834,0.026238288873093884,0.8021625151667412,0.06056345772417169,0.5211491037449172,0.34071699861331134,0.37933485616126694,0.7043439565117894,0.7175565165494926,0.3926510249032589,0.22104383935620972,0.3921590067733749
Calcarine_R,0.31234081496298427,0.2611989212575821,-0.10527192551714804,0.2569884629609771,0.2034982674011421,0.5836606300150234,0.06134683321279337,0.19440093026202873,-0.009392615496702774,0.4807109758593705,0.024354035557720876,-0.12484154722707608,-0.1348131289737041,0.23753386583358396,0.1742630586727876,0.7153474744897356,1.0,0.19621286659570408,-0.3123628537433511,0.3879700492134641,0.5440246243938779,0.5397751382709223,0.23949659517869887,-0.15868884558977034,0.5908454355886908,-0.0878646947095974,0.5467795521399779,0.1543208989467972,0.45887028277661057,0.6261937376191219,0.4515032709569585,0.10752553352010812,0.02976978393773142,0.2642010083493652,0.0632051139484459,0.5365831332046824,0.5755196950005083,0.7319746159477512,-0.3574289695075224,0.019407296445201096,0.12817698567461777,0.5633333965044931,-0.1275092542253657,-0.051354822814134164,-0.03454303451766337,0.8265813963755735,0.456147352840978,0.2689290329386359,0.8175669745922776,0.6792288141376666,0.6462633244262816,0.4217895383540295,0.679321446843695,0.2912097809054076,-0.2415862277874894,0.6832443654694511,0.07687613714649492,0.2515116023560487,0.6191920747683005,0.33750760471063035,0.8523191861495889,0.629930190811517,0.04086466693285597,-0.10661005620228016,0.22190142996282003
Caudate_L,0.7492807450245024,0.147846497812411,0.11638972357904859,0.03652863875088993,-0.025211632176194883,0.5904065452786107,0.694287212327727,0.12212672436775969,0.519628606724848,0.3767648469251603,0.06970359683791781,0.015944260488681018,0.20770698265147877,-0.1458415651950154,0.33465726318207256,0.515194848391174,0.19621286659570408,1.0,0.3407611172464171,0.10648794948385015,0.3468562288925609,0.4271302981537191,0.5580835683605818,0.10100344504164269,0.5583949963443207,0.16236663042673563,0.7581665609042342,0.11929159852255075,0.5887972734219028,0.056239025796640925,0.28815628940947186,-0.08644852002079911,-0.2415974546367651,-0.2161852966506092,0.05444109064920236,-0.04238870835732548,0.22381065151307022,0.47026798911239476,0.3133570853477264,0.10507387188139317,-0.02475295659950546,0.5492078793420235,0.3572725716476494,0.29617800592632504,0.2072696752171159,0.4577317265804849,0.25254860363592574,-0.08812968525735179,0.25527133694538334,0.5473892222544015,0.2240902705739808,0.4645036349206992,0.42924133827181266,0.5491834555664574,0.49920760731821456,0.4555745732705116,-0.12485995821873667,0.6350628008321848,0.046621835263437966,0.33427226735537935,0.33310550140603457,0.526641162910457,0.6097692306643281,0.5927433459153518,0.5123292189232274
OFCmed_L,0.31991326819896565,-0.08503677661572616,0.27563769954038336,0.10552188615319352,-0.12778528370929793,-0.09203715186110821,0.29051100547950004,0.1928496967711568,0.33343155944457076,0.08214950450632617,0.16651554197939802,0.33602631330559135,0.47056377385625786,-0.0690718626799191,0.08724029068834434,-0.21158632990597667,-0.3123628537433511,0.3407611172464171,1.0,-0.12303553611464217,-0.20057587355879863,-0.0812316597583128,0.16589715142618408,-0.059591552785939264,0.022449147178020434,-0.0398078954452482,0.02876648923022375,-0.18941242831867303,-0.030547578607051325,-0.2890464891575942,-0.03959232190934934,-0.06481368427858337,-0.4122572579685525,-0.19437277689257706,0.1736177561658423,-0.20383018754741442,-0.12065279641375708,-0.1485319220888172,0.5350499917820667,0.11873857741157831,-0.043853077199953655,0.04088455125621052,0.3456180266096441,0.03224898866355198,0.21002261309475498,-0.18941705332860478,-0.14539489168331646,-0.22699434124315895,-0.33783055289243974,-0.2028544619858506,-0.17627118544558928,0.011135021369136735,-0.2774749631062775,0.06822683639515603,0.44022336696426756,-0.09648846828555824,-0.37438915930501404,0.19632832585935076,-0.050899790478402984,0.1693971935109632,-0.2576038113774779,-0.016680012680689502,0.09584872178999417,0.45492790652043047,0.3038087105646277
Cerebellum_Crus1_L,0.26996549029451244,0.17910834943927434,-0.3768704161739473,0.6010577309173084,0.13730028993455973,0.2599735885840139,0.09521602229015691,0.3674259294219955,0.06828080601115702,0.24084184436585196,-0.029620790491004655,0.10383207228514199,0.10147611610641524,-0.037703345882229865,-0.14314851654285027,0.3543336455016957,0.3879700492134641,0.10648794948385015,-0.12303553611464217,1.0,0.08362075782792973,0.18920247964398954,0.1385870934904481,-0.20967146271950812,0.24034465636304517,-0.11612714073887981,0.1255243392326105,0.04151691488858765,0.05043418824115945,0.5215237616731293,0.4732785945112871,0.011804936756891253,-0.10240643397245801,0.02208916955286187,-0.08939019588738514,0.3679179819349168,-0.06435127372839558,0.2913132668549093,-0.05357714753033926,0.26669654840374896,0.4117063880015824,0.28971675470694125,0.045278041379882526,0.2095838050799005,0.20308610967217935,0.3563624578109603,0.3069176768621082,0.17633657465717803,0.5168094046060426,0.21744746285267125,0.5385121481084638,0.12061001153971042,0.1979751444297052,0.2283635489973042,-0.05422297841574308,0.5864074038807456,-0.07176674551575778,0.1706736505769162,0.2840166207806058,0.3935416113094317,0.48986264888455344,0.24193029340587552,0.0021254546132514736,0.018884675941887377,0.04217952733220901
Cerebellum_3_L,0.4156925444081599,0.28956785023486165,0.2912576930115495,-0.08211913060609509,0.24237368821439378,0.698551418003109,0.3295446062772774,0.016151858047713765,0.315775930451974,0.5727056340132202,-0.0818175483855715,-0.07093145076815008,-0.11417684727735984,0.16223970281776856,0.45721371017347334,0.5775866362442819,0.5440246243938779,0.3468562288925609,-0.20057587355879863,0.08362075782792973,1.0,0.49055704408480977,0.3959056119393464,-0.03399949193463133,0.7059423664972327,0.2552638817279653,0.6025294674412617,0.22730588942195432,0.6259163930362185,0.10250938425013034,0.37104441118802073,0.07299737996687297,0.1972784469108589,0.14045052639793948,-0.015611123250358837,0.2638097295205894,0.5616207929462561,0.5612623907265135,-0.2344618394079941,0.00590543336455529,-0.13769226608195617,0.6022432827222044,0.2422400477557943,-0.08944462660333707,0.08964308548488166,0.5837392268910909,0.5996464837678609,0.29266227772151954,0.34930281407627867,0.5878628377427213,0.4580875735644179,0.44485179157892746,0.5667530545195276,0.2609634005172312,-0.04522479985010896,0.46230752683077725,0.25347866193567403,0.43776339074853843,0.3226304015731713,0.20258507058725367,0.46066621434683414,0.5503735237709668,0.38963212962049043,0.11018982892526963,0.18193507656703026
