,Frontal_Inf_Tri_R,OFClat_L,ACC_sub_R,Thal_LP_R,OFClat_R,Caudate_L,Cerebellum_8_R,Occipital_Sup_L,Red_N_R,Thal_LGN_R,Cerebellum_4_5_L,Cerebellum_10_R,Frontal_Inf_Orb_2_L,Thal_PuI_R,Temporal_Mid_R,Thal_PuM_L,ACC_pre_L,Occipital_Sup_R,Frontal_Inf_Oper_L,ACC_sup_L,Insula_L,Cingulate_Post_R,Putamen_R,Cerebellum_8_L,Hippocampus_R,Lingual_R,Red_N_L,Cerebellum_9_R,Occipital_Mid_R,Cerebellum_3_L,Occipital_Inf_R,Thal_Re_L,Cingulate_Mid_R,Thal_IL_L,Hippocampus_L,SN_pr_L,Vermis_10,Cerebellum_6_L,Cuneus_R,Thal_AV_L
Occipital_Inf_R,0.18942162824767145,0.1611299661852671,-0.006457535026447504,0.14138789956245607,-0.12442372026202493,0.29617800592632504,0.250806576478253,0.07090277412648469,0.09508534034561703,0.0005396556280235999,0.11139636574104875,0.1712582073802061,0.03492718213539551,0.1654983132419196,-0.3239890712163956,0.24851990535660354,-0.12281673237239052,-0.02271325221303638,0.18722260145340006,0.24070834505402786,0.26244332245016544,0.028788982006983002,0.09318777812724476,0.4049071290814783,0.06472369771005144,-0.13056374803737986,0.2796571590150307,0.3353892294742581,-0.15471309974420705,-0.08944462660333707,1.0,0.14725104760167373,0.18821181386824556,0.08164187586119644,0.3891721981348897,0.2953523150791085,-0.12118506199478254,0.37608369693783095,-0.05232639857623981,0.14175798706801407
Thal_Re_L,-0.06013262433369958,0.19200246264216544,-0.00785178599959116,0.0501543667970978,0.23839243761661177,-0.006224684362146566,0.09380758915574325,0.24488826217662266,-0.03400760282267909,0.07335090683304939,0.14303351978879594,0.06107933960336922,0.20475135233541744,0.14870954829105065,-0.16919144984521123,0.11353951205451966,0.14807917197031156,0.0850514169302408,0.20872720460735789,0.06339481445993972,0.18783432025112873,0.11515871637007959,-0.043962094998077586,0.23365865973533992,-0.17323393840012738,-0.08183328485369382,0.24462902448821566,0.313334796566638,0.058247964221180316,-0.01235532219184992,0.14725104760167373,1.0,0.0940132580402592,0.1726478041613568,0.17544267090460963,0.04189171232274597,-0.0043386922663066945,0.03061335090396246,0.2244123359791686,0.08156412836157734
Cingulate_Mid_R,0.5196373274640529,0.08610815773102255,-0.06786103385762435,0.38197538933535474,0.0328593936413147,0.7581665609042342,0.2947316135794116,0.3165931289589679,0.34590711497579624,0.4198256664038789,0.4749130127753529,0.14383721840305425,0.13528837668976235,0.5244925795611093,0.527341653324679,0.744674685022804,0.054456309042725554,0.330637008454489,0.4360999486216728,0.6094105313539614,0.4692317691688074,0.7793472066751282,0.5915480279455356,0.2311974021115004,0.5945626532307915,0.6693911972805978,0.4360083455575073,-0.02686822517464435,0.24054967459576002,0.6025294674412617,0.18821181386824556,0.0940132580402592,1.0,0.5572894405530785,0.6567174401557715,0.3781778183622786,-0.05281518344512981,0.2136486895963228,0.32483728583559857,0.5187265645012743
Thal_IL_L,0.4403586335551814,0.09382426535042412,-0.13522141229525694,0.35077372744363533,0.12277617838474317,0.4938236665182907,0.20494117111018273,0.11618096341189292,0.43096077833479957,0.40660232451444506,0.34063616059162327,-0.07276165115769004,0.305970335224552,0.5579134732423052,0.16333685451662022,0.46237868511429797,0.08538345790474777,0.1465282475277191,0.49420216869557704,0.4925121088035157,0.5394353631858715,0.43470214804026586,0.4439469339776215,0.24779422390175668,0.40340640835014274,0.2534668038293676,0.2851536197249051,0.053339843867893054,0.08063973244204647,0.39777610299104765,0.08164187586119644,0.1726478041613568,0.5572894405530785,1.0,0.44528002495081964,0.3315450469702345,0.03768885508198689,0.12809904896770963,0.1506990467262358,0.4235884262919328
Hippocampus_L,0.5210878039664166,-0.12716908537299254,0.045541252604173806,0.5166541095528604,-0.24255644215111408,0.6995766765916877,0.5298523398380872,0.31607854278952546,0.34601586728739675,0.22767938558731057,0.47161790492067035,0.18031237910773984,-0.22039485322425825,0.5553045186004683,0.027747817235319786,0.5959445912373176,0.07241768560102446,0.2673448390673251,0.36745223425342705,0.524767043476622,0.6188189229102161,0.49857934709638374,0.6120048489340228,0.5784046903034377,0.660614543804036,0.26990400892061844,0.5800571129815708,0.2385083674702829,0.0494282274307833,0.28662447447144723,0.3891721981348897,0.17544267090460963,0.6567174401557715,0.44528002495081964,1.0,0.6197553489455893,-0.07901525088857864,0.4452890262944671,0.3168316359956704,0.5627598845658577
SN_pr_L,0.5974336424961432,-0.13407721609316164,0.0161068724379215,0.38706542118807874,-0.21253942052391148,0.5927433459153518,0.4742952688373284,-0.026311498343155472,0.5252391713155795,0.05024551953001589,0.04773302121283581,0.15182661141060708,-0.024647336580055332,0.2703442489457861,-0.1682480012036374,0.22104383935620972,-0.12472430598714668,-0.06429907646196659,0.2176008246590955,0.5805511141560766,0.36916719614595744,0.057990669325894806,0.393279822986454,0.42590817215173565,0.539747543330684,-0.03434248491556989,0.2516475577181602,0.12980242282700563,-0.2131106125870324,0.11018982892526963,0.2953523150791085,0.04189171232274597,0.3781778183622786,0.3315450469702345,0.6197553489455893,1.0,-0.10518800932404927,0.567742719368559,-0.07021238568876151,0.2628141404483376
Vermis_10,0.03358909376628692,-0.031449230456750174,-0.12159754166796165,-0.0058504664171512765,0.002199111650829865,-0.08644852002079911,-0.06064085063090699,-0.17522111966409867,0.06437454394035404,0.15265375147527555,0.07367158850849172,-0.13391205727261996,0.07238915676712969,-0.0725887140115227,0.1844973291718625,-0.05165862225082027,-0.015049348353113185,0.0072571598703462465,-0.022457954057351442,-0.12015189647943109,-0.032163589939262764,-0.0036069697206824783,-0.10055596929711459,-0.007849950460270714,0.05342343268417495,0.10029305295478287,-0.0454323690861679,-0.1414532690063308,-0.05631217842877994,0.07299737996687297,-0.12118506199478254,-0.0043386922663066945,-0.05281518344512981,0.03768885508198689,-0.07901525088857864,-0.10518800932404927,1.0,-0.10006859168343296,-0.10620263167953743,-0.03349049345156636
Cerebellum_6_L,0.5480085845574615,-0.05091801914671625,0.05027727818790352,0.39259878485503474,-0.19608968969398088,0.3572725716476494,0.525408717291216,0.10033128821116212,0.4786270114685538,0.13784755618097397,-0.025767892319414933,0.11326530144829744,0.001198020383741327,0.10231666441635437,-0.15002781103341564,0.19917954142030037,-0.22716097321360423,0.12178006294423034,-0.0010467444128336998,0.4026738510233281,0.12428294949683681,-0.11299259690418063,0.1249684765759777,0.4968540505231502,0.3793016959640338,-0.11622304887404074,0.3043129538253073,0.1367588993731625,-0.0017452441203023022,0.2422400477557943,0.37608369693783095,0.03061335090396246,0.2136486895963228,0.12809904896770963,0.4452890262944671,0.567742719368559,-0.10006859168343296,1.0,0.019737211670232097,0.07085675468206727
Cuneus_R,-0.13253702922811375,0.021134471738799888,0.00981738502140862,0.16796803229051843,0.09667704807785932,0.08731189536551366,-0.0294620587988819,0.7832164868585391,0.08856810972364086,0.36910175877594337,0.6340458859469293,0.1782534037838374,-0.048880417079614595,0.3463708359002578,0.30518421436043097,0.5394258164572042,0.10945595249369992,0.8121177968157566,0.4131471185508253,-0.12464456611531305,0.3606686744310232,0.49018760489844504,0.1544646956550888,0.17878015928271374,-0.041394992615843895,0.41337650043266755,0.470068036876365,0.3485121710275753,0.7197148232323244,0.3028865051815814,-0.05232639857623981,0.2244123359791686,0.32483728583559857,0.1506990467262358,0.3168316359956704,-0.07021238568876151,-0.10620263167953743,0.019737211670232097,1.0,0.2625982862267873
Thal_AV_L,0.14232392924869544,-0.08176302997207807,0.09305442710742043,0.4279836277649794,-0.09032980041967549,0.5123292189232274,0.3724317748119746,0.21948719826324217,0.19803019694903873,0.14392638398480742,0.33396735983181686,-0.09180367736198201,-0.1681981241795702,0.47114669599062914,0.14573741127666487,0.3921590067733749,0.3157848257634229,0.09293439873837889,0.28232801203970437,0.3744393850812697,0.5266708553978463,0.5126464437532106,0.6921588850962884,0.33282563800927734,0.44291687883973235,0.18282529627645924,0.2345300731603989,0.13370153416790329,0.013701238049782762,0.18193507656703026,0.14175798706801407,0.08156412836157734,0.5187265645012743,0.4235884262919328,0.5627598845658577,0.2628141404483376,-0.03349049345156636,0.07085675468206727,0.2625982862267873,1.0
