,Occipital_Mid_L,Thal_MDl_R,Parietal_Inf_R,Cerebellum_9_L,Rolandic_Oper_L,Temporal_Sup_R,Cuneus_R,Thal_VL_L,ACC_sub_L,Thal_VPL_L,VTA_R,Postcentral_R,Cerebellum_Crus2_L,Temporal_Pole_Sup_L,Frontal_Inf_Oper_L,Vermis_9,Cerebellum_3_R,Fusiform_L,Insula_R,SupraMarginal_R,Cerebellum_10_R,Thal_IL_L,ACC_sup_L,Amygdala_L,Rectus_L,Frontal_Sup_Medial_R,Cerebellum_Crus1_R,Temporal_Pole_Mid_R,Frontal_Sup_2_L,Thal_PuI_L,Olfactory_R,Parietal_Inf_L,Temporal_Pole_Sup_R,Angular_L,Occipital_Inf_L,Heschl_L,Thal_PuA_L,Putamen_R,Cerebellum_Crus1_L,ACC_sup_R,Thal_PuA_R,Calcarine_L,Thal_LGN_L,Temporal_Mid_R,SN_pr_R,Cerebellum_9_R,Thal_PuM_R,Frontal_Inf_Tri_L,Thal_VA_R,Cuneus_L,SN_pr_L,Vermis_4_5,Raphe_M,Cingulate_Post_L,Occipital_Mid_R,Parietal_Sup_L,Caudate_R,Calcarine_R,Thal_MDm_L,Pallidum_R,Temporal_Pole_Mid_L,OFCmed_R,OFCpost_L,Rolandic_Oper_R,Angular_R,Hippocampus_L,Thal_Re_L,Thal_PuI_R,Cingulate_Post_R,ParaHippocampal_R,Temporal_Inf_R,Occipital_Sup_R,Cingulate_Mid_R,Vermis_6,Cerebellum_6_R,Frontal_Sup_2_R,Supp_Motor_Area_L,Vermis_7,Paracentral_Lobule_L,Paracentral_Lobule_R
Occipital_Mid_L,1.0,0.04719906749425275,0.10428090848174866,-0.36137183040586845,0.4271339891412486,0.1182500977946429,0.5502863762609588,0.19071708936830722,0.18315804460984225,0.321395138042585,0.047792753150604966,0.15562003743945763,-0.14119043697101022,-0.04778785608222818,0.5389265403027789,-0.26158196643220266,0.2591109992320548,0.4586792386795728,-0.11478886030601136,0.17960418105190742,0.10526625804301946,0.11868790665493271,-0.18169879917257736,0.16085023958341665,0.16434500413492734,-0.21971533738396007,0.22792504673409697,-0.3291612492314823,-0.19559692906624418,0.28543085780417266,0.22723371892665717,0.29069931835413465,-0.164882583250929,0.6141948873946907,0.09460167130870137,0.5399458313630088,0.30294144626196096,0.04205735912509166,0.5215237616731293,-0.1958402260879957,0.14646107783677617,0.6602845982065881,0.3525653075181343,0.2678761842766011,-0.01221026946870595,0.2874678970757118,0.27806770981568857,0.2812656848757281,-0.0581689791331611,0.41656727722751125,-0.13871244743572064,0.7021684003122242,0.08648290129027227,0.35708300757463496,0.49047991978014227,0.24931800618640285,-0.01836847823846224,0.6261937376191219,0.2157732597145353,0.03987157012529845,0.07029373980509415,0.08951658352537928,-0.32920787251804506,-0.2879937524453454,0.4201142396568795,0.10273358928999858,0.07604074390258841,0.24699659874974347,0.37637478678969727,-0.16233378098834791,0.16055198452333047,0.5005518988908166,0.1578597376204349,-0.331751484563358,-0.2310247858062552,-0.10341313904622615,0.22173699501549335,-0.07010208206787924,0.22009020305114255,0.17281241110764642
Thal_MDl_R,0.04719906749425275,1.0,0.4631951252748332,0.21179723389993246,0.19065050878811451,0.3212446120946094,0.36540467179414854,0.054874135029434494,0.3046948294169928,0.3020026847889108,-0.2651047828803074,0.48009860847841607,0.24651024163105453,0.20892349299723464,0.12153384184930331,-0.106939451045275,0.47108799947808716,0.22334378688563464,0.21476554804605333,0.34430976105792066,-0.07745010543694351,0.28654555998760634,0.017125006186547304,-0.08064674939142215,0.044024542585651937,0.1873148806091165,0.22388026966145272,0.07966941489948422,0.3043720133084272,0.36081012596517437,0.16057887848538147,0.3380307936125108,0.2949171894446134,0.14423073647364212,-0.07434092464920125,0.11874128306132173,0.3721170500976714,0.18277769190072557,0.13881833430011487,-0.03141904035300267,0.5144205442936224,0.3207013509043209,0.2197594966389166,0.40491236766410316,0.30820952804521085,-0.061895111198875266,0.4604882497597865,0.19738609185102912,-0.15035409920327528,0.3307935742700616,-0.014968551497288396,0.36764418392859327,0.06706512055963937,0.2973655562154013,0.3081274121521704,0.3502217629150922,-0.0651113354158649,0.420429009790807,0.33841306380893477,-0.14187942779143553,0.15706951002191957,-0.05399347053242325,0.0818368997440311,0.22654174603956648,0.3501291230797828,0.20950614168835166,0.21054712590142186,0.2848071472505686,0.4315722129870452,0.24434329374953542,0.20557620278245614,0.31997251727888837,0.3246522066613675,-0.04263793857681952,0.0765369020917478,0.3896374841934237,0.4969153485028655,0.15550949733003488,0.5576532187469792,0.4144606356115982
Parietal_Inf_R,0.10428090848174866,0.4631951252748332,1.0,0.14085116075578472,0.36809902117010257,0.5763663801678501,0.4605657489740696,0.4619475687749216,0.1326350844362045,0.5448149169180684,0.06480248678506724,0.7101598357633289,0.11683939101615745,0.1326008137341292,0.3415811441995367,0.06051774265123026,0.5148400116020234,0.4100438209573711,0.4262839039012992,0.7537670619590044,-0.018105788993859548,0.4602175536399454,0.35763046452612174,-0.03292339424011869,0.12205949650059478,0.46149254570294085,0.13016931759890854,0.019218117002957138,0.5771892256215909,0.6046879351130713,0.24670943127118972,0.6934359539404802,0.20589796018718173,0.2437762326350629,-0.06642270348224719,0.37992576129262356,0.40918993785975843,0.44672527620620167,0.18723115821092537,0.18305491329247656,0.5114215667319749,0.5252367724189875,0.4813921614361769,0.4406450278743795,0.3594788534818844,0.08218282963202289,0.6189576018260683,0.5761041969185327,0.09514323954770629,0.5105286976365848,0.1609143781995694,0.5273779913517281,0.5174423221667295,0.5720720091479863,0.33565263979097215,0.6914445189675438,0.2886480875357546,0.5104567216226108,0.5251845451716813,0.17005188781322067,0.07921375693631921,0.10796000803763363,0.20850690006263647,0.34384219847836983,0.657276100380622,0.554476227181193,0.1726926207348252,0.4618345334760186,0.6595310313987525,0.34598602872334533,0.2319472255045199,0.45954112706145317,0.7075715692084306,0.06844632235172167,0.26375487117937596,0.6886051502744764,0.6897349813856011,0.2589334298227489,0.674533198463393,0.820784316580959
Cerebellum_9_L,-0.36137183040586845,0.21179723389993246,0.14085116075578472,1.0,-0.09143124306925704,0.2087918099603943,-0.08541173383388988,0.14707793363690103,-0.038059351376256385,0.1552901406118503,-0.007660352221051081,0.25206017086471083,0.11851064796043574,-0.03974281483499245,-0.261719317222297,0.18102793905632794,0.2094539797807031,-0.18749341004889358,0.2514445096985192,0.15997818783966986,-0.04908358910732591,0.16822628607261517,0.21786037803702035,-0.030514004841249758,-0.00438024857139733,0.27648712233127687,0.025558864821107096,0.21689870087180596,0.350123246094783,0.15629190448434474,-0.1492132221442166,0.04641918470023094,0.01314209353798152,-0.14576697637011032,0.11616731635028825,-0.035414175074190875,0.03395891204063499,0.16669716148612462,-0.30339331801981606,0.12469220661987708,0.30556202523437764,-0.19929629179487252,0.08101370294212991,0.1523037184064609,0.08115764510042182,-0.18942985485746733,0.2170901598070174,-0.12711125529100883,-0.0020120768751631054,-0.1261762824895914,0.0962877258946583,-0.16610398002030236,-0.004963388845304789,0.07709164244073008,-0.05726357404288997,0.1505260694432984,0.14231579163114452,-0.07497842589992551,0.1852532415140408,-0.07981295920698647,0.1015851020638082,0.022267811090276084,0.21861588858022735,0.2993688142185635,0.15155739788715142,0.09687046556211232,-0.07908569526349664,0.16048190164627008,0.06374305547535362,0.23470581696014078,0.1407657303382681,-0.058850094090958066,0.18403230677706647,0.09134167442021826,0.18737106737865825,0.337511657903288,0.2713657103715377,0.03399765055601029,0.1437133383029433,0.08966302377188184
Rolandic_Oper_L,0.4271339891412486,0.19065050878811451,0.36809902117010257,-0.09143124306925704,1.0,0.29552598262940843,0.1926504398780879,0.3893094022042843,0.0510726079188794,0.5236271433611716,0.08756859072615308,0.46746629018562436,-0.053700062640138026,0.16803436751294332,0.6615306821232211,-0.1584580663193677,0.2554648928407203,0.5408526286286172,0.44323769211495984,0.32480442693426287,-0.013060816851068219,0.5932727895097201,0.3255195659559276,-0.1282473473992074,0.059829506478775406,0.3976836237844758,-0.251053672112594,-0.14328883831454148,0.46057017441707077,0.6068587186281806,0.23145352968848545,0.236555131297291,0.233572327054639,0.08883377787015435,-0.01214653724696937,0.7009785619748937,0.40591185913682193,0.517617343414034,0.4006371082601809,0.44977188373284116,0.25652965116520093,0.40227826457010163,0.5157693612082282,-0.0011748103045125867,0.2168582851422313,0.22932688676846322,0.5592745475482908,0.6116072329767818,0.48606731783277013,0.22783002649352307,0.2879154789284096,0.5100927036922154,0.381322665077808,0.443754293498366,-0.05430575824826606,0.14602040916050973,0.40041605050527895,0.33922841838112605,0.45712951120456397,0.4638500999935223,0.10709042606585266,0.12767489157626555,-0.08319695169508366,0.04698356296524896,0.25805843922439475,0.5613779814115345,0.16509908157566577,0.5607290461802568,0.45268966567945823,0.40465994566562535,-0.026608355102329246,0.06964366715257425,0.47205391581036604,-0.02434033095652754,0.23137505469024092,0.4361819531047846,0.39719029818988694,-0.1561565173192432,0.5975736949416981,0.3793027103818858
Temporal_Sup_R,0.1182500977946429,0.3212446120946094,0.5763663801678501,0.2087918099603943,0.29552598262940843,1.0,0.18433182941641982,0.6551089692575454,0.02656929949325834,0.6869999436596531,0.17904042496666797,0.7897070441345994,0.21062239977018127,0.34041372768416356,0.212417289727881,-0.07836697544052088,0.7058474488561624,0.33852685742794497,0.5385208714283172,0.6832199319675165,0.2411189217365701,0.3722869157550024,0.42068227197530933,0.06540242618621787,0.13505890694760553,0.5457958921467995,0.20941703915955773,0.26716312257463576,0.5126378438223302,0.5732991172757572,0.19394977666508997,0.350831777916757,0.23198765125904908,0.17299480630966102,-0.026911384484588925,0.4750008780201932,0.5636057699903873,0.49587144153722856,0.05043418824115945,0.19199922123021995,0.6115271400564963,0.31285557161065836,0.5581685390085299,0.6622171455981793,0.381100994027225,-0.22369035350043404,0.6712289881380545,0.3358013834912555,0.020564383843230977,0.3487833364683139,0.22220340116766227,0.5840170460496006,0.4151691840836128,0.5647436501696416,0.27077137881807745,0.5256596792972916,0.4813056591671009,0.45887028277661057,0.6256675742393321,0.30433522847247085,0.11385376990002447,-0.13659261613312412,0.18295069574902117,0.5665261949348646,0.7366357550454564,0.45101696414210385,-0.04252995144625951,0.30451542624191424,0.6396252339454658,0.4468556402513181,0.5861794308077306,0.3185350777618949,0.8270149671480885,0.05823337827621792,0.31663000808284497,0.6442372099344609,0.6658044743152769,0.1877315741333513,0.6131583923977593,0.6457090912162037
Cuneus_R,0.5502863762609588,0.36540467179414854,0.4605657489740696,-0.08541173383388988,0.1926504398780879,0.18433182941641982,1.0,0.24796244305962628,0.18107917595807121,0.3317359590841492,-0.01933232447893371,0.3954678417113601,0.048841826539718664,0.06447279912217761,0.4131471185508253,0.023379923447855513,0.3918476404443482,0.4450976097458327,0.0369139309618586,0.4648176448773707,0.1782534037838374,0.1506990467262358,-0.12464456611531305,-0.014901119350406757,0.22706972634778919,0.008105784254602408,0.24138701928459189,-0.07798594076127817,0.13600271614005757,0.38662526458367646,0.29518483918843086,0.6239209378400151,0.15297528780864475,0.6747001565221961,-0.14464050330434983,0.4470167908836679,0.3149714457332309,0.1544646956550888,0.489173979117083,-0.2476158086795223,0.3029444951689814,0.7537157686291255,0.23490819318113876,0.30518421436043097,0.148434138420106,0.3485121710275753,0.3300188340454896,0.41977811702715545,-0.08911850332198616,0.7764685660322261,-0.07021238568876151,0.5834661128836043,0.3212623893344195,0.46146957613717793,0.7197148232323244,0.5821772716973989,-0.01598985201423135,0.7222528987160649,0.35397370998563243,-0.008047453755186592,0.1537166849326825,0.11326593722823407,-0.13220863684562947,-0.18411588623532932,0.5435777027577972,0.3168316359956704,0.2244123359791686,0.3463708359002578,0.49018760489844504,0.007475145185269202,0.145468059061127,0.8121177968157566,0.32483728583559857,-0.10903959339761309,0.019437456246464042,0.28500943740678186,0.5372786467176605,0.1999844061430314,0.4805373991635398,0.5240450062470019
Thal_VL_L,0.19071708936830722,0.054874135029434494,0.4619475687749216,0.14707793363690103,0.3893094022042843,0.6551089692575454,0.24796244305962628,1.0,-0.19820209886923187,0.788309460356127,0.4843474113490359,0.6539546880583319,-0.09364356231427848,0.322270907757646,0.444077778367483,0.033000771994002503,0.5988040654919948,0.4126556102293539,0.5269165823329767,0.5857784807173213,0.2899367012206099,0.567993130945783,0.6152815268446036,0.004342478774972974,0.11168262360506465,0.5016863304865248,-0.03296873179077923,0.1962753624790161,0.5701185627750045,0.5931961688863608,0.2036212585486301,0.4383861344567126,0.16960181235242874,0.23820716099364633,-0.002141061636770978,0.6924997206127648,0.5285456830406778,0.46235595779750066,0.199669796283316,0.2817667839050751,0.45428151757895446,0.42438316156180467,0.601325435023162,0.290375372523729,0.37404786148043784,0.047866533964177456,0.6387911548619883,0.5409266907127475,0.2489590485204835,0.3457417899952968,0.5199531506420623,0.4571780614058623,0.5794304887580654,0.6494766314513348,0.22235096212821853,0.4589523478717412,0.761355026689332,0.37530933332505284,0.8191727221007199,0.48852450177175033,0.19114397764191365,0.10757471438620986,0.20861205347192713,0.24222419910539061,0.5807531601219607,0.6259796285953095,-0.03224384038144982,0.4861706007570026,0.44630531110256594,0.460665279698204,0.252703380163085,0.35246546323530037,0.7698916777156447,0.07914582193806546,0.5478620936898949,0.6040607714253019,0.6337896639329518,0.22139268220013966,0.5377434234068968,0.5724472308301028
ACC_sub_L,0.18315804460984225,0.3046948294169928,0.1326350844362045,-0.038059351376256385,0.0510726079188794,0.02656929949325834,0.18107917595807121,-0.19820209886923187,1.0,0.011750048927677377,-0.1937914774454135,0.15214633313154355,0.13708644056790809,-0.20985586124028857,-0.05274856182616013,-0.223784674547467,0.011369250434258687,-0.0017842418478894143,-0.17594816079487216,0.14103829618078778,-0.2740514586784433,0.016767240422353415,-0.09128184546601478,0.1438556960367701,0.21066339706475792,-0.11844588197756808,0.2443683552166594,-0.29928998885503927,-0.03245914380203654,0.10650150429228342,-0.03244450624808868,0.17139284168286845,-0.10151047624155805,0.16835740858533654,0.08841272861476139,-0.10603116770246072,0.022674097275804217,-0.0916906809558656,0.02208916955286187,-0.22649452012164387,0.14358765363829123,0.19240586486578498,0.09324385275329929,0.27712243684999127,0.04493951092286774,-0.07577112538046665,0.10137166876509325,-0.032133642813365504,-0.19643746896797765,0.06690227724720105,-0.20113182517140338,0.2167612834298916,-0.09323568367341627,0.16650028446573073,0.11976566741883814,0.13706052074701205,-0.2723930863954281,0.2642010083493652,-0.03265028513941581,-0.3220057865155903,-0.12093298126359593,-0.06570588954454568,-0.1328026348287238,-0.04111633909582659,0.15078922172357032,-0.11150611026413158,0.09860603857514283,0.11024550476171721,0.273280858977281,-0.12803434469664352,0.019151865153150927,0.08638294491150846,0.036849764631747196,-0.06330816473465409,-0.30927101175685495,0.009124428904714333,0.1312737371041923,-0.16145497939563916,0.19069525699727194,0.13139682353567167
Thal_VPL_L,0.321395138042585,0.3020026847889108,0.5448149169180684,0.1552901406118503,0.5236271433611716,0.6869999436596531,0.3317359590841492,0.788309460356127,0.011750048927677377,1.0,0.2454028615721803,0.8221636537396989,-0.0026260403617868505,0.258857838168572,0.4700629847116715,-0.12111202634296124,0.6793158575074912,0.4167591467067099,0.48809621965862765,0.7431470009837856,0.13403440182264229,0.6174224682885247,0.5436984004399155,0.04864412760144912,0.22491484062073977,0.4842247911908975,0.09975767041112743,0.05404694459918257,0.6047593301575731,0.7732700010269798,0.19926930956433472,0.4793232314851267,0.14134931335088088,0.3264097207320267,0.010200181717319724,0.7328817907252339,0.5605171416773694,0.39344878161455865,0.2599735885840139,0.20955620318672358,0.5779197612028575,0.5876295421584239,0.7117214144242655,0.3835758444179257,0.4069581619588101,0.05263739637432785,0.8124855641451159,0.5204478018161245,0.10019750821873699,0.4199097083229449,0.39317174888937273,0.6258735346362384,0.47572954085537744,0.7831176155228059,0.2341401012642248,0.4795106742166059,0.6038661076607467,0.5836606300150234,0.760211811593533,0.2841561144990971,0.14854637148283292,-0.0013198537917033194,0.043197444498889105,0.28203964578594026,0.668773477275049,0.5590749703980312,0.03717382886684394,0.6295797773879898,0.6611692234034701,0.3113588328560679,0.1943168039938873,0.3878881331563442,0.7850488502456889,0.010550631767020239,0.3371377815096965,0.6628607927618253,0.7488563193618966,0.177918218519245,0.7132848983277872,0.6726153939078914
