,Lingual_L,Frontal_Inf_Oper_R,Supp_Motor_Area_L,Temporal_Mid_R,Occipital_Mid_L,Cerebellum_8_L,Thal_PuM_L,Thal_MDl_R,Thal_PuL_R,Temporal_Sup_R,Thal_VPL_R,Cerebellum_Crus1_R,Thal_PuM_R,Temporal_Mid_L,Cuneus_R,Raphe_D,N_Acc_R,Caudate_L,ACC_sub_R,OFCmed_L,Thal_AV_R,Rectus_L,Precuneus_L,Hippocampus_L,Paracentral_Lobule_L,Frontal_Sup_2_L,Frontal_Sup_Medial_L,ACC_sub_L,Temporal_Pole_Mid_R,Olfactory_L,Frontal_Mid_2_L,Thal_LGN_R,Vermis_4_5,Thal_PuI_L,Frontal_Inf_Orb_2_R
Thal_VPL_R,0.5042608589603399,0.5199006642298343,0.6289796951531638,0.4576189811339007,0.24631188715829982,0.39057342343548596,0.5173540272923591,0.5525114257100029,0.6215151070016953,0.5779309290275136,1.0,0.14654128531864727,0.8432174525930962,0.2819166343875863,0.3626148624393364,0.5830384508083607,0.04114138723288884,0.4442256139849297,-0.08294734971340693,0.0565746585741833,0.36440421588535743,0.06622569285146808,0.5845280810383048,0.46173912632278336,0.7824673832724492,0.5951189164999289,0.7203202668167292,0.210241926858726,-0.0299065353633117,0.20487071125802397,0.5311717989966401,0.5215622382052847,0.6078572992868978,0.6779635156939297,0.3150254889493399
Cerebellum_Crus1_R,0.2917361148058848,0.12344912025662622,0.13789742937501576,0.6353897074989231,0.22792504673409697,-0.28354840507055484,-0.027816235221873438,0.22388026966145272,0.11667193493136754,0.20941703915955773,0.14654128531864727,1.0,0.19740050378446755,0.22064228038301123,0.24138701928459189,-0.1922178580857988,-0.11365343133072987,-0.15929162028579313,-0.01705039969389653,-0.17109592920618916,-0.2011356305590741,0.06987664486386218,0.15893741644264256,-0.34028849359379904,-0.03717326685389292,-0.22079997986816932,-0.15950244635769115,0.2443683552166594,-0.03937734016458385,-0.31710852873240747,-0.11601933958539995,0.24197323604276327,0.2890928192367237,-0.041082579610302095,-0.1523198041514571
Thal_PuM_R,0.550074665711212,0.6247890130499055,0.7332538535168974,0.49457943840749324,0.27806770981568857,0.24934395222816527,0.6848494805553317,0.4604882497597865,0.5928724926621003,0.6712289881380545,0.8432174525930962,0.19740050378446755,1.0,0.23314924593734657,0.3300188340454896,0.6295907585339214,-0.08368536298123957,0.5400801423087488,-0.05101804061974122,-0.04297462178111445,0.27346230170431535,0.13862306840150412,0.6443888121182078,0.4921741714745798,0.7370478709637424,0.5849589572020863,0.654918458485327,0.10137166876509325,0.03721708394864077,0.047486288456862875,0.604237174080248,0.5377680046349825,0.64721092078629,0.7435945216148843,0.19264459389490565
Temporal_Mid_L,0.534971958831811,-0.020959776461198402,0.1688758243143267,0.1076798674148231,0.6573636402906754,0.17359854719468704,0.22745227226189682,0.05860766398928057,0.4235414150690491,-0.10575808508667132,0.2819166343875863,0.22064228038301123,0.23314924593734657,1.0,0.5075746485786975,0.11680057815162169,0.0955388211119746,-0.03727578628995744,-0.028659946117989683,-0.15217135168166498,0.19349784787203322,0.18099488053295126,0.3110808028698074,0.03074260517068443,0.19751944932161553,-0.07691969283892958,0.08805146679656718,0.21723722808234028,-0.48432083571022755,0.02679165090490654,0.14920846897481302,0.20853970381683334,0.4987051510030153,0.2318496594824349,-0.11419200806382822
Cuneus_R,0.5701736507090174,0.08388155594073228,0.5372786467176605,0.30518421436043097,0.5502863762609588,0.17878015928271374,0.5394258164572042,0.36540467179414854,0.3499453423538456,0.18433182941641982,0.3626148624393364,0.24138701928459189,0.3300188340454896,0.5075746485786975,1.0,0.22065136564493723,0.10359078703731313,0.08731189536551366,0.00981738502140862,-0.10662993933208045,0.0968457860129487,0.22706972634778919,0.651980212812106,0.3168316359956704,0.4805373991635398,0.13600271614005757,0.23026928862633345,0.18107917595807121,-0.07798594076127817,0.08775376101772654,0.2135013921870477,0.36910175877594337,0.5834661128836043,0.38662526458367646,-0.23334268087835222
Raphe_D,0.2706731923192833,0.5684296804210031,0.5589104099155757,0.07001067163741374,0.05974996862918692,0.5358696657126542,0.5408650515862843,0.27705213224420067,0.37809239050718363,0.4307713256763369,0.5830384508083607,-0.1922178580857988,0.6295907585339214,0.11680057815162169,0.22065136564493723,1.0,0.06832356016495775,0.7492807450245024,-0.01697367538587879,0.31991326819896565,0.43008728824624864,-0.04733277667427855,0.45409486390463194,0.7768805477378626,0.6659334949267094,0.6515175309439397,0.63839991003358,-0.10542870970540531,0.17246724351578976,0.1783526416372187,0.5947425063009465,0.3668173184614889,0.34194752079651447,0.6149615934328941,0.22941530061035442
N_Acc_R,-0.015482668758873573,-0.0010316947077494963,0.10485290995521286,0.0028309452405414636,0.05758633017058264,0.14945593387471096,-0.05263386683545048,0.06666468295355596,0.020877932543601003,-0.13965785102277778,0.04114138723288884,-0.11365343133072987,-0.08368536298123957,0.0955388211119746,0.10359078703731313,0.06832356016495775,1.0,0.06970359683791781,0.09214771822168426,0.16651554197939802,0.3983179022075723,0.26753585120116746,0.14563987301483206,0.16565683933404599,0.1756759738307673,0.14169398802383945,0.11188615233335603,0.12147779692298266,-0.2939192967572805,0.04760260992743144,0.11939888453944104,-0.0027412281660488098,-0.057528032771959066,0.07990520715345296,-0.18739421806160916
Caudate_L,0.25527133694538334,0.5532398483559559,0.49779360293690106,0.22381065151307022,0.056239025796640925,0.3483570444155669,0.515194848391174,0.09531108205166233,0.37842909078926734,0.5887972734219028,0.4442256139849297,-0.15929162028579313,0.5400801423087488,-0.03727578628995744,0.08731189536551366,0.7492807450245024,0.06970359683791781,1.0,-0.037716549669002813,0.3407611172464171,0.39877288172313663,-0.05442987111407965,0.4577317265804849,0.6995766765916877,0.5059742144117404,0.5820250841901703,0.5580835683605818,-0.2161852966506092,0.17556568284077695,0.015944260488681018,0.54181436059025,0.25254860363592574,0.33310550140603457,0.5626683837717289,0.2025739095461162
ACC_sub_R,-0.13190183793443844,0.04422693827134424,0.011885281717607884,-0.026608608849656535,-0.07092213707093308,0.0026638879506085773,-0.04601682927693092,-0.043630262152598985,-0.04723907129537318,-0.06947337844796367,-0.08294734971340693,-0.01705039969389653,-0.05101804061974122,-0.028659946117989683,0.00981738502140862,-0.01697367538587879,0.09214771822168426,-0.037716549669002813,1.0,0.19339264657366118,0.04610466699319476,-0.08573023472086609,-0.018915709867540754,0.045541252604173806,0.010362131609351987,0.03354468689927776,-0.04219845068942598,-0.052141068459013944,0.054949024393693514,0.03055572859284189,-0.012273960086820804,-0.1625229357336543,-0.12682742037189515,-0.04540792637148583,-0.16445575771528947
OFCmed_L,-0.33783055289243974,0.31030385341105876,-0.11133177678681559,-0.12065279641375708,-0.2890464891575942,0.4287361383933923,-0.21158632990597667,-0.06588655716313806,-0.010416358695331472,-0.030547578607051325,0.0565746585741833,-0.17109592920618916,-0.04297462178111445,-0.15217135168166498,-0.10662993933208045,0.31991326819896565,0.16651554197939802,0.3407611172464171,0.19339264657366118,1.0,0.3284812455667349,-0.30348912505117764,-0.18941705332860478,0.4297723046843188,0.03352908397034828,0.2501754858043166,0.16589715142618408,-0.19437277689257706,0.2891065434021914,0.33602631330559135,0.08058308986505297,-0.14539489168331646,-0.2576038113774779,-0.04803850332708592,0.17773942319505198
Thal_AV_R,0.03243472055797909,0.3414315508665579,0.39427145772296057,-0.03326235910196012,0.015581321723473174,0.4405020811506377,0.15518014288780468,0.10304200899204133,0.37612139845988335,0.12559386177038118,0.36440421588535743,-0.2011356305590741,0.27346230170431535,0.19349784787203322,0.0968457860129487,0.43008728824624864,0.3983179022075723,0.39877288172313663,0.04610466699319476,0.3284812455667349,1.0,0.202303770834362,0.2699586026142938,0.4604325709153853,0.4455368211793152,0.49145868187729125,0.4417904178005605,0.0840981643215623,-0.24782428114500474,0.19775673680510203,0.4960249352136712,0.05713283968367421,0.08334425389032499,0.4498369476272977,0.044646867618402995
Rectus_L,0.1859620116614252,0.04212014769865549,0.3163288090311332,0.1373078183673149,0.16434500413492734,-0.1389453475851235,0.26801121435753944,0.044024542585651937,0.10954882663532621,0.13505890694760553,0.06622569285146808,0.06987664486386218,0.13862306840150412,0.18099488053295126,0.22706972634778919,-0.04733277667427855,0.26753585120116746,-0.05442987111407965,-0.08573023472086609,-0.30348912505117764,0.202303770834362,1.0,0.3229800515627134,-0.014355858783927505,0.22542925152285612,0.05433591743238773,0.14108841261056712,0.21066339706475792,-0.12950676841994588,0.14944422440778315,0.27018591300954037,0.2174785010761684,0.19263015543665904,0.27458368652850834,-0.14502722968321669
Precuneus_L,0.7376505268642299,0.34554773594570637,0.8061037743769475,0.5346550651512232,0.5105953099015048,0.19645829170968487,0.8273425209597717,0.3993355928732731,0.5232392045694307,0.6681371578471231,0.5845280810383048,0.15893741644264256,0.6443888121182078,0.3110808028698074,0.651980212812106,0.45409486390463194,0.14563987301483206,0.4577317265804849,-0.018915709867540754,-0.18941705332860478,0.2699586026142938,0.3229800515627134,1.0,0.5941878886776822,0.7708827240177837,0.41754696751158354,0.4671044566261968,0.19807074674052919,-0.051919561260486476,0.052507272297627895,0.5115077276827633,0.46443690677533467,0.8124936283057064,0.6821842232373667,-0.20943243117977292
Hippocampus_L,0.2636554549854655,0.4709472329969713,0.571214766830144,0.027747817235319786,0.10273358928999858,0.5784046903034377,0.5959445912373176,0.20950614168835166,0.33502076568923306,0.45101696414210385,0.46173912632278336,-0.34028849359379904,0.4921741714745798,0.03074260517068443,0.3168316359956704,0.7768805477378626,0.16565683933404599,0.6995766765916877,0.045541252604173806,0.4297723046843188,0.4604325709153853,-0.014355858783927505,0.5941878886776822,1.0,0.672139818252863,0.6169314196601045,0.6043615638626441,-0.11150611026413158,0.17807389234913354,0.2892577622798746,0.5226262407716298,0.22767938558731057,0.3627721555630311,0.5896196006946262,-0.0068928160856980055
Paracentral_Lobule_L,0.520571391180682,0.49750887975772123,0.8119279453400805,0.32382121330915803,0.22009020305114255,0.5003265683592962,0.7213383338700071,0.5576532187469792,0.5381173140530523,0.6131583923977593,0.7824673832724492,-0.03717326685389292,0.7370478709637424,0.19751944932161553,0.4805373991635398,0.6659334949267094,0.1756759738307673,0.5059742144117404,0.010362131609351987,0.03352908397034828,0.4455368211793152,0.22542925152285612,0.7708827240177837,0.672139818252863,1.0,0.6858989755142384,0.7209584385840427,0.19069525699727194,0.036617632975642404,0.2922361941146028,0.6543558696702186,0.48736932393830273,0.6065937156757647,0.7222019875615867,0.02764865247874953
Frontal_Sup_2_L,0.05570704740188316,0.7456643457741464,0.5913577068921523,0.13839573352714693,-0.19559692906624418,0.5200477050964539,0.43150710134673537,0.3043720133084272,0.462636867096397,0.5126378438223302,0.5951189164999289,-0.22079997986816932,0.5849589572020863,-0.07691969283892958,0.13600271614005757,0.6515175309439397,0.14169398802383945,0.5820250841901703,0.03354468689927776,0.2501754858043166,0.49145868187729125,0.05433591743238773,0.41754696751158354,0.6169314196601045,0.6858989755142384,1.0,0.7499529189973262,-0.03245914380203654,0.09535294242509802,0.3029502720158437,0.8264826563372055,0.34864927585667643,0.16958537402115456,0.6315813124172094,0.3169000013262213
Frontal_Sup_Medial_L,0.23442553046863313,0.6079147437418482,0.629606018246774,0.19173754332294904,-0.008435340200402392,0.4676867174711463,0.48777400036149193,0.3383322296098021,0.4589055536181943,0.5589743725212014,0.7203202668167292,-0.15950244635769115,0.654918458485327,0.08805146679656718,0.23026928862633345,0.63839991003358,0.11188615233335603,0.5580835683605818,-0.04219845068942598,0.16589715142618408,0.4417904178005605,0.14108841261056712,0.4671044566261968,0.6043615638626441,0.7209584385840427,0.7499529189973262,1.0,-0.00200279486637456,0.1626968230055049,0.3609377206482789,0.6509004028895856,0.4224874297197484,0.33244081174936846,0.657693758068277,0.44370942506711913
ACC_sub_L,0.23191024104738053,-0.0776525774193428,0.1312737371041923,0.27712243684999127,0.18315804460984225,-0.05137418736648871,-0.010635255143067063,0.3046948294169928,0.12267691159677203,0.02656929949325834,0.210241926858726,0.2443683552166594,0.10137166876509325,0.21723722808234028,0.18107917595807121,-0.10542870970540531,0.12147779692298266,-0.2161852966506092,-0.052141068459013944,-0.19437277689257706,0.0840981643215623,0.21066339706475792,0.19807074674052919,-0.11150611026413158,0.19069525699727194,-0.03245914380203654,-0.00200279486637456,1.0,-0.29928998885503927,0.0056885487545049575,0.02311966957866961,0.06140876156513989,0.2167612834298916,0.10650150429228342,-0.1230852478419143
Temporal_Pole_Mid_R,-0.26295571837711035,0.16590426453409887,0.06762699421716163,-0.02101182956093814,-0.3291612492314823,-0.004931718664994057,0.11059931588586965,0.07966941489948422,-0.26370799760952257,0.26716312257463576,-0.0299065353633117,-0.03937734016458385,0.03721708394864077,-0.48432083571022755,-0.07798594076127817,0.17246724351578976,-0.2939192967572805,0.17556568284077695,0.054949024393693514,0.2891065434021914,-0.24782428114500474,-0.12950676841994588,-0.051919561260486476,0.17807389234913354,0.036617632975642404,0.09535294242509802,0.1626968230055049,-0.29928998885503927,1.0,0.1647891694221197,-0.07829587716440833,0.0910335256667681,-0.19336421525814373,-0.04436869667310506,0.23214889701554425
Olfactory_L,-0.040896818020937024,0.11121763638770718,0.056127364905948,-0.19642338318409752,-0.07982345570484412,0.3462903404285814,0.09836251497584841,0.0439483337150845,0.15969694835379158,0.08108248504596055,0.20487071125802397,-0.31710852873240747,0.047486288456862875,0.02679165090490654,0.08775376101772654,0.1783526416372187,0.04760260992743144,0.015944260488681018,0.03055572859284189,0.33602631330559135,0.19775673680510203,0.14944422440778315,0.052507272297627895,0.2892577622798746,0.2922361941146028,0.3029502720158437,0.3609377206482789,0.0056885487545049575,0.1647891694221197,1.0,0.23898147793788693,0.0242585397337503,-0.018556249058518895,0.13688294573621226,0.19507241994357935
Frontal_Mid_2_L,0.27055282663088004,0.7186646115281615,0.6505809780673271,0.206984898466023,0.026397749452431805,0.4193323692727559,0.5221868109166281,0.21287672728387322,0.5989835975768528,0.540076652668254,0.5311717989966401,-0.11601933958539995,0.604237174080248,0.14920846897481302,0.2135013921870477,0.5947425063009465,0.11939888453944104,0.54181436059025,-0.012273960086820804,0.08058308986505297,0.4960249352136712,0.27018591300954037,0.5115077276827633,0.5226262407716298,0.6543558696702186,0.8264826563372055,0.6509004028895856,0.02311966957866961,-0.07829587716440833,0.23898147793788693,1.0,0.4199758962548702,0.33715378926172757,0.6742131908969596,0.2237731126158316
Thal_LGN_R,0.4105052527651313,0.40464968592455547,0.5447720014478337,0.3610453964783969,0.24402880727501172,0.24278071462542575,0.48500420378182424,0.360104826650012,0.3029546830140499,0.4395279028609946,0.5215622382052847,0.24197323604276327,0.5377680046349825,0.20853970381683334,0.36910175877594337,0.3668173184614889,-0.0027412281660488098,0.25254860363592574,-0.1625229357336543,-0.14539489168331646,0.05713283968367421,0.2174785010761684,0.46443690677533467,0.22767938558731057,0.48736932393830273,0.34864927585667643,0.4224874297197484,0.06140876156513989,0.0910335256667681,0.0242585397337503,0.4199758962548702,1.0,0.4539141998855916,0.4510659974061326,0.1154834924463037
Vermis_4_5,0.9512439587743138,0.19400012458449828,0.5911463194523575,0.607944534477698,0.7021684003122242,0.09917094091800678,0.7043439565117894,0.36764418392859327,0.4902407631265777,0.5840170460496006,0.6078572992868978,0.2890928192367237,0.64721092078629,0.4987051510030153,0.5834661128836043,0.34194752079651447,-0.057528032771959066,0.33310550140603457,-0.12682742037189515,-0.2576038113774779,0.08334425389032499,0.19263015543665904,0.8124936283057064,0.3627721555630311,0.6065937156757647,0.16958537402115456,0.33244081174936846,0.2167612834298916,-0.19336421525814373,-0.018556249058518895,0.33715378926172757,0.4539141998855916,1.0,0.5679335431203683,-0.18350635372057855
Thal_PuI_L,0.4716293824628287,0.5005759436750669,0.7319369702260836,0.31372189919984833,0.28543085780417266,0.24062829651781925,0.7038693433719915,0.36081012596517437,0.5252900527380516,0.5732991172757572,0.6779635156939297,-0.041082579610302095,0.7435945216148843,0.2318496594824349,0.38662526458367646,0.6149615934328941,0.07990520715345296,0.5626683837717289,-0.04540792637148583,-0.04803850332708592,0.4498369476272977,0.27458368652850834,0.6821842232373667,0.5896196006946262,0.7222019875615867,0.6315813124172094,0.657693758068277,0.10650150429228342,-0.04436869667310506,0.13688294573621226,0.6742131908969596,0.4510659974061326,0.5679335431203683,1.0,0.10273308781493679
Frontal_Inf_Orb_2_R,-0.2444229369270183,0.31474134335640824,-0.09217434844744214,-0.05859066057878714,-0.2893267103295977,0.07086692229786239,-0.12383516989682035,0.04691827834047608,0.09892631040706777,0.14067813706144644,0.3150254889493399,-0.1523198041514571,0.19264459389490565,-0.11419200806382822,-0.23334268087835222,0.22941530061035442,-0.18739421806160916,0.2025739095461162,-0.16445575771528947,0.17773942319505198,0.044646867618402995,-0.14502722968321669,-0.20943243117977292,-0.0068928160856980055,0.02764865247874953,0.3169000013262213,0.44370942506711913,-0.1230852478419143,0.23214889701554425,0.19507241994357935,0.2237731126158316,0.1154834924463037,-0.18350635372057855,0.10273308781493679,1.0
