,Occipital_Inf_R,Occipital_Mid_L,Frontal_Inf_Tri_R,Precuneus_R,N_Acc_L,Amygdala_L,Caudate_L,Cerebellum_7b_L,Temporal_Sup_L,Frontal_Mid_2_R,Cerebellum_9_L,Cerebellum_9_R,Thal_MGN_R,OFCmed_R,Thal_AV_L,Paracentral_Lobule_L,SupraMarginal_L,Temporal_Mid_L,Thal_PuL_L,Frontal_Inf_Tri_L,Frontal_Sup_Medial_R,Frontal_Sup_Medial_L,Parietal_Inf_R,OFCpost_R,Postcentral_L,Putamen_L,Cerebellum_3_L,Pallidum_R,Thal_MGN_L,Thal_PuL_R,ParaHippocampal_L,Red_N_L,Rolandic_Oper_R,Frontal_Inf_Oper_R,Cerebellum_6_R
Cerebellum_9_L,0.5797940397410082,0.0810030844884218,0.2595292385386259,0.17954727348867217,-0.13450851608316258,-0.24645183969967885,0.05388989976653497,-0.3070864111269324,-0.1672166635591144,0.06562854729310451,1.0,0.24399956194940847,-0.03314135614013167,0.0433242235973755,-0.08054664828486081,0.1991932386555371,-0.008857450229882177,-0.1413673730111451,0.5119756044716047,0.029496108632888905,0.01775328893218127,0.15287251094655827,0.2946058407698944,-0.03418171221669868,0.13153354062168987,-0.20709286093616136,-0.3437728438718535,0.05898724006736356,0.0061857408350367805,0.05595794774147926,-0.064492101028925,0.09736881405553485,0.22029192861766553,0.35449717754436505,0.4364913214784902
Cerebellum_9_R,0.38425295705795437,0.5020046256638376,0.21842063147431856,0.603343824780567,0.008882063276107625,0.057413322623212665,0.04717851587788773,0.11486228212321536,0.03517545391067728,-0.009974325156473968,0.24399956194940847,1.0,0.08877277231288903,0.11102708109456347,-0.19344882486281198,0.5337186201905839,0.4719454976459654,0.3209119439962106,0.4383183585613763,-0.009812287666039523,-0.0540406622947746,-0.11096753998426985,0.3277559543789051,0.029600141703552983,0.4692771690481907,0.023156698317131873,0.2656393871138513,-0.002318195711347304,0.2384993246968528,0.2576724112673453,0.030993107612995768,0.4078714018225924,0.19182875972940933,0.43655348317958287,0.5793528586569064
Thal_MGN_R,-0.1361091837082777,-0.02732470065414482,0.13814552067480618,0.3142218876235692,0.17676817682588844,0.16956398183255378,0.25257220087503024,0.30575299408565676,0.27921972274158346,0.41057556263553163,-0.03314135614013167,0.08877277231288903,1.0,0.10272624024674842,0.26645150797380207,0.30616565521811123,0.26273372779667253,0.13956184717379405,0.1288616264568547,0.3080733511625188,0.4107941627941231,0.3115490666149861,0.24270345767400128,0.16030303097662252,0.31272145862926615,0.5527819719675352,0.4356794510010794,0.3043466108242425,0.2627882889679346,0.09601161059184352,0.5054213763093821,-0.037902059654048845,0.2037163548305589,0.17471239575079803,0.06356066502534219
OFCmed_R,-0.16246132514821268,0.19374603869762028,-0.38197901320112865,-0.10896709172016514,-0.355765186000972,-0.16779128162949533,-0.37951378318915824,0.03086276323230334,0.2733745474934276,0.0032479843785124794,0.0433242235973755,0.11102708109456347,0.10272624024674842,1.0,0.2666799870484437,-0.1839007785533799,-0.003203839749403419,0.2787774018272495,0.22186333327216215,0.13474686568520178,0.13630286178920983,0.12363943053534011,0.2715113305884537,-0.33696771476205956,-0.1641625664205108,-0.14664921191962116,0.19393271146385221,-0.26526465586412284,-0.06604177592029467,-0.10882013940358336,0.1372546192461042,0.16020515051672315,-0.30428685755099033,-0.2683735290291263,-0.1817656736120978
Thal_AV_L,-0.22968121955147125,-0.1516134670964607,-0.049663571951934424,-0.13113748138125284,-0.2587714526289891,-0.261878126409815,-0.01480357518701977,0.15585691430491053,0.07595487202995925,0.3085464034689158,-0.08054664828486081,-0.19344882486281198,0.26645150797380207,0.2666799870484437,1.0,-0.03272590360057749,0.027486528655300622,-0.05662280591972313,0.1422445297759884,0.09575032071503613,0.20638257986001032,0.23894814141667134,-0.007579416386775703,0.07901678440143907,0.0007386057594171824,0.09234691823262182,0.041181787097528795,0.023249901106521448,-0.1370290969342181,-0.4717445776592934,0.23898838271036787,-0.3912721378461463,0.10216734461535648,-0.10945784073552633,-0.170221275236927
Paracentral_Lobule_L,0.4435700016904032,0.1671065602466716,0.6600800073465224,0.852772853647075,0.2840372375490114,0.08831789995202186,0.3877925415371191,0.03261453212068649,-0.1865314725999716,0.306558990929156,0.1991932386555371,0.5337186201905839,0.30616565521811123,-0.1839007785533799,-0.03272590360057749,1.0,0.5490362358367622,-0.06631406261149118,0.28003197060123103,-0.01553750477562547,0.06344157185000883,-0.035194551349549595,0.3609830308421603,0.3893479570123309,0.7851078633338332,0.3824855101187809,0.2688211735709989,0.430129325002554,0.5617784149008651,0.3014898641726208,0.2354716887036561,0.1920929382567945,0.6006854071816081,0.7126568627616667,0.8089862039812499
SupraMarginal_L,0.11471171564951708,0.5901408220996668,0.12621251583145665,0.6904242426321633,0.027615593501334555,0.13682639657444728,0.22234013501903555,0.18148559249865764,0.48665830834441254,0.4361865339689469,-0.008857450229882177,0.4719454976459654,0.26273372779667253,-0.003203839749403419,0.027486528655300622,0.5490362358367622,1.0,0.6008710808803488,0.2913244509053282,0.5702541607048653,0.31574072708091533,0.2566267600173311,0.23624364740515652,0.19054199286955936,0.7288453819299846,0.27422727152790793,0.46764492696616883,0.01700570053512456,0.17747075221418326,0.3296244198320161,0.31454107892658417,0.3368896344510999,0.2717414793061913,0.3597276666929104,0.40296049318750676
Temporal_Mid_L,-0.23776018865228074,0.7283042242740867,-0.5434128660480174,0.2184368845067761,-0.21118174560284955,0.24169339153990832,-0.039249806535481484,0.284710664348728,0.826866324618415,0.12201117690935724,-0.1413673730111451,0.3209119439962106,0.13956184717379405,0.2787774018272495,-0.05662280591972313,-0.06631406261149118,0.6008710808803488,1.0,0.34160637670891375,0.6134403942319311,0.27346293237643987,0.2239014797531807,0.281501875404418,-0.4006792483813534,0.10669696575875086,0.014651962874761315,0.5264135677331924,-0.4199548332265513,-0.22924865781792636,0.24056194870293807,0.18251276506135766,0.6068079081990521,-0.4228837724942169,-0.21883244678295277,-0.14987140096867832
Thal_PuL_L,0.3904902883858298,0.45105777809003844,0.0020519921921296636,0.306075628029347,-0.36020027971052676,-0.20698549845342873,-0.08748433681414662,-0.16008352721768795,0.11428551212011885,0.04249523337127311,0.5119756044716047,0.4383183585613763,0.1288616264568547,0.22186333327216215,0.1422445297759884,0.28003197060123103,0.2913244509053282,0.34160637670891375,1.0,0.10535019785463806,-0.10165893251677431,-0.10635099057581417,0.46937271055781643,-0.30313906248906536,0.1924292084316901,-0.1664301572963892,-0.05781121996150245,-0.22535587716698818,-0.07363453208133774,-0.08347063242951384,-0.1504453556318618,0.3931678949412944,0.01368218861241726,0.3134459934109534,0.3758491929729217
Frontal_Inf_Tri_L,-0.28100780126426067,0.2493776638518315,-0.183975239616013,0.17613312798029818,0.007373258598006979,0.27178666817275976,0.3735315505390055,0.34397128085509454,0.8354201272712651,0.6924005166587734,0.029496108632888905,-0.009812287666039523,0.3080733511625188,0.13474686568520178,0.09575032071503613,-0.01553750477562547,0.5702541607048653,0.6134403942319311,0.10535019785463806,1.0,0.695530652078583,0.6807829803543752,0.1655793819414575,-0.12630512180430198,0.24709492118631912,0.3700518879084102,0.5057222617093137,0.0796759532196393,0.0231664086666927,0.2356010127871048,0.5751119159904059,0.2342946562950969,-0.024755687929658966,-0.0789736191665659,-0.2288945946745098
Frontal_Sup_Medial_R,-0.20344667696255878,-0.021137078788761903,0.07990190584315555,0.19158619649965583,0.13602007924427614,0.28337660145215204,0.5215556235586962,0.41165117773582754,0.6068622059195976,0.7690165033109413,0.01775328893218127,-0.0540406622947746,0.4107941627941231,0.13630286178920983,0.20638257986001032,0.06344157185000883,0.31574072708091533,0.27346293237643987,-0.10165893251677431,0.695530652078583,1.0,0.9044775428100335,0.05799941344449523,0.13360504165151205,0.3460501558436296,0.5501078176122842,0.5423711517286869,0.33919521222380294,0.1850707183554276,0.21303840654568298,0.7943863161289223,0.018989735251848376,0.21925460501423966,0.03196484502566132,-0.18695806926835193
Frontal_Sup_Medial_L,-0.11188176827910304,-0.018963932144967596,0.07281828538311577,0.11239909288291493,0.049008802424839015,0.15826333755372715,0.4480281561092972,0.3035273427003075,0.5315989791269341,0.7156028901048035,0.15287251094655827,-0.11096753998426985,0.3115490666149861,0.12363943053534011,0.23894814141667134,-0.035194551349549595,0.2566267600173311,0.2239014797531807,-0.10635099057581417,0.6807829803543752,0.9044775428100335,1.0,0.051303692140794346,0.16690238796985965,0.27986864397431777,0.41763969761288045,0.36938837656009643,0.25130306941642416,0.05743534473271625,0.17116825533515082,0.7056358178870484,-0.06731393812858427,0.18426682761788707,0.013513789815355481,-0.20249534744796877
Parietal_Inf_R,0.25260630993148264,0.4253605241815381,0.0743806658223639,0.5550301835507477,-0.02065356086131419,-0.07243864969095207,-0.08036750799094021,0.017737834477809244,0.135251826298433,0.11325512130498915,0.2946058407698944,0.3277559543789051,0.24270345767400128,0.2715113305884537,-0.007579416386775703,0.3609830308421603,0.23624364740515652,0.281501875404418,0.46937271055781643,0.1655793819414575,0.05799941344449523,0.051303692140794346,1.0,-0.09377177576418567,0.2784231061609277,0.0899744933439558,0.28369014330014003,-0.07482065050634516,0.2613502986530676,0.3372007366969149,0.16761700234523438,0.4115720065257647,0.018379429196520296,0.34027894686558086,0.32228235067891375
OFCpost_R,0.3650587777331371,-0.07533958875738932,0.6859767417875494,0.3705533848557755,0.34960064928538187,-0.19722108685572154,0.2020628302617827,-0.13514174645051785,-0.3625005871195422,0.20190043751834935,-0.03418171221669868,0.029600141703552983,0.16030303097662252,-0.33696771476205956,0.07901678440143907,0.3893479570123309,0.19054199286955936,-0.4006792483813534,-0.30313906248906536,-0.12630512180430198,0.13360504165151205,0.16690238796985965,-0.09377177576418567,1.0,0.5606328205769233,0.3120977028169145,-0.07481217896522163,0.3120851854557095,0.3575078555913049,0.21902457135003248,0.13897303602056862,-0.4463941511767741,0.7096621968143175,0.5535550640254079,0.45442608956893366
Postcentral_L,0.4538476757003466,0.3213178459278893,0.6464967429852652,0.8694616115774295,0.2716943946235005,0.09546722594142483,0.3919708179783383,0.12347648445866943,0.03278493558886135,0.4991134581573392,0.13153354062168987,0.4692771690481907,0.31272145862926615,-0.1641625664205108,0.0007386057594171824,0.7851078633338332,0.7288453819299846,0.10669696575875086,0.1924292084316901,0.24709492118631912,0.3460501558436296,0.27986864397431777,0.2784231061609277,0.5606328205769233,1.0,0.4787945826960409,0.37043624559993693,0.3786369981115168,0.5548268014740261,0.4373610941952174,0.3823424184145846,0.16575518072681586,0.6600369683616076,0.7521504135443007,0.6796473063556222
Putamen_L,-0.226617440216143,-0.22180639974347843,0.3660685997957972,0.4272670369268016,0.5012456855811789,0.44749951158821255,0.6165741666445684,0.5430241298836689,0.28305995018136304,0.6217683678173411,-0.20709286093616136,0.023156698317131873,0.5527819719675352,-0.14664921191962116,0.09234691823262182,0.3824855101187809,0.27422727152790793,0.014651962874761315,-0.1664301572963892,0.3700518879084102,0.5501078176122842,0.41763969761288045,0.0899744933439558,0.3120977028169145,0.4787945826960409,1.0,0.6177462002955999,0.722130924765163,0.4477701877808356,0.27946373011839715,0.7371016192782789,-0.09810571758390119,0.3668694472854579,0.2837553089452395,0.05162474112003315
Cerebellum_3_L,-0.4332045807118904,0.17534696048427384,-0.08034944524348986,0.4327124832309238,0.29934325692907426,0.5770572502155628,0.3561844872363494,0.7092091499783605,0.6097913150860563,0.4856338297972636,-0.3437728438718535,0.2656393871138513,0.4356794510010794,0.19393271146385221,0.041181787097528795,0.2688211735709989,0.46764492696616883,0.5264135677331924,-0.05781121996150245,0.5057222617093137,0.5423711517286869,0.36938837656009643,0.28369014330014003,-0.07481217896522163,0.37043624559993693,0.6177462002955999,1.0,0.3145282705090019,0.3642543158886977,0.34174376385438315,0.7132190544191929,0.35370677450047944,-0.004260506746201048,-0.011352318821987825,-0.08877453667200565
Pallidum_R,-0.05092680172205758,-0.5399267398752879,0.574070338375184,0.3133749200965844,0.517928413956446,0.443956996096326,0.6493575489261674,0.44995446799343686,-0.12366130468360194,0.521248171442901,0.05898724006736356,-0.002318195711347304,0.3043466108242425,-0.26526465586412284,0.023249901106521448,0.430129325002554,0.01700570053512456,-0.4199548332265513,-0.22535587716698818,0.0796759532196393,0.33919521222380294,0.25130306941642416,-0.07482065050634516,0.3120851854557095,0.3786369981115168,0.722130924765163,0.3145282705090019,1.0,0.5091983091225087,0.15410645339652207,0.561501424770812,-0.1921300685247232,0.531664583747507,0.3337037057509054,0.1961079044867747
Thal_MGN_L,0.20999441590473422,-0.1100079987326922,0.5626954764161065,0.538515116017753,0.47191753750359433,0.21117056687335337,0.34869508032561575,0.16017425922815226,-0.15492553946171608,0.36183631434757557,0.0061857408350367805,0.2384993246968528,0.2627882889679346,-0.06604177592029467,-0.1370290969342181,0.5617784149008651,0.17747075221418326,-0.22924865781792636,-0.07363453208133774,0.0231664086666927,0.1850707183554276,0.05743534473271625,0.2613502986530676,0.3575078555913049,0.5548268014740261,0.4477701877808356,0.3642543158886977,0.5091983091225087,1.0,0.36661383832237165,0.3500356603973123,0.11732643798319198,0.49759936181485814,0.47708820086381365,0.46474195814183505
Thal_PuL_R,0.2012799476275763,0.3709179927391607,0.22222042993370084,0.5113900342295707,0.3390770065629689,0.32512639105441526,0.24952928637284286,0.08955179030623353,0.17351868289769104,0.1426565776918678,0.05595794774147926,0.2576724112673453,0.09601161059184352,-0.10882013940358336,-0.4717445776592934,0.3014898641726208,0.3296244198320161,0.24056194870293807,-0.08347063242951384,0.2356010127871048,0.21303840654568298,0.17116825533515082,0.3372007366969149,0.21902457135003248,0.4373610941952174,0.27946373011839715,0.34174376385438315,0.15410645339652207,0.36661383832237165,1.0,0.21379708044291074,0.44173158891137926,0.14470871703928576,0.374877783401477,0.30052418982427226
ParaHippocampal_L,-0.3010699119142141,-0.14162494419703572,0.1600799281901436,0.30758018859119257,0.32835146865668186,0.4122919588783072,0.5541590817362786,0.5980377874725412,0.5186671013325209,0.7335692248883351,-0.064492101028925,0.030993107612995768,0.5054213763093821,0.1372546192461042,0.23898838271036787,0.2354716887036561,0.31454107892658417,0.18251276506135766,-0.1504453556318618,0.5751119159904059,0.7943863161289223,0.7056358178870484,0.16761700234523438,0.13897303602056862,0.3823424184145846,0.7371016192782789,0.7132190544191929,0.561501424770812,0.3500356603973123,0.21379708044291074,1.0,-0.04523888676285349,0.23910232666761186,0.10047348938155458,-0.10605933104308336
Red_N_L,0.09147452903455171,0.5512425735794284,-0.23067263628350518,0.3459129792502223,0.019480155261344615,0.42709553406567047,0.03437268351093011,0.1084061416899475,0.376212092004743,-0.027654315208855,0.09736881405553485,0.4078714018225924,-0.037902059654048845,0.16020515051672315,-0.3912721378461463,0.1920929382567945,0.3368896344510999,0.6068079081990521,0.3931678949412944,0.2342946562950969,0.018989735251848376,-0.06731393812858427,0.4115720065257647,-0.4463941511767741,0.16575518072681586,-0.09810571758390119,0.35370677450047944,-0.1921300685247232,0.11732643798319198,0.44173158891137926,-0.04523888676285349,1.0,-0.2677317130213876,0.0336146241559955,0.17405794737237792
Rolandic_Oper_R,0.4564170557514539,-0.10276428399539758,0.8906023977050397,0.5289799675245904,0.25297221292540534,-0.11968160528090294,0.4118205297924922,-0.0741469609314031,-0.29034082378399784,0.40039619451715736,0.22029192861766553,0.19182875972940933,0.2037163548305589,-0.30428685755099033,0.10216734461535648,0.6006854071816081,0.2717414793061913,-0.4228837724942169,0.01368218861241726,-0.024755687929658966,0.21925460501423966,0.18426682761788707,0.018379429196520296,0.7096621968143175,0.6600369683616076,0.3668694472854579,-0.004260506746201048,0.531664583747507,0.49759936181485814,0.14470871703928576,0.23910232666761186,-0.2677317130213876,1.0,0.7696543798052395,0.6048182996192947
Frontal_Inf_Oper_R,0.7146225799089396,0.237845069808572,0.8618440162059398,0.735729874170539,0.18710632986158587,-0.1303009050586946,0.31298773752355596,-0.18265983226679677,-0.3205185862365067,0.19238848215717183,0.35449717754436505,0.43655348317958287,0.17471239575079803,-0.2683735290291263,-0.10945784073552633,0.7126568627616667,0.3597276666929104,-0.21883244678295277,0.3134459934109534,-0.0789736191665659,0.03196484502566132,0.013513789815355481,0.34027894686558086,0.5535550640254079,0.7521504135443007,0.2837553089452395,-0.011352318821987825,0.3337037057509054,0.47708820086381365,0.374877783401477,0.10047348938155458,0.0336146241559955,0.7696543798052395,1.0,0.7666157862809387
Cerebellum_6_R,0.7421469632570373,0.28873816586116036,0.6692441328133852,0.7329265902378677,0.1840931480061734,-0.1678532497742747,0.13120988769738293,-0.2536720891560312,-0.3952134094638875,-0.004853604340729396,0.4364913214784902,0.5793528586569064,0.06356066502534219,-0.1817656736120978,-0.170221275236927,0.8089862039812499,0.40296049318750676,-0.14987140096867832,0.3758491929729217,-0.2288945946745098,-0.18695806926835193,-0.20249534744796877,0.32228235067891375,0.45442608956893366,0.6796473063556222,0.05162474112003315,-0.08877453667200565,0.1961079044867747,0.46474195814183505,0.30052418982427226,-0.10605933104308336,0.17405794737237792,0.6048182996192947,0.7666157862809387,1.0
