,Red_N_R,Cerebellum_6_L,Raphe_D,Frontal_Inf_Tri_R,Caudate_L,Thal_IL_L,Frontal_Inf_Orb_2_L,Frontal_Inf_Orb_2_R,Parietal_Sup_L,Temporal_Pole_Sup_R,Frontal_Sup_2_R,Cingulate_Post_R,Cerebellum_4_5_L,Cingulate_Post_L,Temporal_Mid_L,Thal_IL_R,Cerebellum_8_L,Thal_LGN_R,OFCant_L,LC_L,Angular_R,Heschl_R,Vermis_4_5,Thal_PuL_L,Olfactory_L,Hippocampus_R,Vermis_9,Temporal_Pole_Mid_R,Thal_LGN_L,Vermis_1_2,Parietal_Inf_R,Cerebellum_3_R,Insula_L,Thal_VPL_L,Hippocampus_L,Postcentral_R,Lingual_R,SN_pc_R,Thal_LP_L,Rectus_R,Thal_VL_L,Cuneus_R,Cerebellum_7b_L,Parietal_Sup_R,Heschl_L,Cerebellum_8_R,VTA_R,OFCant_R,SupraMarginal_R,Parietal_Inf_L,Frontal_Med_Orb_L,Vermis_6,ParaHippocampal_L,Supp_Motor_Area_L,Thal_VL_R,OFCpost_R,Cerebellum_4_5_R,OFClat_L,Cerebellum_Crus2_R,Rolandic_Oper_L,Frontal_Sup_2_L,Precentral_L,Thal_PuA_R,SupraMarginal_L,Pallidum_R,OFCmed_R,ACC_pre_R,Amygdala_L,ACC_pre_L,Fusiform_L,Putamen_L,Temporal_Sup_R,Occipital_Sup_L,Cingulate_Mid_R,Cerebellum_9_L,Thal_LP_R,Thal_PuM_R,OFClat_R,Thal_MDm_R,Temporal_Pole_Sup_L,Thal_MGN_R,Frontal_Mid_2_L,Temporal_Sup_L,Fusiform_R,Thal_Re_R,Thal_PuA_L,Precuneus_L,Cerebellum_6_R,Lingual_L,OFCmed_L
Red_N_R,1.0,0.5287506778842839,0.2536888684097578,0.32033873319048656,-0.014887726327430793,0.13626325617368018,0.12599590588705717,-0.08140243670839553,0.6074020423704665,0.6327924801326981,0.12941605930745612,0.25984098019783575,0.4446248142567806,0.14117068341666883,0.09990005416017123,0.4733704643784944,0.151356463312237,0.5659336914569538,0.17834658143363447,0.5899291583594545,0.6605965809130988,-0.05465544470795011,0.526269072236634,0.3625237251800349,-0.3138909650170227,0.25071955444527844,0.3984367773262432,0.18132998680663126,0.2683981284218181,0.4851033924854802,0.5438461517802867,0.2286263773000889,-0.029821862000429127,0.6629155679138192,0.21988787860244569,0.5648055814447731,0.677603824082463,0.5093305691257204,0.3163622050658056,-0.12209663352085372,0.08870341210478278,0.7021585474366026,-0.2904690488207911,0.605686666258842,0.16123964757745912,0.16515002328596737,0.015242488869773816,0.14882935290444635,0.5125930254575158,0.4914921776521447,-0.2078591599300807,0.5630483928886894,-0.1224572932437092,0.2880674272692191,0.023778616910325307,0.03363828210378012,0.38042862949480744,-0.051077272776498595,0.4403359882473358,-0.07321998799955177,0.06876331753173258,0.3796626868595074,0.22903345312996407,0.22188821991795535,-0.04719687655448404,0.010277821867066411,-0.3929185931407789,0.008195708771580783,-0.4615330059271748,0.42081966080144606,-0.10159926410854263,0.2743769625751449,0.619865068840966,0.41173509614756065,0.39990008405825905,0.024681718045979933,0.42768914233354693,0.059579376969504744,0.25738419831491066,0.28742925112357276,-0.0035874185945627603,0.19925472356749835,-0.11645070499968206,0.41685507146260664,-0.13648346281012957,0.4419299445343647,0.4984958167381127,0.5496450919015325,0.6811151346895834,0.040014301791364934
Cerebellum_6_L,0.5287506778842839,1.0,0.33648420870362095,0.008993689545002235,0.009239125760190961,0.5466375278897232,0.1007066622957692,-0.2511962406023286,0.5467333991487936,0.3225704252550534,0.2853463493403688,0.5431417528673079,0.6294147434793723,0.2975574815933418,0.522651151135429,0.4602687188005377,0.36630651811569304,0.4014229549041355,0.23396159700528055,0.3430130188849312,0.6724437278910023,-0.25605449648416334,0.7299982917904264,0.6257544140191296,-0.2580491921600092,0.11115166465492768,0.22989692536184383,0.40651821446441844,0.5017700893542527,0.5658262867261484,0.6154578701580946,0.12447516478249575,0.22822763043228347,0.6499247507125224,0.3601588363417728,0.5188787785005555,0.546433733174449,0.08471541849010783,0.6114487671284637,0.11737614124716216,0.20218342347337714,0.6765741276201725,-0.07600490434399364,0.6808667826523059,0.4261743324637866,0.3460839479409365,0.34638848742995504,0.4132922072579089,0.4217038219453894,0.530007768161667,0.0954923973525377,0.5703170045684425,0.09200942357322593,0.4583129164467809,0.22403300125572104,-0.12424345621446266,0.4997164039059201,0.018757037215314618,0.39287442587296173,0.2437276070270512,0.2663419880411552,0.42762775079340665,0.3169050495563633,0.5513616311641846,-0.1526298892871413,0.2766981137705629,-0.3595943957268008,-0.0415957872626765,-0.22344813712458084,0.72754046108945,-0.057544666116010126,-0.0467111131942402,0.6475748752173593,0.551861521294923,0.5247788179308863,0.25572986186081775,0.392840904888283,0.4628226082662989,0.1480347202832942,0.30950371444270247,0.17499052344698252,0.13888903492200994,0.3119736114335037,0.28073578748024774,-0.09976816608180578,0.5955134387247096,0.571456634993087,0.5699478836145915,0.7602340179498134,0.07016803950663582
Raphe_D,0.2536888684097578,0.33648420870362095,1.0,0.39682180538117057,0.5241542079400954,0.247740037032097,0.21170047362841535,0.28967916355920403,0.27467111937853284,0.20989481065385904,0.5851166301522466,0.44213348310623424,0.5388867794161714,0.42027648484739955,0.08517624169818461,0.4015834612805037,0.45285852764771306,0.5176710134388811,0.0010130705828879896,0.24592743461021088,0.22831012436620743,0.28685017803094626,0.47338156822999977,0.28138629378994945,-0.029111323762061422,0.5706727727044107,-0.07769316139078182,0.12394155421953751,0.4376714667717983,0.5506460142277547,0.23642753541959555,0.3932535849776331,0.2761957016637054,0.48984077533734316,0.6922852270011643,0.46715832553276865,0.47974933237255235,0.34974157636495845,0.2294123502215533,-0.018762745566696395,0.4572706572804782,0.18554986661608602,0.3061919720786677,0.19559372976567338,0.35097808980623785,0.31145420886366326,0.2886339445859893,0.06666407141446026,0.3299654903084109,0.3057338189868449,-0.07275632862867419,0.27431654973939235,0.4894645885558768,0.5436687630157391,0.46684573930954454,0.07601143939260661,0.6233989689509507,-0.0663781625779898,0.19600882181134574,0.25928350380542337,0.3759085718385262,0.6354997447096377,0.4164140684023369,0.2749634337912057,0.4760751037692318,-0.06843829924385392,0.07549463513805682,0.28076392586259197,-0.020412713544657207,0.42865824793118185,0.49866578970488157,0.3025577969109141,0.13239339708406414,0.522458026053763,0.3238609839918293,0.32338402651888193,0.40464729740178584,0.02602867445294806,0.33668890073389296,0.14889234995042153,0.3445474386868386,0.5860640595098923,0.19479522346616213,0.403778149605743,-0.0543387546231042,0.3704935489007102,0.4666385069312884,0.3325914129237665,0.4247260426027612,0.09741900645993885
Frontal_Inf_Tri_R,0.32033873319048656,0.008993689545002235,0.39682180538117057,1.0,0.46186998901210613,-0.14081514285995902,0.12802525075285756,0.8207099498742944,0.5269126968448367,0.35241478104582763,0.22617464853443947,0.1038987376868682,0.37805657193510545,0.28290359249268665,-0.5434128660480174,0.6521850777172621,0.2586651723858563,0.386926039736536,-0.4214652870380368,0.20751851980393818,0.3049026969808565,0.6055893425205331,0.42603299383356474,0.0020519921921296636,-0.204791121954959,0.6605848707071307,0.2612563395632414,-0.11721563684530871,0.026198415603472254,0.45460084975055076,0.0743806658223639,0.20867345115258013,-0.2860256737744326,0.25908075641162215,0.3722714065696653,0.6327398063496439,0.5496000315680176,0.65988206897015,0.04942972865476206,-0.4428292683335891,0.35055347387502883,0.28021490154985274,-0.12386475558801884,0.017858264864215677,-0.22613044934963827,-0.31578309284945,-0.0754930117173327,-0.6297024950283517,0.5216341021523963,0.4638674076774575,-0.6382340266083606,0.2801883368149711,0.1600799281901436,0.45123713316483405,0.5718847730920363,0.6859767417875494,0.4455838215234105,-0.21034894853807404,0.3308482702177357,-0.31926048869637885,-0.04341724991639123,0.6775536590316319,0.3931313506869206,0.12621251583145665,0.574070338375184,-0.38197901320112865,0.23064594661039273,-0.08952241383793046,-0.4099264257815045,0.007864200991054247,0.3660685997957972,0.9272676754572295,0.1172020532535414,0.23722197259839192,0.2595292385386259,0.39644019682290643,0.5102776730890858,-0.6055470716798367,0.38456492182639695,-0.24214819438599713,0.13814552067480618,0.7236471911276563,-0.4890152637906069,0.8587649860354115,0.2828132634483336,0.0755170368560967,0.5406068923317845,0.6692441328133852,0.12265556306598706,-0.2762237442008155
Caudate_L,-0.014887726327430793,0.009239125760190961,0.5241542079400954,0.46186998901210613,1.0,0.17247204436736696,0.18713898110295046,0.504846756538025,0.05217112743120173,-0.07435920946003861,0.598163790231336,0.23108565700960543,0.34971371417711183,0.30676401949834375,-0.039249806535481484,0.3184766995655317,0.07764584503059313,0.32377263467005724,-0.1165682906193124,0.13315835719644656,-0.159989303896975,0.5198116415042184,0.24659899708784375,-0.08748433681414662,0.25428182380198455,0.6638939883946086,-0.16346705201443223,-0.3474278371283762,0.3130214633976339,0.4530955663562612,-0.08036750799094021,0.3588775808515286,0.3742714847957562,0.24675191019069329,0.6372399263941892,0.28010585528218024,0.16963876385838547,0.3164794850913297,0.0024003175531511285,0.0489570373016266,0.7459941636141925,-0.1139100007931381,0.40263418469710854,-0.13887082792194272,0.2845043171796553,0.06424604948285319,0.042580030578092114,-0.046909252767673694,0.032045170245878295,0.17069144130128602,0.035384945562706153,0.02797292771376578,0.5541590817362786,0.4337747400544327,0.648860008569567,0.2020628302617827,0.4614460156904506,0.026960064440459786,-0.04216814371143896,0.32810940000995525,0.4256513758436118,0.5548222890224975,0.5450696256531277,0.22234013501903555,0.6493575489261674,-0.37951378318915824,0.3342626588528312,0.5116155828701255,0.2828223825408057,0.20180438944177734,0.6165741666445684,0.33825748330266814,-0.14803498250114794,0.3138784899076463,0.05388989976653497,0.14152009566163445,0.4857612222991058,-0.1436813808274968,0.5158620083568876,-0.20977778476554784,0.25257220087503024,0.6174927580921019,0.21090853354538144,0.36838236139938146,-0.1767108684591621,0.16656410034298424,0.30036816556256835,0.13120988769738293,0.08412818254385071,0.2540081610524009
Thal_IL_L,0.13626325617368018,0.5466375278897232,0.247740037032097,-0.14081514285995902,0.17247204436736696,1.0,0.07497781630219227,-0.2650381567995566,0.265672628713615,-0.20927429407002665,0.41677818302702563,0.5700048232113559,0.45125176213238966,0.24567143574733571,0.6666052208937676,0.3998198479237339,0.3767988414618812,0.31646719833772835,0.25891728952883153,0.2555870035597734,0.3323695041118227,-0.1502901907415675,0.43293558790558434,0.3336758919547759,0.0355962993818628,0.020538580525012683,-0.04388974164757935,0.1876924111509548,0.6379148091536011,0.2336677173566962,0.4218257729613935,0.23457863738148257,0.510367940603791,0.2752359575770748,0.38210411464178423,0.2991285410712554,0.32121451377603805,-0.13141978313652158,0.5619977168951511,0.413523935095377,0.24369898650352753,0.38337092968759595,0.26550694794069596,0.4483968961931376,0.44394295176559817,0.3891117864273638,0.3289879507740228,0.5691683395469167,0.14223181799425638,0.3832062110683328,0.45659817267420616,-0.008877358711003076,0.35614053458298756,0.4384331755465203,0.2963081134707956,-0.16152992227901067,0.3970233106542536,0.18967831213602546,0.13493065578708677,0.5109023474735102,0.4754622173651909,0.2833647460533257,0.14266402269856604,0.5711580005250493,-0.1940987856492473,0.3015233060476323,0.03850873800497388,-0.0031404312634854036,0.2519250136046096,0.6369029713124724,0.09136003593100657,-0.2810743031390662,0.5227359710456227,0.5577945357070626,0.07392598626825,0.1403126371835328,0.36971845936677683,0.6067200374483628,0.14520303418665592,-0.011474709003970202,0.11447577127153541,0.17099516798675843,0.6102742671329988,0.03319164941880453,0.044378897690270244,0.4377610462299308,0.30453244856863476,0.04783145942851671,0.5390627259581736,0.3401770125247262
Frontal_Inf_Orb_2_L,0.12599590588705717,0.1007066622957692,0.21170047362841535,0.12802525075285756,0.18713898110295046,0.07497781630219227,1.0,0.199423534547669,-0.14105244067741873,0.03899981950130194,0.37386846405759117,-0.05370575222260873,-0.0005876715029777793,-0.11948576005195033,-0.00955166619658442,0.2932661526024334,0.3651452331685385,0.2500213828583579,0.14931182752871996,0.316757564116952,0.13544315665575998,0.27877602482147723,-0.1348511338435345,0.01005435994406393,-0.15750236742917426,0.18263085157452102,0.4014410972191376,-0.04424972790562831,0.17119337697143353,-0.02700729246152168,0.1576377616869989,0.2898908004021611,0.4747993724272741,0.18034789508546165,0.1744326435644351,-0.009778250840224002,0.4037778478954456,0.34991561674094085,0.06860000540846166,0.1516401931166696,-0.1545721286923797,0.07418463520603333,-0.16574157063003417,0.04870764388447298,0.15704032985656838,0.17491849943833823,0.2524991018904812,0.020658525147691946,0.19688279446310994,-0.07067381818787395,0.21487771056913577,-0.039652657221228585,0.27862835181043527,0.12419570260700145,-0.003114144349293205,0.11913186182595754,0.1309948720483478,0.4582230585803457,0.26882522440785606,0.48482221246605756,0.5615952787151323,0.14133178316641423,-0.18401615757522286,-0.12105741458727985,0.09321899347008529,-0.021652672159840382,0.2671722474482874,-0.0646089609257091,0.25894778110847655,-0.06808914750303317,0.1906367792240513,0.18376860150265814,0.12549172527206148,0.28995604779512035,0.3454876501459783,0.1390982829667391,-0.006599620375536906,-0.042671920262818026,-0.012912598686943905,0.038515584118388,0.002589354791059628,0.34187920457860704,0.24754658064843177,0.1746377902863151,0.053279808778656235,-0.26369018771614644,-0.20170784811272355,-0.11248288619152065,0.40042955362359783,0.28645859154057685
Frontal_Inf_Orb_2_R,-0.08140243670839553,-0.2511962406023286,0.28967916355920403,0.8207099498742944,0.504846756538025,-0.2650381567995566,0.199423534547669,1.0,0.16956847822422844,0.08493448495160398,0.3007580414989666,-0.08073325800747427,0.1463581866248748,0.1865765798474229,-0.6001888763247858,0.42257811868512596,0.16526153107578884,0.132713150106294,-0.39331300612330905,-0.0010083357414144714,-0.11815712124697865,0.741521278740456,0.11590150650031332,-0.22774779897169484,-0.00010922630663882193,0.5978260455945928,0.1143227906729318,-0.2328206983629239,-0.1293035100124857,0.21609670925270327,-0.28164400163445436,0.1354436588752269,-0.19768229680729138,-0.07300550902193127,0.276429391945578,0.24788230898573532,0.26700487521796534,0.46746059418926506,-0.09161884877237368,-0.35799075351640236,0.2530210797773187,-0.14708474813362046,0.004062447372997667,-0.41512531936506125,-0.255845023669024,-0.45124442665520137,-0.046789639111264596,-0.6900225542063759,0.15660338607079619,0.23381474713947398,-0.4352284304276825,0.06667589264914543,0.2669264599636752,0.3348755143399789,0.45507078039421095,0.7267312551292313,0.2869491722694028,-0.08189515390680357,0.095028355400782,-0.21887151016297327,0.0782111424150217,0.5147575246973093,0.22037822557560008,0.005716528439598461,0.6333112464434196,-0.4163711684479814,0.4708367199218857,-0.025688219939661718,-0.10540572796858472,-0.24024455433303232,0.3967945855249992,0.805537794989732,-0.20584208635749182,0.04527827036221459,0.13617785734928717,0.37162048509185674,0.21597914438308388,-0.6617152358079966,0.22845102712173634,-0.2600052980332502,0.12819449485795803,0.598790645757327,-0.39595619910648555,0.6644739707367643,0.2987861950879376,-0.2022123535823819,0.21758607885709866,0.36313218314398044,-0.1654855210426961,-0.256357224858848
Parietal_Sup_L,0.6074020423704665,0.5467333991487936,0.27467111937853284,0.5269126968448367,0.05217112743120173,0.265672628713615,-0.14105244067741873,0.16956847822422844,1.0,0.48247930561851565,0.08798967604010982,0.529533553125773,0.642196377506141,0.42488031449248664,0.14104732398004954,0.5869764802857205,0.35150778406118377,0.38365430865803846,-0.2203875896457873,0.4031664040966462,0.7410095000867659,0.07860050195077681,0.791217032731977,0.3851214001835439,-0.22806917527656193,0.31677247776289996,0.19993864858401622,0.24718595485282688,0.39147110188307754,0.624486194538448,0.4995190972003482,0.15130317890286463,-0.21724788082449958,0.5579416194821413,0.3427968772765848,0.8128948969064353,0.6945467978098986,0.3676171699787085,0.3956784994359333,-0.26617270692179007,0.3378040986966828,0.8317988972838128,-0.13070450206373826,0.624273292636888,0.07309681271242507,0.08655645485820157,-0.08395724627828885,-0.12891773300267875,0.48731408312892993,0.9105384091452338,-0.45656145082593597,0.47561039813807326,-0.023563664906030405,0.5963762233939247,0.36383627857652684,0.421015594961605,0.5047995541662,-0.2697421822996444,0.5167784223473143,-0.32731785658432216,-0.060822222137098564,0.6126792161613221,0.4399051671864691,0.6154497259598208,0.0550815399823179,-0.13055932028644246,-0.32011113007038655,-0.1023579504015286,-0.6438783159580662,0.563014226992194,0.12621360045565716,0.4275802013545338,0.7410914556295456,0.4315232047159235,0.22467679018026182,0.23200236257214127,0.5806376203020469,-0.020229469717579832,0.3056444620364486,-0.008870481463887598,0.12653458828804476,0.3667012106739428,-0.18849690567021976,0.6776934842776431,0.09528791170564077,0.5968879606239955,0.8453663618074057,0.8210385560653288,0.5596870597956849,-0.20963601351312858
Temporal_Pole_Sup_R,0.6327924801326981,0.3225704252550534,0.20989481065385904,0.35241478104582763,-0.07435920946003861,-0.20927429407002665,0.03899981950130194,0.08493448495160398,0.48247930561851565,1.0,-0.005165862727552638,0.09473184157480792,0.2541527286849977,0.1846881361506897,-0.115004201932437,0.30231172228746506,0.12907998805588683,0.3907749925491046,0.05941330216861988,0.328949348387936,0.4085378033445611,0.00895143028953957,0.40361313322118186,0.17095696658181506,-0.3103073262841485,0.21397246279799037,0.23406136826081422,0.3273345933695175,-0.006623735915275602,0.4049961143492107,0.2225627464154568,0.06853939198821324,-0.2882327957584376,0.49022709116582236,0.12474038476048653,0.3748512688326203,0.5097509169947457,0.41930983716751224,0.038691662888284795,-0.4355414344875331,0.03315963273444432,0.4347660702228141,-0.21515451860224796,0.30119097974608683,-0.01903334989880029,-0.019048979370153762,0.023589816455160863,-0.15156571949167183,0.27811188476808224,0.34666890220743946,-0.4781044964407619,0.7202462661734991,-0.20420779520143384,0.0631061799521463,-0.09902630168117806,0.13065330292352773,0.230334055373294,-0.20948426136070092,0.39089752350069507,-0.3627521266588136,-0.16904426019154248,0.25239065149588275,0.13163046034522938,-0.0053722030752976725,0.07092120209260694,-0.06793594471968112,-0.4684636480504895,0.1223115313862608,-0.5786300848973599,0.2348147231962432,-0.053107899742005096,0.35083944204379564,0.2975862394792437,0.15012478896289141,0.36188762917184225,-0.011106078317806394,0.15320121435174433,-0.13803615728141,0.14537359132747937,0.5023794761342998,-0.10243490617198578,0.09305868895515837,-0.3518940268286331,0.3023599442497963,-0.15560743792289383,0.30485372828850427,0.37339931607127896,0.5898667933926197,0.36077984434668087,-0.28182632263536617
