,Raphe_D,Frontal_Inf_Oper_R,Temporal_Pole_Sup_L,Frontal_Inf_Orb_2_R,OFCant_R,OFClat_L,Thal_MDm_L,SN_pr_R,ACC_pre_R,Heschl_R,Cerebellum_6_L,Temporal_Inf_L,Thal_VPL_R,Thal_AV_R,Thal_VL_L,Cerebellum_7b_L,Amygdala_L,Cerebellum_4_5_L,Angular_R,Thal_PuL_R,SN_pc_R,OFCmed_R,Cerebellum_10_L,Cerebellum_3_R,Vermis_4_5,Thal_PuI_R,Cerebellum_Crus1_R,Thal_IL_L,Thal_LP_L,Cerebellum_9_R,Temporal_Pole_Mid_R,Vermis_8,Red_N_R,Cerebellum_4_5_R,Rolandic_Oper_L,Cuneus_L,Occipital_Sup_L,Frontal_Mid_2_R,Vermis_9,Cerebellum_8_R,LC_L,SupraMarginal_L,Frontal_Inf_Orb_2_L,Angular_L,Cerebellum_Crus2_L
Cerebellum_6_L,0.33648420870362095,0.30206560568610596,0.30950371444270247,-0.2511962406023286,0.4132922072579089,0.018757037215314618,-0.029611247584756896,0.09582781003798242,-0.3595943957268008,-0.25605449648416334,1.0,0.5497812926310088,0.4161031767222047,-0.15027992577481578,0.20218342347337714,-0.07600490434399364,-0.0415957872626765,0.6294147434793723,0.6724437278910023,0.3039927127857494,0.08471541849010783,0.2766981137705629,0.16113235667802406,0.12447516478249575,0.7299982917904264,0.18759934148254453,0.04429929514360701,0.5466375278897232,0.6114487671284637,0.5745521864852919,0.40651821446441844,0.20660103832154916,0.5287506778842839,0.4997164039059201,0.2437276070270512,0.7333766992128599,0.6475748752173593,0.12493914906941908,0.22989692536184383,0.3460839479409365,0.3430130188849312,0.5513616311641846,0.1007066622957692,0.6546005630779744,0.49493681652438537
Temporal_Inf_L,0.26133914915359835,-0.05416049370626331,0.18451823725169958,-0.36993896133574816,0.5540589243120967,0.05367931941084676,0.18144803963670358,-0.24030511811405855,-0.20113536899340068,-0.2264945285768527,0.5497812926310088,1.0,0.06529602626967808,0.18084357881153512,0.4338483721457813,0.49743032738995985,0.3323822381767944,0.6253257400184145,0.20558629871083084,0.20222949181883357,-0.3418721101193035,0.34740227796389983,-0.1252631885824687,0.26247790219097367,0.6142930197538007,-0.05999973457027704,-0.5703159153026562,0.6115135549010161,0.43813846981793075,0.523235353041613,0.3882892902781104,-0.13254997760239626,0.05100154643743052,0.4784301092006207,0.3249534347946495,0.22632388399397912,0.35196810316890403,0.24239720354140765,-0.44522950149690504,0.5729182689558037,0.17406453408411673,0.6581032511262066,-0.3002961944106353,0.5626321980861777,0.3919958895678182
Thal_VPL_R,0.48347742909276925,0.7670184248688935,-0.09817667160266416,0.39581720085612987,-0.1222082122759909,-0.0593800445745274,0.4666308356648463,0.4979089629412236,-0.05750580547221726,0.3954096661058315,0.4161031767222047,0.06529602626967808,1.0,0.19872816397224868,0.5543295495299828,-0.02169570587898023,0.15079136647539396,0.6402642505551193,0.5337800324330974,0.49622839439701877,0.6272663525112471,-0.238138006626894,-0.007278797418475078,0.417205521630291,0.6390246984357006,0.6195511129366539,0.4092171943567135,0.18575831035279303,0.3044866047979768,0.2962382140690901,-0.04002162177367511,0.3749354446095895,0.5716934448031609,0.6551261731816839,0.03607851010426878,0.3898411737683854,0.43124458063450766,0.37460430316980725,0.280496165379685,0.11069469208309335,0.4725210430817812,0.33960383968092545,0.22347378567765203,0.35639656721196367,0.14737225145198957
Thal_AV_R,0.30402279536074917,0.002860842069209126,0.151130244464917,0.3375749624904169,-0.019181974273123143,0.09420274841884242,0.6166989318811746,0.2923304359332509,0.23281130905334052,0.5498608436714406,-0.15027992577481578,0.18084357881153512,0.19872816397224868,1.0,0.427508677936332,0.5223193340312595,0.5160559357622395,0.3484668999652249,-0.2615535249729839,0.2100640927579298,0.051795370898846914,-0.11883376842497717,-0.0715385490744783,0.5022697152695947,0.1687256669281268,0.16108552282784022,-0.1374298256511455,-0.026585007309471307,-0.006504160278738667,-0.04785996059679417,0.02391925160244718,-0.21302651952784699,-0.11878446053245774,0.45731550129867804,0.17478893191652253,-0.429233343426133,-0.3369195848415138,0.5190729242019606,-0.3688960748017588,0.18521210460642487,0.08906152964029308,0.13284085483006922,-0.05539386519693654,-0.11293487669702375,-0.3154777115095653
Thal_VL_L,0.4572706572804782,0.35495699335934466,-0.21329906361059275,0.2530210797773187,0.05122305250540668,-0.16707028001303886,0.5997884506832577,0.27157263982407537,-0.07087385617286728,0.29754567111380104,0.20218342347337714,0.4338483721457813,0.5543295495299828,0.427508677936332,1.0,0.47347579261857553,0.5643242141466291,0.6004723646174386,0.07200542755711432,0.3785276446232735,0.22470666232162131,-0.31299135542726747,-0.26339342047685355,0.3479381633445433,0.5621994737629704,0.1443400911476697,-0.193851617648063,0.24369898650352753,0.044894565537478566,0.3180447809916975,-0.1796487091677143,0.1164149196429394,0.08870341210478278,0.5667675809039086,0.13109498456359953,-0.10578173810537515,0.05479071818693496,0.4622685510376576,-0.29739403867858083,0.29659058557250745,0.22029640078671062,0.4481957768367447,-0.1545721286923797,0.29471784494522046,-0.07100067304279405
Cerebellum_7b_L,0.3061919720786677,-0.18265983226679677,0.04803534202479551,0.004062447372997667,0.25473227128149134,0.045782734524112856,0.49690370227789427,0.08261439934782815,0.10451675259459506,0.25290726164250216,-0.07600490434399364,0.49743032738995985,-0.02169570587898023,0.5223193340312595,0.47347579261857553,1.0,0.6155445165032666,0.2980924581118054,-0.2228259928380901,0.08955179030623353,-0.249306727876654,0.03086276323230334,-0.07784417232309845,0.35313674780466786,0.11108335368982478,-0.0284902093251452,-0.5093870791741131,0.26550694794069596,0.014427756175441009,0.11486228212321536,0.010296203892853333,-0.27542730918892133,-0.2904690488207911,0.3449034899605403,0.3054198541947482,-0.3297059937247801,-0.2435760987542892,0.39413945411152124,-0.6918250555590297,0.42217097592557334,-0.11539377703233532,0.18148559249865764,-0.16574157063003417,0.000921005871898258,-0.2393072639474902
Amygdala_L,0.28076392586259197,-0.1303009050586946,0.20039325698690966,-0.025688219939661718,0.27706624352024,-0.006081487028775258,0.4600258689127131,0.04192297969518691,-0.1482845165447672,0.16929525176731422,-0.0415957872626765,0.3323822381767944,0.15079136647539396,0.5160559357622395,0.5643242141466291,0.6155445165032666,1.0,0.23201629709898194,-0.24577344664907627,0.32512639105441526,0.05225764380584043,-0.16779128162949533,-0.017731754308821193,0.3484267862957931,0.11679128506384885,0.08002936049395111,-0.3577388609845246,-0.0031404312634854036,-0.2211667594120819,0.057413322623212665,-0.08921325761442242,-0.14309973840659657,0.008195708771580783,0.2898917845100694,0.2775714937809687,-0.25737758415291173,-0.19820159394416323,0.29020454943402035,-0.4885649335601245,0.35128722690453557,0.11230566850378941,0.13682639657444728,-0.0646089609257091,-0.0023288750995719702,-0.2624106517778253
Cerebellum_4_5_L,0.5388867794161714,0.511072731842093,0.1317833946380147,0.1463581866248748,0.1557863832451137,0.055787499353931826,0.4857671028158256,0.30805638030259064,-0.10237484701164531,0.30842873625515943,0.6294147434793723,0.6253257400184145,0.6402642505551193,0.3484668999652249,0.6004723646174386,0.2980924581118054,0.23201629709898194,1.0,0.5634022322823973,0.4473111460725785,0.2709582503153226,0.10928421240851474,-0.15663831121120422,0.6325284370891606,0.9034601204407804,0.37214123046683334,-0.04560517812830224,0.45125176213238966,0.48240853964189956,0.46929139107125173,0.37227130266100855,0.10277526770068696,0.4446248142567806,0.9161803735932644,0.18970877017499285,0.34011969435274236,0.45872145167940415,0.48647654866794027,-0.06981578175887304,0.5054922556911774,0.5522200219959134,0.6364574698567078,-0.0005876715029777793,0.5906295500994264,0.35097319933046045
Angular_R,0.22831012436620743,0.615045498602456,0.062397267353173295,-0.11815712124697865,0.08204316641027809,-0.12505713005103264,-0.0837969165005568,0.14795348798160007,-0.3978680943095722,-0.10684208834162458,0.6724437278910023,0.20558629871083084,0.5337800324330974,-0.2615535249729839,0.07200542755711432,-0.2228259928380901,-0.24577344664907627,0.5634022322823973,1.0,0.38046469464952715,0.3618664652977132,0.13643206267359206,-0.10023381783038231,0.20007267712439533,0.6331367612534688,0.3335620018622174,0.27683555101032753,0.3323695041118227,0.4760995884441569,0.44909520548641607,0.32946684526351483,0.3741447026995612,0.6605965809130988,0.4376563664751253,-0.09406376716765129,0.7980415659709066,0.7413511967067341,-0.03403941482554752,0.3789131573420287,0.2919622342798465,0.4539556614825838,0.3231684937508766,0.13544315665575998,0.6211852734429366,0.5081471446668675
Thal_PuL_R,0.25713230774902646,0.374877783401477,0.1525739074973969,0.004994312619978125,0.18689845160029428,0.2586534401354156,0.22092093532467344,0.14417015080622764,-0.27246461977728303,0.24866658730418945,0.3039927127857494,0.20222949181883357,0.49622839439701877,0.2100640927579298,0.3785276446232735,0.08955179030623353,0.32512639105441526,0.4473111460725785,0.38046469464952715,1.0,0.3520758269212804,-0.10882013940358336,0.0993167143034816,0.45700844341305413,0.44132175546535235,0.1836344572268939,0.1477041087791925,0.18641761395916132,0.16535568544501547,0.2576724112673453,0.07468581880591557,0.09282170081463575,0.5375661938318294,0.46344867686589175,0.11821400790778329,0.39049395551870797,0.5197041470743083,0.1426565776918678,0.11189071623495415,0.21712217062065456,0.5379471214121277,0.3296244198320161,0.1509819326128954,0.40820694609426705,0.04732581804734468
SN_pc_R,0.34974157636495845,0.6409874365820405,-0.04006968014800076,0.46746059418926506,-0.28256881321274296,-0.1331153713291307,0.1684079279300752,0.5721297222250691,0.01718337795513799,0.3812689347888191,0.08471541849010783,-0.3418721101193035,0.6272663525112471,0.051795370898846914,0.22470666232162131,-0.249306727876654,0.05225764380584043,0.2709582503153226,0.3618664652977132,0.3520758269212804,1.0,-0.14978085359485407,-0.01289665684339692,0.29434992312873437,0.294232694032007,0.5594200747008231,0.604952808057605,-0.13141978313652158,0.0011839223290555662,0.03546736166464861,-0.07455361695855556,0.4113739881746013,0.5093305691257204,0.3616979007230197,-0.14551165577172154,0.1985925653023001,0.17697798289538208,0.1601858060644963,0.45004167234241454,-0.0694896033204497,0.4336521324041342,-0.0586310671780952,0.34991561674094085,0.024856215624258708,-0.057334303346580955
OFCmed_R,-0.06843829924385392,-0.2683735290291263,0.40941387565766657,-0.4163711684479814,0.47429012142035115,0.14600241711088893,-0.14749711410656804,-0.19381088196069002,-0.019944559188800188,-0.24647418931726273,0.2766981137705629,0.34740227796389983,-0.238138006626894,-0.11883376842497717,-0.31299135542726747,0.03086276323230334,-0.16779128162949533,0.10928421240851474,0.13643206267359206,-0.10882013940358336,-0.14978085359485407,1.0,0.19075202288441892,0.1667943941668935,0.07236003219569931,0.037230232561813806,-0.2364035896781886,0.3015233060476323,0.3407363798484964,0.11102708109456347,0.4623856652961272,-0.19172780818227034,0.010277821867066411,0.11347267331762899,0.23284711512589448,0.2542079365741159,0.12421831725591298,0.0032479843785124794,0.007964800409299705,0.3333224250857302,0.1296308473009214,-0.003203839749403419,-0.021652672159840382,0.04422954502699669,0.3007128351764405
Cerebellum_10_L,0.017885523453798364,-0.24792111228083813,0.200282935087091,-0.1295691147690103,0.36991262450798523,0.600294722420826,0.021403710298283633,0.05404066561993928,0.2830417750702747,0.024828584456748324,0.16113235667802406,-0.1252631885824687,-0.007278797418475078,-0.0715385490744783,-0.26339342047685355,-0.07784417232309845,-0.017731754308821193,-0.15663831121120422,-0.10023381783038231,0.0993167143034816,-0.01289665684339692,0.19075202288441892,1.0,0.21537808624318913,-0.26466486962855074,-0.05499446408664575,0.05144820758654723,0.26747406081119535,0.21191995816847803,-0.2944368266241235,-0.07464676773954104,-0.14347771172964405,-0.016291637594394646,0.006902801930578792,0.7230870831005287,0.23936888115896368,0.0890468837482979,0.26762743453674376,0.30220152602111366,0.054186916100484955,0.1474524511869077,-0.04876394679428774,0.6086815532142692,-0.14398069864627533,-0.028840224423835586
Cerebellum_3_R,0.3932535849776331,0.2130093474500875,0.22281115670828452,0.1354436588752269,0.20070295098818186,0.4040928511341012,0.5961783102659295,0.27786861198640117,0.19517669121530462,0.5914183602550132,0.12447516478249575,0.26247790219097367,0.417205521630291,0.5022697152695947,0.3479381633445433,0.35313674780466786,0.3484267862957931,0.6325284370891606,0.20007267712439533,0.45700844341305413,0.29434992312873437,0.1667943941668935,0.21537808624318913,1.0,0.3841197986539043,0.28924494601736606,-0.0567940142754461,0.23457863738148257,0.28971806714865705,-0.030755069476255593,0.26055135952998076,-0.17134467490270078,0.2286263773000889,0.7605639716461011,0.45538713464748953,0.0757661510510096,0.13176950001021523,0.6247789229926282,-0.09616331886197271,0.5529179667167378,0.5932705164686218,0.25394235541298477,0.2898908004021611,0.09738833028773536,0.07891925586712176
Vermis_4_5,0.47338156822999977,0.6160270676150695,0.13424478903595444,0.11590150650031332,0.09240636496609801,-0.10390427761523557,0.29125538506679993,0.26463771349762377,-0.2477628769385712,0.12744656647263145,0.7299982917904264,0.6142930197538007,0.6390246984357006,0.1687256669281268,0.5621994737629704,0.11108335368982478,0.11679128506384885,0.9034601204407804,0.6331367612534688,0.44132175546535235,0.294232694032007,0.07236003219569931,-0.26466486962855074,0.3841197986539043,1.0,0.37355339058807413,0.09201733725071388,0.43293558790558434,0.5236470865863533,0.6482491526827477,0.39346016956631896,0.22086590009795934,0.526269072236634,0.7886244683316943,-0.022282536670000505,0.44501344059404285,0.5802056679733312,0.2752249417076599,0.009681429802982165,0.3134016977214195,0.4790595368060553,0.663110531199069,-0.1348511338435345,0.6746250225820939,0.37754580807614274
Thal_PuI_R,0.23047683606488886,0.480450597515139,0.04683627822203636,0.3184775606280394,-0.2145561615611261,-0.0598340719309181,0.26374481845853903,0.39680390946544847,0.020227758179501648,0.3157262953091732,0.18759934148254453,-0.05999973457027704,0.6195511129366539,0.16108552282784022,0.1443400911476697,-0.0284902093251452,0.08002936049395111,0.37214123046683334,0.3335620018622174,0.1836344572268939,0.5594200747008231,0.037230232561813806,-0.05499446408664575,0.28924494601736606,0.37355339058807413,1.0,0.3077210862909135,-0.053188168857320764,0.3023379809192546,0.1441724205340345,0.022956280280913684,0.22048166006755648,0.3977944039609147,0.41996469662224556,-0.10185831622949958,0.16837911774829367,0.1580306257919269,0.14592178500408437,0.21056344300371013,-0.10306772412383867,0.2724673652343392,0.038389824564071535,0.08546713856025841,0.05273979968777149,-0.02244902818737852
Cerebellum_Crus1_R,0.12855806051193588,0.618698405668369,0.028207058945239644,0.5765586092981959,-0.49578299272873566,-0.11703845924460725,-0.05718727657156805,0.4903217135343216,0.0695064373259773,0.3116042459189879,0.04429929514360701,-0.5703159153026562,0.4092171943567135,-0.1374298256511455,-0.193851617648063,-0.5093870791741131,-0.3577388609845246,-0.04560517812830224,0.27683555101032753,0.1477041087791925,0.604952808057605,-0.2364035896781886,0.05144820758654723,-0.0567940142754461,0.09201733725071388,0.3077210862909135,1.0,-0.2516296307274748,0.03160201899322634,0.07379472389721949,-0.021836779665404104,0.3009651814494578,0.37335492545930754,0.06177398005930017,-0.3438378332212977,0.23931013776649437,0.2338441209574129,-0.03812254838161026,0.6129380982801254,-0.4571065511944408,0.16790652318834534,-0.11544119662802944,0.3766430452072994,0.022210160305063713,-0.029910333303566742
Thal_IL_L,0.247740037032097,0.0965444576300246,-0.011474709003970202,-0.2650381567995566,0.5691683395469167,0.18967831213602546,0.04535184871205058,-0.09008325648223046,0.03850873800497388,-0.1502901907415675,0.5466375278897232,0.6115135549010161,0.18575831035279303,-0.026585007309471307,0.24369898650352753,0.26550694794069596,-0.0031404312634854036,0.45125176213238966,0.3323695041118227,0.18641761395916132,-0.13141978313652158,0.3015233060476323,0.26747406081119535,0.23457863738148257,0.43293558790558434,-0.053188168857320764,-0.2516296307274748,1.0,0.5619977168951511,0.3675653918123522,0.1876924111509548,0.06824852444788616,0.13626325617368018,0.3970233106542536,0.5109023474735102,0.46555255201615536,0.5227359710456227,0.3690716641900197,-0.04388974164757935,0.3891117864273638,0.2555870035597734,0.5711580005250493,0.07497781630219227,0.538502992613841,0.36756937522155725
Thal_LP_L,0.2294123502215533,0.22211150090651838,0.17834205656453447,-0.09161884877237368,0.3248688330961894,0.13927005329467404,-0.018332371448449628,0.06010785056147569,0.0647425380622026,-0.01058696790478538,0.6114487671284637,0.43813846981793075,0.3044866047979768,-0.006504160278738667,0.044894565537478566,0.014427756175441009,-0.2211667594120819,0.48240853964189956,0.4760995884441569,0.16535568544501547,0.0011839223290555662,0.3407363798484964,0.21191995816847803,0.28971806714865705,0.5236470865863533,0.3023379809192546,0.03160201899322634,0.5619977168951511,1.0,0.3550571283203909,0.3519423108828955,0.08798402731175162,0.3163622050658056,0.4725860272211611,0.25802471833421436,0.5076490432532158,0.506473813358204,0.3116516958704163,0.12409967006246461,0.20339511347289865,0.31342308521249324,0.4342336049017467,0.06860000540846166,0.4727007248043405,0.38779232757815807
Cerebellum_9_R,0.2723699006591296,0.43655348317958287,0.16858762005751404,-0.041696852293259416,0.15570075779586762,-0.33809466323519427,0.07309848415486224,0.1373256245619677,-0.354458746801292,-0.14910485134067974,0.5745521864852919,0.523235353041613,0.2962382140690901,-0.04785996059679417,0.3180447809916975,0.11486228212321536,0.057413322623212665,0.46929139107125173,0.44909520548641607,0.2576724112673453,0.03546736166464861,0.11102708109456347,-0.2944368266241235,-0.030755069476255593,0.6482491526827477,0.1441724205340345,0.07379472389721949,0.3675653918123522,0.3550571283203909,1.0,0.3014122736147065,0.19731884920374732,0.345693333331562,0.3528646347762314,-0.15371046842240288,0.39550672949580656,0.4748114351450272,-0.009974325156473968,-0.06998942616789303,0.10799738062558097,0.061918886714450026,0.4719454976459654,-0.29880245906105657,0.5473765110686435,0.24883931707870205
Temporal_Pole_Mid_R,0.12394155421953751,-0.006696241758134955,0.5948182158109598,-0.2328206983629239,0.2216771935777341,0.0573032729243694,-0.022359302703835637,-0.09389270961399816,-0.1736532814756087,-0.08577591350087316,0.40651821446441844,0.3882892902781104,-0.04002162177367511,0.02391925160244718,-0.1796487091677143,0.010296203892853333,-0.08921325761442242,0.37227130266100855,0.32946684526351483,0.07468581880591557,-0.07455361695855556,0.4623856652961272,-0.07464676773954104,0.26055135952998076,0.39346016956631896,0.022956280280913684,-0.021836779665404104,0.1876924111509548,0.3519423108828955,0.3014122736147065,1.0,-0.18912805712353908,0.18132998680663126,0.3077382725312529,-0.06961770320009229,0.29087482410973675,0.22406769287655848,-0.019042408657188398,-0.05101102485487173,0.3983335007287339,0.29517621230387026,0.12461109391651622,-0.04424972790562831,0.21870373918732786,0.4340705822067955
