,Thal_VL_R,Occipital_Mid_L,Rectus_R,Lingual_L,Frontal_Sup_Medial_L,Lingual_R,N_Acc_R,Vermis_10,Thal_Re_R,Fusiform_L,LC_L,OFClat_R,Cerebellum_Crus2_L,Vermis_9,Raphe_M,Thal_MGN_R,Thal_MDm_L,ACC_pre_L,Parietal_Sup_L,Amygdala_L,Frontal_Inf_Tri_R,Temporal_Inf_L,Frontal_Inf_Oper_L,Frontal_Med_Orb_R,Vermis_8,Frontal_Inf_Orb_2_R,Calcarine_R,Thal_LP_L,Thal_MDl_L,Thal_MDl_R,Frontal_Mid_2_L,Cerebellum_9_L,Thal_VPL_R,SupraMarginal_L,Frontal_Sup_2_L,SN_pc_L,Frontal_Inf_Orb_2_L,OFCant_L,Cerebellum_Crus2_R,Temporal_Inf_R,Vermis_6,Temporal_Mid_L,Vermis_1_2,Occipital_Inf_L,Temporal_Pole_Sup_R,ParaHippocampal_R,Cerebellum_8_R,Occipital_Sup_L,Temporal_Sup_L,Precuneus_R,Cerebellum_4_5_R,SN_pr_L,OFCpost_L,N_Acc_L,Thal_MGN_L,Supp_Motor_Area_R,Thal_LGN_R,Occipital_Mid_R,Cingulate_Mid_R,Cingulate_Post_R,OFCmed_R,Rectus_L,Temporal_Sup_R,Thal_PuM_R,Thal_PuA_L,Amygdala_R,Vermis_7,Temporal_Pole_Mid_L,Precentral_L,Postcentral_L,ACC_sup_L,Thal_PuL_L,Thal_VL_L,Postcentral_R,Thal_VPL_L,OFCpost_R,Frontal_Inf_Tri_L,Thal_IL_R,Fusiform_R,Thal_AV_R,Paracentral_Lobule_L,ACC_sub_L,Temporal_Pole_Sup_L,Olfactory_L,Thal_PuA_R,Thal_AV_L,Occipital_Inf_R,Cerebellum_3_L,VTA_L,Cingulate_Mid_L,Cerebellum_9_R,Frontal_Sup_2_R,Temporal_Mid_R,Pallidum_L,ACC_sup_R,Cerebellum_7b_L,Insula_L,OFCmed_L,SupraMarginal_R,Cerebellum_4_5_L,Parietal_Sup_R,Cerebellum_6_L,Frontal_Mid_2_R,ACC_sub_R,Paracentral_Lobule_R,Cerebellum_Crus1_R,OFClat_L,Rolandic_Oper_R,Cerebellum_10_R,Parietal_Inf_R,Occipital_Sup_R,Cingulate_Post_L,Frontal_Inf_Oper_R,Thal_MDm_R,VTA_R,Thal_PuM_L,Vermis_4_5,Red_N_L,Angular_R,Hippocampus_R,Frontal_Med_Orb_L,Thal_VA_L,Heschl_L,Putamen_R,Cuneus_R
Thal_VL_R,1.0,-0.07180096377893229,-0.06682328623924012,0.16660275439434508,0.1926085432244971,0.25599252973104697,0.23291181789937393,-0.16117444125967045,0.2083985864888322,0.3594932154382542,0.18337473208212077,-0.12681319698318558,-0.033401652205296936,-0.06834005287315437,0.3422731181091002,0.3725815725272245,0.5982794720822808,-0.05865306573339285,0.36383627857652684,0.10738285421516752,0.5718847730920363,0.2707138374752008,0.28473051436901886,-0.24541076743486384,0.12418611409174365,0.45507078039421095,0.23172065606177078,0.18374144480279522,0.6556862396352188,0.5295657266566853,0.6357374395818953,0.07327586685122296,0.571085435862556,0.41030846349504446,0.18107425610096387,0.201053304097567,-0.003114144349293205,-0.3232685810252507,0.1576840816974962,0.29755675104104967,0.01547717115567654,-0.056661013152941225,0.5819215019641064,0.08693733494949489,-0.09902630168117806,0.5676152552335793,0.1846517642101342,0.04111844485994537,0.0779766531060889,0.5675371513121747,0.6158841912103834,0.37695417853408575,0.06329176015925321,0.23010495280349993,0.44407309835321745,0.6051494403086964,0.28415193533473604,-0.013685689151529639,0.4939689731844305,0.4242209603801852,-0.2087771583635662,-0.1645164523835778,0.4586569405139802,0.6622364900627019,0.33830081144807184,0.3212474340883861,0.14373805225136893,0.002238728497288333,0.6850292059913093,0.5654750473183388,0.36990482483965403,0.1793760078703914,0.7759471112447236,0.6118909833900337,0.34797061618099073,0.32276443812566175,0.2609829169210524,0.46274164630211895,0.5971735751394924,0.3147557525174014,0.6493326134633062,-0.2861316069196872,-0.33470704511699034,0.07898425209259421,0.7327188630696921,0.16135430170977066,0.0450963746065689,0.3547329261512298,0.19303326232392248,0.5883580573901765,0.2756408824565226,0.43216575518781886,0.22147790136377576,0.35610101188425175,0.5772269883605935,0.2909823493534733,0.15120589864363596,0.025117988180875156,0.41532746934465864,0.62090480593835,0.15910045851711965,0.22403300125572104,0.5622006568896084,-0.15352353301147728,0.6953752666953383,0.0212175947970594,-0.13381350671468087,0.6029486624507638,0.3568237836825074,0.21473127016325888,0.14880961074036198,0.4575800299927907,0.5326946732208607,0.5331569636103302,-0.010213889765753994,0.5701537081075551,0.568769976513834,-0.08638188360298107,0.2064725069677705,0.6300757906285773,-0.25628848634188645,0.7581340172871792,0.21258179430452442,0.5367660989708412,0.16490367115671084
Occipital_Mid_L,-0.07180096377893229,1.0,0.18563714261255898,0.6604854587961687,-0.018963932144967596,0.49248969328646225,-0.15149900012910816,0.6509729596470992,-0.1094206157389006,0.608522363423228,0.29435421748404234,0.5305419798959963,0.5480433717119851,0.18193149664774425,-0.07176746188098507,-0.02732470065414482,-0.3059316800652739,-0.1539325218849267,0.5641217854514345,-0.11509717594857628,-0.137787581420869,0.5121120547313047,0.21874381465932982,0.27384731820149044,0.20428324431161685,-0.39395889260094463,0.593108106868584,0.45740689958865893,0.14091721756725,-0.1895643889754953,-0.10432370709769792,0.0810030844884218,0.18896145732574796,0.5901408220996668,0.12736040197076223,0.4533844485206331,-0.02060470194891443,0.18360153451601927,0.3306244174889664,-0.22098423890551633,0.21168905941139823,0.7283042242740867,0.18569386470813265,0.5675091155086295,0.175594277157122,-0.036732282286660686,0.18330303437565756,0.8811101717512034,0.3691318683287818,0.44489447758837447,0.14585280875886264,0.09260360499875951,0.09022227090330472,-0.28579937685167145,-0.1100079987326922,0.08535040542040576,0.0986807966103375,0.6080007069867653,0.3125511078156904,0.5255802782220745,0.19374603869762028,0.1443441165723225,-0.2866405354998344,0.1866710526636568,0.45888648882664695,-0.5496714118994184,-0.10439112419352924,0.2896479783246494,0.09143271812360743,0.3213178459278893,0.19810969525054586,0.45105777809003844,0.020842247108222526,0.2463825380988541,0.41295887556063193,-0.07533958875738932,0.2493776638518315,0.3133203472556462,0.037586339891439335,-0.36482114177301833,0.1671065602466716,0.22715826385514656,0.05108358646577549,-0.1431834297127631,0.09330924337584497,-0.1516134670964607,0.3099683460958101,0.17534696048427384,-0.02269682365120679,0.30021425100725374,0.5020046256638376,-0.028019558079098953,-0.004219320133855015,-0.14907942047609216,-0.07389809198844605,-0.12772958969026962,0.17350953216395226,0.18920316365354073,0.07042879040533226,0.30732061637776603,0.5536249040548418,0.6104130910946819,-0.12622521957239666,0.15778910046902261,0.14301249178626985,-0.010084494749268206,0.06998390559906999,-0.10276428399539758,-0.08208199048232473,0.4253605241815381,0.7640538115321264,0.06439988514370656,0.237845069808572,-0.045382255077459265,0.10724030429844077,0.37161683385867433,0.4498676463970681,0.5512425735794284,0.5611099785155691,-0.29444607360718816,0.24459276908340694,-0.3223235631352478,0.31567374763092904,-0.21871650952530508,0.74641483053646
Rectus_R,-0.06682328623924012,0.18563714261255898,1.0,0.16173975053276363,0.26706065873647783,-0.13550754925407096,0.2054977908809554,0.02091749174707157,-0.19470695345662917,0.1344589555205619,0.07910755086811154,0.4512942859235458,0.14819141974653827,0.0004231203839945516,0.027343782212108574,-0.005348697273563522,-0.05160007997930592,0.5575203892521885,-0.26617270692179007,0.03884604061328661,-0.4428292683335891,0.21669205793302337,0.3236029943964467,0.6993226012597372,-0.0972489536147093,-0.35799075351640236,-0.08542925845835456,0.1762733991013682,0.007216415234550426,-0.035037533828720054,-0.16817818318900635,-0.07352813722116976,-0.14420163498898428,0.03797290973025248,0.3474578111262124,0.2240022105724236,0.1516401931166696,0.4319423692920789,-0.03929316863310116,-0.3377782510691118,-0.18568869060647739,0.4053906134515075,-0.20165374449006823,-0.0917624992183546,-0.4355414344875331,-0.1623783402315325,0.30683814215078287,0.08607568988505501,0.48064193807480465,-0.21269248059081633,-0.03376801054823255,0.23898630734199092,0.3521386887382186,-0.20825234850328345,-0.19810745607455293,-0.08845138765917208,-0.005418748449216762,-0.006560763829982381,0.07810510337210548,0.03425513171534695,0.362572211001598,0.6927427282718255,-0.4311952962849397,-0.05171396166607587,0.029799600079399503,-0.2720914664134175,0.12572829668457017,-0.04798477902218917,-0.21083898697641335,-0.22664137936280948,0.2619210430103364,0.12442321476526196,-0.02260376788645859,-0.2091812360609861,0.029406033906520836,-0.3342738992977228,0.42289152361890664,-0.0692754111439717,-0.2993195482169728,-0.09580243839044715,-0.27728548414705945,0.5999047446398151,0.03873278912384848,0.059098427412427955,-0.14438656459414542,0.10568786019669599,-0.2948724528807711,0.15277893876734808,-0.0659967776169275,0.05667276519385332,-0.10396681577157137,0.21195480939189856,-0.27755830926281144,-0.23547479981209968,-0.25133654092372726,0.028984516099208095,0.4340560951237445,0.6075899713400552,-0.17893279274204096,-0.0657078706407569,0.09361591407664666,0.11737614124716216,0.22684964559358756,0.30604574037871124,-0.23641260103445713,-0.3040895043701589,0.2597052285807216,-0.39399264457864736,-0.4313661374571678,0.08300611866519203,-0.039874328704223395,-0.25350544618962,-0.391063325306719,-0.14460233648734913,0.18190933217740723,0.1569350929953368,-0.13526752381666504,0.17878073285189058,-0.13603359759641115,-0.18862861470889253,0.7016492425908295,-0.09983905342497688,0.2483303248217072,-0.016332995016516832,-0.08969412681920794
Lingual_L,0.16660275439434508,0.6604854587961687,0.16173975053276363,1.0,0.29118037052505485,0.8168056729767247,-0.1650991370991801,0.6007547361666362,-0.09193867228545097,0.6715464405415573,0.5949342450934446,0.4099006259184762,0.5785089951844468,0.33946608445305043,0.3089865097907308,0.22706616910967567,0.08243416815588389,-0.1624928168224386,0.5596870597956849,0.01288000331360467,0.12265556306598706,0.3645221145715098,0.3893234664064636,0.17504459420211574,0.25390707746445773,-0.1654855210426961,0.8691443396466525,0.49408724364358186,0.3049017503385497,0.11884044932634215,0.27339517383307926,0.45914955159086723,0.5684550921316469,0.48771982313098966,0.460465132694585,0.4645162220527892,0.40042955362359783,0.2571228814453882,0.5265943315248879,0.07770208494055983,0.38313381569703314,0.5177785630560356,0.4998585840006979,0.4579894757010835,0.36077984434668087,0.24215370925194227,0.46321089194977544,0.7894602570679023,0.3748439060845784,0.6069771682768574,0.5225922726558037,0.1975248907068366,0.11088323824569189,-0.05605324679282627,0.19492028252881646,0.4583115479913403,0.526171270477593,0.6544749214612263,0.697718495830201,0.5998271247052275,0.1714012490978247,0.06426362114235966,0.05734722136021574,0.38280309820141856,0.5108534376050169,-0.1824810679617306,-0.019080373835400812,0.24110285205420798,0.47113692351269737,0.49586920834328885,0.46446896898578455,0.5839042227155032,0.16356583697243585,0.5591353780982234,0.7735035094270957,-0.04019603353737819,0.4307494506095927,0.536606804394849,0.3304528110001352,-0.1556402054866433,0.349943234209762,0.15998846433783973,0.2505538936109593,-0.25621083709732895,0.27906408100970215,-0.1909276468377879,0.4731063860138389,0.2560248748582536,0.15540314806112954,0.6423299344371068,0.4326546275651582,0.43969149202290625,0.35570042104704525,0.19823891945008504,0.28443827082601963,-0.10411807281610534,0.38255891139055764,0.22244268065397546,0.46698946254389995,0.5848162216805033,0.6919678029270308,0.7602340179498134,0.26051711817190526,0.07197506060923418,0.31926330045141926,0.21160620400544863,0.12194653494726145,0.114669467685195,-0.009862970651995475,0.6662934147407514,0.7531104778038007,0.2527613151976917,0.4611291098182115,0.22188892810158448,0.33668138570844014,0.3354417819762636,0.594424370174946,0.6050251475916187,0.6989992634334596,0.22559278916865666,0.13460300947259837,-0.09653316023129498,0.43672768955779406,0.22447456079948683,0.7506090353753613
Frontal_Sup_Medial_L,0.1926085432244971,-0.018963932144967596,0.26706065873647783,0.29118037052505485,1.0,0.2711127166663336,0.34204645643125603,-0.16640386362695495,0.055788655131949555,0.21416969259598237,0.22440985845703307,0.12372545608941797,-0.02247519291393697,-0.01520398193926845,0.6106790352174907,0.3115490666149861,0.4693171538318264,0.5386717431812622,-0.14005792243445214,0.15826333755372715,0.07281828538311577,0.15361519289865347,0.6984366178971322,0.47361184113203275,-0.25975796748406565,0.27920774123374464,0.10275240499027649,0.3930336627709066,0.023725666810868493,0.2630444504692688,0.42645180426729307,0.15287251094655827,0.21561763880722848,0.2566267600173311,0.8868032474474423,0.13106040919249304,0.5225230048583465,0.23698085959452178,-0.03653722676875938,0.042148544343173985,-0.15403185446558676,0.2239014797531807,0.11748575748097913,-0.196611372391127,-0.2274221830970442,0.38424615990504524,0.19304086570511056,0.048716447593928534,0.5315989791269341,0.11239909288291493,0.4166205474255301,0.4027155854905333,0.2325265638166082,0.049008802424839015,0.05743534473271625,0.12847759282259358,0.2147889174816153,-0.26537594660501307,0.4606553370823751,0.20865018129270266,0.12363943053534011,0.3652852235675001,0.03104412280749221,0.044959381906937254,-0.05871619266366012,0.19878287937460554,0.16711255560710614,0.03202701607897529,0.39859789971502385,0.27986864397431777,0.5338068455695029,-0.10635099057581417,0.10685192503193973,0.06424818177177655,0.08467744567569475,0.16690238796985965,0.6807829803543752,0.29276915188882924,0.13939041709605332,0.3510659591580091,-0.035194551349549595,0.44563845996162377,0.12703577303771227,0.1235759847751613,-0.049971496637971576,0.23894814141667134,-0.11188176827910304,0.36938837656009643,0.26842180731572185,0.48878424243401325,-0.11096753998426985,0.7765524351905356,-0.06854709076008662,0.20725385151110232,0.07536674354366055,0.3035273427003075,0.6970206501019091,0.24554398424042495,-0.05282252409448266,0.2446031474453015,-0.1100712762250248,0.12337475702518835,0.7156028901048035,0.28335914780167554,0.029949265339240323,0.013534857924349265,0.5641827941052834,0.18426682761788707,0.14973507448120799,0.051303692140794346,-0.18451713874986478,0.13894711482748598,0.013513789815355481,0.2905223302767027,0.4028320402066736,0.07653608499449147,0.058752536867296715,-0.06731393812858427,-0.1333495286291129,0.4088172439920545,0.5082076315497102,0.1188735826385371,0.27670453974087666,0.5336426984744251,-0.17893194615692426
Lingual_R,0.25599252973104697,0.49248969328646225,-0.13550754925407096,0.8168056729767247,0.2711127166663336,1.0,-0.2345359812150902,0.5948730718744688,0.13749581960040938,0.4881877522085878,0.532457531108528,-0.003982298711389053,0.41067365336331213,0.40495063603579673,0.2859768017388731,0.20956631249183796,0.1697414227133258,-0.3283616986829869,0.6945467978098986,-0.10000802007056883,0.5496000315680176,0.1266348787913606,0.1989333888610553,-0.1654337267471646,0.32498461584720667,0.26700487521796534,0.9162170522606573,0.4208145788670155,0.20594750224408742,0.03583496882317144,0.5181709890378005,0.45600855154539943,0.7129281215294156,0.40004418292241484,0.3562014269226567,0.16167830513996137,0.4037778478954456,0.030185111805759723,0.5775000712082401,0.4681767916578457,0.44896491337303013,0.1459943132362838,0.5265750761977298,0.3906351413556812,0.5097509169947457,0.4634447059455449,0.12233872002823552,0.7146470892574603,0.03115543522411839,0.709529098564306,0.5651837838011545,0.003010282396034373,-0.06197050495865042,0.0758520173409666,0.3795532177073747,0.5098796423320052,0.5811642796972346,0.6126682870005888,0.5832283749092085,0.47800099846043226,0.0005590936681572639,-0.2643334018103601,0.47582518967541065,0.4249706246025285,0.36595396937405533,0.04118788667082136,-0.03682351315937442,0.28701741288593724,0.6465395975335533,0.6942651901492121,0.2934790478130275,0.40539984940308826,0.1457433262129393,0.6759698837599585,0.6705924342773575,0.3240878009036276,0.17117847761370597,0.7376457437409835,0.6496915358540397,-0.060046223807729567,0.5194515747493588,-0.15095235059456527,0.13060058827863597,-0.31595523982974283,0.26829567831218126,-0.1718865397566318,0.7136461234055227,0.11774499883694681,0.22408860993854832,0.5525196478200526,0.4232733171139731,0.41830861947341835,0.6206420336410261,0.32343771062108223,0.512019205007788,-0.18465046290143017,0.15153705576884413,-0.01908855318696339,0.5378795285944267,0.5686109207751261,0.5081448535783368,0.546433733174449,0.2311719410346885,-0.13284890575792854,0.4288699492738161,0.5501571363489128,0.032707604912770104,0.4924903409687675,0.4071951267941361,0.49965228578756476,0.698989518164823,0.27618371238593054,0.760510473258805,0.26555217829578237,0.24528921687632557,0.20803850034023888,0.6176642826794776,0.30377676538486165,0.6732693351765778,0.4243696894515296,-0.19636868999335724,0.09011131040155436,0.1591958479353857,0.3366384792645704,0.7449951623068752
N_Acc_R,0.23291181789937393,-0.15149900012910816,0.2054977908809554,-0.1650991370991801,0.34204645643125603,-0.2345359812150902,1.0,-0.36658155180324953,0.3117625617478964,-0.04557370554956274,-0.13179435450402435,0.04188661397261643,0.0041468962130392605,-0.25552230604533216,0.18368063619264174,0.3125459015718439,0.1922164251213703,0.3803496638545417,-0.24232787351826188,-0.08044033589851135,-0.13253182833909732,0.11955151341942347,0.24117337046186563,0.20476247435579847,-0.2751073731471177,0.10524614038426659,-0.3252458462492185,0.05708061756415076,-0.10921983467104232,0.09815581875684354,0.10446790223184126,-0.20171371262377222,-0.19816204418219033,0.10101399449185793,0.28290007228080766,0.14015305076838297,0.09370893470787738,-0.25157629826570826,-0.16972821296517213,-0.18005384807955993,-0.5572852831369166,0.1025808927406951,-0.13232554865519564,-0.379415652419287,-0.5653024162357174,0.11619449648629873,0.1423172531262694,-0.1850604944155019,0.3071815991341592,-0.13843851263097168,0.08707366870071603,0.45222516667287227,0.05704908177498946,-0.006296107401564391,-0.0810889688345651,0.11484205300273195,-0.24088281703967945,-0.388108446795746,0.11597680501617287,0.09334015943512872,0.06169728726677684,0.24871682816778656,-0.12562650446225568,-0.11069612830575294,-0.22281274277188948,0.04459339431046185,0.16227922481905002,0.12656183995665327,-0.0006930977562497084,-0.018470127044176457,0.06625191396117783,-0.09333767809684422,0.04839917988292141,-0.11060731545946723,-0.2878168448434802,0.1245398758219554,0.35407196831653076,-0.05988396441137239,-0.09373833795112346,0.07464901365366837,-0.1624996988064038,0.2893978834401499,-0.2618384646002657,0.20722676950803942,-0.061994778295147296,0.5636068914334734,-0.45365424206591587,0.255195968575084,-0.06349201436684876,0.14664004284103146,-0.24594680492433862,0.23061956588748292,-0.3052171564961595,-0.176714386176802,-0.2411270959858168,0.302705488357266,0.30625390882461806,0.11789802485897058,-0.10362166305309013,0.04456765763265513,-0.18467781281620588,-0.16556871717979638,0.42996310209051947,0.2789306756243851,0.00911323185182966,-0.3319315527565489,0.21555936390042083,0.046527401776932174,-0.08780442165341311,-0.08986829233230383,-0.32760857338928057,0.09222619726430303,-0.21148567154760115,-0.013366935458156471,0.04250129819287902,0.11520531822669026,-0.1401813855832002,-0.41820905989183293,-0.21424572335438696,0.008217809633418565,0.27154688618823025,0.13500045992052348,0.07097248353137058,0.2141956700369132,-0.2953425826281722
Vermis_10,-0.16117444125967045,0.6509729596470992,0.02091749174707157,0.6007547361666362,-0.16640386362695495,0.5948730718744688,-0.36658155180324953,1.0,0.02215644402220632,0.16528080825907354,0.3161242265957873,0.13042429518766344,0.5096367363491383,0.6581938641528824,-0.24955829501116567,-0.17128446406164918,-0.4011334476650158,-0.32943003335011756,0.4886088175323653,-0.47154537030674015,0.1389868236506393,-0.06504506775236613,-0.1511794848696684,-0.06471810692057578,0.37761259904069183,-0.1647802292332404,0.6401212035188815,0.3185843840378093,-0.15428884792120942,-0.41848466559431297,-0.05415126087780813,0.45230149906083533,0.299195100111472,0.17837051683645788,-0.11626651987579122,0.045761724589742876,0.1866587253787001,0.026688671534221893,0.5494194119485689,0.2917330705370192,0.44439907458923117,0.2010868335271104,0.0447721729738379,0.4235681746000751,0.4152384524957702,-0.14096200095821315,-0.14862771034654526,0.7134922105343369,-0.11096006200132028,0.269334146538931,-0.06046035823225375,-0.2553856151603014,-0.003227445924395595,-0.3593854761203979,-0.11574294705064914,-0.007704894503992186,0.12987763528599439,0.8263418586789918,0.06953977307684632,0.10128832888968332,0.08451571683261186,-0.16948100814202602,0.1376409810807407,0.11147875553158278,0.1631510163277337,-0.467890676341844,-0.1831381587865369,0.3632071175247001,0.031102751715506013,0.1829979878408894,-0.027932752695614658,0.5130975744261954,-0.250472337914208,0.2497259482903958,0.40138848760851736,0.0244775638270234,-0.0881061980261309,0.5146833969314082,0.22501086199320106,-0.5509449388919139,0.15931157296299536,-0.06529897198116268,0.11047376164270353,-0.5091843136348982,-0.048353886850757886,-0.2402703251979505,0.7030988770622097,-0.3712218681583809,-0.015678250665791985,0.03567228179910675,0.3029444334073789,-0.2155785047526124,0.5251228842195306,-0.2290014145956581,0.12122225224831192,-0.6738075914420285,-0.13402166158388037,0.01442890912567234,0.29395064620421646,0.04893661314460182,0.44614575101615145,0.5097941715076999,-0.31660815047714336,-0.04968468692896513,-0.000915520817845553,0.49861400219754487,-0.025496176763396838,0.07024608135298842,0.03227085032338807,0.3444985852536495,0.7238597004440033,-0.22143892422964379,0.42794671319464045,-0.24573402460010133,0.03824717343920678,0.027366808690995097,0.26925473330757693,0.3165584281779368,0.5883590821742889,-0.29654710318112965,-0.10074494061790201,-0.34059422845642906,-0.09422670792221562,-0.34489458436139464,0.7201303797354769
Thal_Re_R,0.2083985864888322,-0.1094206157389006,-0.19470695345662917,-0.09193867228545097,0.055788655131949555,0.13749581960040938,0.3117625617478964,0.02215644402220632,1.0,-0.1628700111871592,-0.04287505015185401,-0.35723570678237676,0.05549045781872878,0.16799760201994784,-0.03373213812908552,0.1525545044458309,0.01609774945334469,-0.14883076676631893,0.09528791170564077,-0.5558688878751614,0.2828132634483336,-0.1586681631719381,-0.25982993133866095,-0.2971534318591086,-0.03381212998255745,0.2987861950879376,-0.01577972106529226,0.12912265758001878,-0.2816019707277386,-0.22430082631466197,0.2006023864302354,0.059096726845213284,-0.01986316350362512,-0.039579890029118193,-0.004104155952906343,-0.3084768003177315,0.053279808778656235,-0.2929463966594846,0.16882477532473014,0.3154052267168492,-0.18084537072706444,-0.3182851050774291,-0.11608631373677333,-0.26976485871740724,-0.15560743792289383,0.28377886870860025,-0.17720169577479092,0.03566059151039168,-0.2384840076582535,0.05881576029525876,0.10370698960371515,-0.17303801889501882,-0.4163176581214132,-0.12126944252580892,0.10576124095529803,0.2253130730169923,-0.06148397132844496,0.04262849518038666,0.08050912096120352,-0.0558246308655283,0.14991832958221987,-0.3596213817957914,0.3354337360368374,-0.0236416737234015,-0.27000101124675063,-0.01487317174400614,-0.0743981966811584,0.494457027379815,0.1424254728047362,0.15689981675282988,-0.40251411190451003,-0.027209270063021988,-0.23330442387916175,0.170413301723056,-0.15148953071800186,0.35863371822378215,-0.08904373629034473,0.2936217332646946,0.30873156553696735,-0.10573486798711416,0.07322385548044637,-0.17429017615357684,-0.15986011082941548,-0.10814775277634989,-0.13902499423675985,0.3590078830514354,0.1524395295519159,-0.1321051949011464,-0.14118974636292023,0.07363570955767178,-0.1019486477148486,0.002399980720859226,0.29884942607166676,-0.12091540812406333,-0.06182107026845434,-0.14210689535189094,-0.13029791659820666,-0.3034326530882455,0.29732838337409434,0.08405852240979973,-0.02788490337184768,-0.09976816608180578,0.06494466192291977,0.1162173929118501,0.11086452887186232,0.25593241586931376,0.1311612496425772,0.36908484225753696,0.18251924735672187,0.06295178939897957,0.0035167138797677685,0.05674338572764471,0.2249278484156161,-0.04570689489961562,-0.02124726845938924,-0.12262235730816791,0.062090102648883316,-0.5312432278930446,0.16100516972493298,0.0778306934637159,-0.24046269480420196,-0.0007789586872182265,-0.32218352264029243,0.007152592161617675,0.02277668865202679
Fusiform_L,0.3594932154382542,0.608522363423228,0.1344589555205619,0.6715464405415573,0.21416969259598237,0.4881877522085878,-0.04557370554956274,0.16528080825907354,-0.1628700111871592,1.0,0.4715182234655733,0.5400359639275045,0.46839147228581796,-0.2171355580777811,0.3224183054968701,0.37658536739764337,0.27242834153529216,-0.13756695800333288,0.563014226992194,0.3351292947750805,0.007864200991054247,0.8697387383206616,0.4830122105334352,0.22141275594496607,0.0790212618241125,-0.24024455433303232,0.5540022557862382,0.538351749121825,0.6164743833262902,0.3349082093616717,0.2467133832817839,0.005696736222006166,0.4110199924194714,0.6964528628841833,0.4077807246609323,0.5566302138051494,-0.06808914750303317,0.28248840834618816,0.2184543495581166,-0.2925849885561201,0.3136057264832615,0.6833551612822693,0.6269253454378582,0.4915952846512952,0.2348147231962432,0.4679408816666333,0.6098335743874886,0.5903240097625934,0.5260762696749678,0.7395391913936428,0.7121281049869906,0.2661184631548031,-0.005606615606087392,0.10433334197578527,0.3330358398532841,0.5357434476311925,0.41115748476344705,0.26963746397761845,0.74188491223302,0.7928334790444987,0.2604243042627456,0.09309523239779077,-0.18304870353825287,0.43990213440516235,0.7517903600249439,-0.16971864768416345,-0.050359050146805785,0.2388698168851634,0.5620117523884006,0.5624666665199878,0.4952276416630453,0.34718991944704886,0.5016792438658769,0.5999757027391548,0.6292832471956769,-0.07500962939299106,0.4376307474702343,0.3204922380892666,0.2227122170025372,0.18955659099011463,0.5508387302423028,0.08621181945157551,0.26317658772680047,0.14068175928377855,0.4582355428281009,-0.08013902901343004,0.04996321377672681,0.7267886803772935,0.03638201501180574,0.714276168713161,0.5946468890315936,0.5179929253307239,-0.13052837081358998,0.39680029494026514,0.1650907346603628,0.3680567908388734,0.4092327309111932,0.15140450302058345,0.2704759384773104,0.8346434417211032,0.6468822195846038,0.72754046108945,0.3046728029673588,0.07775668252494095,0.591716080714127,-0.2764584136165207,0.08988322597946388,0.045560859326564826,-0.022294374195910245,0.5997104078334679,0.6121603016205523,0.5433812678528274,0.2728790680343667,0.4730201141653125,0.2555030312908229,0.564652267972106,0.8183662895322733,0.6399198185035865,0.5082004017672695,0.3208081956111431,0.17232060732849738,0.14732100386222882,0.6460097094548318,0.2842925287784033,0.5471979467367005
