,Calcarine_R,OFCpost_L,Frontal_Inf_Tri_R,N_Acc_L,OFCant_L,Cerebellum_Crus1_R,Putamen_R,Parietal_Inf_R,Frontal_Sup_2_L,Cerebellum_9_R,Vermis_6,Thal_MGN_L,Rolandic_Oper_R,LC_R,ACC_sub_L,ACC_pre_L,Vermis_1_2,Cerebellum_4_5_R,Thal_Re_R,Vermis_9,Thal_PuM_L,Thal_AV_R,Thal_IL_R,VTA_R,Thal_VA_R,Occipital_Sup_R,Temporal_Mid_L,Paracentral_Lobule_L,Caudate_L,Frontal_Med_Orb_L,Rolandic_Oper_L,Vermis_10,Pallidum_R,Amygdala_L,Cerebellum_6_R,OFCpost_R,Olfactory_L,LC_L,Temporal_Mid_R,Thal_PuI_R,Cingulate_Mid_L,VTA_L,Thal_VPL_L,Rectus_R,Insula_R,Postcentral_L,Frontal_Sup_2_R,Cerebellum_8_L,Temporal_Pole_Mid_R,Frontal_Inf_Oper_L,SupraMarginal_R,Thal_LGN_L,Supp_Motor_Area_L,OFClat_R,Vermis_7,Cerebellum_Crus2_L,Thal_LP_L,Frontal_Mid_2_L,Occipital_Inf_R,Vermis_8,Thal_LGN_R,Cerebellum_7b_R,Cerebellum_8_R,OFCmed_L,Thal_PuA_R,Cingulate_Post_L,Thal_MDl_L,Thal_MDm_L,Frontal_Med_Orb_R,Cerebellum_7b_L,Cerebellum_Crus2_R,Rectus_L,Thal_VPL_R,Hippocampus_R,OFCmed_R,Hippocampus_L,Raphe_D,Fusiform_R,Parietal_Inf_L,Temporal_Sup_L
Calcarine_R,1.0,0.06792416514305827,0.3968889923377652,0.06882638590029662,0.06802793494314303,0.4502225973687144,0.24510821843285677,0.5548089030784441,0.26209970087771717,0.4555586103481832,0.4992945830437247,0.3040708113748573,0.33822672834749606,0.3782181447825002,-0.13176217642729382,-0.3863774542783687,0.5548434350241327,0.49666760720673303,-0.01577972106529226,0.39495556559924816,0.25798068617237946,-0.17484619174334334,0.6282667406384166,0.14351831148534488,-0.2564596241355755,0.791320932553253,0.27786642670730516,0.4539378719142613,0.12010763035969323,-0.17099965713764673,0.07008923170238975,0.6401212035188815,0.012377636879356958,-0.005361942908543859,0.5936505665347468,0.17950955938625204,-0.26454233653535647,0.5592036462661514,0.5619814159335563,0.3697052066476001,0.5488072498115947,0.19840541538249065,0.7800294895480007,-0.08542925845835456,0.5271668804284757,0.5835397752682563,0.2923023734651361,0.47317820684409234,0.1755404055648055,0.1787036622864898,0.5068585519119765,0.4940106944611399,0.4450137669886538,0.12436408382122369,0.030173837019697513,0.44902837336790563,0.29999916839551305,0.3463240761871554,0.6556399776969685,0.38614071846455866,0.52308416666054,0.09773172167635795,0.23085874649865415,0.07624126539647642,0.3875689469022573,0.21910374941952254,0.32101914199341114,0.0926648466689906,-0.12539571890053142,-0.19033981638247163,0.6170240487297625,-0.1869518161521616,0.7142943404591344,0.3088992655738887,-0.026900270165875168,0.4305023821974248,0.4035558420794637,0.5496382616554055,0.6422648865748674,0.09069347611468066
OFCpost_L,0.06792416514305827,1.0,-0.172722756374326,-0.07049850633629207,0.14660875902774212,-0.12114329405965742,0.0399443463750884,-0.10631739452273635,0.2846717933223692,-0.13564105095040954,-0.0252690335313209,-0.20842024709548662,-0.1359074446843941,-0.32887113841697124,0.4011506492004308,0.45309693282032887,0.0039173092619239095,-0.10160382486770338,-0.4163176581214132,0.03082031765501985,0.24023080467671223,-0.1090299199392207,0.022744795010998898,0.011897644768308836,0.04743623291527183,-0.07787951691513495,0.27939522750511686,-0.2183465827811944,0.4673026478209381,0.43863784194486566,0.4403355546773756,-0.003227445924395595,-0.038381798589956204,0.2990030567266496,-0.21342238864673718,-0.30243258316140825,0.06270702452885642,-0.031942121840127,-0.13136036452850938,-0.15748848032970847,0.045744196333726485,0.3613634170649392,0.08522374904552052,0.3521386887382186,-0.1297015463564161,-0.1921586305616397,0.1594704978947127,-0.17029342094248995,-0.49086655627288217,0.41765291133318627,-0.19391174247261123,0.11375573302009541,-0.1418160856395436,0.24955232908471023,0.3146728306794972,-0.1599044210345875,-0.13778807440322086,0.03543044912693194,-0.16427577980342153,0.21795565329145955,0.005269936881699926,-0.1572158270932783,0.04124750593855746,0.6279995469214732,0.09251289042867258,-0.24738812318171205,0.16687508988527652,0.049606376990909445,0.45448975640594375,0.10374059430390953,-0.02233514214998158,0.5725410533810767,0.0970290038704557,-0.07081992488261737,-0.199804494095503,0.05548034118536419,0.1713327775000662,-0.1865940208839914,-0.19287984786406806,0.3970573308374049
Frontal_Inf_Tri_R,0.3968889923377652,-0.172722756374326,1.0,0.3641550939372379,-0.4214652870380368,0.6592488205400444,0.4479491179774757,0.0743806658223639,-0.04341724991639123,0.21842063147431856,0.2801883368149711,0.5626954764161065,0.8906023977050397,-0.006758792208142905,-0.5804427976915496,-0.4099264257815045,0.45460084975055076,0.4455838215234105,0.2828132634483336,0.2612563395632414,0.12004452646537181,0.2228016528578023,0.6521850777172621,-0.0754930117173327,0.23403030070556902,0.19243621465406754,-0.5434128660480174,0.6600800073465224,0.46186998901210613,-0.6382340266083606,-0.31926048869637885,0.1389868236506393,0.574070338375184,-0.08952241383793046,0.6692441328133852,0.6859767417875494,-0.204791121954959,0.20751851980393818,0.6960317367771238,0.46257253871673815,0.31690050241014034,0.30844030169865055,0.25908075641162215,-0.4428292683335891,0.9117873821943956,0.6464967429852652,0.22617464853443947,0.2586651723858563,-0.11721563684530871,-0.0826770994591899,0.5216341021523963,0.026198415603472254,0.45123713316483405,-0.6055470716798367,0.05119650546540829,-0.12049198095230496,0.04942972865476206,0.7236471911276563,0.5942574608418855,0.31893350145326366,0.386926039736536,-0.00045710357972820884,-0.31578309284945,-0.2762237442008155,0.3931313506869206,0.28290359249268665,0.2162287089461195,0.42026248964716206,-0.6261375360770328,-0.12386475558801884,0.3308482702177357,-0.560319608182455,0.6656951543647804,0.6605848707071307,-0.38197901320112865,0.3722714065696653,0.39682180538117057,0.8587649860354115,0.4638674076774575,-0.4890152637906069
N_Acc_L,0.06882638590029662,-0.07049850633629207,0.3641550939372379,1.0,-0.14701729272907363,0.08434196975837144,0.5357678687570092,-0.02065356086131419,0.08713185617362451,0.008882063276107625,0.0028950194568305703,0.47191753750359433,0.25297221292540534,0.11642377616601196,-0.2585048858753487,-0.1448229355527867,0.37505203786630936,0.3414988627926235,-0.12126944252580892,-0.19951511630611066,0.050732254205412976,0.5061739992039761,0.014673651132703936,-0.1270072463433028,0.30843652367779817,-0.149423177888597,-0.21118174560284955,0.2840372375490114,0.4132024638182117,-0.24408471120215997,-0.06339629365199018,-0.3593854761203979,0.517928413956446,0.47462936740673,0.1840931480061734,0.34960064928538187,0.3452966983054725,0.17763015129412205,0.04512433164017494,0.08029669966682816,0.191806800634987,0.22048220180390118,0.15681773329747603,-0.20825234850328345,0.2331282014388366,0.2716943946235005,0.2425150591766246,0.11332471583784626,0.029341997535837314,0.12492946695228349,0.052744456755686966,0.032243298526633594,0.2162980391601842,-0.3035898515626101,0.16392807684179075,-0.29314708773236536,-0.25647744016432017,0.3314194273385839,-0.017910870979616276,-0.07371337239976287,0.22455464479505458,-0.16740079670518188,0.10938228784342353,0.015788636805377884,0.2985841142077545,0.2703662963268462,0.30742355540432176,0.4881458341893662,-0.24189445748708985,0.2547499971212194,0.07355303219871417,-0.12812204124678195,0.23612980156007035,0.5542728906588851,-0.355765186000972,0.4430002410132358,0.28420965969854367,0.3069356577663976,0.14744190897749843,-0.07216885267465602
OFCant_L,0.06802793494314303,0.14660875902774212,-0.4214652870380368,-0.14701729272907363,1.0,-0.16530707106286374,-0.04898870379122443,0.15308123139044955,0.36405364396584283,0.045703441970623315,0.2927395207676308,-0.12425469668706204,-0.4174553859993579,0.21898589732793716,0.4818844359971845,0.3491890035720336,-0.032215826664922224,0.07871096187944239,-0.2929463966594846,-0.03416371228322478,-0.03540207536448181,0.046327555562453014,-0.12530019867441564,0.4639000910064514,-0.290743984510562,-0.008343682911035767,0.3532936677936125,-0.25514634154776517,-0.1165682906193124,0.587852777313853,0.35295748644746644,0.026688671534221893,-0.12015201274628026,0.27372480063066623,-0.2789059486486798,-0.4429296850427992,0.12190741998438645,0.24776409692864165,-0.2378516872261431,0.09023468267480081,0.07037632039619693,-0.03290500540498741,0.13790749870953894,0.4319423692920789,-0.31133135096651554,-0.2095859546047013,0.2764064205739236,0.016506918199994596,0.24748588827557608,0.2511414227628289,-0.15771819086255293,0.14832834010036575,-0.09579249442301342,0.47670060142389264,0.03748237107729328,0.10718447502956595,0.2301455976544342,-0.2032832046385022,-0.16472691890850452,-0.1095620794778948,0.25964145759618695,-0.0029348373620622916,0.265935824416436,0.29969640955484406,-0.23799926082293915,-0.06668128227981238,0.018198089678640388,-0.08163471975667774,0.6245946103735773,0.13619756906217392,-0.10460507744330767,0.4504367895929548,-0.09991661388064706,-0.05592885373476607,0.5471267461886042,0.11542547567385676,0.0010130705828879896,-0.3219893778798878,-0.14797146351034499,0.3672182055660724
Cerebellum_Crus1_R,0.4502225973687144,-0.12114329405965742,0.6592488205400444,0.08434196975837144,-0.16530707106286374,1.0,0.11126181475392957,-0.03986285918744482,-0.06892844738031145,0.07379472389721949,0.4498396685453156,0.20176148508287262,0.5682752606945776,-0.08822790572794204,-0.36834451278960634,-0.3373923914860058,0.0908918513707993,0.06177398005930017,0.25593241586931376,0.6129380982801254,-0.2738168192678985,-0.1374298256511455,0.5812053662535069,0.01581221672820064,-0.26511918092844866,0.22728433953288849,-0.5051786454946197,0.2164400495052579,0.02949852195443205,-0.45945343697447144,-0.3438378332212977,0.49861400219754487,0.12131883975800307,-0.3577388609845246,0.5283366925878766,0.48037619493959155,-0.4461343938402876,0.16790652318834534,0.8067863504812547,0.3077210862909135,-0.050375641311108714,0.17081783654876773,0.18402838725744136,-0.3040895043701589,0.7971813408848123,0.3430358897950432,-0.015526219543544184,0.1856666463033692,-0.021836779665404104,-0.2684460226739351,0.3122852291596808,-0.23925190104810992,0.08923880017380675,-0.5075334975557579,-0.06171750670922659,-0.029910333303566742,0.03160201899322634,0.3638249724159215,0.7918171563031892,0.3009651814494578,0.2596045834133041,0.010496559961996409,-0.4571065511944408,-0.20679490184353555,-0.052629826593337474,-0.12239898931730767,-0.24523864463532244,-0.05718727657156805,-0.450505426378012,-0.5093870791741131,0.48201372730615955,-0.4699972583179751,0.4092171943567135,0.23683055876572717,-0.2364035896781886,-0.08185398674574981,0.12855806051193588,0.6086560584353892,0.2908858187353363,-0.538249232525673
Putamen_R,0.24510821843285677,0.0399443463750884,0.4479491179774757,0.5357678687570092,-0.04898870379122443,0.11126181475392957,1.0,0.04864613155008137,0.5461794124846686,0.046484656617704144,0.0029205076257169424,0.5014816493358005,0.4433542430144972,0.20486110027748547,-0.08514874588846827,0.1102213685922735,0.48641839866026504,0.6698782173233007,0.007152592161617675,-0.15597246991099817,0.20835823056796887,0.6278899445667971,0.3048426703495458,0.18217327823042226,0.4775061736166564,-0.14804383342792662,-0.05992328367629074,0.35120864776359,0.6913229767362291,-0.0309686768421942,0.31570966425112995,-0.34489458436139464,0.7492056432095817,0.4844416741325495,0.12054298965531195,0.3832710280481686,0.2985277000531189,0.34276017541416154,0.10914534239281616,0.26622148604618107,0.6009820130899808,0.37044399211211604,0.35159298778098985,-0.016332995016516832,0.40200700887056173,0.5184280296208945,0.7201627022975207,0.37725805182112254,-0.021416997343059487,0.5175819247182935,0.13787849404158423,0.3781018587275306,0.5755708895287612,-0.14345393589694114,0.2975368176282083,-0.17500789757324592,0.05749408003054831,0.5647598157086541,-0.06287635658057099,-0.13673142710098093,0.4052752474098738,0.05502943787687686,0.2631063632547995,0.09813425642534863,0.4646104431698096,0.49340452154584846,0.4658214325909505,0.7451321834198842,-0.055129702276573496,0.4672496160425358,-0.0008664347038482763,0.037165440147615365,0.5139070193024409,0.8316273733726468,-0.2039766846232415,0.7636351032188783,0.5395772981192973,0.45119351898114735,0.28938252185721125,0.2114204951175758
Parietal_Inf_R,0.5548089030784441,-0.10631739452273635,0.0743806658223639,-0.02065356086131419,0.15308123139044955,-0.03986285918744482,0.04864613155008137,1.0,0.19906147438173577,0.3277559543789051,0.2437814098873899,0.2613502986530676,0.018379429196520296,0.4247072852396203,0.012298787921106202,-0.35149167053068164,0.38751919117537975,0.4783850873759979,0.06295178939897957,0.171598889277449,0.3215581374536382,-0.11081610458533586,0.36139701174316524,0.20773039736714788,-0.03688337457778428,0.674540860139159,0.281501875404418,0.3609830308421603,-0.08036750799094021,-0.060329725578542756,0.15702088300005662,0.3444985852536495,-0.07482065050634516,-0.07243864969095207,0.32228235067891375,-0.09377177576418567,-0.23488800585673414,0.47670206046475777,0.31161124027722575,0.2763546026446595,0.6375567112311905,-0.06499926447754636,0.6005130961298407,0.08300611866519203,0.12491172383680171,0.2784231061609277,0.23085093463140116,0.4408813397433019,0.3948583829676985,0.09298857636561345,0.746487733335041,0.508077791213426,0.3893666410419624,0.3222118238286182,0.045162891737432515,0.47825797858813135,0.5364246058247593,0.2330835221621603,0.25260630993148264,0.23532562039027513,0.3871948353693128,0.3001623663705025,0.5613952104993791,0.004854325742204424,0.18601474273245236,0.39767923835064006,0.2207586841902785,0.08584269440130199,-0.013812441002441857,0.017737834477809244,0.3348497415346765,-0.09397902993922477,0.43216233598309295,0.19942443908406027,0.2715113305884537,0.36886928109170347,0.23642753541959555,0.2675340518403072,0.42908150678035634,0.135251826298433
Frontal_Sup_2_L,0.26209970087771717,0.2846717933223692,-0.04341724991639123,0.08713185617362451,0.36405364396584283,-0.06892844738031145,0.5461794124846686,0.19906147438173577,1.0,-0.04165738580149838,-0.10196971387044274,0.08297552349844464,0.0697337837995604,0.2733347355958489,0.5373508862765269,0.5028639835027143,0.21435201923464817,0.5028099662392507,-0.004104155952906343,-0.07444042581191505,0.16574147217125243,0.3016928798784711,0.2742205419928649,0.4188141092070923,0.19747135833459653,-0.024584922790368335,0.40774402477524724,-0.018730762274842966,0.4256513758436118,0.5927765640470477,0.7876328170950088,-0.11626651987579122,0.23258028451384302,0.2779447987149674,-0.19994199046918174,0.042541661167787806,0.19542542701427693,0.32361239066405556,-0.08666430844386837,0.1318172330898607,0.5551679866594658,0.26240168461935376,0.2604979674292375,0.3474578111262124,0.03409467327678803,0.287245842252891,0.8303891151331827,0.39817607233124264,0.04992701570058856,0.7496401128592035,-0.002520255542538933,0.510748709273388,0.5145614143345719,0.28446795976031836,0.2621642567679479,0.05719572100257807,0.3891018451157568,0.40507813215692834,-0.1318986528218802,-0.1869422002553018,0.3265504729184027,0.2560490637634381,0.38084549514464383,0.39567966329558,0.01944247204359079,0.1558143717831164,0.1390985774807492,0.41281680826972894,0.5656789247180292,0.37427080868510965,0.019121028323204496,0.49523164239695117,0.2512799403780367,0.4157421315264077,0.17632943527288503,0.5961250153191049,0.3759085718385262,0.11413451542582512,0.1762276409225571,0.6824502226878539
Cerebellum_9_R,0.4555586103481832,-0.13564105095040954,0.21842063147431856,0.008882063276107625,0.045703441970623315,0.07379472389721949,0.046484656617704144,0.3277559543789051,-0.04165738580149838,1.0,0.476049608998984,0.2384993246968528,0.19182875972940933,0.20486910377492762,-0.18710766517393246,-0.35873776287895354,0.4748380552498488,0.3528646347762314,-0.1019486477148486,-0.06998942616789303,0.3002713079429086,-0.04785996059679417,0.3552286477095839,0.27780296951853867,-0.14711934235146906,0.57516258114017,0.3209119439962106,0.5337186201905839,0.04717851587788773,-0.16605030616845431,-0.15371046842240288,0.3029444334073789,-0.002318195711347304,0.057413322623212665,0.5793528586569064,0.029600141703552983,-0.1848745681664525,0.061918886714450026,0.1145849777639338,0.1441724205340345,0.3245947051725585,0.07653862295471714,0.4916831645554152,-0.10396681577157137,0.22945531383655374,0.4692771690481907,0.1388622485515178,0.25252999815268423,0.3014122736147065,0.045423968592747346,0.25102025691344937,0.30480259672399146,0.3573291180865861,0.2836504923344634,-0.3378692821204521,0.24883931707870205,0.3550571283203909,0.13180539797110133,0.38425295705795437,0.19731884920374732,0.31009961802117997,0.04970696842856385,0.10799738062558097,-0.13008618216215717,0.38353161627738047,0.3461285668810803,0.47560893463747295,0.07309848415486224,-0.11382845883859459,0.11486228212321536,0.2800058026234108,-0.28117388612866406,0.2962382140690901,0.15445367253162476,0.11102708109456347,0.35205823882601983,0.2723699006591296,0.26516275594924704,0.5549005014895515,0.03517545391067728
