,Thal_PuM_L,Frontal_Med_Orb_L,Occipital_Mid_R,ACC_sup_L,Cuneus_L,Vermis_10,Temporal_Pole_Mid_R,Cerebellum_Crus1_R,Parietal_Sup_R,Angular_R,Frontal_Mid_2_L,Putamen_R,Paracentral_Lobule_R,ACC_sub_R,LC_R,Precuneus_R,Thal_PuI_R,Temporal_Mid_R,Cerebellum_10_R,Cerebellum_4_5_R,Thal_IL_L,Vermis_7,Occipital_Inf_R,ACC_pre_R,Cerebellum_10_L,Thal_VPL_R,Precentral_R,ParaHippocampal_R,Cuneus_R,Thal_VPL_L,Thal_PuA_R,Cerebellum_4_5_L,N_Acc_L,Thal_PuM_R,Parietal_Inf_R,Vermis_9,SupraMarginal_L,Cerebellum_7b_R,Frontal_Mid_2_R,Vermis_6,Paracentral_Lobule_L,Heschl_R,Cerebellum_Crus1_L,Rolandic_Oper_L,Raphe_D,Occipital_Inf_L,Insula_R,Thal_MGN_L,Hippocampus_L,Thal_AV_L,Frontal_Inf_Tri_R,Postcentral_R,Supp_Motor_Area_L,Cerebellum_9_L,Temporal_Pole_Sup_R,ParaHippocampal_L,SN_pc_L,Vermis_8,Cerebellum_8_L,SupraMarginal_R,Thal_LGN_L,OFCant_L,Insula_L,Thal_PuA_L,Pallidum_L,Lingual_L,Thal_LGN_R,OFCmed_R,Temporal_Sup_L,Precuneus_L,Thal_LP_L,Caudate_R,Amygdala_R,Fusiform_R,Thal_MDm_R,Frontal_Inf_Oper_R,Cerebellum_9_R,Thal_Re_R,Fusiform_L,Rectus_R,SN_pr_L,LC_L,OFCpost_R,Thal_MGN_R,Rolandic_Oper_R,Cerebellum_7b_L,Cerebellum_6_L,Thal_VL_L,Hippocampus_R,Calcarine_R,Cingulate_Post_L,Temporal_Mid_L,Temporal_Pole_Sup_L,Amygdala_L,Temporal_Inf_L,Thal_VL_R,ACC_pre_L,Red_N_L,Cerebellum_6_R,Caudate_L,Thal_MDl_R,OFCpost_L,Thal_VA_L,VTA_R,Thal_MDl_L,Thal_VA_R,Angular_L,Olfactory_R,Occipital_Sup_L,Cerebellum_8_R,OFCmed_L,Lingual_R,Vermis_3,Thal_IL_R,OFClat_R,Supp_Motor_Area_R,Cerebellum_Crus2_R,Heschl_L,Frontal_Sup_2_R,Postcentral_L
Thal_PuM_L,1.0,0.07388702864245635,0.17153067034966188,0.44801243111716094,0.2532762661596749,0.027366808690995097,-0.06562522778451842,-0.2738168192678985,0.39555259104849927,0.31667531711780594,0.3445877988140021,0.20835823056796887,0.5113969040044072,0.11960951724820883,0.27984229424705337,0.533562702328846,0.018256099446823718,-0.0756245896053724,-0.004440480140425377,0.46831790363130604,0.610140008209026,0.17514873968778455,-0.08431556008218188,-0.016291033278565962,-0.14272131562500603,0.3978673825018937,0.4290025428898086,0.31281261887249123,0.39329137903030303,0.3100429001757757,0.5033623353107218,0.5572359000901413,0.050732254205412976,0.7788859893013869,0.3215581374536382,-0.14291695094973553,0.5779022802542471,0.005180178651469034,0.3761101427274408,-0.01551183727197082,0.43763108405902296,-0.015578358406028319,0.1522074740700402,0.21857518455666963,0.3053801979699234,0.26449256291019935,-0.022243740122174838,0.28410611234078853,0.4667607596710055,0.025615754682840976,0.12004452646537181,0.4533756264220917,0.5005393828430652,-0.10689208178648252,-0.15130574549715378,0.27219073277670996,0.48624972923345994,0.21549745946394938,0.16732624215245498,0.20541386838082196,0.6102879595131933,-0.03540207536448181,0.2496401518011282,0.6515326745917204,0.06505185193280473,0.3354417819762636,0.34158619821121594,-0.08607872984854625,0.3357176542842254,0.5432244702595586,0.3729217405435087,0.3409456359233043,-0.14648002483780487,0.2708274596592275,0.3535075140329773,0.25762827486069484,0.3002713079429086,-0.12262235730816791,0.564652267972106,0.1569350929953368,0.37322972910355945,0.28583924681536643,-0.028820449389002065,0.08647280220802489,0.14912974513145366,0.2631804284117505,0.3808931080868696,0.6562580023153229,0.25795462216709825,0.25798068617237946,0.38937246427369704,0.4136945746201945,-0.2976094296290588,0.1749542880740236,0.5329489192500837,0.5701537081075551,0.03135743121514826,0.32305336650796573,0.24362489968883264,0.39744027955136385,0.261856797238806,0.24023080467671223,0.43366283516003284,-0.062178062092535784,0.5887923318917777,0.3357090228546307,0.5351261428518247,-0.16809554287898748,0.377791896133494,0.35384069497234677,0.22040694898178229,0.20803850034023888,0.40303294519026556,0.30852079975466373,0.3334319317838975,0.43811389067863293,0.08215620609442169,0.4711942461579514,0.2692323013072587,0.43803788157827017
Frontal_Med_Orb_L,0.07388702864245635,1.0,-0.20481431653477558,0.3372866037440325,0.0936029504187828,-0.10074494061790201,-0.05330765758817006,-0.45945343697447144,-0.06496510364297942,-0.32482782687410744,-0.281875176791594,-0.0309686768421942,-0.42181303609218673,0.46057567175667274,0.09832319850492145,-0.3387078487879477,-0.3042530475966326,-0.5240587963297053,-0.4868104768404076,-0.09287095462371339,0.45659817267420616,0.16625637041452362,-0.4543568844118971,0.2214974698258171,0.667472973217165,-0.302672424900727,-0.14516486992971384,-0.22576446655269553,-0.23384593033670242,-0.1123089617472381,-0.27756254160693583,-0.1486164366619041,-0.24408471120215997,-0.2514395056136981,-0.060329725578542756,-0.17263109421822495,0.1130642530334382,0.07534964053131281,0.2206123116870452,-0.2874010397425717,-0.49357739678575224,-0.22712198213665757,0.702858343780034,0.6960830989087264,-0.07275632862867419,-0.09723316201839728,-0.5585599547194018,-0.39469267864643626,0.02027962628591201,0.0899941824895424,-0.6382340266083606,-0.43255558445001574,-0.08185654157606877,-0.11498981203506618,-0.4781044964407619,0.29229903930105056,0.3385931981919772,-0.2576801510113706,-0.07192976771578637,-0.4517470332537599,0.20370311625000784,0.587852777313853,0.6809223835870162,-0.09842296538374253,-0.21785652387077364,0.13460300947259837,-0.08776510621489583,0.34708710315460073,0.7366103096762739,-0.4455932411329684,0.19351993505849913,0.04483125052078514,-0.2828538734692723,-0.5109635883965506,-0.15259477544422984,-0.5947965398249996,-0.16605030616845431,-0.24046269480420196,0.17232060732849738,0.7016492425908295,0.4024798599109441,0.007030558385861021,-0.4085837681876236,-0.0005321280541899968,-0.5205589820157909,0.2207477172555469,0.0954923973525377,-0.13968440428745188,-0.2649611592058128,-0.17099965713764673,-0.3082813788166704,0.6120630801179104,0.1444783277151877,0.1601491360014185,0.31928181994433535,-0.25628848634188645,0.7620038526436765,0.20635461411239048,-0.6009169597749544,0.035384945562706153,-0.01079651852456248,0.43863784194486566,-0.3125230292122631,0.29357651724682526,-0.07586638867713656,-0.05923706218476669,-0.04439353561344785,-0.20660303057774612,0.04921863866040577,0.24429307297317696,0.6004201317575276,-0.19636868999335724,-0.044998631175255446,-0.2023129269132102,0.5826344287274826,-0.34277536707328393,-0.2637220052760201,0.3454555471789313,0.30945146068378065,-0.3212752971203575
Occipital_Mid_R,0.17153067034966188,-0.20481431653477558,1.0,-0.02917979529819414,0.8544529802063972,0.8263418586789918,0.16346889225194353,0.41891271775400746,0.732230853142213,0.8307479655838957,0.0698146445375928,-0.2895150253838508,0.13799523212915868,-0.010724727852573192,0.22154967141328225,0.4064752595480499,0.24789396058167468,0.6579035261174206,-0.0106532146747337,0.10440653185112621,0.22655192909716113,-0.09409009168441652,0.7161387027433669,-0.4226980244068142,0.025644793001321095,0.44302620049589225,-0.05537469904756295,-0.05275265639908327,0.8678037962373271,0.553607892827764,0.10887367481620865,0.229201784326237,-0.25798293204521117,0.35785078417030236,0.6143986548055421,0.5659108816447427,0.159709279945642,0.08550944238855075,-0.2706703492754105,0.4792435264627745,0.3022960851119036,-0.35770536290649824,0.15442376729752588,-0.17666993735117237,0.08243433095535727,0.457756955125757,0.3350460889998101,0.04440181345933619,-0.07320878598775771,-0.17882011883064308,0.19716225779771496,0.495191440390652,0.10626091304678763,0.5315047974238859,0.4091647679049775,-0.3669214406110456,0.1390117885485845,0.521810929337559,0.20319894724054244,0.6050078133513407,0.1544396078639259,0.010669150612853224,-0.18659901531446074,0.3220547920654461,-0.14668477400720822,0.6544749214612263,0.28825503964052707,0.06579047763645958,-0.19650696663087536,0.3959564658740161,0.36740653195526696,-0.3785930308607303,-0.3251544437654025,0.3610393357965322,-0.09297992002792994,0.5181004264066168,0.36854593542016595,0.04262849518038666,0.26963746397761845,-0.006560763829982381,-0.2013802356408728,0.34002625372129536,-0.03518316023745931,-0.09003150829649344,0.07354610232207306,-0.521935188684932,0.5979037963952067,-0.13161571543376835,-0.11894781273503582,0.7037288291788321,-0.08017597254865394,0.1289325526529297,0.0387502982055904,-0.4063962363896714,-0.020396859631427598,-0.013685689151529639,-0.4818297030360332,0.37645585808128196,0.5532592447025849,-0.2674395302175143,-0.27856158670287823,-0.007282803890357296,-0.20173616895007765,0.022264562039395527,-0.0037298830627780777,-0.44656165682215854,0.4722654267366717,-0.33636050953724483,0.7291250018995512,0.057375029820349664,0.002539391835430586,0.6126682870005888,-0.15311647414178184,0.4887135309933553,0.1186583699817059,0.29303444122495176,0.5729588502228685,-0.10433764972356532,-0.17237551248179925,0.22944940839467712
ACC_sup_L,0.44801243111716094,0.3372866037440325,-0.02917979529819414,1.0,0.19511813783249843,-0.027932752695614658,-0.10631988092742906,-0.15699834324670423,0.1501085380963008,0.04462667257528794,0.3334583308910346,0.5490768605370258,0.2657489009040857,-0.014512533892004268,0.21902957581345825,0.34639152963862213,0.1287801863644527,-0.107730462793925,0.029547364831542248,0.5028639730843711,0.39639544703971424,0.23013327334190886,-0.1252030393302678,0.057764136368599506,0.346971172459048,0.4624687343116259,0.4878477644147539,0.2808907682269912,0.1413112309253041,0.46470320066348375,0.4647562128281755,0.44441144759782303,0.14923155836870192,0.361442523504714,0.1582510365517021,-0.04785101073462469,0.4352858299833652,-0.1120768991439408,0.5971466188909974,0.1271999487254601,0.2132899115740218,0.1982889566216321,0.35628838687963515,0.5733882573025021,0.40800778973089236,0.14558977768077677,0.02912216614829637,0.19742535365124328,0.612569431729975,-0.11103915365262684,0.02556327840236106,0.22031327234550088,0.4428351415003125,0.11452282840852285,-0.00019354363489569373,0.5042852957807132,0.454406254023751,-0.005582187822968837,0.13808153768413317,-0.033384743156892674,0.5110443787841478,0.22912677484143368,0.6081699884991275,0.40129049126214594,0.3422024085677034,0.46446896898578455,0.3623695117341272,-0.08038079011052723,0.5828498583450932,0.2840717055168988,0.24105663885578013,0.5564413120077842,0.13130753413066476,0.12361728290470363,0.5190523741596262,0.12787590883052213,0.18504475369188453,-0.40251411190451003,0.4952276416630453,0.2619210430103364,0.4855855099369015,0.36298628617353446,-0.0748970774641425,0.33756453292979793,0.07778181410306402,0.32606037153165013,0.3680963349813439,0.5963883388805035,0.4245311494663361,0.3453173259422845,0.2784693737173561,0.45371879425427486,0.10110608333638947,0.5222612869492935,0.3718325703023722,0.36990482483965403,0.3419785238489261,0.4341598250099506,0.023389949340640738,0.6174460110638932,0.5763308931476675,0.45381649431058707,0.3187440126563425,0.22503222607529935,0.5814625125230898,0.22811731414531933,0.2875504794891086,0.04374682779303865,0.2116491549161517,0.39006906182009055,0.3731233431068924,0.2934790478130275,0.48252043647724696,0.2588906096870807,0.3369582693180055,0.20398082282150568,0.005971855256433383,0.5983596752407916,0.6141844485626791,0.3357552582314331
Cuneus_L,0.2532762661596749,0.0936029504187828,0.8544529802063972,0.19511813783249843,1.0,0.753482631277561,0.29087482410973675,0.23931013776649437,0.7967385923008024,0.7980415659709066,-0.0035305341043612775,-0.1422196226239042,0.09354862317395153,0.13414544386096663,0.38971257497602374,0.42925929753143116,0.16837911774829367,0.42568102003777897,-0.11137236770592676,0.23331232599722473,0.46555255201615536,-0.03002312368448978,0.5271167591879596,-0.4174556616552998,0.23936888115896368,0.3898411737683854,0.017155467044950513,0.004953500051497158,0.8603486966634387,0.6194176993904081,0.043109044494657224,0.34011969435274236,-0.2730184684925783,0.3022336718419239,0.6920971585270399,0.46142004987673296,0.33749606509728775,0.1898905619818603,-0.07671633604726816,0.4100066080428475,0.1609519507968886,-0.3326431629617429,0.47710038320435383,0.10988441332021112,0.10170169397487568,0.422127586074198,0.15422231541218484,0.0324852520687735,0.08420782912379197,-0.18329277355749557,-0.04215186491179104,0.4397840737518233,0.258668403885002,0.4721748848946438,0.3369577949878723,-0.13924711194038425,0.3095548537578824,0.3171190633935166,0.3336638940192891,0.45737366576527316,0.40640524831500197,0.22080026205975273,0.1378448313981453,0.41827829857462795,-0.09494555398915974,0.8425480274254494,0.35173438431288045,0.2542079365741159,0.16065408268862486,0.3582425126542448,0.5076490432532158,-0.3101196526516163,-0.429456346250765,0.22016084054546506,-0.021486592682104483,0.3514500968789915,0.39550672949580656,-0.0348325772555787,0.4833427574938423,0.17409734022541049,-0.05202850018922061,0.454315031386776,-0.10904681035427284,-0.010744744589885192,-0.07835899361585631,-0.3297059937247801,0.7333766992128599,-0.10578173810537515,-0.10585981984224575,0.7589802779131828,0.033090209171144684,0.4590610022013503,0.19607318354006745,-0.25737758415291173,0.22632388399397912,-0.08249866340897483,-0.294772945600799,0.521125253725814,0.3735815958552492,-0.2565444395232131,-0.1879601405474978,0.04065656445902402,-0.3366069427091659,0.20333485031585372,0.04649994686330691,-0.4402780434778517,0.6225177009880406,-0.28186894459668327,0.8759924994056184,0.30263911815719297,0.13626647997510652,0.6565333956761794,-0.04597891037809464,0.45907892328857186,0.413012893871175,0.3047361641082717,0.5233594024964277,0.185387274739066,0.04666661897058155,0.2682968045710177
Vermis_10,0.027366808690995097,-0.10074494061790201,0.8263418586789918,-0.027932752695614658,0.753482631277561,1.0,0.1586773308950609,0.49861400219754487,0.44614575101615145,0.5883590821742889,-0.05415126087780813,-0.34489458436139464,-0.000915520817845553,-0.04968468692896513,0.26832802525284866,0.269334146538931,0.13497233723508126,0.5251228842195306,0.03227085032338807,-0.06046035823225375,0.20078948232265129,-0.1831381587865369,0.7030988770622097,-0.30860575745373175,0.1379214805589741,0.299195100111472,-0.1616132231688404,-0.14096200095821315,0.7201303797354769,0.40138848760851736,-0.048353886850757886,0.04893661314460182,-0.3593854761203979,0.11147875553158278,0.3444985852536495,0.6581938641528824,0.17837051683645788,-0.018699652449157115,-0.31660815047714336,0.44439907458923117,0.15931157296299536,-0.4029653390307481,0.22783007324283477,-0.10665721800428872,-0.036769481578296896,0.4235681746000751,0.31988991305064846,-0.11574294705064914,-0.25686131230883014,-0.2402703251979505,0.1389868236506393,0.2497259482903958,0.0048944453560455905,0.45230149906083533,0.4152384524957702,-0.45183467972015784,0.045761724589742876,0.37761259904069183,0.06779951741079314,0.29395064620421646,0.06533569126454564,0.026688671534221893,-0.13402166158388037,0.1631510163277337,-0.2290014145956581,0.6007547361666362,0.12987763528599439,0.08451571683261186,-0.11096006200132028,0.17048234047021424,0.3185843840378093,-0.33983601371657196,-0.467890676341844,0.22501086199320106,-0.24573402460010133,0.42794671319464045,0.3029444334073789,0.02215644402220632,0.16528080825907354,0.02091749174707157,-0.2553856151603014,0.3161242265957873,0.0244775638270234,-0.17128446406164918,0.07024608135298842,-0.6738075914420285,0.5097941715076999,-0.250472337914208,-0.29654710318112965,0.6401212035188815,-0.22143892422964379,0.2010868335271104,0.11047376164270353,-0.47154537030674015,-0.06504506775236613,-0.16117444125967045,-0.32943003335011756,0.3165584281779368,0.4491679410098874,-0.2951140971189114,-0.41848466559431297,-0.003227445924395595,-0.34059422845642906,0.03824717343920678,-0.15428884792120942,-0.6104159546324509,0.44360795727588603,-0.44958726746887073,0.7134922105343369,-0.14862771034654526,0.01442890912567234,0.5948730718744688,-0.2641569255361072,0.5146833969314082,0.13042429518766344,-0.007704894503992186,0.5494194119485689,-0.09422670792221562,-0.2155785047526124,0.1829979878408894
Temporal_Pole_Mid_R,-0.06562522778451842,-0.05330765758817006,0.16346889225194353,-0.10631988092742906,0.29087482410973675,0.1586773308950609,1.0,-0.021836779665404104,0.3892877582680835,0.32946684526351483,-0.046130843778338586,-0.021416997343059487,0.19727840711300368,0.1371505818141058,0.49717698483063333,0.27373103409118504,0.022956280280913684,-0.025215620889089217,-0.12695829715332702,0.3077382725312529,0.1876924111509548,-0.3865132728753963,0.10567334912581744,-0.1736532814756087,-0.07464676773954104,-0.04002162177367511,0.12802239556518644,0.23006606470778704,0.19308709659183798,0.1888328987855643,-0.11142767420007735,0.37227130266100855,0.029341997535837314,-0.0564165747341332,0.3948583829676985,-0.05101102485487173,0.12461109391651622,0.37517008637106397,-0.019042408657188398,0.32469731599865886,0.17832112703939298,-0.08577591350087316,0.2725228179781694,-0.06961770320009229,0.12394155421953751,0.13167014214275644,-0.04714967871818809,0.2486916295380834,0.16525073792868855,0.011441481578710892,-0.11721563684530871,0.294235087486375,0.20407861646827463,0.11579091929784456,0.3273345933695175,0.10237425246775653,-0.04116336475054689,-0.18912805712353908,0.4402059414917324,0.22914774590045503,0.2520466436322489,0.24748588827557608,0.0030934229417932833,0.3360953260371131,0.2527863410486239,0.2854391757879991,0.2311884870773561,0.4623856652961272,0.05161780782555828,0.2624763923380957,0.3519423108828955,-0.1426957030781459,-0.22047601580758128,-0.003455332019609061,0.08290430691801713,-0.006696241758134955,0.3014122736147065,0.18440456389985876,0.413407871171778,-0.012512270571270825,-0.18122656474537946,0.29517621230387026,-0.09139408116696818,0.11577174029344314,-0.12514049334954627,0.010296203892853333,0.40651821446441844,-0.1796487091677143,0.013137133529932893,0.1755404055648055,0.327620996559047,0.20077867458866447,0.5948182158109598,-0.08921325761442242,0.3882892902781104,-0.12831105855113983,-0.23843025175618243,0.20075724012126228,0.2222859602303564,-0.3474278371283762,-0.12539212781129658,-0.49086655627288217,-0.24496889735003025,0.31887859682469916,-0.0009524907920337672,-0.1292366024387662,0.21870373918732786,0.28788076500365534,0.22406769287655848,0.3983335007287339,-0.26379820257678194,0.218455749448805,0.16356963049919845,0.12264447704106067,0.2337671628929199,0.26266344276272635,0.23330400102259505,0.07706117303443474,0.1497160560780854,0.17675423046619632
Cerebellum_Crus1_R,-0.2738168192678985,-0.45945343697447144,0.41891271775400746,-0.15699834324670423,0.23931013776649437,0.49861400219754487,-0.021836779665404104,1.0,-0.043978405512409884,0.27683555101032753,0.3638249724159215,0.11126181475392957,0.047137076258012424,-0.2698668024856482,-0.08822790572794204,0.1822861951332189,0.3077210862909135,0.8067863504812547,0.6058721376499275,0.06177398005930017,-0.2516296307274748,-0.06171750670922659,0.7918171563031892,0.0695064373259773,0.05144820758654723,0.4092171943567135,0.0988871811600104,0.21432950815214738,0.3106892104362878,0.18402838725744136,-0.052629826593337474,-0.04560517812830224,0.08434196975837144,0.1427562288619452,-0.03986285918744482,0.6129380982801254,-0.11544119662802944,0.010496559961996409,-0.03812254838161026,0.4498396685453156,0.2164400495052579,0.3116042459189879,-0.45958155321970506,-0.3438378332212977,0.12855806051193588,0.0806481106648678,0.7971813408848123,0.20176148508287262,-0.08185398674574981,-0.17362741740744564,0.6592488205400444,0.25493982240464014,0.08923880017380675,0.5469657584642893,0.4814528747743021,-0.19977923322639965,-0.4280436932978643,0.3009651814494578,0.1856666463033692,0.3122852291596808,-0.23925190104810992,-0.16530707106286374,-0.33820139387861503,-0.16060678847192117,0.12170166927515277,0.21160620400544863,0.2596045834133041,-0.2364035896781886,-0.538249232525673,0.11617710594609808,0.03160201899322634,0.09265219464952214,0.21676077185706508,0.6086560584353892,-0.08898001877025614,0.618698405668369,0.07379472389721949,0.25593241586931376,-0.2764584136165207,-0.3040895043701589,-0.36985969800106183,0.16790652318834534,0.48037619493959155,-0.21483864638082012,0.5682752606945776,-0.5093870791741131,0.04429929514360701,-0.193851617648063,0.23683055876572717,0.4502225973687144,-0.12239898931730767,-0.5051786454946197,0.028207058945239644,-0.3577388609845246,-0.5703159153026562,0.0212175947970594,-0.3373923914860058,-0.18171363871422067,0.5283366925878766,0.02949852195443205,-0.2910272656004413,-0.12114329405965742,0.056813917522161306,0.01581221672820064,-0.24523864463532244,-0.26511918092844866,0.022210160305063713,-0.01707289245657093,0.2338441209574129,-0.4571065511944408,-0.20679490184353555,0.5501571363489128,0.04162658452348184,0.5812053662535069,-0.5075334975557579,0.05010814989806642,0.48201372730615955,-0.4170815887600495,-0.015526219543544184,0.3430358897950432
Parietal_Sup_R,0.39555259104849927,-0.06496510364297942,0.732230853142213,0.1501085380963008,0.7967385923008024,0.44614575101615145,0.3892877582680835,-0.043978405512409884,1.0,0.8410422585563857,0.11982353714790511,-0.061866513381910085,0.31954307238660906,0.10057951232820043,0.41952367815705754,0.5704953740245987,0.21450155543367588,0.31107660401288484,-0.1694585227343591,0.38939553531268867,0.4483968961931376,-0.006841967596752317,0.3306688647753386,-0.48179011670716837,-0.05076706188998726,0.4050230579092712,0.1681578700699613,0.15796106500955742,0.7869630786384391,0.6310556934302489,0.21849676524041656,0.544315802145958,-0.08157584407594991,0.47059993361473895,0.8957991787399451,0.13161475385522092,0.29349369682154575,0.23837450887838527,-0.04561888137497596,0.3418334220101396,0.36538036111292843,-0.2429045373369731,0.35762880843604256,0.04133028036304384,0.19559372976567338,0.39953739482748496,0.06524159881490942,0.2638174899230412,0.313925500651583,-0.1286752555990558,0.017858264864215677,0.6848895908639664,0.332145274277608,0.28073533122785743,0.30119097974608683,0.03802015952546357,0.3761587640124271,0.3122978197015629,0.40429656016202925,0.6510275975091174,0.5055560375678434,0.14718111947126558,0.10615296151998803,0.5674672406453012,0.09578280624756384,0.6919678029270308,0.4067820279841985,0.23088895111297145,0.10605551574857136,0.5865299713540573,0.48106704921182675,-0.2454998729301459,-0.27856077330855933,0.23984746853219,0.21935355418297667,0.349844579469726,0.4486041355760548,-0.02788490337184768,0.6468822195846038,0.09361591407664666,0.019364992811468584,0.4335629413524765,-0.14804393673807373,0.14394956516415572,-0.086459963148872,-0.030087491726274493,0.6808667826523059,0.14203375642792615,0.09119077827511912,0.6147365325185229,0.2754639231670972,0.37827176245183036,0.16298995337917202,-0.07346541119892813,0.4166262741622149,0.15910045851711965,-0.40596425023261173,0.5230440016455549,0.3976301283669829,-0.13887082792194272,0.0636800395061806,-0.07680551675103325,-0.07865802629916321,0.13891825568945473,0.2847065461786427,-0.1470019844966349,0.5219877760899371,-0.05484728041759391,0.6694191546775728,0.5405750380065968,0.059993608033464825,0.5081448535783368,0.16283879700036383,0.34324367932692423,0.38228927875352436,0.6244587652349758,0.41177239045983655,0.22812180403659407,0.11346076161947326,0.2899384723917824
Angular_R,0.31667531711780594,-0.32482782687410744,0.8307479655838957,0.04462667257528794,0.7980415659709066,0.5883590821742889,0.32946684526351483,0.27683555101032753,0.8410422585563857,1.0,0.29132812798128327,-0.022522070729376634,0.42048462935406633,-0.032791107284462113,0.3581432289071128,0.6565578000845321,0.3335620018622174,0.5673623608116052,0.1097613708122202,0.4376563664751253,0.3323695041118227,-0.0009271918888307108,0.5602129350846792,-0.3978680943095722,-0.10023381783038231,0.5337800324330974,0.23350857165984026,0.26403826925298157,0.8689385098533786,0.6335641725953997,0.2220682687162124,0.5634022322823973,-0.07345158152276876,0.5032705027189933,0.8214832863162493,0.3789131573420287,0.3231684937508766,0.2596013958614148,-0.03403941482554752,0.41515732295179103,0.4751125022818812,-0.10684208834162458,0.12027609720319064,-0.09406376716765129,0.22831012436620743,0.36251782513310493,0.373747489064624,0.30158579606966657,0.24541905605634246,-0.07601599612594657,0.3049026969808565,0.7167589076346719,0.4150719248910216,0.41115807990978986,0.4085378033445611,-0.05791097119490556,0.23328855362563514,0.3741447026995612,0.44361495684086527,0.7886091942283571,0.37145248098432454,-0.04960377649244736,-0.07888300970721707,0.48353143174866065,0.08707268899958498,0.6989992634334596,0.3952709349562862,0.13643206267359206,-0.08652749950433768,0.6483142891157593,0.4760995884441569,-0.2090252165099163,-0.16767298575963493,0.49592701586397314,0.20874009526377796,0.615045498602456,0.44909520548641607,0.16100516972493298,0.5082004017672695,-0.13603359759641115,-0.1045629361733916,0.4539556614825838,0.10517397487389327,0.14588175648878363,0.25162878594138605,-0.2228259928380901,0.6724437278910023,0.07200542755711432,0.15664336656363162,0.7300276124981473,0.3627995652123506,0.1623898775436262,0.062397267353173295,-0.24577344664907627,0.20558629871083084,0.2064725069677705,-0.5789993253488621,0.3447924226409652,0.6083706869532706,-0.159989303896975,-0.03125824741381137,-0.16846552370041631,-0.02498217643047734,0.09809072442180056,0.16299077513040938,-0.176312479648062,0.6211852734429366,-0.026168838395937657,0.7413511967067341,0.2919622342798465,-0.1526746182595984,0.6732693351765778,0.16699160859076584,0.5405532285438502,0.14684117669993477,0.625551017092473,0.5045735768437903,0.12227591165707598,0.048761519205461096,0.4431331175558111
