,ACC_sup_L,OFClat_R,Vermis_6,Pallidum_R,ACC_sub_L,Parietal_Inf_R,Insula_L,Postcentral_R,Frontal_Inf_Oper_L,Vermis_3,Cerebellum_Crus2_R,Frontal_Mid_2_R,Raphe_D,OFClat_L,Thal_VL_R,Thal_AV_L,Vermis_10,Vermis_8,SN_pr_R,Thal_VA_R,Lingual_R,Thal_PuM_L,Amygdala_L,Rolandic_Oper_R,Amygdala_R,OFCmed_L,Precuneus_R,Calcarine_R,Cingulate_Post_R,Olfactory_L,Occipital_Mid_L,Vermis_9,Thal_LGN_R,OFCmed_R,SN_pc_R,OFCant_L,Angular_R,Putamen_R,Thal_VA_L,Parietal_Inf_L,Temporal_Pole_Mid_R,Thal_Re_R,Cerebellum_9_L,Red_N_R,Lingual_L,VTA_R,Frontal_Sup_Medial_R,Cerebellum_10_R,Frontal_Med_Orb_R,Thal_PuL_L,Cerebellum_7b_R,Putamen_L,Frontal_Inf_Tri_L,Temporal_Inf_R,Cingulate_Mid_R,Thal_IL_R,Thal_LP_R,ParaHippocampal_R,Thal_IL_L,Frontal_Inf_Oper_R,Precentral_R,Postcentral_L,Cuneus_L,Temporal_Inf_L,Supp_Motor_Area_L,Calcarine_L,Thal_PuA_L,Frontal_Med_Orb_L,Thal_PuL_R,Thal_MGN_R,Precuneus_L,Parietal_Sup_R,Thal_LP_L,Fusiform_L,OFCant_R,Thal_PuA_R,Olfactory_R,Thal_MDm_R,Frontal_Inf_Tri_R,SupraMarginal_L,Fusiform_R,Paracentral_Lobule_L,Frontal_Mid_2_L,ACC_sub_R,Cerebellum_Crus1_L,Thal_AV_R,Pallidum_L,Temporal_Sup_L,OFCpost_L,Heschl_R,Occipital_Inf_R,Thal_PuI_R,Paracentral_Lobule_R,Supp_Motor_Area_R,Precentral_L
ACC_sup_L,1.0,0.3369582693180055,0.1271999487254601,0.26593886603385153,0.2739774115325205,0.1582510365517021,0.6081699884991275,0.22031327234550088,0.7416156701616448,0.48252043647724696,0.005971855256433383,0.5971466188909974,0.40800778973089236,0.19366037815618514,0.36990482483965403,-0.11103915365262684,-0.027932752695614658,-0.005582187822968837,0.18979974411427353,0.22811731414531933,0.2934790478130275,0.44801243111716094,0.5222612869492935,0.07778181410306402,0.13130753413066476,0.3731233431068924,0.34639152963862213,0.3453173259422845,0.4385729111142404,0.20216333148571164,0.19810969525054586,-0.04785101073462469,0.3623695117341272,-0.08038079011052723,0.1224764892630519,0.22912677484143368,0.04462667257528794,0.5490768605370258,0.3187440126563425,0.2742804596693347,-0.10631988092742906,-0.40251411190451003,0.11452282840852285,0.20064255674634343,0.46446896898578455,0.22503222607529935,0.5791149961511883,0.029547364831542248,0.3602456160891835,0.15655390821421783,-0.1120768991439408,0.42995550424191686,0.602894702760951,-0.10913684486491768,0.49908321426389224,0.2588906096870807,-0.0047510363299541215,0.2808907682269912,0.39639544703971424,0.12787590883052213,0.4878477644147539,0.3357552582314331,0.19511813783249843,0.3718325703023722,0.4428351415003125,0.34275230149001895,0.40129049126214594,0.3372866037440325,0.4013186484104259,0.33756453292979793,0.2840717055168988,0.1501085380963008,0.24105663885578013,0.4952276416630453,0.4078430586634589,0.4647562128281755,0.04374682779303865,0.5190523741596262,0.02556327840236106,0.4352858299833652,0.12361728290470363,0.2132899115740218,0.3334583308910346,-0.014512533892004268,0.35628838687963515,0.3874097120953993,0.3422024085677034,0.5828498583450932,0.45381649431058707,0.1982889566216321,-0.1252030393302678,0.1287801863644527,0.2657489009040857,0.20398082282150568,0.4081329923734298
OFClat_R,0.3369582693180055,1.0,0.025916697319662875,-0.38650474624374226,0.4942975225259812,0.3222118238286182,0.4403583555498005,-0.056185892127199336,0.4308528194297774,-0.08227153626464052,-0.06642846610769992,0.07804622929769196,0.02602867445294806,0.09322489854564474,-0.12681319698318558,-0.02348664515768348,0.13042429518766344,-0.10120489625609372,-0.42250613104363693,-0.1613130211605969,-0.003982298711389053,0.3334319317838975,0.20902425483603904,-0.5123784143880177,-0.45776037035110895,0.3387329748364805,0.043470150975935554,0.12436408382122369,0.42961136552003126,0.0562479744398402,0.5305419798959963,-0.2091896618743967,0.04817018868315713,0.4019827000465269,-0.38173192650943,0.47670060142389264,0.14684117669993477,-0.14345393589694114,-0.3038696516040253,0.07051042480503725,0.2337671628929199,-0.35723570678237676,-0.030310994577349103,0.059579376969504744,0.4099006259184762,0.38068577187451874,0.17011600143485278,-0.5012257329404001,0.6068633823792839,0.38138205845163287,0.1275891973253333,-0.1448038506494,0.5022975756811646,-0.6556637999275529,0.31993548727780435,-0.14071936808903654,-0.1108759346780119,-0.24095466567090174,0.6067200374483628,-0.33355855848673316,-0.05905001473314444,-0.09156886542540359,0.413012893871175,0.6302027992362854,0.07035337065562404,0.1074337711353609,0.41528954501472964,0.5826344287274826,0.05584716720535125,-0.008544732312170084,0.019375458226123365,0.38228927875352436,0.3261986477701587,0.5400359639275045,0.8133476960992206,0.01560201106327065,-0.2360221810233588,-0.03744283703592963,-0.6055470716798367,0.3606257944526322,-0.45929273227866674,-0.15908555203453822,-0.2759595216951832,0.29621566099385027,0.8053416859820067,-0.15948593789710397,-0.09974365136945236,0.6727084766092813,0.24955232908471023,-0.49069563921687215,-0.2798348667565465,-0.2716210567680052,-0.0838248593083384,-0.024101974785469958,-0.12642701385717803
Vermis_6,0.1271999487254601,0.025916697319662875,1.0,0.09897072395686005,-0.277553165009646,0.2437814098873899,-0.275351945091644,0.3788414720429194,-0.11426815052317127,0.029855054372902153,0.33490359925783997,-0.1464929147788261,0.27431654973939235,-0.3342220819820743,0.01547717115567654,-0.3060599325965837,0.44439907458923117,0.321299538747036,0.2660876622280492,-0.38943445691951845,0.44896491337303013,-0.01551183727197082,0.08166926307643174,0.1674572444552542,0.08705760383365005,-0.20689066819257332,0.4007324311712286,0.4992945830437247,0.11512973271610372,-0.2923857624063612,0.21168905941139823,0.29476652647376556,0.4350588751907442,0.13054925894397745,0.44565385120504436,0.2927395207676308,0.41515732295179103,0.0029205076257169424,0.11238163209200953,0.3604547488366897,0.32469731599865886,-0.18084537072706444,0.5883518697537384,0.5630483928886894,0.38313381569703314,0.23098511754578663,-0.16974751349294845,0.2963345681065031,-0.1928222129800999,0.38461806470801513,-0.12479500954473455,-0.1811837967369366,-0.24367212687294493,0.3760601002709735,0.14951086385252632,0.3843189349557261,0.1587426694290043,0.17460386568448188,-0.008877358711003076,0.39721018692225685,0.10678809418982427,0.2931137266972688,0.4100066080428475,0.08777525058825957,0.1160698189332983,0.39218057388809224,0.3939013155449311,-0.2874010397425717,0.279554379509913,-0.1167476598834899,0.42748291594565524,0.3418334220101396,0.25890780065664076,0.3136057264832615,0.015698684491449313,0.18861335169320614,-0.10746279774805578,0.07275119875068113,0.2801883368149711,0.09365920854703871,0.3467387765287297,0.43409493685128253,0.09622418861246161,-0.255564531125445,0.04413046216415915,-0.04496050939919478,0.3947599260080204,-0.2919964578971437,-0.0252690335313209,-0.08312963250765266,0.5794879462419941,0.40469195778326117,0.2586504949339294,0.11853936114640369,0.2878231488645798
Pallidum_R,0.26593886603385153,-0.38650474624374226,0.09897072395686005,1.0,-0.33339287313534505,-0.07482065050634516,0.09332660913481099,0.35862690117244056,0.20227765955332314,0.6645810266635909,-0.14751454369304698,0.521248171442901,0.4760751037692318,-0.08709461171167147,0.5918183253058895,0.023249901106521448,-0.5303339141596572,-0.04433518437089277,0.6496591245586929,0.564163665946358,0.11962910471502732,0.09650010917162957,0.443956996096326,0.531664583747507,0.7496620852470022,-0.1281906213460706,0.3133749200965844,0.012377636879356958,0.12544733387658283,0.23084005273631308,-0.5399267398752879,-0.2198272459934038,0.3580614948182119,-0.26526465586412284,0.40888504848806156,-0.12015201274628026,-0.09621712998174681,0.7492056432095817,0.722131239097706,0.08633878979902236,-0.1353720493020656,0.09086455190000324,0.05898724006736356,-0.04719687655448404,-0.11667338686052214,0.10736476909875031,0.33919521222380294,0.5007162162300935,-0.32354746667250145,-0.22535587716698818,-0.00324072908226827,0.722130924765163,0.0796759532196393,0.3771489414114253,0.2919518565489519,0.13047898508512304,0.17087632575539802,0.6076080940849847,-0.1940987856492473,0.3337037057509054,0.6154327938637205,0.3786369981115168,-0.4392955298713869,-0.05499806824444242,0.40336097120783293,0.1388861118615259,0.046150188952604344,-0.3273495022705292,0.15410645339652207,0.3043466108242425,0.3634502740188458,-0.1727899448293995,-0.12757955043197153,0.0572690507769523,-0.3526658983932811,0.43609478644701527,0.5146485285683159,0.5447956007198497,0.574070338375184,0.01700570053512456,0.4722507804119091,0.430129325002554,0.6064529505532298,-0.3149718496154298,-0.5018674509555184,0.6407799687712686,0.6776056980518685,-0.12366130468360194,-0.038381798589956204,0.7301760298554049,-0.05092680172205758,0.3685679632805732,0.46851139622951465,0.43196767773281286,0.5654838874271341
ACC_sub_L,0.2739774115325205,0.4942975225259812,-0.277553165009646,-0.33339287313534505,1.0,0.012298787921106202,0.6117877602830712,-0.3977897094086044,0.42609280772873126,-0.1064368882408057,-0.2294630669903712,0.16299229006493732,-0.06641955928206895,0.4322563673061481,-0.2861316069196872,0.10299800518056271,-0.06529897198116268,-0.21135255309681633,-0.26938401444375526,-0.0791907122262633,-0.15095235059456527,0.023499101372763773,0.05489041534698904,-0.4837546922028029,-0.2605518999741608,0.5110765422662285,-0.35309827718458014,-0.13176217642729382,-0.06594238325128078,0.09643512905082013,0.22715826385514656,-0.11855761319322602,-0.05723551252061759,0.289288399807631,-0.4141289624762189,0.4818844359971845,-0.21114380251330056,-0.08514874588846827,-0.35086584074144433,-0.25512782779336535,-0.04469036956652669,-0.17429017615357684,0.008888133670240037,-0.18198219567526086,0.15998846433783973,0.33150983818398116,0.39537611315422305,-0.47118205454617135,0.8539613470244367,0.009988556306687024,0.14750790138674508,-0.15445779194631643,0.5496157802870959,-0.45883684136418273,0.030845298273945523,-0.18564498531860896,-0.11859980367507274,-0.2874259007521885,0.37102675729458584,-0.526551426424506,-0.18968843260508694,-0.3323188012058014,0.16703124396554572,0.19597531412801197,-0.10666546459957378,-0.2109848440047898,-0.13350264401134834,0.875613844983133,-0.044369900639282575,-0.0331017817898204,-0.4467545405573747,0.0040619214574385285,0.18859837102511068,0.08621181945157551,0.597368584975107,-0.32627426153121547,-0.16422072317102443,-0.21502154150730668,-0.5804427976915496,0.04372975066277872,-0.4652604698574571,-0.5260321594668403,-0.24695103318519307,0.42976668977430105,0.6425396437474393,-0.13668686553743567,-0.24206602686453066,0.6276018426197937,0.4011506492004308,-0.22693467616516802,-0.3558949751981384,-0.33445750401924207,-0.47155808620094175,-0.2855702742099893,-0.3003236840524585
Parietal_Inf_R,0.1582510365517021,0.3222118238286182,0.2437814098873899,-0.07482065050634516,0.012298787921106202,1.0,0.1847859946724407,0.6634024490744912,0.09298857636561345,0.27778220110563595,0.3348497415346765,0.11325512130498915,0.23642753541959555,0.019110843049087518,0.21473127016325888,-0.007579416386775703,0.3444985852536495,0.23532562039027513,0.041739279232683765,-0.03688337457778428,0.49965228578756476,0.3215581374536382,-0.07243864969095207,0.018379429196520296,-0.14770965013888768,0.004854325742204424,0.5550301835507477,0.5548089030784441,0.5118526332180369,-0.23488800585673414,0.4253605241815381,0.171598889277449,0.3871948353693128,0.2715113305884537,0.22325528351172413,0.15308123139044955,0.8214832863162493,0.04864613155008137,-0.007599078997678767,0.42908150678035634,0.3948583829676985,0.06295178939897957,0.2946058407698944,0.5438461517802867,0.6662934147407514,0.20773039736714788,0.05799941344449523,-0.140090516504504,-0.013812441002441857,0.46937271055781643,0.3001623663705025,0.0899744933439558,0.1655793819414575,-0.011942944801618047,0.6825963437719174,0.36139701174316524,0.2274386193371373,0.24044193972660746,0.4218257729613935,0.34027894686558086,0.28332337633589827,0.2784231061609277,0.6920971585270399,0.3509738642417471,0.3893666410419624,0.5925256656345895,0.4809162640748705,-0.060329725578542756,0.3372007366969149,0.24270345767400128,0.558245469220073,0.8957991787399451,0.5364246058247593,0.5997104078334679,0.33714179452092347,0.18601474273245236,0.07940011222171102,0.2918556357882314,0.0743806658223639,0.23624364740515652,0.2675340518403072,0.3609830308421603,0.2330835221621603,0.1313111259960078,0.32470946766829994,-0.11081610458533586,0.11242204411076033,0.135251826298433,-0.10631739452273635,-0.07724007987096108,0.25260630993148264,0.2763546026446595,0.37489149575466263,0.6813474814947863,0.3439817872580614
Insula_L,0.6081699884991275,0.4403583555498005,-0.275351945091644,0.09332660913481099,0.6117877602830712,0.1847859946724407,1.0,-0.03148650339224967,0.7911757068568626,0.41453996618687206,-0.12213572268685781,0.5226785012131316,0.2761957016637054,0.643941747484576,0.15120589864363596,0.015139383653438851,-0.13402166158388037,-0.25834603767176323,-0.008170573365831442,0.19558134627456267,0.15153705576884413,0.2496401518011282,0.34555205444211573,-0.16945424965398276,-0.05390831913071492,0.5220524178696243,0.07197406618636441,0.14998953456369093,0.31205303681077745,0.27812161487722664,0.17350953216395226,-0.13067666061760885,0.20041122526192381,0.15244502716324282,-0.14303883768968945,0.3464017117148293,-0.07888300970721707,0.4478864612146001,-0.005996805221930137,0.009231681370378254,0.0030934229417932833,-0.13029791659820666,-0.03544917102358008,-0.029821862000429127,0.38255891139055764,0.2994711494256195,0.7285576587518326,-0.26945148827849197,0.641805469947262,-0.05976904911080255,0.146739154886927,0.43071528897041184,0.8315154177332241,-0.3717715282292094,0.481343350720649,0.07857777251899163,-0.1139591370316605,0.16322556620623585,0.510367940603791,-0.19682386680920572,0.3026087406832424,0.06633591432675634,0.1378448313981453,0.3746952522798196,0.3109797668435432,0.12886869860127995,0.043491200473764015,0.6809223835870162,0.3035252472437669,0.26126736832475644,-0.07163279510356375,0.10615296151998803,0.22455771512047876,0.4092327309111932,0.5345770323279934,0.06946652888030674,0.12966475150727205,0.26283105084234104,-0.2860256737744326,0.3029604733459939,-0.1599647385343639,-0.15854054016753197,0.18026091560900429,0.2210227704000176,0.5683095891070435,0.24490169078340557,0.17642980650104478,0.8505778956225118,0.3997544863503033,0.14244226650606906,-0.3742077338262343,-0.13105563851700627,-0.02819406997505457,0.0999038804960517,0.18585832658705184
Postcentral_R,0.22031327234550088,-0.056185892127199336,0.3788414720429194,0.35862690117244056,-0.3977897094086044,0.6634024490744912,-0.03148650339224967,1.0,0.11972689038384675,0.6376054227600368,0.4338376002839102,0.33908274271080147,0.46715832553276865,-0.19783309428920526,0.6118909833900337,-0.035109254240299266,0.2497259482903958,0.32575756786503224,0.3969067570591694,0.20360815244954408,0.6759698837599585,0.4533756264220917,-0.006039862396041816,0.5400613832807324,0.14820846580556146,-0.1582931314152619,0.8718061542571788,0.6208905132927587,0.5572577444421397,-0.18453500720218746,0.2463825380988541,0.09775217932026325,0.5621404708397358,-0.061271519969643785,0.4526606315734845,-0.1712254506104502,0.7167589076346719,0.3701200403448792,0.42254023538185914,0.7289115257136364,0.294235087486375,0.170413301723056,0.2808209714525185,0.5648055814447731,0.5591353780982234,0.05250432403148308,0.1284418108936492,0.39017713322784814,-0.38187643102698665,0.3595522843954051,0.19089244731641983,0.3900165651693501,0.09028816511527098,0.3970188589502327,0.6643178904684857,0.6280699352757423,0.3648817622032157,0.6678192955733998,0.2991285410712554,0.7822016908132511,0.7040605588119582,0.7790297156238875,0.4397840737518233,0.30971134001354345,0.7301738759483165,0.7921006145726159,0.5722125832353526,-0.43255558445001574,0.39466735313998624,0.330053372732891,0.8992560520163132,0.6848895908639664,0.4492789135495038,0.5999757027391548,-0.0984379928689099,0.5380421489807298,0.20597866008176602,0.5292853138693238,0.6327398063496439,0.4775421578641586,0.7400768787808933,0.8369600573359159,0.6123787573319636,-0.11440247062173106,-0.22961679043590683,0.1696281962120412,0.4407369380247128,-0.13637720907512138,-0.24866288325375585,0.31592252611710386,0.5068820681750318,0.4605772277400427,0.7813189032266415,0.8724329248973778,0.8072473770746483
Frontal_Inf_Oper_L,0.7416156701616448,0.4308528194297774,-0.11426815052317127,0.20227765955332314,0.42609280772873126,0.09298857636561345,0.7911757068568626,0.11972689038384675,1.0,0.5129082125440618,-0.10524886159218723,0.7001375438105828,0.3507242166230302,0.45947802579846414,0.28473051436901886,0.0333687699096348,-0.1511794848696684,-0.14988547019669118,0.11210026864014457,0.2792807444585847,0.1989333888610553,0.39245995473433487,0.4804964441185867,0.07436946417074561,0.06807141347838327,0.43629307735855827,0.2804357191428839,0.1787036622864898,0.4607875437287179,0.3170304974363413,0.21874381465932982,-0.11307710353796915,0.24938731594348568,0.04518380847301083,-0.040681304646235095,0.2511414227628289,-0.07031914887141452,0.5175819247182935,0.20062911684980086,0.2797501595606236,-0.062349379550711514,-0.25982993133866095,-0.016454410939678865,0.046300221249185286,0.3893234664064636,0.27028428674557836,0.7341398272406895,-0.024379527522186098,0.5121307752799346,0.02784928141118254,-0.04120892878710123,0.43069077794764427,0.8964749875240458,-0.2498110964228928,0.5093808238593626,0.1600065639441711,-0.010753370140235327,0.31869974880616114,0.5408234252834447,0.0063464338321021566,0.5179499743235798,0.3535601208510987,0.1001487875909215,0.4500718418655618,0.516427155049953,0.24426651612809563,0.22998257506073574,0.5369934629553564,0.33293528563262614,0.2945489176015617,0.1684872941089685,0.02313869938605353,0.271706242923184,0.4830122105334352,0.47634604423991705,0.2728186925580583,0.08109462968349378,0.4055044725431138,-0.0826770994591899,0.6145527630119152,0.013632499083357423,0.10384076502154309,0.30603179385573975,0.19042089896865885,0.41336598810306774,0.36611876935140353,0.2592885216636786,0.7923166287594678,0.41765291133318627,0.21918808314213373,-0.28081055855016007,0.005325613062643347,0.24778262510040483,0.14030819127102767,0.4085038625469958
Vermis_3,0.48252043647724696,-0.08227153626464052,0.029855054372902153,0.6645810266635909,-0.1064368882408057,0.27778220110563595,0.41453996618687206,0.6376054227600368,0.5129082125440618,1.0,0.09544676495505684,0.7514982907831252,0.5930558545422655,0.19816045219578818,0.7103106093008021,0.11987896093919874,-0.2641569255361072,-0.0714460410033868,0.5326739705481757,0.5397378569162533,0.40042056540926674,0.40303294519026556,0.2887813322444887,0.548608084416045,0.4022457236191578,0.0680387138486233,0.6201842463170855,0.2644850991575547,0.47622730629366905,0.18505302504817892,-0.09273869314459778,-0.17799419249420326,0.45954186405982705,-0.054408449710762107,0.3015370076297077,-0.06034630987083895,0.16699160859076584,0.8017693875252359,0.6010719810215309,0.47052217528729157,0.16356963049919845,0.1805230126699917,0.05225303696539851,0.10467813468772517,0.2943478422321284,0.21564987245075204,0.668505471206973,0.4301708100520778,-0.054849260351990226,-0.04377226947431788,0.20072183842905952,0.7838978788948849,0.4483728910158268,0.24503068444119072,0.6799761549568104,0.4996445755351062,0.2724655450825039,0.8567032309295204,0.33231794577091134,0.4568097328120332,0.8722953868774189,0.6819546235008263,-0.04597891037809464,0.3511995457650513,0.7856154853881276,0.4723269297245192,0.32029155101430024,-0.044998631175255446,0.35607730910058266,0.5081675805175955,0.5910395897806091,0.16283879700036383,0.33585619336559436,0.5115526078602189,-0.010419950854633625,0.48919385698864104,0.45166330794533927,0.6535027672509226,0.5143727506325416,0.4439050123955365,0.6016337292271978,0.5975257395290031,0.7071276607018677,-0.0525316819331267,-0.19979731250011654,0.571669386369416,0.563160952496872,0.24221188193622264,-0.06606805138446063,0.6896075161094717,-0.010531418995347422,0.3053278617830747,0.661693194680994,0.6836087326408908,0.8105833463959959
