,Heschl_R,Temporal_Pole_Mid_R,OFCmed_L,Thal_VL_L,ACC_sub_R,Red_N_L,ParaHippocampal_R,Frontal_Inf_Tri_R,OFCant_L,Cerebellum_Crus2_L,Olfactory_L,Parietal_Inf_L,Thal_AV_L,Putamen_R,Frontal_Inf_Oper_L,Cingulate_Mid_R,Thal_LGN_R,Thal_IL_R,Thal_VA_R,Frontal_Sup_2_R,SN_pc_R,Frontal_Med_Orb_L,Vermis_6,SN_pr_L,Thal_VL_R,Thal_MGN_L,Thal_PuA_L,N_Acc_L,Temporal_Pole_Sup_L,Occipital_Sup_L,Calcarine_R,Cerebellum_6_R,Thal_MDl_R,Thal_MDl_L,Putamen_L,Postcentral_R,Raphe_D,Vermis_8,Rectus_L,Temporal_Sup_R,Thal_MGN_R,ParaHippocampal_L,Frontal_Sup_Medial_L,Cerebellum_7b_R,Cuneus_R,Raphe_M,VTA_L,OFClat_R,Thal_LGN_L,Thal_AV_R,Vermis_7,Vermis_3,Temporal_Inf_L,SupraMarginal_R,Pallidum_R,VTA_R,OFCant_R,Olfactory_R,Precuneus_L,Thal_MDm_R,Cerebellum_3_R,SN_pc_L,Cerebellum_Crus2_R,Thal_PuL_L,Precentral_L,Paracentral_Lobule_R,Temporal_Sup_L,Temporal_Inf_R,Thal_LP_L,Caudate_L,Thal_VPL_R,Vermis_10,Frontal_Med_Orb_R,Cerebellum_Crus1_R,Amygdala_R,Pallidum_L,Thal_VPL_L,Rolandic_Oper_R,Thal_MDm_L,Thal_PuM_L,Cerebellum_6_L,Angular_L,Heschl_L,OFCmed_R,Paracentral_Lobule_L,Fusiform_L,Cuneus_L,ACC_sup_L,Vermis_9,OFCpost_R,Occipital_Mid_R,OFClat_L,Cerebellum_7b_L,Thal_Re_R,Parietal_Inf_R,Temporal_Mid_R,Lingual_R,Precentral_R,Precuneus_R,Cerebellum_9_L,Hippocampus_R,Cerebellum_4_5_L,Rectus_R,Postcentral_L,Supp_Motor_Area_L,Frontal_Inf_Oper_R,Vermis_4_5,Cingulate_Mid_L,Cerebellum_3_L,ACC_pre_R,Frontal_Mid_2_L,Fusiform_R,Insula_R,Frontal_Inf_Orb_2_R,OFCpost_L,Occipital_Mid_L,Hippocampus_L,Cingulate_Post_L,Frontal_Inf_Orb_2_L,Thal_PuI_L,Vermis_1_2,Lingual_L,Cerebellum_10_R,Rolandic_Oper_L,ACC_sup_R,Frontal_Mid_2_R,Cerebellum_9_R,Cerebellum_10_L,Thal_PuL_R,Cerebellum_8_L
Heschl_R,1.0,-0.08577591350087316,-0.07238433080196072,0.29754567111380104,-0.17011683345795933,-0.3830476051368947,0.7097885399514585,0.6055893425205331,-0.19379336710146985,-0.3103202269925944,0.21647524376407454,0.19750771530611638,0.12380961123462048,0.7689127995899262,0.21918808314213373,0.2997831641521153,0.3055924781144525,0.30302661340976017,0.5196297607063156,0.5397468452856773,0.3812689347888191,-0.22712198213665757,-0.08312963250765266,0.05540558856461941,0.45108747932595106,0.5384220161547961,-0.13020864116827488,0.518777605788618,-0.08100817130603302,-0.21535063492674525,0.019820522012462757,0.14045947872621373,0.37766549333334476,0.11388796063926653,0.6361194468531786,0.31592252611710386,0.28685017803094626,-0.12643843130852775,-0.17783828685975675,0.6364148034758575,0.2854628696575557,0.5669573663779013,0.4731697449736842,0.10911333678304841,-0.2217177481792672,0.5042379144095057,0.197166206824386,-0.49069563921687215,0.1035316806987935,0.5498608436714406,0.3156608622705276,0.6896075161094717,-0.2264945285768527,0.18573397277085335,0.7301760298554049,-0.02444532906981259,-0.41450862639388225,0.5613458347986011,0.2212216161128775,0.5087844644673943,0.5914183602550132,-0.24329284247449598,0.0074039612451891595,-0.4056006952359479,0.5282531292416184,0.322329159950415,-0.15141947698985372,0.4887256724713677,-0.01058696790478538,0.5198116415042184,0.3954096661058315,-0.4029653390307481,-0.2775873324116628,0.3116042459189879,0.6072853172685525,0.44148991529426596,0.027806232916607974,0.6203793069445225,0.6275820210489966,-0.015578358406028319,-0.25605449648416334,-0.1834955777013291,-0.020569383491088555,-0.24647418931726273,0.2777323718746323,-0.06771647419929402,-0.3326431629617429,0.1982889566216321,-0.06462729545668391,0.6434396777566986,-0.35770536290649824,0.1616864796610099,0.25290726164250216,0.257296525276583,-0.07724007987096108,0.28420190945652224,0.19738369251437016,0.5901111308685248,0.2386114645616799,-0.005928012019292497,0.7913905243565057,0.30842873625515943,-0.1880191025446031,0.4480520928891476,0.46425370192245957,0.34575384588759017,0.12744656647263145,0.38128831029243354,0.21157819487795052,0.45837355840989524,0.5967981522043508,0.5738138190504969,0.5486305774820123,0.741521278740456,-0.1623519053394443,-0.4802226821681654,0.4905431342217698,0.33514452474743284,0.27877602482147723,0.022675918183349297,0.25623290523318837,-0.08655570705275988,0.6015929470352531,0.03706993223882125,0.4159491708714928,0.6070744339404488,-0.14910485134067974,0.024828584456748324,0.24866658730418945,0.3289976697683403
Temporal_Pole_Mid_R,-0.08577591350087316,1.0,-0.26379820257678194,-0.1796487091677143,0.1371505818141058,0.20075724012126228,0.23006606470778704,-0.11721563684530871,0.24748588827557608,0.4340705822067955,-0.1558505196424838,0.22770210369481997,0.011441481578710892,-0.021416997343059487,-0.062349379550711514,0.3424702699351597,0.2311884870773561,0.12264447704106067,-0.1292366024387662,0.1497160560780854,-0.07455361695855556,-0.05330765758817006,0.32469731599865886,-0.18122656474537946,-0.12831105855113983,0.2486916295380834,0.3360953260371131,0.029341997535837314,0.5948182158109598,0.22406769287655848,0.1755404055648055,0.2222859602303564,-0.12539212781129658,-0.0009524907920337672,0.044843174288472856,0.294235087486375,0.12394155421953751,-0.18912805712353908,-0.25091778026492106,-0.11806134190739517,0.11577174029344314,0.10237425246775653,0.018728077248344795,0.37517008637106397,0.19308709659183798,0.03903602313091656,-0.24882725614208462,0.2337671628929199,0.2520466436322489,0.02391925160244718,-0.3865132728753963,0.16356963049919845,0.3882892902781104,0.22914774590045503,-0.1353720493020656,0.31887859682469916,0.2216771935777341,0.28788076500365534,0.2624763923380957,0.08290430691801713,0.26055135952998076,-0.04116336475054689,0.23330400102259505,0.19856830147242688,0.14106138927799725,0.19727840711300368,0.05161780782555828,-0.15722160454835687,0.3519423108828955,-0.3474278371283762,-0.04002162177367511,0.1586773308950609,-0.01882841853324315,-0.021836779665404104,-0.22047601580758128,0.2527863410486239,0.1888328987855643,-0.12514049334954627,-0.022359302703835637,-0.06562522778451842,0.40651821446441844,0.21870373918732786,0.07706117303443474,0.4623856652961272,0.17832112703939298,0.413407871171778,0.29087482410973675,-0.10631988092742906,-0.05101102485487173,-0.09139408116696818,0.16346889225194353,0.0573032729243694,0.010296203892853333,0.18440456389985876,0.3948583829676985,-0.025215620889089217,0.218455749448805,0.12802239556518644,0.27373103409118504,0.11579091929784456,0.013137133529932893,0.37227130266100855,-0.012512270571270825,0.17675423046619632,0.20407861646827463,-0.006696241758134955,0.39346016956631896,0.22142616853601904,0.28341906569857195,-0.1736532814756087,-0.046130843778338586,-0.003455332019609061,-0.04714967871818809,-0.2328206983629239,-0.49086655627288217,0.17943225130665313,0.16525073792868855,0.327620996559047,-0.04424972790562831,0.3761783866545794,0.162794018720625,0.2854391757879991,-0.12695829715332702,-0.06961770320009229,-0.23547446864567034,-0.019042408657188398,0.3014122736147065,-0.07464676773954104,0.07468581880591557,0.4402059414917324
OFCmed_L,-0.07238433080196072,-0.26379820257678194,1.0,0.11634072588467245,0.20827855629292977,0.31955834467536914,-0.12231662388618937,-0.2762237442008155,0.29969640955484406,0.04542602305251878,0.11833311502382808,-0.1396150647398916,-0.07935921136724997,0.09813425642534863,0.43629307735855827,0.09217149096908431,0.07276377779139022,0.006988788403417449,0.06376445875869134,0.23957817602888726,-0.024602309280937817,0.6004201317575276,-0.20689066819257332,0.38401050703688094,0.025117988180875156,-0.11627288848106758,-0.03870296375622541,0.015788636805377884,-0.07929446486381868,0.11572925983785554,0.07624126539647642,-0.27746988651443827,0.10126673069280627,0.1061152258804734,0.03461493945072421,-0.1582931314152619,0.09741900645993885,0.06000304216374869,0.696445473937064,-0.2982840397012305,-0.07438107704470023,0.18711020538038228,0.24554398424042495,-0.03013719208749661,-0.003758550206092318,0.09954742152574629,0.15104374422445704,0.3387329748364805,0.21357055127181304,-0.05075966290266518,0.33917378398288694,0.0680387138486233,0.09390813181352269,-0.17606875230589025,-0.1281906213460706,0.06692673161307512,0.4993113783774703,-0.23603671971493734,-0.1962642601442509,-0.048336286664466606,0.10844397890951654,0.3512338786794302,0.07232482835863041,0.031909393394465885,-0.0832889899383524,-0.18682440368500333,0.5092028058589881,-0.22032479474148448,-0.006061495591451623,0.2540081610524009,0.009533996418608581,0.01442890912567234,0.5971140155078991,-0.20679490184353555,-0.20458728692521483,-0.13997213134202272,0.11303452087474257,-0.22988514215954434,0.03127702159320169,0.22040694898178229,0.07016803950663582,-0.012859131484531806,0.3423362878855949,0.005851349591079356,-0.21449080232426931,0.15140450302058345,0.13626647997510652,0.3731233431068924,-0.009010030655944763,-0.23685611563772424,0.002539391835430586,0.2891977688145025,0.07150215764306853,-0.3034326530882455,0.004854325742204424,-0.18729864481632144,-0.01908855318696339,-0.03358427901869387,-0.1342216511995013,-0.0644777208882629,-0.0524916767749369,-0.0437908605637589,0.6075899713400552,-0.14550570953738712,-0.007369554745251125,-0.2251211167135815,-0.11984650577792812,0.11311210524015351,0.15131653207355023,0.03197185772536784,-0.04243472807926477,-0.16550982092572122,-0.2509348252862398,-0.256357224858848,0.6279995469214732,0.18920316365354073,0.09983460347412981,-0.2597014809770084,0.28645859154057685,-0.06779993397597728,-0.0663447843525659,0.22244268065397546,-0.2676381223492553,0.5039128345808431,0.03100243569946931,0.18759169162310968,-0.13008618216215717,0.4715554219154292,0.16407586964000828,0.02663592884967864
Thal_VL_L,0.29754567111380104,-0.1796487091677143,0.11634072588467245,1.0,-0.23237460742687124,0.2632633396176874,0.47523688681661713,0.35055347387502883,-0.15858212505509794,-0.07100067304279405,0.3423763353624858,0.3811289976662236,-0.10589425536796065,0.5753875014864193,0.4207931978090403,0.438479648965328,0.2726729124494937,0.23490376309010216,0.46726997723152397,0.4196421390452081,0.22470666232162131,-0.13968440428745188,0.11755027863577547,0.4023883489232595,0.7759471112447236,0.3962603041569176,0.5533057297892373,0.3701464465692976,-0.21329906361059275,0.05479071818693496,0.22913435684701175,0.32322757170421346,0.6579628012936288,0.8446168517220968,0.6288933220791793,0.4655403462416875,0.4572706572804782,0.1164149196429394,0.03230448629705601,0.18683147570920733,0.31215952516015366,0.43403477562823767,0.10685192503193973,-0.19589702838498077,0.14118370301194705,0.3683507584161783,0.2715319362347819,0.0602641688596736,0.4933431681430098,0.427508677936332,0.2201547395207857,0.6057358514167596,0.4338483721457813,0.11302166667975029,0.5387153545843796,-0.11032410438652615,0.05122305250540668,0.08024996816751845,0.6055017361595326,0.6249166448207184,0.3479381633445433,0.37112072736883034,0.02115410520978885,0.07980950016817771,0.5720235152025612,0.6631771823666252,0.21615987723408156,0.016476200069130517,0.044894565537478566,0.7459941636141925,0.5543295495299828,-0.250472337914208,-0.11061358277820388,-0.193851617648063,0.3274038014152487,0.4387897179991584,0.43282425527292356,0.3273658934686859,0.5997884506832577,0.6562580023153229,0.20218342347337714,0.29471784494522046,0.4648854427971962,-0.31299135542726747,0.5914223220653336,0.5016792438658769,-0.10578173810537515,0.5963883388805035,-0.29739403867858083,0.12776264900612574,-0.13161571543376835,-0.16707028001303886,0.47347579261857553,-0.23330442387916175,0.12397986218009949,-0.07611397613007148,0.1457433262129393,0.5953569752506915,0.5651190708183268,-0.12087398108262916,0.5887524969611001,0.6004723646174386,-0.02260376788645859,0.5045672914598864,0.5125232482613683,0.35495699335934466,0.5621994737629704,0.5363322865920509,0.5445062348538028,-0.07087385617286728,0.44669085887359056,0.3662336661577242,0.1812278122997429,0.2530210797773187,0.25683334111937045,0.020842247108222526,0.681211574561231,0.5282858317747929,-0.1545721286923797,0.324637040293389,0.6334678052281891,0.16356583697243585,0.2658140895995672,0.13109498456359953,0.5789588222743569,0.4622685510376576,0.3180447809916975,-0.26339342047685355,0.3785276446232735,0.11362385913494048
ACC_sub_R,-0.17011683345795933,0.1371505818141058,0.20827855629292977,-0.23237460742687124,1.0,0.03631484010407081,-0.08164952765521145,-0.3644536700399511,0.2415529656075053,0.2343691282374561,0.009202591010974755,-0.06336410312583718,0.40442469806069103,-0.23431668646132167,0.19042089896865885,0.0801594624325308,-0.07966891722821821,-0.16501479390998747,0.06237447447949491,0.10523529204318097,-0.2731781134044707,0.46057567175667274,-0.255564531125445,0.14831415919699334,-0.15352353301147728,-0.20587057416023177,-0.03640241715329914,-0.24365549461011965,0.08106669082505995,0.08498436565619259,-0.1535919983320153,-0.3125330502012838,-0.12963750382241482,-0.24087330774901713,-0.13657963806549664,-0.11440247062173106,-0.13056326545992214,-0.11887242750791288,0.32518469508506026,-0.39048402657237175,-0.008058285647121482,0.12438390865232044,0.28335914780167554,0.2220166029936217,-0.06361052529853016,-0.0800885059897577,-0.2289848729957384,0.29621566099385027,0.2156783117416461,-0.11390199888697086,0.015950717820848347,-0.0525316819331267,0.1783315956719294,-0.052691204553060596,-0.3149718496154298,0.09563977176108107,0.4108356327853375,-0.13557925379889327,-0.19270230929960086,-0.10156553529777236,0.03387669638951004,0.1377372923122978,0.02940147828421906,0.07494879907861936,-0.10853821164888797,-0.15668312422632485,0.3066588623358354,-0.3222378857184409,0.27544385950481765,-0.18863371724513753,-0.2242500901493291,-0.04968468692896513,0.4569227779266444,-0.2698668024856482,-0.31541907370927785,-0.3407429267739001,-0.1695117459913107,-0.2744668680640644,-0.1732073601065278,0.11960951724820883,0.06171103609658116,0.06926424399379573,0.08601958900862587,0.2739235505571938,-0.23514932489374896,0.07775668252494095,0.13414544386096663,-0.014512533892004268,-0.048633770300425996,-0.21176508854143947,-0.010724727852573192,0.24798998550507056,0.041823389556345306,0.1162173929118501,0.1313111259960078,-0.2565413365788448,-0.13284890575792854,-0.030430126346297735,-0.15683114407588952,-0.07378577843002514,-0.23775874348015408,-0.00957330953113727,0.30604574037871124,-0.11531861485842937,0.055452949695657554,-0.32756640497563855,-0.09340952662710998,0.07087980168334031,0.12844064645282247,0.22219264391752325,-0.10272182095656902,-0.23289063389493717,-0.39167712988531467,-0.3161759718902261,0.09035355117556422,0.15778910046902261,-0.09562739925844854,-0.10170727441531359,0.0744875599462907,-0.32186048002141954,-0.17134627354114132,0.07197506060923418,-0.3729563795440591,0.2711216045283746,-0.5019635996639141,0.14890292342467634,-0.14273213056549047,0.2397031991383404,-0.1753279363966264,0.0954534135114302
Red_N_L,-0.3830476051368947,0.20075724012126228,0.31955834467536914,0.2632633396176874,0.03631484010407081,1.0,-0.052712569681820365,-0.23067263628350518,0.4339372618513385,0.36667222569364505,-0.007313416186350106,0.29430925028080834,-0.3912721378461463,-0.024744267931918713,0.3249717308821109,0.39406225611848006,0.3974955408555752,0.055513235671772174,-0.27568147680344124,0.18106216164272879,0.06799112208861915,0.20635461411239048,0.42763317657895583,0.12673769702050466,-0.08638188360298107,0.11732643798319198,0.6202629152423056,0.019480155261344615,0.3917374730899275,0.46663813822812045,0.4890946064380451,0.17405794737237792,0.16569327330461592,0.4588247116870537,-0.09810571758390119,0.23184112198907603,0.2638554492494341,0.2060860184674461,0.21961519995541368,-0.3482388847450483,-0.037902059654048845,-0.04523888676285349,-0.06731393812858427,-0.2094897255709893,0.45181087413483906,0.09110685346655195,0.02985880193597731,0.591868720761479,0.43685452963844684,-0.0202814392509162,-0.060820983376706494,-0.026043035247063192,0.4905524398665573,0.07899842539011283,-0.1921300685247232,0.1544424812268773,0.6447761120313157,-0.22344103025959128,0.3262231177848441,0.18343080314696306,0.12073307596917748,0.5439624398874985,0.13707223684913802,0.3931678949412944,0.13733543209205185,0.15901713032206435,0.376212092004743,-0.3615138620290445,0.19118509223658217,0.03437268351093011,0.21014068835520497,0.3165584281779368,0.26817193952936946,-0.18171363871422067,-0.2655510206149161,0.2346322145331753,0.5856859780451321,-0.2677317130213876,-0.02948204817365905,0.32305336650796573,0.5526961680348488,0.4835886097694619,0.543997639306431,0.16020515051672315,0.1920929382567945,0.6399198185035865,0.521125253725814,0.4341598250099506,-0.05090494786623446,-0.4463941511767741,0.37645585808128196,-0.11281704191188155,0.1084061416899475,-0.5312432278930446,0.4115720065257647,-0.12845412165979864,0.30377676538486165,0.08633339716532218,0.3459129792502223,0.09736881405553485,-0.01593742425103345,0.3562667867628047,0.17878073285189058,0.16575518072681586,0.15613498796546058,0.0336146241559955,0.40199984413819373,0.33775354494698173,0.35370677450047944,-0.5511558523798452,-0.09954610109390821,-0.14277810173367236,-0.19446113766228468,-0.4867799933405393,0.27147927477293254,0.5512425735794284,0.2758599832641786,0.17378200982464906,-0.06406223068629575,0.6373418485052051,0.3884180872799928,0.6050251475916187,-0.24348952304415644,0.18955568585330382,0.07505240018763418,-0.027654315208855,0.4078714018225924,-0.0027878346797852818,0.44173158891137926,0.0604324753420609
ParaHippocampal_R,0.7097885399514585,0.23006606470778704,-0.12231662388618937,0.47523688681661713,-0.08164952765521145,-0.052712569681820365,1.0,0.6126874084655051,-0.08792171875594713,0.021289682727840983,0.2720266150446181,0.5757488577766244,0.07716968216297214,0.6948037788797872,0.31869974880616114,0.5771791781808302,0.43106307017526113,0.5365531261538744,0.4257431133256966,0.6181028645921177,0.3751620775374099,-0.22576446655269553,0.17460386568448188,0.012043363001754468,0.5676152552335793,0.6627639552622665,0.2970388041358732,0.43984096045303567,0.06830404259074288,0.20929036092796083,0.3206650918762663,0.45268771551834036,0.3201843928593261,0.3363149721082444,0.6478098369518946,0.6678192955733998,0.458627104305159,0.0015180952722036501,-0.23183288130975618,0.530211639788817,0.42866241169895275,0.6943148518091502,0.38424615990504524,0.09652416036766834,0.19701803902345724,0.4841834682799786,0.05705963815664058,-0.24095466567090174,0.4204916239537253,0.5379830734873225,0.19067173363099096,0.8567032309295204,0.27311646357018443,0.37775108635577115,0.6076080940849847,0.04679557203532229,-0.17969874967539096,0.4171370714701806,0.6174232348924809,0.6142863107932406,0.7030494583604169,-0.05323772004861686,0.14501661803601426,-0.1417290104204986,0.8052881211031713,0.6813660026483835,0.012585522093913826,0.37114483879528803,0.34083471952479133,0.44843002647931285,0.5833917951274703,-0.14096200095821315,-0.22569946584673992,0.21432950815214738,0.3637562239983971,0.5309586630624406,0.3147012448462968,0.6365243379085209,0.5888713066036337,0.31281261887249123,0.18070845939169142,0.263222068891496,0.2037428522463631,-0.03290222342030415,0.6520362202676075,0.4679408816666333,0.004953500051497158,0.2808907682269912,-0.08695070039491785,0.5607115628372179,-0.05275265639908327,0.1553178860134872,0.26893713447619466,0.28377886870860025,0.24044193972660746,0.27418969220647454,0.4634447059455449,0.7822464660258447,0.6557689782760535,0.006828790179879668,0.8326860358847679,0.7399000884735432,-0.1623783402315325,0.7514821388332692,0.7694143011176995,0.5595064106010773,0.6441211314547608,0.6291366533617829,0.5132705264478966,0.20442912431514415,0.6707897243169089,0.7327275185839323,0.5192023322405135,0.5378891158958526,-0.30405290645004823,-0.036732282286660686,0.7157466211832267,0.5344974399339104,0.06783845518932714,0.32180956689278,0.5382868197675924,0.24215370925194227,0.5724721616124705,0.06630969173374121,0.4108788807015306,0.5777515279357467,0.22291152900922442,-0.1271322139073246,0.436668117993677,0.4579285283345978
Frontal_Inf_Tri_R,0.6055893425205331,-0.11721563684530871,-0.2762237442008155,0.35055347387502883,-0.3644536700399511,-0.23067263628350518,0.6126874084655051,1.0,-0.4214652870380368,-0.12049198095230496,-0.204791121954959,0.4638674076774575,-0.049663571951934424,0.4479491179774757,-0.0826770994591899,0.23722197259839192,0.386926039736536,0.6521850777172621,0.23403030070556902,0.22617464853443947,0.65988206897015,-0.6382340266083606,0.2801883368149711,-0.08361579025712246,0.5718847730920363,0.5626954764161065,0.0755170368560967,0.3641550939372379,-0.24214819438599713,0.1172020532535414,0.3968889923377652,0.6692441328133852,0.1724617899023362,0.2162287089461195,0.3660685997957972,0.6327398063496439,0.39682180538117057,0.31893350145326366,-0.560319608182455,0.9272676754572295,0.13814552067480618,0.1600799281901436,0.07281828538311577,-0.00045710357972820884,0.28021490154985274,0.20325485594070752,0.30844030169865055,-0.6055470716798367,0.026198415603472254,0.2228016528578023,0.05119650546540829,0.5143727506325416,-0.26406529184581234,0.5216341021523963,0.574070338375184,-0.0754930117173327,-0.6297024950283517,0.22323655405294268,0.5406068923317845,0.38456492182639695,0.20867345115258013,-0.218573785722807,0.3308482702177357,0.0020519921921296636,0.6775536590316319,0.5503115689071127,-0.4890152637906069,0.8230694365071477,0.04942972865476206,0.46186998901210613,0.6656951543647804,0.1389868236506393,-0.6261375360770328,0.6592488205400444,0.5131867967339659,0.403824779671241,0.25908075641162215,0.8906023977050397,0.42026248964716206,0.12004452646537181,0.008993689545002235,0.10092296192025008,-0.22613044934963827,-0.38197901320112865,0.6600800073465224,0.007864200991054247,-0.04215186491179104,0.02556327840236106,0.2612563395632414,0.6859767417875494,0.19716225779771496,-0.21034894853807404,-0.12386475558801884,0.2828132634483336,0.0743806658223639,0.6960317367771238,0.5496000315680176,0.5586914790839886,0.556068599969941,0.2595292385386259,0.6605848707071307,0.37805657193510545,-0.4428292683335891,0.6464967429852652,0.45123713316483405,0.8618440162059398,0.42603299383356474,0.31690050241014034,-0.08034944524348986,0.23064594661039273,0.7236471911276563,0.8587649860354115,0.9117873821943956,0.8207099498742944,-0.172722756374326,-0.137787581420869,0.3722714065696653,0.28290359249268665,0.12802525075285756,0.24724485959976705,0.45460084975055076,0.12265556306598706,0.8034744757380089,-0.31926048869637885,0.7140926203864351,0.27140178012477706,0.21842063147431856,-0.2992723534509791,0.22222042993370084,0.2586651723858563
OFCant_L,-0.19379336710146985,0.24748588827557608,0.29969640955484406,-0.15858212505509794,0.2415529656075053,0.4339372618513385,-0.08792171875594713,-0.4214652870380368,1.0,0.10718447502956595,0.12190741998438645,-0.14797146351034499,-0.11337877669788496,-0.04898870379122443,0.2511414227628289,0.14891186228712486,0.25964145759618695,-0.12530019867441564,-0.290743984510562,0.2764064205739236,-0.0014376155573647248,0.587852777313853,0.2927395207676308,-0.0548727993509929,-0.3232685810252507,-0.12425469668706204,0.13845444369526252,-0.14701729272907363,0.4928269344978178,0.09235519622225902,0.06802793494314303,-0.2789059486486798,-0.02267646874733607,0.018198089678640388,-0.15600598255991555,-0.1712254506104502,0.0010130705828879896,-0.1095620794778948,0.4504367895929548,-0.41693723630233737,-0.09694134581473106,0.20259709803427836,0.23698085959452178,-0.0029348373620622916,-0.06813422084087413,0.15117051141424903,-0.03290500540498741,0.47670060142389264,0.14832834010036575,0.046327555562453014,0.03748237107729328,-0.06034630987083895,0.2547887909797781,-0.15771819086255293,-0.12015201274628026,0.4639000910064514,0.6171704062224344,-0.06656309137427498,-0.1956372131171841,0.0033903018147892084,0.19041180993183576,0.15909033376299153,-0.10460507744330767,0.007292539928286741,-0.15219045728994404,-0.2449128441408691,0.3672182055660724,-0.33521515836595894,0.2301455976544342,-0.1165682906193124,-0.09991661388064706,0.026688671534221893,0.6245946103735773,-0.16530707106286374,-0.11911302116683911,0.10908016714852022,0.13790749870953894,-0.4174553859993579,-0.08163471975667774,-0.03540207536448181,0.23396159700528055,-0.04760198466145343,0.22815911141353837,0.5471267461886042,-0.25514634154776517,0.28248840834618816,0.22080026205975273,0.22912677484143368,-0.03416371228322478,-0.4429296850427992,0.010669150612853224,0.17546102466875688,0.13619756906217392,-0.2929463966594846,0.15308123139044955,-0.2378516872261431,0.030185111805759723,-0.10927682895578925,-0.1319845404449251,0.11202893216993323,-0.05592885373476607,0.025360641129117484,0.4319423692920789,-0.2095859546047013,-0.09579249442301342,-0.3478995020632383,-0.01312043624803555,0.07037632039619693,0.22753457837999985,-0.04436810805512407,-0.2032832046385022,-0.3219893778798878,-0.31133135096651554,-0.39331300612330905,0.14660875902774212,0.18360153451601927,0.11542547567385676,-0.06668128227981238,0.14931182752871996,0.2029910208641945,-0.032215826664922224,0.2571228814453882,-0.29639190808962157,0.35295748644746644,-0.21911608180083775,0.03493848727548255,0.045703441970623315,0.40476120945654553,0.12333300017987815,0.016506918199994596
Cerebellum_Crus2_L,-0.3103202269925944,0.4340705822067955,0.04542602305251878,-0.07100067304279405,0.2343691282374561,0.36667222569364505,0.021289682727840983,-0.12049198095230496,0.10718447502956595,1.0,-0.23968465199903832,0.3297517500016519,0.15340943851426767,-0.17500789757324592,0.017396072249346545,0.3793646411689633,0.17207954826038172,0.256091054650691,-0.18386566944702162,0.10855655316099973,-0.057334303346580955,0.06218890450732467,0.1295876454197706,-0.035436966737393376,-0.033401652205296936,0.055734252219795014,0.4358017301838268,-0.29314708773236536,0.12402515342933731,0.5535250854313917,0.44902837336790563,0.20294335940846947,-0.1940594716948111,0.03973461495056165,-0.10216599592695103,0.3020026655157455,0.1013417129534277,0.1439059757290514,-0.017558849452490404,-0.17330314350591522,0.12322141798573126,-0.06450362833145434,-0.02247519291393697,0.29269286946531514,0.5033743219918012,-0.05102339847639145,-0.2660766241886659,0.37550472686476205,0.48861232979977975,-0.3154777115095653,-0.26445561839517595,-0.0037814850598515653,0.3919958895678182,0.30323309369546475,-0.431890767802803,0.11172159105736523,0.3464449908636861,-0.1419448670115404,0.2685082095255014,-0.051656936959663266,0.07891925586712176,0.2479582337038607,0.42067505702905644,0.520245781700212,0.1360734211858378,0.17930519592773841,0.22470858839789007,-0.17346049188561205,0.38779232757815807,-0.27150595540818534,0.14737225145198957,0.5096367363491383,0.08762098041587502,-0.029910333303566742,-0.5030905605083,-0.152060849390922,0.4120922396799764,-0.05234519035307742,-0.14408815246746318,0.23936607093568693,0.49493681652438537,0.45301677545199315,0.25571560549966355,0.3007128351764405,0.2012635073392587,0.46839147228581796,0.5869488859223642,0.059240658623214044,0.13182794799709194,-0.11572594016057836,0.48199381681751396,-0.051082852558416554,-0.2393072639474902,0.05549045781872878,0.47825797858813135,0.06861633228914778,0.41067365336331213,0.11260446500266948,0.31615348142575667,0.04805398169264273,-0.1844125269663941,0.35097319933046045,0.14819141974653827,0.20000723919699903,0.2630100865623627,0.14195353955874462,0.37754580807614274,0.2939458776740049,0.14588101661179181,-0.2411200209351632,0.020267395644350514,0.04116668823216694,-0.045504364229406416,-0.3413897409935487,-0.1599044210345875,0.5480433717119851,0.06254925548005695,0.1508972593389915,0.07416004667601986,0.334838102955311,0.0949124897540186,0.5785089951844468,-0.24142115993010893,0.09607069979672682,-0.16143201203776297,0.04562123854099294,0.24883931707870205,-0.028840224423835586,0.04732581804734468,0.38163729942278046
