,Insula_R,Frontal_Mid_2_R,Frontal_Med_Orb_L,Frontal_Sup_Medial_R,Rolandic_Oper_L,OFClat_L,Vermis_4_5,Caudate_L,Postcentral_R,Lingual_L,Thal_Re_R,Precentral_R,Thal_MDm_L,Cingulate_Mid_L,Red_N_R,Thal_LGN_L,Thal_PuA_R,ACC_pre_R,Parietal_Sup_L,Thal_VA_L,Supp_Motor_Area_L,Pallidum_R,Amygdala_R,Postcentral_L,Frontal_Sup_2_R,Frontal_Sup_2_L,Precentral_L,Thal_IL_R,ACC_pre_L,Thal_PuM_R,Cerebellum_4_5_L,Frontal_Med_Orb_R,Thal_LP_R,Fusiform_L,Olfactory_R,Thal_MDl_L,Temporal_Inf_R,Thal_LGN_R,OFCpost_R,ACC_sub_R,Raphe_M,Thal_VL_L,Cerebellum_8_R,Frontal_Inf_Tri_R,OFClat_R,Paracentral_Lobule_L,Cerebellum_6_R,Frontal_Mid_2_L,Temporal_Mid_R,Calcarine_L,Frontal_Sup_Medial_L,Temporal_Mid_L,Rectus_L,Calcarine_R,VTA_L,Vermis_9,Frontal_Inf_Tri_L,ACC_sup_L,Thal_VPL_R,Olfactory_L,Cingulate_Mid_R,Angular_L,SupraMarginal_R,Occipital_Sup_R,Cerebellum_Crus2_R,Putamen_R,Temporal_Pole_Mid_R,Thal_MDl_R,N_Acc_R,Hippocampus_R,Caudate_R,Cingulate_Post_L,Insula_L,Thal_PuI_L,Rectus_R
Insula_R,1.0,0.192730912739082,-0.5585599547194018,0.10530805577410636,-0.29031478720891785,-0.13897160423339858,0.39274662980818503,0.3310122243311258,0.567524507712722,0.2603713096878484,0.29205914855108306,0.45169249309063847,0.28372719458322615,0.30200663389833493,0.40576133682380305,0.0007238783987465713,0.276871765363012,0.16962568797677713,0.5325657703633556,0.40228922918351234,0.38894027542519755,0.4264190459859118,0.40959968830356025,0.5986758659106103,0.21903905361108392,0.03409467327678803,0.5930229694731932,0.7219189358545234,-0.41907376750613723,0.4121983967236368,0.3110373645118188,-0.5432577083190222,0.4607734107947597,-0.014913551683987393,0.12968346497695385,0.0831520539847031,0.8752983897560119,0.3921942897383117,0.6572096395078668,-0.39167712988531467,0.20672178888606996,0.1812278122997429,-0.3506168256705559,0.9117873821943956,-0.5478904123839637,0.5494763571212056,0.6763194896520281,0.6200031038583974,0.8006955976687397,0.5221712536698362,0.14230088081916664,-0.48807129628922125,-0.52476250108837,0.5271668804284757,0.30754390032772566,0.4272988274133229,-0.19060624376278648,0.02912216614829637,0.663339661008971,-0.3234179089339013,0.24563389259556548,0.13382083937161413,0.507127413891385,0.27656421566432476,0.4368545524907459,0.40200700887056173,-0.04714967871818809,0.028013471183183793,-0.16470968187372592,0.5674200715433807,0.39556511832545715,0.18629555307953063,-0.23639428023897766,0.24947324502479445,-0.38631213637078393
Frontal_Mid_2_R,0.192730912739082,1.0,0.2206123116870452,0.7690165033109413,0.5396798817275589,0.18385206040222557,0.2752249417076599,0.6455485842130508,0.33908274271080147,0.26051711817190526,0.06494466192291977,0.7879233973084867,0.6523028974718579,0.6045032660812737,-0.0778014172625906,0.5184947356891049,0.2965469501722922,0.497383712746766,0.06153779017493893,0.5121615484683849,0.7100689800740576,0.521248171442901,0.3485664487432919,0.4991134581573392,0.7977415257430822,0.6708898587542628,0.6191109287849291,0.31719284064945075,0.4033206393499249,0.33487464940756273,0.48647654866794027,0.20434846195843154,0.32046705893021643,0.3046728029673588,0.3606965426414715,0.335801731636501,0.10312480057806547,0.34808545461202317,0.20190043751834935,0.14890292342467634,0.6407945711119161,0.4622685510376576,0.33417905196957387,0.27140178012477706,0.07804622929769196,0.306558990929156,-0.004853604340729396,0.6737772490761271,-0.02194429460434147,0.31363848639277037,0.7156028901048035,0.12201117690935724,0.22017019843109403,0.07744648284691975,0.22921351784562094,-0.1356773339216027,0.6924005166587734,0.5971466188909974,0.37460430316980725,0.19724214986778782,0.5567438945244906,0.14728430923024569,0.15983181407052344,-0.13186742242795196,-0.011855604515717285,0.7072482624936604,-0.019042408657188398,0.4580999680360726,0.42996310209051947,0.6356526024149881,0.7580481953813829,0.41379086439571827,0.5226785012131316,0.0623634475149689,0.22684964559358756
Frontal_Med_Orb_L,-0.5585599547194018,0.2206123116870452,1.0,0.5031718394908127,0.6960830989087264,0.5097804066133097,-0.25602110533973027,0.035384945562706153,-0.43255558445001574,0.13460300947259837,-0.24046269480420196,-0.14516486992971384,-0.06598190547249835,0.03207741834651846,-0.2078591599300807,0.20370311625000784,-0.27756254160693583,0.2214974698258171,-0.45656145082593597,-0.3125230292122631,-0.08185654157606877,-0.3273495022705292,-0.2828538734692723,-0.3212752971203575,0.30945146068378065,0.5927765640470477,-0.281380354257573,-0.2023129269132102,0.7620038526436765,-0.2514395056136981,-0.1486164366619041,0.9715192775081724,-0.2039535322636267,0.17232060732849738,-0.20660303057774612,-0.07586638867713656,-0.543569566195754,-0.08776510621489583,-0.4085837681876236,0.46057567175667274,0.1532611635894299,-0.13968440428745188,0.24429307297317696,-0.6382340266083606,0.5826344287274826,-0.49357739678575224,-0.6009169597749544,-0.281875176791594,-0.5240587963297053,-0.2331257970625035,0.5082076315497102,0.6120630801179104,0.8604347802923534,-0.17099965713764673,0.02007625098973934,-0.17263109421822495,0.6215825578361274,0.3372866037440325,-0.302672424900727,0.24157761494772967,0.04120478459805767,-0.04439353561344785,-0.4517470332537599,-0.1951933894152314,-0.2637220052760201,-0.0309686768421942,-0.05330765758817006,-0.01079651852456248,0.27154688618823025,-0.2649611592058128,0.04483125052078514,-0.3082813788166704,0.6809223835870162,-0.27562306120172964,0.7016492425908295
Frontal_Sup_Medial_R,0.10530805577410636,0.7690165033109413,0.5031718394908127,1.0,0.7069163009962113,0.5205423309086654,0.1722678317739958,0.5215556235586962,0.1284418108936492,0.31162890872277,0.05040080891585358,0.626715176801961,0.5820009582406837,0.5944045765268737,-0.05391726341740541,0.484329593253821,0.10210356821545362,0.48731123158044004,-0.11872287765899268,0.23454521302508527,0.5526939812301164,0.33919521222380294,0.23128476840114268,0.3460501558436296,0.8515039445369575,0.8668631336996481,0.47351957393100214,0.2699583708827343,0.5211608851277506,0.08138559980643033,0.3842485588819098,0.46769827870473163,0.16491413943206046,0.3427022954547334,0.27764492249841377,0.19001939365035606,-0.022647054894670345,0.2583298442481719,0.13360504165151205,0.2405133659158644,0.6211284188251717,0.26624111272033957,0.31525803884671244,0.07990190584315555,0.17011600143485278,0.06344157185000883,-0.18695806926835193,0.43453848888142893,-0.1417015544737472,0.22622378017604544,0.9044775428100335,0.27346293237643987,0.41894966325661825,0.12777128932618176,0.2469015396504284,-0.142862842606529,0.695530652078583,0.5791149961511883,0.2540866316289077,0.2589199300525798,0.5705568287049734,0.028035545375833006,-0.028565427141037072,-0.1761898538480565,-0.020585753523935952,0.6458071818548458,0.03637311027839242,0.38929853979000634,0.37333057922245805,0.5096735725699686,0.6300990080829777,0.21679709772547168,0.7285576587518326,-0.0260602510263204,0.30805037644373306
Rolandic_Oper_L,-0.29031478720891785,0.5396798817275589,0.6960830989087264,0.7069163009962113,1.0,0.599805163479046,-0.022282536670000505,0.32810940000995525,-0.1182210486834294,0.3554487482427142,-0.12251387608212187,0.2769989952847236,0.3113770425051834,0.4321687279352018,-0.07321998799955177,0.4574608316988591,0.0006621250217231828,0.279421298310929,-0.32731785658432216,-0.008800410957390991,0.27072700615299916,0.03380782561234551,-0.0164367481081649,-0.03494576394995982,0.5798257969759602,0.7876328170950088,0.1417451794149529,0.06250166586054892,0.6539774218266318,-0.03750650728356535,0.18970877017499285,0.6726237788926702,0.010139213410705481,0.3249872766551727,0.08700861314597307,0.1619831823918294,-0.35535004029909345,0.13559974840698194,-0.2965788850860858,0.2711216045283746,0.4873530205311736,0.13109498456359953,0.4436435820680004,-0.31926048869637885,0.45461312846686314,-0.21148194852907434,-0.4244273041393245,0.20539788629715167,-0.3166054864658563,0.08042329870599667,0.6762954103823318,0.5442323589560819,0.6593536636364552,0.07008923170238975,0.2422379969117174,-0.06575696901161004,0.8366604637020119,0.5733882573025021,0.03607851010426878,0.20524297483421594,0.4367701874376906,0.032495665268230986,-0.08209401559610445,-0.10215057247494151,-0.1261061022071863,0.31570966425112995,-0.06961770320009229,0.32464788008926315,0.3160162959193429,0.13678445895407237,0.3004766224487013,0.008469867690127707,0.8922163624404024,-0.08149543757868669,0.46621413211395635
OFClat_L,-0.13897160423339858,0.18385206040222557,0.5097804066133097,0.5205423309086654,0.599805163479046,1.0,-0.10390427761523557,0.026960064440459786,-0.19783309428920526,0.12194653494726145,0.1311612496425772,0.020306144015625152,0.14973298862545045,0.24465297855876028,-0.051077272776498595,0.10094180654025742,-0.23675863211491577,0.2912559370632182,-0.2697421822996444,-0.268106304915456,0.10726674304150596,-0.08709461171167147,-0.13526173954383203,-0.06714489006092832,0.30613275140155166,0.5859945503420321,-0.006872831945732754,0.046996871194957664,0.33524854616376976,-0.2411010385384106,0.055787499353931826,0.43282351529272245,-0.21655156165254014,0.08988322597946388,0.11347432518333302,-0.24699488206999942,-0.17455658068868377,-0.08742314332398696,0.10737350399528862,0.24798998550507056,0.2693816190410417,-0.16707028001303886,0.1202614135620347,-0.21034894853807404,0.09322489854564474,-0.2786750095536699,-0.3317464222351717,-0.02704889475376665,-0.16863122862628874,-0.09093422310779166,0.5641827941052834,0.24532603277806908,0.4308174455294352,-0.006348885411966873,0.05859505039228553,0.14385614617650186,0.5154707016690248,0.19366037815618514,-0.0593800445745274,0.1826866237304264,0.19533560110078219,-0.057785536157127955,-0.1769531899481705,-0.1714049973005385,-0.08822884613897523,0.2254644868271234,0.0573032729243694,0.09815505131089104,0.21555936390042083,0.047884340493669644,0.09265505298733949,-0.09956290886086476,0.643941747484576,-0.22084518518056423,0.2597052285807216
Vermis_4_5,0.39274662980818503,0.2752249417076599,-0.25602110533973027,0.1722678317739958,-0.022282536670000505,-0.10390427761523557,1.0,0.24659899708784375,0.8222642745083745,0.594424370174946,0.062090102648883316,0.6411215517808915,0.29125538506679993,0.6726682711104578,0.526269072236634,0.5807999422464678,0.6240260925444355,-0.2477628769385712,0.791217032731977,0.36490759110517124,0.7356323889597076,0.2378249457610238,0.01649752287834373,0.7678589697971323,0.40167088778245047,0.1563391948012426,0.7560747581717987,0.5562157241680822,-0.45830905649594444,0.6464237099811067,0.9034601204407804,-0.19580105867875255,0.2497203976923857,0.8183662895322733,0.10190821208678398,0.6052594110658122,0.17251351461533224,0.48052007701089955,0.2497877586722995,-0.09340952662710998,0.2190818113513796,0.5621994737629704,0.3134016977214195,0.42603299383356474,0.14400931874382686,0.8415854551915092,0.7696793844556897,0.43496175411018545,0.28481781787888827,0.7976270910476951,0.058752536867296715,0.2743180641754499,-0.2964286378467608,0.63456892920087,0.09098381359913793,0.009681429802982165,0.1537239609177617,0.3378340625576875,0.6390246984357006,-0.047922269897934876,0.6641266913654983,0.6746250225820939,0.5019158460038745,0.6938321057501231,0.37964794342039754,0.33402402610215504,0.39346016956631896,0.2612384649000113,-0.1401813855832002,0.5052119553526927,0.2888527589465869,0.6092265307037986,0.05326233489562112,0.6184564508393993,-0.13526752381666504
Caudate_L,0.3310122243311258,0.6455485842130508,0.035384945562706153,0.5215556235586962,0.32810940000995525,0.026960064440459786,0.24659899708784375,1.0,0.28010585528218024,0.08412818254385071,-0.1767108684591621,0.6250598328438977,0.6947637723528572,0.4265786750872689,-0.014887726327430793,0.3130214633976339,0.5450696256531277,0.3342626588528312,0.05217112743120173,0.7910368255716484,0.4337747400544327,0.6493575489261674,0.5234860259355745,0.3919708179783383,0.598163790231336,0.4256513758436118,0.5548222890224975,0.3184766995655317,0.2828223825408057,0.4857612222991058,0.34971371417711183,0.03686733219119087,0.14152009566163445,0.20180438944177734,0.12382306744019983,0.5663398973725284,0.24688025376408881,0.32377263467005724,0.2020628302617827,-0.18863371724513753,0.5173626962502621,0.7459941636141925,0.06424604948285319,0.46186998901210613,-0.1436813808274968,0.3877925415371191,0.13120988769738293,0.6174927580921019,0.042882381990269836,0.21784571707152187,0.4480281561092972,-0.039249806535481484,0.17765438074574166,0.12010763035969323,0.4773168212471122,-0.16346705201443223,0.3735315505390055,0.6174460110638932,0.511553012636983,0.25428182380198455,0.3138784899076463,-0.034249846793505304,0.032045170245878295,-0.15407474363697027,-0.04216814371143896,0.6913229767362291,-0.3474278371283762,0.5712609978199811,0.1638636371664151,0.6638939883946086,0.8506080119858133,0.30676401949834375,0.3742714847957562,0.09974894457638027,0.0489570373016266
Postcentral_R,0.567524507712722,0.33908274271080147,-0.43255558445001574,0.1284418108936492,-0.1182210486834294,-0.19783309428920526,0.8222642745083745,0.28010585528218024,1.0,0.5591353780982234,0.170413301723056,0.7040605588119582,0.36380251366364985,0.6744102678890975,0.5648055814447731,0.5176283299088459,0.5380421489807298,-0.14271957720759823,0.8128948969064353,0.42254023538185914,0.7301738759483165,0.35862690117244056,0.14820846580556146,0.7790297156238875,0.392582497442664,0.1395860156637193,0.8072473770746483,0.6280699352757423,-0.527379108069133,0.6988000140214553,0.7902967175574698,-0.38187643102698665,0.3648817622032157,0.5999757027391548,0.20597866008176602,0.4576757799383064,0.3970188589502327,0.5621404708397358,0.3509493081768926,-0.11440247062173106,0.24605260000802298,0.4655403462416875,0.29653587116451474,0.6327398063496439,-0.056185892127199336,0.8369600573359159,0.7236363612763762,0.6123787573319636,0.5363710760749155,0.7921006145726159,0.06424818177177655,-0.01099363368306787,-0.41918252065396044,0.6208905132927587,0.07611292740051594,0.09775217932026325,0.09028816511527098,0.22031327234550088,0.7367108611011215,-0.18453500720218746,0.6643178904684857,0.49274282782379775,0.7615836419036284,0.6488755641910164,0.4338376002839102,0.3701200403448792,0.294235087486375,0.2680033336197772,-0.11060731545946723,0.621757665367161,0.29048714849220275,0.5448503501210067,-0.03148650339224967,0.5679433546893351,-0.2091812360609861
Lingual_L,0.2603713096878484,0.26051711817190526,0.13460300947259837,0.31162890872277,0.3554487482427142,0.12194653494726145,0.594424370174946,0.08412818254385071,0.5591353780982234,1.0,-0.09193867228545097,0.40064414001208826,0.08243416815588389,0.6423299344371068,0.6811151346895834,0.6422961538575274,0.27906408100970215,-0.24726992070719592,0.5596870597956849,-0.09653316023129498,0.5233395227948754,-0.11667338686052214,-0.1824810679617306,0.49586920834328885,0.43969149202290625,0.460465132694585,0.47113692351269737,0.536606804394849,-0.1624928168224386,0.38280309820141856,0.5848162216805033,0.17504459420211574,0.2219918082005827,0.6715464405415573,-0.05257512179480731,0.3049017503385497,0.07770208494055983,0.526171270477593,-0.04019603353737819,0.07197506060923418,0.3089865097907308,0.16356583697243585,0.46321089194977544,0.12265556306598706,0.4099006259184762,0.349943234209762,0.38767325942153746,0.27339517383307926,0.35570042104704525,0.8221468982894626,0.29118037052505485,0.5177785630560356,0.06426362114235966,0.8691443396466525,0.15540314806112954,0.33946608445305043,0.4307494506095927,0.46446896898578455,0.5684550921316469,-0.25621083709732895,0.697718495830201,0.6119652838970153,0.46698946254389995,0.7531104778038007,0.5265943315248879,0.22447456079948683,0.2854391757879991,0.11884044932634215,-0.1650991370991801,0.22559278916865666,0.034157269851961734,0.2527613151976917,0.38255891139055764,0.5459604625451435,0.16173975053276363
