,Vermis_1_2,Temporal_Inf_R,OFCmed_L,Occipital_Inf_L,Vermis_9,Frontal_Sup_Medial_R,N_Acc_L,Cerebellum_7b_R,ACC_pre_R,OFCant_R,Vermis_7,Paracentral_Lobule_L,Parietal_Sup_L,Thal_AV_L,VTA_R,Thal_PuM_L,Vermis_6,Occipital_Sup_L,Frontal_Med_Orb_R,Postcentral_L,LC_R,Pallidum_L,SN_pr_L,Thal_PuL_L,Cerebellum_Crus2_L,Thal_MGN_L,Frontal_Inf_Orb_2_R,Vermis_10,Cerebellum_Crus1_L,Angular_L,Temporal_Sup_L,Thal_PuI_L,Fusiform_L,Temporal_Pole_Mid_L,Thal_VA_L,Hippocampus_L,Thal_AV_R,Cerebellum_7b_L,Frontal_Sup_2_R,Cuneus_R,Temporal_Pole_Sup_L,Thal_VL_R,Supp_Motor_Area_L,Cerebellum_4_5_L,Vermis_8,Rolandic_Oper_L,Occipital_Mid_R,Raphe_D,Parietal_Sup_R,Precuneus_L,Thal_MDm_R,Lingual_L,Hippocampus_R,Thal_IL_L,N_Acc_R,Cerebellum_3_R,Calcarine_L,Cerebellum_8_R,Rolandic_Oper_R,Cerebellum_9_R,Temporal_Pole_Mid_R,Thal_PuL_R,Supp_Motor_Area_R,Thal_MGN_R,Calcarine_R,Lingual_R,Thal_VA_R,Cuneus_L,Precentral_R,Temporal_Pole_Sup_R,VTA_L,Thal_VPL_L,Rectus_L,Occipital_Mid_L,Cerebellum_8_L,Thal_MDl_R,Postcentral_R,Red_N_L,Temporal_Mid_R,Red_N_R,Raphe_M,Frontal_Inf_Oper_R,Parietal_Inf_L,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Occipital_Inf_R,ACC_sup_R,Occipital_Sup_R,Amygdala_R,Thal_PuA_L,ACC_pre_L,SupraMarginal_R,Cerebellum_6_R,Frontal_Med_Orb_L,Cerebellum_Crus1_R,Vermis_3,Parietal_Inf_R,Frontal_Sup_Medial_L,Rectus_R,Cerebellum_Crus2_R
Vermis_1_2,1.0,0.2145217440439588,-0.0663447843525659,0.4243525923959453,-0.05544167711605948,0.1996211438751316,0.37505203786630936,-0.015012998386609659,-0.19657219108812832,0.009644511216594636,-0.031668934771003764,0.7625402281170915,0.624486194538448,-0.12656930471776026,0.08457687675727892,0.4403497122243608,0.44343895494269336,0.3172984787480609,-0.20441719110672704,0.6801755928930407,0.28817471430931413,0.6216056707956719,0.26265217161542476,0.3172441811705178,0.0949124897540186,0.5056541078818402,0.21609670925270327,0.0447721729738379,-0.09128948714973997,0.4698410996560041,0.07132710651887735,0.6468800326471625,0.6269253454378582,0.009969264994453206,0.4864033521268387,0.7179089116176184,0.3600667422891109,0.24222296504778323,0.46393128212862983,0.48327987066856637,0.1449254071414315,0.5819215019641064,0.6404959172706877,0.7718689336846734,0.17890232316199722,0.03759043851058208,0.2585392965903714,0.5506460142277547,0.43517159645377546,0.808048825170464,0.5678221095312761,0.4998585840006979,0.6325105810959873,0.2336677173566962,-0.13232554865519564,0.372485111355434,0.702289417124138,0.2798397034507581,0.4151234093660932,0.4748380552498488,0.162794018720625,0.4091956590864268,0.6094165688357401,0.3639624058568042,0.5548434350241327,0.5265750761977298,0.21344901652694775,0.2579535559441049,0.6825713573251213,0.4049961143492107,0.3185678483651969,0.65803352758833,-0.2507944871134309,0.18569386470813265,0.3318325538308585,0.4907751156689923,0.7363124387744123,0.3884180872799928,0.2891510605371106,0.4851033924854802,0.37518748351935544,0.5552982434182526,0.608896664530415,0.2219227761183406,0.45460084975055076,0.30086729465760614,0.5643890606749637,0.4853595297991828,0.33687928492589947,0.5920991858632608,-0.34171692109011387,0.42805967002146916,0.6272971610362825,-0.27040178526627695,0.0908918513707993,0.5868104412971964,0.38751919117537975,0.11748575748097913,-0.20165374449006823,0.2731202442394765
Temporal_Inf_R,0.2145217440439588,1.0,-0.22032479474148448,-0.041179202983244956,0.5242206086401308,-0.022647054894670345,0.13839705296565374,0.03144922614126201,0.19948826395292824,-0.6503906083644504,0.04890693171947919,0.3983382163683774,0.3579194711871556,-0.03763689018380339,-0.05662550672517546,-0.13609170188657574,0.3760601002709735,0.07404765052250947,-0.5306303116405057,0.39853482415155805,-0.18612175775062884,0.14981111414689743,-0.2735796828736565,0.0709665014825953,-0.17346049188561205,0.31266688588531394,0.7442398209662248,0.2917330705370192,-0.664158421532188,-0.0790078615704847,-0.6219143481272081,0.07193044327324813,-0.2925849885561201,0.0863645042476169,0.35618599295399267,0.053780619778876756,-0.02177457099454663,-0.41086421780836063,0.055763871810096816,0.22589448483371144,-0.15979378462397606,0.29755675104104967,0.19804108654497962,0.07526931121574094,0.36866858308147393,-0.35535004029909345,0.3252844328362228,0.2077379611651499,-0.06421419167043971,0.261338316226878,0.06768257561616857,0.07770208494055983,0.45384130096012787,-0.280039411753003,-0.18005384807955993,0.020330256858650097,0.32072821791813777,-0.49167683639462395,0.729331827006496,0.026236797873242273,-0.15722160454835687,0.08764863415572621,0.22555329445137362,-0.04505403245282336,0.3360719274397799,0.4681767916578457,-0.0007035676312243277,0.06391412660865137,0.2809535211560369,0.3279151193036714,0.253066203659065,0.14793913898889355,-0.4962630173798328,-0.22098423890551633,0.16433934773398487,-0.1206092265436678,0.3970188589502327,-0.3615138620290445,0.8627981729699525,0.28737769220574605,0.0749654144570238,0.706515761232924,0.2806531470468722,-0.30456734440746486,0.8230694365071477,0.7070587157395674,0.5625523726391652,0.14006495629789473,0.40834916671199395,-0.18793509179891735,-0.36259955625210816,0.4536291800279249,0.5873782366198795,-0.543569566195754,0.8389797143436459,0.24503068444119072,-0.011942944801618047,0.042148544343173985,-0.3377782510691118,0.39937837867296105
OFCmed_L,-0.0663447843525659,-0.22032479474148448,1.0,-0.0053830202952238684,-0.009010030655944763,0.32120793764167044,0.015788636805377884,-0.03013719208749661,0.03197185772536784,0.4993113783774703,0.33917378398288694,-0.21449080232426931,-0.20963601351312858,-0.07935921136724997,0.06692673161307512,0.22040694898178229,-0.20689066819257332,0.11572925983785554,0.5971140155078991,-0.14550570953738712,0.0004798268824433636,-0.13997213134202272,0.38401050703688094,0.031909393394465885,0.04542602305251878,-0.11627288848106758,-0.256357224858848,0.01442890912567234,0.4153126881265166,-0.012859131484531806,0.5092028058589881,-0.06779993397597728,0.15140450302058345,-0.32288754404572484,0.0026612150704360027,0.09983460347412981,-0.05075966290266518,0.07150215764306853,0.23957817602888726,-0.003758550206092318,-0.07929446486381868,0.025117988180875156,-0.007369554745251125,-0.0437908605637589,0.06000304216374869,0.5039128345808431,0.002539391835430586,0.09741900645993885,0.059993608033464825,-0.1962642601442509,-0.048336286664466606,0.22244268065397546,-0.0524916767749369,0.3401770125247262,0.11789802485897058,0.10844397890951654,-0.03120427196802656,0.21594042508156236,-0.22988514215954434,-0.13008618216215717,-0.26379820257678194,0.16407586964000828,-0.08111526462921755,-0.07438107704470023,0.07624126539647642,-0.01908855318696339,0.06376445875869134,0.13626647997510652,-0.03358427901869387,-0.28182632263536617,0.15104374422445704,0.11303452087474257,0.696445473937064,0.18920316365354073,0.02663592884967864,0.10126673069280627,-0.1582931314152619,0.31955834467536914,-0.18729864481632144,0.040014301791364934,0.09954742152574629,-0.2251211167135815,-0.1396150647398916,0.447049472978274,-0.2762237442008155,-0.20746724837211789,0.03100243569946931,-0.049418743653574904,-0.20458728692521483,-0.03870296375622541,0.4744645304038763,-0.17606875230589025,-0.27746988651443827,0.6004201317575276,-0.20679490184353555,0.0680387138486233,0.004854325742204424,0.24554398424042495,0.6075899713400552,0.07232482835863041
Occipital_Inf_L,0.4243525923959453,-0.041179202983244956,-0.0053830202952238684,1.0,-0.04475999333602829,-0.1811798664882492,-0.11009465778884693,-0.045921732093857255,-0.39111354803346454,0.22819298377620792,-0.3631505809496032,0.38810851879869646,0.5345995925837246,-0.22574841303373513,0.15238051510693992,0.26449256291019935,0.45059492477747554,0.4689890223102823,-0.020376681874591403,0.3415821341141985,0.12176926541049986,0.1555069019862883,0.04047431399667639,0.5204288752808223,0.338636836272193,0.033262941369334935,-0.16712380448176106,0.4235681746000751,0.1678237731306898,0.5588132427210585,0.044546154744103734,0.4541219557256994,0.4915952846512952,0.1347617414562369,-0.025678759699393202,0.1474309597215213,-0.19989621012647277,-0.007215841656574852,-0.004727746907159943,0.5263805463349127,0.08733320338441622,0.08693733494949489,0.16588710877330123,0.2793131585068736,0.3066175807620006,-0.16719235449818973,0.457756955125757,0.1975404330798509,0.39953739482748496,0.43509012779968353,0.013384619413652689,0.4579894757010835,-0.0926284481230655,0.25523258186213804,-0.379415652419287,-0.21682730127318517,0.5062273758519273,0.08948875298375415,0.01585781335433752,0.6063082819406149,0.13167014214275644,0.17639632562990262,0.09401255847105215,-0.08497984857186472,0.4811215138299756,0.3906351413556812,-0.2881367348892273,0.422127586074198,0.08682961195299028,0.39604848804372467,0.10758187460498857,0.49316829435929566,-0.1677303088986235,0.5675091155086295,0.11154218070403768,-0.02716155090435194,0.33156613640040594,0.585140335678229,0.08082498677943645,0.45813136438198776,-0.11260693105482339,0.3023404873823864,0.47188243166919913,-0.021733703679137,0.08787735309954492,0.4446927481281032,0.18703517576787837,0.5982400588690284,-0.2209906856598411,0.5557510087235046,-0.25838799855046385,0.11334417515383016,0.5064213221583296,-0.09723316201839728,0.0806481106648678,-0.07258828971029362,0.24810375145504834,-0.196611372391127,-0.0917624992183546,0.28065179935314893
Vermis_9,-0.05544167711605948,0.5242206086401308,-0.009010030655944763,-0.04475999333602829,1.0,-0.142862842606529,-0.19951511630611066,-0.035782686200217344,-0.009407844512702943,-0.16891483687134037,0.04050303155590588,0.03002695835067058,0.19993864858401622,-0.10755801276733211,0.007804464317269488,-0.14291695094973553,0.29476652647376556,0.3756751959305331,-0.17719226407863628,0.05701192501393288,0.03386672171150509,-0.18125858036434062,-0.27038810197746377,0.2468731905093444,0.13182794799709194,-0.0752412327931798,0.1143227906729318,0.6581938641528824,-0.033391194705125686,0.12408626426842245,-0.2467180342133569,0.06497299170867929,-0.2171355580777811,0.13734457479072232,-0.17337766290312764,-0.28777297275549707,-0.3688960748017588,-0.6918250555590297,-0.20483056329209443,0.36972772398892767,-0.005194380520507708,-0.06834005287315437,-0.04873891339247774,-0.06981578175887304,0.21010499982079228,-0.06575696901161004,0.5659108816447427,-0.07769316139078182,0.13161475385522092,-0.0043964108449116995,-0.19691614690937456,0.33946608445305043,-0.0868922452684853,-0.04388974164757935,-0.25552230604533216,-0.09616331886197271,0.24549801069294133,-0.2852471023804147,0.23025018444361386,-0.06998942616789303,-0.05101102485487173,0.11189071623495415,-0.031075025763913487,-0.16101209220909482,0.39495556559924816,0.40495063603579673,-0.4051666274771495,0.46142004987673296,-0.1182691138183335,0.23406136826081422,0.04141633000826622,0.17592768186679503,-0.178227079973789,0.18193149664774425,0.013353627818576212,-0.3068854228143945,0.09775217932026325,-0.05090494786623446,0.6470568419916755,0.3984367773262432,-0.14930062669535316,0.3765659359870604,0.13431414645027948,-0.06557670930147962,0.2612563395632414,0.5564478821230944,0.1881928007911016,0.33504555599425495,-0.14554677528064525,-0.1667972412655614,-0.2182319763419026,0.322196386055965,0.2910579689180781,-0.17263109421822495,0.6129380982801254,-0.17799419249420326,0.171598889277449,-0.01520398193926845,0.0004231203839945516,0.4052243814901679
Frontal_Sup_Medial_R,0.1996211438751316,-0.022647054894670345,0.32120793764167044,-0.1811798664882492,-0.142862842606529,1.0,0.13602007924427614,0.20939834454106737,0.48731123158044004,0.27238906821126935,0.21314708775556232,0.06344157185000883,-0.11872287765899268,0.20638257986001032,0.35826267888391516,0.15058559358560916,-0.16974751349294845,0.03501424732040746,0.46769827870473163,0.3460501558436296,0.2719594719476929,0.2640374694289099,0.46302159879896854,-0.10165893251677431,0.025911935685738297,0.1850707183554276,0.2741915603417409,-0.23424971117416282,0.21249610973650243,0.028035545375833006,0.6068622059195976,-0.0260602510263204,0.3427022954547334,0.01946802652974486,0.23454521302508527,0.6195959923423318,0.4242059588835238,0.41165117773582754,0.8515039445369575,-0.1736734775353823,0.11958913398735828,0.3080430273507345,0.5526939812301164,0.3842485588819098,-0.23839181064751383,0.7069163009962113,-0.3176372591783961,0.40316763360022667,-0.10139192108138671,0.04205513696428694,0.3863068333041324,0.31162890872277,0.5096735725699686,0.42210448882229096,0.37333057922245805,0.6443940489235953,0.22622378017604544,0.31525803884671244,0.21925460501423966,-0.0540406622947746,0.03637311027839242,0.21303840654568298,0.22635920290776668,0.4107941627941231,0.12777128932618176,0.27187930547453604,0.3618305195540371,-0.04386123907401158,0.626715176801961,-0.2377152570744398,0.2469015396504284,0.14581027714680364,0.41894966325661825,-0.021137078788761903,0.35398860467101484,0.38929853979000634,0.1284418108936492,0.018989735251848376,-0.1417015544737472,-0.05391726341740541,0.6211284188251717,0.03196484502566132,0.15994222893181145,0.695530652078583,0.07990190584315555,-0.20344667696255878,0.15469290268333552,-0.1761898538480565,0.23128476840114268,0.03134884067637824,0.5211608851277506,-0.028565427141037072,-0.18695806926835193,0.5031718394908127,-0.0830334550271565,0.668505471206973,0.05799941344449523,0.9044775428100335,0.30805037644373306,-0.020585753523935952
N_Acc_L,0.37505203786630936,0.13839705296565374,0.015788636805377884,-0.11009465778884693,-0.19951511630611066,0.13602007924427614,1.0,-0.16740079670518188,-0.017212241437974597,-0.21132597792463897,0.16392807684179075,0.2840372375490114,0.11380439781230142,-0.2587714526289891,-0.1270072463433028,0.050732254205412976,0.0028950194568305703,-0.15000923296128105,-0.24189445748708985,0.2716943946235005,0.11642377616601196,0.5732258227806805,0.11737422798221021,-0.36020027971052676,-0.29314708773236536,0.47191753750359433,0.35625804535087224,-0.3593854761203979,-0.31178224128017684,-0.059497504108006666,-0.07216885267465602,0.2484741242789017,0.10433334197578527,-0.24886108439526286,0.38573911514058606,0.4430002410132358,0.5061739992039761,0.2547499971212194,0.2425150591766246,-0.08537746582941466,0.0802931129647906,0.23010495280349993,0.2162980391601842,0.28392879550320305,-0.07371337239976287,-0.06339629365199018,-0.25798293204521117,0.28420965969854367,-0.08157584407594991,0.25759786586687916,0.43865049758199365,-0.05605324679282627,0.5542728906588851,-0.2665317567058751,-0.006296107401564391,0.37647973289886605,0.061346725751497785,0.10938228784342353,0.25297221292540534,0.008882063276107625,0.029341997535837314,0.3390770065629689,0.2542676912834647,0.17676817682588844,0.06882638590029662,0.0758520173409666,0.30843652367779817,-0.2730184684925783,0.3257513250681556,0.22284370680535281,0.22048220180390118,0.15681773329747603,-0.12812204124678195,-0.28579937685167145,0.11332471583784626,0.40127117368088405,0.22423887715866753,0.019480155261344615,0.04512433164017494,0.04604896844047068,0.26810237407187243,0.18710632986158587,0.14744190897749843,0.007373258598006979,0.3641550939372379,-0.017910870979616276,0.3943745305927289,-0.149423177888597,0.5835203646805524,0.07034199328049044,-0.1448229355527867,0.052744456755686966,0.1840931480061734,-0.24408471120215997,0.08434196975837144,0.41314526517200956,-0.02065356086131419,0.049008802424839015,-0.20825234850328345,0.07355303219871417
Cerebellum_7b_R,-0.015012998386609659,0.03144922614126201,-0.03013719208749661,-0.045921732093857255,-0.035782686200217344,0.20939834454106737,-0.16740079670518188,1.0,0.17318693010834602,0.060696228888656965,-0.14604554636366002,-0.07538640464223505,-0.01502454902352847,0.3906821457266856,0.37017332086362326,0.005180178651469034,-0.12479500954473455,0.07523608660736536,0.06138715703492296,0.046536250864525716,-0.004052288618375937,-0.057249169098772576,0.13824816575729068,0.24994337924990986,0.29269286946531514,0.0921078930972711,-0.005341910469312772,-0.018699652449157115,0.09742734550684165,-0.015353338828519261,0.1191665068130072,-0.0957315422138199,0.10257212108041,0.4577545907104262,-0.08929113645774175,0.17709138111779607,-0.13723267103161998,0.09972941519870446,0.2471417451407457,0.06134192325805251,0.018808916973419392,0.16421014362631114,0.19442703104289186,0.1497429331356061,-0.13119539955999135,0.158562078685082,0.08550944238855075,0.18403693248946731,0.23837450887838527,0.014450260021085121,-0.04006324531286749,0.20102763404368731,0.026901698647780893,0.30439019965597325,0.4019524200944142,0.14970277770076534,0.18180195263033758,0.29498913099268137,0.09359856569689903,0.04970696842856385,0.37517008637106397,-0.17558587917398222,0.3048883153092251,0.16451621996745527,0.09773172167635795,0.18435893753597235,0.19475704900512839,0.1898905619818603,0.1672905337444239,-0.1642514147148551,-0.07352198699498061,0.06152587844207979,-0.09187731536515817,0.017371056401539412,0.715329062916585,-0.06386864273505496,0.19089244731641983,-0.2094897255709893,0.12288870366105835,-0.1394576550981482,0.13932410561895298,0.039061448444829644,0.01523633626405232,0.16602275619007656,-0.00045710357972820884,0.05063562652172718,-0.1515359016100696,0.04855174168988864,-0.06645422128908499,-0.06649868624804131,0.07090523727874286,0.34192296023518676,-0.008000302650024325,0.07534964053131281,0.010496559961996409,0.20072183842905952,0.3001623663705025,0.24909055945716563,0.10750294914541096,0.1998871142624232
ACC_pre_R,-0.19657219108812832,0.19948826395292824,0.03197185772536784,-0.39111354803346454,-0.009407844512702943,0.48731123158044004,-0.017212241437974597,0.17318693010834602,1.0,-0.2224402483992887,0.13513725836028562,-0.1055706262421615,-0.32011113007038655,0.4275409158486688,0.10648979365150098,-0.016291033278565962,-0.4058533923965841,-0.3176172204936834,0.15519964706145764,0.061300267042462546,-0.12592601539351544,-0.008726560369545801,0.1912745673654724,-0.31512839408768145,-0.2411200209351632,0.009282739134532692,0.4708367199218857,-0.30860575745373175,-0.27832422311083016,-0.31188456371366796,0.09947100068920468,-0.46824108195486563,-0.28494451744241,0.05846667053188856,0.24096658793829434,0.08253449566433568,0.23281130905334052,0.10451675259459506,0.3321446064983353,-0.4638609564165968,-0.23458606160626436,0.23019655897106542,0.17588745590273638,-0.10237484701164531,-0.24337001217253643,0.279421298310929,-0.4226980244068142,0.07549463513805682,-0.48179011670716837,-0.25779125354695526,0.10790342062960484,-0.24726992070719592,0.20911599180249227,0.03850873800497388,0.4319218174899415,0.19517669121530462,-0.1583879127535881,-0.22645831734195213,0.2955489761851616,-0.354458746801292,-0.1736532814756087,-0.27246461977728303,-0.05918647891750583,0.0890748568501807,-0.3153005513690681,-0.075568252597411,0.394205262827302,-0.4174556616552998,0.2750748470446113,-0.4684636480504895,0.12659392194339963,-0.407870863111646,0.1655974252655917,-0.3536041019678541,0.07024086537655172,0.092699267578572,-0.14271957720759823,-0.5511558523798452,-0.03822934012043537,-0.3929185931407789,0.2964996474940574,-0.037065867244199094,-0.13254709809635282,0.3086124846486438,0.23064594661039273,-0.16371572576429563,0.004676687914265563,-0.45605490834975193,0.20825952507048942,-0.39176425936575077,0.5521054594302482,-0.14108420309658673,-0.27730398394956546,0.2214974698258171,0.0695064373259773,0.3154940482557596,-0.3328521907033999,0.5827228244544093,0.13775080625852779,-0.1734089772119889
OFCant_R,0.009644511216594636,-0.6503906083644504,0.4993113783774703,0.22819298377620792,-0.16891483687134037,0.27238906821126935,-0.21132597792463897,0.060696228888656965,-0.2224402483992887,1.0,0.017840836027917462,-0.20669557802760458,-0.12891773300267875,-0.03172936045082797,0.35949774303866633,0.28859966272706167,0.015698684491449313,0.28150675527718316,0.7323723094355524,-0.1717336310141902,0.35102328204032557,-0.04316460266541187,0.3183332275484309,0.2900018953026289,0.3464449908636861,-0.17364841991272656,-0.6900225542063759,0.06833172785323995,0.857089522765088,0.2622308807128415,0.6989110047549872,0.18905097809291105,0.5159571344579157,0.0025607935759415215,-0.2558743640048465,0.17453882469324247,-0.019181974273123143,0.25473227128149134,0.2706891211787988,0.10035771437835139,0.3341609767514916,-0.18239502172523858,0.05387613359602943,0.1557863832451137,-0.10198404364269921,0.5555075356535285,0.10101878091274366,0.06666407141446026,0.3651912792848692,-0.05659320418497613,0.010271309237874513,0.4160207265307185,-0.20099661142023134,0.5691683395469167,0.024189747556176706,0.20070295098818186,0.04223429969451863,0.5804003560237218,-0.5780871516062698,0.15570075779586762,0.2216771935777341,0.18689845160029428,-0.02307806844222458,0.019794514201583933,0.08565001779265397,-0.04139953411482966,-0.1358709551291571,0.3944352870970815,-0.053783389653945,-0.15156571949167183,-0.0657810265261182,0.2953710528651592,0.6333198141160855,0.44942626272172215,0.06195208900305359,0.07279862164748407,-0.0984379928689099,0.6447761120313157,-0.4600249342732831,0.14882935290444635,0.14101168365287015,-0.4090037379830165,-0.032381470790283376,0.5269829802920396,-0.6297024950283517,-0.3309942098797059,-0.31282571040351165,0.17588082348547152,-0.40099594853817105,0.388336739556051,0.4039790026729776,-0.12336759615383959,-0.3283195195428433,0.713672872108019,-0.49578299272873566,-0.010419950854633625,0.33714179452092347,0.22130042564871527,0.6204946522013468,-0.07975940692025998
