,Temporal_Pole_Sup_R,ParaHippocampal_L,ACC_sup_R,Thal_MDm_L,Cerebellum_6_R,Parietal_Inf_R,Olfactory_R,Amygdala_R,Pallidum_L,LC_L,Olfactory_L,Thal_VA_L,Cingulate_Mid_R,Lingual_R,Insula_L,Frontal_Inf_Oper_L,ACC_sup_L,N_Acc_R,Cerebellum_7b_L,Temporal_Pole_Mid_R,Heschl_L,Paracentral_Lobule_R,Thal_LP_L,OFCmed_R,Rolandic_Oper_L,Vermis_6,Postcentral_L,ACC_pre_R,Frontal_Med_Orb_R,SN_pc_L,Frontal_Inf_Tri_L,Calcarine_L,Thal_PuA_L,OFCpost_L,Thal_VPL_R
Olfactory_L,-0.6323423279272826,0.8776365338776313,0.2267779715187944,0.36587216340754375,-0.44093203209434373,-0.6055626303619527,0.891681833790166,0.5068905599135756,0.6552286791694844,0.6035666079871407,1.0,0.7024283084565297,0.001758994509360966,-0.4478533493980184,0.6294547646482161,0.5974813757535042,0.27184869317908406,0.22429338977951385,-0.3817977631913457,-0.6312700988242683,0.5122375476746838,-0.26153645022443706,0.3989296469422911,0.6262899444087003,0.7420316885911624,-0.17876473429955841,-0.17024439415375764,0.7739446788251779,0.34462429981940157,-0.6912175319809761,0.3779553031813842,-0.6210254841610509,0.5153978094777643,0.5476649515475601,0.0029666849206363873
Thal_VA_L,-0.44553012061122843,0.6589618098677782,0.5163308203935486,0.7451093555733074,-0.22337276576656195,-0.5043717746131219,0.6766355082844673,0.3185350181224107,0.8150792417323219,0.4556503580964415,0.7024283084565297,1.0,0.29027368275296317,-0.2876288470058214,0.617545525035826,0.6269807783039623,0.4695188294667856,0.38317229738914776,-0.3365168428419204,-0.44580204498098974,0.6262424695431333,-0.24791924912641222,0.6297988439760577,0.4092860856198526,0.6727278312180502,-0.15188937675933203,-0.0381104376766506,0.6825498560384543,0.01770857096820497,-0.603247292788069,0.5366638301840372,-0.3851864546343048,0.5837367047656504,0.32472265054361843,0.3143388834344626
Cingulate_Mid_R,-0.08952504512522276,0.04304433929508403,0.5258705246842299,0.4998858826915723,-0.13719023894628418,0.32327746781508565,-0.035836151673267334,-0.016700827585607668,0.2452443838749238,-0.08881473012261448,0.001758994509360966,0.29027368275296317,1.0,0.016721239463416596,0.2957338933774065,0.4302165227146711,0.6707891452099538,0.2983051588886274,-0.003822956344073125,-0.1547989450786492,0.22856209423202542,0.26369824864453584,0.1606903794637701,-0.0060753220486200205,0.3567558828321705,-0.028734067530703372,0.4301048996175048,0.19494318134408992,-0.04368476983326616,-0.04733061659537844,0.5417417066770418,0.27561021797346774,0.3139876719824988,0.10370752169852879,0.3839655756516278
Lingual_R,0.8005178204026602,-0.3958732863146937,0.06017041744112215,-0.16816102622418452,0.6210183334365154,0.4367748298873145,-0.33646414179024525,-0.5326805204859032,-0.44256467051450077,-0.3086938924928977,-0.4478533493980184,-0.2876288470058214,0.016721239463416596,1.0,-0.20832994601079727,-0.2834972285105626,-0.13130783726287049,-0.20854015575664936,0.6058878256222217,0.41833633079866267,-0.4440126285495773,0.2428704061795399,-0.28572208764500295,-0.5361885710507218,-0.40027800662969587,0.8466369606380599,0.03004001901918499,-0.5106567074456437,-0.2516827652244612,0.5409726590078132,-0.19749062884672883,0.6451953637360184,-0.06521035981888207,-0.07429622832500343,0.5281733510350745
Insula_L,-0.5224491251077784,0.65208549824522,0.35564531923316356,0.5623139607709443,-0.41021571709950505,-0.23108498469095684,0.5056666974978985,0.26791691824480013,0.5365003483355858,0.4225409045021518,0.6294547646482161,0.617545525035826,0.2957338933774065,-0.20832994601079727,1.0,0.8642044534431621,0.4259689876611044,0.21305527527521853,-0.11184190595131303,-0.3613221993881847,0.734439020496686,0.036455436070728396,0.3191769518952055,0.6520042752159284,0.7230739967940439,-0.2151783912758849,0.21556147852477964,0.5375837560656015,0.3825609780131784,-0.2811942364530008,0.7900790762733996,-0.19752858773437448,0.481817088489002,0.5271322047641384,0.3699059455969741
Frontal_Inf_Oper_L,-0.6168155055596423,0.6742190253696619,0.3621636060069309,0.5148105365558419,-0.40270324762908644,-0.13830145060446228,0.41361801316156216,0.2362908879900625,0.5697071306395998,0.40627286995186446,0.5974813757535042,0.6269807783039623,0.4302165227146711,-0.2834972285105626,0.8642044534431621,1.0,0.511471509503536,0.41367238525703104,0.01922293509961576,-0.4883141034150375,0.6529706881749027,0.26356193599872774,0.25957509538771606,0.6199694475167481,0.8377090928956845,-0.26078927485177134,0.3419584265494086,0.5150750859019687,0.38932212502899244,-0.29742706749955006,0.8853286731761074,-0.170060705996272,0.6825156525142311,0.4679662130259473,0.3967392749037525
ACC_sup_L,-0.2467537302606863,0.3508763881014565,0.8016949834036772,0.48826471389298504,0.04586072988873117,-0.1636757373779668,0.31254599672979705,0.21290751424534118,0.372477903637579,0.07019290597480068,0.27184869317908406,0.4695188294667856,0.6707891452099538,-0.13130783726287049,0.4259689876611044,0.511471509503536,1.0,0.31482356765586694,-0.17112843827220145,-0.37889211772400705,0.2911016456946443,0.0002926892085224264,0.3480541073543726,0.13096740207710017,0.5305122599779463,-0.08498397552036271,0.05870046686235902,0.6297501711404895,-2.071409899720402e-05,-0.34492122841025696,0.39972137057211304,-0.18566698552224664,0.3990696226974012,-0.024677860027541448,0.3910927507447856
N_Acc_R,-0.26717766023985784,0.24342807308930067,0.220224241070647,0.32633293368224864,-0.17910412027496303,-0.07514676728351975,0.08830589910666206,-0.11917201217365511,0.538137576051426,0.17115431504723408,0.22429338977951385,0.38317229738914776,0.2983051588886274,-0.20854015575664936,0.21305527527521853,0.41367238525703104,0.31482356765586694,1.0,0.003982216805489022,-0.2932620625707914,0.27265965007959364,0.013284601578440695,0.003989383441264328,0.1302353647267197,0.44653980510252184,-0.16077454665800964,-0.05526072050979306,0.16290744125578346,-0.18075634713752772,-0.33436480803604407,0.39757716362630957,0.01360323724795264,0.490278284708919,0.11091023758282312,0.21046847213653883
Cerebellum_7b_L,0.4130543131941704,-0.2420396072819441,-0.17770848120448499,-0.2939456311697413,0.4120629406736606,0.5381417137390414,-0.4455883434242132,-0.44468994964218367,-0.3997636685442014,-0.13710470967968402,-0.3817977631913457,-0.3365168428419204,-0.003822956344073125,0.6058878256222217,-0.11184190595131303,0.01922293509961576,-0.17112843827220145,0.003982216805489022,1.0,0.2070412028918714,-0.29980005086635647,0.6721692854784691,-0.4658004588225081,-0.24021895458125547,-0.13495324565810343,0.5231143514977195,0.3776998409568167,-0.5635622609308828,0.06638772209257138,0.5493947842812577,0.0644098732962899,0.6234208896658969,0.14654866800352262,0.03473316872162091,0.4304965375372156
Temporal_Pole_Mid_R,0.707939176377443,-0.7522920043077802,-0.20008022383186366,-0.2883797939486167,0.31922004869130033,0.46125697244102465,-0.5868087409800639,-0.5067778007593161,-0.5121690680920096,-0.5319071925668709,-0.6312700988242683,-0.44580204498098974,-0.1547989450786492,0.41833633079866267,-0.3613221993881847,-0.4883141034150375,-0.37889211772400705,-0.2932620625707914,0.2070412028918714,1.0,-0.41559755971517853,0.09926079012958051,-0.21645047700705047,-0.4663912882975487,-0.7634900737676297,0.17432335524872822,0.016164103154439467,-0.6202212603642804,-0.48999018396179883,0.48066434750972237,-0.3640989678540827,0.4862759348839782,-0.6052381670627991,-0.25682579678918444,-0.08859907081615319
Heschl_L,-0.6355212953674202,0.5698597430093434,0.29244521729002726,0.6012503985640342,-0.5004558190282943,-0.38993598185548695,0.46834892094633956,0.32283390060115147,0.6287666788778387,0.4383648746575641,0.5122375476746838,0.6262424695431333,0.22856209423202542,-0.4440126285495773,0.734439020496686,0.6529706881749027,0.2911016456946443,0.27265965007959364,-0.29980005086635647,-0.41559755971517853,1.0,-0.1752022574922835,0.42395212444155167,0.5857357703607979,0.6898928687522708,-0.4194500965260042,0.2319372891108353,0.49874025577831826,0.36516554601193246,-0.4214257635237067,0.7146827839163739,-0.33353624750190103,0.39035203903724525,0.3236555744928183,0.12439501521184193
Paracentral_Lobule_R,0.08763736151211525,-0.12774166297280745,-0.17215794177054006,-0.14421853674429555,0.10761143374316896,0.7077655797205611,-0.4294233066564701,-0.19517323473691806,-0.3065273706502841,-0.12909194768008456,-0.26153645022443706,-0.24791924912641222,0.26369824864453584,0.2428704061795399,0.036455436070728396,0.26356193599872774,0.0002926892085224264,0.013284601578440695,0.6721692854784691,0.09926079012958051,-0.1752022574922835,1.0,-0.39788433442281135,0.04400844035269603,0.009509000538742799,0.1321168699047262,0.7086251932869718,-0.4023609692994562,0.2636554000480323,0.4961777126154916,0.30075543737242455,0.5363894007750996,0.2097908451025833,0.10609285987357206,0.2231581682885734
Thal_LP_L,-0.3002831107671879,0.3563433658665285,0.4484604495637892,0.5373456392130319,-0.10343526729723011,-0.462798188950627,0.4396746292592899,0.3137586137985185,0.570984172189507,0.27441068653314366,0.3989296469422911,0.6297988439760577,0.1606903794637701,-0.28572208764500295,0.3191769518952055,0.25957509538771606,0.3480541073543726,0.003989383441264328,-0.4658004588225081,-0.21645047700705047,0.42395212444155167,-0.39788433442281135,1.0,0.22110263713730313,0.31935092777897045,-0.2187162200320042,-0.08376744763572491,0.5513959348261083,-0.15775559444025028,-0.5431071381903299,0.16529711485706916,-0.3881153866824352,0.14117647688195903,-0.03612480659107952,0.07179529864441034
OFCmed_R,-0.7288155899572881,0.6610219099173729,-0.04210686119834242,0.29445852526317,-0.5489688585776287,-0.34916975150506385,0.4361436214055142,0.5082505404358412,0.4966551659681247,0.6556829722594767,0.6262899444087003,0.4092860856198526,-0.0060753220486200205,-0.5361885710507218,0.6520042752159284,0.6199694475167481,0.13096740207710017,0.1302353647267197,-0.24021895458125547,-0.4663912882975487,0.5857357703607979,0.04400844035269603,0.22110263713730313,1.0,0.5801043258437291,-0.5026864607836454,0.22807921908326095,0.42323899242218566,0.5654510290240273,-0.3220137918996843,0.5587083123641979,-0.4276627811518856,0.3188599759548546,0.3642348204944553,-0.10275782189128378
Rolandic_Oper_L,-0.7318861540692725,0.8321477726780164,0.37399459857203476,0.5011852748793278,-0.4299469446936967,-0.4133746159996997,0.6098653547005092,0.40833209622947,0.6588960863793866,0.5377120936618446,0.7420316885911624,0.6727278312180502,0.3567558828321705,-0.40027800662969587,0.7230739967940439,0.8377090928956845,0.5305122599779463,0.44653980510252184,-0.13495324565810343,-0.7634900737676297,0.6898928687522708,0.009509000538742799,0.31935092777897045,0.5801043258437291,1.0,-0.23220240496729064,0.08306686347217872,0.704509578702801,0.4594408299013107,-0.526377251370637,0.7107348672818402,-0.3950566755312055,0.7628119311969043,0.4656097215649725,0.3186122209312821
Vermis_6,0.6718016642396928,-0.16324696038956127,0.14496511938307224,-0.20672763807022365,0.6352107883463954,0.22042263965335168,-0.02155165849653619,-0.418902165472833,-0.3303900842056684,-0.17219899041426498,-0.17876473429955841,-0.15188937675933203,-0.028734067530703372,0.8466369606380599,-0.2151783912758849,-0.26078927485177134,-0.08498397552036271,-0.16077454665800964,0.5231143514977195,0.17432335524872822,-0.4194500965260042,0.1321168699047262,-0.2187162200320042,-0.5026864607836454,-0.23220240496729064,1.0,-0.1147962193360151,-0.287476496163447,-0.1706679768721339,0.2139505603785096,-0.28359452408996083,0.3946252716902235,0.08726429225332276,-0.023693426601839818,0.4186987274337076
Postcentral_L,-0.12600990780444862,-0.020240960106321072,-0.0027889746174614865,0.18247332860131973,-0.14177216936075276,0.482270512734864,-0.2509394015750016,0.042470235468890956,-0.06198000661904443,0.06580453795123756,-0.17024439415375764,-0.0381104376766506,0.4301048996175048,0.03004001901918499,0.21556147852477964,0.3419584265494086,0.05870046686235902,-0.05526072050979306,0.3776998409568167,0.016164103154439467,0.2319372891108353,0.7086251932869718,-0.08376744763572491,0.22807921908326095,0.08306686347217872,-0.1147962193360151,1.0,-0.25296980103136746,0.4071945967628654,0.2922931997528305,0.5336247623732371,0.34728183499799503,0.1524725215122847,0.0808100936247174,0.13916400125668085
ACC_pre_R,-0.5959989522968561,0.7213906734161256,0.555698308818426,0.4450210409185988,-0.3129184325984856,-0.6514193356540477,0.8036304932812741,0.5559589591679699,0.5884976841212275,0.38355549614515255,0.7739446788251779,0.6825498560384543,0.19494318134408992,-0.5106567074456437,0.5375837560656015,0.5150750859019687,0.6297501711404895,0.16290744125578346,-0.5635622609308828,-0.6202212603642804,0.49874025577831826,-0.4023609692994562,0.5513959348261083,0.42323899242218566,0.704509578702801,-0.287476496163447,-0.25296980103136746,1.0,0.21487650256129062,-0.7202753709398092,0.29397342144293226,-0.7060189892656945,0.39185810961365114,0.21817310065492385,0.026332970057055052
Frontal_Med_Orb_R,-0.5497555315125849,0.5000355094869563,-0.1799210654233385,-0.01225497170142808,-0.42341733540232995,-0.19125142397723552,0.29515905445893237,0.49741063198717117,0.018297023572513824,0.41673392489355043,0.34462429981940157,0.01770857096820497,-0.04368476983326616,-0.2516827652244612,0.3825609780131784,0.38932212502899244,-2.071409899720402e-05,-0.18075634713752772,0.06638772209257138,-0.48999018396179883,0.36516554601193246,0.2636554000480323,-0.15775559444025028,0.5654510290240273,0.4594408299013107,-0.1706679768721339,0.4071945967628654,0.21487650256129062,1.0,-0.013680349776441041,0.42207639160908117,-0.28417514065983707,0.2991188647787454,0.29615409675539295,-0.059449088411242294
SN_pc_L,0.5249270403009755,-0.6059719633929813,-0.4167472892037206,-0.34379896542915356,0.26458225406265024,0.7074352458246592,-0.7301959901398081,-0.4034884587518066,-0.6377896488585536,-0.4079166264794545,-0.6912175319809761,-0.603247292788069,-0.04733061659537844,0.5409726590078132,-0.2811942364530008,-0.29742706749955006,-0.34492122841025696,-0.33436480803604407,0.5493947842812577,0.48066434750972237,-0.4214257635237067,0.4961777126154916,-0.5431071381903299,-0.3220137918996843,-0.526377251370637,0.2139505603785096,0.2922931997528305,-0.7202753709398092,-0.013680349776441041,1.0,-0.127462836712443,0.7196260719161396,-0.30367951457824516,-0.10906857574378581,0.20062515336126135
Frontal_Inf_Tri_L,-0.5161326917239303,0.4686074953994331,0.28328901961116265,0.5923485466245423,-0.4663377039195999,0.007257326209736245,0.2232299674326444,0.16042881185319102,0.5267806410028346,0.3523488444146027,0.3779553031813842,0.5366638301840372,0.5417417066770418,-0.19749062884672883,0.7900790762733996,0.8853286731761074,0.39972137057211304,0.39757716362630957,0.0644098732962899,-0.3640989678540827,0.7146827839163739,0.30075543737242455,0.16529711485706916,0.5587083123641979,0.7107348672818402,-0.28359452408996083,0.5336247623732371,0.29397342144293226,0.42207639160908117,-0.127462836712443,1.0,0.04330031139412377,0.5960158620484296,0.4236168524845976,0.428401927181779
Calcarine_L,0.6256427989331244,-0.6128859498343818,-0.2002433431211154,-0.048989832939884216,0.25202383255326105,0.8230413827259045,-0.698350855733167,-0.6222203801956758,-0.38690985701565717,-0.38553649870696205,-0.6210254841610509,-0.3851864546343048,0.27561021797346774,0.6451953637360184,-0.19752858773437448,-0.170060705996272,-0.18566698552224664,0.01360323724795264,0.6234208896658969,0.4862759348839782,-0.33353624750190103,0.5363894007750996,-0.3881153866824352,-0.4276627811518856,-0.3950566755312055,0.3946252716902235,0.34728183499799503,-0.7060189892656945,-0.28417514065983707,0.7196260719161396,0.04330031139412377,1.0,-0.1380607785314274,0.04585953074049126,0.40778142265258593
Thal_PuA_L,-0.40398485309332033,0.6307761571155729,0.35880553179234226,0.4689118671980462,-0.08852502799301448,-0.20257294868622386,0.40378943038392573,0.20010828761917676,0.5686977697526864,0.3954880792659186,0.5153978094777643,0.5837367047656504,0.3139876719824988,-0.06521035981888207,0.481817088489002,0.6825156525142311,0.3990696226974012,0.490278284708919,0.14654866800352262,-0.6052381670627991,0.39035203903724525,0.2097908451025833,0.14117647688195903,0.3188599759548546,0.7628119311969043,0.08726429225332276,0.1524725215122847,0.39185810961365114,0.2991188647787454,-0.30367951457824516,0.5960158620484296,-0.1380607785314274,1.0,0.3746099469784676,0.5483428165472418
OFCpost_L,-0.24340969990655376,0.4511054340465964,-0.10977939824926941,0.2662204721908496,-0.3934702901878796,-0.020087774869024126,0.3578745418143316,0.07029943309946664,0.29883448257310313,0.18466618065755502,0.5476649515475601,0.32472265054361843,0.10370752169852879,-0.07429622832500343,0.5271322047641384,0.4679662130259473,-0.024677860027541448,0.11091023758282312,0.03473316872162091,-0.25682579678918444,0.3236555744928183,0.10609285987357206,-0.03612480659107952,0.3642348204944553,0.4656097215649725,-0.023693426601839818,0.0808100936247174,0.21817310065492385,0.29615409675539295,-0.10906857574378581,0.4236168524845976,0.04585953074049126,0.3746099469784676,1.0,0.2034406260413669
Thal_VPL_R,0.1857860010606666,0.1277090070126319,0.40456881089246194,0.43872311428051836,0.28623654787547087,0.1367627954840398,-0.01372009767222603,-0.20655351827142232,0.208245178751313,0.061354922579420115,0.0029666849206363873,0.3143388834344626,0.3839655756516278,0.5281733510350745,0.3699059455969741,0.3967392749037525,0.3910927507447856,0.21046847213653883,0.4304965375372156,-0.08859907081615319,0.12439501521184193,0.2231581682885734,0.07179529864441034,-0.10275782189128378,0.3186122209312821,0.4186987274337076,0.13916400125668085,0.026332970057055052,-0.059449088411242294,0.20062515336126135,0.428401927181779,0.40778142265258593,0.5483428165472418,0.2034406260413669,1.0
