,Thal_Re_R,Vermis_4_5,N_Acc_L,Caudate_L,SN_pc_R,Occipital_Sup_L,Thal_AV_R,Heschl_R,Cerebellum_Crus2_R,Cingulate_Mid_R,OFClat_L,VTA_R,Thal_VL_L,Temporal_Inf_L,Vermis_7,Precentral_R,Occipital_Sup_R,Vermis_10,ParaHippocampal_R,Fusiform_R,Cerebellum_9_L,Parietal_Inf_R,Temporal_Pole_Sup_L,Vermis_9,ACC_sub_L,Cerebellum_3_L,Thal_MDl_L,Thal_PuL_R,Cerebellum_8_R,Postcentral_R,Thal_PuM_R,Frontal_Inf_Tri_L,Cerebellum_7b_R,Paracentral_Lobule_L,Temporal_Pole_Sup_R,Red_N_R,Putamen_R,Thal_VA_R,ACC_sup_L,Frontal_Med_Orb_R,Amygdala_L,Fusiform_L,Angular_L,Cerebellum_7b_L,Thal_LGN_R,Cerebellum_6_R,Hippocampus_L,Thal_PuI_L,Thal_PuM_L,Insula_L,Temporal_Pole_Mid_R,Frontal_Med_Orb_L,Pallidum_L,SupraMarginal_R,Hippocampus_R,Cingulate_Post_L,Precuneus_L,VTA_L,Thal_AV_L,ACC_pre_L,Thal_MGN_L,Frontal_Sup_2_L,Frontal_Mid_2_L,SN_pr_L,Olfactory_L,Amygdala_R,ACC_sub_R,Frontal_Sup_Medial_L,N_Acc_R,Parietal_Sup_R,Parietal_Inf_L,Parietal_Sup_L,Putamen_L,OFCant_L,ACC_sup_R,Vermis_8,Calcarine_L,Rectus_R,Lingual_R,Cingulate_Mid_L,Thal_LP_R,Thal_PuA_R,Cerebellum_8_L,Cerebellum_10_R,OFCpost_L,Caudate_R,Frontal_Inf_Oper_R,Thal_LGN_L,Frontal_Inf_Tri_R,Thal_PuI_R,OFCant_R,Cerebellum_Crus2_L,Angular_R,Thal_VA_L,Heschl_L,Thal_MDm_L,Postcentral_L,Thal_IL_R,Thal_PuA_L,Supp_Motor_Area_L,OFCmed_R,Calcarine_R,Lingual_L,Frontal_Sup_Medial_R,Rolandic_Oper_L,Thal_PuL_L,Thal_VL_R,OFCpost_R,Temporal_Sup_R,Cerebellum_10_L,Temporal_Inf_R,Cuneus_R,SupraMarginal_L,Cerebellum_4_5_L,OFCmed_L,Rectus_L,Thal_MDm_R,Thal_IL_L,ACC_pre_R,Cerebellum_6_L,Temporal_Pole_Mid_L,Precentral_L,Thal_VPL_L,Cingulate_Post_R,Cuneus_L,Thal_Re_L,Cerebellum_Crus1_R,Thal_MGN_R,Red_N_L,Thal_VPL_R
Thal_Re_R,1.0,0.037190392649453514,0.02172987301683852,0.2607856766074269,0.16401873962365052,-0.29450483501322716,0.34167497880316094,0.01651860814990751,-0.0546635134693124,0.2071527816692597,0.41532894040149526,-0.12557563425631954,0.15514011964880275,0.3759151583694159,0.3819699658499829,-0.0276823434468318,-0.20217388997403934,-0.3797010831404907,0.33174869974648646,-0.2598795752831462,-0.31153011532781155,-0.08513506622066784,-0.30927006610117436,-0.23107874196584458,0.34841294024437336,0.2698697873978597,0.44083925493033327,0.3740959886284876,-0.22097725954864883,-0.006699454054411469,-0.005896735274368945,0.28649151660400224,-0.1704986994690451,0.0085984075474694,-0.3907761295381463,-0.21282018659806867,0.1542447333039255,0.24729722252466663,0.12864575703683784,0.1524547774756948,0.3469671726845025,0.20961926496373043,-0.18781701164546322,-0.11436957599760542,-0.17395038600649973,-0.40028197220812733,0.3771124936236889,0.017903845943947432,0.12948600953360567,0.14487972761232212,-0.34618314396545186,0.08522371833289656,0.37235458739583915,-0.27373746899603557,0.23419843406629443,0.13953808726589473,0.01972623243482317,-0.26627290645546153,-0.4130676710783016,0.3196819945273088,0.20167495557248266,0.31646384548410467,0.37919774373010606,0.30903257604921236,0.32702174724209687,0.2351798549646939,0.11857706717497667,0.3918235989377573,0.4461845276097528,-0.10013683270533226,-0.14781199011402898,-0.09739131957934404,0.4633766204237479,0.2568464627603124,-0.070150622781814,0.05168462913252826,-0.0959222735953054,0.17551794796215325,-0.31014241532832787,0.17217495763468807,-0.014435652884750946,0.0693923631796723,-0.20585527776635992,0.13810780285740276,0.23508484009230898,0.22498605761933607,-0.07965205668643825,0.05134083234683881,0.1502265285837619,0.006284720624573241,0.31460239752472896,0.21161761281204905,-0.18697703125851653,0.37428779970451026,0.20276831976158963,0.24005746733693348,-0.06854074533082709,-0.002384818037726736,0.3150210741082209,0.0942553852326806,0.17188223463883479,-0.3918988589875423,-0.15448512373511053,0.25040493406031644,0.43682165483255275,0.02171986530430599,0.21326823914799173,0.13599042515459298,-0.18570199738217635,-0.18745781933435757,-0.28354835435323056,-0.2717287668263504,-0.006311750412363931,0.048547796050645416,0.19609254353746167,0.11903472431554556,0.3971189339782176,-0.056671780494248994,0.28636941238746283,-0.31765267807766295,-0.14088087079306447,0.23567687775307736,0.18222293148258623,0.06656096348752195,-0.17365055374675534,0.5147942985169845,-0.31640639252705177,0.29778058972562454,-0.2526507260801136,-0.01874713024597189
Vermis_4_5,0.037190392649453514,1.0,0.16573771801896428,0.44291413743348873,0.5107601616036793,-0.27362399990477215,0.46763486312858554,0.5238106373915945,-0.035813268034595225,0.11739953531277075,0.2002348347648468,0.4121698059126776,0.4656629444188078,0.43313191027020925,0.14463378344707142,0.40622639811314865,-0.289735907253138,0.19729102821739922,0.47966485303168793,0.5950138293322672,0.40412088684163217,-0.2466869719494078,-0.22449039182320984,-0.009832611582531446,0.43893314170167075,0.5696696057028157,0.28671860561539386,0.4391481936473537,0.20619266887746282,-0.12216889630217485,0.6113590196635313,0.3073113041639392,-0.016193724354178835,0.14735154339744067,-0.0007751636742471023,0.41992157959062215,0.6030735379986908,0.39532905707178,0.31848587552193697,0.07406895751082535,0.24640905828700513,0.7424729019305035,-0.1636875378953781,0.09954384434840198,0.3126513725286083,0.185067312285314,0.6004262610680583,0.24716393597737632,0.6629329173034751,0.5424233046397835,-0.19676785283744713,0.04490149395254907,0.3916267706420158,0.12029536767945968,0.5025119516605404,0.44923651130727515,-0.0040911893241340515,-0.2239720351883472,0.23429503781470468,0.35899905166577445,0.4366318900838846,0.13242064889740518,0.4094298231499219,0.42722219699503006,0.47190778264786043,0.1177891635936583,0.3732969090858399,0.11398142918449629,-0.04573998608525496,-0.32096820755021427,-0.06859657414297737,-0.27487364036392076,0.4076367444233933,0.278901975449705,0.431067888232252,0.12126887829461214,-0.06592660235072438,0.3051021120570109,0.3156521449992397,0.21944799150044644,0.38557047451156234,0.5617262613811852,0.5632341534115632,0.3735961992925999,0.34531524658719037,0.5150901049681049,0.3320194468795459,0.617320709518616,0.5769471646813945,0.5764154292525357,0.3350165797225415,-0.11815312484638653,-0.13256889900065025,0.6194807845355587,0.3092576452498967,0.4990061979752658,0.014840961942474503,0.24224862184360027,0.4805045755429534,0.1408208992937089,0.11475282368704189,0.14802021272788457,0.45208418720343563,0.15706638710100132,0.4143884133025443,0.2693857560065958,0.4232122994036835,0.4663808747045085,0.4951246522417649,0.4696221054739155,0.41748744701033064,-0.0082534981424187,0.1850307676660486,0.8992481125002402,0.20081994986917126,0.19753550496129976,0.4154340591371653,0.07391115950039508,0.41270139512844073,0.4524152564045607,-0.131805617467663,0.4071862826346575,0.4839063778780581,0.4757836895120115,-0.21223028097761806,0.18194674719106307,-0.0014173385666723102,-0.014908341546814124,0.5066607190688523,0.6001697947876811
N_Acc_L,0.02172987301683852,0.16573771801896428,1.0,0.38255939759481794,0.41552197831395354,-0.05644431121787224,-0.13215558673539998,-0.35550534251992527,-0.06270745059636365,0.0060556997072791965,0.2514399481090818,0.43281746393313275,0.21227644787043543,0.20568240534834056,0.17686304668540984,0.07735309543911728,0.018252224028565387,0.03198644683388685,0.09685938466128652,0.018503954876228104,0.1748603738794993,0.041230139639240306,-0.07365051102318633,0.05738711101501161,-0.049735011127445904,0.23521179780643386,-0.29649169339777565,-0.1476262119900889,-0.17961325889298488,0.08912032973337447,0.13068413143585517,0.22844162650769737,-0.027955836199039963,0.3088657349965844,-0.2167518171448086,-0.024644206749015164,-0.17540688829176548,-0.09664547145194465,0.09822092820854668,0.6743915266051813,0.2077567224323539,0.4004556421894134,0.12090967459339055,0.2628843331041875,-0.1586043438595322,-0.03742050495697216,0.34559758525715284,0.060278601165342914,0.002569092551236741,0.28177337976773265,-0.21958654181196632,0.494250953708824,-0.24525641736680082,-0.1265121322926221,-0.011812366659908995,0.13143734894184755,0.26123081382433244,0.16672481709201456,0.10101353909990206,0.09799044024626405,0.14992566081911937,0.3793809816749028,0.2028355385960048,0.6084299893051826,0.10279770731930638,0.35140506931863674,-0.19289373975091378,0.13751697427799114,-0.3942591351163779,0.07189602367804239,0.24426487359025623,0.11355197541441824,-0.18289604480221958,0.18060802756130098,-0.0447231386122834,-0.02530729997016355,-0.13465144891001846,0.5136513911837134,0.08372954173693221,0.11170195089841599,0.17401093041366528,-0.12196957473853866,-0.011746194447242843,0.14442793916850905,0.08061061304943754,-0.009331756198650027,-0.27957722022358805,0.34482013011287393,-0.22113245525717684,0.3760510480883953,0.20585324275384465,0.27926376134766956,-0.039640667060533166,-0.1331950227063033,0.045298126668964336,-0.14356772557708714,0.3439604876807577,0.10593383830585773,0.09015077730273457,0.38831885155832185,0.24456429022111148,0.24351666678713596,-0.0796991036114247,0.3301661140393305,0.19073259562720557,-0.25317605909989255,-0.22519564188491276,0.15098934484539467,-0.2527002632984524,0.21721025505064626,0.03837403301410761,0.1373244494062463,0.32145193152226564,0.29842495839026084,0.4300862612500534,0.5630959294082315,0.02272922386953364,-0.07579785226132678,0.10530889887765552,0.12327143644269208,-0.08635709995478474,0.4536589390087174,-0.16508179015085447,-0.07159421150426001,0.1140390852481435,-0.054690716579757326,-0.21330591657732487,0.18306703029069465,0.37441810931755426,0.09653777907034332
Caudate_L,0.2607856766074269,0.44291413743348873,0.38255939759481794,1.0,0.5659876603518829,-0.6133808293264121,0.22273887206854429,0.11994416430258524,-0.20913512537718823,0.3312081591888179,0.7979333024735664,0.02941878590083352,0.8118759117161822,0.7065424061775436,0.5692896558030877,0.18170342543013265,-0.5928428497473184,-0.5779001453975696,0.7422149886502802,-0.1645787596623265,-0.3086782275080833,-0.4761434015698139,-0.6155361138399983,-0.5032135050636898,0.5921377763769696,0.6904947333040703,0.37445676063966465,0.4284825320802907,-0.3788471682754399,-0.20481320537412412,0.33547374984758266,0.5872814230887736,-0.28263445470756354,0.1944183851238484,-0.707918692876327,-0.07193632297027738,0.5956691456871785,0.649741739586436,0.7138739258817316,0.46959882195925673,0.7356912647113898,0.6175753908837757,-0.4550363069573531,-0.20649268751927466,-0.21955069541959923,-0.30326838531919825,0.8864933853142796,0.04910492963447228,0.5322553954950959,0.697131345551708,-0.7196199473183577,0.44941390843664336,0.5745704006496463,-0.5363747051122133,0.6120134089385303,0.43421706759265305,-0.09783638548855568,-0.5105107070174297,-0.19707458510862347,0.8370793193772402,0.48948393150970315,0.7758080388830294,0.8416291224058925,0.6734372131876548,0.6806005936249998,0.5640577725158334,0.4451180290547353,0.6660013772104632,0.24779329626878743,-0.45404589814255286,-0.26222993903107045,-0.4269669298124619,0.6866053944558316,0.7316924247564875,0.49789394764501366,0.33696493561910984,-0.5051047097664182,0.5956329711025372,-0.38144068696953365,0.32053132459589756,0.4632499599837459,0.3141290667792981,-0.08424324350099602,0.46103213997925535,0.25884264541529944,0.8097887266478809,-0.25200595002088,0.4102473585969206,0.2722680629564359,0.43109258732472444,0.7622929018106553,0.32990858631355446,-0.6222533687636912,0.6128225817564859,0.5646182410040287,0.5021432254951812,0.07177619374637768,0.4057829984479942,0.6104220608500229,0.4507910197919978,0.5875897103931683,-0.41034685052506387,-0.2805332462267454,0.7264435464285656,0.8622446489513919,-0.0449347525811599,0.27843806618783934,0.5385818686907003,-0.1592929881276295,0.04990019090423719,-0.2652739636956509,-0.427047499033628,0.05331332876731994,0.334368343215284,0.4995105413548161,0.5298385667516244,0.6361880217310949,-0.13189451990790066,0.7977036957394711,-0.30956725571435717,-0.5462521619825068,0.6733882418308329,0.5621421777627502,0.13427458317799856,-0.38601859889141726,0.5710452363833277,-0.3418318496911869,0.04973132187141118,0.1198386117920694,0.3099702977391191
SN_pc_R,0.16401873962365052,0.5107601616036793,0.41552197831395354,0.5659876603518829,1.0,-0.6805415068713168,0.07453356622124334,0.3210752912969716,-0.18515222649506197,-0.08349173678924016,0.4737238322934821,0.5182014610237942,0.382328244910083,0.33278421438494266,0.20192882855690072,0.15101534041989698,-0.6169849704304599,-0.21870876246123822,0.5887563437749329,0.29821511348164675,0.09014401855393601,-0.5310084704707214,-0.502084497395853,-0.35401556876282136,0.5620453889061965,0.8396650935614584,0.1344629883603982,0.27264390337956035,-0.06744500529159204,-0.429444379013767,0.2515842628844835,0.007172553508352225,0.020386967715079356,-0.02703825742720915,-0.2986477658350749,0.2284548299117022,0.4534219342177346,0.3415529637120867,0.2813042838616684,0.3248674497918696,0.47913137025001334,0.5127978306215821,-0.5446927677574013,-0.19751304204235814,0.04416681285424198,-0.020863164029169712,0.6657151145622643,-0.21802943276705467,0.33236021697407236,0.32964777072478646,-0.517560724158789,0.09511196078257103,0.25926793734002507,-0.27583862646987345,0.6761486453016425,0.15019896653175158,-0.37971843399795424,-0.30126861937733257,-0.1219562580821306,0.48979812272013573,0.4289672883839373,0.24180482122148492,0.4369825377927168,0.7758056375234217,0.5623587851120605,0.4784008001879361,0.47095435346652864,0.1034327429243316,-0.061311778719178874,-0.6176856595304488,-0.46738192222584435,-0.5890528403197145,0.2527102095835809,0.5349402699155091,0.2748309926432387,0.41964082677671516,-0.5250480277972038,0.5469867384585267,-0.02834099491811189,0.0219691759593435,0.2819039250779795,0.0208744238983864,0.1949535401274049,0.4415412707241002,0.15438382584795238,0.5662093854073312,-0.14991847884811962,0.19690231745162676,0.15516884809548714,0.28881951988486154,0.4753892431919537,-0.0023748288531091166,-0.5104941235282328,0.3249095147718052,0.1954513242739655,0.156378129029674,-0.3143393212701806,0.2659914394915803,0.2875709687849184,0.01142905025719219,0.18350198213108243,-0.1147661610520441,-0.0929280098196238,0.2559848069846871,0.45250337516106703,0.13721416840243464,-0.028434685238970383,0.489844359328951,0.23844398619912438,0.27788678789843047,0.21153353148476492,-0.38531306852297975,-0.29049508725149703,0.5336018220113943,0.38966019184548034,0.3675705600422682,0.16404983265047257,-0.38664093252695175,0.6128902427978719,0.01695636431601391,-0.33928758599400494,0.24498885707676737,0.33578348400389313,0.0681493391426847,-0.5030220039798738,0.45812322288448803,-0.30751684239235627,0.1483607783114184,0.45174587334496474,0.10613805265176873
Occipital_Sup_L,-0.29450483501322716,-0.27362399990477215,-0.05644431121787224,-0.6133808293264121,-0.6805415068713168,1.0,-0.008894446625845756,-0.324962420462737,0.28715746252058705,0.12424924540213537,-0.6393543281876838,-0.11990136150957856,-0.39262502113262804,-0.3573102618854165,-0.383215347822497,-0.0782681120693505,0.9217663953194715,0.5460802864577173,-0.6972513058052033,0.01150387415374985,0.2497108086700202,0.7844415607092339,0.6638730577684825,0.6299835812100093,-0.6860780939098838,-0.7937157467077774,-0.31552733625327606,-0.3618807365727313,0.18407235049984833,0.6362194128686174,-0.003390330131499252,0.05409436262053553,0.14440076619412243,0.1539684864741506,0.5098825011520265,0.05958766722909448,-0.5144195334544404,-0.5166375164449493,-0.3560807764211728,-0.1829962832344715,-0.6273141331103035,-0.29466430284352146,0.8910768041717412,0.49439253986021386,0.06025823768735661,0.1455911676480002,-0.6131520049040395,0.4384055680876105,-0.2420676651902418,-0.18803682706339844,0.6083782939623469,-0.015953176603227547,-0.42945658775022943,0.6222970324076147,-0.7642034808895992,-0.0002259318228086949,0.6723543474184489,0.6656209067937493,0.35881739584874567,-0.6984297561632866,-0.21991040893720212,-0.38287334396145395,-0.5449579535015322,-0.5778912448690243,-0.6539957116863591,-0.4868477020618066,-0.635921540499497,-0.23690006469910196,-0.14133026640104704,0.8704553033015091,0.8238617055682536,0.8573172075763503,-0.4152792189077468,-0.688981612217981,-0.31613789183305957,-0.4436969928536695,0.8136363974549955,-0.3932681274894618,0.4227925437359289,0.08930943327700598,-0.3379197304502554,0.008667169058212177,-0.06555055435132964,-0.5523474299820403,-0.06112225138318824,-0.7038728576092336,0.333684289707773,0.015413026940658723,-0.12953099043237473,-0.10686190792513667,-0.6065166701643498,-0.020861294459639256,0.8301653048060046,-0.45737322319677004,-0.2206954934236826,-0.13572978658004314,0.566516666344666,-0.18386461527753709,-0.33524858914762085,-0.02818877158065337,-0.23143644589006704,0.5918055890383853,0.4630231239358611,-0.3385680338671781,-0.553245696205468,-0.09484206154928114,0.07486919707385442,-0.4795984552520162,-0.0775811625816336,-0.13343769949774895,0.02520664088666876,0.7737748096488817,0.6163471003927933,-0.16136810990682235,-0.30878072653428745,-0.2417092487445852,-0.19043853338765696,0.6094131419136598,-0.7913425991577768,0.35513371084481077,0.5039495224049236,-0.23739454635585747,-0.4436212399108232,0.10223025793185347,0.8423741004031364,-0.6648425843936503,0.33944195641288477,0.05249739239973115,-0.047348445238552375,0.08154010887730813
Thal_AV_R,0.34167497880316094,0.46763486312858554,-0.13215558673539998,0.22273887206854429,0.07453356622124334,-0.008894446625845756,1.0,0.4262096475536438,0.40703224769951146,0.44410486055873516,0.027945280590574332,-0.11616372442246184,0.35596178423733,0.26328719246999227,0.2829596424313484,0.26765697615482476,0.09888245946982309,0.20243712513787468,0.17271456035349642,0.3420123798517923,0.20798452314819585,0.1915576362547928,-0.017971270132134738,0.2680406002250636,0.17366446193061072,0.12785551311895071,0.2954530403222596,0.7408875004189444,0.28043997630367046,0.1713548813037793,0.6062344501655987,0.4134176092721544,0.2255172194298953,0.13449111076105918,0.10666122141695693,-0.05162075228972192,0.39894507733192053,0.2502225693180616,0.29076658599829885,-0.08004065194865041,-0.03713596334868584,0.40936592916515313,0.17722058950363775,0.391733078633586,0.14565097081118636,0.1049133527817147,0.31973180765183595,0.49899304022217117,0.47603339479197665,0.24922998575889252,-0.23016747083138647,-0.10432602647178274,0.3217474042029753,0.2950149582928582,0.24847682879748204,0.5104241605357502,0.3259992518896262,0.09955348037310774,0.18239637417273555,0.13961780844951843,0.309572885938101,0.04781633715242617,0.2511475179199788,0.1001265575742618,0.22502863705893691,-0.2408673552960855,0.0038237531004040553,0.28801697178819863,0.48820535992649194,0.06355827295235236,0.17669514095624822,0.1657092502735273,0.5328899795296667,-0.0591577905475186,0.33616129685087925,0.003691045243124132,0.34814993267178046,0.058209281787504584,0.34913815427883527,0.32530348482045907,0.2083025657424417,0.5124224154519978,0.010329493111314151,-0.2384285187565343,0.3952664317375349,0.29141791517908205,0.5754816830540339,0.3998723654678286,0.5017431023168668,0.3788987874241088,-0.002626515210673663,0.22708740484302084,0.25359448322451855,0.4409193236009194,0.105904030133063,0.3993791451942257,0.1142080721230103,0.1799600333327323,0.6472919569813386,0.144096160574233,-0.08588265396104944,0.12164740358532508,0.5062062292404272,0.19060248565817056,0.4389669988379051,0.5302836783943817,0.7022426773872213,-0.04823636495035322,0.39018660139885736,-0.19351132461934867,0.23007911821762295,0.21596357776063774,0.37716831185108374,0.39006304810379144,0.09904409107700171,-0.14999306018778547,0.37341634818281183,0.24390462510715402,0.10261685268605734,0.23944348710495977,0.23202798546583087,0.31254760932877235,0.43958477571843224,0.7054788042199064,0.17339833042527478,0.22435053172069197,0.213596119747814,0.4538432994860384,-0.013126913044489784,0.5969050575440112
Heschl_R,0.01651860814990751,0.5238106373915945,-0.35550534251992527,0.11994416430258524,0.3210752912969716,-0.324962420462737,0.4262096475536438,1.0,-0.00824392628267826,0.2131838471413745,-0.08044558462522919,0.17253884101662,0.24128025213919554,-0.08869994445582025,-0.07842390878380202,0.30245900459787417,-0.3866795201491152,0.11764306168247995,0.32390172339336204,0.5783792099954986,0.17783515300507804,-0.3574085500299387,-0.2751301940649898,-0.24843345302908199,0.4654346476898628,0.4056368173165265,0.40634302511795684,0.4215007670239941,0.27019027146141245,-0.34968525999266986,0.3672220238184094,0.05277581517011913,0.136989377269789,-0.23625276743699117,0.18986975590968436,0.42568728689409063,0.7356059712152703,0.3508676333192528,0.25363011833837035,-0.2891372329508882,0.1035731797275117,0.13724027611822087,-0.3395514285841335,-0.26757470179481907,0.4365158077554175,0.10592315287878525,0.17775424646076046,0.03981351003187464,0.6097139957107404,0.19498758693711576,-0.09905850509667202,-0.3780842718894231,0.421989303573751,0.31017362463877163,0.655377848442942,0.42528232942187744,-0.3923555136751267,-0.2815216600725066,0.03108154910697305,0.27890514096062535,0.1474822233520543,-0.14847181863677864,0.2101419322458869,-0.014269788212020964,0.3525512816147999,-0.0645734782818473,0.5456876706278216,0.06341352922330157,0.1460787864768555,-0.5295202981168109,-0.3604896738486599,-0.4885099219072382,0.31640303155254873,0.1301692643067409,0.5259115385418448,0.14736137747132708,-0.10650179648762671,0.005564814067833695,0.2500999877653025,0.25659281368691367,0.20925801083451792,0.46950367394283826,0.33026211964497426,0.18830116019664478,0.17045614168553086,0.5235851669750715,0.5905012317135482,0.11341126494521112,0.7396286380250807,0.052359338996621964,0.11874004996930866,-0.3295699337821333,-0.15357469807977478,0.5238875086916124,0.252443278478667,0.4541131443634811,-0.3603896324514505,0.13337379810323727,0.2484610476929037,-0.22101461159634572,-0.1253543831651173,0.0008177997692828736,0.3256993428686288,-0.06424667786603439,0.21881839968653946,0.5613466701782257,0.42294073503823787,0.30831496009361686,0.8719112195968807,0.20292430189508628,0.5195574765847991,-0.222020737058817,-0.17790074530276756,0.34753635909294317,-0.00038561526498745343,-0.15450726352736527,0.24486213432918028,0.027020455201505204,0.3720573821254259,0.2435336616818814,-0.14976712366081535,-0.12577815495611153,0.6267940061937798,0.6008267416693294,-0.3605792096379484,0.28530054311202885,0.047028133968602955,-0.16966685083891747,0.26843705074976487,0.33259072107227683
Cerebellum_Crus2_R,-0.0546635134693124,-0.035813268034595225,-0.06270745059636365,-0.20913512537718823,-0.18515222649506197,0.28715746252058705,0.40703224769951146,-0.00824392628267826,1.0,0.24241517706472182,-0.3971152390137531,-0.07325830048820896,0.07389029108335486,-0.22319142144884346,0.0021627577298305315,0.16138354153985912,0.4119935756696845,0.40094944321528997,-0.24474041282458647,0.3519208924902964,0.3575148467206043,0.38295926117825063,0.39510787542964815,0.5872376735554081,-0.4027849091973602,-0.3127079380588612,-0.23684772185324945,0.2912930102275034,0.6748925724683168,0.2709813286982928,0.42260002248788037,-0.0313588080421326,0.7433380756683301,0.12984974835564597,0.42536933626536066,-0.07584734827752505,-0.14163151772373314,-0.1190377716523239,0.09697555917816955,-0.19803254717607938,-0.5213279102157458,-0.13077654820113696,0.33968572855522366,0.5204244997861248,0.012049466825153453,0.5190129836614884,-0.23414819041174983,0.4359786336136565,0.013004431690472162,-0.3215475973441167,0.18396345130161468,-0.17977570704444085,-0.20096192835022103,0.40520039075507924,-0.2514739516413897,0.14543498877127206,0.3833193704812148,0.4304106546164211,0.5256358723324894,-0.32956748017484944,0.09343985069780697,-0.16977716582161292,-0.2548292730741239,-0.16617826007894157,-0.46106173599448724,-0.29682447446379046,-0.3934784394052913,-0.06755305023909,0.2164472616010206,0.2993626153791667,0.3039308486205951,0.3973635823907293,-0.07239184903262742,-0.44489560215264623,0.21663190641382724,0.08897035977678579,0.44334223934292677,-0.3344117346323499,0.4034940526922637,0.04340534202778835,0.19116483678951482,0.1807215322635842,-0.010611412661416533,-0.4907432033923532,-0.22062084029008092,-0.1621746898265895,0.390182535319146,0.07011658519333701,0.03094982905623647,0.18947876042989525,-0.4497640465215366,0.4437878186258653,0.45901142987345533,-0.21357885224688192,-0.25698113415918594,-0.04680119807969581,0.19690522281543124,0.27726440550700265,0.19200342510594204,0.0012072196691441514,-0.4893076785910896,0.2811871967479912,0.33618098768891513,0.011120561623046556,-0.1347574684342348,0.43433596979915595,0.38421559759192575,-0.6221854704536124,0.1810258172622856,-0.34640703186657534,0.24406403798593748,0.4707411408276702,0.2590620638301781,0.0066907832569641865,-0.34244940939754315,-0.45389337977908956,-0.13526707652611525,0.2889386047041169,-0.34066056510937726,0.18024337101206173,0.554073305906949,0.01857115641129011,0.042501094472885255,0.3145593995569752,0.373546285006546,-0.30501556840445626,0.6465929797022721,0.37239562492625455,0.07151292250554679,0.3212699518411659
Cingulate_Mid_R,0.2071527816692597,0.11739953531277075,0.0060556997072791965,0.3312081591888179,-0.08349173678924016,0.12424924540213537,0.44410486055873516,0.2131838471413745,0.24241517706472182,1.0,0.05824667164317581,-0.25359729206134074,0.47209128674546424,0.09535680773938449,0.1581442707932594,0.5039859000443024,0.17965643322626698,-0.11281369146457546,0.03297866939767336,-0.04916896660624949,-0.19113805416241653,0.32327746781508565,-0.04323083406216303,0.014851732871908134,0.02113858453470259,-0.12192411211651658,0.28376465967445264,0.3932016672492059,-0.06365359883219837,0.49330543276738265,0.447408838320997,0.5417417066770418,0.03162108851471986,0.23862292018155307,-0.08952504512522276,-0.0674825592482125,0.2787134054838629,0.26777522838691964,0.6707891452099538,-0.04368476983326616,0.06801333777619831,0.04549954786977874,0.19603614373939016,-0.003822956344073125,-0.1319297668331339,-0.13719023894628418,0.1663207642694051,0.38851079327569366,0.4183056149210178,0.2957338933774065,-0.1547989450786492,0.03606503783350593,0.2452443838749238,0.33466860814629823,0.05087359362651374,0.7505908771981321,0.4760561540289549,-0.006414954756770543,0.12807590690905626,0.22988327619024032,0.18570489637490203,0.4344922685785736,0.37907727364614646,-0.06388336305836047,0.001758994509360966,-0.016700827585607668,-0.028205999071213936,0.6993096092380734,0.2983051588886274,0.2062626793743557,0.35205047843891807,0.22156714090534155,0.34048591317627097,0.008844629877609346,0.5258705246842299,-0.028111612157367596,0.27561021797346774,-0.023979923016694594,0.016721239463416596,0.8620551662357624,0.22814221049852138,0.41124872759508596,-0.2544951381571512,-0.22324605225800526,0.10370752169852879,0.3400126508746107,0.4391556722300353,0.30357138005224044,0.5012075487747514,0.26571418269802616,0.022105311317590005,0.17863871849712107,0.2247651060491451,0.29027368275296317,0.22856209423202542,0.4998858826915723,0.4301048996175048,0.2874676211185855,0.3139876719824988,0.4229318718560602,-0.0060753220486200205,0.05629124956916492,0.12270998702971295,0.6039611116104854,0.3567558828321705,0.25400001942361977,0.5718436884801255,-0.08456404078078755,0.11526580545350097,-0.3294731622946147,-0.06783157399484274,0.2618121146072241,0.4505223584083841,0.008278969257774441,0.030054884473838937,-0.0492380682012457,0.5175891330474609,0.3821893750538457,0.19494318134408992,-0.12809956069895834,-0.024422627275344482,0.41174296076009276,0.39223222547462727,0.6050344974800654,0.284935156271864,0.1155605429374828,0.12274150474046212,0.06251348497762028,-0.06315726428744216,0.3839655756516278
