,Temporal_Sup_R,Thal_Re_R,Paracentral_Lobule_L,Thal_MDl_L,Cerebellum_4_5_L,Thal_PuM_R,Red_N_L,Calcarine_L,Lingual_R,Angular_L,Temporal_Sup_L,Cerebellum_4_5_R,Cerebellum_3_L,Parietal_Inf_R,Cuneus_L,Vermis_3,Postcentral_R,Thal_PuL_R,Thal_MDm_R,Vermis_6,Cerebellum_8_L,Cerebellum_7b_L,Cerebellum_9_L,Calcarine_R,Pallidum_R,Vermis_7,Heschl_L,Thal_Re_L,LC_L,Lingual_L,ParaHippocampal_R,Supp_Motor_Area_R,ACC_pre_L,Amygdala_R,OFCpost_L,Insula_L,OFClat_R,Occipital_Mid_L,Hippocampus_R,Frontal_Inf_Oper_R,Thal_PuI_L,Precentral_R,Putamen_R,SupraMarginal_R,Paracentral_Lobule_R,Occipital_Mid_R,OFClat_L,Cerebellum_Crus1_R,Cerebellum_Crus2_L,Angular_R,Parietal_Sup_L,Cerebellum_7b_R,Temporal_Pole_Sup_L,Heschl_R,Supp_Motor_Area_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_R,ParaHippocampal_L,Vermis_8,ACC_sub_L
Temporal_Sup_L,-0.23423768209087997,0.3209776130304132,0.23277531099906404,0.4772657598125677,0.28295824705558836,0.15337488876067853,0.0418662361982223,-0.3891070200606355,-0.4398528894667353,-0.24629346023458376,1.0,-0.23892635402489135,0.5561070665543986,-0.3841200014979487,-0.28057765276504704,-0.24200492370322632,-0.10372989036177928,0.27969282511466576,0.679542793289236,-0.3848814298067467,-0.15521224611173667,-0.17594576868136852,-0.37927900167782563,-0.4620985152478379,0.38330209051199754,0.4979950979738357,0.8080988839807175,0.4951596544894256,0.500977898290286,-0.1736611492112188,0.6535705381887358,0.112395250750547,0.7571840880757136,0.3715322138214708,0.4632171660618867,0.8842884428651764,0.13927809097828095,-0.1399923566324982,0.4583564449154033,-0.26176674821115353,0.06259613567851303,0.001398592329910547,0.49966244460386355,-0.46062287834289434,0.001174896221260429,-0.529797736921136,0.8093653592794531,-0.46088177139463987,0.28299761006799373,-0.5031477854826819,-0.3023102197974415,-0.45840719139056796,-0.5392473071041125,0.0949263382554545,0.42313953667230364,0.5850848988155476,0.47847111470983866,0.7757645912548502,0.07446072202052939,0.5636231139642514
Cerebellum_4_5_R,0.6148560321145092,-0.21491619050668995,-0.06749032358033477,-0.1842606615972626,0.749839582828981,0.47379834306419805,0.560668526192879,0.45208930757384935,0.8025388102728622,0.2939477064417826,-0.23892635402489135,1.0,0.07021906147586729,0.22751290839976984,0.24529783880620673,0.6898066371101229,0.03346496543736653,0.17374359918096846,-0.09540006860469415,0.7876028361763552,0.6070260444487307,0.4295140173752743,0.8106053000785202,0.7135352934852506,-0.03403651795079624,-0.39840474550696797,-0.23372747071429834,-0.33777006540863164,-0.1563578790407204,0.7793178585988186,-0.14837091602941718,-0.05099423155801312,-0.34504304055679125,-0.32167083853088174,0.06868195879623606,-0.01658936736986202,0.07038019316430674,0.1478724381238871,-0.028402780117052186,0.5477870993204291,0.2987063445143361,0.28781641322273127,0.08336146205436568,0.5763755923394045,0.11136238639048726,0.3673289222150259,-0.4920903998883097,0.29280201145349327,-0.39746706952528665,0.43024789823740633,0.1513207385233149,0.28531585985944075,0.3329495031760359,0.37370690876437834,-0.14944241693871702,-0.3707003556002326,-0.18887334431880312,-0.14211009459169144,-0.1465542546777351,-0.14779030026336587
Cerebellum_3_L,0.19640410951305473,0.2698697873978597,-0.09397791810232507,0.3937063733599661,0.548480085183212,0.19152138845932987,0.3250269165499809,-0.6404316023627736,-0.24619178292899327,-0.6950583668432702,0.5561070665543986,0.07021906147586729,1.0,-0.7252900010762737,-0.6719462397483712,-0.2196480932838028,-0.5630172864027831,0.3761990407389118,0.37487012376039774,-0.01079657428095441,0.23734121894947152,-0.3562709032449111,-0.10352415364594365,-0.38363198045010083,0.4281286882727578,0.3493183163015957,0.41266998123101184,0.6363806608569818,0.5368538774703153,-0.1797131055906355,0.8392628184002127,0.06413942545886372,0.69390631001084,0.568201888134964,0.2720932391576203,0.44957957268943805,0.6816637528719498,-0.6669634110698176,0.8494038693420419,-0.22664344779038484,-0.20064729578893034,0.037223664258471914,0.6546632780566596,-0.486160884884477,-0.44128012186180526,-0.782579132289352,0.6573795257238392,-0.4153900143097827,0.0010298175519926935,-0.7222761481181962,-0.718832301243486,-0.2086511294835362,-0.6703358273339897,0.4056368173165265,0.0074421947651398404,0.29039725623343554,0.3285137919531746,0.8258079731880981,0.4229501220079675,0.7516868632164388
Parietal_Inf_R,-0.10117978024685699,-0.08513506622066784,0.20169390355524572,-0.42712546408903945,-0.12683933645166784,0.10421249804110054,-0.13713589631673376,0.8230413827259045,0.4367748298873145,0.8657561363253302,-0.3841200014979487,0.22751290839976984,-0.7252900010762737,1.0,0.874403932874094,0.6037967188701334,0.7879187222258031,-0.10186473851108725,-0.21825712197241098,0.22042263965335168,-0.19692264232982296,0.5381417137390414,0.25667421751986064,0.6129231959161076,-0.3868116465786798,-0.22517552525063142,-0.38993598185548695,-0.5554722221834294,-0.46549497901053427,0.4312249278011963,-0.6960043593623852,0.1464958190438518,-0.6242049201783063,-0.5482273953522194,-0.020087774869024126,-0.23108498469095684,-0.7110462662095766,0.7903173142859793,-0.7415385542823196,0.35898843007463616,0.3849157098594179,0.11053344863737252,-0.5509809766080059,0.6502268507603842,0.7077655797205611,0.7913434750301702,-0.5151055128537692,0.28386788007333813,0.08832389023066367,0.9278499325841606,0.914289828392064,0.1829756944174687,0.6555206978417706,-0.3574085500299387,0.12654219271274408,-0.1026203213453551,-0.19125142397723552,-0.6019998014347542,-0.4939029513703212,-0.7129250644404297
Cuneus_L,-0.09189348015337165,-0.17365055374675534,0.08616697095944172,-0.47074087706070217,-0.059396506858718036,0.12493038300355011,-0.01922116202014519,0.8699571877101936,0.5136201114511825,0.9444073113174166,-0.28057765276504704,0.24529783880620673,-0.6719462397483712,0.874403932874094,1.0,0.6589736610614702,0.5922411612500359,-0.08974484773347949,-0.18355115564175756,0.25133065934428006,-0.17981409912355423,0.6299846709240491,0.32947108837914396,0.684462886897769,-0.47127500068870487,-0.3451832822305117,-0.2956764184305582,-0.6133856664826405,-0.35057215412698106,0.5557243794302279,-0.664970859042505,-0.08126449414373983,-0.6008952557703318,-0.49692303403895915,0.025775548747416985,-0.10689091065849247,-0.7744846850337571,0.9308924955798947,-0.7343802116088262,0.3465185819909239,0.5502909116882673,-0.08368574760378357,-0.49786230643090273,0.5721062272895946,0.6944976675168133,0.8228732875719171,-0.5249791837798082,0.2968634618977712,0.08098693858418068,0.8560435244751737,0.9179083599300351,0.1594990381768342,0.6923386783872545,-0.3605792096379484,0.0874141632827959,-0.171006571523598,-0.007568613116652572,-0.5417688521438144,-0.5009474793945374,-0.7168710645318215
Vermis_3,0.18021579477920407,-0.05769144301466271,0.018134943391635846,-0.3532772178487402,0.49197366174141133,0.4638700150537521,0.24938362706584008,0.7738690535458322,0.7687640287047586,0.6658955035818588,-0.24200492370322632,0.6898066371101229,-0.2196480932838028,0.6037967188701334,0.6589736610614702,1.0,0.32848513075199126,0.23810425256218126,-0.08341461802192718,0.6227336271436443,0.10558191455125752,0.7813396301604438,0.6191933884509997,0.7534499987636868,-0.2798018610873041,-0.17625711177084388,-0.32262033598389245,-0.36744052457530824,-0.1818397639162251,0.7859731429353101,-0.32603709082425747,-0.09658611650790225,-0.5363471836655934,-0.4588349107016118,0.10658995970639218,-0.09361314000284504,-0.47552919248852277,0.6007382680693077,-0.3770921688523606,0.4449735585323081,0.6181334772304885,-0.026668919994531595,-0.27952202911268587,0.5233632734470751,0.5594540049338,0.596511018653312,-0.46427117552308944,0.355894835586091,0.07368875433928786,0.6869767649122771,0.6294443005934176,0.3627896806502709,0.5105997381921801,-0.07264018679355559,-0.05492787635025498,-0.26612317143380976,-0.008208859201950821,-0.25946979469251163,-0.3296588690669229,-0.4704803902047726
Postcentral_R,-0.2266350124143658,-0.006699454054411469,0.6092373471192102,-0.07553161655721537,-0.1114214284024387,0.19296650796232165,-0.18172721657076973,0.527286323880761,0.11015443016132523,0.5941678687656884,-0.10372989036177928,0.03346496543736653,-0.5630172864027831,0.7879187222258031,0.5922411612500359,0.32848513075199126,1.0,-0.1361055605651814,0.1161990882356801,-0.059943356065070307,-0.2597521767825729,0.3093783752571537,-0.049488074099034836,0.2914098730973644,-0.1533219310222456,0.053125351400542774,-0.08367585505782103,-0.3132268084280676,-0.28284065155186167,0.13721196704075217,-0.35903148205062124,0.402637610337871,-0.3047870066610313,-0.2607022312568067,-0.010130353254944387,-0.0002585763797461665,-0.5419931127781457,0.5684668838402841,-0.5138631769167888,0.21475225240972998,0.30982295309621427,0.41127179891076987,-0.33259801980883086,0.49591070071377125,0.6585666145607494,0.5335755502102666,-0.19937630575994736,0.21386046032999986,0.21365014518865622,0.6591976656756955,0.7207407038910991,0.07012589751054653,0.34232835488796426,-0.34968525999266986,0.37596073184215556,0.24314458179203352,-0.12009443714101453,-0.3028484849427653,-0.2376403769801914,-0.4167832240469272
Thal_PuL_R,0.2878001613585422,0.3740959886284876,-0.12825653692011008,0.32028903641900375,0.35632323859685305,0.5530296742342865,-0.02854662215237468,0.09095858253279485,0.15326004369750199,-0.15455550965823747,0.27969282511466576,0.17374359918096846,0.3761990407389118,-0.10186473851108725,-0.08974484773347949,0.23810425256218126,-0.1361055605651814,1.0,0.4207591704175833,0.3029339099800107,0.0012779751509019287,0.1707773052560885,0.09306851671970977,-0.07945680119418377,0.5298440487395571,0.3015293303133309,0.09901906487267402,0.41437005574325997,0.15412702960357244,0.3153272273695565,0.35666879140397206,0.11835509650759106,0.32302182557994297,-0.028378500450666193,0.286263607002905,0.2538005517081846,0.18835621429052424,-0.18989302076588815,0.4215529653415413,0.3842178311070207,0.3184448454348054,0.16883577366299465,0.5066145394345838,-0.026614966694494608,0.056668564712035595,-0.2609080938355039,0.21845497354069657,0.15259410616324764,0.19429013000426315,-0.08325456930843378,-0.15278588573113272,0.17177676833108602,-0.14714026948903106,0.4215007670239941,0.05158133553277931,0.271838750018372,-0.1050004486684976,0.3813438258420726,0.19613867716250585,0.3257491122754217
Thal_MDm_R,-0.04945722215155076,0.3971189339782176,0.19239779327534146,0.7877113853425399,0.2963660227949283,0.3933573624972063,-0.05669179908422214,-0.09799102631152146,-0.310626755313779,-0.20557451610511088,0.679542793289236,-0.09540006860469415,0.37487012376039774,-0.21825712197241098,-0.18355115564175756,-0.08341461802192718,0.1161990882356801,0.4207591704175833,1.0,-0.3354301664391727,-0.08281792384935296,-0.1871824706834476,-0.39242828604119123,-0.36273282586738304,0.616884558437302,0.4268085287023964,0.655486980747767,0.49070094214318666,0.40040732177920607,-0.022956359593069756,0.5978693622436967,0.12214675277700733,0.5972140155802039,0.3261802409546287,0.2913658350316377,0.6421004781035181,0.20711813911609625,-0.14524701947760624,0.4503074523219422,0.06377020159021068,0.31979258580781983,0.17906408275708327,0.6136757632057146,-0.18443727230977283,-0.017027233823567495,-0.32190286148979963,0.5116001407766297,-0.2117051088691077,0.17521319481335385,-0.3115051515090889,-0.183362163912963,-0.3230063588016034,-0.4621921846401857,0.24486213432918028,0.2964304361144299,0.5146393900992796,0.1734339552573422,0.5258849901163094,0.1749635860886123,0.5033513131165332
Vermis_6,0.6797419822471541,-0.21214264442225053,-0.06819775775538241,-0.3613435247093234,0.4838607906555824,0.43032251397863475,0.4384451580956944,0.3946252716902235,0.8466369606380599,0.2709403160596402,-0.3848814298067467,0.7876028361763552,-0.01079657428095441,0.22042263965335168,0.25133065934428006,0.6227336271436443,-0.059943356065070307,0.3029339099800107,-0.3354301664391727,1.0,0.3938191802078163,0.5231143514977195,0.8360757471860494,0.6782990455788926,-0.13854081029637252,-0.3767015544976668,-0.4194500965260042,-0.27071999472274694,-0.17219899041426498,0.7177627047026849,-0.23565420369035478,-0.000926785935371533,-0.41726019714597007,-0.418902165472833,-0.023693426601839818,-0.2151783912758849,0.0296315578911234,0.12885743742135883,0.003584439597573539,0.5885706988945599,0.2327376411902166,0.2652175028012891,0.017093320851738137,0.5846980430488753,0.1321168699047262,0.34320978164387284,-0.5653254231863745,0.4029843554582804,-0.22794596912473353,0.4424692454918734,0.13910747712122892,0.5648712777454388,0.33331918837925095,0.41971029894485856,-0.17257148658254282,-0.39176100958067056,-0.1706679768721339,-0.16324696038956127,-0.012730663538518499,-0.17224813439673275
Cerebellum_8_L,0.4861776037976816,-0.20585527776635992,-0.15100360963439022,-0.0016030847401396864,0.5876280150310691,0.15241113615349197,0.46074557715739073,-0.030388051157042,0.3318250266178898,-0.11445197455191855,-0.15521224611173667,0.6070260444487307,0.23734121894947152,-0.19692264232982296,-0.17981409912355423,0.10558191455125752,-0.2597521767825729,0.0012779751509019287,-0.08281792384935296,0.3938191802078163,1.0,0.00286250246689134,0.6275257006407138,0.26382544546083825,0.13583735050096044,-0.24856407098059405,-0.13390478397774536,-0.21222806534450972,0.012156192998948614,0.31509919307033724,0.045597132027021585,-0.018782974182699343,-0.026124132300650787,0.1132340484523906,-0.023790388777440767,0.007935981758798633,0.4793972786775921,-0.2042826186173041,0.18401119976108385,0.22615854973434069,-0.08800582188563516,0.30196127976955556,0.2291478377304611,0.1829523258259624,-0.16422470255264193,0.06509977710524457,-0.2415548792890247,0.04382765425597151,-0.44781787795331285,-0.017410050618604497,-0.22463185009689474,0.020405306893947404,0.038859693185157106,0.33026211964497426,-0.11516337767740023,-0.2628507568760475,-0.18040466198412583,0.01154622542375826,0.09257027468291815,0.14046827236773085
Cerebellum_7b_L,-0.06086907713602858,-0.11436957599760542,0.20047485383139133,-0.448599772530306,0.22749779621098978,0.3101869313857351,0.10830641268056318,0.6234208896658969,0.6058878256222217,0.6807477063382654,-0.17594576868136852,0.4295140173752743,-0.3562709032449111,0.5381417137390414,0.6299846709240491,0.7813396301604438,0.3093783752571537,0.1707773052560885,-0.1871824706834476,0.5231143514977195,0.00286250246689134,1.0,0.5749497971185269,0.5885203592831424,-0.4016363273332644,-0.07356812263318163,-0.29980005086635647,-0.38799719498690616,-0.13710470967968402,0.5728329651010416,-0.39453863549023455,-0.04096892601308359,-0.4952609242691002,-0.44468994964218367,0.03473316872162091,-0.11184190595131303,-0.591840731497212,0.6626320344981934,-0.4849822600285351,0.24017445347711625,0.5058590756076266,-0.030029453850348345,-0.3974714994256375,0.3363503714643492,0.6721692854784691,0.5655296045581785,-0.39294827875416005,0.4307827526276647,0.29451989675101986,0.592260193268297,0.6496693950946225,0.44591635996994955,0.49830182271131096,-0.26757470179481907,0.14109351309011386,-0.1738015187012927,0.06638772209257138,-0.2420396072819441,-0.24983058993680046,-0.49854628094680453
