,Frontal_Sup_2_R,Thal_PuI_L,Thal_MDm_R,Cerebellum_4_5_R,Frontal_Mid_2_L,Postcentral_L,Frontal_Inf_Tri_L,N_Acc_L,Vermis_3,Thal_PuM_R,Precuneus_L,Precentral_L,Olfactory_R,Thal_MGN_R,SN_pc_L,Angular_L,Cerebellum_4_5_L,ACC_pre_R,Frontal_Inf_Oper_L,OFCmed_L,Occipital_Inf_R,LC_R,Calcarine_R,Thal_LGN_L,Pallidum_R,ParaHippocampal_L,Cuneus_R,Cerebellum_3_R,Frontal_Inf_Orb_2_L,Thal_VA_R,Rectus_R,Red_N_L,Vermis_9,Caudate_R,SN_pr_L,Thal_PuL_R,Supp_Motor_Area_L,Cerebellum_Crus2_R,Temporal_Mid_R,Temporal_Pole_Mid_L,Frontal_Inf_Orb_2_R,Frontal_Sup_2_L,Cerebellum_8_R,OFCpost_L,Insula_R,Rolandic_Oper_L,OFCpost_R,Temporal_Pole_Sup_R,Hippocampus_R,Frontal_Med_Orb_R,Thal_MGN_L,LC_L,Temporal_Inf_R,Calcarine_L,Thal_PuA_L
Precuneus_L,-0.22060618843289265,0.5741437610042772,0.08603707198714194,0.16874311615776505,-0.09220884763560797,0.7917226644083716,0.3815246986288659,0.26123081382433244,0.5872768558033351,0.26267457932912114,1.0,0.3782981688424563,-0.4909365166299938,0.3554649098246654,0.5560451807457808,0.7910309500811878,0.07517414306396411,-0.43521551168567685,0.24534373258582215,0.044895823632351894,0.15826777905035147,-0.4132195974852879,0.4472561622607068,0.34911683937992694,-0.34124887886465033,-0.2382703490899527,0.7533012406712817,-0.5113957474192167,0.6034801338085641,-0.30289947865082306,-0.03522964080364405,-0.07942078469916924,0.6019421508050363,-0.37814285378208395,-0.12109116338818231,0.02688849576002679,0.43611528335347965,0.3833193704812148,0.21435717159257592,0.42206175130088186,-0.41796912987067475,0.1547658592530136,0.03928304630402115,0.08389476931838241,-0.17976590217084745,-0.03865461706368394,-0.39931118729796944,0.15690508765745356,-0.571391672870941,0.16115282398031783,0.02803311959905436,-0.19791824397784702,-0.09252337809218751,0.6782462474735412,0.14033764966688253
Precentral_L,0.5455555379030367,0.21443948354461695,0.4455992147567355,-0.0612742596599837,0.6955153978033045,0.5641165304633571,0.6039038945044543,0.4536589390087174,0.0006981119001451448,0.25630771606438757,0.3782981688424563,1.0,0.36733319610699694,0.06798191670633041,-0.2298244087602067,-0.046539276818501306,0.33450462240596857,0.44076206963837933,0.6988103210557267,0.5180186452674411,-0.4069099331371274,0.2137684601274526,-0.17819723421693967,0.4210143354665765,0.006858660553506152,0.5804535159253551,-0.06087669112054298,0.32891887640904327,0.49744782007242544,0.34618714532260947,0.5560660916305588,0.029797406505888205,-0.13783369273022603,0.3839609701169333,0.5117230264328856,0.2766374174167069,0.8743263296488138,0.01857115641129011,-0.37954511655166834,-0.2275618751878651,-0.14028006214933877,0.787490242397642,-0.25717764982598124,0.30321209932906285,-0.22361845972005862,0.6430188866975993,0.24961520420400446,-0.48747435099764846,0.22012328159162106,0.5810937913012948,0.2137212758024472,0.2854743873708064,-0.13102044928609036,-0.21273682574313557,0.5389347621212027
Olfactory_R,0.6486230628592554,-0.32093019497811254,0.38115908755491684,-0.019387520185130253,0.686656233325525,-0.2509394015750016,0.2232299674326444,0.12752554774200275,-0.42545395915956946,0.06264891540411023,-0.4909365166299938,0.36733319610699694,1.0,-0.22321496375856772,-0.7301959901398081,-0.6797626265951784,0.3742517452929282,0.8036304932812741,0.41361801316156216,0.5146944234894738,-0.4183975170631906,0.5286933387933056,-0.4625260072269524,0.11639644260375334,0.48605523066433076,0.8083340034972022,-0.6414332194261542,0.8260090370230924,-0.013447411261628002,0.5729931580465859,0.6009281719377827,0.18678460764860047,-0.6175000622790187,0.7044576871668451,0.5626338139111737,0.2891075821050816,0.1368041427909237,-0.3843056115209905,-0.37057010078579605,-0.5751933496217699,0.5080911366009907,0.4038532148897005,-0.2186764158298576,0.3578745418143316,0.2413177973030695,0.6098653547005092,0.7421336611469594,-0.47114519986108905,0.8585557412792265,0.29515905445893237,0.15285346186682894,0.5054862713355603,0.10836804507688422,-0.698350855733167,0.40378943038392573
Thal_MGN_R,-0.242522625845273,0.3828777877814773,-0.009652975774058067,0.1546509762978784,-0.13389978862872084,0.06502702770393434,0.012128553969253027,0.18306703029069465,0.6045479665288163,0.2801194900486404,0.3554649098246654,0.06798191670633041,-0.22321496375856772,1.0,0.3082723333903272,0.2758417533642212,0.20537279932250907,-0.21381473005805818,0.00446812474519115,0.1755839691651605,0.061074498571642204,-0.11261294747865302,0.24406583979824087,0.13960520429538248,-0.12510804487953994,0.04243703868513183,0.3074786629751073,-0.12482723281427277,0.42940634296027314,-0.21834515513679265,0.13373383480233175,-0.16252760141984307,0.4095835337930184,-0.09307851872982811,0.3274606642348924,0.4460061633284977,-0.07292563370747296,0.37239562492625455,0.20314989583105297,0.35537069664796456,0.02032704229061584,-0.06883329406368714,0.1276760110028782,0.11491846016411171,0.06855681310699319,0.13770078713555434,-0.34640471011285145,0.06279489914728109,-0.10977624958184005,0.1689458611530265,0.35676485124026924,0.0092416241235652,-0.011849733667587492,0.3877056207781841,0.3058252654440612
SN_pc_L,-0.6254197187837339,0.41237628157783063,-0.3417392481987582,0.33908822586190907,-0.6052729856673893,0.2922931997528305,-0.127462836712443,0.22781123010669024,0.6908063865409528,0.01887792873352342,0.5560451807457808,-0.2298244087602067,-0.7301959901398081,0.3082723333903272,1.0,0.7589569265624269,0.057949448387483456,-0.7202753709398092,-0.29742706749955006,-0.29190857846027735,0.39758282511481235,-0.6751067393961877,0.6816731531669099,0.16278675360383726,-0.5762534877307467,-0.6059719633929813,0.7291275882151451,-0.6097219309954655,0.24304778928145626,-0.662888077598439,-0.3457046116362112,0.14902649505031887,0.6702494799254232,-0.6666190186024034,-0.2065552996887046,-0.2582301025697255,-0.12924517212155293,0.27997468231265216,0.3991388864774151,0.5672291096840529,-0.4090011865465063,-0.35504083113028895,0.15275531321598168,-0.10906857574378581,-0.017511879608337035,-0.526377251370637,-0.5129204735443086,0.5249270403009755,-0.7516725103683134,-0.013680349776441041,0.002365879016625917,-0.4079166264794545,0.12686330368602095,0.7196260719161396,-0.30367951457824516
Angular_L,-0.6038428608927213,0.518736592978921,-0.20557451610511088,0.2939477064417826,-0.47946312080434766,0.5639272720767001,0.16401198731700214,0.12090967459339055,0.6658955035818588,0.08772825009207785,0.7910309500811878,-0.046539276818501306,-0.6797626265951784,0.2758417533642212,0.7589569265624269,1.0,-0.030944288725214875,-0.7424834201930334,-0.04151585990818725,-0.1453933865269849,0.43070107409371955,-0.7475777072839666,0.687650154556801,0.11552909748563156,-0.46709395602664605,-0.5336641985034987,0.8408728705934304,-0.6890854760026488,0.4438919573976668,-0.6162072473260195,-0.2550593468417489,-0.022607084834974728,0.6940549640796203,-0.6710940104329698,-0.35839864959462403,-0.15455550965823747,0.11382690327694939,0.33968572855522366,0.44994159878669315,0.5615293224028676,-0.3818242577346276,-0.26363015849918353,0.12154558804433659,0.0862487323510911,0.0015352275949992705,-0.36858405542754125,-0.4547690519057519,0.4753191613639156,-0.7517226730081795,-0.0016495897601396746,-0.13527140495182932,-0.3134937329581101,0.08964484346916085,0.8556960647070295,-0.15586423887386083
Cerebellum_4_5_L,0.19781218424558708,0.32347772275467074,0.2963660227949283,0.749839582828981,0.232422896993614,0.04973147176983655,0.18392633990738189,0.29842495839026084,0.49197366174141133,0.5590340646392652,0.07517414306396411,0.33450462240596857,0.3742517452929282,0.20537279932250907,0.057949448387483456,-0.030944288725214875,1.0,0.22535580849075967,0.29444695223524003,0.23291473082925288,0.07538910747733386,0.0018379620863862966,0.310509529913236,0.5859489026885345,0.21513158393062534,0.43304912604494256,0.12087352469250581,0.4799052334827786,0.2146128051671656,0.20512308988113573,0.32424400796108716,0.5626351036115473,0.1252529775402988,0.3384541832647258,0.5142895968455973,0.35632323859685305,0.06519778133604037,0.0066907832569641865,0.20984351183667085,0.002078777745267715,0.33273510988976723,0.02687077054884862,0.21731012158592625,0.2951590520716694,0.4620413922727096,0.2730339832636118,0.3486498786401329,0.09082912168320953,0.3536526318431851,0.1702129975623756,0.4910403342500964,0.2047729060107589,0.4513685541690309,0.06895150689041317,0.36363951388452304
ACC_pre_R,0.8421042559410616,-0.32185662741604903,0.47260957438101964,-0.2318286653316409,0.8097285442147751,-0.25296980103136746,0.29397342144293226,0.10530889887765552,-0.5310384199106742,0.12163141248261819,-0.43521551168567685,0.44076206963837933,0.8036304932812741,-0.21381473005805818,-0.7202753709398092,-0.7424834201930334,0.22535580849075967,1.0,0.5150750859019687,0.3697261822437128,-0.5587054443737394,0.6766185353153388,-0.5688062177720387,0.1777572534849961,0.5185044220716839,0.7213906734161256,-0.6673236457425548,0.7781258818619083,-0.003792479049683529,0.6870992626408365,0.45310900478582866,0.09552105300320611,-0.689507860412932,0.8441214058683515,0.5450812543925787,0.3376182344879178,0.22273443184492628,-0.34066056510937726,-0.5444433746696041,-0.6152909727687778,0.3641736695403705,0.6447683073080882,-0.32810272473583374,0.21817310065492385,0.07736207923757825,0.704509578702801,0.6467657848028804,-0.5959989522968561,0.774732172246715,0.21487650256129062,0.3013918686264968,0.38355549614515255,-0.15435823858779438,-0.7060189892656945,0.39185810961365114
Frontal_Inf_Oper_L,0.4121108156364805,0.27080927064611815,0.6774032199586725,-0.1728654910071342,0.7892215610173875,0.3419584265494086,0.8853286731761074,0.26122413293446056,-0.05440959027345225,0.35153642919639044,0.24534373258582215,0.6988103210557267,0.41361801316156216,0.00446812474519115,-0.29742706749955006,-0.04151585990818725,0.29444695223524003,0.5150750859019687,1.0,0.4091497653309325,-0.47270617221948746,0.3317845483816937,-0.3130520795859671,0.5242127490714709,0.3650122061937787,0.6742190253696619,-0.1918788755783834,0.4231222093376044,0.6510742715260445,0.5421246228442234,0.4763149784831412,0.024177429567622134,-0.30107264691468194,0.5098783470641011,0.39824730871525044,0.38831373695519444,0.5293424514983905,-0.12179589229694078,-0.4816894361034195,-0.38537898003979254,-0.09321673811074968,0.6989330775104041,-0.38701484246407736,0.4679662130259473,-0.15342747435812026,0.8377090928956845,0.4769571620690106,-0.6168155055596423,0.323783084775868,0.38932212502899244,0.35513712164434835,0.40627286995186446,-0.3442773330166548,-0.170060705996272,0.6825156525142311
OFCmed_L,0.19752235880982677,-0.008468593045343292,0.28907325343480994,-0.09632121199713174,0.50124899626952,0.23715154283679,0.3829771512030424,0.4300862612500534,-0.06290967806470271,-0.10691854458676758,0.044895823632351894,0.5180186452674411,0.5146944234894738,0.1755839691651605,-0.29190857846027735,-0.1453933865269849,0.23291473082925288,0.3697261822437128,0.4091497653309325,1.0,-0.5142961967834598,0.15060692819938779,-0.19032384744096487,0.10641222916047303,-0.057342345903419384,0.6422492274613372,-0.2797069422368149,0.43037996345006146,0.3944235017795593,0.1100613877984855,0.881316892797007,-0.0844789461228768,-0.31046596096333245,0.2501545397124447,0.5810387214416579,0.08186614093708446,0.4163599840544964,-0.34244940939754315,-0.42581956753560196,-0.36400284430307833,-0.03646491631232061,0.5093042321442115,-0.5004158827232331,0.37960293514236126,-0.12411794825870034,0.533382533028294,0.45330140084686554,-0.5664702021831646,0.39592881159662496,0.7760124831458801,-0.009202329802913403,0.5272405270219275,-0.08239229623868102,-0.3188395817299669,0.3319670696737046
Occipital_Inf_R,-0.3677519601254085,0.24930596444570377,-0.34404319919752735,0.5275575795236842,-0.636584530610727,-0.0053931932392742845,-0.34258294767514536,-0.29554597907820485,0.4741134892381471,0.21799348385607542,0.15826777905035147,-0.4069099331371274,-0.4183975170631906,0.061074498571642204,0.39758282511481235,0.43070107409371955,0.07538910747733386,-0.5587054443737394,-0.47270617221948746,-0.5142961967834598,1.0,-0.5010616556560871,0.6195571387204881,-0.018248826912841395,-0.07482117673370235,-0.6055535915731122,0.6026971561099744,-0.5277571271066201,-0.2670937143358505,-0.3432958615448005,-0.5461023467193239,0.21154518880018797,0.637874930463255,-0.35382827329682415,-0.4857441088979564,-0.020162273831210224,-0.30185471856598783,0.4434976136504758,0.8347890960799589,0.5802711628334614,0.2783499026743475,-0.6950581324487594,0.6976390764551381,-0.24674464744964897,0.49134729194289506,-0.5837672187229846,-0.48537275262278223,0.8251070139480938,-0.3260228757000602,-0.5469148034022859,-0.10190671368162033,-0.31355847437848966,0.5620422932677688,0.5998479435540872,-0.2634845930951803
LC_R,0.560492108496092,-0.17733285949114827,0.4928549725322472,-0.4149715249824564,0.6570168870936197,-0.2067776400401065,0.22057777804290926,-0.0845825290257117,-0.5236439919897431,0.13037881544115712,-0.4132195974852879,0.2137684601274526,0.5286933387933056,-0.11261294747865302,-0.6751067393961877,-0.7475777072839666,0.0018379620863862966,0.6766185353153388,0.3317845483816937,0.15060692819938779,-0.5010616556560871,1.0,-0.6823387784610693,0.0722763266441669,0.5542164644298181,0.6083891145809359,-0.6802112871404646,0.6002346648613609,-0.12237428845900555,0.729622103628068,0.2823445866162465,-0.12541160107673763,-0.657163234321638,0.7337483147578492,0.34019427062792945,0.28910066437010495,0.07074681529036095,-0.1949524069966906,-0.5494453549103162,-0.5588188617017065,0.27189329960839553,0.4619867025091009,-0.2073571476202193,0.07658326813079352,-0.16095461579758502,0.5963904593922763,0.41380366258002876,-0.6594496119689918,0.6703397935545851,0.05188119330325653,0.35623902501178717,0.42792902601823524,-0.4001797198959306,-0.6186015911014878,0.3632902449260914
Calcarine_R,-0.4189843573630705,0.35887083597617875,-0.36273282586738304,0.7135352934852506,-0.5893052661461443,0.19403285876068574,-0.21443902743612045,0.24351666678713596,0.7534499987636868,0.3332646185174869,0.4472561622607068,-0.17819723421693967,-0.4625260072269524,0.24406583979824087,0.6816731531669099,0.687650154556801,0.310509529913236,-0.5688062177720387,-0.3130520795859671,-0.19032384744096487,0.6195571387204881,-0.6823387784610693,1.0,0.17305975792238362,-0.4539010685351954,-0.4910343383627596,0.84641070686966,-0.5056712928731285,0.11306431315506311,-0.5854206406323468,-0.23218012521965486,0.37559744926943256,0.7091436059186532,-0.42445490316574985,-0.17481796281762182,-0.07945680119418377,-0.10359121452540711,0.2811871967479912,0.7477917919454947,0.5906698288076999,0.03545599162556657,-0.5126312982785237,0.4055126115146484,-0.03570492178761569,0.44631454280887006,-0.4908721337623148,-0.3618627751797464,0.7359272187030305,-0.4526850648080727,-0.14202289351553332,-0.025292038266909848,-0.3445668115918825,0.5424605981314257,0.7198312639354468,-0.2846133119824868
Thal_LGN_L,0.22673514657832075,0.5226296987644693,0.4312909814345815,0.31733425549994543,0.39224471526216254,0.2987674259439031,0.5255904254470198,0.34482013011287393,0.3695595459172955,0.6123916520791874,0.34911683937992694,0.4210143354665765,0.11639644260375334,0.13960520429538248,0.16278675360383726,0.11552909748563156,0.5859489026885345,0.1777572534849961,0.5242127490714709,0.10641222916047303,-0.018248826912841395,0.0722763266441669,0.17305975792238362,1.0,0.2073824170798364,0.30190922605293585,0.16374553330037317,0.21158800556767846,0.46136478897095157,0.3181240414840032,0.18867746698566706,0.31426351470337444,0.10441861461842257,0.30797244686467945,0.2937325615809252,0.30403540141007107,0.25240292652562274,0.07011658519333701,0.020376612355924726,-0.06003194151494485,0.05737855551903374,0.2901410501632178,0.03739100884737826,0.268132964792126,0.1511527798853377,0.3871280132796766,0.17759212969196284,-0.08097318953792984,0.17482332723586433,0.17460619333736868,0.5160873478709808,0.14918034673404773,0.0831955087574721,0.13159334626368338,0.4849740278697144
