,Postcentral_L,Heschl_L,N_Acc_R,Rectus_R,SupraMarginal_L,ACC_pre_L,OFClat_L,Thal_PuI_R,Thal_MDl_L,OFCant_R,Thal_Re_R,Thal_MDm_R,Rolandic_Oper_R,Cerebellum_Crus2_L,SN_pc_L,Cerebellum_Crus2_R,SN_pr_R,Temporal_Mid_R,Thal_LP_R,Thal_VPL_L,Thal_MDm_L,Frontal_Sup_Medial_R,Thal_MGN_L,Precentral_R,Postcentral_R,Paracentral_Lobule_R,Vermis_6,N_Acc_L,Cerebellum_8_R,Vermis_9,Caudate_L,Lingual_R,Thal_PuM_R,Cerebellum_3_R,Temporal_Inf_L,Thal_Re_L,Pallidum_R,Frontal_Mid_2_L,Frontal_Med_Orb_L,Angular_L,ACC_sub_R,Thal_LP_L,Cerebellum_4_5_R,Amygdala_R,Thal_PuL_R,Thal_VL_R,Cerebellum_10_R,Cerebellum_Crus1_R,Thal_AV_L,Temporal_Pole_Mid_R,Thal_PuA_L,Thal_LGN_L,Frontal_Med_Orb_R,Frontal_Inf_Orb_2_R,Calcarine_L,VTA_R,Lingual_L,Red_N_R,Rolandic_Oper_L,Occipital_Sup_R,LC_R,Frontal_Inf_Tri_L,Vermis_10,Frontal_Sup_2_L,Calcarine_R,Thal_PuM_L,ACC_sup_L,Precuneus_R,Thal_MGN_R,Raphe_D,Parietal_Inf_R,ParaHippocampal_L,Cerebellum_Crus1_L,Supp_Motor_Area_L,Temporal_Sup_R,Vermis_8,VTA_L,Frontal_Mid_2_R,Fusiform_R,SN_pc_R,SN_pr_L,ParaHippocampal_R,OFCmed_R,Frontal_Sup_Medial_L,Precentral_L,Frontal_Inf_Oper_R,Heschl_R,Cingulate_Mid_R,Fusiform_L,Vermis_4_5,Paracentral_Lobule_L,OFCpost_L,OFCmed_L,Cerebellum_8_L,Occipital_Inf_L,Occipital_Inf_R,Frontal_Sup_2_R,Thal_VL_L,Hippocampus_R,Cerebellum_9_R
Postcentral_L,1.0,0.2319372891108353,-0.05526072050979306,0.20878890277162826,0.773488490110805,-0.08263087612981342,-0.02976383381952598,0.23608726351887682,0.0276124292762875,-0.04175260612976241,-0.06854074533082709,0.2726917730504024,-0.36901929521329524,0.343497343927436,0.2922931997528305,0.19690522281543124,-0.008151945915638056,-0.055326700087954636,-0.004903229153675197,-0.21334922027696787,0.18247332860131973,0.3746836205216244,-0.0161179660159489,0.29227268286884706,0.7120777036180337,0.7086251932869718,-0.1147962193360151,0.3439604876807577,-0.11503564802585914,0.27230553630790394,0.07177619374637768,0.03004001901918499,0.15722419106580043,-0.274578366782774,0.18190271895920737,-0.22468394203051525,-0.3035505651404828,0.18468404948422246,0.5338077583891844,0.5639272720767001,-0.33338278956515843,-0.08376744763572491,-0.007369286183729094,0.042470235468890956,-0.1792945763544264,0.14079441890249705,-0.22272779123393527,0.04716605312500344,0.22037038885226484,0.016164103154439467,0.1524725215122847,0.2987674259439031,0.4071945967628654,-0.4316092266747579,0.34728183499799503,-0.21927080536314,0.07605608911283467,-0.21735975036048513,0.08306686347217872,0.516091064043549,-0.2067776400401065,0.5336247623732371,0.06455988183139603,0.38212091490977496,0.19403285876068574,0.00013053227323788335,0.05870046686235902,0.6715750053950991,0.06502702770393434,-0.29087105347333114,0.482270512734864,-0.020240960106321072,0.23206744440058868,0.6645456859899523,-0.2867997946393537,-0.1878269846416901,0.21512988940101804,0.04767825020295076,-0.14418244466830824,-0.3143393212701806,-0.03315483891956306,-0.11447863735965544,0.22807921908326095,0.3671269582599746,0.5641165304633571,0.01503253364055059,-0.3603896324514505,0.4301048996175048,0.21763090570400262,0.014840961942474503,0.7131150213675904,0.0808100936247174,0.23715154283679,-0.17099440841897137,0.3337976448365228,-0.0053931932392742845,-0.05377022549300909,0.05547909135389729,-0.3649546444921905,-0.09376653157643079
Heschl_L,0.2319372891108353,1.0,0.27265965007959364,0.4101303897902328,0.19014937931480697,0.65951341222496,0.5871259336928182,0.045174828286411915,0.5897644575819491,0.640405892103618,0.20276831976158963,0.655486980747767,0.12554840689906224,0.2056389542287862,-0.4214257635237067,-0.25698113415918594,-0.2316256507523863,-0.5269617614362566,0.11812548322472592,0.5063826228504638,0.6012503985640342,0.4454226892343341,0.2383371811816362,0.008378991911959463,-0.08367585505782103,-0.1752022574922835,-0.4194500965260042,0.045298126668964336,-0.4266302477209213,-0.5770615394720954,0.5646182410040287,-0.4440126285495773,0.1049192852612725,0.5627390180380791,0.5350401228358328,0.38528446760170926,0.4162425457419885,0.7468158075282224,0.5215854385713729,-0.23646806119485175,0.4119858607679921,0.42395212444155167,-0.23372747071429834,0.32283390060115147,0.09901906487267402,0.25802787503257046,0.4673240129107444,-0.3750996969478442,-0.29897642611349173,-0.41559755971517853,0.39035203903724525,0.26324008903160834,0.36516554601193246,0.00614123604016138,-0.33353624750190103,-0.11162626232147599,-0.18640930362374228,0.07746834340465616,0.6898928687522708,-0.3596797851416379,0.465152900753032,0.7146827839163739,-0.4998232848013465,0.5991429204414902,-0.46703695156901365,0.5552681624323336,0.2911016456946443,-0.16989552295550583,-0.2672822971863746,0.5633168816476056,-0.38993598185548695,0.5698597430093434,-0.21371841379372974,0.33277163963999695,-0.06610171501333899,0.05557157303856362,-0.5325266334816677,0.4661498619191844,-0.2533967957960489,0.1954513242739655,0.22407215291624719,0.5906210114216907,0.5857357703607979,0.5906367067477075,0.38237130963022364,-0.16646369992485946,0.252443278478667,0.22856209423202542,0.42795504949006785,0.3092576452498967,0.22984919956583585,0.3236555744928183,0.3648059723394297,-0.13390478397774536,-0.3423871938009065,-0.4639027079270574,0.3842249746980925,0.47487779058355273,0.44121269166977445,-0.3629207976344528
N_Acc_R,-0.05526072050979306,0.27265965007959364,1.0,-0.09321573226742536,0.008232069116323484,0.26927760729254085,0.29308588496006116,-0.037853643610007225,0.38124152126225996,0.16821727459191022,0.4461845276097528,0.4153161031451149,0.08547130655398318,0.41335663412653273,-0.33436480803604407,0.2164472616010206,-0.17690777479780578,-0.14411458021690632,0.15600787620757764,0.44597990395033704,0.32633293368224864,0.21474759825922507,0.20510983275419972,-0.08687306611608762,0.028714660019376146,0.013284601578440695,-0.16077454665800964,-0.3942591351163779,-0.019941477231836893,-0.13988420852227249,0.24779329626878743,-0.20854015575664936,0.1608214354517783,0.08755355961617203,0.3629747509897086,0.38253244792736224,0.5450709405180663,0.30080576501789125,-0.036801145240778724,-0.11207090781468301,0.13448362173651318,0.003989383441264328,-0.3289714879388365,-0.11917201217365511,0.5343055320421551,0.5413680222457014,-0.15443312918468904,0.13932876874196792,-0.2087206859248928,-0.2932620625707914,0.490278284708919,0.016375406453133776,-0.18075634713752772,0.15827843889737075,0.01360323724795264,-0.4678282949380148,0.006389406299011371,-0.10762509337841879,0.44653980510252184,-0.10254896567157323,0.3579079667567192,0.39757716362630957,-0.3290652983731532,0.18567985051052605,-0.472346423439144,0.3017004398616361,0.31482356765586694,0.029819157769439667,0.18072810330110214,0.25173673634730437,-0.07514676728351975,0.24342807308930067,0.07441053047663071,0.0017883339005773146,-0.10075704146251552,0.18614033853922135,-0.11890243754582756,0.25325399617574973,-0.19094368020920524,-0.061311778719178874,-0.09833599327615303,0.2947718387432183,0.1302353647267197,0.3586232993260803,0.07952759419223308,0.0998597777092201,0.1460787864768555,0.2983051588886274,0.10833018283986733,-0.04573998608525496,0.029881678210330095,0.11091023758282312,-0.0679826867818646,-0.4029627256983132,-0.17045021647807002,-0.14979957088762882,0.1259892971069971,0.3144739630254078,0.22453175540320888,-0.2142939177843264
Rectus_R,0.20878890277162826,0.4101303897902328,-0.09321573226742536,1.0,0.1457351794055433,0.4985418154741878,0.6343776605586507,0.19512706332918092,0.25673884677204195,0.6656508615687142,0.17551794796215325,0.2705042049907334,0.054133718474159855,0.18592309808488455,-0.3457046116362112,-0.3344117346323499,-0.15595159740545228,-0.47854482712779023,0.13799933954338672,0.11199992725811032,0.15697664799024516,0.39028274981861005,0.15566291328634155,0.008897734953219438,-0.19452317753466083,0.07217080994697579,-0.07108742511775522,0.5136513911837134,-0.43376640750824336,-0.362159808880907,0.5956329711025372,-0.277842869121778,0.001985044945998166,0.5645347950365822,0.5508667853245095,0.4915999315984441,-0.017578339390581777,0.5844770089578637,0.6463113770734065,-0.2550593468417489,0.35544805923254397,0.09001645056089166,-0.10663336180871581,0.635369354224894,0.0680243256620429,-0.14708433793574893,0.34644383303161985,-0.6022833294821848,-0.3795781729698885,-0.6472969802621646,0.4320823564601724,0.18867746698566706,0.7784537968377017,0.015949853361460195,-0.46169425869427433,0.08030272698428607,-0.2984733267541702,-0.23215433816418177,0.6015994138854379,-0.41003050410593345,0.2823445866162465,0.3715021014228484,-0.3776496518822397,0.5246606312965937,-0.23218012521965486,0.15828408157150264,0.0832385108559341,-0.024538020566649214,0.13373383480233175,0.5973660895943109,-0.3815419173837879,0.7738835597571097,-0.6023435053446018,0.39230283561251195,-0.12220832055520894,0.2536171335544771,-0.41454998085954553,0.25773817794285725,-0.09762198806645978,0.5469867384585267,0.7162146960429268,0.5657670389269429,0.6480495098139132,0.30958582147714614,0.5560660916305588,-0.35844415626312437,0.005564814067833695,-0.023979923016694594,0.6598639179945397,0.3051021120570109,0.3496366687380464,0.37537488712157474,0.881316892797007,-0.04383493333457567,-0.42082592545835196,-0.5461023467193239,0.24885816342530928,0.25272051308157545,0.47300064490317095,-0.1347477833045028
SupraMarginal_L,0.773488490110805,0.19014937931480697,0.008232069116323484,0.1457351794055433,1.0,-0.19883688878592992,-0.14438027511043558,0.28126856420037727,-0.09044169176721013,-0.11861576891538272,-0.006311750412363931,0.2520986415589247,-0.14559878573094123,0.2785529863528103,0.46958271932200585,0.2590620638301781,0.20937680827538058,0.1655618146279569,0.044262455009593964,-0.04541703970674167,0.14281563805023814,0.19703920428177632,0.09332791409580977,0.09053881967746319,0.522766934945331,0.7081404898200073,0.15571277444849432,0.32145193152226564,-0.03446613747277513,0.4331542149144146,0.05331332876731994,0.3414264493201926,0.3176956479113725,-0.29595234348131366,0.18946715339165188,-0.30696845210779694,-0.24458304202759693,0.0601391984384319,0.45318757385430586,0.7699114707834631,-0.47898609884876575,-0.22741078282345117,0.24042838354247345,-0.23786313101836487,0.06160424879000508,0.2992683970138178,-0.32867470351312816,0.09030455994783786,0.2359059206530066,0.08971192616132953,0.24255658548930503,0.4546949696044197,0.3203838555352289,-0.30460336703218543,0.5954048927390633,-0.07401752876106225,0.4744714522944517,-0.020401299031348904,0.15321114447656037,0.6073079898066466,-0.41053111444055423,0.6127622468459718,0.34129314939452393,0.18442225760163197,0.4421035575513322,0.16351197431009762,0.046549907742897814,0.7332009162629975,0.23311119077260178,-0.38164841417799356,0.5547943082437179,-0.0466824637759106,0.29671582330041785,0.4463632999564673,-0.0803687688454976,-0.3764780570734506,0.4053989661198967,0.05808101074040869,0.0206480328681815,-0.29049508725149703,-0.008019753573550338,-0.2137910576062051,0.14760457819201767,0.28461949224154925,0.4182296421697859,0.29817414931802366,-0.17790074530276756,0.4505223584083841,0.3635866708536445,0.1850307676660486,0.3709149241125744,0.2705757839898436,0.19316632817390061,-0.10350499386257364,0.582615661776292,0.1514886406693925,-0.23801023917248026,0.13209156100702443,-0.3842504559894225,0.1615623862066113
ACC_pre_L,-0.08263087612981342,0.65951341222496,0.26927760729254085,0.4985418154741878,-0.19883688878592992,1.0,0.8397817917006276,0.15200174755183135,0.5894534849730511,0.864217755543119,0.3196819945273088,0.5972140155802039,0.2802626581694801,0.19962421507011946,-0.7087386156452045,-0.32956748017484944,-0.27819974380249524,-0.65104578821839,0.3350217386997361,0.5605082486664195,0.5257454592649531,0.6797672585246458,0.3040711523676375,0.1753807006807566,-0.3047870066610313,-0.29356836095759353,-0.41726019714597007,0.09799044024626405,-0.42533933850188294,-0.726920135360133,0.8370793193772402,-0.6098239667394353,0.09825399092403882,0.7504067165423528,0.6102148082128616,0.6692613260385643,0.5136579473251224,0.8988578604964689,0.36823863099254683,-0.6523985856643456,0.6448118532588689,0.5119388271480055,-0.34504304055679125,0.5715627081582683,0.32302182557994297,0.1742072130675481,0.6094000447953798,-0.4485005347778394,-0.32873449218559975,-0.6535339515974997,0.48956488440599844,0.20902573289489693,0.3443539047165717,0.23472969782902556,-0.6666297003854076,-0.05587730116781333,-0.4486131488227969,-0.03640076211481973,0.8114877318713397,-0.7383475739895735,0.6947184198647537,0.4914582591941899,-0.7110437097357232,0.7599652465825453,-0.6567582253104329,0.4577426014982586,0.6042235504228046,-0.3021757631787561,-0.21362401418391588,0.8381207920158339,-0.6242049201783063,0.7704728259602069,-0.35776607038425057,0.3455354990304517,-0.05507250033643597,0.3053165443310428,-0.7684506908303769,0.6244015503185231,-0.23252193640924626,0.48979812272013573,0.503149767554401,0.7855283234392654,0.5782978140679408,0.7026321581371681,0.5352161436469776,-0.2748896213649961,0.27890514096062535,0.22988327619024032,0.44465400907876307,0.35899905166577445,0.12753736732117676,0.31968370348798103,0.4341539009216733,-0.026124132300650787,-0.7162032068905916,-0.6386618102423659,0.7541313575722948,0.6281413211035201,0.732004684667652,-0.4160755322051641
OFClat_L,-0.02976383381952598,0.5871259336928182,0.29308588496006116,0.6343776605586507,-0.14438027511043558,0.8397817917006276,1.0,0.1614095444750287,0.47370697215106533,0.8871945261831755,0.41532894040149526,0.5116001407766297,-0.03496868229930717,0.38076022208549837,-0.5562347723121629,-0.3971152390137531,-0.39136168588038356,-0.8545883514437166,0.15961586716264378,0.31987365233542214,0.3350026665801901,0.655259578255221,0.3177536602713722,-0.0646531351982918,-0.19937630575994736,-0.10747638592969262,-0.5653254231863745,0.2514399481090818,-0.602197670980195,-0.6628250972641103,0.7979333024735664,-0.7188388386700107,-0.061580289897655585,0.7129883471399339,0.7956702833758024,0.6825924015176477,0.349797552851351,0.841038794834452,0.529866087479244,-0.5485628091655081,0.45264778411315426,0.30774316124891854,-0.4920903998883097,0.6056780806000445,0.21845497354069657,-0.0015565677053216613,0.5589646523893838,-0.5816770344261812,-0.5271463773875782,-0.7226892111194929,0.4967819628084732,0.19960415574520549,0.49674718416315294,-0.0641986722459761,-0.6617420337605635,-0.09971801397244932,-0.5660400791887968,-0.26142942591955787,0.8140277602452046,-0.6247954384103055,0.6592520859889242,0.48240605740371945,-0.8041628744284239,0.768848659966609,-0.71669875524115,0.23557798314910003,0.37058515527118696,-0.24830391544466518,-0.01904081994819629,0.8135625629522545,-0.5151055128537692,0.8323898586187161,-0.41686411258435124,0.3485258224248602,-0.4136651621765711,0.2508665366037401,-0.6895843996897857,0.33128128656122313,-0.4840025934720327,0.4737238322934821,0.6289833198008166,0.7480990700839836,0.686617941704344,0.6167558988850449,0.5419305778218858,-0.5488550021908817,-0.08044558462522919,0.05824667164317581,0.5325993445671308,0.2002348347648468,0.22289944355706282,0.3872260027734371,0.5429932673269382,-0.2415548792890247,-0.6925199105984965,-0.8219774102941223,0.5328729172336036,0.47261224856609224,0.5509902605599039,-0.5941011477214974
Thal_PuI_R,0.23608726351887682,0.045174828286411915,-0.037853643610007225,0.19512706332918092,0.28126856420037727,0.15200174755183135,0.1614095444750287,1.0,-0.0011157333601838162,0.09186221164369099,0.006284720624573241,0.31538335264230943,0.16120312260806288,0.2931651546908836,0.08738988779110156,0.18947876042989525,0.3167174461597078,0.08576160256400797,0.34820718240297405,0.27358503042153837,0.31319474731127483,0.34471733265399823,0.5074904406752294,0.34012257605597995,0.2169857476175923,0.30263036977576874,0.2388461096217804,0.3760510480883953,0.22091287665006798,0.23026823472905614,0.43109258732472444,0.2944444120028574,0.7483725000583573,0.1288425366454662,0.35548539781314537,0.15843709179314472,0.1440406582711508,0.3001382722421952,0.05471929841463599,-0.008031569864648324,0.06980805776108151,0.22522088942870405,0.3292855525179656,0.10977784297772897,0.3457969401983854,0.42266374883332436,-0.02547211692494915,0.26697896271794774,0.33538285831258685,-0.26698502393652357,0.5307699396062299,0.7053964612563023,0.09495546513909392,0.13909198909459206,0.0638974438532073,0.11892689112726933,0.2559212727399425,0.0032353253492682934,0.35423381228509954,-0.034661553490177854,0.15344370837963875,0.3036305151931919,0.10625520874614476,0.18865563064995,0.22760748872869685,0.43911821615338675,0.3501622702634951,0.5109262804694078,0.23998773173512916,0.09877246318853782,0.0516566036333109,0.3150708689800688,0.20839774751474432,0.2809309064173336,0.0781145007458047,0.15898327551749775,0.10336049606355811,0.3195044755559821,0.29134214253969376,0.28881951988486154,0.3584418991621944,0.2930483536418746,0.03238581156421091,0.1512968869926692,0.4411052425962743,0.22096112450681143,0.052359338996621964,0.26571418269802616,0.46287300159112527,0.5764154292525357,0.30749259927368205,0.11118775639917784,0.04958769220848432,0.1136366340875691,-0.0031130678990403658,0.05239418871282004,0.2555737121652257,0.5112492634804775,0.19049005044928555,0.17693072861560014
Thal_MDl_L,0.0276124292762875,0.5897644575819491,0.38124152126225996,0.25673884677204195,-0.09044169176721013,0.5894534849730511,0.47370697215106533,-0.0011157333601838162,1.0,0.5246837795623793,0.44083925493033327,0.7877113853425399,0.33906179867553426,-0.006548899905016927,-0.5936432118503243,-0.23684772185324945,-0.3884517244781894,-0.34565661000318915,-0.05375591855942808,0.4939023383808314,0.767293474198053,0.31341631262795583,0.19278942483253036,0.13647358709473337,-0.07553161655721537,-0.32382898160319434,-0.3613435247093234,-0.29649169339777565,-0.23301713267321386,-0.5187302356844552,0.37445676063966465,-0.4715274319708096,0.11634678925792837,0.4766563752280278,0.41586027519008134,0.64535477228312,0.7247922215249847,0.6392997260737642,0.08588925006297006,-0.4503337916217732,0.6327813898263868,0.5591353480423007,-0.1842606615972626,0.3936182910818736,0.32028903641900375,0.4348675697991755,0.3497922529809032,-0.327447877015203,-0.4590618152526901,-0.39048852460132377,0.3541578197515779,0.11013200866528215,0.037309113363072396,0.29970866495238696,-0.26929751672119284,-0.24168158748660182,-0.21224725653321347,-0.07523219089948285,0.5175922311790949,-0.4689825203596374,0.5804318854655532,0.4574769453231439,-0.5659855724113413,0.3495274296311342,-0.5623573408614294,0.5014983252128644,0.20660288677246472,-0.1994471476674249,-0.15281227670677933,0.5240368648217708,-0.42712546408903945,0.493281154321002,-0.338234318824199,0.09519692615886202,0.08997431533827008,0.25589476704129427,-0.6508564368753303,0.6428476750914845,-0.18924468775541659,0.1344629883603982,0.10552118291767296,0.6092389957063952,0.34161657700329445,0.5119843844557037,0.22784099499841634,0.02621797584567829,0.40634302511795684,0.28376465967445264,0.2219928761477811,0.28671860561539386,0.07932527847773338,0.33433724908350365,0.2761357858440599,-0.0016030847401396864,-0.5492521139222745,-0.3158653584068405,0.42694635004980247,0.3530886537378229,0.5798771451320301,-0.3531202481089679
OFCant_R,-0.04175260612976241,0.640405892103618,0.16821727459191022,0.6656508615687142,-0.11861576891538272,0.864217755543119,0.8871945261831755,0.09186221164369099,0.5246837795623793,1.0,0.31460239752472896,0.513084485837063,0.12655216427910623,0.21242613019469309,-0.5862648951218192,-0.4497640465215366,-0.3280826725579871,-0.7543750794890975,0.18374060846013918,0.3560856853679852,0.4202014991527801,0.5504021172252671,0.3069614185153516,-0.014085564871385509,-0.3490989907715214,-0.22475655132726322,-0.46810224758422253,0.20585324275384465,-0.5201451964959012,-0.7210541720062326,0.7622929018106553,-0.6331642827817278,-0.07968213005003438,0.8004450832013335,0.7145476375231903,0.6120966961695238,0.40268428943714824,0.8208823472670679,0.5415109466660685,-0.5505033159243268,0.549504705298379,0.38169184325955213,-0.3422460801464555,0.6610157687595057,0.16571623107269742,-0.016437292628367805,0.718686708391803,-0.6170075530596408,-0.4423351129857739,-0.6280719377918963,0.42371750121833057,0.19491151965813527,0.496234237618006,0.09729245505569264,-0.6653528385568889,0.03213511407669379,-0.46638194926255655,-0.048310995974099734,0.7301924619870382,-0.6790975953391848,0.6041706641503819,0.47801570319215697,-0.7039291845133424,0.7154746256635582,-0.6407318714234381,0.2941717593543338,0.3618708542126661,-0.32033174471163156,-0.2036424930994148,0.819159046500881,-0.615549507847241,0.8294155504588709,-0.4093201579483861,0.31413021681801123,-0.1850979130950992,0.2352080753973315,-0.7631437090223746,0.4423191887175845,-0.2915599136620828,0.4753892431919537,0.6021159637969236,0.7731653437191094,0.7538951396610222,0.5780430366375527,0.5178659184562902,-0.4379683527922416,0.11874004996930866,0.022105311317590005,0.5562513381429202,0.3350165797225415,0.13659108324351163,0.3890786111139212,0.564231290307584,0.0590116966008325,-0.6322233256565724,-0.6771935522524732,0.5583932826452873,0.4708314738258184,0.6465340995274731,-0.44782735781800853
