,SN_pr_R,Precuneus_L,Temporal_Inf_L,Cingulate_Mid_L,Vermis_4_5,Temporal_Mid_L,Parietal_Sup_L,Cerebellum_6_L,Occipital_Sup_R,Cingulate_Post_L,Cingulate_Mid_R,Paracentral_Lobule_L,Olfactory_L,Thal_MGN_R,Precentral_R,Rolandic_Oper_L,N_Acc_L,OFCant_L,ACC_sub_R,Red_N_R,Fusiform_L,Thal_PuA_R,Pallidum_R,Cerebellum_7b_L,Thal_PuI_R,Vermis_1_2,Cerebellum_9_R,Frontal_Sup_Medial_L,Cerebellum_10_R,Thal_PuL_R,Thal_VA_L,Frontal_Inf_Tri_L,Frontal_Sup_Medial_R,Parietal_Inf_R,ACC_pre_R,Occipital_Inf_R,N_Acc_R,Cerebellum_9_L,Frontal_Inf_Orb_2_L,Temporal_Pole_Mid_R,OFCmed_L,Thal_MDl_L,Thal_MDm_R,Fusiform_R,Precuneus_R,Rolandic_Oper_R,Cerebellum_Crus2_R,ACC_pre_L,Frontal_Inf_Orb_2_R,Supp_Motor_Area_R,Vermis_9,Cerebellum_4_5_R,Insula_L,Occipital_Inf_L,Caudate_L,Frontal_Inf_Tri_R,Thal_IL_L,Rectus_R,OFClat_L,Thal_VA_R,Thal_MDm_L,Thal_IL_R,Thal_MGN_L,SN_pc_R,Parietal_Sup_R,Thal_LP_L,Thal_PuM_L,Angular_L,ACC_sup_R,Temporal_Sup_L,Cuneus_R,Frontal_Inf_Oper_R,Pallidum_L,Red_N_L,Cerebellum_Crus1_L,Supp_Motor_Area_L,Cuneus_L,Cerebellum_7b_R,Vermis_8,Putamen_L,Thal_Re_L,Thal_VPL_R,Thal_Re_R,Cingulate_Post_R,Thal_PuL_L
SN_pr_R,1.0,0.15957461640074902,-0.3024426162400358,-0.035899594110221304,0.35079479275224323,0.2766303362477124,0.13776756081407845,0.599779831636305,0.2327970206481479,0.2398859785433419,0.016964102226464516,-0.10827864164708031,-0.3312760735952701,0.21491674561201865,0.09056476236500852,-0.17624951662586372,0.32974060423075896,-0.38710468419466815,-0.3173201730960109,0.5587017006915631,0.1246197545061171,0.12108227871229878,-0.28187989914298506,0.4322918844404023,0.3167174461597078,0.41062490368285537,0.5959860028889112,-0.2899528208099849,-0.2019728511304464,0.16136504050438769,-0.20909488314404376,-0.10069461481435463,-0.17785057968305498,0.19330974181676314,-0.20264774609290276,0.38036435554373715,-0.17690777479780578,0.6591040183222269,0.09763733705270515,0.19216574374006162,-0.18396657481579978,-0.3884517244781894,-0.15504821597934057,0.5877705494398876,0.2878434384815022,0.21785001899584805,0.37747606824059915,-0.27819974380249524,0.2524144609686838,-0.029416387915228385,0.41764325824563836,0.6383076520962002,-0.06993165289641769,0.4156337041270532,-0.07689287421320953,0.09968299344215649,0.3218696553765169,-0.15595159740545228,-0.39136168588038356,-0.22324296598536422,-0.11217839346705545,0.17809406675921607,0.24136475092779852,0.2573412694070634,0.01946483985503119,-0.23317023542300688,0.19506704805017017,0.25978990811119174,0.18347391670917132,-0.2052904000490344,0.45590684261734926,0.3725520456306401,-0.3686078992558942,0.6986224164203998,0.3318345788994428,-0.14097305888627465,0.28750714738913524,0.47088591812332875,-0.18117896056136343,-0.27476812201545797,-0.3392043583635614,0.5059580484223156,-0.24208562985961654,0.3864245532921754,0.466889879552292
Precuneus_L,0.15957461640074902,1.0,0.07974540180353785,0.38569911936059315,-0.0040911893241340515,0.6412215938279702,0.8869281448532949,0.21285709776681,0.7906256224959223,0.2723059163174982,0.4760561540289549,0.5290438837825795,-0.35903912020685586,0.3554649098246654,0.2112072604645079,-0.03865461706368394,0.26123081382433244,-0.3955847383249255,-0.6402569470140244,-0.19735421060408523,0.15546145470755834,0.15909555065151054,-0.34124887886465033,0.5945741258463646,0.2845000742924308,-0.38873331512080783,0.07242395775650234,0.20338481419966728,-0.4822651762803854,0.02688849576002679,-0.23182060872174157,0.3815246986288659,0.212334505691506,0.8277993452460366,-0.43521551168567685,0.15826777905035147,0.039494324631486916,0.16718649703626753,0.6034801338085641,0.15995950697440492,0.044895823632351894,-0.23788321632193207,0.08603707198714194,-0.04140939994576286,0.8845554610268217,-0.32121732294127203,0.3833193704812148,-0.32561383328478566,-0.41796912987067475,0.2915343085932717,0.6019421508050363,0.16874311615776505,0.08217722873004675,0.5546058018226532,-0.09783638548855568,-0.10036993910843751,0.48313195084702343,-0.03522964080364405,-0.20781604971149012,-0.30289947865082306,0.017813021339587114,-0.03973067308567071,0.02803311959905436,-0.37971843399795424,0.8528121962761392,-0.35207576448801403,-0.08788975266860892,0.7910309500811878,-0.06817577834091436,-0.01638908826995597,0.7533012406712817,0.22847493804615326,-0.2834449102735291,-0.07942078469916924,0.34952046575861556,0.43611528335347965,0.8158325941404798,0.11383104405626458,-0.33471618942126263,-0.06937892499358747,-0.3795885354682368,0.29190214704504996,0.01972623243482317,0.25697816962692616,-0.02702976823164646
Temporal_Inf_L,-0.3024426162400358,0.07974540180353785,1.0,0.1228598170609223,0.43313191027020925,0.4231344694957516,-0.18087103837198393,-0.2326688766451979,-0.3723772782179472,0.14576364391418156,0.09535680773938449,0.39201103367821993,0.693894146004825,0.08136705212281672,0.04568309353908435,0.7407715839507453,0.20568240534834056,0.6453078619051452,0.3356295676459343,-0.17838026248850838,0.7848931823801588,0.24811212778084224,0.41358017395338176,-0.05800218492910484,0.35548539781314537,0.01169456693969492,-0.3243217595531471,0.471407254973122,0.4312452816862276,0.3165593380211476,0.6344422619967967,0.5654434534243215,0.5180854656908022,-0.3019781322428841,0.530536752491859,-0.5397930689992295,0.3629747509897086,-0.3274547078066001,0.46682280969679096,-0.5636653207423661,0.4477584930662014,0.41586027519008134,0.5789872501138345,-0.22414660346713813,0.15951461600424455,-0.0663804314445086,-0.22319142144884346,0.6102148082128616,-0.11081187188033356,0.17637164957193469,-0.3140145188398176,-0.2071729984347674,0.6513296639230071,-0.3800538489663843,0.7065424061775436,0.09708922870326882,-0.102219064186239,0.5508667853245095,0.7956702833758024,0.5647197690727889,0.41564932463586507,0.23902847511213815,0.37235003786648246,0.33278421438494266,-0.13665759251337317,0.3359857239185465,0.3135854849506402,-0.25701344359814104,0.13266385574281403,0.796355808679303,-0.34719782359853557,-0.33647328581576225,0.613153899711233,-0.09184297187765812,-0.18954720170192726,0.36689105699914687,-0.297709192741856,-0.36108132731469283,0.28843636815974716,0.7340655890313216,0.5107356808821321,0.13941454628872768,0.3759151583694159,-0.039583773615479954,-0.28053144154038595
Cingulate_Mid_L,-0.035899594110221304,0.38569911936059315,0.1228598170609223,1.0,0.21944799150044644,0.2402206240423302,0.1317248626255132,-0.02066723666830373,0.09321441410900687,0.6906136284435663,0.8620551662357624,0.2911785383107551,0.14865888180013764,-0.0898552978766237,0.5652564883748797,0.3322092566697627,0.11170195089841599,0.12670369059061112,0.03799667295052071,0.023185146573844982,0.16610922191672844,0.3525832745342303,0.19596323993139317,-0.09662228232114156,0.17167775578381309,0.007655352517881656,-0.12228979348631938,0.7181348679829137,0.0375642738108425,0.21339813409400263,0.3418494492738432,0.5437624264334996,0.6171925084334664,0.25017278034132895,0.2761487232944883,-0.08429950750180235,0.05435499997166397,-0.14389941464148315,0.22151429309404805,-0.10162066860882293,0.18886268650694346,0.3180015688895385,0.48971955141240225,-0.029599215538549987,0.34592366822031007,0.31468760722360184,0.04340534202778835,0.29824385530180536,0.08803898713007545,0.5043391333735645,-0.13253053802813752,0.03359854561341244,0.41155809762915035,-0.01669938864439362,0.32053132459589756,0.4993889944910627,0.22002772168956555,0.12803409693459075,0.11672194817120524,0.2555534127084508,0.4716230030424627,0.08471939243095894,0.09068298751361328,0.0219691759593435,0.1296135820788635,0.24788909168649645,0.39514180702251717,0.18219221512060063,0.45314629054201133,0.32396396644323866,0.15558989176323088,0.3496205665119693,0.19802250093968823,0.003600967641079834,-0.0982398974241722,0.5372358925031921,0.19564549597580982,-0.20559105879685058,-0.13363288122447514,0.2529515498228858,0.05839743525941826,0.24167708441783148,0.17217495763468807,0.5227466583322367,0.06006884841850846
Vermis_4_5,0.35079479275224323,-0.0040911893241340515,0.43313191027020925,0.21944799150044644,1.0,0.4156528508485607,-0.27487364036392076,0.4524152564045607,-0.289735907253138,0.44923651130727515,0.11739953531277075,0.14735154339744067,0.47190778264786043,-0.014908341546814124,0.40622639811314865,0.4143884133025443,0.16573771801896428,0.278901975449705,0.3732969090858399,0.41992157959062215,0.7424729019305035,0.5617262613811852,0.4277114658256193,0.09954384434840198,0.5764154292525357,0.5873932611492372,0.4317554284475576,0.11398142918449629,0.3735961992925999,0.4391481936473537,0.6194807845355587,0.3073113041639392,0.15706638710100132,-0.2466869719494078,0.41270139512844073,0.032410129941963836,-0.04573998608525496,0.40412088684163217,0.17763224123285812,-0.19676785283744713,0.20081994986917126,0.28671860561539386,0.4154340591371653,0.5950138293322672,0.2711903226716635,0.5315533690462945,-0.035813268034595225,0.35899905166577445,0.4366682493707256,0.17736575237449126,-0.009832611582531446,0.6457615864660239,0.5424233046397835,-0.07506327627083893,0.44291413743348873,0.5769471646813945,0.07391115950039508,0.3051021120570109,0.2002348347648468,0.39532905707178,0.4990061979752658,0.24224862184360027,0.4366318900838846,0.5107601616036793,-0.32096820755021427,0.42220090479621825,0.6629329173034751,-0.1636875378953781,0.431067888232252,0.4281515781548944,-0.0082534981424187,0.3320194468795459,0.3916267706420158,0.5066607190688523,-0.025180096261751567,0.1408208992937089,-0.21223028097761806,-0.016193724354178835,0.12126887829461214,0.4076367444233933,0.18194674719106307,0.6001697947876811,0.037190392649453514,0.4757836895120115,0.2693857560065958
Temporal_Mid_L,0.2766303362477124,0.6412215938279702,0.4231344694957516,0.2402206240423302,0.4156528508485607,1.0,0.49369145416199506,0.5140871451388984,0.4080775213009341,0.3490181309315096,0.22393588703089273,0.334445369640473,0.01783896867833784,0.17396668100200718,0.0690631401926732,0.2529217811723756,0.3875792114429053,-0.16600128562229713,-0.3563999382015405,0.15377930123751155,0.6186421859223726,0.2720342806927939,-0.14595667756389888,0.6165915869447122,0.38228858335939336,0.04005796751671119,0.2317306002691738,0.17245135324138092,-0.12930312269651514,0.1484773291715536,0.11233333286383622,0.5617927023556188,0.1635014711692075,0.383999116335034,-0.15542399917446081,0.05054497101991286,0.059694187772071264,0.35111772288339216,0.6619340140749337,0.05086861445500471,0.15262471372332145,-0.17656513417547717,0.2497733563708464,0.10821938839382635,0.6826954967008569,-0.21972022541505087,0.1356574926047156,-0.05917917860227124,-0.3354412877947525,0.021961031103329625,0.4039906104728722,0.3281192174505964,0.535075176687552,0.5574501945509296,0.22832280088108478,0.025052701481468695,0.5103007507358687,0.16755120489092076,0.048857906600378885,-0.08883003699582073,0.10119318154330413,0.04841293239883382,0.1889816921407644,-0.07196098918032101,0.4492253278404685,-0.1217247252221863,0.25705199406049734,0.5877343944708256,0.04780599973821101,0.4562592309370491,0.49859154614919116,0.12477187101385757,-0.054987904532298716,0.2422051325624878,0.2871228896263853,0.37557858865757765,0.5213858820649176,-0.011228519345602789,-0.2839130431512405,0.1859418724362992,-0.27056667676999646,0.5021622032744846,-0.009919184602142772,0.3278225684915972,0.028098414714492054
Parietal_Sup_L,0.13776756081407845,0.8869281448532949,-0.18087103837198393,0.1317248626255132,-0.27487364036392076,0.49369145416199506,1.0,0.265037552596108,0.9401592932662692,0.012814732530886587,0.22156714090534155,0.2717280537989801,-0.5842171425700345,0.3668255494374974,-0.056509781567531364,-0.34686124364062926,0.11355197541441824,-0.637551985198362,-0.7970497026790302,-0.18554630264614894,-0.13428771595703742,-0.0478769733828067,-0.47748144245513563,0.6496693950946225,0.04274661237512478,-0.46487614298180935,0.1165846409656001,-0.07871222065038552,-0.6238907338707135,-0.15278588573113272,-0.5047458554475404,0.12267293656980442,-0.12304789507571015,0.914289828392064,-0.7260018993371463,0.3576856670957086,-0.04213086149513405,0.22404799251313207,0.4562941398504244,0.3882093707330317,-0.12386432849278563,-0.41180590180772425,-0.183362163912963,-0.08476586765413263,0.7327578954524484,-0.4357703369321047,0.3973635823907293,-0.6202613499303521,-0.4587286652506943,0.028211528001369963,0.7162117630386732,0.1513207385233149,-0.19434578432955044,0.7309837243339458,-0.4269669298124619,-0.27385117030993456,0.4894453903903202,-0.24075160867317277,-0.46024070791283017,-0.5685745675817778,-0.2325479653470517,-0.22281933881583624,-0.11357734482742853,-0.5890528403197145,0.9446648815004395,-0.5227655325246929,-0.3329399056348617,0.9273698505033039,-0.34527506241285044,-0.3023102197974415,0.8185937228433654,0.22533161603285146,-0.485515952309337,-0.17250892857832756,0.42309029593214525,0.1953466270012993,0.9179083599300351,0.14407016735581485,-0.4489475018794133,-0.30723922367331197,-0.5430792593539419,0.13631477245793938,-0.09739131957934404,0.10026839059883992,-0.05163122152422676
Cerebellum_6_L,0.599779831636305,0.21285709776681,-0.2326688766451979,-0.02066723666830373,0.4524152564045607,0.5140871451388984,0.265037552596108,1.0,0.37490060906237826,0.07570346513456928,-0.12809956069895834,-0.07200625206146476,-0.20083827105177798,0.030060271251246766,0.15822149965962898,-0.32940327806220454,0.12327143644269208,-0.5209844161147885,-0.2552204823000618,0.5372800413922827,0.27567017527072607,0.09483600773552879,-0.19769421825739014,0.5423510038093363,0.13454810342630816,0.49897215996281974,0.8384321404256811,-0.4543968163623206,-0.16355140632808662,0.04934046272235377,-0.13396381362935078,-0.1278326729959715,-0.4480867568026574,0.3051726491301734,-0.38138828117745754,0.579807200169169,-0.2698227474980988,0.8805636939786783,0.096720976029164,0.45889424345776036,-0.1560709091882797,-0.4583372681203746,-0.31112359523711847,0.7300932638693046,0.3798612486583216,0.20603394098704353,0.18024337101206173,-0.45840637278579116,0.1593173049929976,-0.13962815044896898,0.5317728835503971,0.7813541407103347,0.03792327011927541,0.6936353995113113,-0.30956725571435717,0.10772908717188079,0.3042371820901092,-0.15747484321809416,-0.5601042033226609,-0.4176778676089351,-0.2225372395983394,-0.17643029680362834,-0.04745833822081332,0.01695636431601391,0.16609885752697445,-0.19988083656182123,0.09942904456075292,0.49169023667603934,0.03296094554361695,-0.1986541656562096,0.5814668719602124,0.496994193801112,-0.39748835557654566,0.5430140051876073,0.2665344892766945,-0.11506268499349505,0.4085530763260197,0.29877230118209547,-0.2929974611496159,-0.3044257336690167,-0.5237405622933923,0.38371436406405335,-0.31765267807766295,0.3795466262538955,0.4000482198010214
Occipital_Sup_R,0.2327970206481479,0.7906256224959223,-0.3723772782179472,0.09321441410900687,-0.289735907253138,0.4080775213009341,0.9401592932662692,0.37490060906237826,1.0,0.017739080591667192,0.17965643322626698,0.16113064918575132,-0.701773786510311,0.2696539878833224,-0.06269267401051003,-0.5176326203635394,0.018252224028565387,-0.7568040608577833,-0.7977942251321786,-0.03233723213740183,-0.2818759440685614,-0.03836674468037811,-0.4649387102856493,0.5893180636222385,-0.034661553490177854,-0.396509096652301,0.20622280290738418,-0.229905581204932,-0.6503188108051527,-0.21863646495347058,-0.5662919060824907,0.005445303231883096,-0.28029391033677115,0.9222817013566734,-0.8064755314384002,0.4677318236166751,-0.10254896567157323,0.3146953166263174,0.321351271194826,0.5584753551463495,-0.29713493935058694,-0.4689825203596374,-0.28071624571462955,0.020384674392213357,0.6352129657657923,-0.35387802634317084,0.4119935756696845,-0.7383475739895735,-0.39258564031107895,-0.07991840160633581,0.7324378439074795,0.23881446799656425,-0.26227782604560607,0.8132783427755057,-0.5928428497473184,-0.21699451381357393,0.5603577967980008,-0.41003050410593345,-0.6247954384103055,-0.6248422693129513,-0.25259649045387267,-0.22468251270216558,-0.16896355326331003,-0.6169849704304599,0.9222909333554432,-0.5232907490722857,-0.31092655107987716,0.9354237879406105,-0.30746584838088825,-0.4286678555757237,0.8648724453284328,0.35446133290747917,-0.5572656020349611,-0.07880312739134945,0.48937609563105194,-0.003708227822343643,0.9354580460977443,0.22502300089995902,-0.503744646095862,-0.4345628473792729,-0.6756831996160083,0.13790725625289127,-0.20217388997403934,0.15634574955756433,0.05867507190414642
Cingulate_Post_L,0.2398859785433419,0.2723059163174982,0.14576364391418156,0.6906136284435663,0.44923651130727515,0.3490181309315096,0.012814732530886587,0.07570346513456928,0.017739080591667192,1.0,0.7505908771981321,0.024805683031016493,0.1428012024697697,0.13414936565889848,0.30284120422385086,0.4619101767304149,0.13143734894184755,0.06985400505316884,0.07338098887999776,0.1760302922207392,0.2567601996012951,0.6436076204087244,0.3359203441378993,0.04823277253755735,0.4756058364925715,0.12689587880015482,0.029712481856183772,0.5347395942736383,-0.0746854066207258,0.4768577910284654,0.42910998902370584,0.6022224070858071,0.4389738474350691,0.09316355040174087,0.2699620160290372,-0.0038125752916594526,0.15604702718427305,-0.014266568114281227,0.3053136689279366,-0.19738333528608343,0.09699403474547512,0.3122038307905449,0.5804102837283892,0.143266730309578,0.33333649557939093,0.4816857093194233,0.14543498877127206,0.2899054979901013,0.28901047827135573,0.1748687081683391,-0.009913614354185796,0.2259083497988868,0.4761695151755661,0.02492958810184487,0.43421706759265305,0.6945900884728274,0.44881374851449907,0.08616533780088867,0.089346964642835,0.35820910134134565,0.6143993666820028,0.3453296490863209,0.4065488131974232,0.15019896653175158,-0.026826268952246924,0.21867271895249396,0.7210015835120531,0.10912320802670525,0.5112102803701387,0.3911042230924683,0.15375962925927789,0.5233213113693477,0.31783759822901464,0.16574349040476533,0.032579577393819135,0.19836879255791529,0.14441499041286793,0.01796933497628823,-0.07991267605769474,0.38897911259951506,0.15394272272336576,0.6637821057313364,0.13953808726589473,0.8412268386487766,0.387686745677464
