,Thal_Re_R,Paracentral_Lobule_L,Thal_LGN_L,Thal_MDl_R,Cerebellum_9_R,Temporal_Pole_Mid_L,Thal_Re_L,Cerebellum_7b_L,Vermis_9,Insula_L,Raphe_D,Precentral_L,Thal_AV_L,Frontal_Inf_Tri_L,Thal_IL_R,Insula_R,OFCpost_R,Temporal_Mid_L,Frontal_Inf_Orb_2_L,OFCant_L,Temporal_Pole_Sup_R,Cerebellum_6_L,Thal_PuL_L,N_Acc_L,Thal_LGN_R,ParaHippocampal_R,Supp_Motor_Area_L,Rectus_R,Thal_VPL_R,Thal_PuA_L,Thal_PuI_L,Temporal_Pole_Mid_R,OFClat_R,Occipital_Mid_R,Caudate_R,Amygdala_R,SupraMarginal_L,Occipital_Sup_L,Thal_MGN_L,LC_L,Occipital_Sup_R,Thal_AV_R,Thal_PuM_L,Cerebellum_10_R,LC_R
OFCpost_R,0.13599042515459298,0.031461085575369245,0.17759212969196284,-0.1863433391623762,-0.23478143845293978,-0.709151722156307,0.45947694153023744,-0.4552716937694394,-0.667549284591861,0.6753387976357951,0.6870360212155078,0.24961520420400446,-0.378970640737616,0.29421599314596414,0.028477140648369283,0.050763055362715304,1.0,0.07113813909297374,0.09941456425269674,0.7159811410855574,-0.506550554736787,-0.044377837498226436,-0.2431608960019891,0.15098934484539467,0.011270304097529599,0.6257778793339384,0.1194725337492756,0.5414764802509275,-0.06372287960996253,0.17677180251270655,-0.35183820498188495,-0.3138900938312505,0.542137383544081,-0.5706105040440856,0.5400905161876004,0.4388665365532239,-0.1618811612414084,-0.4795984552520162,0.16577983776025748,0.4727173314965591,-0.5963718007776695,-0.04823636495035322,0.3597328097878123,0.7504087309951555,0.41380366258002876
Temporal_Mid_L,-0.009919184602142772,0.334445369640473,0.5414081438567352,0.17033275690148572,0.2317306002691738,0.16139623535257855,-0.27056667676999646,0.6165915869447122,0.4039906104728722,0.535075176687552,-0.1946046734076985,0.44101843804237056,0.26282461086702363,0.5617927023556188,0.04841293239883382,-0.05558892485268738,0.07113813909297374,1.0,0.6619340140749337,-0.16600128562229713,0.01058911685477893,0.5140871451388984,0.028098414714492054,0.3875792114429053,0.043469375875344905,-0.08173166635257052,0.37557858865757765,0.16755120489092076,0.5021622032744846,0.28451104929011717,0.4483754202560778,0.05086861445500471,-0.5051168677176694,0.3494805115902369,-0.13784721764621982,-0.23705487491673494,0.8011169859245522,0.3968496352031255,0.1889816921407644,0.07450853990255143,0.4080775213009341,0.3316649724335748,0.25705199406049734,-0.12930312269651514,-0.3412738841726273
Frontal_Inf_Orb_2_L,0.20154398178580862,0.38324292450197694,0.46136478897095157,-0.09003226709732952,-0.07587533945229781,0.04648976184722459,0.0890757964406576,0.44634769924124834,0.17270762719071334,0.5359212268533187,-0.0055552626185856975,0.49744782007242544,0.011305377643990045,0.6393887646975495,-0.08412345289441253,-0.1538961153872408,0.09941456425269674,0.6619340140749337,1.0,0.11205650259637914,-0.26190673735173053,0.096720976029164,0.02703502826652418,0.3918158213260572,-0.14601728643894038,0.059821599135301974,0.4150097183761057,0.38778727218941494,0.3769722998603164,0.5633782245137441,0.48331158338141417,-0.31333107005414035,-0.46017633345728737,0.08611625944829146,-0.008363252652544957,-0.07216971505867002,0.6157626269927728,0.18751214467065414,0.27913871715865696,0.13554946226240852,0.321351271194826,0.4407120623858052,0.16530319522449657,-0.208964067317174,-0.12237428845900555
OFCant_L,0.2568464627603124,0.19518228513082697,0.141867682545908,-0.23563155215955536,-0.4824291391379394,-0.7282232138680728,0.6784781064128683,-0.5545701431458765,-0.7739541089359273,0.5489698765209234,0.8620182737249795,0.4812199025625643,-0.46249441255627577,0.36156921323269164,0.14770374869578418,-0.19401187375309756,0.7159811410855574,-0.16600128562229713,0.11205650259637914,1.0,-0.7873333558776555,-0.5209844161147885,-0.3524463074278412,0.18060802756130098,-0.3209627948958863,0.7966419724785466,0.28909599891081583,0.6965834424401771,-0.16346279382911724,0.4182993622751346,-0.26060297205853056,-0.6523559204135402,0.5900950835552727,-0.8342673362966871,0.6972925132244542,0.7630367880542304,-0.2695606173475148,-0.688981612217981,0.2513496138429986,0.5435360544013168,-0.7568040608577833,-0.0591577905475186,0.26699648082654387,0.6850012563537422,0.6827326416093047
Temporal_Pole_Sup_R,-0.3907761295381463,-0.2920721981746378,-0.08097318953792984,0.22827630733209867,0.7083221259750209,0.66038291960442,-0.6461647195294852,0.4130543131941704,0.6699056153296402,-0.5224491251077784,-0.719837158518942,-0.48747435099764846,0.6218006847354745,-0.5161326917239303,-0.15368176700916872,0.5750118334480037,-0.506550554736787,0.01058911685477893,-0.26190673735173053,-0.7873333558776555,1.0,0.6853633926540589,0.471570477590621,-0.2167518171448086,0.5131027420168172,-0.6802182241784279,-0.39805430433126765,-0.6291710259231005,0.1857860010606666,-0.40398485309332033,0.14909851073001018,0.707939176377443,-0.15613081127188785,0.7043915213365002,-0.48932295618770283,-0.6216403720762225,0.07426848039590592,0.5098825011520265,-0.16632479264972452,-0.5289366404629386,0.5458942391086398,0.10666122141695693,-0.1819319147406111,-0.44471214840705037,-0.6594496119689918
Cerebellum_6_L,-0.31765267807766295,-0.07200625206146476,0.2228988123886809,0.2073353494974922,0.8384321404256811,0.41757430113989674,-0.5237405622933923,0.5423510038093363,0.5317728835503971,0.03792327011927541,-0.4184696201834741,-0.11057149542119042,0.5512051843889437,-0.1278326729959715,-0.17643029680362834,0.5679430555937199,-0.044377837498226436,0.5140871451388984,0.096720976029164,-0.5209844161147885,0.6853633926540589,1.0,0.4000482198010214,0.12327143644269208,0.50641054319173,-0.3646730100119879,-0.11506268499349505,-0.15747484321809416,0.38371436406405335,-0.10786690667506771,0.1872664230922685,0.45889424345776036,-0.15546063701736829,0.5217485825527528,-0.3122384816328368,-0.5032760198594681,0.35714321796703746,0.35513371084481077,-0.04745833822081332,-0.19511428985018495,0.37490060906237826,0.23944348710495977,0.09942904456075292,-0.16355140632808662,-0.6486288053803647
Thal_PuL_L,0.02171986530430599,-0.3743114364874475,0.1089413730131548,-0.024401086598513755,0.5298637147490515,0.31877404372036067,-0.03885676268117436,0.21867936677471939,0.2910263874165508,-0.052850482855219594,-0.11806174421647803,-0.22765237417056008,0.30225386674407323,-0.08502358088608944,0.1360577304972428,0.6950658477508936,-0.2431608960019891,0.028098414714492054,0.02703502826652418,-0.3524463074278412,0.471570477590621,0.4000482198010214,1.0,-0.25317605909989255,0.4617772861375363,-0.09666344604646787,-0.3131094245684928,-0.3351774537873524,0.564006710685775,0.24856053838235193,0.24341186380120874,0.02442797880647682,0.07830823323666955,0.142288484067222,0.18075433943494262,-0.4382195874878188,-0.05099449430560749,-0.09484206154928114,0.197895508180661,-0.2136049418578318,0.05867507190414642,0.5302836783943817,0.36560333938677786,-0.34801469392494555,-0.08968099228738138
N_Acc_L,0.02172987301683852,0.3088657349965844,0.34482013011287393,0.39412189785159213,0.01676588672454655,-0.08635709995478474,-0.054690716579757326,0.2628843331041875,0.05738711101501161,0.28177337976773265,0.12998123334073847,0.4536589390087174,0.10101353909990206,0.22844162650769737,0.10593383830585773,-0.14454161767987925,0.15098934484539467,0.3875792114429053,0.3918158213260572,0.18060802756130098,-0.2167518171448086,0.12327143644269208,-0.25317605909989255,1.0,-0.1586043438595322,0.09685938466128652,0.38831885155832185,0.5136513911837134,0.09653777907034332,0.09015077730273457,0.060278601165342914,-0.21958654181196632,-0.15719842868557668,-0.11849002520971673,-0.009331756198650027,0.35140506931863674,0.32145193152226564,-0.05644431121787224,0.14992566081911937,0.1366090817255509,0.018252224028565387,-0.13215558673539998,0.002569092551236741,0.14442793916850905,-0.0845825290257117
Thal_LGN_R,-0.17395038600649973,-0.3909902615928707,0.305745321389413,0.1826218740992531,0.4272206560611722,0.17778698678111424,-0.20151010982397893,0.0849821324778018,0.15224915148751256,-0.009101471835333223,-0.17205670441262164,-0.3712933115962515,0.3423819011460057,-0.1385237919333843,-0.019361115525499732,0.611346469103708,0.011270304097529599,0.043469375875344905,-0.14601728643894038,-0.3209627948958863,0.5131027420168172,0.50641054319173,0.4617772861375363,-0.1586043438595322,1.0,-0.12957473899028865,-0.388762994337355,-0.36449714790082555,0.425737205868416,-0.09409214055632656,0.11807350030989444,0.3664776635264696,0.15516225094640004,0.21243805213909217,-0.019027005513971153,-0.39125972715054746,-0.07377565491906918,0.06025823768735661,0.12516047976992106,-0.16458051596011317,0.04335637647001618,0.14565097081118636,0.34410418849812324,-0.0105609669355177,-0.26456461171521745
ParaHippocampal_R,0.33174869974648646,0.1409957516562112,0.2656154958124898,-0.11553512884558341,-0.25930872243574254,-0.6046453987646667,0.7305921096771234,-0.39453863549023455,-0.638323966741719,0.5115633298673455,0.8781188587645973,0.42812728340141076,-0.31652865361859134,0.3697087348464536,0.36050530044879975,-0.001646747620591691,0.6257778793339384,-0.08173166635257052,0.059821599135301974,0.7966419724785466,-0.6802182241784279,-0.3646730100119879,-0.09666344604646787,0.09685938466128652,-0.12957473899028865,1.0,0.18752283402914116,0.5657670389269429,0.13800112200632683,0.5561910829838173,-0.07030908012435799,-0.6905898490407786,0.6077464431309917,-0.765302633591105,0.7807101361507254,0.6150969855949842,-0.2137910576062051,-0.6972513058052033,0.39860282051093304,0.6191509758274254,-0.7488846265101984,0.17271456035349642,0.48209340052559335,0.5955022958844142,0.7637172072918524
Supp_Motor_Area_L,0.0942553852326806,0.6405889027494562,0.25240292652562274,0.05794788740849553,-0.1877008139051979,-0.17760394740297009,0.11496622471390844,0.14109351309011386,-0.08231969661153302,0.3937747571206505,0.14006399929813404,0.8743263296488138,0.06348682425306824,0.530714722952862,-0.0022207195472556266,-0.3256187950066965,0.1194725337492756,0.37557858865757765,0.4150097183761057,0.28909599891081583,-0.39805430433126765,-0.11506268499349505,-0.3131094245684928,0.38831885155832185,-0.388762994337355,0.18752283402914116,1.0,0.39230283561251195,0.05691586746504759,0.31546806930206744,0.16988669938906983,-0.23831950610313182,-0.12803379557887282,-0.13731764346980926,0.1583608536435429,0.247562640891821,0.4463632999564673,-0.02818877158065337,-0.017096427766795232,0.1719438640226564,-0.003708227822343643,0.144096160574233,0.09599435907698084,0.10936874664803861,0.07074681529036095
Rectus_R,0.17551794796215325,0.3496366687380464,0.18867746698566706,-0.16418481309875177,-0.1347477833045028,-0.4336327033629922,0.4915999315984441,-0.08278439127687927,-0.362159808880907,0.49360675311824653,0.5973660895943109,0.5560660916305588,-0.3795781729698885,0.3715021014228484,-0.054444569273881784,-0.12897326662507394,0.5414764802509275,0.16755120489092076,0.38778727218941494,0.6965834424401771,-0.6291710259231005,-0.15747484321809416,-0.3351774537873524,0.5136513911837134,-0.36449714790082555,0.5657670389269429,0.39230283561251195,1.0,-0.05340741880327936,0.4320823564601724,-0.03199063792323165,-0.6472969802621646,0.25884665358750203,-0.5211854754165156,0.3740546633527707,0.635369354224894,0.1457351794055433,-0.3932681274894618,0.15566291328634155,0.5855219853286459,-0.41003050410593345,0.058209281787504584,0.15828408157150264,0.34644383303161985,0.2823445866162465
Thal_VPL_R,-0.01874713024597189,-0.036702251011046204,0.6442098835865872,0.27603430909614496,0.33632324477084985,0.20644711813381025,-0.01266922362587943,0.4304965375372156,0.3027736930954975,0.3699059455969741,-0.042089763166393804,0.21247586117966316,0.36878959585405174,0.428401927181779,0.35596594461860454,0.4521045219299686,-0.06372287960996253,0.5021622032744846,0.3769722998603164,-0.16346279382911724,0.1857860010606666,0.38371436406405335,0.564006710685775,0.09653777907034332,0.425737205868416,0.13800112200632683,0.05691586746504759,-0.05340741880327936,1.0,0.5483428165472418,0.691534739752853,-0.08859907081615319,-0.08233485168831538,0.16443923066800967,0.3134024394853145,-0.20655351827142232,0.4240403642362006,0.08154010887730813,0.5411176870644648,0.061354922579420115,0.13790725625289127,0.5969050575440112,0.6719039712344518,-0.20321164396886005,-0.04005014908588373
Thal_PuA_L,0.3150210741082209,0.29625478104338915,0.4849740278697144,-0.19053412486759677,0.015837553128983994,-0.1377661526890101,0.5000856201940748,0.14654866800352262,-0.09476942356936609,0.481817088489002,0.42281014488230045,0.5389347621212027,-0.04000261519257996,0.5960158620484296,0.2739494507852055,0.09891970128198965,0.17677180251270655,0.28451104929011717,0.5633782245137441,0.4182993622751346,-0.40398485309332033,-0.10786690667506771,0.24856053838235193,0.09015077730273457,-0.09409214055632656,0.5561910829838173,0.31546806930206744,0.4320823564601724,0.5483428165472418,1.0,0.44188724402286983,-0.6052381670627991,0.1358901190678047,-0.3537616840737132,0.5407507180885203,0.20010828761917676,0.24255658548930503,-0.33524858914762085,0.4402025832178426,0.3954880792659186,-0.25506521341725563,0.6472919569813386,0.5703991757764227,0.003781730654294486,0.3632902449260914
