,OFCant_R,Caudate_R,Temporal_Pole_Mid_R,Thal_PuI_L,Cerebellum_6_R,Cuneus_R,ACC_sub_L,Rectus_L,Thal_LP_R,Thal_LGN_R,Rectus_R,N_Acc_L,Occipital_Inf_L,Olfactory_R,Lingual_L,Thal_VL_R,Thal_VA_R,Frontal_Mid_2_R,Cerebellum_Crus2_R,Thal_AV_R,Parietal_Inf_R,LC_L,Thal_IL_R,Occipital_Inf_R,Pallidum_L,Calcarine_L,Occipital_Sup_R,Cerebellum_7b_L,Olfactory_L,Heschl_R,Thal_PuL_L,Thal_VL_L,Frontal_Inf_Tri_L,Postcentral_R,Temporal_Mid_R,SN_pc_L,Temporal_Mid_L,Cingulate_Post_L,Cerebellum_Crus1_L,Thal_VPL_L,Thal_PuA_R,Paracentral_Lobule_R,Angular_R,Raphe_D,Angular_L,SupraMarginal_L,Thal_AV_L,Frontal_Med_Orb_R,Thal_PuI_R,Cerebellum_10_R,Cerebellum_10_L,Frontal_Inf_Tri_R,OFCant_L,SupraMarginal_R,Vermis_9,Supp_Motor_Area_L,Thal_LP_L,SN_pc_R,Thal_PuM_R,ACC_sup_R,Temporal_Sup_L,Putamen_R,Precentral_R,Thal_VA_L,Fusiform_R
Rectus_R,0.6656508615687142,0.3740546633527707,-0.6472969802621646,-0.03199063792323165,-0.43601431743732977,-0.35681301900379975,0.6189971561501868,0.8556850276864773,0.13799933954338672,-0.36449714790082555,1.0,0.5136513911837134,-0.42082592545835196,0.6009281719377827,-0.2984733267541702,-0.14708433793574893,0.23815950591889856,0.25773817794285725,-0.3344117346323499,0.058209281787504584,-0.3815419173837879,0.5855219853286459,-0.054444569273881784,-0.5461023467193239,0.3135239054164481,-0.46169425869427433,-0.41003050410593345,-0.08278439127687927,0.6665136580975236,0.005564814067833695,-0.3351774537873524,0.25272051308157545,0.3715021014228484,-0.19452317753466083,-0.47854482712779023,-0.3457046116362112,0.16755120489092076,0.08616533780088867,-0.6023435053446018,0.11199992725811032,0.031388729269559136,0.07217080994697579,-0.4483962869562116,0.5973660895943109,-0.2550593468417489,0.1457351794055433,-0.3795781729698885,0.7784537968377017,0.19512706332918092,0.34644383303161985,0.0727444904013951,-0.02897679730029366,0.6965834424401771,-0.4419508860967576,-0.362159808880907,0.39230283561251195,0.09001645056089166,0.5469867384585267,0.001985044945998166,-0.03382396776748805,0.5721451222379659,0.31573266775875886,0.008897734953219438,0.28126252859349327,-0.09762198806645978
N_Acc_L,0.20585324275384465,-0.009331756198650027,-0.21958654181196632,0.060278601165342914,-0.03742050495697216,0.1373244494062463,-0.049735011127445904,0.5630959294082315,0.17401093041366528,-0.1586043438595322,0.5136513911837134,1.0,0.05236247118176366,0.12752554774200275,-0.0796991036114247,-0.22519564188491276,-0.09664547145194465,-0.08962111685869806,-0.06270745059636365,-0.13215558673539998,0.041230139639240306,0.1366090817255509,0.10593383830585773,-0.29554597907820485,-0.24525641736680082,-0.13465144891001846,0.018252224028565387,0.2628843331041875,0.10279770731930638,-0.35550534251992527,-0.25317605909989255,0.21227644787043543,0.22844162650769737,0.08912032973337447,-0.24056064526133214,0.22781123010669024,0.3875792114429053,0.13143734894184755,-0.11461388004817967,-0.16508179015085447,-0.12196957473853866,0.31875399862146225,-0.039640667060533166,0.12998123334073847,0.12090967459339055,0.32145193152226564,0.10101353909990206,0.6743915266051813,0.3760510480883953,0.14442793916850905,0.21721025505064626,-0.22113245525717684,0.18060802756130098,-0.1265121322926221,0.05738711101501161,0.38831885155832185,-0.20160859294245195,0.41552197831395354,0.13068413143585517,-0.0447231386122834,0.25709975922103795,-0.17540688829176548,0.07735309543911728,-0.1331950227063033,0.018503954876228104
Occipital_Inf_L,-0.6322233256565724,-0.670908365783353,0.647483958822786,0.4147139375844689,0.3703752998644659,0.8056019127389045,-0.7418721748237235,-0.28359452318628786,-0.11988304595964969,0.28895762108776285,-0.42082592545835196,0.05236247118176366,1.0,-0.6705716444113105,0.6940129093670455,0.07256338969233174,-0.6083087039019192,-0.43068728898135866,0.27806669467820566,0.07090944072379028,0.6922415970904602,-0.33655777298990897,-0.2009636672211479,0.6244214187451952,-0.5363807124229457,0.7938920898379883,0.8132783427755057,0.6494317667394276,-0.6161635050240653,-0.2185576675464169,0.17113367233405505,-0.27912407826810715,-0.015563867356009817,0.37316699235084616,0.5773568519504794,0.7428916557411134,0.5574501945509296,0.02492958810184487,0.5510408770295269,-0.32919426995895307,-0.011208497513678485,0.5008266559520357,0.7848356852235011,-0.7924528576298945,0.860623446811971,0.582615661776292,0.4819898329960659,-0.17904978747385913,-0.0031130678990403658,-0.5234026454250998,0.15415667140592113,-0.15197036571008476,-0.782553106916461,0.6080743071392106,0.7013069760971589,-0.06873070350003883,-0.4172457825976484,-0.5121704815483689,0.07815132747766912,-0.22852240512616173,-0.3409996847199492,-0.4964423926026753,-0.10202962463715834,-0.4553096285725525,0.242028633058208
Olfactory_R,0.7670660142018141,0.7044576871668451,-0.5868087409800639,-0.32093019497811254,-0.24821224737164707,-0.6414332194261542,0.8588608879482018,0.47457107890209815,0.28197704456466416,-0.02462536899208115,0.6009281719377827,0.12752554774200275,-0.6705716444113105,1.0,-0.2806318043623729,0.04789982164666047,0.5729931580465859,0.597417689945099,-0.3843056115209905,0.1476131732379845,-0.7121482207113327,0.5054862713355603,0.08292224609934788,-0.4183975170631906,0.5731865028681535,-0.698350855733167,-0.7877176149970829,-0.4455883434242132,0.891681833790166,0.5065787293740633,-0.01845876675376127,0.3966571826303976,0.2232299674326444,-0.4614562484311395,-0.37057010078579605,-0.7301959901398081,-0.13507664957640106,0.1137476036027281,-0.5236432515712277,0.42964052694368415,0.16994502097489658,-0.4294233066564701,-0.6948872451836314,0.8216795114383503,-0.6797626265951784,-0.29736039118851965,-0.28214351512208613,0.29515905445893237,0.1123152900376193,0.6301652973253828,0.2991091522856392,0.35259815073606515,0.7886329031163596,-0.39564858464383335,-0.6175000622790187,0.1368041427909237,0.4396746292592899,0.6613650334266865,0.06264891540411023,0.3671029582529431,0.557756814623197,0.707101805004889,0.2374842826767612,0.6766355082844673,0.1667607138171903
Lingual_L,-0.46638194926255655,-0.2095892420647256,0.365118663301906,0.5732929576888907,0.4250384814756391,0.6526697702426472,-0.3610426644976319,-0.33499220248844025,0.11162430421980568,0.5819512573995925,-0.2984733267541702,-0.0796991036114247,0.6940129093670455,-0.2806318043623729,1.0,0.4496747758600395,-0.3015094724138013,0.0004975834062417618,0.33618098768891513,0.5062062292404272,0.4312249278011963,-0.21181441913050536,-0.057945070612653825,0.6189422149219623,-0.19034942782949796,0.7478653700494314,0.5024436024325831,0.5728329651010416,-0.3012987852081831,0.3256993428686288,0.5962184001878174,0.008801741130056807,0.07199639599963796,0.13721196704075217,0.7633408504252918,0.49831789710230184,0.5041250625848727,0.3741855575256147,0.3946398518100182,0.19047133464320318,0.3669079935648832,0.2580488624504778,0.6264413288718128,-0.48597527392629436,0.5750389123589802,0.4744714522944517,0.4781877677550773,-0.2617936683331975,0.2559212727399425,-0.3929707785528884,0.22194361535970494,0.3354413245849136,-0.5927621000770348,0.6780064336239668,0.595906771362406,-0.2098134575506142,-0.18236821473763293,-0.0929280098196238,0.5030862603284554,0.06942577547211222,-0.1736611492112188,0.017656899422799407,0.056724917889755824,-0.040942516288948155,0.602409274541244
Thal_VL_R,-0.016437292628367805,0.4211014777437522,-0.09390656885611448,0.5198843838785614,0.10532187239645777,0.21672244494662452,0.13114025030700344,-0.2600777079375761,0.3027972145456498,0.23106559175767935,-0.14708433793574893,-0.22519564188491276,0.07256338969233174,0.04789982164666047,0.4496747758600395,1.0,0.48767516008331596,0.5245858225876209,0.38421559759192575,0.7022426773872213,0.11257776373221204,0.05024384928287928,0.535865352882351,0.2136674755365236,0.51418416862166,0.3338492127204765,0.07661436097054238,0.17287945823093295,0.0735714812911654,0.42294073503823787,0.5018441961616276,0.6214011152391746,0.5055063485833432,0.24315550787760293,0.2785266460255035,-0.12295339715530836,0.32463120463881223,0.6476107029104374,0.21161745967647785,0.6440607164633536,0.7430676967796236,0.12726446862442134,0.1648665928880366,0.003762512714562676,0.08540700123984203,0.2992683970138178,0.2215579540397845,-0.276969529929937,0.42266374883332436,-0.18060805491456952,-0.21596643061080698,0.6552250915903317,-0.052905948290623166,0.3112120882370742,0.16572583398501606,0.04557907817120826,0.24437798793705526,-0.028434685238970383,0.7008467705351082,0.5428113376721779,0.2557880023116307,0.5213883912440208,0.2740960420153526,0.5062448856727317,0.26308403004932757
Thal_VA_R,0.6117689408298018,0.8044855731101278,-0.44333664626412045,-0.022477591728524107,-0.22782380248667194,-0.5525278242937116,0.6409292287226988,0.14194847131997856,0.24126384184852476,-0.0696660514849142,0.23815950591889856,-0.09664547145194465,-0.6083087039019192,0.5729931580465859,-0.3015094724138013,0.48767516008331596,1.0,0.6837083986204561,-0.1190377716523239,0.2502225693180616,-0.5526225812453496,0.392768453704824,0.618786875563146,-0.3432958615448005,0.8061762723167516,-0.5139361069966082,-0.6248422693129513,-0.4320997469593654,0.563178747206596,0.3508676333192528,-0.10021546798224926,0.6498431649622953,0.4479572889661044,-0.12819314939344992,-0.4216368065929296,-0.662888077598439,-0.08883003699582073,0.35820910134134565,-0.13743847471039658,0.5557682313822695,0.4856766403759267,-0.329042073706424,-0.5941121347819011,0.6602699823057361,-0.6162072473260195,-0.18082947898823548,-0.14857960853668814,-0.031591270419722796,0.32057970562041455,0.5090916539638659,-0.024385612350333864,0.5352073225740763,0.6634658993603846,-0.3410618036211361,-0.5579993139484617,0.1714220882651144,0.6288630850686854,0.3415529637120867,0.3628940269136307,0.5197094173461814,0.5697554714406665,0.7360373156815198,0.281715026868846,0.805926183045298,-0.04934085432181367
Frontal_Mid_2_R,0.4423191887175845,0.7904278014947511,-0.3913205869078193,0.1049388339516782,-0.1783133813544169,-0.27899140518266485,0.6563774121402063,0.11940002505874595,0.30751725321729856,0.026330628544572337,0.25773817794285725,-0.08962111685869806,-0.43068728898135866,0.597417689945099,0.0004975834062417618,0.5245858225876209,0.6837083986204561,1.0,-0.03886479079340226,0.46573094054956926,-0.32612589945321824,0.312239923460779,0.3741341597588876,-0.09820196706795763,0.6538966849305041,-0.24587501195752062,-0.4562049619785916,-0.33339999876536824,0.5577963164988261,0.6439814121992766,0.20287414520786567,0.5526856752681754,0.47567808377779497,-0.008333459963876395,-0.05186408055860144,-0.5668303763433958,-0.008389009181259689,0.6237219750699143,-0.2648452763570512,0.6165221460027207,0.5485139064463316,-0.2441036846973417,-0.31944140665993015,0.48760327598760944,-0.37595012787536547,0.05808101074040869,-0.061112643740686035,-0.042092376758565954,0.3195044755559821,0.3120127067563333,0.001600735080317247,0.8160022332291509,0.4618860895962574,0.061433464505790805,-0.38885320229216896,0.30072914191528144,0.5757184046206116,0.3613326921078473,0.4878825095092663,0.6618925377835156,0.458211870204258,0.788772356826757,0.6055728017880115,0.7635655438353435,0.22529522247871223
Cerebellum_Crus2_R,-0.4497640465215366,-0.1621746898265895,0.18396345130161468,0.4359786336136565,0.5190129836614884,0.4707411408276702,-0.4027849091973602,-0.45389337977908956,0.19116483678951482,0.012049466825153453,-0.3344117346323499,-0.06270745059636365,0.27806669467820566,-0.3843056115209905,0.33618098768891513,0.38421559759192575,-0.1190377716523239,-0.03886479079340226,1.0,0.40703224769951146,0.38295926117825063,-0.3282108578040293,0.27726440550700265,0.4434976136504758,-0.20096192835022103,0.44334223934292677,0.4119935756696845,0.5204244997861248,-0.46106173599448724,-0.00824392628267826,0.43433596979915595,0.07389029108335486,-0.0313588080421326,0.2709813286982928,0.5204162805363198,0.27997468231265216,0.1356574926047156,0.14543498877127206,0.49087674490409755,0.042501094472885255,0.1807215322635842,0.3394108484869578,0.45901142987345533,-0.39530917870435717,0.33968572855522366,0.2590620638301781,0.5256358723324894,-0.19803254717607938,0.18947876042989525,-0.4907432033923532,-0.34640703186657534,0.03094982905623647,-0.44489560215264623,0.40520039075507924,0.5872376735554081,0.0012072196691441514,-0.2790572563533482,-0.18515222649506197,0.42260002248788037,0.21663190641382724,-0.35582200749227716,-0.14163151772373314,0.16138354153985912,-0.21357885224688192,0.3519208924902964
Thal_AV_R,-0.002626515210673663,0.29141791517908205,-0.23016747083138647,0.49899304022217117,0.1049133527817147,0.21596357776063774,0.17366446193061072,-0.14999306018778547,0.2083025657424417,0.14565097081118636,0.058209281787504584,-0.13215558673539998,0.07090944072379028,0.1476131732379845,0.5062062292404272,0.7022426773872213,0.2502225693180616,0.46573094054956926,0.40703224769951146,1.0,0.1915576362547928,0.10895304783679582,0.1799600333327323,0.20456636396256797,0.3217474042029753,0.34814993267178046,0.09888245946982309,0.391733078633586,0.22502863705893691,0.4262096475536438,0.5302836783943817,0.35596178423733,0.4134176092721544,0.1713548813037793,0.3572892359050227,-0.1128332812696314,0.3316649724335748,0.5104241605357502,0.08569524735990734,0.43958477571843224,0.5124224154519978,0.30698890197934453,0.25359448322451855,0.028192310361079952,0.17722058950363775,0.37716831185108374,0.18239637417273555,-0.08004065194865041,0.3788987874241088,-0.2384285187565343,-0.19351132461934867,0.5017431023168668,-0.0591577905475186,0.2950149582928582,0.2680406002250636,0.144096160574233,0.012530085943951594,0.07453356622124334,0.6062344501655987,0.33616129685087925,0.19837963969765873,0.39894507733192053,0.26765697615482476,0.4409193236009194,0.3420123798517923
