,LC_R,ACC_sup_R,Pallidum_L,Cerebellum_10_R,N_Acc_L,Hippocampus_R,Precuneus_L,Cerebellum_8_R,Cingulate_Post_R,Frontal_Inf_Orb_2_R,Cingulate_Mid_R,Amygdala_L,Temporal_Sup_L,Precentral_R,Calcarine_L,Cerebellum_3_L,OFCpost_L,OFCmed_R,Raphe_D,Thal_VPL_L,Temporal_Inf_R,Rectus_L,Thal_PuI_L,ACC_sup_L,SN_pc_L,Lingual_L,Cerebellum_Crus1_L,Cingulate_Mid_L,OFCmed_L,Thal_PuL_R,Temporal_Pole_Mid_L,Cerebellum_6_R,Calcarine_R,Thal_PuA_L,Temporal_Mid_R,Occipital_Sup_R,Rolandic_Oper_R,Insula_L,Postcentral_L,Thal_PuI_R,Thal_VPL_R,Cerebellum_7b_L,Thal_VA_L,Paracentral_Lobule_L,Cingulate_Post_L,Thal_MDl_R,Thal_PuL_L,Temporal_Pole_Sup_L,Temporal_Pole_Mid_R,OFCpost_R
Cingulate_Mid_R,0.14571289815843663,0.5258705246842299,0.2452443838749238,-0.22324605225800526,0.0060556997072791965,0.05087359362651374,0.4760561540289549,-0.06365359883219837,0.6050344974800654,0.1169200416793497,1.0,0.06801333777619831,0.23952427131620024,0.5039859000443024,0.27561021797346774,-0.12192411211651658,0.10370752169852879,-0.0060753220486200205,-0.047207297297218336,0.39223222547462727,-0.06783157399484274,-0.0492380682012457,0.38851079327569366,0.6707891452099538,-0.04733061659537844,0.12270998702971295,0.05533957800461154,0.8620551662357624,0.030054884473838937,0.3932016672492059,-0.024422627275344482,-0.13719023894628418,0.05629124956916492,0.3139876719824988,0.07436343639785256,0.17965643322626698,0.25716752611366517,0.2957338933774065,0.4301048996175048,0.26571418269802616,0.3839655756516278,-0.003822956344073125,0.29027368275296317,0.23862292018155307,0.7505908771981321,0.11801013575238703,0.25400001942361977,-0.04323083406216303,-0.1547989450786492,-0.08456404078078755
Amygdala_L,0.6163659643750521,0.128175894079605,0.6403540882265222,0.6022001131112061,0.2077567224323539,0.6669457664067006,-0.3206592315109038,-0.6388530643990037,-0.14690893241563416,0.02725979084723472,0.06801333777619831,1.0,0.7845269065031147,0.004224792950137127,-0.7023073313762231,0.685733293151435,0.38355283782271515,0.7250789147236514,0.84219717582579,0.34995613057148994,-0.39606147772139566,0.6970958641509322,-0.23528790104786554,0.2707298669149726,-0.631952339429925,-0.5553719332825089,-0.5752962564243982,0.2164679927216894,0.6610317918721008,0.12592350468679664,-0.7052467087669824,-0.6573312864471154,-0.6684403890407559,0.40238178902726257,-0.7855124525262926,-0.7009024028901748,0.08642678557733947,0.6150622722210083,0.0032015668441513277,0.06069340235887661,-0.13885431347251953,-0.49537311031005477,0.6031037836697836,0.19499274020006754,0.12372831715049831,-0.227058151625505,-0.37503765726915606,-0.8158630170806679,-0.7041834351806548,0.7185946739289467
Temporal_Sup_L,0.4568970454979578,0.25859205857079576,0.623149911315998,0.47286306221196567,0.25709975922103795,0.4583564449154033,-0.01638908826995597,-0.5452103010174382,0.1408884053409928,-0.08590843862110986,0.23952427131620024,0.7845269065031147,1.0,0.001398592329910547,-0.3891070200606355,0.5561070665543986,0.4632171660618867,0.7113785140490108,0.669421553417391,0.49962747845666006,-0.3923759045674708,0.6085908591027627,0.06259613567851303,0.43021351416253606,-0.4088810956229462,-0.1736611492112188,-0.2613099285709917,0.32396396644323866,0.4961236893039329,0.27969282511466576,-0.5944490699162347,-0.5288189204793816,-0.4620985152478379,0.5422217701557976,-0.6577965132848453,-0.4286678555757237,0.05093781132839734,0.8842884428651764,0.171791680628514,0.2306845807863053,0.23170186360432976,-0.17594576868136852,0.6608861921555935,0.23277531099906404,0.3911042230924683,-0.14204189611014392,-0.16900338499446013,-0.5392473071041125,-0.571671421014198,0.6580921195504953
Precentral_R,0.08444197955549179,0.5900192910561685,0.08268872834516473,0.09432433694049328,0.07735309543911728,0.18693347185916445,0.2112072604645079,0.23577925115969706,0.3041635525944302,0.2655908325493602,0.5039859000443024,0.004224792950137127,0.001398592329910547,1.0,-0.04832401006738301,0.037223664258471914,-0.042168089881098623,-0.12958915568748272,0.01590341162958317,0.0684895105780015,0.3193189661542884,-0.06577281252885359,-0.030808270010938534,0.43420390636406314,-0.24858406091499313,0.056724917889755824,-0.023029270238400696,0.5652564883748797,-0.02644989582216113,0.16883577366299465,0.010736520840185514,0.22651972615323082,0.141942718154413,0.10493096017043968,0.2365919609329656,-0.06269267401051003,0.3286202568253766,0.11095836716813909,0.29227268286884706,0.34012257605597995,0.13851557859286204,-0.030029453850348345,0.3130009031598697,0.487794259072692,0.30284120422385086,0.21750121927650357,0.09688743288057657,-0.07315379661833013,0.030910953839614036,0.0836321586274969
Calcarine_L,-0.6186015911014878,-0.2002433431211154,-0.38690985701565717,-0.6852098850453453,-0.13465144891001846,-0.6375027922718934,0.6782462474735412,0.3327680156859178,0.4321398929142966,-0.10884245035940814,0.27561021797346774,-0.7023073313762231,-0.3891070200606355,-0.04832401006738301,1.0,-0.6404316023627736,0.04585953074049126,-0.4276627811518856,-0.7969804998946726,-0.14426332459950336,0.17489399745617787,-0.4178654995758441,0.6067372823834041,-0.18566698552224664,0.7196260719161396,0.7478653700494314,0.449756781213845,0.14472565274426177,-0.3188395817299669,0.09095858253279485,0.647795446100996,0.25202383255326105,0.7198312639354468,-0.1380607785314274,0.6571008835055615,0.8676422234604442,-0.07856101410134349,-0.19752858773437448,0.34728183499799503,0.0638974438532073,0.40778142265258593,0.6234208896658969,-0.3851864546343048,-0.07826252231225304,0.2432586176003055,0.1750553174345513,0.3400156814973397,0.6803392188942202,0.4862759348839782,-0.5558288169196716
Cerebellum_3_L,0.5961056903007645,0.27697706296937624,0.5262975309074357,0.6397530819429461,0.23521179780643386,0.8494038693420419,-0.5117591210017611,-0.1853936496114271,0.031623056566845074,0.44608144167254277,-0.12192411211651658,0.685733293151435,0.5561070665543986,0.037223664258471914,-0.6404316023627736,1.0,0.2720932391576203,0.3830223453348484,0.8644943492608997,0.5082137311833731,0.05985268470541495,0.43416976273871727,-0.20064729578893034,0.3135601455563113,-0.5401346999893835,-0.1797131055906355,-0.4720690581904149,-0.019759605351348446,0.4486070138570836,0.3761990407389118,-0.5311594881510262,-0.18654119600089764,-0.38363198045010083,0.41209432210274477,-0.388843220951044,-0.7898293776055891,0.4482586352274511,0.44957957268943805,-0.3554845355780198,0.23956019891890473,0.14584057261804503,-0.3562709032449111,0.5772030201863726,-0.09397791810232507,0.15125479375129636,-0.1334168347780371,0.06126981955205013,-0.6703358273339897,-0.6253938249591434,0.6656300030961065
OFCpost_L,0.07658326813079352,-0.10977939824926941,0.29883448257310313,0.12256630044174592,0.08061061304943754,0.26085336618805066,0.08389476931838241,-0.33069143868522266,0.24914241359457237,0.18664812050694798,0.10370752169852879,0.38355283782271515,0.4632171660618867,-0.042168089881098623,0.04585953074049126,0.2720932391576203,1.0,0.3642348204944553,0.22524060042039945,0.22332285559076734,-0.08518213893830177,0.36240394980972196,0.18549189373041727,-0.024677860027541448,-0.10906857574378581,0.15951953635035682,-0.1800453750802376,0.23569163789755657,0.37960293514236126,0.286263607002905,-0.1035696702196048,-0.3934702901878796,-0.03570492178761569,0.3746099469784676,-0.15188522366153567,-0.05590161359041955,0.257088803860277,0.5271322047641384,0.0808100936247174,0.11118775639917784,0.2034406260413669,0.03473316872162091,0.32472265054361843,0.049641756646001546,0.2728555036253307,-0.2600710081783582,0.02335834912985671,-0.22152408806492743,-0.25682579678918444,0.4661764314763824
OFCmed_R,0.3614541115739632,-0.04210686119834242,0.4966551659681247,0.45667952171499326,0.24456429022111148,0.3371129655566202,-0.04576242921286149,-0.6443449929591649,-0.21838187525655978,-0.24710384287293558,-0.0060753220486200205,0.7250789147236514,0.7113785140490108,-0.12958915568748272,-0.4276627811518856,0.3830223453348484,0.3642348204944553,1.0,0.5573111486016398,0.12160298104044799,-0.4099511009583748,0.7326672557138743,-0.043907193362528574,0.13096740207710017,-0.3220137918996843,-0.3861361087976489,-0.2807730820765581,0.12114816385935903,0.5990255625532656,-0.06150149959021444,-0.6203763285650086,-0.5489688585776287,-0.45493991475570045,0.3188599759548546,-0.7120042048376704,-0.34778494413533056,-0.17084334920555488,0.6520042752159284,0.22807921908326095,0.03238581156421091,-0.10275782189128378,-0.24021895458125547,0.4092860856198526,0.23675707552823952,-0.008370097929292917,-0.1906696959272711,-0.49230746909223994,-0.5637967441481276,-0.4663912882975487,0.6260774417443586
Raphe_D,0.7535677738390195,0.2901241097511272,0.6435049913493354,0.654334150610579,0.12998123334073847,0.8323750472375051,-0.5336528314041847,-0.3708266404371967,-0.11170963916514388,0.2937595729818507,-0.047207297297218336,0.84219717582579,0.669421553417391,0.01590341162958317,-0.7969804998946726,0.8644943492608997,0.22524060042039945,0.5573111486016398,1.0,0.49994456945586296,-0.21127662894808244,0.4951597275105849,-0.29356697489246536,0.3788444914311295,-0.7285789332931334,-0.48597527392629436,-0.5098514841417359,0.01835310119909238,0.47870710875839023,0.2726051799043373,-0.7006263419121689,-0.3669878015733291,-0.6654505786917728,0.42281014488230045,-0.6389641273024504,-0.8583858411565025,0.2872231172244937,0.4984158415515085,-0.29087105347333114,0.09877246318853782,-0.042089763166393804,-0.5066667734800585,0.6267953895528087,0.019177734609888624,0.07118248159520246,-0.2117029355947129,-0.11806174421647803,-0.7763883477645859,-0.7169382040533065,0.6870360212155078
Thal_VPL_L,0.4874973955316824,0.6025939998337853,0.6288095338455469,0.140476696001644,-0.16508179015085447,0.6256625028078155,-0.2398977387827955,0.004748515390115057,0.5741937265757282,0.5019644872206349,0.39223222547462727,0.34995613057148994,0.49962747845666006,0.0684895105780015,-0.14426332459950336,0.5082137311833731,0.22332285559076734,0.12160298104044799,0.49994456945586296,1.0,0.032282500013509824,0.021526168255990217,0.2735590140120248,0.5641879860698209,-0.3956951619666865,0.19047133464320318,-0.052860613666876305,0.26173393873505585,0.08950144628524845,0.6254931211115998,-0.2818805598186805,-0.07847044858826739,-0.2468890967811307,0.5775382817411308,-0.048393721843158426,-0.4478227389636222,0.5527444870611726,0.4977190630457463,-0.21334922027696787,0.27358503042153837,0.5944056276564255,-0.21611258712732603,0.6179598784023935,-0.18019394865710336,0.6263455947195431,-0.028604154818412112,0.5505998426801862,-0.3630822865392247,-0.4464231439193806,0.27966163476759026
Temporal_Inf_R,-0.4001797198959306,0.2156049064254719,-0.26127681155868243,-0.0895740833367013,0.03837403301410761,0.11645754311208412,-0.09252337809218751,0.5556600895465102,0.3797650028585623,0.5211118875469587,-0.06783157399484274,-0.39606147772139566,-0.3923759045674708,0.3193189661542884,0.17489399745617787,0.05985268470541495,-0.08518213893830177,-0.4099511009583748,-0.21127662894808244,0.032282500013509824,1.0,-0.18531878694573653,0.10185725676179697,-0.05995679164783803,0.12686330368602095,0.5563783113825753,0.1003834163959801,0.02580972611737839,-0.08239229623868102,0.1288913920672204,0.3443151626146605,0.5660598220872644,0.5424605981314257,-0.060700636647351494,0.7355007183081937,0.05008682884109295,0.5436207981424032,-0.2074581677472225,-0.1515977122978024,0.12186933684622857,0.26685739151628046,0.25421403149091204,-0.060978334242975385,-0.1407243052138574,0.09802420206333197,0.18707396475005528,0.47775512998222447,0.2348275798243156,0.2704300670805104,-0.11436066584199221
Rectus_L,0.13824513875226666,-0.1163245168782484,0.2007003012561394,0.45720853626250846,0.5630959294082315,0.2926907317215956,0.03288691096486868,-0.6219855861794441,-0.2204635299328463,-0.2582113487146277,-0.0492380682012457,0.6970958641509322,0.6085908591027627,-0.06577281252885359,-0.4178654995758441,0.43416976273871727,0.36240394980972196,0.7326672557138743,0.4951597275105849,0.021526168255990217,-0.18531878694573653,1.0,-0.049185216281306815,0.037798842431723996,-0.18384788226690243,-0.33499220248844025,-0.49282792072173487,0.1739153973083603,0.8415407870685896,-0.1654224024912307,-0.46940706905305,-0.5723431702069982,-0.24029185540508832,0.22972407717690616,-0.6076371638937593,-0.2946757289004589,-0.1357214354204335,0.5697210850976965,0.32448231160604873,0.020158126071153592,-0.14643195853450466,-0.16381563152846393,0.18917731152681513,0.3249640404002353,0.031389908972706444,-0.10207846082770516,-0.5159854868223532,-0.5734048320257666,-0.45313764350901464,0.55501883767405
Thal_PuI_L,-0.17733285949114827,0.07137121934482021,0.11107878769135832,-0.41593564660934085,0.060278601165342914,-0.17425311644722227,0.5741437610042772,0.20853401200750232,0.5400933921259152,0.006938235496517307,0.38851079327569366,-0.23528790104786554,0.06259613567851303,-0.030808270010938534,0.6067372823834041,-0.20064729578893034,0.18549189373041727,-0.043907193362528574,-0.29356697489246536,0.2735590140120248,0.10185725676179697,-0.049185216281306815,1.0,0.08775873907016886,0.41237628157783063,0.5732929576888907,0.42926778476129024,0.24997308955669112,-0.008468593045343292,0.3184448454348054,0.34095872944482475,0.11664737251107357,0.35887083597617875,0.44188724402286983,0.3196920782433246,0.4713780778361566,0.05784856504779731,0.16556150343444467,0.49629000702556647,0.4645838680986268,0.691534739752853,0.5058590756076266,0.053648099397576185,0.130987904393873,0.5052597377681052,0.19502611246038998,0.24341186380120874,0.25379841037738543,-0.026224911352808588,-0.35183820498188495
ACC_sup_L,0.4061774721255132,0.8016949834036772,0.372477903637579,0.1732260127638497,0.09822092820854668,0.3702378190891978,0.06273983598495318,-0.058186861318880505,0.3201587212852948,0.22982471202917182,0.6707891452099538,0.2707298669149726,0.43021351416253606,0.43420390636406314,-0.18566698552224664,0.3135601455563113,-0.024677860027541448,0.13096740207710017,0.3788444914311295,0.5641879860698209,-0.05995679164783803,0.037798842431723996,0.08775873907016886,1.0,-0.34492122841025696,-0.07069055861985489,0.017172162333479346,0.502481679506203,0.03469557002633142,0.46277980003542213,-0.26537727719898363,0.04586072988873117,-0.18022850591565873,0.3990696226974012,-0.1735363813547851,-0.2991234254095789,0.2690956065325875,0.4259689876611044,0.05870046686235902,0.3501622702634951,0.3910927507447856,-0.17112843827220145,0.4695188294667856,0.09737946571553568,0.549037491808,0.12366308280684972,0.28999471930936427,-0.2293361010286371,-0.37889211772400705,0.1783950506612093
SN_pc_L,-0.6751067393961877,-0.4167472892037206,-0.6377896488585536,-0.5008393297780424,0.22781123010669024,-0.7516725103683134,0.5560451807457808,0.15275531321598168,0.052403460555636806,-0.4090011865465063,-0.04733061659537844,-0.631952339429925,-0.4088810956229462,-0.24858406091499313,0.7196260719161396,-0.5401346999893835,-0.10906857574378581,-0.3220137918996843,-0.7285789332931334,-0.3956951619666865,0.12686330368602095,-0.18384788226690243,0.41237628157783063,-0.34492122841025696,1.0,0.49831789710230184,0.4714709542266827,-0.09878538165993553,-0.29190857846027735,-0.2582301025697255,0.5672291096840529,0.26458225406265024,0.6816731531669099,-0.30367951457824516,0.3991388864774151,0.7791292951657578,-0.36794329131308057,-0.2811942364530008,0.2922931997528305,0.08738988779110156,0.20062515336126135,0.5493947842812577,-0.603247292788069,-0.10061480974135457,-0.01032544664095354,0.2926274400926917,0.04377178866310325,0.696644044855567,0.48066434750972237,-0.5129204735443086
Lingual_L,-0.5226767113803285,0.06942577547211222,-0.19034942782949796,-0.3929707785528884,-0.0796991036114247,-0.21126006308061143,0.35741410377718313,0.45975134838734744,0.6508651277895805,0.2575633696095056,0.12270998702971295,-0.5553719332825089,-0.1736611492112188,0.056724917889755824,0.7478653700494314,-0.1797131055906355,0.15951953635035682,-0.3861361087976489,-0.48597527392629436,0.19047133464320318,0.5563783113825753,-0.33499220248844025,0.5732929576888907,-0.07069055861985489,0.49831789710230184,1.0,0.3946398518100182,0.0823564282558515,-0.24934256979967978,0.3153272273695565,0.5196699577061044,0.4250384814756391,0.7326468187659002,0.08813578663070372,0.7633408504252918,0.5024436024325831,0.3185158230345567,0.051174980451836244,0.07605608911283467,0.2559212727399425,0.671371229339272,0.5728329651010416,-0.040942516288948155,-0.1814694745915732,0.3741855575256147,0.18789492601031402,0.5962184001878174,0.533765884352831,0.365118663301906,-0.22886687435722491
Cerebellum_Crus1_L,-0.2814012566557096,0.0809356869560127,-0.2131438127270283,-0.3088175817938081,-0.11461388004817967,-0.49250298705615503,0.34952046575861556,0.4089356952269069,0.12074300198032868,-0.1857225991376648,0.05533957800461154,-0.5752962564243982,-0.2613099285709917,-0.023029270238400696,0.449756781213845,-0.4720690581904149,-0.1800453750802376,-0.2807730820765581,-0.5098514841417359,-0.052860613666876305,0.1003834163959801,-0.49282792072173487,0.42926778476129024,0.017172162333479346,0.4714709542266827,0.3946398518100182,1.0,-0.0982398974241722,-0.6358212463969711,0.0003087718916755289,0.4241047094324825,0.5119553945672045,0.2504424691776928,0.023487251214875774,0.3361310259777761,0.48937609563105194,-0.2334172043759301,-0.19381605607203398,0.23206744440058868,0.20839774751474432,0.366407889534478,0.4123098222499624,-0.13093793941356385,0.03190814788745399,0.032579577393819135,0.3256068257214867,0.16614775601059947,0.6698165757641454,0.42912302589421636,-0.4760969823676813
