,SN_pc_L,Thal_MDm_R,OFCpost_R,Temporal_Sup_R,OFClat_L
SN_pc_L,1.0,-0.3417392481987582,-0.5129204735443086,-0.13419593860295892,-0.5562347723121629
Thal_MDm_R,-0.3417392481987582,1.0,0.38903312848864013,-0.04945722215155076,0.5116001407766297
OFCpost_R,-0.5129204735443086,0.38903312848864013,1.0,0.06701962273985278,0.6414421752941779
Temporal_Sup_R,-0.13419593860295892,-0.04945722215155076,0.06701962273985278,1.0,-0.4136651621765711
OFClat_L,-0.5562347723121629,0.5116001407766297,0.6414421752941779,-0.4136651621765711,1.0
