,Cingulate_Post_R,Thal_VPL_L,OFClat_R,Heschl_L,Parietal_Sup_R,Cerebellum_3_R,Cerebellum_10_R,Cerebellum_8_R,Red_N_L,Temporal_Inf_L,Angular_L,Thal_VA_L,Paracentral_Lobule_R,Calcarine_R,Thal_MGN_L,ParaHippocampal_R,Postcentral_R,Angular_R,LC_L,Thal_LP_L,Insula_L,Thal_MDm_L,Thal_PuI_R,Putamen_L,Cerebellum_6_R,Thal_Re_L,Thal_MGN_R,Frontal_Mid_2_R,Thal_AV_R,Frontal_Sup_Medial_R,Occipital_Mid_L,Putamen_R,Frontal_Sup_2_R,Cerebellum_7b_R,ACC_pre_R,Precentral_R,Frontal_Inf_Oper_R,Caudate_L,Temporal_Mid_R,Cerebellum_Crus2_L,Hippocampus_L,ACC_sub_L,Paracentral_Lobule_L,Insula_R,Postcentral_L,Thal_Re_R,Temporal_Sup_L,Thal_IL_R,Fusiform_L,Rectus_R,Frontal_Inf_Orb_2_R,Thal_PuA_L,ACC_pre_L,Pallidum_R,Cerebellum_7b_L,Cerebellum_Crus1_L,SN_pc_R,OFCmed_R,Vermis_10,Parietal_Sup_L,Cerebellum_9_L,OFCant_R,Occipital_Mid_R,Rolandic_Oper_L,Frontal_Sup_Medial_L,ACC_sub_R,Thal_MDl_L,Temporal_Pole_Mid_L,VTA_R,Precentral_L,Frontal_Inf_Orb_2_L,Lingual_L,Cuneus_R,Vermis_3,Precuneus_L,Supp_Motor_Area_R,Frontal_Inf_Tri_R,Occipital_Inf_R,Thal_VL_L,VTA_L,Thal_LGN_R,Thal_PuL_L,Olfactory_L,Cerebellum_4_5_R,Vermis_8,Occipital_Sup_R,Calcarine_L,ParaHippocampal_L,Thal_VL_R,Frontal_Mid_2_L
Cingulate_Post_R,1.0,0.5741937265757282,0.03819270705982904,0.12623888783625792,0.019274913180706982,-0.06562794368824346,-0.26629185650925874,0.2762024233917384,0.2088192325512648,-0.039583773615479954,0.24562007264004063,0.3251302485184652,0.08551694976524074,0.3781812241425708,0.2883445895144833,0.016763458795966746,0.15287098995756943,0.3446215874642967,-0.030548810224577463,0.06396443307584788,0.29036707458667604,0.4166950875607097,0.4035408624738186,0.2864501388968234,0.11282891793654654,0.02719337665379312,0.21766214117931,0.5455422279660942,0.7054788042199064,0.13592956737320083,0.13609699885410262,0.4288711691598047,0.16479604062079503,0.2531516891646498,0.028185650328973202,0.3041635525944302,0.794431767680359,0.13427458317799856,0.5127549367564542,-0.00189986111269896,0.1444848744184992,0.031151491330437504,-0.06402549094543263,0.6322877913466205,0.08055864305974798,0.06656096348752195,0.1408884053409928,0.23347981659967545,0.21202002176170734,-0.08159966973536244,0.4726753431193697,0.41764405028682966,0.01847666390758495,0.34939345225504737,0.2575906367708241,0.12074300198032868,0.0681493391426847,-0.21838187525655978,0.3573681032822306,0.10026839059883992,0.27373839298943375,-0.16947073333656976,0.18663280576608884,0.2814889576770794,0.24979587746782234,-0.0030519371213763745,0.17261518597200387,0.2044019162515279,0.047269031013941025,0.10212980844366158,0.24759589421114997,0.6508651277895805,0.3005842603803504,0.44280763878193413,0.25697816962692616,0.08789177462443297,0.7106307588998846,0.31471763369765055,0.3805210520204011,0.21382063233221424,0.39599705203767477,0.6453978963514097,0.030314366317333034,0.4458047783257048,-0.14303635892340474,0.15634574955756433,0.4321398929142966,0.030714857647457457,0.6829894450685441,0.13546951166316262
Thal_VPL_L,0.5741937265757282,1.0,0.38949632787772315,0.5063826228504638,-0.4822816534265717,0.43744989153321107,0.140476696001644,0.004748515390115057,0.18849214751126747,0.2520156703678673,-0.37671476411787425,0.6179598784023935,-0.3395797093245527,-0.2468890967811307,0.44293751339329385,0.5593521932874074,-0.30090094989922617,-0.36840992605751843,0.28388236376461246,0.3523471142804872,0.4977190630457463,0.6341861154173519,0.27358503042153837,0.6592057836630223,-0.07847044858826739,0.43329496483491053,-0.005975038466008874,0.6165221460027207,0.43958477571843224,0.30494783661518277,-0.35782568965061734,0.7676502345442784,0.43023728089960195,0.036882452644430956,0.532703802094584,0.0684895105780015,0.28861330650132977,0.5621421777627502,-0.048393721843158426,0.086490061660164,0.5127402128129329,0.45224724858948046,-0.18019394865710336,0.39878305275062403,-0.21334922027696787,0.18222293148258623,0.49962747845666006,0.4435683738493383,0.285136423558803,0.11199992725811032,0.5019644872206349,0.5775382817411308,0.5605082486664195,0.6196449087472755,-0.21611258712732603,-0.052860613666876305,0.33578348400389313,0.12160298104044799,-0.22776567800789474,-0.46206056715134247,-0.14951375797867128,0.3560856853679852,-0.39943461396488494,0.6286991301059057,0.39974967819515733,0.44154314586026894,0.4939023383808314,-0.2818805598186805,-0.06522520015892512,0.14143368601740414,0.10913219013572846,0.19047133464320318,-0.31858879460436695,-0.05398800715761806,-0.2398977387827955,-0.04425517428158371,0.6291450360391945,-0.1792898223554872,0.7129029227185217,-0.3522510191934932,0.2196062249584949,0.5505998426801862,0.3900491199361708,0.05968725045890547,0.22476662548433152,-0.4478227389636222,-0.14426332459950336,0.44338128573656527,0.6440607164633536,0.5245688245637785
OFClat_R,0.03819270705982904,0.38949632787772315,1.0,0.2532821455035714,-0.7950102165606684,0.6856675286850007,0.6254606753773271,0.09670579930546377,0.2059878189241128,0.11817163319329599,-0.7568419748651652,0.5450372658134908,-0.6937303961842868,-0.3736957525402494,0.15633079830526114,0.6077464431309917,-0.5419931127781457,-0.6111523985772204,0.31970204272853303,0.5569791766671859,0.13795364780717131,0.3744248445775599,0.00632691672107194,0.29389640459994903,-0.038275089644232686,0.4809257453125091,-0.3113251246032381,0.6041822873520998,0.039836656682063945,0.1336709790656822,-0.8246807114849152,0.7197457937860882,0.6165092117059149,-0.09639500291803181,0.6824220621626033,0.2762912906217781,0.06017677603369653,0.3178054071718343,-0.09014548517391753,-0.2360503374656123,0.3773177408718432,0.7290328063825763,-0.1715229500947539,0.43908175412306993,-0.44846807837120345,0.05050327670251965,0.13927809097828095,0.17706566544002983,0.14210321589627592,0.25884665358750203,0.7202946512677887,0.1358901190678047,0.564363463105038,0.5552272809274481,-0.591840731497212,-0.4218490890224778,0.5375455461351765,0.11001989099985547,-0.32052570391180313,-0.7943682207813834,-0.06959327024803166,0.5041912695356465,-0.5912375952781358,0.2531418332482341,0.12054028255579731,0.7774404401754449,0.4964936031959078,-0.4607453818222718,0.29064170500627,0.03147320172826957,-0.46017633345728737,-0.248654680292242,-0.6234249229662371,-0.47552919248852277,-0.6968165301505822,0.1251311273565442,0.4997116046121039,-0.09895441737871165,0.21606584397032114,-0.6630773571274134,0.15516225094640004,0.07830823323666955,0.5880037433950189,0.07038019316430674,0.44152415468719103,-0.7694558137845129,-0.6178761586005672,0.4675953449893142,0.03886871240306779,0.420625405276514
Heschl_L,0.12623888783625792,0.5063826228504638,0.2532821455035714,1.0,-0.21760942485113466,0.5627390180380791,0.4673240129107444,-0.4266302477209213,0.0028716907619973945,0.5350401228358328,-0.23646806119485175,0.6262424695431333,-0.1752022574922835,-0.46703695156901365,0.2383371811816362,0.5906210114216907,-0.08367585505782103,-0.43510822646587577,0.4383648746575641,0.42395212444155167,0.734439020496686,0.6012503985640342,0.045174828286411915,0.6030879992895026,-0.5004558190282943,0.38528446760170926,-0.2672822971863746,0.4661498619191844,0.105904030133063,0.4454226892343341,-0.17025580182739883,0.5284079334406444,0.3842249746980925,-0.36166881511473253,0.49874025577831826,0.008378991911959463,-0.16646369992485946,0.5646182410040287,-0.5269617614362566,0.2056389542287862,0.58009869935956,0.5103772195161501,0.22984919956583585,-0.09269400699510874,0.2319372891108353,0.20276831976158963,0.8080988839807175,0.1561216952890436,0.42795504949006785,0.4101303897902328,0.00614123604016138,0.39035203903724525,0.65951341222496,0.4162425457419885,-0.29980005086635647,-0.21371841379372974,0.1954513242739655,0.5857357703607979,-0.4998232848013465,-0.295455623605542,-0.44673291500603557,0.640405892103618,-0.3859452192160861,0.6898928687522708,0.5906367067477075,0.4119858607679921,0.5897644575819491,-0.5970194876961089,-0.11162626232147599,0.38237130963022364,0.2637733823347703,-0.18640930362374228,-0.4652090643131761,-0.32262033598389245,-0.08420116691569626,0.05628524932386856,0.3289577215614001,-0.4639027079270574,0.47487779058355273,-0.5325266334816677,-0.14978676036935712,-0.1982995341062931,0.5122375476746838,-0.23372747071429834,0.05557157303856362,-0.3596797851416379,-0.33353624750190103,0.5698597430093434,0.25802787503257046,0.7468158075282224
Parietal_Sup_R,0.019274913180706982,-0.4822816534265717,-0.7950102165606684,-0.21760942485113466,1.0,-0.7159075135072143,-0.5754397956681915,0.039116869948694476,-0.2191678149263897,-0.13665759251337317,0.8607033589985925,-0.46248472115317735,0.7409996333795458,0.45291604943359765,-0.18473706471223583,-0.6132569493770139,0.8392979278432127,0.8255747972835211,-0.3141427932144522,-0.4200283962494105,-0.1431026010521031,-0.18519983860884745,0.01945663246488629,-0.3009970574686072,0.043852086337935615,-0.5233198179454661,0.2419791570933483,-0.4220677278724324,0.06355827295235236,-0.09505184387618672,0.8473088843332405,-0.5994258228262862,-0.5207757926522164,0.09475622828001525,-0.6940289267410158,-0.029627484442477085,0.14796662190887994,-0.45404589814255286,0.24478304180769841,0.21313016413495495,-0.44399835790189274,-0.6763498760887618,0.3769445872039731,-0.3109773134381773,0.6483306759064787,-0.10013683270533226,-0.2596529885119721,-0.15716682603629023,-0.17567806196136274,-0.2775996474671496,-0.5394075716591201,-0.18194205830554416,-0.5909882058020386,-0.40236287092533424,0.5294515343939988,0.3777857702287537,-0.6176856595304488,-0.15174573330448396,0.37102048112018454,0.9446648815004395,0.08955146539311958,-0.5141409950246397,0.7877896806098288,-0.37105677511347535,-0.07602758765237672,-0.721119330170097,-0.33116667413653117,0.47820587200857423,-0.2457754056176037,-0.024883474701191132,0.41851332335659713,0.2820657601005052,0.7540044063439837,0.5075768636201986,0.8528121962761392,0.04623360492211507,-0.28093222198966367,0.282712095508733,-0.3098328854975747,0.618495979296644,-0.14221827664322373,-0.1577475729543975,-0.5654947398203132,0.0608325978541537,-0.42335489987477304,0.9222909333554432,0.7408878503164783,-0.5212928220414269,0.07262318860716002,-0.39759785102708595
Cerebellum_3_R,-0.06562794368824346,0.43744989153321107,0.6856675286850007,0.5627390180380791,-0.7159075135072143,1.0,0.7962258850944071,-0.2936020893562996,0.2529167847911086,0.5952282923871708,-0.6890854760026488,0.6555661375819151,-0.44875392405602177,-0.5056712928731285,0.39140754364351976,0.8486718268313145,-0.5183517163874776,-0.7582328095577839,0.5088515557827981,0.47608745792912827,0.5361588087357386,0.41906638171224675,0.1288425366454662,0.532062164766583,-0.3059825119607276,0.5811509634868298,-0.12482723281427277,0.48279524873714064,0.029030692005812618,0.31875227233953995,-0.6530496792493563,0.6425027756637428,0.5675649143780658,-0.3408145537532417,0.7781258818619083,0.04742671977426465,-0.2892665768745079,0.6719267242563574,-0.5095140313280122,-0.0060579952210588935,0.8029943509002787,0.768674748509767,-0.011768188688525855,0.12808246188970987,-0.274578366782774,0.2688518332094552,0.639188564277282,0.1591998519303304,0.5840082877473881,0.5645347950365822,0.3208270803455292,0.3645015370804617,0.7504067165423528,0.46767091999442634,-0.4802444155495727,-0.44698788101154097,0.7201272614253925,0.48727211551657146,-0.5024661282879468,-0.7212884190409593,-0.21098603734596644,0.8004450832013335,-0.7788100345021988,0.6232635257232766,0.29297474257503875,0.6518233581165169,0.4766563752280278,-0.639985470657179,0.32467276774131604,0.32891887640904327,-0.023938385676553015,-0.27524250665048855,-0.7039456648449007,-0.3737137355043115,-0.5113957474192167,0.07337122774887628,0.2711944525784449,-0.5277571271066201,0.40448810190067996,-0.6732096400715423,-0.007889414517942355,-0.12182656364089817,0.78375142482629,-0.030532481312112975,0.3444068890084704,-0.7865195005374511,-0.7057434234390637,0.8285521512259023,0.003308444346093443,0.6927603938763381
Cerebellum_10_R,-0.26629185650925874,0.140476696001644,0.6254606753773271,0.4673240129107444,-0.5754397956681915,0.7962258850944071,1.0,-0.31138309058893854,0.1925232267615532,0.4312452816862276,-0.5840610315628489,0.4942223513456341,-0.41491961657884946,-0.4659365489817782,0.19724145433622714,0.5955022958844142,-0.40760270812782345,-0.644583299259376,0.32995333239765734,0.4970916029721569,0.41909680274451067,0.3076486002138661,-0.02547211692494915,0.2706683348115842,-0.27949671390713104,0.2834780940502318,-0.39525319136862314,0.3120127067563333,-0.2384285187565343,0.2568132639932019,-0.5565132242203785,0.442746910478241,0.5327123410224905,-0.4781791691143357,0.6435657571398729,0.09432433694049328,-0.3543642526037656,0.46103213997925535,-0.5347072459692476,-0.14735777190429553,0.5234875056534184,0.5598564430897417,-0.0025994840867935645,-0.0338624003218334,-0.22272779123393527,0.13810780285740276,0.47286306221196567,0.06430644619593424,0.3541637492557538,0.34644383303161985,0.07768461260624634,0.003781730654294486,0.6094000447953798,0.32481560375801516,-0.5732854950670224,-0.3088175817938081,0.4415412707241002,0.45667952171499326,-0.45941894687332335,-0.6238907338707135,-0.17520826416214208,0.718686708391803,-0.6099886537244177,0.3165233119341397,0.23737742240520435,0.4995825373232009,0.3497922529809032,-0.6719483731571654,0.38881253156211915,0.25679681592706577,-0.208964067317174,-0.3929707785528884,-0.6422636783745304,-0.5401889583660049,-0.4822651762803854,0.11975852009349534,0.17284153971107646,-0.45616566586518154,0.23588979781149538,-0.6853447356469907,-0.0105609669355177,-0.34801469392494555,0.5736814541842664,-0.09863669978382182,0.17302288024713286,-0.6503188108051527,-0.6852098850453453,0.5527177400435903,-0.18060805491456952,0.5215531125717742
Cerebellum_8_R,0.2762024233917384,0.004748515390115057,0.09670579930546377,-0.4266302477209213,0.039116869948694476,-0.2936020893562996,-0.31138309058893854,1.0,0.33191780577421315,-0.3655378743656464,0.12154558804433659,-0.13602521200869708,0.02023757411774943,0.4055126115146484,0.027003370864669807,-0.23859248826163168,0.017581745143519796,0.3589056475424034,-0.28565795523133214,-0.05497524672109807,-0.4400116535707257,-0.09165945988656174,0.22091287665006798,-0.23112529139944,0.7682071659620908,-0.2698238211546093,0.1276760110028782,-0.02180315816745908,0.28043997630367046,-0.3726664431699617,0.009500831543448987,-0.02690734885881444,-0.14294184790157688,0.804645604886032,-0.32810272473583374,0.23577925115969706,0.5057133606992236,-0.3788471682754399,0.7228626954458744,0.027940391253344778,-0.3333586990490063,-0.2859605487161186,-0.04443242444868025,0.4551058724872699,-0.11503564802585914,-0.22097725954864883,-0.5452103010174382,0.3108564006056756,-0.14277685632702428,-0.43376640750824336,0.4357341644830035,-0.033407516421747066,-0.42533933850188294,-0.003946128953254427,0.42700378346260226,0.4089356952269069,-0.06744500529159204,-0.6443449929591649,0.5920340598283518,0.11164823678065584,0.6326191840565607,-0.5201451964959012,0.3962965500228682,-0.38881873618129414,-0.4556345426434587,-0.1127878476340986,-0.23301713267321386,0.48504661806301136,0.1878703384013967,-0.25717764982598124,-0.2968587084550467,0.45975134838734744,0.406502096583278,0.4135989820233493,0.03928304630402115,-0.08709433282159251,0.18307805117563156,0.6976390764551381,-0.056070218346978416,0.3806120556358386,0.3040495694454011,0.4776464366572776,-0.41305154885701645,0.5364096193118707,0.19074849490296544,0.19448283892856347,0.3327680156859178,-0.3630573945970412,0.2886973747061535,-0.45523419483066574
Red_N_L,0.2088192325512648,0.18849214751126747,0.2059878189241128,0.0028716907619973945,-0.2191678149263897,0.2529167847911086,0.1925232267615532,0.33191780577421315,1.0,-0.09184297187765812,-0.022607084834974728,0.07806103203881741,-0.1421371002548941,0.37559744926943256,0.2437969585120011,0.09480018331736673,-0.18172721657076973,0.002101918181820654,-0.010897220449821268,0.09278383313542142,0.20093743276794113,0.0514730777760923,0.25532851548312874,-0.168401555669871,0.43913267244211784,-0.22913213637309582,-0.16252760141984307,0.113875167701281,-0.013126913044489784,-0.1030009881488083,-0.03468113226716818,0.18995332468189888,0.1283737900656096,0.29547859412185284,0.09552105300320611,0.22092058394078531,0.20744769699139537,0.1198386117920694,0.279686638518805,-0.16609449415063995,0.14823564364929892,-0.05451242425982146,-0.028184312997182732,0.4824991811992633,-0.04561883408756615,-0.2526507260801136,0.0418662361982223,0.2915167459122824,0.2809427977165429,0.05902981668296828,0.2541029096599961,-0.031166468177228592,-0.001441702948507009,-0.1035077758042234,0.10830641268056318,0.11211578020812565,0.45174587334496474,-0.1162820269939125,0.3984785948440357,-0.17250892857832756,0.5576219748473978,-0.018116115208558686,0.03710432070221331,-0.07227572729755875,-0.23092802754322966,0.06056332370318407,-0.23008962159871968,0.03415521094827891,0.6576520542207519,0.029797406505888205,-0.08187310264017549,0.38097025127036216,0.16003722703406578,0.24938362706584008,-0.07942078469916924,-0.047317463891575325,0.19503785591019357,0.21154518880018797,0.20637288392408204,0.20182978886932842,0.3909923286547799,0.23291416451721106,-0.03481268816317486,0.560668526192879,0.09848362071863964,-0.07880312739134945,-0.03314726191265886,0.09279887986145086,0.04819544716675014,-0.028776196151991163
Temporal_Inf_L,-0.039583773615479954,0.2520156703678673,0.11817163319329599,0.5350401228358328,-0.13665759251337317,0.5952282923871708,0.4312452816862276,-0.3655378743656464,-0.09184297187765812,1.0,-0.25701344359814104,0.6344422619967967,0.19286548464668438,-0.4788005489647,0.37235003786648246,0.6796041781517158,0.022740454152367116,-0.44138352533462394,0.531549715515803,0.3359857239185465,0.6513296639230071,0.41564932463586507,0.35548539781314537,0.7340655890313216,-0.3548663901051507,0.5107356808821321,0.08136705212281672,0.34723762131997604,0.26328719246999227,0.5180854656908022,-0.15422452821869415,0.37085169062784906,0.365558704327167,-0.36108132731469283,0.530536752491859,0.04568309353908435,-0.33647328581576225,0.7065424061775436,-0.6146498314747925,0.40829105254909837,0.8394270001365814,0.5393218187302802,0.39201103367821993,-0.3328433296311662,0.18190271895920737,0.3759151583694159,0.796355808679303,0.23902847511213815,0.7848931823801588,0.5508667853245095,-0.11081187188033356,0.587953839918549,0.6102148082128616,0.41358017395338176,-0.05800218492910484,-0.18954720170192726,0.33278421438494266,0.650016376386995,-0.5307349051461105,-0.18087103837198393,-0.3274547078066001,0.7145476375231903,-0.4955927682205009,0.7407715839507453,0.471407254973122,0.3356295676459343,0.41586027519008134,-0.47093555172980717,-0.11636462565651201,0.5954481988763435,0.46682280969679096,-0.23477833339619844,-0.34719782359853557,-0.13897789960022314,0.07974540180353785,0.17637164957193469,0.09708922870326882,-0.5397930689992295,0.49709871218117446,-0.4661424409104961,-0.3044973286737883,-0.28053144154038595,0.693894146004825,-0.2071729984347674,0.28843636815974716,-0.3723772782179472,-0.3694593083677808,0.7908835803071731,0.2309373482791135,0.7043965718857125
