,Olfactory_L,Cingulate_Mid_R,Cerebellum_9_L,Thal_AV_R,Thal_IL_L,Cerebellum_6_L,ACC_sub_L,Cerebellum_10_R,OFClat_R,Temporal_Mid_L,Parietal_Sup_L,Cerebellum_8_R,Thal_LP_L,Thal_MGN_L,ACC_pre_R,Supp_Motor_Area_L,Thal_Re_R,Cuneus_R,Thal_VA_L,Thal_MDm_L,Angular_L,SN_pr_R,N_Acc_L,Precentral_R,Vermis_3,SupraMarginal_L,Frontal_Inf_Tri_R,Occipital_Sup_L,Putamen_R,Temporal_Mid_R,OFCmed_L,Thal_AV_L,Frontal_Mid_2_R,Red_N_R,Cingulate_Post_L,Thal_LGN_R,Rectus_L,Precentral_L,Thal_LGN_L,Temporal_Inf_L,Thal_PuL_L,Insula_L,Hippocampus_R,OFClat_L,Temporal_Sup_L,Occipital_Mid_R,Thal_MDl_R,Cingulate_Mid_L,Frontal_Inf_Orb_2_L,Occipital_Mid_L,Lingual_L,Thal_MDl_L,Amygdala_L,Cuneus_L,SN_pc_L,SN_pc_R,Red_N_L,Fusiform_L,OFCant_L,Temporal_Inf_R,Vermis_7,Frontal_Sup_2_L,Cerebellum_Crus2_R,Parietal_Inf_R,Cerebellum_Crus2_L,OFCpost_L,Occipital_Inf_R,Thal_PuL_R,Thal_IL_R,Thal_VL_R,Thal_PuM_R,Caudate_R,OFCmed_R,Cerebellum_9_R,Paracentral_Lobule_L
Olfactory_L,1.0,0.001758994509360966,-0.2982346534641333,0.22502863705893691,-0.4123440643646703,-0.20083827105177798,0.8701912817570502,0.5736814541842664,0.5880037433950189,0.01783896867833784,-0.5842171425700345,-0.41305154885701645,0.3989296469422911,0.22169673948719484,0.7739446788251779,0.22386982672001907,0.32702174724209687,-0.6347731590214926,0.7024283084565297,0.36587216340754375,-0.5647514051316442,-0.3312760735952701,0.10279770731930638,0.11725224262046192,-0.39638819863836405,-0.16683074314388513,0.30318416732917175,-0.6539957116863591,0.6571567779621319,-0.5148445745995318,0.5857275104447633,-0.45644121186531095,0.5577963164988261,-0.04897380940028106,0.1428012024697697,-0.13181912182784405,0.5343179695439827,0.4415191476986334,0.18314134964854792,0.693894146004825,-0.10448083723185016,0.6294547646482161,0.7799087200433865,0.7890100692699883,0.707955680331056,-0.7228986086037964,-0.3724909462193972,0.14865888180013764,0.20726511319292773,-0.538980377262948,-0.3012987852081831,0.5423020623647188,0.8372563427598767,-0.6004085022018557,-0.6912175319809761,0.5623587851120605,-0.03481268816317486,0.6503682322724151,0.8215402583421199,-0.13108551533981228,0.5218002914639401,0.4786247088055432,-0.46106173599448724,-0.6055626303619527,0.04332846007404832,0.5476649515475601,-0.5230607984251494,0.3517010833794909,0.00484718907520032,0.0735714812911654,0.038417594376398634,0.6726354868758206,0.6262899444087003,-0.18188217664446663,0.12462903536684478
Cingulate_Mid_R,0.001758994509360966,1.0,-0.19113805416241653,0.44410486055873516,0.3821893750538457,-0.12809956069895834,0.02113858453470259,-0.22324605225800526,-0.08587721648859126,0.22393588703089273,0.22156714090534155,-0.06365359883219837,0.1606903794637701,0.18570489637490203,0.19494318134408992,0.4229318718560602,0.2071527816692597,0.2618121146072241,0.29027368275296317,0.4998858826915723,0.19603614373939016,0.016964102226464516,0.0060556997072791965,0.5039859000443024,0.08293311492341954,0.4505223584083841,0.5012075487747514,0.12424924540213537,0.2787134054838629,0.07436343639785256,0.030054884473838937,0.12807590690905626,0.5899158832780771,-0.0674825592482125,0.7505908771981321,-0.1319297668331339,-0.0492380682012457,0.41174296076009276,0.30357138005224044,0.09535680773938449,0.25400001942361977,0.2957338933774065,0.05087359362651374,0.05824667164317581,0.23952427131620024,0.06862637227266938,0.11801013575238703,0.8620551662357624,0.2715008681873786,0.187824797407799,0.12270998702971295,0.28376465967445264,0.06801333777619831,0.284935156271864,-0.04733061659537844,-0.08349173678924016,-0.06315726428744216,0.04549954786977874,0.008844629877609346,-0.06783157399484274,0.1581442707932594,0.4344922685785736,0.24241517706472182,0.32327746781508565,0.17863871849712107,0.10370752169852879,-0.023219156569212553,0.3932016672492059,0.2874676211185855,0.5718436884801255,0.447408838320997,0.3400126508746107,-0.0060753220486200205,-0.14855181914876459,0.23862292018155307
Cerebellum_9_L,-0.2982346534641333,-0.19113805416241653,1.0,0.20798452314819585,0.14722388139508502,0.8805636939786783,-0.33698926088507386,-0.17520826416214208,-0.06959327024803166,0.35111772288339216,0.22404799251313207,0.6326191840565607,-0.22657940879445593,-0.0023382412693573563,-0.35335965198167607,-0.16040574368860094,-0.31153011532781155,0.5768524790551481,-0.2541804734895929,-0.27821380936701895,0.36809451454592196,0.6591040183222269,0.1748603738794993,0.19116199452944554,0.6191933884509997,0.20143490995663732,0.04352007523280329,0.2497108086700202,-0.14734765866620822,0.7329113444918284,-0.1821601570311302,0.6200088022221023,-0.15752437900369423,0.43134201526402133,-0.014266568114281227,0.44400395434168777,-0.22025833130733388,-0.10305577410784954,0.15110686798957246,-0.3274547078066001,0.4163858443044771,-0.17594117352956068,-0.20701156179230967,-0.5916439860262899,-0.37927900167782563,0.46354558526132816,0.25991146028220397,-0.14389941464148315,-0.03128385142563283,0.2674195049013852,0.692231967523158,-0.5112412903398077,-0.5714436465701597,0.32947108837914396,0.39622123749173443,0.09014401855393601,0.5576219748473978,0.1662368376726988,-0.5120811144628737,0.7588761450239527,-0.43401216422578764,-0.5058148461298825,0.3575148467206043,0.25667421751986064,-0.2731764224306839,-0.12406118094323208,0.6105301429011414,0.09306851671970977,-0.06278655400368516,0.061608268346624764,0.31169417097793184,-0.2738694810188134,-0.44593524974401283,0.876904639975615,-0.09298538928214369
Thal_AV_R,0.22502863705893691,0.44410486055873516,0.20798452314819585,1.0,0.24390462510715402,0.23944348710495977,0.17366446193061072,-0.2384285187565343,0.039836656682063945,0.3316649724335748,0.1657092502735273,0.28043997630367046,0.012530085943951594,0.309572885938101,0.10261685268605734,0.144096160574233,0.34167497880316094,0.21596357776063774,0.4409193236009194,0.3993791451942257,0.17722058950363775,0.19036499153555034,-0.13215558673539998,0.26765697615482476,0.4397412595467705,0.37716831185108374,0.5017431023168668,-0.008894446625845756,0.39894507733192053,0.3572892359050227,0.09904409107700171,0.18239637417273555,0.46573094054956926,-0.05162075228972192,0.5104241605357502,0.14565097081118636,-0.14999306018778547,0.31254760932877235,0.3998723654678286,0.26328719246999227,0.5302836783943817,0.24922998575889252,0.24847682879748204,0.027945280590574332,0.19837963969765873,0.06676425073121488,-0.19139749872419712,0.32530348482045907,0.4407120623858052,0.10455300075829055,0.5062062292404272,0.2954530403222596,-0.03713596334868584,0.17339833042527478,-0.1128332812696314,0.07453356622124334,-0.013126913044489784,0.40936592916515313,-0.0591577905475186,0.23007911821762295,0.2829596424313484,0.04781633715242617,0.40703224769951146,0.1915576362547928,0.22708740484302084,0.3952664317375349,0.20456636396256797,0.7408875004189444,0.1799600333327323,0.7022426773872213,0.6062344501655987,0.29141791517908205,-0.08588265396104944,0.37060329885594745,0.13449111076105918
Thal_IL_L,-0.4123440643646703,0.3821893750538457,0.14722388139508502,0.24390462510715402,1.0,0.3042371820901092,-0.441003224727203,-0.4274566079782807,-0.47781408604963627,0.5103007507358687,0.4894453903903202,0.1538676468336544,-0.10000744446089388,0.17099440637385283,-0.4222956724418755,-0.06118202663147596,-0.056671780494248994,0.5313318947099464,0.007245639418749783,0.3125069190746935,0.5846401291690674,0.3218696553765169,-0.07579785226132678,-0.09194421650951239,0.4933674525033656,0.5740500383546869,0.251776295648983,0.6094131419136598,-0.04003497250973615,0.32317535932557145,-0.28216630750606186,0.28992357698105775,-0.008550427573633133,0.3250481055416127,0.44881374851449907,0.28717876275420834,-0.23748010325906108,-0.1254791819049496,0.33275340545954907,-0.102219064186239,0.2546216717755722,0.20010997366991864,-0.360195744890647,-0.3633349341935094,0.05177197230414454,0.5915304725879542,0.3454597794174524,0.22002772168956555,0.297687537248019,0.6032450696137011,0.5966505145018631,-0.0053084475750225036,-0.35212381466370124,0.5905422773223057,0.4791864958165927,-0.38664093252695175,0.14541214578231132,-0.04481159933544691,-0.47107822157015683,0.005744956341386383,-0.1884542995253732,-0.12109011202901614,0.2889386047041169,0.44206618046771906,0.08590588376418354,-0.03540805549964722,0.3327104883137078,0.09006257198651557,0.22785664268263328,0.552845348806622,0.36247105170738786,-0.20211811215561523,-0.10715394658265767,0.12255888109453049,0.009430937466414418
Cerebellum_6_L,-0.20083827105177798,-0.12809956069895834,0.8805636939786783,0.23944348710495977,0.3042371820901092,1.0,-0.3251991722952543,-0.16355140632808662,-0.15546063701736829,0.5140871451388984,0.265037552596108,0.4401544242408046,-0.19988083656182123,-0.04745833822081332,-0.38138828117745754,-0.11506268499349505,-0.31765267807766295,0.5814668719602124,-0.13396381362935078,-0.2225372395983394,0.49169023667603934,0.599779831636305,0.12327143644269208,0.15822149965962898,0.5940316762682449,0.35714321796703746,0.10772908717188079,0.35513371084481077,-0.10227717184618314,0.6907558421907357,-0.1560709091882797,0.5512051843889437,-0.10940446969081084,0.5372800413922827,0.07570346513456928,0.50641054319173,-0.1555017760985901,-0.11057149542119042,0.2228988123886809,-0.2326688766451979,0.4000482198010214,0.03792327011927541,-0.21440719275500073,-0.5601042033226609,-0.1986541656562096,0.5217485825527528,0.2073353494974922,-0.02066723666830373,0.096720976029164,0.3738141612781687,0.7947957403552697,-0.4583372681203746,-0.48448990780347684,0.4085530763260197,0.4051483583876399,0.01695636431601391,0.5430140051876073,0.27567017527072607,-0.5209844161147885,0.7136286561119388,-0.46340412856897395,-0.49162703746687303,0.18024337101206173,0.3051726491301734,-0.3315284720396668,0.05860881872389007,0.579807200169169,0.04934046272235377,-0.17643029680362834,0.10112994447954941,0.270387303129433,-0.3122384816328368,-0.2801642195354613,0.8384321404256811,-0.07200625206146476
ACC_sub_L,0.8701912817570502,0.02113858453470259,-0.33698926088507386,0.17366446193061072,-0.441003224727203,-0.3251991722952543,1.0,0.5598564430897417,0.7290328063825763,-0.22243655727890313,-0.6969943343248443,-0.2859605487161186,0.5104999200586995,0.20063075180443232,0.7446750443041273,0.11811026067373748,0.34841294024437336,-0.7047407664735643,0.6961405454668631,0.4933527697231747,-0.6945003054528378,-0.378809877002856,-0.049735011127445904,0.1534532232062019,-0.4704803902047726,-0.29719884413838876,0.4137347468465052,-0.6860780939098838,0.7527982137949474,-0.44000193307144153,0.5212380488453714,-0.51364912860682,0.6563774121402063,-0.07853383092077704,0.14205881807573473,-0.1779895983892058,0.44986938108445607,0.31445725216196463,0.06716707649920879,0.5393218187302802,-0.10473878135013642,0.46506817177344745,0.8473326969218429,0.6671289730780966,0.5636231139642514,-0.745565849630972,-0.32016385977444567,0.13797178585708944,-0.054736800991146785,-0.6895185740966326,-0.3610426644976319,0.7123186462406645,0.8093081119708435,-0.7168710645318215,-0.7732645180143816,0.5620453889061965,-0.05451242425982146,0.4774734187489892,0.8184764351115956,-0.0763868568791273,0.37199097068176573,0.3753827011340154,-0.4027849091973602,-0.7129250644404297,-0.09665354320695234,0.40966167498670414,-0.4577715000044824,0.3257491122754217,0.14077148116982405,0.13114025030700344,0.07974009587482829,0.7468616178341241,0.5052880665064189,-0.18253079223985785,0.04394291761281891
Cerebellum_10_R,0.5736814541842664,-0.22324605225800526,-0.17520826416214208,-0.2384285187565343,-0.4274566079782807,-0.16355140632808662,0.5598564430897417,1.0,0.6254606753773271,-0.12930312269651514,-0.6238907338707135,-0.31138309058893854,0.4970916029721569,0.19724145433622714,0.6435657571398729,0.10936874664803861,0.13810780285740276,-0.6422636783745304,0.4942223513456341,0.3076486002138661,-0.5840610315628489,-0.2019728511304464,0.14442793916850905,0.09432433694049328,-0.5401889583660049,-0.32867470351312816,0.17284153971107646,-0.5523474299820403,0.442746910478241,-0.5347072459692476,0.24517130434223564,-0.21990505869117385,0.3120127067563333,0.24147215190314064,-0.0746854066207258,-0.0105609669355177,0.45720853626250846,0.25679681592706577,0.13129531485754403,0.4312452816862276,-0.34801469392494555,0.41909680274451067,0.5616057468406144,0.5589646523893838,0.47286306221196567,-0.6099886537244177,-0.13567899465709374,0.0375642738108425,-0.208964067317174,-0.5565132242203785,-0.3929707785528884,0.3497922529809032,0.6022001131112061,-0.6362755655882312,-0.5008393297780424,0.4415412707241002,0.1925232267615532,0.3541637492557538,0.6850012563537422,-0.0895740833367013,0.21803242997182243,0.40490038629828984,-0.4907432033923532,-0.6310329979901308,-0.14735777190429553,0.12256630044174592,-0.45616566586518154,-0.07861287255552277,0.06430644619593424,-0.18060805491456952,-0.15322315984869575,0.4854631698690481,0.45667952171499326,-0.2782146108206744,-0.0025994840867935645
OFClat_R,0.5880037433950189,-0.08587721648859126,-0.06959327024803166,0.039836656682063945,-0.47781408604963627,-0.15546063701736829,0.7290328063825763,0.6254606753773271,1.0,-0.5051168677176694,-0.7943682207813834,0.09670579930546377,0.5569791766671859,0.15633079830526114,0.6824220621626033,-0.12803379557887282,0.05050327670251965,-0.6234249229662371,0.5450372658134908,0.3744248445775599,-0.7568419748651652,-0.08931751822148788,-0.15719842868557668,0.2762912906217781,-0.47552919248852277,-0.5433551385283802,0.4997116046121039,-0.6583791728947082,0.7197457937860882,-0.09014548517391753,0.17464214093659028,-0.1377193470752574,0.6041822873520998,0.2550762159055697,0.06589078334295118,0.15516225094640004,0.1291973670680585,0.03147320172826957,-0.02137267154154237,0.11817163319329599,0.07830823323666955,0.13795364780717131,0.8374863413205968,0.30134431870585193,0.13927809097828095,-0.5912375952781358,-0.12924668873742434,0.05901920198415452,-0.46017633345728737,-0.8246807114849152,-0.248654680292242,0.4964936031959078,0.4479856229002861,-0.7744846850337571,-0.6826184354310971,0.5375455461351765,0.2059878189241128,0.14210321589627592,0.5900950835552727,0.28070432674381485,0.18197642207095427,0.10341107954430777,-0.20178545627241745,-0.7110462662095766,-0.2360503374656123,0.09899645940298893,-0.09895441737871165,0.18835621429052424,0.17706566544002983,0.03886871240306779,0.07306746031710792,0.6715644393929341,0.11001989099985547,0.06374536662311336,-0.1715229500947539
Temporal_Mid_L,0.01783896867833784,0.22393588703089273,0.35111772288339216,0.3316649724335748,0.5103007507358687,0.5140871451388984,-0.22243655727890313,-0.12930312269651514,-0.5051168677176694,1.0,0.49369145416199506,-0.025723745947185843,-0.1217247252221863,0.1889816921407644,-0.15542399917446081,0.37557858865757765,-0.009919184602142772,0.49859154614919116,0.11233333286383622,0.10119318154330413,0.5877343944708256,0.2766303362477124,0.3875792114429053,0.0690631401926732,0.5582312163617007,0.8011169859245522,0.025052701481468695,0.3968496352031255,-0.10581340205993087,0.0533863821895854,0.15262471372332145,0.26282461086702363,-0.008389009181259689,0.15377930123751155,0.3490181309315096,0.043469375875344905,0.2444126516163787,0.44101843804237056,0.5414081438567352,0.4231344694957516,0.028098414714492054,0.535075176687552,-0.2941858470574827,0.048857906600378885,0.4562592309370491,0.3494805115902369,0.17033275690148572,0.2402206240423302,0.6619340140749337,0.6404661383886042,0.5041250625848727,-0.17656513417547717,-0.026498391714377508,0.5213858820649176,0.37834004766138546,-0.07196098918032101,0.2422051325624878,0.6186421859223726,-0.16600128562229713,-0.01091331819801058,0.10211309940181766,0.2001859997499531,0.1356574926047156,0.383999116335034,0.257354641429052,0.2652006334487387,0.05054497101991286,0.1484773291715536,0.04841293239883382,0.32463120463881223,0.3366483462903153,-0.13784721764621982,0.23163661413048822,0.2317306002691738,0.334445369640473
Parietal_Sup_L,-0.5842171425700345,0.22156714090534155,0.22404799251313207,0.1657092502735273,0.4894453903903202,0.265037552596108,-0.6969943343248443,-0.6238907338707135,-0.7943682207813834,0.49369145416199506,1.0,0.11164823678065584,-0.5227655325246929,-0.11357734482742853,-0.7260018993371463,0.1953466270012993,-0.09739131957934404,0.8185937228433654,-0.5047458554475404,-0.2325479653470517,0.9273698505033039,0.13776756081407845,0.11355197541441824,-0.056509781567531364,0.6294443005934176,0.7029123927240054,-0.27385117030993456,0.8573172075763503,-0.5928087742546719,0.343692886924619,-0.12386432849278563,0.3316945766060511,-0.41749115007794746,-0.18554630264614894,0.012814732530886587,-0.11688121100318846,-0.1424258439359622,0.04036639456336866,0.09368406586052003,-0.18087103837198393,-0.05163122152422676,-0.19434578432955044,-0.7768340072881577,-0.46024070791283017,-0.3023102197974415,0.8078108821559129,0.11710653466532084,0.1317248626255132,0.4562941398504244,0.9147581008386151,0.39549284772609633,-0.41180590180772425,-0.554389434401914,0.9179083599300351,0.7368141714566935,-0.5890528403197145,-0.17250892857832756,-0.13428771595703742,-0.637551985198362,-0.06991917553554684,-0.16642756767572664,-0.16856800258891766,0.3973635823907293,0.914289828392064,0.22166711048040616,0.004258807040202854,0.3576856670957086,-0.15278588573113272,-0.22281933881583624,0.06747772656883289,0.047795469433908666,-0.6610699399798697,-0.17724485435840595,0.1165846409656001,0.2717280537989801
Cerebellum_8_R,-0.41305154885701645,-0.06365359883219837,0.6326191840565607,0.28043997630367046,0.1538676468336544,0.4401544242408046,-0.2859605487161186,-0.31138309058893854,0.09670579930546377,-0.025723745947185843,0.11164823678065584,1.0,-0.05497524672109807,0.027003370864669807,-0.32810272473583374,-0.28775284464786005,-0.22097725954864883,0.406502096583278,-0.13602521200869708,-0.09165945988656174,0.12154558804433659,0.4805056661883625,-0.17961325889298488,0.23577925115969706,0.4135989820233493,-0.03446613747277513,0.18307805117563156,0.18407235049984833,-0.02690734885881444,0.7228626954458744,-0.5004158827232331,0.585008962441695,-0.02180315816745908,0.2349753808007047,0.006301368035615026,0.3040495694454011,-0.6219855861794441,-0.25717764982598124,0.03739100884737826,-0.3655378743656464,0.4776464366572776,-0.4400116535707257,-0.09724176968412555,-0.602197670980195,-0.5452103010174382,0.3962965500228682,0.28888818651852743,-0.20554556518658731,-0.2968587084550467,0.009500831543448987,0.45975134838734744,-0.23301713267321386,-0.6388530643990037,0.0873852280001763,0.15275531321598168,-0.06744500529159204,0.33191780577421315,-0.14277685632702428,-0.4998889037309782,0.5556600895465102,-0.1774554589501321,-0.5650486218254428,0.6748925724683168,0.15146561156247215,0.027940391253344778,-0.33069143868522266,0.6976390764551381,0.2031790575252997,0.3108564006056756,0.2886973747061535,0.40592168753168734,-0.10787991423636907,-0.6443449929591649,0.6879976347860994,-0.04443242444868025
