,Thal_PuL_R,Lingual_R,Thal_LGN_L,Frontal_Med_Orb_R,Angular_R,Vermis_9,Frontal_Mid_2_R,Olfactory_R,Paracentral_Lobule_R,OFCpost_L,Caudate_R,Frontal_Sup_2_L,Thal_VA_L,OFCpost_R,Hippocampus_R,Thal_MGN_L,VTA_L,Temporal_Sup_R,ParaHippocampal_L,Temporal_Pole_Sup_R,Parietal_Sup_L,Insula_L,ACC_sub_R,Putamen_R,Postcentral_R,Thal_AV_L,Cerebellum_8_L,Cerebellum_8_R,Thal_PuA_L,Raphe_D,Amygdala_R,Paracentral_Lobule_L,OFCmed_R,Temporal_Pole_Sup_L,Cerebellum_9_L,Thal_MGN_R,Temporal_Inf_R,OFCant_L,Occipital_Sup_L,Frontal_Inf_Tri_R
OFCpost_R,0.05997312713013718,-0.364426100200903,0.17759212969196284,0.22241045907549117,-0.5637211710564105,-0.667549284591861,0.42298766429144874,0.7421336611469594,-0.3597661784796263,0.4661764314763824,0.5400905161876004,0.35036947015710035,0.5840032890681889,1.0,0.6359299748007374,0.16577983776025748,-0.6310620471589152,0.06701962273985278,0.7138053647908688,-0.506550554736787,-0.5571196672583525,0.6753387976357951,0.6124088047644893,0.5788815888021825,-0.3179149655976149,-0.378970640737616,0.24746707050608358,-0.4387756916712602,0.17677180251270655,0.6870360212155078,0.4388665365532239,0.031461085575369245,0.6260774417443586,-0.6290820357397865,-0.20998542515040583,-0.34640471011285145,-0.11436066584199221,0.7159811410855574,-0.4795984552520162,0.30044133198963363
Hippocampus_R,0.4215529653415413,-0.25746617560324153,0.17482332723586433,0.1377261890303159,-0.7004601264389289,-0.644822182968454,0.679252711958611,0.8585557412792265,-0.5566169403874094,0.26085336618805066,0.8283175168042684,0.3053504332653557,0.6902630616194516,0.6359299748007374,1.0,0.3258373925058816,-0.6409951912550319,0.4082351809993397,0.7640468809392345,-0.4333195605802215,-0.7768340072881577,0.4108279038288514,0.8178364884127831,0.849332697703148,-0.5138631769167888,-0.2664314067073079,0.18401119976108385,-0.09724176968412555,0.4626655479883075,0.8323750472375051,0.5203939909534419,-0.06003401181695295,0.3371129655566202,-0.7512926862734092,-0.20701156179230967,-0.10977624958184005,0.11645754311208412,0.7110864780193119,-0.7642034808895992,0.5331640642602528
Thal_MGN_L,0.45318542470645146,0.08034835785649976,0.5160873478709808,0.06619854749722112,-0.17150511222246093,-0.10698278889819257,0.2997381577777473,0.15285346186682894,-0.002686150239933137,0.1941225802396924,0.5010990255167147,0.22896068992780821,0.3488068020675977,0.16577983776025748,0.3258373925058816,1.0,-0.02514706667950855,0.08635220644009216,0.39206636648115406,-0.16632479264972452,-0.11357734482742853,0.32929223028892524,0.09239465401989382,0.41703333982273844,-0.11508766322167066,0.06928687672695745,0.12854268234395042,0.027003370864669807,0.4402025832178426,0.3101018476653543,0.27888340768735487,-0.11121685685340682,0.14809637621974217,-0.16724771475007327,-0.0023382412693573563,0.35676485124026924,-0.047577663408192014,0.2513496138429986,-0.21991040893720212,0.3003504703559467
VTA_L,-0.11851391959493103,0.7102276229474244,0.08326646085333585,-0.17122809133799924,0.7512483256697621,0.7473731040362277,-0.4802203527114705,-0.7157537281028976,0.4601253645714498,-0.20666596530333223,-0.617855397119865,-0.5224785242873796,-0.6248035342807189,-0.6310620471589152,-0.6409951912550319,-0.02514706667950855,1.0,0.037998846239179145,-0.6102024978261184,0.6519316870888588,0.7039025113661308,-0.3737817756833177,-0.7236727887276244,-0.5730545280251034,0.35448495057846735,0.4712611204822798,-0.1220240116975001,0.3806120556358386,-0.22943681857982626,-0.7152099614965298,-0.5607858541313774,-0.0744501897356065,-0.45757947925272546,0.761668381399938,0.4888692311543638,0.3992203903032889,0.2760312234655766,-0.8047052655136114,0.6656209067937493,-0.22947464441817936
Temporal_Sup_R,0.2878001613585422,0.5710253141223709,0.13185310498813196,-0.33955856992117345,0.1685656857693947,0.06639853914089054,0.43105794866297353,0.26965512435264705,-0.3557031743648096,0.05852948705607659,0.23916834513924223,-0.3866517215929915,0.23128406909014018,0.06701962273985278,0.4082351809993397,0.08635220644009216,0.037998846239179145,1.0,-0.05487230568955864,0.536137311137161,-0.2454748091891252,-0.04025259656744376,0.2636185953053376,0.4872124184210488,-0.2266350124143658,0.33306648922265114,0.4861776037976816,0.47758292467703345,0.06370984024891678,-0.028437879849308165,-0.21723304701803353,-0.22859608381393173,-0.3911097902837598,0.034649478712601475,0.49161019813225487,-0.06992158720364172,0.7701818773417443,-0.16110367766010927,-0.0775811625816336,0.6214420152001887
ParaHippocampal_L,0.3813438258420726,-0.3958732863146937,0.30190922605293585,0.5000355094869563,-0.6809757341862549,-0.5768742774304335,0.516542033877275,0.8083340034972022,-0.12774166297280745,0.4511054340465964,0.7169397864534519,0.5809545741628293,0.6589618098677782,0.7138053647908688,0.7640468809392345,0.39206636648115406,-0.6102024978261184,-0.05487230568955864,1.0,-0.7253232188006224,-0.518341072852496,0.65208549824522,0.6128563874827534,0.6361159538948147,-0.3028484849427653,-0.3645165699705857,0.01154622542375826,-0.3630573945970412,0.6307761571155729,0.8507229330669916,0.6149943304823619,0.25635075327770107,0.6610219099173729,-0.7611178578983028,-0.2799917105625414,0.04243703868513183,-0.1707810840028144,0.8370110490877565,-0.657152886387318,0.22516803463512655
Temporal_Pole_Sup_R,-0.051500221558851714,0.8005178204026602,-0.08097318953792984,-0.5497555315125849,0.688967574034295,0.6699056153296402,-0.278896264167934,-0.47114519986108905,0.08763736151211525,-0.24340969990655376,-0.48932295618770283,-0.7532199057407519,-0.44553012061122843,-0.506550554736787,-0.4333195605802215,-0.16632479264972452,0.6519316870888588,0.536137311137161,-0.7253232188006224,1.0,0.37316608793028727,-0.5224491251077784,-0.4259284817853841,-0.30701441976700045,0.10281995725358056,0.6218006847354745,0.40257462254934384,0.6830834921931092,-0.40398485309332033,-0.719837158518942,-0.6216403720762225,-0.2920721981746378,-0.7288155899572881,0.7383457183696814,0.7435999507140252,0.06279489914728109,0.6669159616231684,-0.7873333558776555,0.5098825011520265,0.05720036231720095
Parietal_Sup_L,-0.15278588573113272,0.3774970240708419,0.09368406586052003,0.0191765802548155,0.8526900307068852,0.7162117630386732,-0.41749115007794746,-0.7256162498150222,0.8206879363990626,0.004258807040202854,-0.6610699399798697,-0.16856800258891766,-0.5047458554475404,-0.5571196672583525,-0.7768340072881577,-0.11357734482742853,0.7039025113661308,-0.2454748091891252,-0.518341072852496,0.37316608793028727,1.0,-0.19434578432955044,-0.7970497026790302,-0.5928087742546719,0.7207407038910991,0.3316945766060511,-0.22463185009689474,0.11164823678065584,-0.11363007418350508,-0.7562206067207945,-0.4374428718368783,0.2717280537989801,-0.17724485435840595,0.6217182866436227,0.22404799251313207,0.3668255494374974,-0.06991917553554684,-0.637551985198362,0.8573172075763503,-0.27385117030993456
Insula_L,0.2538005517081846,-0.20832994601079727,0.5148208603332486,0.3825609780131784,-0.29246391630013174,-0.4011617881222222,0.4874449695398128,0.5056666974978985,0.036455436070728396,0.5271322047641384,0.5029353975213046,0.5992111897953809,0.617545525035826,0.6753387976357951,0.4108279038288514,0.32929223028892524,-0.3737817756833177,-0.04025259656744376,0.65208549824522,-0.5224491251077784,-0.19434578432955044,1.0,0.3189501169472471,0.5614180900943908,-0.0002585763797461665,-0.15924329663975248,0.007935981758798633,-0.4400116535707257,0.481817088489002,0.4984158415515085,0.26791691824480013,0.23234268421451745,0.6520042752159284,-0.37149161312436796,-0.17594117352956068,-0.15864008887505093,-0.2074581677472225,0.5489698765209234,-0.18803682706339844,0.39088557054515294
ACC_sub_R,0.19001868319919277,-0.3907889373522939,-0.024393108967655088,-0.032419051618843134,-0.7310770679130961,-0.6383725822722285,0.6354727312351107,0.7813400013319699,-0.6206934895482119,0.14577624432999864,0.7212300324009286,0.1720782806857993,0.6781604930341727,0.6124088047644893,0.8178364884127831,0.09239465401989382,-0.7236727887276244,0.2636185953053376,0.6128563874827534,-0.4259284817853841,-0.7970497026790302,0.3189501169472471,1.0,0.7404770213613071,-0.4269199761941809,-0.3130955906723596,0.20500311671013605,-0.1127878476340986,0.24972520766539635,0.7291608233762715,0.504594191613279,-0.007292646382134387,0.35038003534778256,-0.7060876222143458,-0.2806085464079049,-0.40758453201676326,0.021738810793493615,0.6760104611300267,-0.635921540499497,0.45715221467871625
Putamen_R,0.5066145394345838,-0.1459864690835308,0.32950016879227545,-0.009671848913858404,-0.49579616236158025,-0.5279521691630182,0.788772356826757,0.707101805004889,-0.43137977022472584,0.3404558478207421,0.862502312480836,0.3076320235511495,0.7885527174959877,0.5788815888021825,0.849332697703148,0.41703333982273844,-0.5730545280251034,0.4872124184210488,0.6361159538948147,-0.30701441976700045,-0.5928087742546719,0.5614180900943908,0.7404770213613071,1.0,-0.33259801980883086,-0.10235234078926354,0.2291478377304611,-0.02690734885881444,0.5492681470215376,0.655045727950579,0.37569398108971214,-0.03346838269521226,0.3320589783285013,-0.576213088948659,-0.14734765866620822,-0.18356361441046762,0.11534580943612228,0.5922726047462574,-0.5144195334544404,0.7328125175197019
Postcentral_R,-0.1361055605651814,0.11015443016132523,0.20096689426846076,-0.12009443714101453,0.6591976656756955,0.43865747300610797,-0.008333459963876395,-0.4614562484311395,0.6585666145607494,-0.010130353254944387,-0.3296240753353131,0.08417668606363726,-0.16168435938165424,-0.3179149655976149,-0.5138631769167888,-0.11508766322167066,0.35448495057846735,-0.2266350124143658,-0.3028484849427653,0.10281995725358056,0.7207407038910991,-0.0002585763797461665,-0.4269199761941809,-0.33259801980883086,1.0,0.27243980674708645,-0.2597521767825729,0.017581745143519796,-0.0482745840473096,-0.5171132432254285,-0.2607022312568067,0.6092373471192102,-0.12484278236555318,0.34232835488796426,-0.049488074099034836,0.11970180676602211,-0.22007437275741037,-0.34957330073556353,0.6362194128686174,0.0010177371260508279
Thal_AV_L,-0.023307308253517917,0.6037642790760754,0.26387840442318006,-0.2763816345925001,0.4816776747955571,0.5340133758343851,-0.061112643740686035,-0.28214351512208613,0.30877631719212206,-0.304236824728088,-0.1543707774474214,-0.2425279417749966,-0.11939250670502347,-0.378970640737616,-0.2664314067073079,0.06928687672695745,0.4712611204822798,0.33306648922265114,-0.3645165699705857,0.6218006847354745,0.3316945766060511,-0.15924329663975248,-0.3130955906723596,-0.10235234078926354,0.27243980674708645,1.0,0.35552422002037876,0.585008962441695,-0.04000261519257996,-0.4378933040336057,-0.3304183991414077,0.19059685228772322,-0.41961226846628347,0.556523681544932,0.6200088022221023,-0.045788727105503815,0.49885496841626337,-0.46249441255627577,0.35881739584874567,0.05891706845527042
Cerebellum_8_L,0.0012779751509019287,0.3318250266178898,0.15762340968966884,-0.18040466198412583,-0.017410050618604497,0.09942856273772113,0.20002910187019635,0.24180040840877848,-0.16422470255264193,-0.023790388777440767,0.11820656073867908,-0.25542709281279485,0.1784487109538454,0.24746707050608358,0.18401119976108385,0.12854268234395042,-0.1220240116975001,0.4861776037976816,0.01154622542375826,0.40257462254934384,-0.22463185009689474,0.007935981758798633,0.20500311671013605,0.2291478377304611,-0.2597521767825729,0.35552422002037876,1.0,0.41653673750913306,-0.17320331600288513,-0.011835480686240933,0.1132340484523906,-0.15100360963439022,-0.11691396569912874,0.038859693185157106,0.6275257006407138,-0.21256940581083067,0.5798756121057275,-0.003239040672691554,-0.06555055435132964,0.2925716529362324
Cerebellum_8_R,0.2031790575252997,0.5987734476344816,0.03739100884737826,-0.49801070511438306,0.3589056475424034,0.5836859171634009,-0.02180315816745908,-0.2186764158298576,0.02023757411774943,-0.33069143868522266,-0.10787991423636907,-0.5650486218254428,-0.13602521200869708,-0.4387756916712602,-0.09724176968412555,0.027003370864669807,0.3806120556358386,0.47758292467703345,-0.3630573945970412,0.6830834921931092,0.11164823678065584,-0.4400116535707257,-0.1127878476340986,-0.02690734885881444,0.017581745143519796,0.585008962441695,0.41653673750913306,1.0,-0.033407516421747066,-0.3708266404371967,-0.34078087172351545,-0.04443242444868025,-0.6443449929591649,0.3892468686995735,0.6326191840565607,0.1276760110028782,0.5556600895465102,-0.4998889037309782,0.18407235049984833,0.18307805117563156
Thal_PuA_L,0.6426515763338323,-0.06521035981888207,0.4849740278697144,0.2991188647787454,-0.23289942160127475,-0.09476942356936609,0.4544152615240996,0.40378943038392573,0.2097908451025833,0.3746099469784676,0.5407507180885203,0.4446105620305412,0.5837367047656504,0.17677180251270655,0.4626655479883075,0.4402025832178426,-0.22943681857982626,0.06370984024891678,0.6307761571155729,-0.40398485309332033,-0.11363007418350508,0.481817088489002,0.24972520766539635,0.5492681470215376,-0.0482745840473096,-0.04000261519257996,-0.17320331600288513,-0.033407516421747066,1.0,0.42281014488230045,0.20010828761917676,0.29625478104338915,0.3188599759548546,-0.36025212682986285,-0.1251593801172228,0.3058252654440612,-0.060700636647351494,0.4182993622751346,-0.33524858914762085,0.32462266396219497
Raphe_D,0.2726051799043373,-0.5582153817822981,0.11562984115974308,0.36031900678017925,-0.8692884922574815,-0.7608565348434067,0.48760327598760944,0.8216795114383503,-0.4620332489876502,0.22524060042039945,0.7528095310831463,0.5467166952202003,0.6267953895528087,0.6870360212155078,0.8323750472375051,0.3101018476653543,-0.7152099614965298,-0.028437879849308165,0.8507229330669916,-0.719837158518942,-0.7562206067207945,0.4984158415515085,0.7291608233762715,0.655045727950579,-0.5171132432254285,-0.4378933040336057,-0.011835480686240933,-0.3708266404371967,0.42281014488230045,1.0,0.6487194776798132,0.019177734609888624,0.5573111486016398,-0.7763883477645859,-0.4130917728650221,-0.1605125803276733,-0.21127662894808244,0.8620182737249795,-0.8221972832385932,0.1952563946567018
Amygdala_R,-0.028378500450666193,-0.5326805204859032,0.07301839734334307,0.49741063198717117,-0.6534616132358138,-0.5417677361379252,0.30180344725244324,0.5213100691891583,-0.19517323473691806,0.07029943309946664,0.5190743622820093,0.5286208516199591,0.3185350181224107,0.4388665365532239,0.5203939909534419,0.27888340768735487,-0.5607858541313774,-0.21723304701803353,0.6149943304823619,-0.6216403720762225,-0.4374428718368783,0.26791691824480013,0.504594191613279,0.37569398108971214,-0.2607022312568067,-0.3304183991414077,0.1132340484523906,-0.34078087172351545,0.20010828761917676,0.6487194776798132,1.0,0.15973018813744289,0.5082505404358412,-0.6952540498213842,-0.36196010077645246,-0.08509183366567355,-0.2502158962317298,0.7630367880542304,-0.4868477020618066,0.03865201516218091
Paracentral_Lobule_L,-0.12825653692011008,-0.12776893559715205,0.24145967033657675,0.31600324518649275,0.10788331837128039,0.0853379800334811,0.11638152672484231,0.08972623062104916,0.5379512705285163,0.049641756646001546,-0.01409081556632021,0.42094147167679014,0.15040415964498588,0.031461085575369245,-0.06003401181695295,-0.11121685685340682,-0.0744501897356065,-0.22859608381393173,0.25635075327770107,-0.2920721981746378,0.2717280537989801,0.23234268421451745,-0.007292646382134387,-0.03346838269521226,0.6092373471192102,0.19059685228772322,-0.15100360963439022,-0.04443242444868025,0.29625478104338915,0.019177734609888624,0.15973018813744289,1.0,0.23675707552823952,-0.13421911639887424,-0.09298538928214369,-0.024758603549886314,-0.1407243052138574,0.19518228513082697,0.1539684864741506,-0.0941267053063978
OFCmed_R,-0.06150149959021444,-0.5361885710507218,0.1705858760342773,0.5654510290240273,-0.5033060104532526,-0.56000455498256,0.22534904747021844,0.4361436214055142,0.04400844035269603,0.3642348204944553,0.35552950099727465,0.5843584573694071,0.4092860856198526,0.6260774417443586,0.3371129655566202,0.14809637621974217,-0.45757947925272546,-0.3911097902837598,0.6610219099173729,-0.7288155899572881,-0.17724485435840595,0.6520042752159284,0.35038003534778256,0.3320589783285013,-0.12484278236555318,-0.41961226846628347,-0.11691396569912874,-0.6443449929591649,0.3188599759548546,0.5573111486016398,0.5082505404358412,0.23675707552823952,1.0,-0.5637967441481276,-0.44593524974401283,-0.1784951664275358,-0.4099511009583748,0.6609378059664799,-0.23143644589006704,-0.018766953253491685
Temporal_Pole_Sup_L,-0.14714026948903106,0.5784482675548791,0.0012258239693933616,-0.3855289753666683,0.7349433223716278,0.6869802216958633,-0.49673250980562883,-0.713943191491231,0.36700950947141736,-0.22152408806492743,-0.6656447090233946,-0.49873248564173756,-0.5235623439578325,-0.6290820357397865,-0.7512926862734092,-0.16724771475007327,0.761668381399938,0.034649478712601475,-0.7611178578983028,0.7383457183696814,0.6217182866436227,-0.37149161312436796,-0.7060876222143458,-0.576213088948659,0.34232835488796426,0.556523681544932,0.038859693185157106,0.3892468686995735,-0.36025212682986285,-0.7763883477645859,-0.6952540498213842,-0.13421911639887424,-0.5637967441481276,1.0,0.48273692532218765,0.10299485963454667,0.2348275798243156,-0.8239994215190256,0.6638730577684825,-0.24308134865052985
