,Precentral_R,Cerebellum_9_R,N_Acc_R,Cingulate_Mid_L,OFCant_L,Putamen_R,ACC_sup_L,Vermis_4_5,Cingulate_Post_R,ACC_sub_R,Supp_Motor_Area_R,Cerebellum_7b_L,Temporal_Sup_R,Thal_MGN_L,Frontal_Mid_2_L,Thal_PuA_R,Precuneus_L,ACC_sup_R,Cerebellum_Crus1_R,Rectus_L,Cerebellum_10_L,Cerebellum_4_5_R,Thal_IL_L,ACC_pre_R,Hippocampus_L,Cerebellum_8_R,Thal_PuL_L,Cerebellum_6_L,Thal_LGN_R,Rectus_R,Thal_VA_L,Frontal_Mid_2_R,Frontal_Inf_Tri_L,Frontal_Inf_Orb_2_R,Temporal_Sup_L,Cerebellum_Crus1_L,Precentral_L,Thal_AV_R,Frontal_Inf_Orb_2_L,Occipital_Mid_R,Cuneus_R,Frontal_Sup_2_L,Red_N_L,Cerebellum_7b_R,Caudate_R,OFCmed_L,Frontal_Inf_Oper_R,Cerebellum_8_L,Cingulate_Post_L,Thal_Re_L,Temporal_Inf_R,Thal_VA_R,SupraMarginal_L,Temporal_Inf_L,Vermis_8,ParaHippocampal_L,Cerebellum_Crus2_L,Thal_PuM_L,Thal_PuA_L,Calcarine_L,OFClat_R,Vermis_9,Rolandic_Oper_R,Frontal_Sup_Medial_R,LC_L,Parietal_Inf_R,Cerebellum_3_L,LC_R,Parietal_Inf_L,Vermis_1_2,N_Acc_L,Thal_PuI_L,Thal_VPL_L,OFClat_L,OFCant_R,VTA_R,Occipital_Inf_R,Calcarine_R,Temporal_Mid_R,Cerebellum_9_L,Occipital_Mid_L,SN_pr_L,Parietal_Sup_L,Angular_L,Occipital_Sup_L,Vermis_10,Temporal_Pole_Mid_L,SN_pr_R,Rolandic_Oper_L,OFCpost_L,Frontal_Sup_2_R,Thal_MDm_R,Thal_VL_L,Occipital_Sup_R,Frontal_Inf_Oper_L,Cerebellum_6_R,Thal_PuL_R,Frontal_Inf_Tri_R,Vermis_7,ParaHippocampal_R,OFCmed_R,Pallidum_L,SupraMarginal_R,Frontal_Med_Orb_R,Insula_R,Postcentral_L,Heschl_L,ACC_sub_L,Thal_PuI_R,Pallidum_R,Thal_MDm_L,Cerebellum_4_5_L,Fusiform_L,Lingual_R,Cerebellum_3_R,Temporal_Pole_Sup_L,Thal_LP_R,Temporal_Pole_Sup_R,Thal_MGN_R,Temporal_Mid_L
Precentral_R,1.0,0.23723200283956097,-0.08687306611608762,0.5652564883748797,0.06699564897958048,0.27165005349200116,0.43420390636406314,0.40622639811314865,0.3041635525944302,0.25310505584034815,0.739180254138961,-0.030029453850348345,0.33374534110165904,-0.03704646677929462,0.2753002829794711,0.2684132599544529,0.2112072604645079,0.5900192910561685,0.1725141695613944,-0.06577281252885359,0.1019764842824838,0.28781641322273127,-0.09194421650951239,0.2718516004556715,0.12360209779234957,0.23577925115969706,0.09688743288057657,0.15822149965962898,-0.014113838943080171,0.008897734953219438,0.3130009031598697,0.6055728017880115,0.10150026046674318,0.2655908325493602,0.001398592329910547,-0.023029270238400696,0.49700657589873215,0.26765697615482476,-0.11066235908612213,-0.04139530755958221,0.184857587149618,0.21415035535964166,0.22092058394078531,0.15393004762720053,0.31903448518156274,-0.02644989582216113,0.3658216570137816,0.30196127976955556,0.30284120422385086,0.0009698489502806984,0.3193189661542884,0.281715026868846,0.09053881967746319,0.04568309353908435,0.1792489861419918,0.10183435277568202,-0.12351585281252266,0.26088591900969105,0.10493096017043968,-0.04832401006738301,0.2762912906217781,0.05469589859427843,0.3286202568253766,0.407209403300849,-0.11534702196368893,0.11053344863737252,0.037223664258471914,0.08444197955549179,0.13065490413013642,0.1156228986341883,0.07735309543911728,-0.030808270010938534,0.0684895105780015,-0.0646531351982918,-0.014085564871385509,0.06836617576151485,0.15270168103819318,0.141942718154413,0.2365919609329656,0.19116199452944554,-0.14962155377253752,0.016308475786121712,-0.056509781567531364,-0.08391497259691323,-0.0782681120693505,0.10547258965982316,0.010736520840185514,0.09056476236500852,0.07786618690087514,-0.042168089881098623,0.6455225244623615,0.17906408275708327,0.22396382622055835,-0.06269267401051003,0.16828514002623518,0.22651972615323082,0.16883577366299465,0.4508927348831029,0.04031887692598626,0.09759332490804593,-0.12958915568748272,0.08268872834516473,0.336632720886577,-0.17134458808370884,0.25285178249421325,0.29227268286884706,0.008378991911959463,0.1534532232062019,0.34012257605597995,0.17420536021000466,0.26248891652047696,0.24543699921903261,0.18384237768273853,0.1614176303513189,0.04742671977426465,-0.07315379661833013,0.263601493539972,0.11577297563325202,-0.21939760908343203,0.0690631401926732
Cerebellum_9_R,0.23723200283956097,1.0,-0.2142939177843264,-0.12228979348631938,-0.4824291391379394,-0.022723776038611605,-0.15623219145270942,0.4317554284475576,0.386024864769695,-0.101162197625647,-0.06903526759202473,0.5304641059114588,0.652089905978566,-0.08602593440230268,-0.43299705633487945,0.12435985360226083,0.07242395775650234,0.1270337965480886,0.41738852225545814,-0.28751103357196445,0.31260687360759104,0.773468128909847,0.12255888109453049,-0.30545128100094965,-0.22184689480215866,0.6879976347860994,0.5298637147490515,0.8384321404256811,0.4272206560611722,-0.1347477833045028,-0.10480707678169295,-0.0016176095436879897,-0.29283866107111595,0.42939652672805145,-0.3783367305791423,0.19258614722957057,-0.13335709069665475,0.37060329885594745,-0.07587533945229781,0.3905846154247549,0.4789277329033123,-0.549065401993219,0.45272218113344675,0.5457417879743522,-0.191912232228801,-0.1364333807353473,0.5383831617357263,0.5165941814064184,0.029712481856183772,-0.33080121532840756,0.8419423097222504,-0.3366889449598027,0.1615623862066113,-0.3243217595531471,-0.023848353127137564,-0.20067581469988302,-0.2540709535224197,0.10632639506894255,0.015837553128983994,0.35063348676204353,0.06374536662311336,0.580379969854647,0.3619295229469069,-0.453290587469444,-0.1784362369715619,0.15479142967837764,-0.05063050507346218,-0.49747282846959817,0.18539504149296648,0.5021965976460223,0.01676588672454655,0.17440236708957194,-0.010461723462535702,-0.5941011477214974,-0.44782735781800853,0.33833572008494067,0.6562913484440238,0.6312804023587021,0.8021262842276132,0.876904639975615,0.13137360901345954,-0.04331402731206017,0.1165846409656001,0.2680085839311687,0.1629696112899701,0.826824030356333,0.5093268349182452,0.5959860028889112,-0.2997911038645915,-0.056461833253035505,-0.18180342257916104,-0.35458940416314233,-0.13068143889818035,0.20622280290738418,-0.28212333400687944,0.6693382016042584,0.18843655035827714,0.1535788990343823,-0.3551073635129956,-0.25930872243574254,-0.4657161958572377,-0.3292172594605239,0.5571817295534277,-0.193077253438582,0.6740500275587925,-0.09376653157643079,-0.3629207976344528,-0.18253079223985785,0.17693072861560014,-0.1419856434553836,-0.22593200780649783,0.4720767139844512,0.19269072661921474,0.8071414436582232,-0.16971209165530615,0.36710503883691303,0.19225896328319547,0.7083221259750209,0.16731517467029788,0.2317306002691738
N_Acc_R,-0.08687306611608762,-0.2142939177843264,1.0,0.05435499997166397,0.10806118570493708,0.3026745018044794,0.31482356765586694,-0.04573998608525496,0.2239217386216802,0.13448362173651318,-0.08067905145738662,0.003982216805489022,-0.10075704146251552,0.20510983275419972,0.30080576501789125,0.2838490625130546,0.039494324631486916,0.220224241070647,0.13932876874196792,-0.2038270979466178,-0.43755703327636314,-0.3289714879388365,0.28215870307378105,0.16290744125578346,0.2805329731618322,-0.019941477231836893,0.2885732695305793,-0.2698227474980988,-0.05681555793892612,-0.09321573226742536,0.38317229738914776,0.25325399617574973,0.39757716362630957,0.15827843889737075,0.3294283549850581,0.07441053047663071,0.07952759419223308,0.48820535992649194,0.2641850447739029,-0.16216739429950283,-0.20038349308050765,0.18567985051052605,-0.25828017090406064,0.13188983607348118,0.2700758834916887,-0.0679826867818646,0.0998597777092201,-0.4029627256983132,0.15604702718427305,0.38253244792736224,-0.32349646503897256,0.3789666968740269,0.008232069116323484,0.3629747509897086,0.18614033853922135,0.24342807308930067,0.41335663412653273,0.3017004398616361,0.490278284708919,0.01360323724795264,-0.05516836503360379,-0.13988420852227249,0.08547130655398318,0.21474759825922507,0.17115431504723408,-0.07514676728351975,0.08176786685181128,0.3579079667567192,-0.11281233886576729,-0.26532149009901446,-0.3942591351163779,0.18239115060711875,0.44597990395033704,0.29308588496006116,0.16821727459191022,-0.4678282949380148,-0.14979957088762882,-0.472346423439144,-0.14411458021690632,-0.3392498707087202,-0.06232165125559687,-0.09833599327615303,-0.04213086149513405,-0.11207090781468301,-0.14133026640104704,-0.3290652983731532,-0.08703910868125497,-0.17690777479780578,0.44653980510252184,0.11091023758282312,0.1259892971069971,0.4153161031451149,0.3144739630254078,-0.10254896567157323,0.41367238525703104,-0.17910412027496303,0.5343055320421551,0.18770269929357572,0.3645282139837851,0.2947718387432183,0.1302353647267197,0.538137576051426,-0.18884682309314602,-0.18075634713752772,-0.05645352729059201,-0.05526072050979306,0.27265965007959364,0.1802144797087529,-0.037853643610007225,0.5450709405180663,0.32633293368224864,-0.17338754040961918,0.10833018283986733,-0.20854015575664936,0.08755355961617203,-0.1072916496116436,0.15600787620757764,-0.26717766023985784,0.18072810330110214,0.059694187772071264
Cingulate_Mid_L,0.5652564883748797,-0.12228979348631938,0.05435499997166397,1.0,0.12670369059061112,0.303792480729529,0.502481679506203,0.21944799150044644,0.5227466583322367,0.03799667295052071,0.5043391333735645,-0.09662228232114156,0.17615824566175114,0.09068298751361328,0.4598524813789672,0.3525832745342303,0.38569911936059315,0.45314629054201133,-0.1269652526342091,0.1739153973083603,-0.035198603924532744,0.03359854561341244,0.22002772168956555,0.2761487232944883,0.21568656743122847,-0.20554556518658731,0.06006884841850846,-0.02066723666830373,-0.10571774871838206,0.12803409693459075,0.3418494492738432,0.6254808942326002,0.5437624264334996,0.08803898713007545,0.32396396644323866,-0.0982398974241722,0.4931284487761447,0.32530348482045907,0.22151429309404805,0.008005036514680642,0.15558989176323088,0.49060406342643537,0.003600967641079834,-0.20559105879685058,0.30643593792278223,0.18886268650694346,0.3496205665119693,-0.05585175624867252,0.6906136284435663,0.05839743525941826,0.02580972611737839,0.2555534127084508,0.4751988721927597,0.1228598170609223,-0.13363288122447514,0.12219459733587311,0.02386576615102608,0.39514180702251717,0.18987698532458866,0.14472565274426177,0.05901920198415452,-0.13253053802813752,0.31468760722360184,0.6171925084334664,-0.026368432433924997,0.25017278034132895,-0.019759605351348446,0.07177433302275536,0.3699850499352623,0.007655352517881656,0.11170195089841599,0.24997308955669112,0.26173393873505585,0.11672194817120524,0.17268883695176593,-0.07991057952217116,-0.08429950750180235,0.07233270474117151,-0.003756211304514598,-0.14389941464148315,0.1302261661027736,0.03896025847279074,0.1317248626255132,0.18219221512060063,0.08930943327700598,-0.1092789111924442,-0.1329899768329961,-0.035899594110221304,0.3322092566697627,0.23569163789755657,0.5056468487054853,0.48971955141240225,0.3450481327164588,0.09321441410900687,0.4365937689255612,-0.28491447286393295,0.21339813409400263,0.4993889944910627,0.10090404075866684,0.06597273692283637,0.12114816385935903,0.19802250093968823,0.352922146660196,0.1033316767643105,0.1516637302581605,0.4668659570105241,0.33361418484777106,0.13797178585708944,0.17167775578381309,0.19596323993139317,0.4716230030424627,0.12456707436803488,0.16610922191672844,-0.035536117470362005,0.03213105246519699,-0.13039958511656566,0.15611041144330634,-0.13670099816981868,-0.0898552978766237,0.2402206240423302
OFCant_L,0.06699564897958048,-0.4824291391379394,0.10806118570493708,0.12670369059061112,1.0,0.5922726047462574,0.3295618616699882,0.278901975449705,-0.21210398537370345,0.6760104611300267,0.24490261061402704,-0.5545701431458765,-0.16110367766010927,0.2513496138429986,0.8309856998190722,0.09322617362105888,-0.3955847383249255,0.2307838527226219,-0.5662340658995589,0.6431977881399256,0.10868774911389642,-0.3913359442296806,-0.47107822157015683,0.8108103355291669,0.7782020958294689,-0.4998889037309782,-0.3524463074278412,-0.5209844161147885,-0.3209627948958863,0.6965834424401771,0.5992302915038726,0.4618860895962574,0.36156921323269164,0.14826780856791832,0.6796816631418039,-0.4957513744182758,0.4812199025625643,-0.0591577905475186,0.11205650259637914,-0.8342673362966871,-0.7564960134615027,0.6731578358051526,-0.039006865249980816,-0.4853494304967643,0.6972925132244542,0.57371359516345,-0.4362608316198777,-0.003239040672691554,0.06985400505316884,0.6784781064128683,-0.3226407921873683,0.6634658993603846,-0.2695606173475148,0.6453078619051452,0.38317276848845366,0.8370110490877565,0.14421284505763723,0.26699648082654387,0.4182993622751346,-0.7824503785154303,0.5900950835552727,-0.7739541089359273,0.15864676181717755,0.5562226235368113,0.5435360544013168,-0.7027987413974732,0.7221177429781154,0.6827326416093047,-0.5206225339650641,0.2165453500334167,0.18060802756130098,-0.26060297205853056,0.338015900902885,0.8776027290044351,0.8986695443437387,-0.004517256368223704,-0.7256677866959841,-0.684584824603499,-0.7400922380182772,-0.5120811144628737,-0.5862002529502419,0.5878282932627874,-0.637551985198362,-0.6910936570118922,-0.688981612217981,-0.7607292332920992,-0.7282232138680728,-0.38710468419466815,0.6968957282827765,0.3445193106748814,0.5954350184094587,0.4640463245636664,0.4090447449948726,-0.7568040608577833,0.5280231576488756,-0.49123218066470714,0.1333162271208508,0.15990850236149365,0.5266948308312518,0.7966419724785466,0.6609378059664799,0.6420448275441933,-0.6748193122202496,0.47557176807877294,-0.19401187375309756,-0.0823930801824767,0.5833845534206186,0.8184764351115956,0.09951842365982673,0.39264740944043547,0.4092742083289472,0.15581352703433407,0.4645241779234003,-0.670686063156003,0.7935853752482165,-0.8239994215190256,0.18951618980016952,-0.7873333558776555,-0.21753222810698994,-0.16600128562229713
Putamen_R,0.27165005349200116,-0.022723776038611605,0.3026745018044794,0.303792480729529,0.5922726047462574,1.0,0.48616056724982776,0.6030735379986908,0.4288711691598047,0.7404770213613071,0.11314693908516832,-0.3974714994256375,0.4872124184210488,0.41703333982273844,0.6492778233375491,0.5903019305174596,-0.3669068806208044,0.5990805812994197,-0.12507041849633,0.17856708536240026,0.143610234716361,0.08336146205436568,-0.04003497250973615,0.6880572177611416,0.6242414325548242,-0.02690734885881444,0.277849942528984,-0.10227717184618314,0.15945960483755675,0.31573266775875886,0.7885527174959877,0.788772356826757,0.39228828410135275,0.6538716767200466,0.49966244460386355,-0.25351641490714893,0.23923031679329054,0.39894507733192053,-0.0011468229361224522,-0.5064174242890336,-0.4659074884011909,0.3076320235511495,0.18995332468189888,-0.12889727568529621,0.862502312480836,0.2339935942768205,0.27497494090659313,0.2291478377304611,0.47314045377255526,0.5832593811475618,0.11534580943612228,0.7360373156815198,-0.16468036205847406,0.37085169062784906,0.36364600937855074,0.6361159538948147,-0.06993656890274016,0.7290449294192612,0.5492681470215376,-0.37008101753413336,0.7197457937860882,-0.5279521691630182,0.6940811891772728,0.32914936314703985,0.46439951273504293,-0.5509809766080059,0.6546632780566596,0.5676945902390601,-0.455720618562488,0.3899635800602808,-0.17540688829176548,0.09167015835253171,0.7676502345442784,0.4218941145226536,0.5695666334996267,0.03762494157138002,-0.18382758608145872,-0.3270010292106099,-0.10998133505429643,-0.14734765866620822,-0.5408255289196131,0.28256499856638145,-0.5928087742546719,-0.5287993121159584,-0.5144195334544404,-0.3291999932522491,-0.4824014007508678,-0.05153759813365772,0.6089096484650752,0.3404558478207421,0.5895600473518138,0.6136757632057146,0.6046646292029239,-0.601876535490169,0.4594766744167306,-0.13043098856096763,0.5066145394345838,0.7328125175197019,0.26365003940848875,0.7174606591542705,0.3320589783285013,0.7664057317237684,-0.12247589149737126,-0.009671848913858404,0.44444773663845505,-0.19995201714746602,0.5284079334406444,0.7527982137949474,0.2724031855952238,0.781340678756982,0.7467328714514871,0.3998970657980794,0.38831844400439347,-0.1459864690835308,0.6425027756637428,-0.576213088948659,0.3376094030172594,-0.30701441976700045,-0.18356361441046762,-0.10581340205993087
ACC_sup_L,0.43420390636406314,-0.15623219145270942,0.31482356765586694,0.502481679506203,0.3295618616699882,0.48616056724982776,1.0,0.31848587552193697,0.3201587212852948,0.2564970221744058,0.35721926256950165,-0.17112843827220145,0.07889619042228643,0.37303140893810854,0.55697163633256,0.34237487531386646,0.06273983598495318,0.8016949834036772,0.058473115544362575,0.037798842431723996,-0.023547000287756362,-0.09270083010982996,0.10587879197880642,0.6297501711404895,0.47263916923828103,-0.058186861318880505,0.28999471930936427,-0.16590030480162288,-0.03917967117390252,0.0832385108559341,0.4695188294667856,0.5801422544597326,0.39972137057211304,0.22982471202917182,0.43021351416253606,0.017172162333479346,0.4728704157224856,0.29076658599829885,0.15856652504693772,-0.352030374186891,-0.057592392654714136,0.5665186257389874,0.19056108048164683,0.042715714209709044,0.6857187397163944,0.03469557002633142,0.12886640692240134,-0.057783078177870234,0.549037491808,0.27412086868948693,-0.05995679164783803,0.5025807454553293,0.046549907742897814,0.3126247741972286,0.2671188504550174,0.3508763881014565,0.21311277939310008,0.5130593686076867,0.3990696226974012,-0.18566698552224664,0.21765394791278334,-0.24152110044287908,0.2690956065325875,0.6523729378991651,0.07019290597480068,-0.1636757373779668,0.3135601455563113,0.4061774721255132,-0.11220918598264715,0.05193871383659631,0.09822092820854668,0.08775873907016886,0.5641879860698209,0.37058515527118696,0.3618708542126661,-0.03601193337247569,-0.23633912071291968,-0.18022850591565873,-0.1735363813547851,-0.13677950119288418,-0.19238350037242424,0.23655123359009456,-0.24170167644472015,-0.2700436461139327,-0.3560807764211728,-0.2965527236655183,-0.26537727719898363,0.0915399145725413,0.5305122599779463,-0.024677860027541448,0.6701451799565986,0.4922248182232761,0.7752557590085405,-0.2991234254095789,0.511471509503536,0.04586072988873117,0.46277980003542213,0.41031159135244916,0.31636807967076264,0.370551118253746,0.13096740207710017,0.372477903637579,-0.11310523442637355,-2.071409899720402e-05,0.15197214257899594,0.05870046686235902,0.2911016456946443,0.22716756170734095,0.3501622702634951,0.3370114513940745,0.48826471389298504,0.1538314579867824,0.2344001918067458,-0.13130783726287049,0.29650411342557687,-0.2293361010286371,0.5407095339474168,-0.2467537302606863,-0.060526338542116864,0.1521840253156375
Vermis_4_5,0.40622639811314865,0.4317554284475576,-0.04573998608525496,0.21944799150044644,0.278901975449705,0.6030735379986908,0.31848587552193697,1.0,0.4757836895120115,0.3732969090858399,0.17736575237449126,0.09954384434840198,0.4951246522417649,0.4366318900838846,0.4094298231499219,0.5617262613811852,-0.0040911893241340515,0.431067888232252,-0.0014173385666723102,0.19753550496129976,0.4696221054739155,0.6457615864660239,0.07391115950039508,0.41270139512844073,0.6004262610680583,0.20619266887746282,0.2693857560065958,0.4524152564045607,0.3126513725286083,0.3051021120570109,0.6194807845355587,0.5523364292758136,0.3073113041639392,0.4366682493707256,0.4281515781548944,-0.025180096261751567,0.4071862826346575,0.46763486312858554,0.17763224123285812,-0.2130321882330645,-0.0082534981424187,0.13242064889740518,0.5066607190688523,-0.016193724354178835,0.5150901049681049,0.20081994986917126,0.3320194468795459,0.5632341534115632,0.44923651130727515,0.18194674719106307,0.41748744701033064,0.39532905707178,0.1850307676660486,0.43313191027020925,0.12126887829461214,0.5207505006276618,-0.11815312484638653,0.6629329173034751,0.4805045755429534,-0.06592660235072438,0.4167768740970872,-0.009832611582531446,0.5315533690462945,0.15706638710100132,0.24678625041909388,-0.2466869719494078,0.5696696057028157,0.12419800584256796,-0.06859657414297737,0.5873932611492372,0.16573771801896428,0.24716393597737632,0.4839063778780581,0.2002348347648468,0.3350165797225415,0.4121698059126776,0.032410129941963836,0.14802021272788457,0.15492808899082977,0.40412088684163217,-0.2136520698768053,0.42722219699503006,-0.27487364036392076,-0.1636875378953781,-0.27362399990477215,0.19729102821739922,-0.131805617467663,0.35079479275224323,0.4143884133025443,0.34531524658719037,0.4102645988908283,0.4154340591371653,0.4656629444188078,-0.289735907253138,0.45029146991648444,0.185067312285314,0.4391481936473537,0.5769471646813945,0.14463378344707142,0.47966485303168793,0.11475282368704189,0.3916267706420158,0.12029536767945968,0.07406895751082535,0.4926413254795801,0.014840961942474503,0.3092576452498967,0.43893314170167075,0.5764154292525357,0.4277114658256193,0.4990061979752658,0.8992481125002402,0.7424729019305035,0.3156521449992397,0.5411832451916053,-0.22449039182320984,0.38557047451156234,-0.0007751636742471023,-0.014908341546814124,0.4156528508485607
Cingulate_Post_R,0.3041635525944302,0.386024864769695,0.2239217386216802,0.5227466583322367,-0.21210398537370345,0.4288711691598047,0.3201587212852948,0.4757836895120115,1.0,-0.0030519371213763745,0.08789177462443297,0.2575906367708241,0.6159430501322593,0.2883445895144833,0.13546951166316262,0.6264111369779459,0.25697816962692616,0.444792877743177,0.28731913988378627,-0.2204635299328463,-0.045508301692513874,0.4458047783257048,0.4647846380125845,0.028185650328973202,0.1444848744184992,0.2762024233917384,0.6453978963514097,0.3795466262538955,0.39599705203767477,-0.08159966973536244,0.3251302485184652,0.5455422279660942,0.4153708859711373,0.4726753431193697,0.1408884053409928,0.12074300198032868,0.10212980844366158,0.7054788042199064,0.24759589421114997,0.18663280576608884,0.3005842603803504,-0.047223596621042745,0.2088192325512648,0.2531516891646498,0.28245506873543264,-0.04457028013415169,0.794431767680359,0.04318124889681117,0.8412268386487766,0.02719337665379312,0.3797650028585623,0.16768791178851622,0.44954290030591576,-0.039583773615479954,-0.14303635892340474,0.030714857647457457,-0.00189986111269896,0.6469405829149942,0.41764405028682966,0.4321398929142966,0.03819270705982904,0.21400287604378787,0.6484327110951367,0.13592956737320083,-0.030548810224577463,0.20816983230447203,0.031623056566845074,-0.06510991041697996,0.22257372613843326,0.2257836233497651,-0.07159421150426001,0.5400933921259152,0.5741937265757282,-0.21410917122124035,-0.16947073333656976,0.047269031013941025,0.31471763369765055,0.3781812241425708,0.5127549367564542,0.27373839298943375,0.13609699885410262,-0.04667714102151927,0.10026839059883992,0.24562007264004063,0.10223025793185347,0.3573681032822306,0.2044019162515279,0.3864245532921754,0.2814889576770794,0.24914241359457237,0.16479604062079503,0.34656678423695464,0.3805210520204011,0.15634574955756433,0.308220408516628,0.11282891793654654,0.5887524263805743,0.7106307588998846,-0.0073033485168337966,0.016763458795966746,-0.21838187525655978,0.18295315461153627,0.5768145929325925,-0.1920173404586625,0.6322877913466205,0.08055864305974798,0.12623888783625792,0.031151491330437504,0.4035408624738186,0.34939345225504737,0.4166950875607097,0.39035624195134,0.21202002176170734,0.5243504549461441,-0.06562794368824346,0.1040337536074843,0.2655975166547803,0.27215087877199995,0.21766214117931,0.3278225684915972
ACC_sub_R,0.25310505584034815,-0.101162197625647,0.13448362173651318,0.03799667295052071,0.6760104611300267,0.7404770213613071,0.2564970221744058,0.3732969090858399,-0.0030519371213763745,1.0,0.05574733299268434,-0.5688947308078869,0.2636185953053376,0.09239465401989382,0.5423612839747116,0.23501605293718417,-0.6402569470140244,0.3772763262042669,-0.2621054572005697,0.19559990536434288,0.10397552854325157,-0.11535436467597517,-0.35727843606681964,0.6772628306350506,0.4901342555108076,-0.1127878476340986,-0.04934151469508703,-0.2552204823000618,-0.003488706672157025,0.35544805923254397,0.6781604930341727,0.6354727312351107,0.0691277355108259,0.5103392130644658,0.3762541275434046,-0.46034017133858834,0.10030700652704955,0.0038237531004040553,-0.33113013658817675,-0.6482525338977396,-0.6595419962665848,0.1720782806857993,0.06056332370318407,-0.19786493373801223,0.7212300324009286,0.24697086647001032,-0.06917390263929536,0.20500311671013605,0.07338098887999776,0.6691035512663696,0.021738810793493615,0.6637927507995064,-0.47898609884876575,0.3356295676459343,0.5320152769142347,0.6128563874827534,-0.24632078388499445,0.4153251406164432,0.24972520766539635,-0.6654128706272799,0.7774404401754449,-0.6383725822722285,0.4320957243658069,0.16623290739563926,0.4691427822228911,-0.7650291104976706,0.6286520563685782,0.6544619630288623,-0.6573771182130563,0.3206622828626303,-0.19289373975091378,-0.33931203669187987,0.44154314586026894,0.45264778411315426,0.549504705298379,-0.05039074836118132,-0.27326191831020347,-0.5040019012637521,-0.2915826582722327,-0.2806085464079049,-0.7796783868999232,0.23257071501443385,-0.7970497026790302,-0.7774025238098036,-0.635921540499497,-0.49484200678935963,-0.5894358525584545,-0.3173201730960109,0.42658811172172323,0.14577624432999864,0.537993609239142,0.4022779423212285,0.31788141760765326,-0.7977942251321786,0.2229484123040093,-0.18744748150948753,0.19001868319919277,0.45715221467871625,0.23469093651313463,0.7076992676286946,0.35038003534778256,0.6896478044505512,-0.3438670194057215,-0.032419051618843134,0.1645185838340486,-0.33338278956515843,0.4119858607679921,0.862218242420694,0.06980805776108151,0.6451808104136396,0.45070577026904984,0.16979319893872374,0.2704492704772575,-0.3907889373522939,0.6518233581165169,-0.7060876222143458,0.1706477117894946,-0.4259284817853841,-0.40758453201676326,-0.3563999382015405
