,Precentral_R,Cerebellum_9_R,N_Acc_R,Cingulate_Mid_L,OFCant_L,Putamen_R,ACC_sup_L,Vermis_4_5,Cingulate_Post_R,ACC_sub_R,Supp_Motor_Area_R,Cerebellum_7b_L,Temporal_Sup_R,Thal_MGN_L,Frontal_Mid_2_L,Thal_PuA_R,Precuneus_L,ACC_sup_R,Cerebellum_Crus1_R,Rectus_L,Cerebellum_10_L,Cerebellum_4_5_R,Thal_IL_L,ACC_pre_R,Hippocampus_L,Cerebellum_8_R,Thal_PuL_L,Cerebellum_6_L,Thal_LGN_R,Rectus_R,Thal_VA_L,Frontal_Mid_2_R,Frontal_Inf_Tri_L,Frontal_Inf_Orb_2_R,Temporal_Sup_L,Cerebellum_Crus1_L,Precentral_L,Thal_AV_R,Frontal_Inf_Orb_2_L,Occipital_Mid_R,Cuneus_R,Frontal_Sup_2_L,Red_N_L,Cerebellum_7b_R,Caudate_R,OFCmed_L,Frontal_Inf_Oper_R,Cerebellum_8_L,Cingulate_Post_L,Thal_Re_L,Temporal_Inf_R,Thal_VA_R,SupraMarginal_L,Temporal_Inf_L,Vermis_8,ParaHippocampal_L,Cerebellum_Crus2_L,Thal_PuM_L,Thal_PuA_L,Calcarine_L,OFClat_R,Vermis_9,Rolandic_Oper_R,Frontal_Sup_Medial_R,LC_L,Parietal_Inf_R,Cerebellum_3_L,LC_R,Parietal_Inf_L,Vermis_1_2,N_Acc_L,Thal_PuI_L,Thal_VPL_L,OFClat_L,OFCant_R,VTA_R,Occipital_Inf_R,Calcarine_R,Temporal_Mid_R,Cerebellum_9_L,Occipital_Mid_L,SN_pr_L,Parietal_Sup_L,Angular_L,Occipital_Sup_L,Vermis_10,Temporal_Pole_Mid_L,SN_pr_R,Rolandic_Oper_L,OFCpost_L,Frontal_Sup_2_R,Thal_MDm_R,Thal_VL_L,Occipital_Sup_R,Frontal_Inf_Oper_L,Cerebellum_6_R,Thal_PuL_R,Frontal_Inf_Tri_R,Vermis_7,ParaHippocampal_R,OFCmed_R,Pallidum_L,SupraMarginal_R,Frontal_Med_Orb_R,Insula_R,Postcentral_L,Heschl_L,ACC_sub_L,Thal_PuI_R,Pallidum_R,Thal_MDm_L,Cerebellum_4_5_L,Fusiform_L,Lingual_R,Cerebellum_3_R,Temporal_Pole_Sup_L,Thal_LP_R,Temporal_Pole_Sup_R,Thal_MGN_R,Temporal_Mid_L
Cerebellum_10_L,0.1019764842824838,0.31260687360759104,-0.43755703327636314,-0.035198603924532744,0.10868774911389642,0.143610234716361,-0.023547000287756362,0.4696221054739155,-0.045508301692513874,0.10397552854325157,-0.05081941612497607,-0.08656510219132538,0.290982877641407,0.04436564091761731,-0.020396406681743348,-0.04556076011643796,-0.26073068955551215,0.06560798077719508,-0.22739385773689505,0.22845199593652304,1.0,0.4264703579715214,-0.14848323476837033,0.18324734081610022,0.1167702446702211,0.004787301348035534,-0.0249456111113353,0.5653600954000721,0.3562313179934623,0.0727444904013951,0.1286299689926398,0.001600735080317247,-0.09649691651187878,0.060952612769673384,0.14250628181289757,-0.019046902102310772,0.03460615798201526,-0.19351132461934867,-0.13841600353443953,-0.06727124924013379,-0.06337270130201669,-0.05845267952958793,0.5322134290161596,-0.23554560179305167,0.039548494136439315,0.017711966918200726,0.01481047982345645,0.708784692500738,-0.07934195809272424,-0.24739386956929654,0.41229762396631514,-0.024385612350333864,-0.07350026004152323,0.008189632570245138,-0.20966302213810672,0.12099414085280326,-0.4382290353423625,0.08746701199924117,-0.2375562763954955,-0.18137587673862296,0.2887325936806522,-0.1785351563509901,0.19174262924703706,-0.18103296561651147,0.006273739080824847,-0.23225225377756523,0.29197595067161775,-0.22617603588805218,-0.11998065509881362,0.6559295665772764,0.21721025505064626,-0.2642252442121288,-0.056568264178426836,-0.013181532083369453,0.22783660007751866,0.6556854234078304,0.027562150958440626,0.20452452613846436,0.04714965304748552,0.49858045613420765,-0.11647037590033896,0.19287725369677897,-0.2811929319381817,-0.07245854051101633,-0.13343769949774895,0.28830983356574685,-0.20217479686293224,0.27080896151738776,-0.12031262735521638,0.10677718293529864,0.14727863974919794,-0.12869692635220056,-0.002601704101008048,-0.18760053450613454,0.02178776128649425,0.14951288801713875,-0.15008177631804012,0.10025230599463242,-0.2724061880348342,0.02022396722492493,0.11579366147312008,-0.1350147190407897,0.033996276981075164,0.04762879154268144,0.3060454291232672,-0.22778727456664555,0.0520488621905156,0.07673595941928443,-0.03402449670657327,-0.031125884008830897,-0.05647339929323223,0.4651074622254105,0.30435328839820397,0.20045908871923257,0.3788266346182403,0.05361854172539625,0.12492855440686611,0.20652151035072266,-0.35628001998620956,0.20597842061079324
Cerebellum_4_5_R,0.28781641322273127,0.773468128909847,-0.3289714879388365,0.03359854561341244,-0.3913359442296806,0.08336146205436568,-0.09270083010982996,0.6457615864660239,0.4458047783257048,-0.11535436467597517,-0.05099423155801312,0.4295140173752743,0.6148560321145092,0.13016890080098092,-0.3052663808179969,0.2699379268255865,0.16874311615776505,0.10597742362200957,0.29280201145349327,-0.17643360260242275,0.4264703579715214,1.0,0.239442278585389,-0.2318286653316409,-0.07618817412079486,0.5364096193118707,0.4004817209546179,0.7813541407103347,0.5020471457752138,-0.10663336180871581,-0.009578080114100015,0.08687832552062846,-0.1759852756273593,0.3583247098580344,-0.23892635402489135,0.14760917340890095,-0.0612742596599837,0.3304407980089888,-0.019124308155441742,0.3673289222150259,0.5072840528290377,-0.4491112652443939,0.560668526192879,0.28531585985944075,-0.08489122959769882,-0.09632121199713174,0.5477870993204291,0.6070260444487307,0.2259083497988868,-0.33777006540863164,0.7043422568761987,-0.21690556877749165,0.24042838354247345,-0.2071729984347674,-0.1465542546777351,-0.14211009459169144,-0.39746706952528665,0.2822250994394987,-0.024850587450095413,0.45208930757384935,0.07038019316430674,0.5119220370490665,0.3974887968836403,-0.3707003556002326,-0.1563578790407204,0.22751290839976984,0.07021906147586729,-0.4149715249824564,0.24133453383508957,0.5433722230362067,0.08566246181079692,0.2987063445143361,0.05968725045890547,-0.4920903998883097,-0.3422460801464555,0.519163351081505,0.5275575795236842,0.7135352934852506,0.6998702032405505,0.8106053000785202,0.1478724381238871,0.027212185306129486,0.1513207385233149,0.2939477064417826,0.21559504360391785,0.7804522723142803,0.3948629672837992,0.6383076520962002,-0.25349767606918355,0.06868195879623606,-0.11091702283373535,-0.09540006860469415,-0.02822143132088439,0.23881446799656425,-0.1728654910071342,0.492923299770809,0.17374359918096846,0.3326786260000341,-0.39840474550696797,-0.14837091602941718,-0.4244793388977846,-0.24046625915306155,0.5763755923394045,-0.18887334431880312,0.6502222166769263,-0.007369286183729094,-0.23372747071429834,-0.14779030026336587,0.3292855525179656,-0.03403651795079624,0.05609070881768097,0.749839582828981,0.27925994593952824,0.8025388102728622,-0.030532481312112975,0.3329495031760359,0.08272658053858582,0.6322253996848316,0.1546509762978784,0.3281192174505964
Thal_IL_L,-0.09194421650951239,0.12255888109453049,0.28215870307378105,0.22002772168956555,-0.47107822157015683,-0.04003497250973615,0.10587879197880642,0.07391115950039508,0.4647846380125845,-0.35727843606681964,-0.2624901388752213,0.37633692043023853,0.060972031840929045,0.17099440637385283,-0.1624285934231328,0.44632744567309374,0.48313195084702343,0.1311072594886204,0.422241999859559,-0.23748010325906108,-0.14848323476837033,0.239442278585389,1.0,-0.4222956724418755,-0.1920797591607394,0.1538676468336544,0.2546216717755722,0.3042371820901092,0.28717876275420834,-0.36438748512172975,0.007245639418749783,-0.008550427573633133,0.42368873247846645,-0.15423562430845267,0.05177197230414454,0.5277555556450336,-0.1254791819049496,0.24390462510715402,0.297687537248019,0.5915304725879542,0.5313318947099464,-0.12109011202901614,0.14541214578231132,0.18900910406956736,-0.20211811215561523,-0.28216630750606186,0.4414703657582772,-0.12917842368607393,0.44881374851449907,-0.3588176769369288,0.005744956341386383,-0.07288228456147713,0.5740500383546869,-0.102219064186239,-0.30994805860009045,-0.3327300787028158,0.08590588376418354,0.3690643313007854,0.08210820596218454,0.6611165866286189,-0.47781408604963627,0.366585171558133,-0.09994480751202833,-0.11200722356266302,-0.1042760612502346,0.44206618046771906,-0.4064468656002569,-0.29949772677402137,0.5424477112109531,-0.24595934153621163,-0.07579785226132678,0.6437755810343628,0.2672142914994881,-0.3633349341935094,-0.3420828171446547,-0.1337734401029643,0.3327104883137078,0.3579963709099614,0.32317535932557145,0.14722388139508502,0.6032450696137011,-0.4000444994702936,0.4894453903903202,0.5846401291690674,0.6094131419136598,0.3658429638059338,0.2779331770072097,0.3218696553765169,-0.09059800978426599,-0.03540805549964722,-0.3308981102390333,0.3267168788481006,0.22150971145183607,0.5603577967980008,0.1800068597271354,0.09466625990631373,0.09006257198651557,0.251776295648983,-0.1884542995253732,-0.2733563899667264,-0.10715394658265767,0.04607296367011889,0.4741632786306775,-0.161975731500893,0.1431671514558198,0.381325942846737,0.14675042220347065,-0.441003224727203,0.14928136711970033,0.05081040871677612,0.3125069190746935,0.09076787445699408,-0.04481159933544691,0.3993309881479697,-0.3892158603534629,0.45111108589600757,0.06334691528609411,0.26633259986615077,0.08543605402632652,0.5103007507358687
ACC_pre_R,0.2718516004556715,-0.30545128100094965,0.16290744125578346,0.2761487232944883,0.8108103355291669,0.6880572177611416,0.6297501711404895,0.41270139512844073,0.028185650328973202,0.6772628306350506,0.32059480799490564,-0.5635622609308828,0.07952290709681474,0.3013918686264968,0.8097285442147751,0.19410752439731105,-0.43521551168567685,0.555698308818426,-0.4473345950922524,0.38586711065921087,0.18324734081610022,-0.2318286653316409,-0.4222956724418755,1.0,0.7419975699881423,-0.32810272473583374,-0.005949016244435118,-0.38138828117745754,-0.10551606310804067,0.45310900478582866,0.6825498560384543,0.6551853299298728,0.29397342144293226,0.3641736695403705,0.6327939281688405,-0.4497467221649101,0.44076206963837933,0.10261685268605734,-0.003792479049683529,-0.8222430939491393,-0.6673236457425548,0.6447683073080882,0.09552105300320611,-0.3363587203138941,0.8441214058683515,0.3697261822437128,-0.21738585040317054,0.09521214246987537,0.2699620160290372,0.6372956649045135,-0.15435823858779438,0.6870992626408365,-0.3453058531710373,0.530536752491859,0.3831321585693776,0.7213906734161256,0.08510753115697291,0.444706903394251,0.39185810961365114,-0.7060189892656945,0.6824220621626033,-0.689507860412932,0.40595872804250266,0.6295036349476962,0.38355549614515255,-0.6514193356540477,0.7615188996871856,0.6766185353153388,-0.5852053004592893,0.34729011163976414,0.10530889887765552,-0.32185662741604903,0.532703802094584,0.7683330975400171,0.8027636585165507,0.10499754339652033,-0.5587054443737394,-0.5688062177720387,-0.5444433746696041,-0.35335965198167607,-0.6923898792924261,0.5450812543925787,-0.7260018993371463,-0.7424834201930334,-0.7913425991577768,-0.6387758581520165,-0.6152909727687778,-0.20264774609290276,0.704509578702801,0.21817310065492385,0.8421042559410616,0.47260957438101964,0.5834786682592432,-0.8064755314384002,0.5150750859019687,-0.3129184325984856,0.3376182344879178,0.37552434006793683,0.5153155055224481,0.7318086874716178,0.42323899242218566,0.5884976841212275,-0.48867333813456265,0.21487650256129062,0.07736207923757825,-0.25296980103136746,0.49874025577831826,0.7446750443041273,0.17641777373407086,0.5185044220716839,0.4450210409185988,0.22535580849075967,0.41016219116080854,-0.5106567074456437,0.7781258818619083,-0.6990424139546748,0.36230341129338994,-0.5959989522968561,-0.21381473005805818,-0.15542399917446081
Hippocampus_L,0.12360209779234957,-0.22184689480215866,0.2805329731618322,0.21568656743122847,0.7782020958294689,0.6242414325548242,0.47263916923828103,0.6004262610680583,0.1444848744184992,0.4901342555108076,0.244461145688234,-0.1670437976078716,-0.08219992490858859,0.5569507175347099,0.8400600316624692,0.356424577954807,-0.10474178841617011,0.3202914815099339,-0.4014591876561808,0.5638937573716625,0.1167702446702211,-0.07618817412079486,-0.1920797591607394,0.7419975699881423,1.0,-0.3333586990490063,-0.07263948475021094,-0.21065618750989482,-0.17109771002325705,0.6942197984913068,0.6928609966534556,0.5434149506330032,0.5665912161827077,0.17563901247927385,0.8301527050745046,-0.34597175651377987,0.6419718311849295,0.31973180765183595,0.413391469321074,-0.6989150765986492,-0.4721025772098386,0.6547830669097587,0.14823564364929892,-0.29385224843188,0.7419481353473781,0.5539418328945667,-0.23271839975417005,0.020288957251316603,0.3531028394100532,0.6458872140289169,-0.2131969961044149,0.6558106021720961,0.06023114153271071,0.8394270001365814,0.34921453288790133,0.9332114773457527,0.3086109466916541,0.5208010945062245,0.6863984868355901,-0.4982511623978407,0.3773177408718432,-0.4699359471629024,0.22798746013437426,0.5957285086273822,0.5636084156712088,-0.49692037638578856,0.8157778253972228,0.5867030028016355,-0.2823666636552881,0.3303310565805011,0.34559758525715284,0.06799819642166248,0.5127402128129329,0.8418913699726979,0.8021253192227445,0.11942266688555216,-0.5923009617598072,-0.43033568629493324,-0.5476587399658713,-0.2398186831625828,-0.3711491924303946,0.7630184494979091,-0.4325866090550485,-0.45714042242678093,-0.6131520049040395,-0.5164977598881386,-0.5318401349118644,-0.07079212531296675,0.8753526051471123,0.42369796112050856,0.5622889870384211,0.635842699504898,0.6576488343603488,-0.5923350798686333,0.7672543792935802,-0.33339665308283695,0.47146336282000934,0.282552782258962,0.6032238043710778,0.8408533923089629,0.5930079834544749,0.6526163003259045,-0.5128554959962105,0.472634315194987,-0.039796546300472385,0.03551555924607811,0.58009869935956,0.7111545130531333,0.45350190244134964,0.44723941879621604,0.5215395371889456,0.5304881864739424,0.8046485670020631,-0.33623412038422557,0.8029943509002787,-0.6480955691859297,0.34572590874597564,-0.6961105127504289,0.13676895795340988,0.27158648512484984
Cerebellum_8_R,0.23577925115969706,0.6879976347860994,-0.019941477231836893,-0.20554556518658731,-0.4998889037309782,-0.02690734885881444,-0.058186861318880505,0.20619266887746282,0.2762024233917384,-0.1127878476340986,-0.08709433282159251,0.42700378346260226,0.47758292467703345,0.027003370864669807,-0.45523419483066574,0.1470895239476436,0.03928304630402115,0.19009056683710404,0.7155476738216783,-0.6219855861794441,0.004787301348035534,0.5364096193118707,0.1538676468336544,-0.32810272473583374,-0.3333586990490063,1.0,0.4776464366572776,0.4401544242408046,0.3040495694454011,-0.43376640750824336,-0.13602521200869708,-0.02180315816745908,-0.375863320176343,0.4357341644830035,-0.5452103010174382,0.4089356952269069,-0.25717764982598124,0.28043997630367046,-0.2968587084550467,0.3962965500228682,0.406502096583278,-0.5650486218254428,0.33191780577421315,0.804645604886032,-0.10787991423636907,-0.5004158827232331,0.5057133606992236,0.41653673750913306,0.006301368035615026,-0.2698238211546093,0.5556600895465102,-0.08103462246395018,-0.03446613747277513,-0.3655378743656464,0.19074849490296544,-0.3630573945970412,0.027940391253344778,0.05814364987620704,-0.033407516421747066,0.3327680156859178,0.09670579930546377,0.5836859171634009,0.24716952891594274,-0.3726664431699617,-0.28565795523133214,0.15146561156247215,-0.1853936496114271,-0.2073571476202193,0.0340069332499577,0.07550221450489243,-0.17961325889298488,0.20853401200750232,0.004748515390115057,-0.602197670980195,-0.5201451964959012,0.1878703384013967,0.6976390764551381,0.4055126115146484,0.7228626954458744,0.6326191840565607,0.009500831543448987,-0.21767974761573772,0.11164823678065584,0.12154558804433659,0.18407235049984833,0.5920340598283518,0.48504661806301136,0.4805056661883625,-0.38881873618129414,-0.33069143868522266,-0.14294184790157688,-0.27547080573749616,-0.056070218346978416,0.19448283892856347,-0.38701484246407736,0.7682071659620908,0.2031790575252997,0.18307805117563156,-0.1774554589501321,-0.23859248826163168,-0.6443449929591649,-0.18579240227937513,0.4626303660154435,-0.49801070511438306,0.4551058724872699,-0.11503564802585914,-0.4266302477209213,-0.2859605487161186,0.22091287665006798,-0.003946128953254427,-0.09165945988656174,0.21731012158592625,-0.14277685632702428,0.5987734476344816,-0.2936020893562996,0.3892468686995735,0.13040090395263543,0.6830834921931092,0.1276760110028782,-0.025723745947185843
Thal_PuL_L,0.09688743288057657,0.5298637147490515,0.2885732695305793,0.06006884841850846,-0.3524463074278412,0.277849942528984,0.28999471930936427,0.2693857560065958,0.6453978963514097,-0.04934151469508703,-0.09794560840498538,0.21867936677471939,0.6091253832801901,0.197895508180661,-0.18859582074886597,0.28786843522395034,-0.02702976823164646,0.41965084128966534,0.4433725445885473,-0.5159854868223532,-0.0249456111113353,0.4004817209546179,0.2546216717755722,-0.005949016244435118,-0.07263948475021094,0.4776464366572776,1.0,0.4000482198010214,0.4617772861375363,-0.3351774537873524,0.05362546202010904,0.20287414520786567,-0.08502358088608944,0.5777431420483767,-0.16900338499446013,0.16614775601059947,-0.22765237417056008,0.5302836783943817,0.02703502826652418,0.142288484067222,0.262388088739705,-0.2922022108724282,0.23291416451721106,0.5033164372798818,0.18075433943494262,-0.2948359644886596,0.639492927481876,0.05061444644552222,0.387686745677464,-0.03885676268117436,0.47775512998222447,-0.10021546798224926,-0.05099449430560749,-0.28053144154038595,0.008175446563274753,-0.13828318062280168,-0.05910277187583555,0.36560333938677786,0.24856053838235193,0.3400156814973397,0.07830823323666955,0.2910263874165508,0.5598490280512854,-0.16041857421094327,-0.2136049418578318,0.10211588324262562,0.06126981955205013,-0.08968099228738138,-0.10353862453065218,0.2822200062510276,-0.25317605909989255,0.24341186380120874,0.5505998426801862,-0.32515408147710634,-0.3237040344061094,0.08700307220179304,0.39500404758174357,0.32824063209062504,0.6218198608401291,0.4163858443044771,-0.046908635222596785,-0.10384342101995697,-0.05163122152422676,0.0624821295739321,-0.09484206154928114,0.42653794665289063,0.31877404372036067,0.466889879552292,0.05361384910301111,0.02335834912985671,0.05974081029997531,-0.07375682860618803,0.2545458466377016,0.05867507190414642,-0.07227614774094862,0.47307937982799353,0.6237664141419682,0.3885515752161551,-0.1745043096297154,-0.09666344604646787,-0.49230746909223994,-0.02169706724917696,0.42888076356570637,-0.3939665197464268,0.6950658477508936,-0.3792683874376901,-0.1982995341062931,-0.10473878135013642,0.14117189567451285,0.2338351337744581,0.04853436976807989,0.19799024219893016,-0.044102048176074306,0.5489059754654051,-0.12182656364089817,0.2655720721649178,0.3611582208379177,0.471570477590621,0.2838453143519339,0.028098414714492054
Cerebellum_6_L,0.15822149965962898,0.8384321404256811,-0.2698227474980988,-0.02066723666830373,-0.5209844161147885,-0.10227717184618314,-0.16590030480162288,0.4524152564045607,0.3795466262538955,-0.2552204823000618,-0.13962815044896898,0.5423510038093363,0.5069449367135936,-0.04745833822081332,-0.4475451581452191,0.09483600773552879,0.21285709776681,0.03296094554361695,0.29973121173099876,-0.1555017760985901,0.5653600954000721,0.7813541407103347,0.3042371820901092,-0.38138828117745754,-0.21065618750989482,0.4401544242408046,0.4000482198010214,1.0,0.50641054319173,-0.15747484321809416,-0.13396381362935078,-0.10940446969081084,-0.1278326729959715,0.1593173049929976,-0.1986541656562096,0.2665344892766945,-0.11057149542119042,0.23944348710495977,0.096720976029164,0.5217485825527528,0.5814668719602124,-0.49162703746687303,0.5430140051876073,0.29877230118209547,-0.3122384816328368,-0.1560709091882797,0.496994193801112,0.5270231484106107,0.07570346513456928,-0.5237405622933923,0.7136286561119388,-0.4176778676089351,0.35714321796703746,-0.2326688766451979,-0.2929974611496159,-0.22785141750956805,-0.3315284720396668,0.09942904456075292,-0.10786690667506771,0.45908572705439443,-0.15546063701736829,0.5317728835503971,0.20603394098704353,-0.4480867568026574,-0.19511428985018495,0.3051726491301734,-0.13857677469220855,-0.6486288053803647,0.39241993812565185,0.49897215996281974,0.12327143644269208,0.1872664230922685,-0.09415638316702613,-0.5601042033226609,-0.39282661274423514,0.44751799277891746,0.579807200169169,0.7389059455411009,0.6907558421907357,0.8805636939786783,0.3738141612781687,-0.09495569899621596,0.265037552596108,0.49169023667603934,0.35513371084481077,0.8645869615419058,0.41757430113989674,0.599779831636305,-0.32940327806220454,0.05860881872389007,-0.2840296292642434,-0.31112359523711847,-0.12756373574340388,0.37490060906237826,-0.11609057028871399,0.5393828541622221,0.04934046272235377,0.10772908717188079,-0.46340412856897395,-0.3646730100119879,-0.2801642195354613,-0.39748835557654566,0.5932179124595597,-0.16050187436158675,0.5679430555937199,0.009499540243195607,-0.2765520193376096,-0.3251991722952543,0.13454810342630816,-0.19769421825739014,-0.2225372395983394,0.5095168706889541,0.27567017527072607,0.8173786702821113,-0.1870782637647531,0.5116869490285291,0.12302654828588863,0.6853633926540589,0.030060271251246766,0.5140871451388984
Thal_LGN_R,-0.014113838943080171,0.4272206560611722,-0.05681555793892612,-0.10571774871838206,-0.3209627948958863,0.15945960483755675,-0.03917967117390252,0.3126513725286083,0.39599705203767477,-0.003488706672157025,-0.19816959311668622,0.0849821324778018,0.552120669605177,0.12516047976992106,-0.2570484202727872,0.25036637521542776,-0.19559929194687883,0.20873737902301984,0.24551237831101394,-0.3186477232776383,0.3562313179934623,0.5020471457752138,0.28717876275420834,-0.10551606310804067,-0.17109771002325705,0.3040495694454011,0.4617772861375363,0.50641054319173,1.0,-0.36449714790082555,0.06631214730741324,0.026330628544572337,-0.1385237919333843,0.35047180740654993,-0.19015426929577614,0.21642323535398061,-0.3712933115962515,0.14565097081118636,-0.14601728643894038,0.21243805213909217,0.16743251359673753,-0.4271509807287408,0.3909923286547799,0.17459466882254424,-0.019027005513971153,-0.33337780864394867,0.4793316938724333,0.34702706079230683,0.21223414557766335,-0.20151010982397893,0.49351359085608704,-0.0696660514849142,-0.07377565491906918,-0.3044973286737883,-0.2140418397628833,-0.23450048563861944,-0.3050715209559034,0.34410418849812324,-0.09409214055632656,0.23102313861610832,0.15516225094640004,0.15224915148751256,0.42682287111906986,-0.3653199475680832,-0.16458051596011317,-0.006366853893267234,0.04113819154128312,-0.26456461171521745,-0.1153619452105801,0.3920539471735079,-0.1586043438595322,0.11807350030989444,0.2196062249584949,-0.38208343195994676,-0.2688961759740968,0.4124261665536792,0.4521531826235261,0.37179778104389827,0.5093816059642474,0.44400395434168777,-0.05299418540848824,-0.20961533564524884,-0.11688121100318846,0.050027490105705924,0.06025823768735661,0.48970065440963545,0.17778698678111424,0.4620805678787542,-0.25059824110721063,-0.023843686155046475,-0.07383381405511397,-0.07199859445866798,0.007337014734087789,0.04335637647001618,-0.19912959247556328,0.29892732863523686,0.1248020941473826,0.3697559569011185,-0.22587640432945166,-0.12957473899028865,-0.34221018477141774,-0.09913182843088736,0.4298624433020422,-0.3858794797615556,0.611346469103708,-0.34742573280018185,-0.14978676036935712,-0.1779895983892058,0.13456445831184305,0.20522591736501158,0.04545652811610108,0.30003492596479,-0.08550128303135822,0.5694785010790743,-0.007889414517942355,0.28393465279510877,0.18949556639876933,0.5131027420168172,-0.031181314431856472,0.043469375875344905
Rectus_R,0.008897734953219438,-0.1347477833045028,-0.09321573226742536,0.12803409693459075,0.6965834424401771,0.31573266775875886,0.0832385108559341,0.3051021120570109,-0.08159966973536244,0.35544805923254397,0.2238843343229294,-0.08278439127687927,-0.12220832055520894,0.15566291328634155,0.5844770089578637,0.031388729269559136,-0.03522964080364405,-0.03382396776748805,-0.6022833294821848,0.8556850276864773,0.0727444904013951,-0.10663336180871581,-0.36438748512172975,0.45310900478582866,0.6942197984913068,-0.43376640750824336,-0.3351774537873524,-0.15747484321809416,-0.36449714790082555,1.0,0.28126252859349327,0.25773817794285725,0.3715021014228484,0.015949853361460195,0.5721451222379659,-0.6023435053446018,0.5560660916305588,0.058209281787504584,0.38778727218941494,-0.5211854754165156,-0.35681301900379975,0.5246606312965937,0.05902981668296828,-0.33557333579060744,0.3740546633527707,0.881316892797007,-0.35844415626312437,-0.04383493333457567,0.08616533780088867,0.4915999315984441,-0.08280215958785064,0.23815950591889856,0.1457351794055433,0.5508667853245095,0.2536171335544771,0.7738835597571097,0.18592309808488455,0.15828408157150264,0.4320823564601724,-0.46169425869427433,0.25884665358750203,-0.362159808880907,0.054133718474159855,0.39028274981861005,0.5855219853286459,-0.3815419173837879,0.575140458986077,0.2823445866162465,-0.0789159320766606,0.34473942547851294,0.5136513911837134,-0.03199063792323165,0.11199992725811032,0.6343776605586507,0.6656508615687142,0.08030272698428607,-0.5461023467193239,-0.23218012521965486,-0.47854482712779023,-0.167683109914373,-0.17709911092349304,0.7162146960429268,-0.24075160867317277,-0.2550593468417489,-0.3932681274894618,-0.3776496518822397,-0.4336327033629922,-0.15595159740545228,0.6015994138854379,0.37537488712157474,0.24885816342530928,0.2705042049907334,0.25272051308157545,-0.41003050410593345,0.4763149784831412,-0.43601431743732977,0.0680243256620429,-0.02897679730029366,0.3460742558496602,0.5657670389269429,0.6480495098139132,0.3135239054164481,-0.4419508860967576,0.7784537968377017,-0.12897326662507394,0.20878890277162826,0.4101303897902328,0.6189971561501868,0.19512706332918092,-0.017578339390581777,0.15697664799024516,0.32424400796108716,0.6598639179945397,-0.277842869121778,0.5645347950365822,-0.6859094392012762,0.13799933954338672,-0.6291710259231005,0.13373383480233175,0.16755120489092076
Thal_VA_L,0.3130009031598697,-0.10480707678169295,0.38317229738914776,0.3418494492738432,0.5992302915038726,0.7885527174959877,0.4695188294667856,0.6194807845355587,0.3251302485184652,0.6781604930341727,0.1722306383369089,-0.3365168428419204,0.23128406909014018,0.3488068020675977,0.7542255091125621,0.5664861495885469,-0.23182060872174157,0.5163308203935486,-0.1496391384195693,0.18917731152681513,0.1286299689926398,-0.009578080114100015,0.007245639418749783,0.6825498560384543,0.6928609966534556,-0.13602521200869708,0.05362546202010904,-0.13396381362935078,0.06631214730741324,0.28126252859349327,1.0,0.7635655438353435,0.5366638301840372,0.39407073455552405,0.6608861921555935,-0.13093793941356385,0.4007898231257915,0.4409193236009194,0.08573918631468856,-0.5149957179971844,-0.4704867014959809,0.4256834385277419,0.07806103203881741,-0.2550662722082065,0.7505534158874981,0.18598635081346102,0.11789262873469664,0.1784487109538454,0.42910998902370584,0.5625019820653463,-0.060978334242975385,0.805926183045298,-0.012014592947460982,0.6344422619967967,0.3293442021070563,0.6589618098677782,0.05035209490210897,0.6769885251783037,0.5837367047656504,-0.3851864546343048,0.5450372658134908,-0.491292099291349,0.46612763306772736,0.4156843380567906,0.4556503580964415,-0.5043717746131219,0.5772030201863726,0.5819288832594447,-0.32539599499758004,0.2287278895738633,-0.1331950227063033,0.053648099397576185,0.6179598784023935,0.5411274665593307,0.6289230560566267,-0.07596017687145956,-0.25296335424490335,-0.46872536409238236,-0.28708594952387134,-0.2541804734895929,-0.4570542928521237,0.267610750281946,-0.5047458554475404,-0.4779293179787307,-0.45737322319677004,-0.4163028239105091,-0.47488865326212715,-0.20909488314404376,0.6727278312180502,0.32472265054361843,0.618420244104251,0.7259827241973374,0.5695792993124908,-0.5662919060824907,0.6269807783039623,-0.22337276576656195,0.4565978149120224,0.6382467316926655,0.4733825725435263,0.7168537910789118,0.4092860856198526,0.8150792417323219,-0.20980793634196254,0.01770857096820497,0.1787875162606377,-0.0381104376766506,0.6262424695431333,0.6961405454668631,0.3017812376181185,0.7878981360770669,0.7451093555733074,0.4011102473247178,0.5545246511926902,-0.2876288470058214,0.6555661375819151,-0.5235623439578325,0.318250012166816,-0.44553012061122843,-0.23121904511071,0.11233333286383622
