,Cerebellum_3_R,Thal_VL_R,Raphe_M,Frontal_Inf_Tri_R,Vermis_7,Frontal_Inf_Orb_2_R,Amygdala_R,OFClat_R,Cerebellum_8_R,ACC_sup_L,ACC_sup_R,Hippocampus_L,OFCpost_R,Thal_PuM_R,Thal_MGN_L,Frontal_Med_Orb_L,Rectus_L,Parietal_Inf_R,Supp_Motor_Area_L,Parietal_Sup_L,Temporal_Inf_L,Red_N_L,Red_N_R,Pallidum_R,Insula_R,N_Acc_L,Frontal_Sup_2_L,Cerebellum_Crus2_R,Frontal_Med_Orb_R,Frontal_Inf_Tri_L,SN_pr_R,OFCmed_R,SupraMarginal_L,Putamen_R,VTA_R,Occipital_Mid_R,Frontal_Sup_Medial_R,OFCant_R,Frontal_Sup_Medial_L,Vermis_10,ACC_pre_L,ACC_pre_R,Thal_IL_R,Thal_MDm_R,Cerebellum_Crus1_L,Olfactory_L,Thal_PuL_L,OFCmed_L,Occipital_Inf_R,Thal_VL_L,Putamen_L,Postcentral_R,Thal_VPL_L,Thal_Re_L,Frontal_Sup_2_R,ParaHippocampal_L,Paracentral_Lobule_L,Rolandic_Oper_L,Caudate_L,Caudate_R,Vermis_3,Thal_MDl_L,Thal_VPL_R,SN_pc_L,Cerebellum_9_L,Temporal_Pole_Mid_R,Pallidum_L,Postcentral_L,Lingual_L,Paracentral_Lobule_R,Cerebellum_4_5_L,Precentral_R,Temporal_Pole_Mid_L,Temporal_Sup_L,Angular_L,Angular_R,Cerebellum_9_R,Raphe_D,Thal_LP_R,Thal_VA_L,Temporal_Pole_Sup_L,Insula_L,Frontal_Inf_Oper_L,Cerebellum_4_5_R,Cingulate_Post_R,Vermis_4_5,Cingulate_Post_L,Thal_LGN_L,Cerebellum_3_L,Cingulate_Mid_R,Rectus_R,Temporal_Mid_L,Temporal_Sup_R,Thal_AV_L,Heschl_R,OFCant_L,Frontal_Inf_Oper_R,Vermis_8,Occipital_Sup_R,Precuneus_R,Vermis_1_2,Supp_Motor_Area_R,Thal_MDm_L,Cuneus_R,Thal_PuI_R,Frontal_Inf_Orb_2_L,Frontal_Mid_2_R,Cuneus_L,Amygdala_L,ACC_sub_L
Cerebellum_3_R,1.0,0.5182611480240973,0.5797347717281128,0.2975905415820425,0.8184959769743971,-0.08718298049056608,-0.3186307406270189,0.27662524613720874,-0.1559962617133146,-0.051141055644122066,0.10355345004110551,-0.44617253855553807,-0.3546485549219107,-0.011805336352264858,0.5860395604348503,-0.17128689491126253,-0.028452293503698496,-0.41184292366745534,0.3578040876461813,-0.08104497414680674,0.04624118775393254,0.3038026896316593,0.20414059851869398,0.6605393345259392,-0.24665946464437652,-0.19941335585235298,0.503038865218281,0.03403841024117251,0.25550288917551117,0.042117117808132,-0.029555421490072568,-0.15710417513822225,0.04034657169196722,0.4490493759643776,-0.32915386376679645,0.12927430389119066,0.2856818697082601,0.026249816680328834,0.537964188023874,0.5359016999285972,-0.08612613829332595,-0.17153483499575262,0.21858760629364682,0.3038446462748771,0.4262256323954461,-0.32533318108636805,-0.1329585510304954,0.05192489503492033,0.39502592168432865,0.24394061633884218,0.4669184051362411,-0.2738634108038199,0.09980623717728156,0.11725287354492182,0.34653818163854877,0.21323359005889533,0.3315748575527952,0.26061932852300385,0.21619374765435134,-0.16639294586974518,0.6080242693283113,0.3227596399366387,-0.042961320418412434,0.4802214956198786,0.7654077086221658,0.3890598467769864,0.2833578593533046,0.24589447582077334,0.1893765823656898,-0.020757688156455338,0.5452275859979062,-0.1782646270851673,-0.4191658549931808,-0.2731286463147324,-0.08370944746067538,0.12177317337915537,0.22416504819646407,-0.3251422598875018,0.016887835156353014,-0.05749842466487797,-0.44502229864954296,0.20022734942691645,0.06847209011868356,0.8118351976919306,0.40960464639834193,0.47027754338715144,0.38008709324404955,0.013085459373871452,0.6095887849919412,0.34171998539571935,-0.4199963445914773,-0.5799492989765296,0.566210298637895,0.4534034050575988,0.6696921958448472,-0.31706114097169913,0.2780464483702434,0.2500700417049232,0.025047686836465487,0.23009378059701255,0.8031535473083802,0.2732193811685099,0.0939902136682339,-0.13874122375021217,0.1976877760151436,-0.5104330184041782,0.10496218512847139,0.04161291649324043,-0.41516988593788345,-0.06641946399837327
Thal_VL_R,0.5182611480240973,1.0,0.09046156464277715,0.47260570540222346,0.4662320786036725,0.12935603383344874,0.20657231123201905,0.5224895723468069,-0.10289343735127356,0.3131638855779539,0.11727561783604408,-0.06183854713836224,0.14841722223935452,0.3510071301120814,0.36496586413021265,-0.12846175503805937,-0.04588266563992412,-0.14682552408338895,0.18168533888449956,-0.05754407063722798,0.2383341704727176,0.18436259387327816,-0.10773322039231643,0.568612333448867,0.15063683599473998,-0.20727900012161132,0.36770173842764936,-0.2739646916618344,0.1227070148006593,0.35396627612813586,0.35136831397664103,-0.17883428035568474,0.040812021591399995,0.4448100541687967,0.06815220356498813,-0.12483138615008446,0.4099336482373936,0.021552704926088274,0.49812554623446387,0.4568868152183098,0.25002942918068244,0.2849379414421407,0.14820888939844404,0.5058059837204643,0.10213127862873728,0.05747411133897892,0.007621794521319212,0.20141788812348257,0.02644009193307627,0.3652191779440497,0.206366714359202,0.1368171683483359,0.3165670793969608,0.19580303002804036,0.4504219678886363,0.2798767248258766,0.21197578346891904,0.2703801940050032,0.11952455004896542,0.48848367266148207,0.6373366238137358,0.49758034355462843,0.4880213926008466,0.5315733870203404,0.4496705033040952,0.06808059046306618,0.02486993110766772,0.14633513477865095,-0.0852088369945475,0.16860350535802576,0.5090223985653096,0.08841500918560553,-0.06343041162773186,0.10485707878639398,-0.08826712893968461,0.09453885078965273,0.1916071259781477,0.11095963647386975,0.13693626747857351,0.38399636300517526,-0.012107911434957817,0.2567007802865976,0.28362774903012666,0.47867874819817857,0.6418082833480367,0.27538616977282054,0.4384553126628584,0.17652103114299608,0.49165015532330614,0.5627223543708663,-0.24417290071123976,-0.24057857018177947,0.04274542095337858,0.4612773093495891,0.08843022180027595,0.003504768569462714,0.20478151512408552,0.06731291091767144,-0.06957184727544559,0.36384145887207053,0.38190708959520037,0.2519290287511504,0.60947416468736,-0.13579724261363502,0.46682505221441395,-0.06278661379076662,0.38151404617736184,-0.020159760841598314,-0.08003232817225071,0.1716507280386049
Raphe_M,0.5797347717281128,0.09046156464277715,1.0,0.22937515246414586,0.578166971371514,-0.09753253262663862,-0.39104657059987175,0.08679504493505955,0.0017677268298183437,0.07470352630305217,0.004322668831834718,-0.27457708611988374,-0.3424387464309019,-0.16067501557829456,0.44754655619402584,-0.3327247367205566,0.2914245946582071,-0.21666193755319701,0.11152241733237002,-0.13196443567819266,0.2476234670226785,0.31039894096122944,0.30569731882525447,0.26514361219851407,-0.20454092472065338,-0.05128660650674582,0.2084088177843705,0.10647713094445327,0.20214049358390102,0.059289399593956765,-0.36171093583367797,0.2302536474387861,-0.08039608509276872,0.15495844337770195,-0.267354425372885,0.18482310080321768,0.24963931018147595,0.34704553871554933,0.2256706069371045,0.18398485975081955,-0.01603168147946302,-0.1142481979397727,0.021042615108760026,-0.1347342044463039,0.510341405890374,-0.22518051427048527,-0.160670842284415,-0.0739700749150805,0.24992840463025928,0.2150679512374111,0.268247159346329,-0.1942578022968826,-0.01785810399659697,0.15702490748317455,0.16929470427710677,0.18027046472110253,0.06608906923860126,0.3120444440693153,0.09787177070729255,-0.40127931325768595,0.22557497172079835,0.15456583600979149,-0.35263159379759185,0.14868160770598304,0.2965906561448221,0.21509490307771081,0.027637934148733532,0.008776511553279975,0.1928106121102334,-0.11465860525987472,0.22838701025337008,-0.041966792904743325,-0.1683573296689388,-0.024288696371498917,-0.11712861712025972,0.07852056634544295,-0.03487639818104787,-0.3776290026884797,-0.15051313878576003,-0.10449422472780795,-0.182414096290477,0.2615667769089204,0.115994984000691,0.3794348598317843,-0.00420254845830661,0.271953527217291,0.12979594342146966,0.05794015476978247,0.27949828993928716,0.003146420916465325,0.0012348397527786011,-0.15460649395580436,0.3852893709497547,0.29342982619737584,0.4609754691923036,-0.19766301537557945,0.21013109962873747,0.20438274645255497,0.0869200976455771,0.10636322430080782,0.6130625008803741,0.10076205933790026,-0.1388116102378751,-0.06027275290766133,-0.08495629672161151,-0.26513747875998667,0.07762934342167291,0.09202379187734998,-0.07841094127220304,-0.031875680790505734
Frontal_Inf_Tri_R,0.2975905415820425,0.47260570540222346,0.22937515246414586,1.0,0.2035095957991724,0.12926983894192376,0.06031275217650979,0.4347354501362361,-0.08610083643779402,0.5523357953756766,0.12445370113756234,0.1898572996962554,0.18622726367967438,0.1706920836064717,0.09418738738182422,-0.21769320764434938,0.17722555461369738,0.2896493870738533,0.06334597595148872,0.07477319014660637,0.5368670477149599,0.20932138767659864,0.41174455654089875,0.3019915837992091,0.3779823464960703,-0.04046814487489602,0.17615631286971403,-0.4448606983725782,0.19158040446282204,0.4810199735836334,0.24625175623580417,0.3117568246029809,0.04238718220404809,0.3655778587886504,0.31140882587930746,0.00784687054625969,0.5741846138075611,0.33171202784020287,0.2254190600446216,0.5510888857506501,0.22640448697224463,0.3798665518068758,0.0010170192772083451,-0.07654123775707754,-0.09403557725224874,0.11129932440362923,0.1894022674907792,0.18263988594172426,-0.17032228777570158,0.5269514349975607,0.5482997066924907,0.5672832730936906,0.3074258708628028,0.1586036839756872,0.6701175137870317,0.3702380493845972,0.14832203142654815,0.7137160139103136,0.3581495027771949,0.24085645580139178,0.6246403503843689,0.4601834510492836,-0.017614074059584452,0.3578434659320869,0.3238657869356738,-0.10095452913574214,-0.008187777964793322,0.056080521867770364,-0.06429073041984341,0.38190664768460103,0.53901036087452,0.6619544665793381,0.22558866512877584,0.5395637855931457,0.023779000507892913,0.26766545974160955,0.18856713604156167,0.017372348514447154,-0.014911135258817916,0.4658199631145503,0.26871835146782214,0.6423889603609149,0.5656263850382315,0.31119133596037357,0.4496180711576686,0.5179341448271767,0.4711530340278608,0.17826943311308166,0.518894154770361,0.5967665205647656,0.22458672077942585,0.2333192831452784,0.2448523579113214,0.4679891239087426,0.12419630390243575,0.15321171718619783,0.7722409404855135,0.006093928729120352,0.13892578357734847,0.6160706263349173,0.3607934926790932,0.3910052322585919,0.31233941095605855,0.2972230543096321,0.3803465799344609,0.14126730554332717,0.7388898272047849,0.21047747981456358,0.25575864588912295,0.21358323565655374
Vermis_7,0.8184959769743971,0.4662320786036725,0.578166971371514,0.2035095957991724,1.0,-0.25147148079260084,-0.4368988356768405,0.20249021656619365,0.12010553988989156,0.09086070358788412,0.12454130426393861,-0.565447279490812,-0.3693031086055014,-0.13289068881006397,0.5202894830552339,-0.053578688191922165,-0.08852252413885117,-0.4237188626587449,0.5693831459383647,0.061531772728012,0.18914468513692184,0.060363734859025825,0.021825107349624267,0.4742047441666648,-0.33420920273118887,-0.05815174751936218,0.6960399199184015,0.24838539974891297,0.007107248105793736,0.17929780391308361,-0.14935122102311557,-0.203126224401429,0.22357617257945284,0.3851831133920672,-0.5040096120072093,0.2716839939511255,0.328908838783571,0.03922990615666495,0.7039595150178191,0.3410568570703443,-0.2945963670660815,-0.30182743692680103,0.1980538752163179,0.39282308650200065,0.6892333705012189,-0.4523165868809326,-0.2363392602118727,-0.15015828677178,0.6182305369760652,0.27629009692944806,0.33075793156042455,-0.34674751005590104,-0.014713516540495766,-0.006239861391246213,0.44875847495778404,0.08528832301590185,0.5008205657077452,0.2987021491973603,0.1264087148492853,-0.2829507816549233,0.3580622844678313,0.3025266620307291,0.00819704987205184,0.35979948581654836,0.6913918235294588,0.5632982702254807,0.37205900842715356,0.42199026849678145,0.40072585006073963,0.1517025249815359,0.4942608698960544,-0.19245742436023916,-0.5734155644443099,-0.30030735453241186,0.08087340790144722,0.16824419974442736,0.18344460591329217,-0.5165599748141926,0.12553004591981679,-0.09823650100090461,-0.5543199070888517,0.21468757158497723,0.2347817665743066,0.7873474264153355,0.37186801552960086,0.5216447746196796,0.3601531683081118,0.0700393601635767,0.4301874479381724,0.4017915104549898,-0.46427797880277005,-0.5516034362755892,0.5853571920866073,0.56294597129079,0.5745196559547774,-0.5061058831758575,0.16505253957139593,0.5172273376023944,0.16878383735198468,0.2591081161436858,0.6315372677316965,0.4447718448950158,0.05870614612127371,0.008025962517000563,0.17661968017950905,-0.5934512920345143,0.04863902878720825,0.18625226442907022,-0.4703289747835829,-0.3011484232700155
Frontal_Inf_Orb_2_R,-0.08718298049056608,0.12935603383344874,-0.09753253262663862,0.12926983894192376,-0.25147148079260084,1.0,0.6766312671579722,0.6903749268787601,-0.5888996246518422,0.031801095963050766,-0.18419168613699294,0.6370360922106685,0.6412469830962623,0.5253266226367289,-0.10746554437598713,-0.3392323564501312,0.5122039592514767,-0.11671657014329401,-0.5947436543039047,-0.5279085242921394,0.016745038647951006,-0.10020944527165017,0.03257452707306615,0.44856811768208743,0.7435114419353411,0.3317389239040192,-0.4795493071053516,-0.6150028381235602,0.2920678149783618,0.08638440003285588,0.5163761326130152,0.23764251614796805,-0.4894891836361005,0.4666617990315965,0.5791555605864359,-0.6319870335381241,0.0920542151983719,0.34890950566980544,-0.3381431386834827,0.1611504810345738,0.7248404033088822,0.6505520811214243,-0.6963398701789296,-0.02328869675443056,-0.540724720462105,0.781493332482225,0.2127263343884,0.628608774578626,-0.6196427961748502,0.3283571378605795,0.10816655572696456,0.0907930065613242,0.6119751279180253,0.5298299125648815,-0.2215543965214589,0.6021056565311316,-0.5678396943876933,-0.07890416811228106,0.2761923227420562,0.30172508773700796,0.18789632653055277,0.3489557988133486,0.07108076521429532,0.13867912543772556,-0.08889805331626259,-0.6345840890700682,-0.40813065352943123,-0.5303455643648962,-0.6212708577292082,-0.4433832102891772,0.16499706437331774,0.018650648091993835,0.616073408756026,0.30737487545935244,-0.549129088357322,-0.423198990101959,-0.4295750497734221,0.18032204079599126,0.25378210429544956,0.603762377556759,0.5535901746689589,0.18496193454388465,-0.1800344939218192,-0.30594751347438315,0.05665564132136186,-0.08766025863844659,-0.1507105262644474,0.10576170289542011,0.08826804812012845,-0.18673731855351897,0.4220686803318718,0.1318230159458832,-0.2684160717242436,-0.21324473582386622,0.04685887941945039,0.6938604919872093,-0.06123498367025125,-0.6252477643229579,-0.52808757002967,-0.1897599539467979,0.02652491690294449,-0.5093818470328153,0.4956564466234722,-0.36187216678123135,-0.0913616742175962,0.6979886876111658,0.4611408409540972,-0.5011666387410184,0.3237222320706938,0.7610823566030942
Amygdala_R,-0.3186307406270189,0.20657231123201905,-0.39104657059987175,0.06031275217650979,-0.4368988356768405,0.6766312671579722,1.0,0.529418616711383,-0.564878921143803,0.1169236616385327,-0.20186629666323544,0.8106888365490493,0.7661356544936363,0.5399145771211081,-0.2033437171487794,-0.06734793319947752,0.36925772507401383,0.09642221514430681,-0.5919595104369496,-0.4525934273265184,0.15430080067157917,-0.1966223424071549,-0.11731666322726676,0.19298412539900167,0.7647276540299768,0.24271031816060348,-0.5102808738306515,-0.6162904051161067,-0.03111057732512716,0.14920866404003005,0.6977751867588223,0.14789474629808927,-0.4456704694222579,0.2519879973325413,0.7498809861909889,-0.6305567062685755,-0.05099219836003541,0.21412942255052872,-0.4291972683785483,0.1729326360360008,0.5606336619605298,0.6403526264931313,-0.5378230642338518,0.0702261540962066,-0.5650449842015568,0.8641866936506739,0.19264168423380534,0.598217708922746,-0.718459938055492,0.22250711911914203,-0.06234668267772694,0.2578693671021199,0.4595921401689843,0.4795647623907107,-0.2597801753569443,0.6006760750085758,-0.5852981627672307,-0.2024586070853401,0.09654461506431535,0.5451134860411342,0.16104859395324736,0.185988227910088,0.3889816581269983,0.05484676792339273,-0.20904900106283097,-0.7187366981383352,-0.40993115236128963,-0.5463209776598041,-0.6724551348629192,-0.3670547217118458,0.0923249572560693,0.14658419039527576,0.7282373274841079,0.44940836474381884,-0.47107009634043423,-0.3872510301057052,-0.34644060173494157,0.42886364263813775,0.16140552298907712,0.6414395252431393,0.6974174296130305,0.09155795597933353,-0.07832124869565754,-0.44293179677593636,0.011959407003229259,-0.3071245908659647,-0.22245348501233037,0.23333983617871254,-0.01597758124739348,-0.11477311736147085,0.41162843900650764,0.3542886528055176,-0.5684921476955529,-0.2436991269669288,-0.36489426505482664,0.7399950712030564,-0.19027454008727465,-0.7392260807618737,-0.5201719374351638,-0.2723333155884825,-0.19446499873050138,-0.454473839283183,0.5969633394124093,-0.37348133182879534,-0.049600374021332896,0.7923673857898419,0.3253856120896298,-0.508155820179439,0.5507017338960226,0.6539320310078904
OFClat_R,0.27662524613720874,0.5224895723468069,0.08679504493505955,0.4347354501362361,0.20249021656619365,0.6903749268787601,0.529418616711383,1.0,-0.5993224849502441,0.2677902158255692,0.07373694850952658,0.42245464167434504,0.5287074627120557,0.6318921738899042,0.09941901149755544,-0.3148535744708175,0.5104836020958025,-0.18911323930396434,-0.2427355712648544,-0.4370771028981899,0.18171859377157462,-0.06619351139251191,0.212088322535677,0.6430570390600194,0.6247400693032097,0.23012854440249905,-0.06439855972369653,-0.6988932953682884,0.18553613158811916,0.3203749738428434,0.5148549798685339,0.2296243819313838,-0.34436254735858846,0.6694783777510138,0.4973708705779177,-0.5006791304067326,0.26799911463512155,0.5250582589701072,0.028169174495594734,0.4481711359186077,0.5447498005095444,0.565521767668,-0.5001072732870244,0.1183340489607232,-0.36729569503434395,0.5336021431728805,0.2293231388398893,0.6019654380403537,-0.4239802051977849,0.4951393881115549,0.35500577827913327,0.14595586554937795,0.6937266230766396,0.43407982310323856,0.12469809939531713,0.678125949465989,-0.2356531709846356,0.25096361763962055,0.3051302399487927,0.2634648859494489,0.487964832732463,0.5999451912170674,0.11043111537294273,0.39868730810921493,0.33469982175680507,-0.459254031778274,-0.21978455478791134,-0.27225713824790226,-0.524691083425155,-0.16380154004462458,0.437033987486567,0.16604862065527015,0.4027368791253968,0.3145375874779108,-0.4956700814009752,-0.27265592033979047,-0.2673387214784991,-0.11888895521127356,0.18776694613276787,0.6920947795355227,0.3477781928282347,0.31778856680256345,0.1250895636990132,0.08202614487261056,0.3209494175894183,0.1629887120561369,0.16411291079112003,0.15530246704981754,0.4014140751995707,0.18707591260463988,0.2946068634542166,-0.09962489254048151,-0.0006880163656566337,0.20459037015595247,0.25187865987248864,0.5143322783270512,0.1346962710643565,-0.4156072128354347,-0.4165689107207145,0.09847938083229135,0.34115234565260505,-0.12163733480342087,0.5896275297162884,-0.3195508043269942,0.30214223040620664,0.40680510357544325,0.5660036251593034,-0.37745865127774036,0.09052832734006908,0.6498964979871497
Cerebellum_8_R,-0.1559962617133146,-0.10289343735127356,0.0017677268298183437,-0.08610083643779402,0.12010553988989156,-0.5888996246518422,-0.564878921143803,-0.5993224849502441,1.0,0.19156952634013588,0.022765781225601585,-0.510499619122734,-0.3774399881132619,-0.5471766469362296,-0.005331425533153715,0.1269417388005883,-0.48947731846023695,0.22850151459124537,0.43847889858349515,0.648914886540635,0.16257672133381737,-0.0034626256959668345,-0.22575341461342294,-0.4383560286234208,-0.49385347509416744,-0.2279697910425304,0.36105180786351715,0.6873194388975441,-0.10178163470534166,0.05129101207036433,-0.4357484345221941,-0.23743292126403845,0.5236605270284777,-0.4525905554318768,-0.4785158924767456,0.626358926468907,0.20143972107641853,-0.3766550267583689,0.3599294437290602,-0.40048728817779367,-0.4269768880094179,-0.3653053967940559,0.5484673052516466,0.0904928581258481,0.553368040032994,-0.5981831514769389,-0.21613988733754036,-0.6050168686115969,0.5794642966986399,-0.1815006262024494,-0.18401077874935354,0.013879855209818178,-0.6133413773210373,-0.3867196919988315,0.33407582597952235,-0.5912354664125721,0.4689172736699038,0.12413068283068317,-0.18923534754214366,-0.09368750397617781,-0.32880701754503516,-0.21999213631667774,0.07027617486227293,-0.16484166513592238,-0.19259313333224098,0.6406632523040047,0.2793490772044594,0.49297229177945534,0.7109876496281428,0.4931079163430969,-0.1882513935097618,0.005082473975407129,-0.48553627432824525,-0.14426526402759504,0.6553002868523341,0.4794545984184385,0.38202126342058407,-0.032152914220006816,-0.0859360568461814,-0.38881879341509185,-0.34120381670536226,-0.008567022363988423,0.2382043755776209,0.15112752369939808,0.08812549217307684,0.16596493180410735,0.19405280431570227,-0.01988739342680949,-0.2584791791570218,0.21367355869333352,-0.3801045411945013,0.11386103859523702,0.18372301467045307,0.06110326517424012,-0.19909256512430826,-0.585545091470526,0.07992807576919751,0.8029822233081491,0.6277670524579397,0.39090330355042285,-0.2974493063912278,0.4083335951487943,-0.3131597023527102,0.568801935409663,0.01000536061188552,-0.44905297927306204,-0.1475822236889784,0.6427555139345522,-0.07413369513555451,-0.6108081194397516
ACC_sup_L,-0.051141055644122066,0.3131638855779539,0.07470352630305217,0.5523357953756766,0.09086070358788412,0.031801095963050766,0.1169236616385327,0.2677902158255692,0.19156952634013588,1.0,0.054886292676486176,0.16978529166649545,0.2702896536313634,0.05589594774512803,-0.07820930679326944,-0.03839253908028806,-0.016048765721167646,0.15687063019721215,0.1504208162664785,0.2650600430869737,0.5433091938518914,-0.044399418000305176,0.10572340224203564,-0.14236729570236745,0.335107083575093,0.050038725393180314,0.24716887437581267,-0.20589599213446214,-0.15546774048827713,0.70047604906729,0.1124484082367604,0.23321837400843956,0.3288946028280915,-0.004221816032999053,0.2331091521785234,-0.009667707822379851,0.5353835727695709,0.259749945015378,0.2240205868843797,0.19403760599960004,0.10565502719689421,0.2858940723130433,-0.030992489413074732,-0.06629922321733535,0.0414442686833398,0.06544638488286067,0.262450526661291,-0.1782801022576783,-0.08071253167758019,0.3874880356543998,0.08985351772969548,0.3245509515415817,0.136406248484177,0.10982732102976848,0.49469602535051543,0.08724777836157611,0.23043185849390957,0.5761785540786935,-0.052589452321925675,0.2921167706129189,0.1358966507127232,0.3083223765297321,0.2321831996073337,0.18211690002778494,-0.024998851813328726,-0.023300275210256235,-0.10153797300801365,0.24225865703866184,0.05447770962160918,0.40109040499422527,0.14240875388697946,0.36848611289070154,0.1729329003212021,0.6082796091100696,0.24041101959369335,0.050458612927816136,0.1284585246312362,0.03811913737059391,0.1085395543999287,0.39822530106746473,0.27218865900313893,0.43343875466359433,0.7408445875988532,0.013700906401406551,0.2546181885772388,0.2296708193698415,0.30187623384629136,0.23041998667529537,0.05933550034428357,0.44956710697032665,0.1657354121917276,0.4505531142760367,-0.11683510550752978,0.29551604179550583,-0.2942897004559713,-0.014662493277476887,0.2876563556186931,0.1418443695229121,0.10450434657146603,0.35529695262080657,-0.07262525142212414,0.26416157974829413,0.2992568079773883,0.22721158034328984,0.17242363395904178,0.2034409670956312,0.490213228220458,0.22080927759269378,0.2919139902899686,0.01862611999427981
