,Pallidum_L,Frontal_Mid_2_L,Frontal_Med_Orb_L,Cerebellum_3_R,Supp_Motor_Area_R,Cerebellum_Crus1_L,Caudate_L,Thal_PuM_L,Calcarine_R,Cerebellum_Crus2_L,Temporal_Pole_Sup_R,Cerebellum_6_L,Frontal_Inf_Tri_R,Thal_PuI_L,ACC_sup_L,Thal_MDm_L,ParaHippocampal_L,Thal_MGN_L,Vermis_6,Frontal_Inf_Orb_2_L,Vermis_7,Raphe_M,Frontal_Inf_Oper_R,Postcentral_L,Cerebellum_8_R,Amygdala_L,Cerebellum_Crus2_R,OFCant_L,Temporal_Sup_L,Precentral_L
Temporal_Pole_Sup_R,0.3796639557936021,0.2679563992806659,-0.1420143208600888,0.4148454997982248,0.046820402928315165,0.12152646022899218,0.30238281085796,0.12449961108228955,0.4306195759932703,0.07626353961998585,1.0,0.09758627330328473,-0.05348894145381985,0.0578719644137364,-0.23386316090142456,0.05808214776124413,0.0404124363137284,0.23601974643330687,0.46066141932471744,-0.32478941376370524,0.3684112576063427,0.091735688410605,0.1121040373927686,0.31843478967272193,0.008601530391938172,-0.2902887603250251,0.21542600107934773,-0.23263264138530673,-0.3445596404046818,0.2943624734211752
Cerebellum_6_L,0.23573653675682812,0.3569797462580339,-0.10535081828816713,0.4248684437568237,0.4923292924156165,0.6868476769151824,0.19778893207446538,-0.020782209705994183,0.5313823345117008,0.3328825476803896,0.09758627330328473,1.0,0.4163549078720165,-0.0770166627900951,0.4025716684272802,0.15917678759648943,0.08264104263603135,0.36440769992495936,0.5536290871726431,-0.2681059751130918,0.642260434952081,0.4785184335416256,0.4222535552075361,0.29605245088088256,0.4939167921293024,0.06375431418335058,0.275485640761159,-0.3445590076952908,0.15901452523079423,0.33084755101697133
Frontal_Inf_Tri_R,-0.008187777964793322,0.12012384340711607,-0.21769320764434938,0.2975905415820425,0.3910052322585919,-0.09403557725224874,0.3581495027771949,0.2541176114464735,0.08563834375509527,-0.32967026689749745,-0.05348894145381985,0.4163549078720165,1.0,0.16073659933288753,0.5523357953756766,0.31233941095605855,0.3702380493845972,0.09418738738182422,0.10684091319244124,0.14126730554332717,0.2035095957991724,0.22937515246414586,0.7722409404855135,0.056080521867770364,-0.08610083643779402,0.25575864588912295,-0.4448606983725782,0.15321171718619783,0.5395637855931457,0.0960124547975496
Thal_PuI_L,-0.2536904211441347,-0.36410121601575135,-0.312525600446158,0.17944345427007627,-0.32903573487275706,-0.2504826934386141,0.41825590446946204,0.6991780584046136,-0.21949800299960404,-0.45481218993547273,0.0578719644137364,-0.0770166627900951,0.16073659933288753,1.0,-0.04683367511499583,0.5573435532934664,0.7698168156765282,0.20671729866546756,-0.18723845857793556,0.5411919892146271,0.035149002158267356,0.143054711358343,0.001309163166592052,-0.5994016052225823,-0.636200094111679,0.24626810494037013,-0.5306594314899995,0.6187177894684374,0.2662139140387803,-0.5282399284959044
ACC_sup_L,-0.10153797300801365,0.2839285945536795,-0.03839253908028806,-0.051141055644122066,0.26416157974829413,0.0414442686833398,-0.052589452321925675,-0.038049690454315804,-0.03922429746121566,-0.10291890979809548,-0.23386316090142456,0.4025716684272802,0.5523357953756766,-0.04683367511499583,1.0,0.2992568079773883,0.08724777836157611,-0.07820930679326944,-0.0033353945178435295,0.2034409670956312,0.09086070358788412,0.07470352630305217,0.2876563556186931,0.24225865703866184,0.19156952634013588,0.2919139902899686,-0.20589599213446214,-0.014662493277476887,0.6082796091100696,0.2799260210612514
Thal_MDm_L,-0.12220201657830544,-0.09123435994601221,-0.1264853020151647,0.0939902136682339,0.006373404138562209,-0.20531481861870848,0.39043667306911556,0.37990636257344823,-0.28135546297194985,-0.42314869494583385,0.05808214776124413,0.15917678759648943,0.31233941095605855,0.5573435532934664,0.2992568079773883,1.0,0.5722611871074642,0.1329042740891437,-0.20886846823050234,0.5433844249644323,0.05870614612127371,-0.1388116102378751,0.05753401155604151,-0.26916148830500103,-0.3131597023527102,0.29002237516495627,-0.43299538258201214,0.4561498635295194,0.43791533770203417,-0.1691162054413935
ParaHippocampal_L,-0.35941531191100673,-0.39592821572622044,-0.36602746248041435,0.21323359005889533,-0.2747776820980677,-0.1978970491750562,0.417823136171418,0.6100927133034657,-0.21570804128421855,-0.4616446155559947,0.0404124363137284,0.08264104263603135,0.3702380493845972,0.7698168156765282,0.08724777836157611,0.5722611871074642,1.0,0.18006804280954924,-0.24759086517854506,0.5899414966252575,0.08528832301590185,0.18027046472110253,0.1424997685447929,-0.6181806431821154,-0.5912354664125721,0.49700074399945443,-0.5988945531289946,0.7248511087820925,0.43514832819679866,-0.5394954362192229
Thal_MGN_L,0.13696148259028407,0.13479730489740283,-0.2591041877763855,0.5860395604348503,0.07389113329120504,0.4007400394228131,0.12689975082637997,0.21388195596477833,0.3881920334995071,0.264985198824201,0.23601974643330687,0.36440769992495936,0.09418738738182422,0.20671729866546756,-0.07820930679326944,0.1329042740891437,0.18006804280954924,1.0,0.35579200176121567,-0.30373140686106276,0.5202894830552339,0.44754655619402584,0.03799704504439117,0.018434566831755154,-0.005331425533153715,-0.13667529664577613,0.07989401745351886,-0.1613065216175529,-0.22813711860792993,0.0775345268457801
Vermis_6,0.5648981826829373,0.6621212093492688,0.04005042360931675,0.5895884364174612,0.5654137266333025,0.5888627466587771,0.1456929638366241,-0.024623075422903283,0.8519253783548107,0.4850933649644418,0.46066141932471744,0.5536290871726431,0.10684091319244124,-0.18723845857793556,-0.0033353945178435295,-0.20886846823050234,-0.24759086517854506,0.35579200176121567,1.0,-0.7359089367055721,0.7256239181858467,0.4317570514725069,0.17948906862904077,0.620418403110811,0.394243601932545,-0.5049155639287151,0.5163351845856414,-0.7119940322387723,-0.38749950383003684,0.6422334443071201
Frontal_Inf_Orb_2_L,-0.5683443027233884,-0.6394156556139936,-0.19659910247984158,-0.5104330184041782,-0.47849414865773365,-0.5711619051560871,0.175202808183133,0.2562346424345139,-0.7417550138630434,-0.6165176565498048,-0.32478941376370524,-0.2681059751130918,0.14126730554332717,0.5411919892146271,0.2034409670956312,0.5433844249644323,0.5899414966252575,-0.30373140686106276,-0.7359089367055721,1.0,-0.5934512920345143,-0.26513747875998667,-0.06023435131083216,-0.7014379344534988,-0.44905297927306204,0.7271405178325412,-0.6183631037981115,0.8572542907713516,0.6882887693291552,-0.6866554904469744
Vermis_7,0.37205900842715356,0.6119494519828996,-0.053578688191922165,0.8184959769743971,0.4447718448950158,0.6892333705012189,0.1264087148492853,0.24000844766255075,0.733864760982079,0.3708962372960656,0.3684112576063427,0.642260434952081,0.2035095957991724,0.035149002158267356,0.09086070358788412,0.05870614612127371,0.08528832301590185,0.5202894830552339,0.7256239181858467,-0.5934512920345143,1.0,0.578166971371514,0.16505253957139593,0.42199026849678145,0.12010553988989156,-0.4703289747835829,0.24838539974891297,-0.5061058831758575,-0.30030735453241186,0.5057663911825026
Raphe_M,0.027637934148733532,0.1564459360448095,-0.3327247367205566,0.5797347717281128,0.10076205933790026,0.510341405890374,0.09787177070729255,0.2652438001538148,0.45990222099353895,0.2953930358993161,0.091735688410605,0.4785184335416256,0.22937515246414586,0.143054711358343,0.07470352630305217,-0.1388116102378751,0.18027046472110253,0.44754655619402584,0.4317570514725069,-0.26513747875998667,0.578166971371514,1.0,0.21013109962873747,0.008776511553279975,0.0017677268298183437,-0.07841094127220304,0.10647713094445327,-0.19766301537557945,-0.024288696371498917,0.0626367511525031
Frontal_Inf_Oper_R,0.14435186422973506,0.09009211929879071,-0.2151221708754262,0.2780464483702434,0.36269273824409753,-0.01678731270453924,0.3573346325420034,0.15026936523138235,0.18732170729263026,-0.19793753408670306,0.1121040373927686,0.4222535552075361,0.7722409404855135,0.001309163166592052,0.2876563556186931,0.05753401155604151,0.1424997685447929,0.03799704504439117,0.17948906862904077,-0.06023435131083216,0.16505253957139593,0.21013109962873747,1.0,0.14259484808351902,0.07992807576919751,0.08877077489087831,-0.16467691895421352,-0.004761642087446329,0.32524907796485314,0.12190966937659667
Postcentral_L,0.5077665822807299,0.890212032109293,0.31102042984810147,0.24589447582077334,0.6360350288657554,0.3577928387964061,-0.19795834614572694,-0.3605182454773268,0.6245619584477489,0.364289232802055,0.31843478967272193,0.29605245088088256,0.056080521867770364,-0.5994016052225823,0.24225865703866184,-0.26916148830500103,-0.6181806431821154,0.018434566831755154,0.620418403110811,-0.7014379344534988,0.42199026849678145,0.008776511553279975,0.14259484808351902,1.0,0.49297229177945534,-0.5250905151805634,0.5105871794185253,-0.8396393058014501,-0.20340086991338355,0.9744847834102336
Cerebellum_8_R,0.2793490772044594,0.33304168558783914,0.1269417388005883,-0.1559962617133146,0.4083335951487943,0.553368040032994,-0.18923534754214366,-0.5735388447037991,0.3508812804070633,0.5690249527100704,0.008601530391938172,0.4939167921293024,-0.08610083643779402,-0.636200094111679,0.19156952634013588,-0.3131597023527102,-0.5912354664125721,-0.005331425533153715,0.394243601932545,-0.44905297927306204,0.12010553988989156,0.0017677268298183437,0.07992807576919751,0.49297229177945534,1.0,-0.07413369513555451,0.6873194388975441,-0.585545091470526,-0.14426526402759504,0.4440543936573408
Amygdala_L,-0.5109344627723217,-0.5471630347352663,-0.21014062827304036,-0.41516988593788345,-0.33081975072697795,-0.1929588334137739,0.07380913257804016,-0.07862013598812173,-0.45637781588226417,-0.24828931622204228,-0.2902887603250251,0.06375431418335058,0.25575864588912295,0.24626810494037013,0.2919139902899686,0.29002237516495627,0.49700074399945443,-0.13667529664577613,-0.5049155639287151,0.7271405178325412,-0.4703289747835829,-0.07841094127220304,0.08877077489087831,-0.5250905151805634,-0.07413369513555451,1.0,-0.3304288262278501,0.5818611558972899,0.6947824202506079,-0.5347423282475365
Cerebellum_Crus2_R,0.3199371127050612,0.47565720886478907,0.2528582091268069,0.03403841024117251,0.28366279774234093,0.6779842601367737,-0.3092707837258571,-0.4687078865305806,0.539680575703732,0.7782576134618652,0.21542600107934773,0.275485640761159,-0.4448606983725782,-0.5306594314899995,-0.20589599213446214,-0.43299538258201214,-0.5988945531289946,0.07989401745351886,0.5163351845856414,-0.6183631037981115,0.24838539974891297,0.10647713094445327,-0.16467691895421352,0.5105871794185253,0.6873194388975441,-0.3304288262278501,1.0,-0.7353601555653733,-0.417920282473742,0.5004117476287959
OFCant_L,-0.5811657452728515,-0.7616155380877861,-0.3464666927686577,-0.31706114097169913,-0.5587604770403296,-0.6042749076289275,0.2329769703907454,0.4410104759226864,-0.7186879659317779,-0.645832840979884,-0.23263264138530673,-0.3445590076952908,0.15321171718619783,0.6187177894684374,-0.014662493277476887,0.4561498635295194,0.7248511087820925,-0.1613065216175529,-0.7119940322387723,0.8572542907713516,-0.5061058831758575,-0.19766301537557945,-0.004761642087446329,-0.8396393058014501,-0.585545091470526,0.5818611558972899,-0.7353601555653733,1.0,0.4822892224371573,-0.8217544272205706
Temporal_Sup_L,-0.44665996340833536,-0.1231520737099714,-0.1851241818908767,-0.2731286463147324,-0.05385909869743386,-0.2560249495708902,0.07496150584212899,0.15486180528506877,-0.35415617408147526,-0.43793219615027157,-0.3445596404046818,0.15901452523079423,0.5395637855931457,0.2662139140387803,0.6082796091100696,0.43791533770203417,0.43514832819679866,-0.22813711860792993,-0.38749950383003684,0.6882887693291552,-0.30030735453241186,-0.024288696371498917,0.32524907796485314,-0.20340086991338355,-0.14426526402759504,0.6947824202506079,-0.417920282473742,0.4822892224371573,1.0,-0.15996611215008985
Precentral_L,0.48254709970111925,0.9541896738806721,0.28525686066307837,0.3211363801115719,0.665232299141921,0.41193781182117306,-0.19314050427787277,-0.2845054333448493,0.6401594769358269,0.3887207575929548,0.2943624734211752,0.33084755101697133,0.0960124547975496,-0.5282399284959044,0.2799260210612514,-0.1691162054413935,-0.5394954362192229,0.0775345268457801,0.6422334443071201,-0.6866554904469744,0.5057663911825026,0.0626367511525031,0.12190966937659667,0.9744847834102336,0.4440543936573408,-0.5347423282475365,0.5004117476287959,-0.8217544272205706,-0.15996611215008985,1.0
