,Calcarine_R,Cerebellum_4_5_R,Cerebellum_3_R,Vermis_9,Thal_VA_R,ACC_sub_L,Precuneus_L,Frontal_Mid_2_L,Vermis_6,Postcentral_R,OFCpost_L,Thal_AV_R,Angular_R,Frontal_Sup_2_L,Occipital_Mid_L,Angular_L,Frontal_Inf_Oper_L,Hippocampus_R,OFCpost_R,Frontal_Inf_Orb_2_L,Thal_MDl_R,Thal_MDm_L,Putamen_L,Cerebellum_Crus1_L,Thal_VA_L,Occipital_Sup_R,Cingulate_Post_R,Thal_MDl_L,Lingual_R,Thal_LGN_R,Heschl_L,OFClat_L,Thal_Re_L,Cingulate_Post_L,Cingulate_Mid_L,OFCmed_R,Precuneus_R,Parietal_Inf_L,Paracentral_Lobule_L,Vermis_4_5,Frontal_Mid_2_R,OFCant_L,Occipital_Mid_R,Thal_AV_L,Cerebellum_6_R,SN_pr_R,Red_N_R,Calcarine_L,Cingulate_Mid_R,Parietal_Sup_L,Temporal_Inf_L,SupraMarginal_L,Postcentral_L,Cuneus_L,Cerebellum_Crus2_R,Heschl_R,Frontal_Inf_Oper_R,Amygdala_L,Thal_PuL_L,Temporal_Pole_Sup_L,VTA_L,Thal_PuM_R,Precentral_L,Occipital_Inf_R,OFCant_R,Vermis_3,Temporal_Inf_R,ACC_pre_R,Temporal_Sup_L,Frontal_Inf_Orb_2_R,Rolandic_Oper_R,Cerebellum_8_R,Cerebellum_Crus2_L,Cerebellum_Crus1_R,OFCmed_L,Vermis_7,Thal_VL_L,Supp_Motor_Area_L,N_Acc_L,SN_pc_R,Raphe_D,Thal_PuI_L,Frontal_Inf_Tri_L,Caudate_R,Thal_VL_R,Thal_PuL_R,Cerebellum_9_L,Thal_IL_L,Paracentral_Lobule_R,Frontal_Sup_2_R,ACC_sup_L,Cerebellum_9_R,Thal_MGN_R,Supp_Motor_Area_R,Frontal_Med_Orb_L,Cerebellum_8_L,N_Acc_R,Thal_PuA_L,Parietal_Sup_R,Temporal_Pole_Sup_R,ParaHippocampal_R,Frontal_Med_Orb_R,Occipital_Inf_L,Temporal_Mid_L,Temporal_Pole_Mid_R,Thal_MDm_R,SN_pc_L,Cerebellum_4_5_L,Insula_R,Putamen_R,Thal_LGN_L,Occipital_Sup_L,Rectus_R,Amygdala_R,Rolandic_Oper_L
Calcarine_R,1.0,0.7732480627200851,0.5981825328449564,0.5944038244234298,0.12367888727710388,-0.5812205415164872,0.4123165754313651,0.6592191735935652,0.8519253783548107,-0.31800600694478903,-0.7011847093402557,0.515515858781303,0.3178230518147256,0.7216798046947578,-0.004252977917292142,0.41520702593853326,0.25400380917973675,-0.2011822226547077,-0.5148525304751109,-0.7417550138630434,0.5099993604947294,-0.28135546297194985,0.3392349210029699,0.6499524799379756,-0.36356962045739966,0.38850754577390834,0.2955384815270197,0.002834242249737609,0.8598443182704857,0.5762681736135866,-0.038638849966243616,-0.6716814511080691,-0.17075491428261413,0.3542464832362873,0.2269818699893261,-0.21149391604598092,0.3425804841420789,0.5524242618430624,0.6596635576811292,0.6488371743239184,-0.12717848263363254,-0.7186879659317779,0.5031418707728149,0.3895923374553609,0.8389937323458359,-0.3223041800683634,0.03330455367847228,0.9068530243204777,0.407602252823228,0.3765534039916379,0.002553252943410176,0.47336533671618264,0.6245619584477489,0.41979019111492244,0.539680575703732,0.5478834281376027,0.18732170729263026,-0.45637781588226417,-0.22939094727296608,-0.6937145433620535,-0.46002945928696276,-0.44330232061598174,0.6401594769358269,0.7729571884776394,-0.17206750189511053,0.16247575657806348,0.7974466389877606,-0.5261880085221845,-0.35415617408147526,-0.48589810984660287,-0.3753965276261502,0.3508812804070633,0.4864195282967515,0.8326513986915994,-0.4345270993844673,0.733864760982079,0.10221391365853225,0.7123175098725266,-0.06308096016036564,-0.4628568710616795,-0.44930086145940007,-0.21949800299960404,0.029411254580700073,-0.3892374925420445,0.09666267437875481,0.4203665959222175,0.5117872291155016,-0.33511493832912503,0.3221719449878585,0.47066047418986057,-0.03922429746121566,0.354327830618242,-0.34215116923692157,0.5591527634996182,0.09725888619179002,0.40835821279497425,-0.6050295983736264,-0.3499639243194761,-0.11670373781828619,0.4306195759932703,-0.0860197516061503,-0.10636324286502744,0.035580404898460434,-0.41781507811495133,0.7748464652897827,0.24453289288527819,0.1443456189227229,0.3612943023554249,-0.5075523638270456,0.07963042472271079,0.00950085373019029,0.06061797100353224,-0.49525747308432344,-0.64907108848809,0.37506867112029274
Cerebellum_4_5_R,0.7732480627200851,1.0,0.8118351976919306,0.6317393626507486,0.14321067462971807,-0.403604601577086,0.37469332410289125,0.5583504977840578,0.748716416960453,-0.08735075753932706,-0.49213344941580156,0.6315069952617668,0.3900035843425497,0.6742813060875971,-0.22823909936283696,0.21874787747758928,0.1922017097267068,0.06418547875740643,-0.37129090666959813,-0.6358008377511359,0.6414603779195861,0.047485305674102356,0.49157435519465215,0.46519723268092006,-0.14814995178350338,0.3153656520535711,0.48124701198597536,0.23672519697698238,0.743843338982135,0.5734686763129134,-0.05984607352689998,-0.6320288257650386,-0.0896473150491534,0.49373385641333234,0.34998846537572315,-0.3107426235490713,0.460282207175431,0.3971753584584553,0.5958546102320407,0.702007025136681,0.09524852083324702,-0.550771811108042,0.38661469542245064,0.5086984209119664,0.8273935245018613,-0.027819138029578024,0.02380311713513643,0.6752081600857089,0.55912831382916,0.24268758441849547,0.058017534882990496,0.272118901552712,0.49563053100873,0.3333402776539506,0.21718548649493197,0.5663759534310413,0.3444912386339991,-0.44254231654438414,-0.20015814531058104,-0.5710573299211581,-0.26375570307063434,-0.20744469587975128,0.5374057262576154,0.6213020101724113,-0.18494628414475414,0.5928688286422876,0.7684040405702096,-0.273772030828396,-0.34624045364111544,-0.30594751347438315,-0.23629547712827825,0.15112752369939808,0.3042571183038254,0.7067241470712383,-0.17236749914919267,0.7873474264153355,0.23567426269700534,0.6112458366797376,-0.14208354754400296,-0.27329763316456857,-0.2877075069500253,-0.03956382343166335,0.046836631869324755,-0.07055358919338026,0.47867874819817857,0.16878760827852513,0.7268377373714691,-0.04802373617811835,0.3377587612446852,0.5939932601562053,0.013700906401406551,0.4291123214502035,-0.04253161243720383,0.5880853269282319,0.02416030211161682,0.3118333635019719,-0.4897763306522191,-0.11296676480112805,-0.052389213684382034,0.4562041889958713,0.19321658506898498,0.07366478110216083,-0.29482433496184945,-0.5412897294805944,0.607848704915915,0.4762159226648535,0.3964573857633809,0.6811288417216255,-0.3106242209783945,0.38681273490200935,0.08488594000198556,-0.024847146052025,-0.5337698110999992,-0.44293179677593636,0.34665910258575955
Cerebellum_3_R,0.5981825328449564,0.8118351976919306,1.0,0.5709484694273471,0.3199393499928054,-0.06641946399837327,0.02663057194405733,0.4050744473885381,0.5895884364174612,-0.2738634108038199,-0.2879484621786625,0.5421907275659977,0.12177317337915537,0.503038865218281,-0.451065199261238,-0.08370944746067538,0.06847209011868356,0.09394946717447278,-0.3546485549219107,-0.5104330184041782,0.32402365796119276,0.0939902136682339,0.4669184051362411,0.4262256323954461,-0.05749842466487797,0.025047686836465487,0.40960464639834193,0.3227596399366387,0.39885312021584446,0.2747547508100913,0.052972796706325535,-0.44648486597837744,0.11725287354492182,0.38008709324404955,0.25397119571020055,-0.15710417513822225,0.23009378059701255,0.10687809999953721,0.3315748575527952,0.47027754338715144,0.10496218512847139,-0.31706114097169913,0.12927430389119066,0.4534034050575988,0.5890588854801063,-0.029555421490072568,0.20414059851869398,0.4346724161687107,0.34171998539571935,-0.08104497414680674,0.04624118775393254,0.04034657169196722,0.24589447582077334,0.04161291649324043,0.03403841024117251,0.6696921958448472,0.2780464483702434,-0.41516988593788345,-0.1329585510304954,-0.44502229864954296,-0.2550293266099145,-0.011805336352264858,0.3211363801115719,0.39502592168432865,0.026249816680328834,0.6080242693283113,0.7029880651757208,-0.17153483499575262,-0.2731286463147324,-0.08718298049056608,-0.3274397310585203,-0.1559962617133146,0.2032828210705468,0.5594847750868625,0.05192489503492033,0.8184959769743971,0.24394061633884218,0.3578040876461813,-0.19941335585235298,-0.2078478775637205,-0.3251422598875018,0.17944345427007627,0.042117117808132,-0.16639294586974518,0.5182611480240973,-0.04488320454094925,0.7654077086221658,-0.0063708597682890136,-0.020757688156455338,0.34653818163854877,-0.051141055644122066,0.22416504819646407,0.049706521104578044,0.2732193811685099,-0.17128689491126253,-0.054729865612726816,-0.17099510425541975,0.1875822260125418,-0.3280168543659267,0.4148454997982248,0.28878409208593786,0.25550288917551117,-0.4244538691503808,-0.5799492989765296,0.3890598467769864,0.3038446462748771,0.4802214956198786,0.5452275859979062,-0.24665946464437652,0.4490493759643776,0.013085459373871452,-0.26158398813796047,-0.4199963445914773,-0.3186307406270189,0.26061932852300385
Vermis_9,0.5944038244234298,0.6317393626507486,0.5709484694273471,1.0,0.2150073262914396,-0.28199136853804263,0.4073330019108666,0.49606626348732225,0.5404836344323222,-0.1489922494838104,-0.4101735079834346,0.4095285457950806,0.27007429424086604,0.5410033994952196,-0.08092475832528236,0.3189895211225749,0.25847165779710485,-0.07402307189976184,-0.28069426981878887,-0.5184342081109159,0.40427544338634075,-0.13536055693852608,0.3135315198328229,0.3003112077980407,-0.06497028365147257,0.3140332577212856,0.26713468393059175,0.17823356457468914,0.5591912598102504,0.3715343597699666,-0.06302582329100785,-0.4865161613822643,-0.07225085975408393,0.35452159823230844,0.21073958959069114,-0.07351478691880772,0.40632622076039465,0.44013473330722447,0.5409963966566116,0.5253632725916492,0.10093175712795521,-0.4223895225014316,0.3551978826254267,0.43829091077917237,0.6245229730356343,-0.10605566468295469,0.23960560067647588,0.555777000059183,0.39221350110559083,0.323318623236966,0.03911665834179395,0.3466998933153319,0.48576281045275443,0.36002544875798986,0.11777456229499632,0.5002619221402834,0.3710420432938996,-0.4150931582954895,-0.059430374511708677,-0.4788638276323871,-0.22774858697621816,-0.10516561727156136,0.48322680774414195,0.48888878853495754,0.012423496749148713,0.2732145339398587,0.5829628659276381,-0.2650197995157658,-0.2204354658688911,-0.21405301405899319,-0.17201662859678982,0.14748172514335028,0.07885478386341511,0.5136583359899342,-0.1325334714207843,0.6033712395877964,0.15313692406338367,0.5182394908843555,-0.04076193709357364,-0.22040684694078688,-0.47266605977968773,-0.08107072541249673,0.0939286061148086,-0.25917846753786505,0.24528359212082554,0.12229217269512524,0.7618573230399283,-0.05395870894266439,0.2887092578657874,0.43748228575550313,0.07335882135294763,0.5631808789377906,-0.20065423416788436,0.4496680162940117,0.051123613153264025,0.3178218691697065,-0.32454883219380815,-0.15192163435062256,-0.0019849310242465432,0.41479753695315624,0.11837212357594536,0.05443694327811799,-0.18658437572445677,-0.3820030864269117,0.5234244880461283,0.19851621781821058,0.3374800255260429,0.36142928923905077,-0.24007191391293128,0.26456108396043415,-0.050101391974667696,0.08292573238288926,-0.32015898000047954,-0.39204672260980283,0.37988537295542557
Thal_VA_R,0.12367888727710388,0.14321067462971807,0.3199393499928054,0.2150073262914396,1.0,0.0877313943382788,-0.07704641750248607,-0.00029435914099367806,0.012653512522698255,-0.04533824938954864,-0.035396309547492025,-0.16684731502796277,0.06216247920238234,0.007039409660853931,-0.018480555539015512,-0.030536012739909,-0.03985037300412844,-0.22646799372428061,-0.34040765697051195,-0.24844665334335891,-0.24119621339513375,-0.3166867879347944,-0.0397761743472549,0.048317298290404424,-0.19816288126854928,0.06688011026405462,-0.07304035488399198,-0.13339624685236362,0.039328080815708745,0.0705104797489448,-0.19144237928710897,-0.10346634802530873,0.08430480191069928,0.038786872565883666,-0.17615172458733452,0.28004995213841705,0.09575587450210192,-0.02075624980076098,0.0018902716246365092,-0.05370115323742055,-0.10033655918384478,-0.024716614925913958,0.15537776663724193,0.03184027726516873,-0.009214162684289281,-0.3146210211842784,0.6542337195433517,0.09161592965711973,-0.11316040349320897,-0.0024667370138752253,-0.1180452332813664,-0.041155947340467854,-0.00988206932192146,0.10136163540320903,-0.16619425969285279,0.21994740167087945,0.06188005763700373,-0.10096526235694839,0.019795378979073817,-0.10555443106080376,-0.3737136647007654,0.10514165590950687,-0.019125626739224966,-0.01302574364997405,0.2782369249050072,0.2190319401689194,0.025686735946785125,-0.0581903816757121,-0.08323895226060184,-0.15913741018590152,0.05802316043399528,-0.13675486333433245,0.015659667654622057,-0.013820282350316846,0.02123308858296115,0.1395220280239774,-0.2832116053013744,-0.018786500965290616,-0.34933993247973755,-0.30912272472011626,-0.17073178153447008,-0.058339884925883816,-0.08872864172798597,-0.23535878464281318,0.08271993481102806,-0.309339791611998,0.20384014406055492,-0.30209417536910377,-0.1589261324766671,-0.07990921542144747,-0.005938429621430176,0.18618249482526378,0.2388798695038402,-0.07511239997814986,-0.043587333889928095,-0.2964364542828153,-0.00678632472114965,0.005389356135357389,-0.048464027164601006,-0.15281764438861997,-0.008044056293785452,0.18140296842101566,-0.21463311548462735,-0.15472718259552684,0.017138046468337657,-0.2766762897934752,0.4087629481325245,-0.1269129979415872,-0.3118971644980786,-0.16555202696482343,-0.22325415092180986,0.08625864010216659,0.025353654475001024,-0.0938177814046475,0.11972045804818574
ACC_sub_L,-0.5812205415164872,-0.403604601577086,-0.06641946399837327,-0.28199136853804263,0.0877313943382788,1.0,-0.5198752870924346,-0.5803392206522954,-0.5279140480019872,0.17483626074558775,0.8477867428853884,-0.12312613726063891,-0.3812194790022246,-0.5723024949166863,-0.34715306742836277,-0.6706124625337153,-0.22121672934461886,0.44150318422146145,0.555498338325842,0.6764049823525531,-0.6200176942161266,0.38441341728280404,0.029673183502668524,-0.5013448395967463,0.5433547338653526,-0.5375638648043439,0.027096942423309758,0.22471626195910954,-0.6648232851003267,-0.6369713963882999,0.2582758036754385,0.6595123014760073,0.5899104622385734,-0.1333313282738866,0.009602679938733007,0.29959421742997233,-0.17293526198202305,-0.7132453920302712,-0.6986817071785705,-0.2573771421898111,0.4629652872580079,0.846547745810997,-0.6172786666411373,-0.2007545515242253,-0.6244666011851576,0.42082910245101096,0.2931805795333812,-0.621604907436763,-0.2075961334626521,-0.6281752147364134,0.12043947049386891,-0.638185211070467,-0.7030786430040099,-0.5516866892732023,-0.6972319136517421,-0.006634508009733168,0.015584555567826786,0.4514783518949594,0.22625131230442563,0.6871205302454471,0.5159682848942028,0.5711546246500603,-0.6640839200411346,-0.7126971177353745,0.41261318914083267,0.21388964775787794,-0.47035358657410326,0.707306776996727,0.3959758565897143,0.7610823566030942,0.27050041094065747,-0.6108081194397516,-0.5367023617312067,-0.6666902423108824,0.7662830090179696,-0.3011484232700155,0.17973082747222266,-0.740978018606692,-0.03403685355025847,0.5822066392556992,0.20634725647777077,0.5954902475187488,0.07598336692464916,0.2656582555922703,0.1716507280386049,-0.6512876407388173,-0.1241899222969852,0.3480806125739876,-0.5268130467877552,-0.28020629459352103,0.01862611999427981,-0.422840005081547,0.3194123518087563,-0.6168723127320304,-0.4720039492093273,-0.5625804242933361,0.8211576468787275,0.7021243884789307,-0.18753410514303354,-0.059252193094726825,0.45292628818933034,0.42695917893453617,-0.2678664391657927,0.18708004211027657,-0.7191387403346581,-0.28587627345115085,0.15092438887057916,0.031747745138648295,0.6192416667569248,0.30126623069369474,0.09298001881298087,-0.3435222944847393,0.49800435977487845,0.6539320310078904,-0.10042967093054253
Precuneus_L,0.4123165754313651,0.37469332410289125,0.02663057194405733,0.4073330019108666,-0.07704641750248607,-0.5198752870924346,1.0,0.4559950231059952,0.41532733835901986,0.3355769449206004,-0.414711448116119,0.275110860231775,0.6795547724218368,0.480469530069617,0.5475685856811326,0.8052562189980139,0.4808685633646998,-0.17842533118978243,-0.16111712848622203,-0.39379902962228525,0.5781722000946462,-0.18359161220171946,0.17792208864547557,0.15136897396425558,-0.10712264456868476,0.7789411713393285,0.3420140065852831,0.05684688800851953,0.6431765910788665,0.5930828731161636,-0.08848031454629773,-0.4386800384689226,-0.3742404357672274,0.47118544924688904,0.2566765542707087,-0.10323169396582046,0.7469791380355161,0.804500448193169,0.6762600299505573,0.505584666311222,0.2204901814739932,-0.4896938795179854,0.6716915848222402,0.298634925383292,0.5192769195548116,-0.13566037286792412,-0.027241676338418428,0.6027624744981304,0.5806946249927046,0.8949206390523046,0.15245020716100394,0.6889744659208462,0.6995101830180727,0.8398172835977488,0.2118421335672527,-0.08542487773708796,0.4386767065778069,-0.13906612782382652,-0.05245892492007556,-0.2866552401215903,-0.27615043446971227,-0.3589802999407863,0.6198386875903792,0.47197547743896145,-0.2788070055203917,0.06593430397366368,0.21091677179925597,-0.22230319638653007,0.031278578921005974,-0.41598779814003034,0.16515307566473675,0.575078788721362,0.12015414563097074,0.3635570422253622,-0.4207177148411514,0.15305260651515837,0.08020150978773095,0.5659848851977359,-0.05021173539019287,-0.254790140504429,-0.10297835165101515,-0.528484201574915,0.1795327532283378,0.11890695900063665,0.11967468697995816,0.36928427949521825,0.1836679368472516,-0.14229775148236126,0.7643929296741169,0.6487566755738801,0.3670164717211544,0.6607413028294656,-0.1379283602597818,0.6353973089629067,0.16377611888299065,0.654116229269599,-0.5903481707212844,-0.5751207585837376,0.7224590135391409,0.16271082045128119,-0.20018623862585047,-0.06546991083309515,0.1280488735278632,0.0939824989101977,0.5532432130827367,0.18154672177964595,0.11650418153995515,0.1533385001463616,-0.21861496793099774,-0.15978237765553824,-0.08041511121824928,0.7112416181490512,-0.29226107749282954,-0.400136656644527,0.4609772135984671
Frontal_Mid_2_L,0.6592191735935652,0.5583504977840578,0.4050744473885381,0.49606626348732225,-0.00029435914099367806,-0.5803392206522954,0.4559950231059952,1.0,0.6621212093492688,-0.3697082684927917,-0.7440474781275458,0.35272469526565287,-0.014916589436086904,0.9648262483555288,-0.11373022795722239,0.5676741133276288,0.6179016344543673,-0.19910573761017408,-0.409754763917081,-0.6394156556139936,0.518635472979263,-0.09123435994601221,0.10914386495678309,0.46933958820269805,-0.1778557763093799,0.16476255259968742,0.32461684543357455,0.11386207155257459,0.6600777888193133,0.44538392814636074,0.02374722744906574,-0.6222906035804493,-0.36262426455981095,0.34470071583705586,0.09339619986644469,-0.20586642848790818,0.14975760469805,0.769905661821609,0.8986381449627249,0.4564220935643737,-0.15997152367355977,-0.7616155380877861,0.21748499816712646,0.517108310428573,0.7569252626815469,-0.2885563122706997,-0.059924449186732835,0.6183367603650267,0.5307290901744833,0.44793646140146803,-0.049188891550449726,0.8007342287117157,0.890212032109293,0.25840673158347593,0.47565720886478907,0.23988034161937785,0.09009211929879071,-0.5471630347352663,0.09505481128913666,-0.6880032062131788,-0.3779784587808576,-0.17162646102770085,0.9541896738806721,0.6860656469525924,-0.1264367191283285,0.03204089685524706,0.6670631099175852,-0.5189439880526929,-0.1231520737099714,-0.4466104622365618,-0.32540825826529657,0.33304168558783914,0.3863345626775134,0.7442930938203662,-0.5462847388423371,0.6119494519828996,0.09088007811177556,0.9094173262214494,-0.015775785032460438,-0.3948185234436118,-0.43505346491170305,-0.36410121601575135,0.5106128945429745,-0.2450286118270656,0.2741004982749074,0.2717738723235815,0.4419532830437232,-0.14443169414988793,0.4925304070283998,0.519239550561628,0.2839285945536795,0.42501136811324347,-0.17419896237444732,0.6394068578061477,0.2543940235766128,0.4516738176072306,-0.5833469365568276,-0.21160810981778164,-0.13241835901681775,0.2679563992806659,-0.09167588645125302,-0.34651201567943296,-0.0598371539121731,-0.3145403000565338,0.7602747966553496,0.24711430734320758,0.2122465597810125,0.13831117497604264,-0.38822146783357664,0.03695417966606899,-0.10187221167385219,-0.012046945017121145,-0.4971416747537356,-0.48205873609835104,0.46612724539922284
Vermis_6,0.8519253783548107,0.748716416960453,0.5895884364174612,0.5404836344323222,0.012653512522698255,-0.5279140480019872,0.41532733835901986,0.6621212093492688,1.0,-0.275123202357093,-0.6824635725802652,0.5112106039127101,0.3164533897058812,0.7301492844265033,-0.06577465801160218,0.3774041242951874,0.2127076922233994,-0.2530877180228183,-0.5501723781699935,-0.7359089367055721,0.5491885590931233,-0.20886846823050234,0.3433632966279514,0.5888627466587771,-0.3280358335653778,0.3802739001352569,0.36772481987203526,0.08578120451199256,0.8462115272191449,0.5886018041285196,-0.07151223290954492,-0.6829027768460338,-0.21548800696912124,0.4050843466061304,0.17783727599595842,-0.20513217139060294,0.3889936276363421,0.534658140337383,0.6785474909358665,0.6713951184491549,-0.09434640042956939,-0.7119940322387723,0.46836574953866283,0.42233998559847213,0.8891383137739656,-0.30970442977841495,-0.02119690003664597,0.7840376032411929,0.40670979464917567,0.3570483243527375,-0.05091413084937941,0.444051454659916,0.620418403110811,0.4017430650824609,0.5163351845856414,0.5267964073906742,0.17948906862904077,-0.5049155639287151,-0.23133497546365506,-0.6971149178360186,-0.48748339887738096,-0.3682966403004205,0.6422334443071201,0.7948441161753126,-0.1979920432671079,0.150249302118191,0.7851486243987835,-0.4912581682829562,-0.38749950383003684,-0.3983472982864667,-0.3456631767063454,0.394243601932545,0.4850933649644418,0.843700889598341,-0.3963670886322012,0.7256239181858467,0.11225653183388,0.7041117924138002,-0.04785179852663623,-0.47212355949828844,-0.47034320875447355,-0.18723845857793556,0.06747984630379542,-0.34343194406141225,0.14600665868999943,0.3319444666147258,0.46370589583845834,-0.25613396953677836,0.392882549417184,0.5202911629021884,-0.0033353945178435295,0.3169308906844892,-0.3665828096077564,0.5654137266333025,0.04005042360931675,0.4622792290451293,-0.5798647882046717,-0.25721400631989033,-0.0830645909236532,0.46066141932471744,-0.15327039311042356,0.016579571070032908,-0.07144821568401873,-0.4886756608433117,0.7854336197480158,0.28298156241766403,0.1547665268378557,0.3697240019999045,-0.48880908850238924,0.17225578651314646,-0.046824091991773634,0.04040902216014831,-0.5487286078693399,-0.6901520151276321,0.36088250611868267
Postcentral_R,-0.31800600694478903,-0.08735075753932706,-0.2738634108038199,-0.1489922494838104,-0.04533824938954864,0.17483626074558775,0.3355769449206004,-0.3697082684927917,-0.275123202357093,1.0,0.4825437173834617,0.18526575838754236,0.43464908530803115,-0.2908447344079017,0.3247687889761601,-0.03676069640308245,0.18308643351213846,0.133203338229116,0.36477999827282437,0.4359291839838152,0.09710041423246313,0.29316198653619113,0.2873836984834998,-0.3812667386002051,0.3757479324002149,0.24443302955072366,0.264113425996517,0.2426042752505868,-0.093985218278458,-0.00635952439070974,0.22920105917729583,0.3476802376454584,0.053378360912245015,0.2361934473863509,0.44551735996546643,0.28241847259541897,0.5677667634546684,-0.1536323937679959,-0.13937175499173615,0.15159515571085244,0.563671334533954,0.39422072896881305,0.08640924396420586,0.11644738642855455,-0.2746845988594938,0.3484956900190641,0.118488133611987,-0.11808194974384956,0.34642536566065757,0.11743348065494882,0.4043063945410245,-0.2102233244266896,-0.2447314317504906,0.24712636394806767,-0.4755363853439984,-0.29379740903836976,0.4382684208177318,0.5099896339255985,0.07657087765744691,0.5399188614974502,0.32078739782382465,0.08466115092717338,-0.272646689446513,-0.4044172443167322,0.10103969620053209,0.3431533047370898,-0.5530040911821085,0.4899556117411342,0.4781239282891624,0.0907930065613242,0.8140589660378542,0.013879855209818178,-0.42681390312205003,-0.4992275670743858,0.2324049131762364,-0.34674751005590104,0.3596599067753745,-0.22849736451963404,0.11504109732994733,0.3147293554307307,0.3139081821100223,0.07530217811417908,0.09664236861588571,0.4552319309128752,0.1368171683483359,-0.2130012213048195,-0.16514708850603402,0.21553486719190165,0.461670773399885,0.41111799066958943,0.3245509515415817,0.10208431182143408,0.13213152343223752,0.2968382266833125,-0.031975033983827915,0.0312895609155732,0.10424290098701974,0.007954791149867815,0.7127134386170366,-0.3619417850000129,0.11006847486514834,0.1352407784298749,0.004770965860311264,0.4621101866603617,-0.37491316534521657,-0.02726341628684362,0.024633672639527423,0.31094691896448434,0.43539810245272254,0.13322543116552613,0.23121045184677017,0.393444823253232,0.4065090442777902,0.2578693671021199,0.32305762463523574
