,Temporal_Pole_Sup_R,Temporal_Pole_Mid_R,Thal_PuI_L,Thal_VL_L,Temporal_Inf_L,VTA_L,Cuneus_R,OFCpost_L,Amygdala_L,ParaHippocampal_R,Cingulate_Mid_R,Thal_VA_R,SupraMarginal_R,Amygdala_R,Frontal_Sup_2_R,OFCmed_L,Rolandic_Oper_R,VTA_R,Temporal_Pole_Sup_L,Cerebellum_9_R,Cingulate_Post_L,Hippocampus_R,SN_pc_L,Parietal_Sup_R,Occipital_Sup_R,Thal_VPL_L,Vermis_6,Occipital_Inf_L,Cerebellum_9_L,Vermis_3,Thal_PuL_L,SN_pr_L,ACC_pre_L,Thal_MDl_L,Thal_PuL_R,Lingual_L,Cerebellum_8_L,Temporal_Inf_R,Occipital_Mid_L,Olfactory_L,Thal_AV_L,Thal_LP_R,OFClat_R,Temporal_Sup_L,Thal_PuA_R,Cerebellum_Crus2_R,Thal_IL_L,Cerebellum_Crus1_L,Caudate_L,Cerebellum_Crus2_L,Thal_LP_L,Thal_MDm_L,Cingulate_Mid_L,N_Acc_R,Thal_VL_R
Temporal_Pole_Sup_R,1.0,0.43856352266357934,0.0578719644137364,0.14938759561152126,-0.19609261893883642,-0.016401782058167676,0.10920764766664798,-0.2066871080688057,-0.2902887603250251,0.27312660989614657,0.19889296414508195,-0.15281764438861997,-0.2372726912102985,-0.11094422731863064,0.22813448625835434,0.12439494199436595,-0.5291082519023813,-0.31762456822756374,-0.37112852121622564,0.10991913702965928,0.23617125583659784,0.3475034560965783,0.06929854648348725,-0.27119731299778704,0.05772113702829847,-0.026180721980667863,0.46066141932471744,-0.09487397692110729,0.4302204812851334,0.11480957766067337,-0.123824626653509,0.1448058295114719,-0.015114448180506553,0.14242837345134246,0.27513262677379197,0.36271765532618816,0.2526767071217274,0.6166280096816081,-0.15600911859603936,-0.15538779276898537,0.034737311034658276,0.2917603525098974,0.13226894633916642,-0.3445596404046818,0.24369445701382766,0.21542600107934773,0.12770163215923033,0.12152646022899218,0.30238281085796,0.07626353961998585,-0.02135259261514103,0.05808214776124413,0.0965532110502911,-0.05421414569984437,0.14520213800400167
Temporal_Pole_Mid_R,0.43856352266357934,1.0,-0.5294687102305261,-0.13442582529310868,-0.13824614042713707,-0.6123502902993972,0.3998207091268602,-0.8396714392346064,-0.5201669966610757,-0.3370338650083403,0.3828204390769355,0.017138046468337657,-0.3246053350610315,-0.7187366981383352,0.46547308928082154,-0.563255902558313,-0.4590775162759349,-0.7754033992347912,-0.7737413188792513,0.5650125360669626,0.28049808546860977,-0.37191101835060164,0.08735716935959473,0.05823584332329839,0.5208598443590271,-0.516486211753591,0.7854336197480158,0.11083238340696504,0.35448892120707043,-0.12532596170667537,-0.2874080103875839,0.5076530430536348,-0.6257008242554437,-0.15990897342428773,0.4911568125218696,0.8672520913763254,0.6726306583460847,0.7434052284957131,0.14531403175361302,-0.8257738586644295,0.3180015933466891,-0.02660011585229363,-0.459254031778274,-0.4520968993139942,0.17828164087522538,0.7354776058363706,-0.3977149407404187,0.6570508282833292,-0.11804701716669673,0.6684697846444557,-0.3834334961018627,-0.3643317363238869,-0.040293841557189264,-0.7944825431511581,0.06808059046306618
Thal_PuI_L,0.0578719644137364,-0.5294687102305261,1.0,0.467151321451492,0.2188552512758743,0.5163053341594944,-0.4490488579754817,0.6088400067528253,0.24626810494037013,0.5522854008043163,-0.03299350791402085,-0.058339884925883816,0.07562466521474931,0.4830556141870841,-0.11164122021184128,0.6560125680319816,0.1287386234286705,0.46435528112915625,0.43667163652013297,-0.46280164304453475,-0.1074720917187408,0.5335191930080203,-0.01229793102025295,-0.4123015554892297,-0.5926773616416863,0.6416189554594102,-0.18723845857793556,-0.18114397771800328,0.14493126549741414,0.35875247589266085,0.19875764904066093,-0.3505961591708887,0.5589178054712227,0.36052070824023963,-0.38885664219921023,-0.5178110126989002,-0.5243833919656069,-0.15034972603495886,-0.5712666626758616,0.635300877441072,0.002125877746313611,0.30558474408926184,0.5797940411654403,0.2662139140387803,-0.06619193187456456,-0.5306594314899995,0.4572286078328705,-0.2504826934386141,0.41825590446946204,-0.45481218993547273,0.5651185950074566,0.5573435532934664,0.3062893357885587,0.6599912553120656,0.17269190461651665
Thal_VL_L,0.14938759561152126,-0.13442582529310868,0.467151321451492,1.0,0.5736989634336598,0.4855334108489181,0.03608591718508441,0.29495234802159903,0.2689381055032421,0.45108322630126935,0.4890874801333611,-0.2832116053013744,0.15291505787297688,0.22250711911914203,0.5189270716876074,0.2735678388483682,0.28030032105627206,0.31706207866881353,0.2667563261167175,-0.13870547461449625,0.34662369306882423,0.43662927354432995,0.09482938939395262,0.030386915343795857,-0.19846954029673974,0.47940660716934347,0.11225653183388,-0.006601352111529114,0.24803509134265161,0.4341614390930969,0.17081971718035735,-0.027422576466262807,0.19878079514674377,0.6901884507334564,-0.009844516520386506,-0.11365938670320302,0.017239293985357305,-0.0028164305465695986,-0.17504940691423526,0.33870199770534587,0.47231761048013043,0.4866277394243167,0.4951393881115549,0.4996740344881225,0.040240971637422615,-0.2979578221653653,0.502778210064044,-0.0012095485583910204,0.6321705578124718,-0.3577061112265437,0.4773442670724776,0.6676486847702948,0.6693398070549432,0.2535481474357195,0.3652191779440497
Temporal_Inf_L,-0.19609261893883642,-0.13824614042713707,0.2188552512758743,0.5736989634336598,1.0,0.264661706100479,0.20460713557530993,0.3085835282504614,0.5694878193010128,0.09029458150592924,0.3984461298288953,-0.1180452332813664,0.25665432306617586,0.15430080067157917,0.4432301906516684,0.11633999632705908,0.4198135512572654,0.3405687845227395,0.46755864544220865,-0.07550073325058039,0.24539084439805672,0.12146945783810403,-0.03170144422476871,0.30767310663977987,0.056968102152292296,0.12437522825387941,-0.05091413084937941,0.3658572832238696,0.008215248206182562,0.335945453526803,0.07730793397367339,-0.17698357199444573,0.23361863937201355,0.3281061245987841,0.0688453961713881,-0.00047019970195315216,0.08010992323736867,-0.2856443232120472,0.19756975812259842,0.24796053442510468,0.25750679833721785,0.19063489047475188,0.18171859377157462,0.65554639284999,-0.006880454081397979,-0.16477787504421174,0.09122811902217226,0.2631592519634057,0.2216878242733351,-0.10361688260741934,0.3106165204890288,0.4316708512345744,0.6115732016545179,0.07955366589491383,0.2383341704727176
VTA_L,-0.016401782058167676,-0.6123502902993972,0.5163053341594944,0.4855334108489181,0.264661706100479,1.0,-0.19764968742087582,0.6934438138515732,0.44365698691507105,0.6124842788880349,0.02898200035909967,-0.3737136647007654,0.22443752995651484,0.7830066436764892,-0.04752472086476021,0.5934103844587933,0.2993856004417724,0.6193742970190912,0.5954242600864003,-0.39911863933195957,-0.09796124337177065,0.716345211888742,0.001995805171734239,-0.01711497853184084,-0.42208432848404226,0.545078398476584,-0.48748339887738096,-0.014260455470347613,-0.07066376015744764,0.19947500998449502,0.14920804616035668,-0.42433073480978784,0.45266768525096684,0.37196360482953983,-0.24686933233405542,-0.5571131733345142,-0.23549891178411012,-0.3566892381140394,-0.23960753778505345,0.8000273150583171,-0.05728499455387824,0.45998739873053435,0.5964040041541785,0.417690131631177,0.0927120724458767,-0.5473127167704526,0.6892205238596241,-0.4476563076364426,0.3676998545084212,-0.5811161679061526,0.47664184768232787,0.657300912955232,0.2810668414676965,0.6227426738480023,0.21197437320660617
Cuneus_R,0.10920764766664798,0.3998207091268602,-0.4490488579754817,0.03608591718508441,0.20460713557530993,-0.19764968742087582,1.0,-0.24480659459990614,0.06317676562442882,-0.2589891357597681,0.39151856270124713,-0.013457304519149517,0.40611218653627357,-0.37348133182879534,0.534519404111866,-0.30286728554232817,0.30645210012527624,-0.22451466924422292,-0.09608225256434282,0.48426284894666866,0.36377778613398065,-0.25442995054735257,-0.032157972571782656,0.7330159819382517,0.8348762894818391,-0.4704084123605699,0.30686977213776134,0.2621279367338681,0.02018544186256502,-0.03132046067932623,-0.21560577623446678,0.19915333292705592,-0.3427696965039418,-0.09145519545586608,0.38228486519653737,0.5990227705301248,0.6189744149233931,0.040603724367951295,0.6586129981066583,-0.3518832678079692,0.1629996610493274,-0.08860806685169909,-0.3195508043269942,0.015226171562138064,-0.09956311435368674,0.1889236701667219,-0.23908032468145743,0.13804931438066226,0.2192810758312185,0.09257074878996908,-0.5357800994283757,-0.3175957091723811,0.2744760980561001,-0.4897294850319019,-0.13579724261363502
OFCpost_L,-0.2066871080688057,-0.8396714392346064,0.6088400067528253,0.29495234802159903,0.3085835282504614,0.6934438138515732,-0.24480659459990614,1.0,0.671043031400721,0.4528069606470295,-0.1497534502270195,-0.035396309547492025,0.4240829838857878,0.7768861145892183,-0.18813236151686633,0.8069301794222251,0.5140300353052109,0.8091911122046757,0.903112070435295,-0.43221273571459545,-0.18246265981269044,0.5072228295824232,-0.014824506790333744,0.07599833100254026,-0.4068412268009467,0.49023408425362386,-0.6824635725802652,-0.06001211602636749,-0.2580940633181517,0.22341848005195591,0.15015015796466316,-0.5417037590533746,0.8154956854185227,0.22588205419780466,-0.5147292088615072,-0.7418248566999837,-0.5226873681189907,-0.6997199186572814,-0.11817870381277036,0.900670907928857,-0.21738777417358868,0.09428218177800105,0.5513148149805145,0.5499054577038301,-0.13150069689461352,-0.7697819039308587,0.4293928240289687,-0.5886108032831169,0.29204283730865105,-0.6375953667177202,0.4296299794781809,0.5020442095741251,0.1985825910734346,0.8084570629719551,0.08220223693017792
Amygdala_L,-0.2902887603250251,-0.5201669966610757,0.24626810494037013,0.2689381055032421,0.5694878193010128,0.44365698691507105,0.06317676562442882,0.671043031400721,1.0,0.046012725748730346,0.005944944539903385,-0.10096526235694839,0.3869085361397686,0.5507017338960226,0.017975346222942938,0.2805256474618944,0.5446940155168319,0.6083205984838814,0.8551669395683971,-0.3075626872806388,-0.19396176011747665,0.25581674356349576,-0.2767962337362376,0.3030763791727795,-0.11811823093654696,0.0037704108633342345,-0.5049155639287151,0.45856644746386893,-0.47964464760466013,0.07749452894122949,0.01507570012439092,-0.6011976642193486,0.5028785656540975,-0.05696766722681749,-0.045483482998093815,-0.2827297195994748,-0.2088829112838383,-0.7237179430721067,0.3544602691280153,0.5896012137709841,-0.21301940257361582,0.023957546889573713,0.09052832734006908,0.6947824202506079,-0.016031680043441306,-0.3304288262278501,0.03462497261777972,-0.1929588334137739,0.07380913257804016,-0.24828931622204228,0.17251991228098493,0.29002237516495627,0.2679699453051988,0.39181973600035697,-0.08003232817225071
ParaHippocampal_R,0.27312660989614657,-0.3370338650083403,0.5522854008043163,0.45108322630126935,0.09029458150592924,0.6124842788880349,-0.2589891357597681,0.4528069606470295,0.046012725748730346,1.0,0.18008974914041007,-0.008044056293785452,0.1381682757570785,0.6231218294031611,0.06473315842613897,0.5998995098982123,0.05104725155641672,0.4868176283410137,0.22313800433143247,-0.0616111686271771,0.1368615728655818,0.7960839564807058,0.44786245237585065,-0.19876008972098597,-0.37206815108971336,0.5668957019184608,-0.15327039311042356,-0.40284573372876203,0.44020437229421566,0.4946557612658772,0.15329407078587154,0.05705011592216852,0.28763381229842844,0.5115784369597726,-0.33439309594390204,-0.42227252379988295,-0.306667028057091,0.08885783539109592,-0.4761723227284928,0.5252003283702855,0.18454889903525312,0.2719083314902649,0.7283979979561199,0.13171103067660264,0.1852098619157602,-0.5691572571759556,0.6924631354489138,-0.37208234951519153,0.43894670076267506,-0.5278193507440043,0.44177583021630146,0.5940820627737505,0.31436135922721187,0.5407004680378171,0.45620696155247614
