,Amygdala_L,Thal_MDm_R,Temporal_Pole_Sup_L,Temporal_Pole_Mid_L,Rolandic_Oper_R,Vermis_10,Lingual_L,Frontal_Mid_2_L,Insula_L,Temporal_Sup_L,Heschl_L,Precuneus_R,Cingulate_Post_R,OFClat_L,Thal_IL_L,Cerebellum_4_5_L,Cingulate_Post_L,Cerebellum_9_R,Occipital_Sup_L,Frontal_Sup_2_R,ParaHippocampal_R,Temporal_Sup_R,Thal_MDl_L,Frontal_Sup_Medial_L,OFCpost_R,Frontal_Inf_Orb_2_R,Angular_L,Vermis_1_2,Frontal_Med_Orb_L,Rectus_L,Vermis_3,Thal_AV_L,Temporal_Inf_R,ACC_sup_R,Olfactory_L,OFCmed_L,Thal_MDl_R,Cerebellum_3_L,Raphe_M,Thal_VL_L,Precentral_R,Thal_PuM_L,Cerebellum_Crus1_L,OFCpost_L,Thal_PuI_L,Thal_PuA_R,Red_N_L,Heschl_R,Vermis_9,Raphe_D,Pallidum_L,Parietal_Sup_L,OFCant_R,Vermis_7,Postcentral_R,Thal_PuM_R,Temporal_Pole_Sup_R,Pallidum_R,Thal_IL_R,Thal_MDm_L,Supp_Motor_Area_L,Frontal_Inf_Orb_2_L,Supp_Motor_Area_R,Putamen_R,Temporal_Pole_Mid_R,Cerebellum_3_R,Parietal_Sup_R,Thal_LP_L,Caudate_L,Thal_VPL_R,ACC_sub_L,Cuneus_R,Cerebellum_6_R,VTA_L,ACC_pre_L
Amygdala_L,1.0,-0.24239225299707193,0.8551669395683971,0.7460342290017806,0.5446940155168319,0.025673643443515214,-0.2827297195994748,-0.5471630347352663,0.46431206405510933,0.6947824202506079,0.49689350609522437,-0.02105678040244353,-0.06815152622058368,0.7656190878508089,0.03462497261777972,0.04463002286117098,-0.19396176011747665,-0.3075626872806388,0.17684261934250897,0.017975346222942938,0.046012725748730346,-0.4791340988438705,-0.05696766722681749,-0.4574596774070584,0.6431195895948713,0.3237222320706938,-0.19368246255063215,-0.2498781258054859,-0.21014062827304036,0.3474754037193756,0.07749452894122949,-0.21301940257361582,-0.7237179430721067,-0.49542708189081547,0.5896012137709841,0.2805256474618944,-0.390344995390928,-0.08804662435412232,-0.07841094127220304,0.2689381055032421,0.45489351473509565,-0.07862013598812173,-0.1929588334137739,0.671043031400721,0.24626810494037013,-0.016031680043441306,-0.0592369476404911,-0.48834823380638537,-0.4150931582954895,0.5605751227207812,-0.5109344627723217,-0.18753941254736692,0.12310813609133098,-0.4703289747835829,0.5099896339255985,0.02933032777117614,-0.2902887603250251,-0.1470286259064833,-0.28897446218174866,0.29002237516495627,-0.6294612249705391,0.7271405178325412,-0.33081975072697795,-0.12115193634324443,-0.5201669966610757,-0.41516988593788345,0.3030763791727795,0.17251991228098493,0.07380913257804016,0.15854998078587285,0.4514783518949594,0.06317676562442882,-0.5400861181139387,0.44365698691507105,0.5028785656540975
Thal_MDm_R,-0.24239225299707193,1.0,-0.23015801560126145,-0.31846724826647144,-0.3351830359689739,0.14073271572020854,0.22943539061903825,0.24711430734320758,0.126080452430799,-0.32379300491058916,-0.11396814368476316,0.18891221202597508,0.43873745592260316,-0.3649402566737829,0.4737509764923663,0.4875620785867162,0.21093357779228913,0.17391087776252498,0.007328276889734418,0.3543488755885156,0.35047561555247464,0.22884940414127555,0.28416905383696345,0.45560358949831126,0.10753482229583558,-0.02328869675443056,0.07012987277576976,0.21903738367962142,0.17286001856758318,-0.3435189350761127,0.22465866527027156,0.30741311435017044,0.47964487888369545,-0.041426695230068436,-0.03396012595980351,0.04709368631140571,0.7281281656168662,0.33607785042525207,-0.1347342044463039,0.2956362193676218,-0.09216431648137353,-0.14890400356231104,0.20581205882155912,-0.1797821795388495,0.035273562665571905,0.6844925386567831,-0.3845945769740936,0.07930513345974213,0.19851621781821058,0.052093685217821754,0.44193304353844887,0.10514601270576858,-0.466320888990727,0.39282308650200065,-0.02726341628684362,0.0008802321169105407,0.3701889772345991,0.3784755625768158,0.13198209601514277,0.46930403974865503,0.3145196403748052,-0.19801959780312758,0.3470433986668035,0.414433672221603,0.3000624115776893,0.3038446462748771,0.022895028377977213,-0.06530469042668292,0.34066150863530814,0.6919661328628274,-0.28587627345115085,0.0653364654710365,0.46801547949633554,0.2066143164980594,-0.17082407253246176
Temporal_Pole_Sup_L,0.8551669395683971,-0.23015801560126145,1.0,0.9388576997825737,0.603414003551668,0.05784141217231558,-0.5925020545282388,-0.6880032062131788,0.41096654084850925,0.6899614898644417,0.49258908697232906,-0.07167515204151965,-0.08204138468607274,0.8912881970385137,0.24737980211912383,0.02819154386934115,-0.22882052849608087,-0.3962552635532194,0.02674615770995424,-0.10477577433745631,0.22313800433143247,-0.5887625628843521,0.06965194591467293,-0.5748989310355409,0.7381374195535717,0.5535901746689589,-0.4462722331431935,-0.21056490835608319,-0.2734342973247106,0.49641544345559774,0.08709247429296205,-0.23110867094926332,-0.8175791468709779,-0.35492995239233094,0.8158069726367985,0.5533243916701075,-0.48914822076459513,-0.0701588603502809,-0.182414096290477,0.2667563261167175,0.45659510845495066,0.12276207208146635,-0.45257110481163443,0.903112070435295,0.43667163652013297,-0.09295852118633413,-0.06584905983798602,-0.44617096198396067,-0.4788638276323871,0.5524563389444885,-0.6063908634686551,-0.3898926234291039,0.2554492183002952,-0.5543199070888517,0.5399188614974502,0.26189395959565787,-0.37112852121622564,-0.023906310476119845,-0.4666836413494628,0.4312554875695418,-0.7981191512674263,0.8935105864844245,-0.4796007861656155,0.04447281617637161,-0.7737413188792513,-0.44502229864954296,0.22811183462780127,0.3313484854640179,0.13845081212080013,0.13346061894277314,0.6871205302454471,-0.09608225256434282,-0.7261903508587246,0.5954242600864003,0.7339796090405539
Temporal_Pole_Mid_L,0.7460342290017806,-0.31846724826647144,0.9388576997825737,1.0,0.5653253490591577,0.11564922693885846,-0.7189540901313326,-0.7488386196747868,0.2621653816033278,0.6393363908490998,0.4079702567484531,-0.16447414421167117,-0.15083073978266895,0.8727130118101774,0.30603750900289683,-0.004675372276466105,-0.2643924184416207,-0.4462734250258726,-0.10275169242191122,-0.26304716865762595,0.2961948752387355,-0.5746738991272847,0.13017555278792417,-0.6760646539881912,0.6881342646098753,0.616073408756026,-0.5596735455576536,-0.16171337142062814,-0.2878397079144772,0.5939500199431834,0.11510653775192227,-0.3159241369453435,-0.8160725371302843,-0.22132339098005002,0.8663141360668593,0.6468608404911741,-0.6175396504780462,-0.06596560921619922,-0.1683573296689388,0.22578527089033926,0.3815815470314395,0.2714699126839598,-0.550908975105932,0.9327837384544628,0.5371042128000943,-0.16187912691770096,-0.01496072406427755,-0.35270941679854406,-0.44392832042662067,0.46943916352129966,-0.6167491151633947,-0.5172825422226367,0.38074436433437675,-0.5734155644443099,0.4615914100851079,0.3959283630248757,-0.35793701126651967,0.044256889325127474,-0.5589282922844698,0.4208090474196883,-0.8468408937456746,0.9107367977859436,-0.559283461365661,0.10072645653433537,-0.8725286796602231,-0.4191658549931808,0.09293551491048821,0.4041755946062991,0.1484946048269303,0.03513507609662378,0.7607303727578432,-0.2275438775200166,-0.8127869189578361,0.606074293867396,0.7512136994402197
Rolandic_Oper_R,0.5446940155168319,-0.3351830359689739,0.603414003551668,0.5653253490591577,1.0,0.1826891178550097,-0.28405969709903606,-0.32540825826529657,0.48635904358596727,0.630435334512247,0.36022109220864557,0.35874069154956856,0.05160133297764036,0.4656943827410694,0.08593467909193114,0.15901103256415938,0.13195972191345415,0.019195711740394226,0.24164998498761686,0.2660455161441244,0.05104725155641672,-0.12872292098207186,0.15062673298440352,-0.28638294919373664,0.3330384319872546,0.07682302572744935,-0.10744253458612861,-0.11117536874030344,-0.019341219466883542,0.3290651183261396,0.24381387752733602,0.1418372470300783,-0.6717740347252923,0.12235465351219532,0.36571767151952106,0.23281857525983723,-0.1446669975044422,0.18168407646190143,-0.1204884861787275,0.28030032105627206,0.8273632270537467,0.04367617342586695,-0.3928721867247815,0.5140300353052109,0.1287386234286705,-0.42718679773837853,0.06689701761781285,-0.27117367295569833,-0.17201662859678982,0.23733769200816168,-0.19868861156724255,-0.01167772655028048,0.32957786359216157,-0.39411758564357224,0.8140589660378542,0.18979233664112613,-0.5291082519023813,-0.20722041292410634,-0.1360608163165742,0.15311083072467999,-0.294867713909398,0.4845168561393851,0.1258610883391085,0.06463708833763208,-0.4590775162759349,-0.3274397310585203,0.5205941483600933,0.16009344485883342,0.23942971385037548,-0.1335788813854672,0.27050041094065747,0.30645210012527624,-0.3890395647239597,0.2993856004417724,0.2589657800790392
Vermis_10,0.025673643443515214,0.14073271572020854,0.05784141217231558,0.11564922693885846,0.1826891178550097,1.0,-0.16301141100876254,0.13663470205823114,0.319922530807698,0.2775236060161932,0.23783722659444745,0.29175326859731004,0.40951249988030003,-0.016722871811150397,0.3279009589069031,0.6161438344311833,0.43680315961674426,0.27724832619549505,-0.10742849812258853,0.3513087237925669,0.5445768294680565,0.2538991660550705,0.4971860615526958,0.23121749239984304,0.17092894806733477,0.1611504810345738,-0.07556991986645444,0.5981689971044964,-0.08025848700778472,0.13363746133455603,0.7397164272883676,0.4078661160340229,0.11219444870634673,0.1388059193007736,0.14639464417439466,0.2895364577433204,0.14335686382921203,0.6728729155875277,0.18398485975081955,0.4877422408332529,0.3183244308429119,0.3941196742685242,-0.1075076530176588,0.17979770360680006,0.3242745869907568,0.02982831966579678,0.061274785564893276,0.26399181631647967,0.4764436264115239,-0.08011694776026347,0.06694578694885153,-0.0884565461233704,0.24124287813345877,0.3410568570703443,0.2183873668667676,0.2751051103818573,0.16440908554488445,0.4684785220903616,-0.08655263461501725,0.36466400334330334,0.09274784109427509,0.07141661309981731,0.23938007249824045,0.489600664246251,-0.08774019946158951,0.5359016999285972,-0.026801686987952295,0.3469052470821676,0.3601520266452343,0.13841689831433343,0.17438381007003279,-0.00219693568745228,0.11791181639550855,0.2429880665264446,0.106661153793356
Lingual_L,-0.2827297195994748,0.22943539061903825,-0.5925020545282388,-0.7189540901313326,-0.28405969709903606,-0.16301141100876254,1.0,0.5833036564508748,0.08281733684575775,-0.3310296169939069,-0.18599504365713684,0.3783012625565272,0.16191208895424605,-0.6332173271483129,-0.4555022721002742,0.09804684348147834,0.2598124599243553,0.4882943187639557,0.42263337570953075,0.4905893215988647,-0.42227252379988295,0.5288575360573489,-0.2356927938152001,0.5828955155899832,-0.48627914114127385,-0.6212708577292082,0.7165908647222127,-0.00019404246153799224,0.18445299649329283,-0.5330320876209953,-0.13749267168512413,0.16966377734930424,0.5561217216969775,-0.05955571923286927,-0.7549017707959605,-0.6217500112777877,0.5400571051797283,-0.00876186241224754,0.1928106121102334,-0.11365938670320302,-0.11189127191077448,-0.48141940900135205,0.597390067675293,-0.7418248566999837,-0.5178110126989002,0.15275471958547768,-0.07121082368814204,0.13976628452961604,0.3930906606363568,-0.20936501952419243,0.5493107362744261,0.6984716777241055,-0.42900915283950175,0.40072585006073963,-0.16738103272179367,-0.6483488286733111,0.36271765532618816,-0.20207096095087473,0.5879546514819621,-0.3834548364366027,0.6777061838648236,-0.6956110863533148,0.5264187745434538,-0.2852479722597526,0.8672520913763254,0.1893765823656898,0.24715991805220772,-0.4842140774652608,-0.0592161261969929,0.050382444924767567,-0.7450529332822455,0.5990227705301248,0.7918647357766143,-0.5571131733345142,-0.5899711884654091
Frontal_Mid_2_L,-0.5471630347352663,0.24711430734320758,-0.6880032062131788,-0.7488386196747868,-0.32540825826529657,0.13663470205823114,0.5833036564508748,1.0,0.04812180949636873,-0.1231520737099714,0.02374722744906574,0.14975760469805,0.32461684543357455,-0.6222906035804493,-0.14443169414988793,0.13831117497604264,0.34470071583705586,0.42501136811324347,-0.012046945017121145,0.519239550561628,-0.09167588645125302,0.37683285847062287,0.11386207155257459,0.8310431085556017,-0.409754763917081,-0.4466104622365618,0.5676741133276288,0.17530788898951843,0.2543940235766128,-0.4667165922994114,0.03204089685524706,0.517108310428573,0.6670631099175852,0.1691994108964527,-0.6553917986508124,-0.5462847388423371,0.518635472979263,0.12409722655044106,0.1564459360448095,0.09088007811177556,-0.20960278023964815,-0.11602171572665747,0.46933958820269805,-0.7440474781275458,-0.36410121601575135,0.13005636177223273,-0.08396387387564636,0.23988034161937785,0.49606626348732225,-0.43505346491170305,0.4049910654460221,0.44793646140146803,-0.1264367191283285,0.6119494519828996,-0.3697082684927917,-0.17162646102770085,0.2679563992806659,0.004273122603864671,0.29507182804887633,-0.09123435994601221,0.9094173262214494,-0.6394156556139936,0.6394068578061477,0.03695417966606899,0.7602747966553496,0.4050744473885381,-0.13241835901681775,0.05173478151870372,-0.19520033310588275,0.08794010830000858,-0.5803392206522954,0.13375347289850104,0.7569252626815469,-0.3779784587808576,-0.5661206999519518
Insula_L,0.46431206405510933,0.126080452430799,0.41096654084850925,0.2621653816033278,0.48635904358596727,0.319922530807698,0.08281733684575775,0.04812180949636873,1.0,0.5162744900159393,0.7118137368565531,0.35601185929687046,0.32631681878719704,0.29953307478635677,0.08271810017528268,0.5810152539033462,0.16496626723883223,-0.005229501323473256,0.04267493202570371,0.6317479343912067,0.19847465107016687,0.20387534903116158,0.26917385447238795,0.18915350365395717,0.35042131064769483,0.18496193454388465,-0.059244229096742505,0.2695323561135628,-0.20177898394331825,0.2693746876884463,0.37638186726974465,0.37418173562898654,-0.08759285340833996,-0.3073939531725022,0.24682198122708762,0.2322943301792775,0.18568441528104898,0.41694251261134524,0.2615667769089204,0.6368413478981181,0.5325062187095961,0.160107799843442,0.10619936700697921,0.3035035764765251,0.2953464828068723,-0.09489358497086119,-0.14157448047105686,0.1181813612163844,0.16724504097495416,0.1281198409039412,-0.015573082622327698,-0.02062131903476212,0.11904464917228277,0.21468757158497723,0.43381744310484943,-0.08798518836729473,0.03130172054702306,0.26372182310131825,-0.1872430412722685,0.38101505984796846,-0.05625724025160012,0.2702917676833558,0.23257209345061516,0.39933758191334173,-0.02204849031061453,0.20022734942691645,0.21534129637493427,0.20921444101645312,0.43856020612438434,0.08137567535580127,0.14563140243792813,0.28647852394389284,0.13010320454413613,0.31679490075384925,0.26393061194575573
Temporal_Sup_L,0.6947824202506079,-0.32379300491058916,0.6899614898644417,0.6393363908490998,0.630435334512247,0.2775236060161932,-0.3310296169939069,-0.1231520737099714,0.5162744900159393,1.0,0.6900255272760488,0.07460835732072854,0.15724988828832148,0.6857171005857928,0.16072489317827668,0.09541283287054116,0.06590243400339825,-0.20476271869393015,0.08714353536842438,0.2377959405453095,0.13171103067660264,-0.3852416496064334,0.30501206626371896,-0.18031287278001934,0.5498611139198063,0.30737487545935244,-0.04279758687355921,-0.13290090489162787,-0.1851241818908767,0.33266859073191685,0.2040884773177613,0.0966787835473321,-0.645523103486319,-0.18776579148299596,0.49551880162074036,0.1942904792184182,-0.31015327930072534,0.03659478727771928,-0.024288696371498917,0.4996740344881225,0.5106184561164416,0.15486180528506877,-0.2560249495708902,0.5499054577038301,0.2662139140387803,-0.1643061525199094,-0.06048851348974586,-0.39027830339691033,-0.2204354658688911,0.3175623962933549,-0.44665996340833536,-0.12755134832309103,0.3950769878835648,-0.30030735453241186,0.4781239282891624,0.24802514726894503,-0.3445596404046818,-0.11639456535021281,-0.4171696665975282,0.43791533770203417,-0.3072945608664905,0.6882887693291552,-0.05385909869743386,0.035318416733741254,-0.4520968993139942,-0.2731286463147324,0.2379546844501065,0.5323991316063118,0.07496150584212899,0.13109495620550032,0.3959758565897143,0.015226171562138064,-0.4432379781880354,0.417690131631177,0.4151260349700993
