,Thal_AV_L,Precuneus_L,Fusiform_L,Precuneus_R,Pallidum_R,Cingulate_Post_R,Temporal_Sup_L,Caudate_R,Thal_MGN_L,Amygdala_R,Hippocampus_L,ACC_sub_R,OFClat_L,Frontal_Inf_Tri_L,OFCant_L,Thal_AV_R,ACC_sup_L,ParaHippocampal_L,Rectus_L,Heschl_L,Frontal_Med_Orb_L,Thal_PuM_L,Temporal_Inf_R,Calcarine_L,Supp_Motor_Area_L,Thal_VL_L,Caudate_L,Fusiform_R,Parietal_Inf_R,Vermis_6,Thal_VPL_L,Thal_Re_L,SN_pr_L,Cerebellum_Crus2_L,Parietal_Sup_R,Thal_PuI_L,Cingulate_Mid_R,Cerebellum_6_L,Temporal_Mid_L,Parietal_Inf_L,N_Acc_R,Olfactory_R,Temporal_Pole_Sup_L,Cingulate_Mid_L,Lingual_R,SN_pc_L,Vermis_8,Cerebellum_3_L,Temporal_Pole_Sup_R,Postcentral_L,Thal_PuL_R,Vermis_10,OFCant_R,SN_pc_R,Temporal_Inf_L,Thal_IL_R,VTA_R,Cuneus_L,Vermis_9,Thal_MDm_L,Vermis_3,OFCpost_R,Vermis_1_2,Calcarine_R,Frontal_Inf_Orb_2_R
Hippocampus_L,-0.2700897045781514,-0.351409661208525,0.3922206813594522,-0.20493225048544356,0.046213278601741556,-0.0546515089318013,0.6778048228065561,0.4633033314548794,-0.27833565080525186,0.8106888365490493,1.0,0.687508467817622,0.8096788389312392,0.11591606329557574,0.8548856478410646,-0.0750090932124778,0.16978529166649545,0.6502436504412819,0.5204000542309328,0.46013723782307697,-0.17092095624322268,0.29359944835853247,-0.749973565760875,-0.5700192722478703,-0.7163813289188566,0.3802663885540446,0.25954068482798953,-0.6801382275543291,0.3078318446620429,-0.7148806889960179,0.4954130777974276,0.49335049371608863,-0.6441449242993111,-0.6626480389524747,0.052843063832883036,0.5853528218384857,-0.13119931651962458,-0.2501347051027669,0.6428189326317932,-0.6284456251865114,0.759789851115779,0.7421831353268123,0.8600508889237174,0.26164806898320364,-0.6721611658098495,-0.21381998127644877,-0.8079166629135135,-0.026025790521184113,-0.24328359151758358,-0.6830958238898956,-0.2678915702470823,0.1894294325096333,0.311953599290541,0.7247672773365564,0.38347785089548586,-0.6799148117223851,0.8316984259699176,-0.4585403402964848,-0.4515142552068417,0.5394157526195484,0.13667072943095612,0.7909996023451945,-0.20410316197265144,-0.6637131852581826,0.6370360922106685
ACC_sub_R,-0.3748340188789682,-0.5943845523465625,0.008198082116241921,-0.32062614272488255,0.33770964241793144,-0.13085938238642822,0.34496079001596536,0.264588142029404,-0.004262363121651299,0.6220200610755929,0.687508467817622,1.0,0.719018948258264,-0.03831689782956184,0.8547682657938191,-0.17940205323442912,-0.09576904613026908,0.6619835156030381,0.5785780029676191,0.263816683060555,-0.4952046478010649,0.49344763480966164,-0.5184542114454814,-0.6281546231978479,-0.8306948634861082,0.10852930966918062,0.09259294406785827,-0.5879283369145984,0.0034854183148022764,-0.5542133369575023,0.4611058847295831,0.577717154123524,-0.5077866421459087,-0.4842438396211539,-0.24410250960027155,0.6372790038475701,-0.3314078150979689,-0.3571390981657657,0.2622201649461832,-0.7615639798530667,0.8304268348755344,0.8247238016401524,0.7050096145722948,-0.024644915632516355,-0.6933619041531747,-0.04125499096276226,-0.7426375157423155,-0.031019542466883567,-0.02220135919855398,-0.7771672624896327,-0.48784599477156526,0.09452832604226442,0.30720338614091147,0.5346938635936478,0.10632204009229128,-0.5763963991858075,0.6309581187951909,-0.5750533400153405,-0.34957556140322615,0.34747527633587705,0.14578642464307034,0.49361332658611895,0.03790985838681426,-0.6166292570420547,0.7700857419843288
OFClat_L,-0.2508421874336955,-0.4386800384689226,0.3347093052459182,-0.26855437511759567,-0.09543817628438374,-0.1973681945641853,0.6857171005857928,0.31867717096514536,-0.22328599433461568,0.6251552318018755,0.8096788389312392,0.719018948258264,1.0,0.23099266531821142,0.7850257134096706,-0.20356758532510913,0.22798129228175995,0.5427198759077434,0.5140173348389854,0.5288352584574397,-0.29779130396334424,0.1992505509472213,-0.7888975333122371,-0.5388780721172453,-0.7663563576590074,0.22548631006853992,-0.016580656655242176,-0.7664878373256729,0.26427650971276845,-0.6829027768460338,0.3338564121305335,0.45224665266077724,-0.6107104172941377,-0.4409012313523669,0.0316900074766653,0.448598062863422,-0.21499038108046556,-0.1852511411586573,0.6824465234340469,-0.6426872570511181,0.6748187450782713,0.634041384406721,0.8912881970385137,0.14202139817137013,-0.6905103184961728,-0.2057972624608453,-0.6890984447535106,-0.16038651713604912,-0.4533740825581773,-0.7104292791674022,-0.3055761488858436,-0.016722871811150397,0.38196604624876945,0.48776083315543733,0.43015027824883817,-0.5828270287428545,0.7253842234763801,-0.41641794541610183,-0.4865161613822643,0.370098208654307,-0.004522292153457388,0.6251161769790309,-0.22324732183895457,-0.6716814511080691,0.5466620548366677
Frontal_Inf_Tri_L,0.38273546668681296,0.1795327532283378,0.3751097406967349,0.08544150446709901,-0.007904233134100769,0.30516799508520775,0.6490240061315539,0.19887119356062152,-0.0385542795057735,0.14920866404003005,0.11591606329557574,-0.03831689782956184,0.23099266531821142,1.0,-0.035909908542081044,0.2566815097439875,0.70047604906729,0.16018908126085124,-0.008825852935276707,0.5977669162967717,-0.026583844288841498,0.06672700260764067,-0.08099338609718738,0.152243934182578,0.23139822872088456,0.4014014237372488,-0.1618618642585852,0.005015717139929113,-0.1726933714308875,0.06747984630379542,0.2415144986604306,0.0787049674168534,0.02414294178628753,-0.07269072579910585,0.03532737630976234,0.019973536231497818,0.5293792813802745,0.2918604096060961,0.3771590559000365,0.24797637816496113,0.006986647379727455,0.07925010953072538,0.2105688941115971,0.36254863513199403,0.08459503496188413,0.13057275544089716,0.0672649451878303,0.08569553043928185,-0.11519060177432879,0.3194851361784176,-0.09237253423409582,0.21075324673262313,0.2200225539448621,0.09022842266997275,0.44417401456056577,-0.16552070722746343,0.18755456112452668,-0.03707406204068074,0.0939286061148086,0.3582291300204383,0.15506465831967864,0.27709471540671643,0.005799989339193323,0.029411254580700073,0.08638440003285588
OFCant_L,-0.2851993304021569,-0.4896938795179854,0.17714724388941983,-0.17746636034244068,0.22992907107067292,-0.08028047004619987,0.4822892224371573,0.36579464921668264,-0.1613065216175529,0.7399950712030564,0.8548856478410646,0.8547682657938191,0.7850257134096706,-0.035909908542081044,1.0,-0.14485102595511276,-0.014662493277476887,0.7248511087820925,0.6683056127236914,0.3049350410323559,-0.3464666927686577,0.4410104759226864,-0.689544191853722,-0.6800379436319811,-0.831805450961984,0.22314950274402298,0.2329769703907454,-0.706931116557592,0.2729455397627067,-0.7119940322387723,0.5169731773278065,0.528530777499388,-0.5464854866168779,-0.645832840979884,-0.010117501539449347,0.6187177894684374,-0.2479206552807784,-0.3445590076952908,0.39050971834596443,-0.7907379607525085,0.8311605282869194,0.8108121298786399,0.846500023384711,0.11832526986257859,-0.7371361520113007,-0.04577243588969669,-0.8056697298433795,-0.0004137270690277965,-0.23263264138530673,-0.8396393058014501,-0.5373420480272565,0.134351951331023,0.35407105577974274,0.6663748750204477,0.2323179192622576,-0.5981206064060705,0.7822617518383429,-0.5072796405751341,-0.4223895225014316,0.4561498635295194,0.15407391036038803,0.6411439224514738,-0.07617393782957792,-0.7186879659317779,0.6938604919872093
Thal_AV_R,0.5682715757022658,0.275110860231775,0.2701672249308342,0.4533580604559723,0.5314980735039412,0.6669871742963208,0.12349692978169635,0.16896865042843828,0.3250909712514933,-0.139630877144103,-0.0750090932124778,-0.17940205323442912,-0.20356758532510913,0.2566815097439875,-0.14485102595511276,1.0,0.17138551542620706,0.32307167032813433,-0.05294846508584284,0.37538752849755325,-0.08416083275830533,0.2327534885660341,0.41893135570522794,0.4651962272554226,0.36150894015501495,0.6500623164570762,0.5546426647168498,0.5546550985410573,-0.04681173637023914,0.5112106039127101,0.12710233421729894,0.18168948432376703,0.15286450539528643,-0.09343005073958725,-0.00011188589983089146,0.257884999674775,0.7007686623298017,0.5456012734441723,-0.14543437810677506,0.13640379495809205,-0.16123290603698873,0.008934139055613745,-0.12387018389434887,0.6691655511811196,0.44723868263823385,0.10810820351340475,0.20559495210135356,0.5299346456610325,0.343306929571788,0.215556365951717,0.10843977752265252,0.45942010592089233,-0.11464437666462486,0.1171796167077027,0.38809898840246004,-0.0281220568117481,-0.09599183173441696,0.115936360354768,0.4095285457950806,0.4274327654801706,0.5106289150481923,0.059274479797236906,0.48132153161502206,0.515515858781303,-0.017388510210417686
ACC_sup_L,0.29551604179550583,0.3670164717211544,0.47855438568814973,0.35529695262080657,-0.14236729570236745,0.2546181885772388,0.6082796091100696,0.2921167706129189,-0.07820930679326944,0.1169236616385327,0.16978529166649545,-0.09576904613026908,0.22798129228175995,0.70047604906729,-0.014662493277476887,0.17138551542620706,1.0,0.08724777836157611,-0.016048765721167646,0.5100598724788538,-0.03839253908028806,-0.038049690454315804,-0.20298910497762504,0.14289458430517046,0.1504208162664785,0.3874880356543998,-0.052589452321925675,-0.07091442674967886,0.15687063019721215,-0.0033353945178435295,0.136406248484177,0.10982732102976848,0.09756792646812414,-0.10291890979809548,0.3867905896926114,-0.04683367511499583,0.44956710697032665,0.4025716684272802,0.4505531142760367,0.2477547886705611,-0.009228826701554772,-0.0009172756648665954,0.27218865900313893,0.3923230594357384,0.07389932924532205,0.18211690002778494,0.1418443695229121,0.05933550034428357,-0.23386316090142456,0.24225865703866184,0.04716245626643056,0.19403760599960004,0.259749945015378,0.060315060050887354,0.5433091938518914,-0.030992489413074732,0.2331091521785234,0.22080927759269378,0.07335882135294763,0.2992568079773883,0.1358966507127232,0.2702896536313634,-0.07262525142212414,-0.03922429746121566,0.031801095963050766
ParaHippocampal_L,0.09970919396590873,-0.3982379596676085,0.28580743779491585,-0.037918515489755326,0.5840516608831345,0.15816377968416181,0.43514832819679866,0.27104696666641986,0.18006804280954924,0.6006760750085758,0.6502436504412819,0.6619835156030381,0.5427198759077434,0.16018908126085124,0.7248511087820925,0.32307167032813433,0.08724777836157611,1.0,0.6338562231710171,0.5355173009032559,-0.36602746248041435,0.6100927133034657,-0.21481230188408978,-0.22753257142054398,-0.5125306754408367,0.5339139821930972,0.417823136171418,-0.16526416641597658,0.06079050509152235,-0.24759086517854506,0.508470090926708,0.6800040570741688,-0.3195859167229298,-0.4616446155559947,-0.18875913507148057,0.7698168156765282,0.08576523778631856,0.08264104263603135,0.15223333938027658,-0.6633938089457214,0.6753120483025724,0.7431971695984476,0.6207015660118613,0.4165202592826825,-0.35325800864716433,0.14895371370983815,-0.5748328206208508,0.31883462038920907,0.0404124363137284,-0.6181806431821154,-0.37519971291342047,0.45714836972760486,0.3927333584828166,0.5954603226751793,0.4468123957312715,-0.5622058129979695,0.599806125785638,-0.4443889836743146,-0.05930129289466294,0.5722611871074642,0.4784896486782295,0.5643753946686126,0.35111915339605976,-0.21570804128421855,0.6021056565311316
Rectus_L,-0.07177571347268548,-0.4385386434850903,0.1753162341571042,-0.12389447939843064,0.2747744362514255,-0.11021190264297666,0.33266859073191685,-0.13847295787149128,0.0010427286926698374,0.36925772507401383,0.5204000542309328,0.5785780029676191,0.5140173348389854,-0.008825852935276707,0.6683056127236914,-0.05294846508584284,-0.016048765721167646,0.6338562231710171,1.0,0.32835366483938977,-0.34063719634718187,0.5464984940665568,-0.34638450023831646,-0.3294312011867023,-0.5318249379412838,0.2588154022987235,0.2174146340087208,-0.43396578776682543,0.0687865147668616,-0.3368898576483467,0.4660183421995345,0.4689030762265505,-0.22225598653767384,-0.41663555616939557,-0.16171304959983313,0.5099102995105621,-0.3031776556795297,-0.15540181812584938,0.1631584649808299,-0.6151039079711299,0.6857688512613628,0.6572744956110244,0.49641544345559774,0.08172857717099545,-0.4101577788170189,0.02603454944394106,-0.4635766919342082,0.1418320538581083,-0.11170498189572896,-0.5910040209514444,-0.44608751782629186,0.13363746133455603,0.5988803064783846,0.2996010911507875,0.17010536725156494,-0.5632854659210483,0.39595192116658473,-0.38749849012827736,-0.12512142941745955,0.14189913263477028,0.11193669607117337,0.3365095454440202,0.15322605140931425,-0.30130821412855724,0.5122039592514767
Heschl_L,0.25418125883612525,-0.08848031454629773,0.41039930624737697,-0.02932082140871306,0.1326194732346911,0.1368772251401196,0.6900255272760488,0.18486273672606954,0.062361381901407435,0.24299471031147618,0.46013723782307697,0.263816683060555,0.5288352584574397,0.5977669162967717,0.3049350410323559,0.37538752849755325,0.5100598724788538,0.5355173009032559,0.32835366483938977,1.0,-0.21868162191401472,0.2699651772480393,-0.23222951575865197,0.06802118232093086,-0.15874024137039922,0.5856185822713574,0.20530620151790432,-0.13054688455395957,0.02843727920588319,-0.07151223290954492,0.29021327433299926,0.356276534472328,-0.30228461964982417,-0.20645748081120302,-0.0627775040924406,0.4153836649443396,0.34749096893030706,0.24264380310179928,0.45894367444998097,-0.2298950653453747,0.2855235044421353,0.373516191736627,0.49258908697232906,0.5743893681556618,-0.12834845433816314,-0.1418737097351354,-0.2765908871561819,0.12408518888359045,-0.17355366506384526,-0.17650625993275093,0.00597199296734592,0.23783722659444745,0.27735706936685905,0.349956675831791,0.576995947978834,-0.448909671002777,0.3522546443376517,-0.22899523171887307,-0.06302582329100785,0.43609143494062297,0.15638286766829151,0.43989804097375773,0.119747605194079,-0.038638849966243616,0.2466147239969938
