,Thal_AV_L,Precuneus_L,Fusiform_L,Precuneus_R,Pallidum_R,Cingulate_Post_R,Temporal_Sup_L,Caudate_R,Thal_MGN_L,Amygdala_R,Hippocampus_L,ACC_sub_R,OFClat_L,Frontal_Inf_Tri_L,OFCant_L,Thal_AV_R,ACC_sup_L,ParaHippocampal_L,Rectus_L,Heschl_L,Frontal_Med_Orb_L,Thal_PuM_L,Temporal_Inf_R,Calcarine_L,Supp_Motor_Area_L,Thal_VL_L,Caudate_L,Fusiform_R,Parietal_Inf_R,Vermis_6,Thal_VPL_L,Thal_Re_L,SN_pr_L,Cerebellum_Crus2_L,Parietal_Sup_R,Thal_PuI_L,Cingulate_Mid_R,Cerebellum_6_L,Temporal_Mid_L,Parietal_Inf_L,N_Acc_R,Olfactory_R,Temporal_Pole_Sup_L,Cingulate_Mid_L,Lingual_R,SN_pc_L,Vermis_8,Cerebellum_3_L,Temporal_Pole_Sup_R,Postcentral_L,Thal_PuL_R,Vermis_10,OFCant_R,SN_pc_R,Temporal_Inf_L,Thal_IL_R,VTA_R,Cuneus_L,Vermis_9,Thal_MDm_L,Vermis_3,OFCpost_R,Vermis_1_2,Calcarine_R,Frontal_Inf_Orb_2_R
Thal_AV_L,1.0,0.298634925383292,0.12787072382439443,0.4035591172009692,0.2539006068432174,0.4867781363755285,0.0966787835473321,-0.021822250627599935,0.12176923961208076,-0.2436991269669288,-0.2700897045781514,-0.3748340188789682,-0.2508421874336955,0.38273546668681296,-0.2851993304021569,0.5682715757022658,0.29551604179550583,0.09970919396590873,-0.07177571347268548,0.25418125883612525,0.09193853911353059,0.09793674033261782,0.3511812004227343,0.3750452623600123,0.505365119415358,0.47231761048013043,0.23321229714399117,0.412014863759985,-0.09239875029517913,0.42233998559847213,0.18068212320628843,-0.08713760935271622,0.3996733186540296,0.08092628062174777,0.05333619410717426,0.002125877746313611,0.5562954184176747,0.3879823495762245,-0.21245193572150056,0.2627666488533341,-0.2602987947763239,-0.18594083225239547,-0.23110867094926332,0.3837935327565882,0.40176187558015963,0.3126538199555592,0.326459061934277,0.40140428971794057,0.034737311034658276,0.35426703491635414,-0.0633396834606019,0.4078661160340229,0.08653715771114931,-0.09356234128481201,0.25750679833721785,0.06272415890360918,-0.15701120358613058,0.18767276173742548,0.43829091077917237,0.18715739347921576,0.33106342501151204,-0.12131738561078517,0.3809504874870732,0.3895923374553609,-0.21324473582386622
Precuneus_L,0.298634925383292,1.0,0.32451948902829675,0.7469791380355161,-0.2157277775820841,0.3420140065852831,0.031278578921005974,0.11890695900063665,-0.12820334566900166,-0.400136656644527,-0.351409661208525,-0.5943845523465625,-0.4386800384689226,0.1795327532283378,-0.4896938795179854,0.275110860231775,0.3670164717211544,-0.3982379596676085,-0.4385386434850903,-0.08848031454629773,0.16377611888299065,-0.47218495247267667,0.21091677179925597,0.6027624744981304,0.5659848851977359,0.08020150978773095,0.10579789701648555,0.36786976601042065,0.4275336128488404,0.41532733835901986,-0.3763080007295517,-0.3742404357672274,0.3650908184998846,0.12015414563097074,0.7224590135391409,-0.528484201574915,0.5806946249927046,0.41197430829882475,0.0939824989101977,0.804500448193169,-0.5903481707212844,-0.5167314431430011,-0.2866552401215903,0.2566765542707087,0.6431765910788665,0.11650418153995515,0.6382179467842828,0.18569616443240072,0.16271082045128119,0.6995101830180727,0.36928427949521825,0.11536807315723337,-0.2788070055203917,-0.254790140504429,0.15245020716100394,0.5194659684992176,-0.26953630288804814,0.8398172835977488,0.4073330019108666,-0.18359161220171946,0.06593430397366368,-0.16111712848622203,-0.07121385453515756,0.4123165754313651,-0.41598779814003034
Fusiform_L,0.12787072382439443,0.32451948902829675,1.0,0.4255644125231488,-0.12628866857223903,0.1930460819954765,0.6851344214813114,0.17567519565209636,-0.019540933186292523,0.10235955783123434,0.3922206813594522,0.008198082116241921,0.3347093052459182,0.3751097406967349,0.17714724388941983,0.2701672249308342,0.47855438568814973,0.28580743779491585,0.1753162341571042,0.41039930624737697,-0.1092484593346974,0.013536872825120255,-0.353955730880623,0.29164902832578454,-0.062218797138565374,0.4854759589426695,0.25190416098499435,-0.15735375355012274,0.4247036784103675,-0.04686360382391584,0.11180047088500955,0.13299493137450127,-0.07168624238938782,-0.2241607572716839,0.45391085867138553,0.07763590269373427,0.3142450098090659,0.6141041254422235,0.686524192356219,0.0532066306167877,0.038370927491048215,0.07855697760599235,0.38841758398821147,0.5463108556407269,0.10057837401759981,0.015232907034461242,-0.009770617294698592,0.1597171466071067,-0.1673532179926559,-0.020168560731807745,0.1208535158597378,0.34233182883473456,0.332287823226181,0.08305843389690386,0.8036365606509782,-0.10453499262252446,0.35070554194291065,0.3010471214542953,0.047052189041411056,0.26616967771337174,0.2891037923225605,0.25803265228870487,-0.0028849088823099524,0.020366911812720687,0.0008678045273121184
Precuneus_R,0.4035591172009692,0.7469791380355161,0.4255644125231488,1.0,0.14035198443733574,0.5726483150148912,0.07460835732072854,0.1949350951380079,0.07944979731297135,-0.2723333155884825,-0.20493225048544356,-0.32062614272488255,-0.26855437511759567,0.08544150446709901,-0.17746636034244068,0.4533580604559723,0.35529695262080657,-0.037918515489755326,-0.12389447939843064,-0.02932082140871306,-0.06450100200292608,-0.11835922659964147,0.13531099965132543,0.4726508921962773,0.29652844857416627,0.27487008884005615,0.40996262545741863,0.27408899824230953,0.5153554557457576,0.3889936276363421,-0.12770034957332682,-0.1050565062776432,0.41667453602468063,-0.0750075805684173,0.7107557343446048,-0.2104851717106512,0.5720375961049572,0.5544968628716095,0.0027051329184006804,0.3605918890893317,-0.34299773483910756,-0.2682788982857322,-0.07167515204151965,0.4257727257320439,0.5059502494757541,0.357569397191362,0.45296186965149,0.39289576749450345,0.06555940252161119,0.3026474930092499,-0.02264276226786858,0.29175326859731004,-0.03200006679403932,-0.12947839353451238,0.3216800410656462,0.42337047160271757,-0.04077896926974419,0.7156407808860766,0.40632622076039465,0.023354200650726804,0.4028603100923401,-0.09241557838369399,0.19121377483168164,0.3425804841420789,-0.1897599539467979
Pallidum_R,0.2539006068432174,-0.2157277775820841,-0.12628866857223903,0.14035198443733574,1.0,0.4555670560857358,-0.11639456535021281,0.1698413057846976,0.47540775591547446,0.19298412539900167,0.046213278601741556,0.33770964241793144,-0.09543817628438374,-0.007904233134100769,0.22992907107067292,0.5314980735039412,-0.14236729570236745,0.5840516608831345,0.2747744362514255,0.1326194732346911,-0.34855157473755516,0.5911046264155492,0.42001640442548543,0.0075419924892779645,-0.06884766230027715,0.40414206371741496,0.4422315009587517,0.369447925061716,-0.34747112516079903,0.22807653993041946,0.4189671883874704,0.46247772754062444,0.10289540616729559,-0.24004274668230632,-0.3769140455661031,0.5545841442477695,0.2622926840784893,0.11173330907342859,-0.4714722513831527,-0.30047660586347846,0.3249921290595247,0.4458456459957397,-0.023906310476119845,0.2958061320931512,0.04534388165066774,0.3603372180117378,-0.1697002053394965,0.5141131082904637,0.5289626326062403,-0.1588597726658976,-0.360228183977095,0.4684785220903616,0.09725791847051866,0.26054083711014253,0.01940436315608193,-0.2024590997287549,0.09123993602280658,-0.29370108339674117,0.31365428387956085,0.46381686590550575,0.5810685948744435,0.15927697165685428,0.6224934325824178,0.21110738992489317,0.44856811768208743
Cingulate_Post_R,0.4867781363755285,0.3420140065852831,0.1930460819954765,0.5726483150148912,0.4555670560857358,1.0,0.15724988828832148,0.3844280159001046,0.19086055220201362,0.011959407003229259,-0.0546515089318013,-0.13085938238642822,-0.1973681945641853,0.30516799508520775,-0.08028047004619987,0.6669871742963208,0.2546181885772388,0.15816377968416181,-0.11021190264297666,0.1368772251401196,-0.1016388864496384,0.19904932407570566,0.25136991060805913,0.22929807529506852,0.30309316679584186,0.5175758453887078,0.38358206235394116,0.354042035529257,-0.03801351481895878,0.36772481987203526,0.24605520374128978,0.10876394956824129,0.20081720235704034,-0.1381962529046361,0.15631273948714774,0.13327343723403337,0.6934971512259996,0.41529142570571503,-0.10634376953351797,0.20462529078499495,-0.12794958290458736,0.013950539800204196,-0.08204138468607274,0.44043605247272727,0.32380502005535067,0.29001845561450457,0.1680896828249011,0.3714460311667418,0.26721982300857117,0.2549175383158844,-0.1742206528153445,0.40951249988030003,-0.18802269684285744,0.08418591109521222,0.274343904577629,0.05909088752478553,0.02810371341812207,0.11319022607206596,0.26713468393059175,0.490459766433215,0.4959109073250262,0.07125826647747562,0.2331538882070883,0.2955384815270197,0.05665564132136186
Temporal_Sup_L,0.0966787835473321,0.031278578921005974,0.6851344214813114,0.07460835732072854,-0.11639456535021281,0.15724988828832148,1.0,0.3366321501791091,-0.22813711860792993,0.44940836474381884,0.6778048228065561,0.34496079001596536,0.6857171005857928,0.6490240061315539,0.4822892224371573,0.12349692978169635,0.6082796091100696,0.43514832819679866,0.33266859073191685,0.6900255272760488,-0.1851241818908767,0.15486180528506877,-0.645523103486319,-0.14360133932361013,-0.3072945608664905,0.4996740344881225,0.07496150584212899,-0.5182475721064719,0.24615514750084136,-0.38749950383003684,0.37737070616284374,0.2946152753686103,-0.3341443737290454,-0.43793219615027157,0.2379546844501065,0.2662139140387803,0.27090420211588034,0.15901452523079423,0.8270266061826607,-0.16246315095809408,0.3993944962549424,0.3986597499875298,0.6899614898644417,0.4379789817580519,-0.33168243706924794,-0.06711191790616419,-0.41111166473286265,0.03659478727771928,-0.3445596404046818,-0.20340086991338355,-0.13808213748897447,0.2775236060161932,0.3950769878835648,0.4056380581674705,0.65554639284999,-0.4171696665975282,0.630263561078666,-0.13635512787835405,-0.2204354658688911,0.43791533770203417,0.2040884773177613,0.5498611139198063,-0.13290090489162787,-0.35415617408147526,0.30737487545935244
Caudate_R,-0.021822250627599935,0.11890695900063665,0.17567519565209636,0.1949350951380079,0.1698413057846976,0.3844280159001046,0.3366321501791091,1.0,-0.014301364908991301,0.5451134860411342,0.4633033314548794,0.264588142029404,0.31867717096514536,0.19887119356062152,0.36579464921668264,0.16896865042843828,0.2921167706129189,0.27104696666641986,-0.13847295787149128,0.18486273672606954,-0.048989422211899586,-0.18003357875791207,-0.3281354350840264,-0.29805121098476267,-0.2942611314407885,0.27972199710965134,0.22671850160920046,-0.17021033062195626,0.3191087284033574,-0.34343194406141225,0.0889232826703543,0.27040062014603794,-0.36057959715844307,-0.3032286968273496,0.32905838126454307,0.21083826805003925,0.3819413160242759,0.002037197632131854,0.3185817359935824,-0.13148600392189175,0.19564695763271714,0.2554726188263571,0.5209762735366376,0.329362046739189,-0.21004477258195187,0.0018217535996052374,-0.2952194995443446,0.14040023108147562,0.006036257249329008,-0.191787864213581,-0.14456344374732344,0.15656533972311074,-0.264885723509027,0.32940893206121924,0.26827146869717555,-0.049319618127344304,0.45661006547944205,-0.027023701187700342,-0.25917846753786505,0.6684822152980507,0.28840642901630215,0.563166860787992,-0.13252996584894594,-0.3892374925420445,0.30172508773700796
Thal_MGN_L,0.12176923961208076,-0.12820334566900166,-0.019540933186292523,0.07944979731297135,0.47540775591547446,0.19086055220201362,-0.22813711860792993,-0.014301364908991301,1.0,-0.2033437171487794,-0.27833565080525186,-0.004262363121651299,-0.22328599433461568,-0.0385542795057735,-0.1613065216175529,0.3250909712514933,-0.07820930679326944,0.18006804280954924,0.0010427286926698374,0.062361381901407435,-0.2591041877763855,0.21388195596477833,0.4327974033252278,0.3071626995108653,0.09456599752728338,0.13138491344867068,0.12689975082637997,0.4356354784904584,-0.23747626617645287,0.35579200176121567,-0.09981445261214855,0.186214969215954,0.15424088761806826,0.264985198824201,-0.26585400246402535,0.20671729866546756,0.19927369356218613,0.36440769992495936,-0.3317665083196595,-0.07065360696932078,-0.1895837639836465,-0.11535530401303051,-0.19897974103191918,0.20495496482485662,0.2938490908456488,0.15114652444455437,0.17009735456869482,0.31718233322613765,0.23601974643330687,0.018434566831755154,-2.429921556478367e-05,0.1521827205479816,-0.04138480785150156,-0.28762613475565546,0.0867547851893796,0.2714421450399329,-0.2987113802001278,0.001650942948859794,0.17359102615454441,0.1329042740891437,0.3632995400384552,-0.2475777388433694,0.458181854285859,0.3881920334995071,-0.10746554437598713
Amygdala_R,-0.2436991269669288,-0.400136656644527,0.10235955783123434,-0.2723333155884825,0.19298412539900167,0.011959407003229259,0.44940836474381884,0.5451134860411342,-0.2033437171487794,1.0,0.8106888365490493,0.6220200610755929,0.6251552318018755,0.14920866404003005,0.7399950712030564,-0.139630877144103,0.1169236616385327,0.6006760750085758,0.36925772507401383,0.24299471031147618,-0.06734793319947752,0.2566190576442085,-0.52563490954856,-0.6484245254739197,-0.5919595104369496,0.22250711911914203,0.09654461506431535,-0.5046081468902288,0.09642221514430681,-0.6901520151276321,0.4595921401689843,0.4795647623907107,-0.45073205366048474,-0.5637415334291729,-0.04617448114957763,0.4830556141870841,-0.11477311736147085,-0.34555247414357976,0.3542886528055176,-0.5367355668194267,0.7292717190789563,0.6897024549050276,0.6974174296130305,0.0646687288986837,-0.6542705712447552,0.05484676792339273,-0.7392260807618737,-0.01597758124739348,-0.11094422731863064,-0.5463209776598041,-0.39594882163075773,0.1729326360360008,0.21412942255052872,0.6407926212259479,0.15430080067157917,-0.5378230642338518,0.7498809861909889,-0.508155820179439,-0.39204672260980283,0.5969633394124093,0.16104859395324736,0.7661356544936363,-0.19446499873050138,-0.64907108848809,0.6766312671579722
