,Red_N_R,Thal_MGN_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_R,Thal_AV_R,Thal_VA_L,Thal_PuI_R,Paracentral_Lobule_R,Thal_LP_L,Amygdala_R,Temporal_Sup_L,ACC_sup_L,Thal_MDl_R,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Thal_AV_L,Hippocampus_R,Vermis_6,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_10,Thal_PuL_L,Paracentral_Lobule_L,Thal_MDm_L,OFCmed_R,Vermis_9,Temporal_Mid_L,Thal_VL_L,Frontal_Med_Orb_L,Caudate_L,Frontal_Inf_Oper_R,Cerebellum_3_L,OFCant_R,Cerebellum_Crus1_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,ACC_sup_R,Temporal_Inf_L,Vermis_7,Rolandic_Oper_R,Occipital_Sup_L,Thal_IL_R,Thal_VL_R,Parietal_Inf_R,Thal_LP_R,Thal_MGN_R,Frontal_Sup_Medial_L,VTA_R,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,SN_pc_L,Postcentral_R,Cerebellum_3_R,Lingual_L,SN_pr_L,Vermis_8,Raphe_M,Rectus_R
Red_N_R,1.0,-0.034249001782636054,-0.17644764387054895,0.24452922543801694,0.04528362938585424,0.35490313198912316,0.029885384047709927,-0.19900723447254054,-0.11998831874768275,-0.24863663754709253,-0.0753903352498913,0.011250264901869728,0.30168490627646427,-0.027550592103664468,0.02155120205424838,-0.11731666322726676,0.17396762331121363,0.10572340224203564,-0.3236820729785427,-0.09466539299238559,-0.35009018603028796,0.03257452707306615,0.07482316652463562,-0.0764527315578373,0.12088143754068528,-0.2751625698583594,-0.02119690003664597,-0.04685892817225046,-0.027241676338418428,0.025572456678253773,0.27051678412893976,0.2627563577867858,-0.04098670414265698,-0.3443815192852693,0.4919098302917299,0.23960560067647588,-0.016121957710507548,-0.039656667178818814,-0.18187016780442433,-0.017834279077061605,0.3894191613221599,0.20771273501382095,0.5285088436892598,-0.1989749893102097,0.0011958412716345233,0.12123785369383094,-0.07978283575561404,0.27495852793311,-0.0015608597159525019,0.021825107349624267,0.36235325920424005,0.012781787567492351,0.040894707680662515,-0.10773322039231643,0.03885697800716824,-0.5372320391490331,-0.07139740927323893,-0.14919501969018154,0.1864695075626229,0.20039012568166875,-0.16808845227253463,0.41198653598669593,0.3708179470606933,0.118488133611987,0.20414059851869398,-0.21027704527312863,0.301116767314372,-0.07826699907830383,0.30569731882525447,0.33202790983048286
Thal_MGN_L,-0.034249001782636054,1.0,-0.2475777388433694,0.24352338196657658,-0.22328599433461568,0.44833901152098105,0.001650942948859794,0.3032297371816859,0.4327974033252278,-0.12078164295211649,0.3250909712514933,-0.14028726887974152,-0.0678143918045181,-0.14531019180548796,0.042363956826809705,-0.2033437171487794,-0.22813711860792993,-0.07820930679326944,0.09324293694042675,0.0775345268457801,0.011367827488276507,-0.10746554437598713,0.1741123684087901,0.018434566831755154,0.12176923961208076,0.07659672009212286,0.35579200176121567,-0.17761519736153464,-0.12820334566900166,-0.0060335975136947655,0.1521827205479816,-0.20659374636242267,0.07006799634785786,0.1329042740891437,-0.07249875688666596,0.17359102615454441,-0.3317665083196595,0.13138491344867068,-0.2591041877763855,0.12689975082637997,0.03799704504439117,0.31718233322613765,-0.04138480785150156,0.3777006478412138,-0.13667529664577613,0.049208778944959314,0.24288484165391044,-0.11566036817206203,0.0867547851893796,0.5202894830552339,-0.2675227133997073,-0.20513114130138269,0.2714421450399329,0.36496586413021265,-0.23747626617645287,-0.03553933883319046,0.08435300088128463,0.2970422652271619,-0.2987113802001278,0.32868011509423045,0.13696148259028407,0.0010427286926698374,0.15114652444455437,-0.17651104631407896,0.5860395604348503,0.221448231751542,0.15424088761806826,0.17009735456869482,0.44754655619402584,-0.34614849778408524
OFCpost_R,-0.17644764387054895,-0.2475777388433694,1.0,-0.405162445666047,0.6251161769790309,-0.32878568968428756,-0.2892329107304492,-0.6065864823575484,-0.48437925452583297,0.6889971745587364,0.059274479797236906,0.6693815493062616,-0.1250424730851153,-0.2182991452892923,0.3813373600171211,0.7661356544936363,0.5498611139198063,0.2702896536313634,-0.20410588544997552,-0.4095137621621199,0.43864431987496005,0.6412469830962623,0.35042131064769483,-0.4171566884281166,-0.12131738561078517,0.6691001701825774,-0.5501723781699935,-0.2534017549244036,-0.16111712848622203,0.2563444067911211,0.17092894806733477,0.1402206733349145,-0.48397289307992647,0.5662317699059548,0.14488883271812125,-0.28069426981878887,0.48511115502079005,0.4199681473397201,-0.10900739791841052,0.22602240562470718,-0.049890246653135566,0.04255618263181695,0.12305286879276936,-0.6158725952159962,0.6431195895948713,0.5756909650749583,-0.4240038899613483,-0.39388599178616207,0.3048954353774971,-0.3693031086055014,0.3330384319872546,-0.023711257196225265,-0.5226701623339592,0.14841722223935452,0.21519858104644504,0.342540487920514,0.15439265149093936,-0.3501547567760015,0.6535377951862825,0.032495200863718494,-0.34894469148737084,0.3365095454440202,-0.1761635387239602,0.36477999827282437,-0.3546485549219107,-0.48627914114127385,-0.5910794187002801,-0.5723753244197234,-0.3424387464309019,0.4777489342879014
Temporal_Sup_R,0.24452922543801694,0.24352338196657658,-0.405162445666047,1.0,-0.6470548381678187,0.7386844148530978,0.42125042662966067,0.5631247060765525,0.6778316754488268,-0.18028752204738646,0.5199447309264867,-0.22332910753595095,0.26914308640553725,0.3676409047137596,-0.33372320879541334,-0.5684921476955529,-0.3852416496064334,-0.11683510550752978,0.5438764570154553,0.3976682449501806,-0.5668518444136714,-0.2684160717242436,0.20387534903116158,0.4264979905707646,0.4258356756400522,-0.14465629838634608,0.7370649803340417,0.32675975423170084,0.4210228779021632,0.05120341952711173,0.2538991660550705,-0.20090028080287356,0.5160225144871696,-0.26663633557439115,-0.08362573083967995,0.6446582522545684,-0.5092876262109992,0.2003040442499505,-0.019381920188277797,0.45869824598074677,0.44753491980537763,0.4307699246708207,-0.0580908845212812,0.5998899743379509,-0.4791340988438705,0.05215925555486441,0.4717412054258498,0.2136182636348178,-0.11232096812336421,0.5853571920866073,-0.12872292098207186,0.1089459517190436,0.25120867446747513,0.04274542095337858,-0.05983429556603499,0.03211294143242493,-0.43901925206351194,0.4740130464414194,-0.471289191445475,0.06885635208201583,0.6674046755246683,-0.07240195519072423,0.1999480391271607,-0.054133359202520576,0.566210298637895,0.5288575360573489,0.5149304164982751,0.5359274094789169,0.3852893709497547,-0.3128179044393153
OFClat_L,0.04528362938585424,-0.22328599433461568,0.6251161769790309,-0.6470548381678187,1.0,-0.4130503459624324,-0.41641794541610183,-0.7641659180495536,-0.7888975333122371,0.37348790915949553,-0.20356758532510913,0.5045189788846101,-0.32208516338311105,-0.3990423706358451,0.4000281804772426,0.6251552318018755,0.6857171005857928,0.22798129228175995,-0.6017168257876822,-0.6831478144933669,0.43711501473615755,0.5466620548366677,0.29953307478635677,-0.7104292791674022,-0.2508421874336955,0.2317972537369147,-0.6829027768460338,-0.49134816778450435,-0.4386800384689226,0.21071341376732408,-0.016722871811150397,0.1778664970547461,-0.7392979835114009,0.370098208654307,0.3971310346172085,-0.4865161613822643,0.6824465234340469,0.22548631006853992,-0.29779130396334424,-0.016580656655242176,-0.0521504621402848,-0.16038651713604912,0.38196604624876945,-0.8012817703377308,0.7656190878508089,0.4060831074793474,-0.6614204658322418,-0.3002600329873626,0.43015027824883817,-0.5103541026914856,0.4656943827410694,-0.12633714683971495,-0.5828270287428545,-0.1069252147156101,0.26427650971276845,0.08107176481696551,0.14323788947592797,-0.6016514766404915,0.7253842234763801,0.1389186569826559,-0.6568885879406067,0.5140173348389854,-0.2057972624608453,0.3476802376454584,-0.44648486597837744,-0.6332173271483129,-0.6107104172941377,-0.6890984447535106,-0.08657129625374178,0.681105412877829
Heschl_R,0.35490313198912316,0.44833901152098105,-0.32878568968428756,0.7386844148530978,-0.4130503459624324,1.0,-0.08863763740430373,0.33785467003544967,0.6428851413931219,-0.10884225249848418,0.41747484469904145,-0.1218037563547051,0.11141773075839215,-0.09229542085668228,0.0187820616788883,-0.36489426505482664,-0.39027830339691033,-0.2942897004559713,0.14841871384906066,0.14364568763686786,-0.5284420300461756,0.04685887941945039,0.1181813612163844,0.1098081176534807,0.29349820669402565,-0.01069885499586268,0.5267964073906742,-0.1851651036537584,-0.08542487773708796,-0.18417055306278027,0.26399181631647967,-0.06494035814335199,0.21861887922686035,-0.12644233397042087,0.039471168647437195,0.5002619221402834,-0.6419502580964795,0.1692867237680637,-0.2353547129490074,0.3433968679263183,0.23734044947033042,0.3896474645472298,0.13116958139873788,0.4374716746373237,-0.48834823380638537,0.03902609011152515,0.3183176448750592,0.13449808746237368,-0.2230145855965527,0.5745196559547774,-0.27117367295569833,-0.37850483897101245,-0.03156622913303102,0.08843022180027595,-0.41655337233149714,0.007932173464491295,-0.3228886947803594,0.33684138898470456,-0.3157261454866292,0.251304594464511,0.3518707768572042,0.18776534946387002,0.23117949009866032,-0.29379740903836976,0.6696921958448472,0.13976628452961604,0.35002287941587884,0.19770789574990488,0.4609754691923036,-0.2024251083507867
Cuneus_L,0.029885384047709927,0.001650942948859794,-0.2892329107304492,0.42125042662966067,-0.41641794541610183,-0.08863763740430373,1.0,0.5232144549570017,0.2036526678121978,-0.3273514059518608,0.115936360354768,-0.3565944226208745,0.2513059025138314,0.5669176340973487,-0.646573389430937,-0.508155820179439,-0.13635512787835405,0.22080927759269378,0.4944133909396592,0.42945496685675927,-0.11758800481692046,-0.5011666387410184,0.11380079719918844,0.5276533363139148,0.18767276173742548,-0.37291956626579426,0.4017430650824609,0.8575054881162849,0.8398172835977488,0.3211884542454621,-0.03414371208532462,-0.28505409662456427,0.47299272753193733,-0.40639761028712273,-0.07475537712146668,0.36002544875798986,0.06191132266694428,-0.12260235519437913,0.12009867493648943,0.05209295575267282,0.36857118576396725,0.11342440441662885,-0.2457811945842521,0.38810483066914736,-0.09766682444822587,0.09680732595897742,0.2962916228234342,0.07873975350428818,0.13404105777245762,0.18625226442907022,0.09210123104364838,0.8498895112952071,0.6851459398850898,-0.020159760841598314,0.48666737074649974,-0.22160050450869742,-0.14860487777889855,0.2861142450845064,-0.371293813925463,0.02670539963883478,0.42458237648173275,-0.38749849012827736,0.10644408184596213,0.24712636394806767,0.04161291649324043,0.6849851444897022,0.40057315775411556,0.6724362093997001,0.09202379187734998,-0.3059175493576426
Occipital_Inf_R,-0.19900723447254054,0.3032297371816859,-0.6065864823575484,0.5631247060765525,-0.7641659180495536,0.33785467003544967,0.5232144549570017,1.0,0.7956991224053064,-0.4591118176211829,0.24349215532184662,-0.5891301859917718,0.05602117507336887,0.3561890148724144,-0.4809049848936722,-0.718459938055492,-0.5739793874896569,-0.08071253167758019,0.6086996957546436,0.709513005492387,-0.39352839925382777,-0.6196427961748502,0.007741471411825143,0.7003924829645531,0.2828807692597199,-0.3894125359949517,0.7948441161753126,0.5357379068891294,0.47197547743896145,-0.26950862545073995,-0.17756029923574285,-0.4199952377489058,0.7276456765916892,-0.39404618025761246,-0.35893621699279293,0.48888878853495754,-0.5121966614865342,-0.19094252638295034,0.20242063616236208,-0.10933334485971853,-0.027962883925035042,0.027702089822553306,-0.41362767919912324,0.9304772540068622,-0.5487117059946564,-0.2969123699338976,0.7330359233258206,-0.00891393079607162,-0.1785293854287428,0.6182305369760652,-0.47800388704570795,0.16592997872985604,0.5659610955943583,0.02644009193307627,-0.20844639594637376,0.022151155881667897,-0.28766423627869875,0.6793682725162371,-0.817816691490783,-0.12865663310701023,0.5731731492658094,-0.5010777515241834,0.057942056491473326,-0.4044172443167322,0.39502592168432865,0.8554264202201856,0.47039622413059856,0.8674884884800362,0.24992840463025928,-0.7069210441498156
Temporal_Inf_R,-0.11998831874768275,0.4327974033252278,-0.48437925452583297,0.6778316754488268,-0.7888975333122371,0.6428851413931219,0.2036526678121978,0.7956991224053064,1.0,-0.21895831704926055,0.41893135570522794,-0.3665924788925265,0.14210909554123,0.1601255160207343,-0.19969178904999874,-0.52563490954856,-0.645523103486319,-0.20298910497762504,0.5625380732726032,0.6299819499977148,-0.5034311812528768,-0.30986804082696345,-0.08759285340833996,0.5941699942452856,0.3511812004227343,-0.026384356616178727,0.7851486243987835,0.21072902976340957,0.21091677179925597,-0.35675890445731623,0.11219444870634673,-0.28611576699486563,0.6286996189338524,-0.15565027383805194,-0.42186336186823603,0.5829628659276381,-0.7852326962880339,-0.0028164305465695986,0.09966472507141709,0.07301144991927457,-0.018698114128662915,0.2467692025312614,-0.2521261913583557,0.9051763382931773,-0.7237179430721067,-0.23269348142140384,0.7269048764342334,0.10497023843467253,-0.2856443232120472,0.8115127300726448,-0.6717740347252923,-0.18164382142863997,0.32934153680854084,0.2703446588852011,-0.5375219136006473,0.1223142449282506,-0.19960800048646826,0.7027452731187672,-0.7032082017747835,-0.0679812787162998,0.5824342078915801,-0.34638450023831646,0.24723766758771523,-0.5530040911821085,0.7029880651757208,0.5561217216969775,0.5213138398269401,0.5914589014184708,0.3256891170453537,-0.6812252306727693
SN_pr_R,-0.24863663754709253,-0.12078164295211649,0.6889971745587364,-0.18028752204738646,0.37348790915949553,-0.10884225249848418,-0.3273514059518608,-0.4591118176211829,-0.21895831704926055,1.0,0.34229644109637525,0.6271028080497479,-0.002875904593417531,-0.07838431119487335,0.43353234915308103,0.6977751867588223,0.3105906676433771,0.1124484082367604,0.08949610209452091,-0.3242795016087555,0.37529325412309433,0.5163761326130152,0.30229208493195514,-0.37288613538530047,0.104581616891124,0.7645250287556796,-0.30970442977841495,-0.32586804579108897,-0.13566037286792412,0.3497482419082625,0.3412313690264589,0.08069571295427715,-0.34104815345052225,0.7319677538333711,-0.11654650324716864,-0.10605566468295469,0.14757956259335328,0.5239633005238505,-0.04917162797423588,0.4768830723781886,0.04156131599654751,0.2541762359356188,-0.10113561038680821,-0.40741352836131045,0.3384311481084561,0.5004732287568601,-0.23041455868298075,-0.09019539101064458,0.2631751222168607,-0.14935122102311557,0.21734533110511306,-0.1594807630370849,-0.45404775224959004,0.35136831397664103,0.13671836777484878,0.4439120806591305,0.26821287846699904,-0.0821780070311926,0.5922433934411211,-0.006361573637655743,-0.023191688750858787,0.10385304527555889,0.04973945997463148,0.3484956900190641,-0.029555421490072568,-0.42769327905888815,-0.33751137151989213,-0.5086562748662062,-0.36171093583367797,0.18818132427377338
Thal_AV_R,-0.0753903352498913,0.3250909712514933,0.059274479797236906,0.5199447309264867,-0.20356758532510913,0.41747484469904145,0.115936360354768,0.24349215532184662,0.41893135570522794,0.34229644109637525,1.0,0.28386480281498505,0.08956596025571797,0.3298919473797314,0.21174180832438963,-0.139630877144103,0.12349692978169635,0.17138551542620706,0.5482377077069296,0.2946320759751014,-0.11836661461395519,-0.017388510210417686,0.5831598544337905,0.215556365951717,0.5682715757022658,0.30051162022464784,0.5112106039127101,0.014759125237359259,0.275110860231775,0.16324506498851343,0.45942010592089233,-0.10055400639849081,0.3307714830077516,0.4274327654801706,-0.11717001259681437,0.4095285457950806,-0.14543437810677506,0.6500623164570762,-0.08416083275830533,0.5546426647168498,0.3958671697314259,0.5299346456610325,-0.11464437666462486,0.362112198924331,-0.04896404327928312,0.4659213589092727,0.46840066468986996,-0.029492959774203468,0.38809898840246004,0.5817625508867403,0.024898873959269364,-0.06713871996447662,-0.0281220568117481,0.48412438727248436,-0.04681173637023914,0.34161584302500275,-0.14519509472376707,0.5514845002605853,-0.09599183173441696,0.08113147102154622,0.3554808419561025,-0.05294846508584284,0.10810820351340475,0.18526575838754236,0.5421907275659977,0.2481332160396329,0.15286450539528643,0.20559495210135356,0.2650453838968315,-0.16020058862750172
Thal_VA_L,0.011250264901869728,-0.14028726887974152,0.6693815493062616,-0.22332910753595095,0.5045189788846101,-0.1218037563547051,-0.3565944226208745,-0.5891301859917718,-0.3665924788925265,0.6271028080497479,0.28386480281498505,1.0,0.16626518279338964,0.007749740824962913,0.6640123927153673,0.6414395252431393,0.6498955106922869,0.39822530106746473,-0.08265853883053567,-0.2562065228766942,0.13216375818154372,0.603762377556759,0.42609477657348854,-0.3026187910404265,0.1860871443675605,0.5956483803939793,-0.3280358335653778,-0.347241418745318,-0.10712264456868476,0.12733892005490396,0.42968853506449,0.38733767095726535,-0.2681038811456104,0.6967933889126282,0.2971901230338841,-0.06497028365147257,0.3793338584259793,0.6580908055992013,-0.20038244219728965,0.3467185792200583,0.20857882381202686,0.25145159254067817,0.3991292490151397,-0.5074876307242868,0.43677743474655417,0.6228476795629174,-0.16780787903415534,-0.002077750503181713,0.488491468447058,-0.09823650100090461,0.40768747441694797,-0.201008777203219,-0.6168167788001448,0.38399636300517526,0.05808112888290654,0.3079755359387487,0.09543455013959837,-0.09107204715524049,0.6891446866145338,0.021364381635251718,-0.2781765199459057,0.4135670916506577,0.13028577273764544,0.3757479324002149,-0.05749842466487797,-0.5122863834117362,-0.22680882110962025,-0.47165842354870896,-0.10449422472780795,0.47747939201767964
Thal_PuI_R,0.30168490627646427,-0.0678143918045181,-0.1250424730851153,0.26914308640553725,-0.32208516338311105,0.11141773075839215,0.2513059025138314,0.05602117507336887,0.14210909554123,-0.002875904593417531,0.08956596025571797,0.16626518279338964,1.0,0.4590564800433866,0.047868897312730405,-0.049600374021332896,-0.05620830415192942,0.17242363395904178,0.34954471244765384,0.2683782442032078,-0.33189362562526875,-0.0913616742175962,-0.0475851590640304,0.2821185102740451,0.42119440302523775,0.055160428671025656,0.1359878705893246,0.24016434849663199,0.36151336791386646,0.18074460162408856,0.30454108001526053,0.16124558014480173,0.3537432665715965,0.07033092210047248,0.06505873674970022,0.28559447307704533,-0.2916965325274789,0.04600690896969208,0.08279108214635353,0.09046554197792694,0.32879112770177077,0.319760991840344,0.2683251899546182,0.0685338621690834,-0.3282774306488055,0.12662613441126008,0.2770810759302944,0.6020756886092157,-0.08304309425278983,0.17661968017950905,0.24932335177935525,0.16755277057579424,0.25103632434522793,0.46682505221441395,0.11240045964541809,-0.22877451004050273,0.19556775403597812,0.3054155376656982,0.06692121481393623,-0.06037517013111622,0.1881028425956252,-0.022705298630093,0.6073050344693002,0.27015706202760686,0.1976877760151436,-0.014767326384043123,0.5316019309808995,0.228401163007593,-0.08495629672161151,-0.046432545884698126
