,Parietal_Sup_R,Thal_VL_R,OFCant_R,Thal_MDl_L,Thal_PuI_R,Cerebellum_4_5_L,Frontal_Inf_Orb_2_L,Vermis_3,Frontal_Sup_2_R,Frontal_Inf_Oper_R,Vermis_1_2,Thal_MDm_R,Thal_MDl_R,Thal_PuA_R,Hippocampus_L,Thal_LP_L,Insula_R,Thal_VA_R,Cerebellum_Crus1_R,Frontal_Sup_Medial_R,Frontal_Inf_Orb_2_R,Frontal_Inf_Tri_R,Raphe_M,Fusiform_L,Supp_Motor_Area_R,Thal_PuM_R,Temporal_Pole_Sup_R,ACC_pre_R,Cuneus_R,VTA_R,SN_pc_L,Cerebellum_3_R,Angular_R,Caudate_R,Angular_L,Temporal_Pole_Mid_L,Cerebellum_Crus1_L,Thal_PuL_R,Temporal_Sup_R,Thal_PuA_L,Hippocampus_R,Thal_IL_L,Parietal_Inf_R,Olfactory_R,Cerebellum_6_L
Vermis_1_2,-0.2685307998097445,0.38190708959520037,0.12501565692477448,0.30585622587441447,0.1408869097571648,0.5789861708846347,-0.2689274617754588,0.6497585524851678,0.28329211977729823,0.33007778163976664,1.0,0.21903738367962142,0.2092102105424145,0.07156230851874372,-0.20410316197265144,0.08225667951590503,-0.06682637206649884,0.3326500752047131,0.2800740953307543,0.2020850835132535,0.02652491690294449,0.3607934926790932,0.6130625008803741,-0.0028849088823099524,0.21654619450939533,0.06049301599136298,0.2628849897537004,0.021930499709285865,-0.11786199635446934,-0.13317703971739098,0.3939041570061605,0.8031535473083802,0.100297009844926,-0.13252996584894594,-0.21859665466294217,-0.16171337142062814,0.23796536810128813,-0.14596892013194346,0.4520888499493107,0.23886754494183446,0.10055588713604349,0.08393567682768768,-0.23912617032964337,0.06254636590527185,0.3258236414268395
Thal_MDm_R,0.022895028377977213,0.5058059837204643,-0.466320888990727,0.28416905383696345,0.16013616985971488,0.4875620785867162,-0.19801959780312758,0.22465866527027156,0.3543488755885156,-0.1243271960162529,0.21903738367962142,1.0,0.7281281656168662,0.6844925386567831,-0.1863582285745892,-0.06530469042668292,0.009955871770319933,-0.2766762897934752,0.40931963028873103,0.1662611599844766,-0.02328869675443056,-0.07654123775707754,-0.1347342044463039,-0.15457194882350525,0.3470433986668035,0.0008802321169105407,0.3701889772345991,0.004363798624528418,0.0653364654710365,-0.21084353667401182,0.10361651500538184,0.3038446462748771,0.25739957098057853,0.44264951277334164,0.07012987277576976,-0.31846724826647144,0.20581205882155912,0.16169345473462382,0.22884940414127555,-0.13152661969499815,0.4500087793334185,0.4737509764923663,-0.0672941876059396,-0.10215966038938044,0.2171992394667383
Thal_MDl_R,0.30444445163330447,0.3541966151238461,-0.39554517845100495,0.2831233112546652,0.34954471244765384,0.448849143964442,-0.5081687354379365,0.16040095289370818,0.6087925052777213,0.17264208912470827,0.2092102105424145,0.7281281656168662,1.0,0.3147324615033951,-0.46878457735322915,-0.29316918114859775,-0.2399174757818582,-0.24119621339513375,0.6153400487585821,0.25465917507317215,-0.41427159819856996,0.1323729279204105,0.00041043806371339936,-0.003643334007519915,0.7503790902183233,-0.26002615069855406,0.2789368779166193,-0.31779551631090686,0.45468485290891963,-0.41598496270242713,0.1529319364184923,0.32402365796119276,0.5413577497082426,0.14244895288743084,0.4401158109863513,-0.6175396504780462,0.35271266101254634,0.39684481831440066,0.5438764570154553,-0.3805074376662309,0.01642946470505731,0.15628790781388202,0.10331253000126757,-0.48770812895600874,0.4359491691591985
Thal_PuA_R,-0.054658877291131946,0.3805679415185058,-0.35874287020022083,0.06576539065095846,-0.03609977454109794,0.1523391384018825,-0.09907162016312826,0.12129519455612471,0.0873400933929672,-0.20701494645474428,0.07156230851874372,0.6844925386567831,0.3147324615033951,1.0,-0.09763651956431924,-0.048776897975852086,-0.061091457703536356,-0.09118806929388416,0.2752045506275794,0.08146735451387421,-0.023730358690242308,-0.21724569050285952,-0.11199635915898432,-0.06768313549690086,-0.010964624535891159,0.06930736477049157,0.24369445701382766,0.032417431748907155,-0.09956311435368674,-0.11222800965035172,0.036452701077608916,0.16597874573863525,0.0801194595115321,0.4242783369676296,0.11322349330469147,-0.16187912691770096,0.23932769341446491,0.30246006367293177,-0.07736624286666857,-0.20348314166974588,0.3944670231784001,0.22278733791472008,-0.15116333387460917,-0.09122528983668232,0.1822372971031746
Hippocampus_L,0.052843063832883036,-0.06183854713836224,0.311953599290541,0.22349325927073302,-0.20174390672938666,0.11294260544339972,0.9491712133966043,0.13667072943095612,-0.1999746584828238,0.03383800404197252,-0.20410316197265144,-0.1863582285745892,-0.46878457735322915,-0.09763651956431924,1.0,0.47709503584622565,0.8670640464771043,-0.20531064761751863,-0.8625640279128435,-0.033877319247575526,0.6370360922106685,0.1898572996962554,-0.27457708611988374,0.3922206813594522,-0.43692483651608555,0.4105960871383676,-0.24328359151758358,0.7219318807308684,-0.20525275568781637,0.8316984259699176,-0.21381998127644877,-0.44617253855553807,-0.3279104908043091,0.4633033314548794,-0.48597267922119464,0.9003584631083039,-0.5988162733351063,-0.2678915702470823,-0.506477429373333,0.4690558399609078,0.55380913721096,0.4589978019067801,0.3078318446620429,0.7421831353268123,-0.2501347051027669
Thal_LP_L,-0.3526000391006411,0.43645551695499396,0.33785133015991914,0.47769970502630793,0.047868897312730405,0.25935940259491935,0.4880992579834929,0.35350346339768024,0.05663570614811155,0.10747748517087548,0.08225667951590503,-0.06530469042668292,-0.29316918114859775,-0.048776897975852086,0.47709503584622565,1.0,0.5851060142286553,-0.1235568326744325,-0.32232728453220727,0.17359492037299804,0.496080226696135,0.3121806428109071,-0.056780829483371154,0.2075475207208432,-0.15017478121088473,0.5506549104087536,-0.02135259261514103,0.47251038056911726,-0.5357800994283757,0.4760026167234765,0.153941199988508,0.1009136883136924,-0.6425495060570576,0.2663450030473532,-0.43169571825038616,0.4041755946062991,-0.2536339132593538,-0.49179374910690815,-0.33372320879541334,0.776743581455563,0.48244354194576095,0.4733891649663394,-0.3718931572601567,0.534428665864743,-0.018129657224007573
Insula_R,0.013941063966087325,0.15063683599473998,0.2894740845518909,0.40076807373119416,-0.10207918874629086,0.3486943110462166,0.8502266460935994,0.2583545893677377,0.07952966378691455,0.13415392659559813,-0.06682637206649884,0.009955871770319933,-0.2399174757818582,-0.061091457703536356,0.8670640464771043,0.5851060142286553,1.0,-0.3118971644980786,-0.680527910155823,0.26437340853676167,0.7435114419353411,0.3779823464960703,-0.20454092472065338,0.35047111181763924,-0.24940850060589775,0.42885202502002795,-0.014649772360282696,0.760004223639116,-0.161187270524255,0.7546220319204716,-0.06612794176790011,-0.24665946464437652,-0.3245535459965688,0.516627712080218,-0.41827210414154703,0.751549266140231,-0.5543067525118888,-0.27635461958328056,-0.31144836885574095,0.5207552850650369,0.662742702868564,0.5699441346400241,0.173514958224966,0.7754901054272914,-0.145576993222852
Thal_VA_R,-0.048464027164601006,0.08271993481102806,0.2782369249050072,-0.13339624685236362,0.2621126107478792,-0.1269129979415872,-0.24844665334335891,0.2190319401689194,-0.07990921542144747,0.06188005763700373,0.3326500752047131,-0.2766762897934752,-0.24119621339513375,-0.09118806929388416,-0.20531064761751863,-0.1235568326744325,-0.3118971644980786,1.0,-0.013820282350316846,-0.02672027109375203,-0.15913741018590152,0.11920669580871317,0.33372107147504854,-0.05925450928714153,-0.07511239997814986,0.10514165590950687,-0.15281764438861997,-0.0581903816757121,-0.013457304519149517,-0.030369515683590333,0.4087629481325245,0.3199393499928054,0.06216247920238234,-0.23535878464281318,-0.030536012739909,-0.029981861693249602,0.048317298290404424,-0.309339791611998,0.09658488127879485,0.005389356135357389,-0.22646799372428061,-0.30209417536910377,-0.055795426171259696,-0.1544410643085969,-0.019035899726455
Cerebellum_Crus1_R,-0.15638910162252465,0.17196606501330583,-0.356736580711189,-0.05943808374251621,0.0685338621690834,0.16254144201685453,-0.868450641624892,-0.04249331442861674,0.3714075754811793,-0.028498024750421562,0.2800740953307543,0.40931963028873103,0.6153400487585821,0.2752045506275794,-0.8625640279128435,-0.32232728453220727,-0.680527910155823,-0.013820282350316846,1.0,0.16790137897834556,-0.5590275784883187,-0.15584812465788483,0.32356419220131694,-0.2336521049580571,0.5130069701997241,-0.4375195688940624,0.445488777409017,-0.6478270033882281,0.19855771531018054,-0.8143434963268965,0.12812684305142036,0.5594847750868625,0.2756397497231799,-0.35154837861356214,0.4443872603823389,-0.8956000753845792,0.765577964342594,0.4475787477384564,0.5998899743379509,-0.3949219536928433,-0.2813327747424528,-0.30433867327156566,-0.39769147684462114,-0.6167734539141903,0.47735034985696406
Frontal_Sup_Medial_R,0.22655781151007837,0.4099336482373936,-0.05788063617086053,0.2236269936326813,0.022174902605539167,0.4048196028876838,0.01575418780291102,0.3032080941827167,0.7534835510336866,0.32563792825899224,0.2020850835132535,0.1662611599844766,0.25465917507317215,0.08146735451387421,-0.033877319247575526,0.17359492037299804,0.26437340853676167,-0.02672027109375203,0.16790137897834556,1.0,0.0920542151983719,0.5741846138075611,0.24963931018147595,0.3040562535166322,0.2864906020394117,-0.16816260091366309,0.20682761794449633,0.4001617917430093,0.27813771662175096,0.024459512005375855,0.11610329056963405,0.2856818697082601,0.18349523077791816,0.3128309236343376,0.19640288506949283,0.014720198869654769,0.21582386669195877,0.020340343818133967,0.16525270292583613,-0.044782558654493675,0.09538582791064555,-0.03571485351525405,0.08755059799676078,0.045286539480284646,0.46545605880367386
Frontal_Inf_Orb_2_R,-0.24073601101916253,0.12935603383344874,0.34890950566980544,0.3489557988133486,-0.0913616742175962,0.16499706437331774,0.6979886876111658,0.18789632653055277,-0.2215543965214589,-0.06123498367025125,0.02652491690294449,-0.02328869675443056,-0.41427159819856996,-0.023730358690242308,0.6370360922106685,0.496080226696135,0.7435114419353411,-0.15913741018590152,-0.5590275784883187,0.0920542151983719,1.0,0.12926983894192376,-0.09753253262663862,0.0008678045273121184,-0.5093818470328153,0.5253266226367289,0.20557786044596335,0.6505520811214243,-0.36187216678123135,0.5791555605864359,0.13867912543772556,-0.08718298049056608,-0.423198990101959,0.30172508773700796,-0.549129088357322,0.616073408756026,-0.540724720462105,-0.40568375044335164,-0.2684160717242436,0.6426342746094365,0.6310537130138846,0.5681621917172708,-0.11671657014329401,0.8954934227504916,-0.3108151983261611
Frontal_Inf_Tri_R,0.3307629993729968,0.47260570540222346,0.33171202784020287,0.4601834510492836,0.3803465799344609,0.53901036087452,0.14126730554332717,0.6246403503843689,0.6701175137870317,0.7722409404855135,0.3607934926790932,-0.07654123775707754,0.1323729279204105,-0.21724569050285952,0.1898572996962554,0.3121806428109071,0.3779823464960703,0.11920669580871317,-0.15584812465788483,0.5741846138075611,0.12926983894192376,1.0,0.22937515246414586,0.5377684211819042,0.3910052322585919,0.1706920836064717,-0.05348894145381985,0.3798665518068758,0.2972230543096321,0.31140882587930746,0.3578434659320869,0.2975905415820425,0.26766545974160955,0.24085645580139178,0.023779000507892913,0.22558866512877584,-0.09403557725224874,-0.24523011610381917,0.2448523579113214,0.21049089075163,0.13793918345203726,0.1750073330453117,0.2896493870738533,0.12364044954234925,0.4163549078720165
Raphe_M,-0.23596810493581102,0.09046156464277715,0.34704553871554933,0.15456583600979149,-0.08495629672161151,0.22838701025337008,-0.26513747875998667,0.22557497172079835,0.16929470427710677,0.21013109962873747,0.6130625008803741,-0.1347342044463039,0.00041043806371339936,-0.11199635915898432,-0.27457708611988374,-0.056780829483371154,-0.20454092472065338,0.33372107147504854,0.32356419220131694,0.24963931018147595,-0.09753253262663862,0.22937515246414586,1.0,0.1661792867874542,0.10076205933790026,-0.16067501557829456,0.091735688410605,-0.1142481979397727,-0.06027275290766133,-0.267354425372885,0.14868160770598304,0.5797347717281128,0.07852056634544295,-0.40127931325768595,-0.11712861712025972,-0.1683573296689388,0.510341405890374,0.05056188111653921,0.3852893709497547,0.0773770850150281,-0.2626437496615604,-0.2758778583891887,-0.21666193755319701,-0.0300223829450925,0.4785184335416256
Fusiform_L,0.45391085867138553,0.07020870984624923,0.332287823226181,0.310239884015864,0.07035483321440028,0.3008173395269037,0.34293848145540257,0.2891037923225605,0.4052952993443743,0.547698881334501,-0.0028849088823099524,-0.15457194882350525,-0.003643334007519915,-0.06768313549690086,0.3922206813594522,0.2075475207208432,0.35047111181763924,-0.05925450928714153,-0.2336521049580571,0.3040562535166322,0.0008678045273121184,0.5377684211819042,0.1661792867874542,1.0,0.24001498488837636,-0.013311238438688514,-0.1673532179926559,0.3036765501634871,0.38459970533851473,0.35070554194291065,0.015232907034461242,-0.11987883534824491,0.23088770698647668,0.17567519565209636,0.18519153507127284,0.3426954668887384,0.09740413676560371,0.1208535158597378,-0.02946351975911003,-0.005243565451048143,0.07563448979463243,0.07336038569556495,0.4247036784103675,0.07855697760599235,0.6141041254422235
Supp_Motor_Area_R,0.35464480652577224,0.2519290287511504,-0.12687561281174053,0.28462682356054214,0.400050491654464,0.42075274388111844,-0.47849414865773365,0.24158053067338972,0.7440704923622137,0.36269273824409753,0.21654619450939533,0.3470433986668035,0.7503790902183233,-0.010964624535891159,-0.43692483651608555,-0.15017478121088473,-0.24940850060589775,-0.07511239997814986,0.5130069701997241,0.2864906020394117,-0.5093818470328153,0.3910052322585919,0.10076205933790026,0.24001498488837636,1.0,-0.2377156944289046,0.046820402928315165,-0.3574128683756459,0.47883688673350805,-0.34150127925669255,0.1738799776823636,0.2732193811685099,0.45098258928473517,-0.09523722924765816,0.4707372477261673,-0.559283461365661,0.3174123475158523,0.21354180624152508,0.5367566232804244,-0.29162065367025947,-0.19254983276944632,0.011147936050415164,0.15584387238061187,-0.531383225437476,0.4923292924156165
Thal_PuM_R,-0.20502905567001464,0.3510071301120814,0.5156339838103503,0.4235129562911164,0.5051275420301312,0.05603696763329257,0.4090932003986213,0.29715065277500374,-0.21137486851297446,0.008602226274361606,0.06049301599136298,0.0008802321169105407,-0.26002615069855406,0.06930736477049157,0.4105960871383676,0.5506549104087536,0.42885202502002795,0.10514165590950687,-0.4375195688940624,-0.16816260091366309,0.5253266226367289,0.1706920836064717,-0.16067501557829456,-0.013311238438688514,-0.2377156944289046,1.0,-0.13081189148737515,0.36955297842332085,-0.4230200248532294,0.5208585609715087,0.3308706838441438,-0.011805336352264858,-0.42739542015765525,0.17932126784662547,-0.46069323769086024,0.3959283630248757,-0.5046751125372605,-0.619812770505144,-0.24599865687011382,0.7158409465249184,0.4205703566763608,0.5746893744093219,-0.1790499420963195,0.5176431195921668,-0.31454334665985395
Temporal_Pole_Sup_R,-0.27119731299778704,0.14520213800400167,-0.2899696814550381,0.14242837345134246,-0.06963370824830871,0.28908385234089173,-0.32478941376370524,0.11480957766067337,0.22813448625835434,0.1121040373927686,0.2628849897537004,0.3701889772345991,0.2789368779166193,0.24369445701382766,-0.24328359151758358,-0.02135259261514103,-0.014649772360282696,-0.15281764438861997,0.445488777409017,0.20682761794449633,0.20557786044596335,-0.05348894145381985,0.091735688410605,-0.1673532179926559,0.046820402928315165,-0.13081189148737515,1.0,-0.08467626865171791,0.10920764766664798,-0.31762456822756374,0.06929854648348725,0.4148454997982248,0.03451149493705583,0.006036257249329008,0.1920012407388325,-0.35793701126651967,0.12152646022899218,0.27513262677379197,0.5251023792175328,0.003700352931637551,0.3475034560965783,0.12770163215923033,-0.38566437327380965,0.11006943264733511,0.09758627330328473
ACC_pre_R,0.12811440222858386,0.2849379414421407,0.19415127553194922,0.27450253844318634,-0.028271733453706135,0.2733606581733767,0.7543611306781702,0.3249329001976607,0.11259245636724635,0.10655149128881908,0.021930499709285865,0.004363798624528418,-0.31779551631090686,0.032417431748907155,0.7219318807308684,0.47251038056911726,0.760004223639116,-0.0581903816757121,-0.6478270033882281,0.4001617917430093,0.6505520811214243,0.3798665518068758,-0.1142481979397727,0.3036765501634871,-0.3574128683756459,0.36955297842332085,-0.08467626865171791,1.0,-0.11217071416976894,0.6819830660181034,0.0022334553980176077,-0.17153483499575262,-0.14400249790516598,0.6173882116929028,-0.47076880521783876,0.7791643113084341,-0.4366856108501366,-0.4557579816098155,-0.3776699880822685,0.4602434931969785,0.5267826197609216,0.4019801961310127,0.27411425304302917,0.6651506133355215,-0.06790480059166924
Cuneus_R,0.7330159819382517,-0.13579724261363502,-0.22864741100025696,-0.09145519545586608,0.24396462692144186,0.12978524288696816,-0.2653366160087823,-0.03132046067932623,0.534519404111866,0.4403241715953588,-0.11786199635446934,0.0653364654710365,0.45468485290891963,-0.09956311435368674,-0.20525275568781637,-0.5357800994283757,-0.161187270524255,-0.013457304519149517,0.19855771531018054,0.27813771662175096,-0.36187216678123135,0.2972230543096321,-0.06027275290766133,0.38459970533851473,0.47883688673350805,-0.4230200248532294,0.10920764766664798,-0.11217071416976894,1.0,-0.22451466924422292,-0.032157972571782656,-0.13874122375021217,0.7610750133179907,0.027789891960924344,0.658904644853101,-0.2275438775200166,0.13804931438066226,0.38228486519653737,0.4584489900558495,-0.6271036621708773,-0.25442995054735257,-0.23908032468145743,0.6076651922260596,-0.4345204971148348,0.35450552234831817
VTA_R,0.14466110676806887,0.06815220356498813,0.39958977010347774,0.3156608977891427,0.06692121481393623,0.09753109697581656,0.8075382431670213,0.2389679739724494,-0.15398064418758486,0.11507316199363396,-0.13317703971739098,-0.21084353667401182,-0.41598496270242713,-0.11222800965035172,0.8316984259699176,0.4760026167234765,0.7546220319204716,-0.030369515683590333,-0.8143434963268965,0.024459512005375855,0.5791555605864359,0.31140882587930746,-0.267354425372885,0.35070554194291065,-0.34150127925669255,0.5208585609715087,-0.31762456822756374,0.6819830660181034,-0.22451466924422292,1.0,0.08449352814893316,-0.32915386376679645,-0.26312105908655753,0.45661006547944205,-0.441680136327152,0.8152906384718984,-0.6046664994299271,-0.42799599930419546,-0.471289191445475,0.49134359952162876,0.47266249470189764,0.4362932034696049,0.29082630940860227,0.6494986666238152,-0.21779965004762583
