,Cingulate_Mid_L,Vermis_10,Vermis_9,Parietal_Sup_L,Frontal_Inf_Orb_2_L,Pallidum_L,Thal_VA_R,Vermis_3,SN_pc_L,Rolandic_Oper_R,Thal_MGN_R,Rectus_R,Vermis_6,Thal_VA_L,Temporal_Pole_Sup_R,Paracentral_Lobule_R,Cerebellum_6_R,Thal_PuM_R,ACC_pre_R,Frontal_Inf_Orb_2_R,Frontal_Mid_2_R,Thal_PuI_L,Thal_PuL_L,Cerebellum_9_R,Rectus_L,Thal_MGN_L,Cerebellum_4_5_L,Thal_AV_L,Cuneus_L,Calcarine_R,Thal_LGN_L,Vermis_7,Parietal_Inf_L,Vermis_8,ACC_pre_L,Lingual_R,Raphe_D,Red_N_R,Raphe_M,SN_pc_R,Cerebellum_Crus2_R,VTA_R,Olfactory_L,Cerebellum_3_L,ACC_sup_R,Temporal_Inf_R,Frontal_Inf_Oper_R,Thal_PuM_L,Cerebellum_Crus1_R,Precentral_R,Frontal_Inf_Tri_R,Caudate_L,Occipital_Sup_R,Supp_Motor_Area_L,Frontal_Inf_Tri_L,Insula_R,Cerebellum_8_L,Frontal_Sup_2_R,Thal_MDm_L,Heschl_R,Postcentral_R,Occipital_Sup_L,Thal_MDl_L,Frontal_Med_Orb_L,N_Acc_L,Precuneus_R,Precuneus_L,Temporal_Pole_Sup_L,Temporal_Sup_L,Amygdala_R,Thal_VPL_R,Fusiform_R,Cingulate_Post_R,ACC_sup_L,Rolandic_Oper_L,Cerebellum_Crus1_L,Temporal_Pole_Mid_R,Frontal_Sup_2_L,Parietal_Inf_R,Thal_PuA_R,OFCant_L,Temporal_Sup_R,Temporal_Mid_L,Lingual_L,Thal_LP_R,Thal_PuA_L,Vermis_1_2,VTA_L,OFCpost_L,OFCmed_R,Insula_L,Thal_PuI_R,Calcarine_L,Cerebellum_6_L,Thal_MDl_R
Cingulate_Mid_L,1.0,0.47143478488671137,0.21073958959069114,-0.02939569010858854,0.18879147969146284,0.19692402545610319,-0.17615172458733452,0.4599052321840279,0.006070466401281422,0.3474341120667658,-0.1449001523315147,0.11419283346680142,0.17783727599595842,0.4168683578942017,0.0965532110502911,0.3052835606323789,0.19022850740565792,-0.05789971043144911,0.3479707327569682,0.06399121109072164,0.6772413954084996,0.3062893357885587,0.031531181793106274,-0.017675732555412018,0.08172857717099545,0.20495496482485662,0.662522723653764,0.3837935327565882,0.14548948260926758,0.2269818699893261,0.5225982176963387,0.2965371903476337,-0.016085564479901927,-0.01830479459013348,0.10494141938382406,0.22599316102779965,0.04058400271330492,-0.05154451819008489,0.1937409654724564,0.2527252644419838,-0.24235527272853635,0.1472840811302545,0.1584653353672533,0.45389971437175175,-0.14166456902493327,0.028248697320448133,0.509161346219299,0.14280310528175938,-0.012770092377601105,0.5321190297951119,0.6012439593226024,0.5537751527657662,0.0918643785229125,0.07892354630579153,0.36254863513199403,0.41477820172881247,0.0632923459487252,0.6518525279666444,0.4950125811044558,0.11498819857279154,0.44551735996546643,0.055243271597279375,0.4425049407974064,-0.08475421957838977,0.20260044187195325,0.4257727257320439,0.2566765542707087,0.24595055592303047,0.4379789817580519,0.0646687288986837,0.29208762122358894,0.21193832151448175,0.44043605247272727,0.3923230594357384,0.5072108644351522,0.06071306270894372,-0.040293841557189264,0.18090475791760172,0.22106079006113621,0.11527197173516378,0.11832526986257859,0.2763421711860533,0.2368709044385541,0.08333883310940984,0.3681088899907866,0.09058409737329082,0.3424263265297578,0.2810668414676965,0.1985825910734346,0.07777683997910913,0.6392664330095339,0.027745359892864568,0.3288699993605921,0.5238131351420321,0.3208456329595772
Vermis_10,0.47143478488671137,1.0,0.4764436264115239,-0.0884565461233704,0.07141661309981731,0.06694578694885153,0.18884377793622054,0.7397164272883676,0.45373654620370957,0.1826891178550097,0.12646520912870585,0.07849768369926183,0.06217027902910794,0.42968853506449,0.16440908554488445,0.08359436632957826,0.11791181639550855,0.2751051103818573,0.22371458306114206,0.1611504810345738,0.4081740974951225,0.3242745869907568,0.21247472380276272,0.27724832619549505,0.13363746133455603,0.1521827205479816,0.6161438344311833,0.4078661160340229,-0.03414371208532462,0.17722559713607053,0.20470043450031108,0.3410568570703443,-0.007667518155556824,-0.19088652579444268,0.106661153793356,0.06608153097561842,-0.08011694776026347,0.27051678412893976,0.18398485975081955,0.2962504907139682,-0.4088313995470618,0.2470484484381993,0.14639464417439466,0.6728729155875277,0.1388059193007736,0.11219444870634673,0.5003909493736679,0.3941196742685242,-0.06979676918582908,0.3183244308429119,0.5510888857506501,0.3601520266452343,-0.12497835598620183,0.09274784109427509,0.21075324673262313,0.2969575237227989,-0.2088731964348583,0.3513087237925669,0.36466400334330334,0.26399181631647967,0.2183873668667676,-0.10742849812258853,0.4971860615526958,-0.08025848700778472,0.09313215397528585,0.29175326859731004,0.11536807315723337,0.05784141217231558,0.2775236060161932,0.1729326360360008,0.13841689831433343,0.18471109405545416,0.40951249988030003,0.19403760599960004,0.4251917008705765,-0.1075076530176588,-0.08774019946158951,0.19260755282041137,-0.03705722768288695,0.02982831966579678,0.134351951331023,0.2538991660550705,-0.01594201047604903,-0.16301141100876254,0.06741774323195739,0.3217951615770197,0.5981689971044964,0.2429880665264446,0.17979770360680006,0.05308445175195636,0.319922530807698,0.30454108001526053,0.15503836977028138,0.25798646857257096,0.14335686382921203
Vermis_9,0.21073958959069114,0.4764436264115239,1.0,0.323318623236966,-0.5184342081109159,0.4149742579632383,0.2150073262914396,0.2732145339398587,0.3374800255260429,-0.17201662859678982,-0.20065423416788436,-0.32015898000047954,0.5404836344323222,-0.06497028365147257,0.41479753695315624,0.2887092578657874,0.6245229730356343,-0.10516561727156136,-0.2650197995157658,-0.21405301405899319,0.10093175712795521,-0.08107072541249673,-0.059430374511708677,0.5631808789377906,-0.12512142941745955,0.17359102615454441,0.36142928923905077,0.43829091077917237,0.36002544875798986,0.5944038244234298,-0.050101391974667696,0.6033712395877964,0.44013473330722447,0.4980115391509432,-0.3078579909275574,0.5591912598102504,-0.47266605977968773,0.23960560067647588,0.31959316640220325,-0.22040684694078688,0.11777456229499632,-0.3505907276698357,-0.4296221252481806,0.39995399225212286,0.16802616327058112,0.5829628659276381,0.3710420432938996,0.07838727070552473,0.5136583359899342,-0.008633975664674255,0.3051134181989882,0.16690202083869807,0.3140332577212856,0.5182394908843555,0.0939286061148086,-0.24007191391293128,0.3178218691697065,0.43748228575550313,-0.13536055693852608,0.5002619221402834,-0.1489922494838104,0.08292573238288926,0.17823356457468914,0.051123613153264025,-0.04076193709357364,0.40632622076039465,0.4073330019108666,-0.4788638276323871,-0.2204354658688911,-0.39204672260980283,-0.10855426728634485,0.5920798527102129,0.26713468393059175,0.07335882135294763,0.37988537295542557,0.3003112077980407,0.5234244880461283,0.5410033994952196,-0.1898671121283413,0.011336348542750565,-0.4223895225014316,0.6446582522545684,-0.3820030864269117,0.3930906606363568,-0.08373611018625667,-0.15192163435062256,0.4690505098950175,-0.22774858697621816,-0.4101735079834346,-0.07351478691880772,0.16724504097495416,0.28559447307704533,0.555777000059183,0.34396004557084764,0.40427544338634075
Parietal_Sup_L,-0.02939569010858854,-0.0884565461233704,0.323318623236966,1.0,-0.5057185067487039,0.43461968630045605,-0.0024667370138752253,-0.17634629424528345,0.041848676339449956,-0.01167772655028048,-0.13485480405123493,-0.35362103903377934,0.3570483243527375,-0.347241418745318,0.14086781397303028,0.6255417340489549,0.47294864333956954,-0.4543260849220167,-0.42182611542326,-0.5279085242921394,-0.07018302484231909,-0.7431609696233643,-0.13703349831784561,0.6377691157512263,-0.5130279478616699,-0.17761519736153464,-0.13249083469839062,0.1373899843784865,0.8575054881162849,0.3765534039916379,-0.2537105523132725,0.061531772728012,0.8893944624795466,0.6830920327848232,-0.5658419371732942,0.596770407255735,-0.11201324886734527,-0.04685892817225046,-0.13196443567819266,-0.41437804994078137,0.37347742779707527,-0.39670771653169695,-0.5968384339832538,0.0046373977888405785,0.06011412200974854,0.21072902976340957,0.20750219133825334,-0.6641887258625103,0.403924208688398,0.11027822026299469,0.07477319014660637,-0.13163620569056153,0.7998051322265365,0.5490496050258326,0.0747590446989106,-0.4094985340293584,0.6380793070176791,0.4122177777980638,-0.419952374030948,-0.1851651036537584,0.11743348065494882,0.8031548059137066,-0.17162644281724815,0.2672868157749412,-0.1368413181248705,0.5370106672667125,0.8949206390523046,-0.3898926234291039,-0.12755134832309103,-0.4525934273265184,0.13152081252270978,0.3134646754336599,0.11467286503609012,0.2650600430869737,0.26739873304906214,0.20466852374763084,0.6157989262567853,0.4271954554428505,0.34118658084278974,0.07339172469098483,-0.6198423631637952,0.32675975423170084,0.07767214546771045,0.6984716777241055,-0.15506845333532707,-0.7515390054221301,-0.2134007295710743,-0.41939873860450294,-0.5555804373206971,-0.14767438621778975,-0.02062131903476212,0.24016434849663199,0.5268923423588928,0.2566679290226151,0.5015327940327455
Frontal_Inf_Orb_2_L,0.18879147969146284,0.07141661309981731,-0.5184342081109159,-0.5057185067487039,1.0,-0.5683443027233884,-0.24844665334335891,0.04799480337259807,-0.20419828031695522,0.4845168561393851,0.16303786425784866,0.7023087296648207,-0.7359089367055721,0.6724368422640182,-0.32478941376370524,-0.32176564029702603,-0.800131923731141,0.4090932003986213,0.7543611306781702,0.6979886876111658,0.45067201508101123,0.5411919892146271,0.2684059146303116,-0.4938058598160209,0.5135672778551401,-0.30373140686106276,0.01968651798431584,-0.2796732141743328,-0.48392171346649326,-0.7417550138630434,0.3592750499004061,-0.5934512920345143,-0.6513964611282652,-0.7728008990896085,0.6768722784681669,-0.7161554436854551,0.4684955821897335,-0.07821277907350725,-0.26513747875998667,0.6440865727925288,-0.6183631037981115,0.8075382431670213,0.9056120277967644,-0.09862828709586798,-0.2464243147292717,-0.8000051137463345,-0.06023435131083216,0.2562346424345139,-0.868450641624892,0.3564902566316327,0.14126730554332717,0.175202808183133,-0.5002255338848368,-0.7480057387613369,0.1850461006612644,0.8502266460935994,-0.4555724842415651,-0.23370438823355838,0.5433844249644323,-0.43891311169752745,0.4359291839838152,-0.15993723941116408,0.19669133234145886,-0.19659910247984158,0.3444375991829161,-0.2416527392720265,-0.39379902962228525,0.8935105864844245,0.6882887693291552,0.7923673857898419,0.1800305786288402,-0.7465807778202377,-0.0840820095330526,0.2034409670956312,-0.062217335009782514,-0.5711619051560871,-0.8448418554812424,-0.6813350860314455,0.2850060421146562,-0.09907162016312826,0.8572542907713516,-0.61878644886441,0.6577569486785773,-0.6956110863533148,0.23217738001661548,0.4759562874486791,-0.2689274617754588,0.7317778397695545,0.8716888393748634,0.3484458991274149,0.2702917676833558,-0.23629561458129247,-0.6367051770128209,-0.2681059751130918,-0.5081687354379365
Pallidum_L,0.19692402545610319,0.06694578694885153,0.4149742579632383,0.43461968630045605,-0.5683443027233884,1.0,-0.145464672272755,0.030960760246526445,0.09377934529234563,-0.19868861156724255,-0.26819442199555277,-0.44273001550725233,0.5648981826829373,-0.2781765199459057,0.3796639557936021,0.4924311852937682,0.6210433648281954,-0.3872599517234238,-0.46130760199630466,-0.40813065352943123,-0.17550443987602143,-0.2536904211441347,-0.17366660333891765,0.3760465522505727,-0.4399146744866534,0.13696148259028407,0.33017317750151687,0.2833146386953742,0.42458237648173275,0.572146269208476,-0.09536283095371866,0.37205900842715356,0.4813593593872238,0.5099878175324114,-0.6414324970888071,0.6280149631540844,-0.32304709672460513,-0.16808845227253463,0.027637934148733532,-0.16760441181490734,0.3199371127050612,-0.4637267673488053,-0.4943154425546804,0.24367964125806013,0.24263588989249152,0.5824342078915801,0.14435186422973506,-0.23488942658218817,0.5594951076649697,0.036944683994617825,-0.008187777964793322,0.4225569588887487,0.4258335299365398,0.6119701975191747,-0.20911878153674018,-0.30817656115815106,0.45570602308197317,0.373274605572354,-0.12220201657830544,0.3518707768572042,-0.01332633016024235,0.22291255661628664,0.09955740831172132,0.32543150587892206,0.23155420429594384,0.370257407762013,0.45610651092714233,-0.6063908634686551,-0.44665996340833536,-0.40993115236128963,0.1055028507646889,0.6410068657671798,0.23211123082714324,-0.10153797300801365,0.12746312611631969,0.2303546836294636,0.5330955147442339,0.46890590059717924,0.010818665665969642,0.10638461259309404,-0.5811657452728515,0.6674046755246683,-0.42937740051919376,0.5493107362744261,0.214641795217957,-0.41057223836877305,0.17107036571799428,-0.20584853750791227,-0.5547679180829508,-0.29683743509274,-0.015573082622327698,0.1881028425956252,0.5041598994934827,0.23573653675682812,0.6863123905605729
Thal_VA_R,-0.17615172458733452,0.18884377793622054,0.2150073262914396,-0.0024667370138752253,-0.24844665334335891,-0.145464672272755,1.0,0.2190319401689194,0.4087629481325245,0.05802316043399528,0.2388798695038402,0.025353654475001024,0.012653512522698255,-0.19816288126854928,-0.15281764438861997,-0.1589261324766671,-0.009214162684289281,0.10514165590950687,-0.0581903816757121,-0.15913741018590152,-0.10033655918384478,-0.058339884925883816,0.019795378979073817,0.18618249482526378,0.22042603651377113,0.2650797952234251,-0.1269129979415872,0.03184027726516873,0.10136163540320903,0.12367888727710388,-0.22325415092180986,0.1395220280239774,-0.02075624980076098,0.017696333447317983,0.019389498041215057,0.039328080815708745,-0.17073178153447008,0.6542337195433517,0.33372107147504854,-0.30912272472011626,-0.16619425969285279,-0.030369515683590333,-0.15419777082384867,0.19399125825823074,0.20712684468521012,0.025686735946785125,0.06188005763700373,0.10179909740847133,-0.013820282350316846,-0.02060022537952914,0.11920669580871317,-0.22727499007460958,0.06688011026405462,-0.018786500965290616,-0.08872864172798597,-0.3118971644980786,-0.2964364542828153,-0.07990921542144747,-0.3166867879347944,0.21994740167087945,-0.04533824938954864,0.08625864010216659,-0.13339624685236362,-0.043587333889928095,-0.34933993247973755,0.09575587450210192,-0.07704641750248607,-0.10555443106080376,-0.08323895226060184,-0.0938177814046475,-0.2981256889075209,-0.04219573761192279,-0.07304035488399198,-0.005938429621430176,0.11972045804818574,0.048317298290404424,0.017138046468337657,0.007039409660853931,-0.055795426171259696,-0.09118806929388416,-0.024716614925913958,0.09658488127879485,-0.15472718259552684,-0.044125648052731975,-0.6907212890893283,0.005389356135357389,0.3326500752047131,-0.3737136647007654,-0.035396309547492025,0.28004995213841705,-0.11328263091073099,0.2621126107478792,0.09161592965711973,-0.019035899726455,-0.24119621339513375
Vermis_3,0.4599052321840279,0.7397164272883676,0.2732145339398587,-0.17634629424528345,0.04799480337259807,0.030960760246526445,0.2190319401689194,1.0,0.49131005610095874,0.24381387752733602,0.33424992904954126,0.0033306471738938468,0.150249302118191,0.39062256209186286,0.11480957766067337,0.09188247925764273,0.1508632922380424,0.29715065277500374,0.3249329001976607,0.18789632653055277,0.46125490316579354,0.35875247589266085,0.09417758024522922,0.11453486081051054,0.11193669607117337,0.3632995400384552,0.7520858170400543,0.33106342501151204,-0.02890990574683553,0.16247575657806348,0.23587569392247668,0.3580622844678313,-0.13872442493351878,-0.14724288082962603,0.24892967700752294,0.10290446425369493,0.12551402859736024,0.22306511488104405,0.22557497172079835,0.1944614608946459,-0.4045026710054639,0.2389679739724494,0.13937595357631288,0.8009349855512534,0.13932779052295866,0.11699158273908569,0.5154311509833687,0.4183066765797901,-0.04249331442861674,0.36591453464165313,0.6246403503843689,0.38528678196830946,-0.07898696170617474,-7.702824639650192e-05,0.15506465831967864,0.2583545893677377,-0.22878102753495225,0.4210589878834063,0.43484257874223536,0.27355884452702645,0.3431533047370898,-0.13137980329960175,0.4478657845437755,-0.18739914586780654,-0.10318401423499185,0.4028603100923401,0.06593430397366368,0.08709247429296205,0.2040884773177613,0.16104859395324736,0.17919491606467053,0.20799874399402885,0.4959109073250262,0.1358966507127232,0.3853201174505293,-0.06508684676198231,-0.12532596170667537,0.13698781106097194,0.05605715503102315,0.12129519455612471,0.15407391036038803,0.24246776412831217,-0.09434557613503544,-0.13749267168512413,0.02504565998052642,0.3751943706236874,0.6497585524851678,0.19947500998449502,0.22341848005195591,0.019373960476201213,0.37638186726974465,0.34836068449241486,0.1290348509205421,0.34739981456391167,0.16040095289370818
SN_pc_L,0.006070466401281422,0.45373654620370957,0.3374800255260429,0.041848676339449956,-0.20419828031695522,0.09377934529234563,0.4087629481325245,0.49131005610095874,1.0,0.023815626384919204,0.33381370058075505,-0.1761675814272105,0.1547665268378557,0.13028577273764544,0.06929854648348725,0.1164299289969038,0.2230281329536757,0.3308706838441438,0.0022334553980176077,0.13867912543772556,0.12669448696688987,-0.01229793102025295,0.10065800933331218,0.3917771566960842,0.02603454944394106,0.15114652444455437,0.2595055314148607,0.3126538199555592,0.10644408184596213,0.1443456189227229,-0.25495247046236613,0.35979948581654836,0.08590132714535474,0.10508495999827673,0.09300111278740751,0.1252112520704706,-0.24122841415222435,0.3708179470606933,0.14868160770598304,-0.04802900133725273,-0.2816628853452863,0.08449352814893316,-0.0410718364919906,0.40295054226230526,0.3612693994928749,0.24723766758771523,0.29025489194694987,0.3646116924773585,0.12812684305142036,0.040505708642345296,0.3578434659320869,0.0719579961867216,0.07024001380784828,0.1911887486924294,0.13057275544089716,-0.06612794176790011,-0.100353815538958,0.17044348677963225,0.12782135369978467,0.23117949009866032,0.024633672639527423,-0.01757580717678095,0.3612053954714438,-0.05486774959985222,-0.12103938519964969,0.357569397191362,0.11650418153995515,-0.16750150572129655,-0.06711191790616419,0.05484676792339273,-0.029021504108035837,0.21542518603318936,0.29001845561450457,0.18211690002778494,0.2379245426690879,-0.0009232368783856201,0.08735716935959473,0.24848216168862983,-0.12200425389449673,0.036452701077608916,-0.04577243588969669,0.1999480391271607,-0.32415909257645636,-0.08808824914770051,-0.2202728589130474,0.2538946697039286,0.3939041570061605,0.001995805171734239,-0.014824506790333744,0.0235821629304164,0.03654204220940141,0.6073050344693002,0.07634783623772505,0.18603218485821196,0.1529319364184923
Rolandic_Oper_R,0.3474341120667658,0.1826891178550097,-0.17201662859678982,-0.01167772655028048,0.4845168561393851,-0.19868861156724255,0.05802316043399528,0.24381387752733602,0.023815626384919204,1.0,0.05869024177369048,0.5608612066358027,-0.3456631767063454,0.40768747441694797,-0.5291082519023813,0.291384906282156,-0.3890395647239597,0.18979233664112613,0.44255012945405203,0.07682302572744935,0.48163569051080635,0.1287386234286705,0.22184429150271467,0.019195711740394226,0.3290651183261396,-0.2675227133997073,0.15901103256415938,0.1418372470300783,0.09210123104364838,-0.3753965276261502,0.15135306549062164,-0.39411758564357224,-0.22414237184424532,-0.2475997465842864,0.2589657800790392,-0.18878112241914055,0.23733769200816168,0.36235325920424005,-0.1204884861787275,0.33998297004863426,-0.5193740547154712,0.5396336591230602,0.36571767151952106,0.18168407646190143,0.12235465351219532,-0.6717740347252923,0.4895019194172983,0.04367617342586695,-0.598164366442303,0.8273632270537467,0.6220264601833232,0.23942971385037548,0.08656185691588572,-0.294867713909398,0.2603693398192076,0.4772627943532687,-0.10920236526757213,0.2660455161441244,0.15311083072467999,-0.27117367295569833,0.8140589660378542,0.24164998498761686,0.15062673298440352,-0.019341219466883542,0.11050953508773186,0.35874069154956856,0.16515307566473675,0.603414003551668,0.630435334512247,0.256456954541918,-0.1335788813854672,-0.5206874888805968,0.05160133297764036,0.40521753441208713,0.4274945118295206,-0.3928721867247815,-0.4590775162759349,-0.3114922596326842,0.671721993604365,-0.42718679773837853,0.43747060604517163,-0.12872292098207186,0.5528173514323569,-0.28405969709903606,-0.12104625375300988,0.1256590876235502,-0.11117536874030344,0.2993856004417724,0.5140300353052109,0.4993159529667757,0.48635904358596727,0.24932335177935525,-0.16094985261976383,0.02851076591411912,-0.1446669975044422
